date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CO_mean
2011-02-06,95.5,88.646,78.0,31.888,46.559,14.671,,1.125,52.279,4.25,3.144,0.35,5.208
2011-02-07,96.5,96.125,95.5,23.91,37.36,13.449,,0.696,44.555,10.7,6.738,4.2,5.0
2011-02-08,96.0,55.312,30.5,15.764,22.083,6.32,,1.0,11.361,7.55,5.91,2.4,4.042
2011-02-09,59.0,38.104,18.0,17.431,22.959,5.528,,0.833,8.5,7.45,3.112,-1.15,3.375
2011-02-10,85.0,54.666,26.0,24.556,45.602,21.047,,1.75,16.097,8.7,3.588,-1.0,5.333
2011-02-11,91.5,55.292,23.5,15.611,22.375,6.764,,0.875,16.444,8.4,3.698,-1.7,3.917
2011-02-12,57.5,38.625,23.0,12.75,14.806,2.055,,0.792,11.375,8.5,3.594,-1.05,3.0
2011-02-13,69.5,55.396,36.5,22.885,38.106,15.221,,1.625,20.681,8.35,4.019,-1.7,4.875
2011-02-14,95.0,87.271,63.0,27.566,34.239,6.673,,1.217,44.778,5.3,4.115,3.1,4.087
2011-02-15,95.0,75.958,44.5,27.514,39.945,12.43,,1.25,47.403,8.75,5.917,3.65,4.917
2011-02-16,93.5,68.479,46.0,13.014,15.417,2.403,,1.125,17.417,3.15,1.548,0.45,2.875
2011-02-17,95.0,81.354,49.0,14.189,17.842,3.653,,1.292,25.43,6.8,1.719,-0.65,2.917
2011-02-18,88.5,50.604,19.5,8.889,10.639,1.75,,0.875,9.806,4.85,0.612,-3.15,2.375
2011-02-19,74.5,45.916,17.0,17.472,26.583,9.111,,0.958,14.653,6.75,0.625,-5.9,4.5
2011-02-20,72.5,48.5,20.0,27.264,41.725,14.462,,1.409,21.625,9.5,2.831,-3.3,5.609
2011-02-21,73.5,45.229,16.0,29.965,48.346,18.381,,1.826,24.625,12.25,5.76,-1.5,5.435
2011-02-22,65.5,55.729,48.0,12.236,13.625,1.389,,2.875,24.014,8.2,6.004,2.45,3.333
2011-02-23,92.5,86.438,46.5,26.333,38.819,12.486,,1.542,41.306,9.45,5.835,3.9,5.0
2011-02-24,62.0,44.312,25.5,13.029,14.472,1.442,,3.125,28.597,13.5,9.577,6.85,4.417
2011-02-25,92.5,84.583,64.0,10.792,11.833,1.042,,1.208,15.556,7.9,4.748,2.8,3.208
2011-02-26,68.0,52.146,32.0,7.305,8.236,0.931,,0.583,10.139,8.5,5.175,2.95,2.583
2011-02-27,43.5,32.23,20.5,7.01,7.858,0.848,,0.708,9.195,7.6,3.61,-0.1,2.125
2011-02-28,62.0,46.604,32.5,9.394,10.744,1.35,,1.261,9.945,5.9,2.496,-1.55,2.391
2011-03-01,92.0,83.042,72.0,16.472,19.028,2.555,,0.667,21.736,10.75,6.933,2.35,3.083
2011-03-02,92.5,86.292,73.0,14.765,16.478,1.713,,1.75,18.083,8.4,6.315,3.6,2.833
2011-03-03,92.0,69.625,54.0,7.097,8.111,1.014,,1.042,15.167,9.35,5.812,2.55,3.0
2011-03-04,84.5,65.375,58.0,6.25,6.875,0.625,,1.583,16.32,5.9,4.631,3.15,2.708
2011-03-05,93.5,92.27,89.5,22.365,28.6,6.235,,0.208,16.014,8.4,5.002,2.15,4.042
2011-03-06,95.0,91.708,85.5,19.583,29.303,9.72,,0.783,26.875,13.85,10.244,7.9,4.0
2011-03-07,95.0,70.52,51.0,11.93,14.403,2.472,,1.167,28.361,13.4,11.248,9.7,3.708
2011-03-08,87.0,74.416,58.5,8.611,9.486,0.875,,1.5,20.236,9.7,8.142,6.5,2.75
2011-03-09,93.0,91.854,88.0,10.065,11.103,1.039,,0.708,17.431,7.85,6.89,5.05,2.708
2011-03-10,93.5,86.334,75.0,7.014,7.709,0.694,,0.083,6.333,6.2,4.525,3.0,2.542
2011-03-11,92.5,75.896,55.0,9.458,11.319,1.861,,0.833,13.291,10.0,5.812,1.45,3.042
2011-03-12,88.5,44.5,18.5,11.998,15.961,3.963,,0.875,8.028,10.95,6.01,0.9,2.958
2011-03-13,74.5,37.25,17.5,10.328,11.457,1.129,,0.739,7.722,10.3,5.806,2.55,2.391
2011-03-14,78.0,55.604,30.0,15.958,19.042,3.083,,1.208,13.444,10.55,5.423,0.3,3.583
2011-03-15,87.0,48.375,15.0,16.889,27.375,10.486,,1.292,21.222,12.0,5.888,-0.3,3.667
2011-03-16,68.0,50.167,29.5,20.016,26.799,6.783,,1.417,22.055,10.75,5.383,-1.25,4.208
2011-03-17,95.5,86.062,61.5,31.375,41.416,10.042,,1.208,34.639,9.25,6.923,5.6,5.0
2011-03-18,95.5,93.292,86.5,18.653,25.792,7.139,,1.25,41.278,10.9,8.352,5.55,4.833
2011-03-19,96.0,45.916,20.0,13.797,16.101,2.304,,0.609,13.569,11.05,8.277,5.8,4.111
2011-03-20,82.5,56.938,40.5,15.222,17.069,1.847,,1.958,20.292,11.9,7.2,3.7,
2011-03-21,79.5,37.604,18.5,13.097,14.903,1.805,,0.833,13.222,11.15,6.583,2.15,
2011-03-22,73.0,50.771,32.5,41.778,79.055,37.278,,2.625,34.167,13.35,7.415,-0.4,7.5
2011-03-23,95.5,81.0,54.5,28.944,57.681,28.736,,1.375,48.847,11.4,8.398,5.5,7.042
2011-03-24,95.5,91.354,71.5,18.181,26.819,8.639,,0.792,16.292,8.85,6.629,3.85,5.5
2011-03-25,92.0,50.562,22.5,13.944,28.264,14.319,,1.083,11.986,12.85,7.748,2.4,5.125
2011-03-26,74.0,44.792,17.0,19.778,30.575,10.797,,1.0,15.014,11.3,6.019,0.15,4.435
2011-03-27,78.0,46.416,18.5,22.552,30.202,7.65,,1.708,16.806,13.05,7.562,0.55,4.174
2011-03-28,84.0,48.896,22.0,22.694,31.028,8.333,,2.125,28.097,16.7,9.648,2.65,4.625
2011-03-29,65.0,40.521,11.5,16.153,20.653,4.5,,2.375,17.528,15.95,10.206,2.55,4.083
2011-03-30,64.0,56.125,46.0,8.556,9.833,1.278,,1.417,18.403,17.25,14.217,11.55,2.708
2011-03-31,90.0,62.792,38.5,6.722,7.458,0.736,,1.167,23.764,18.95,13.7,7.8,2.5
2011-04-01,79.0,50.792,20.0,17.792,27.375,9.583,,2.958,17.972,15.85,9.917,1.65,4.542
2011-04-02,84.0,54.896,27.5,19.945,25.222,5.278,,2.875,31.208,18.5,12.523,6.5,4.792
2011-04-03,78.0,52.667,36.0,7.916,8.708,0.792,,1.0,16.875,8.5,6.975,4.25,2.75
2011-04-04,77.5,50.604,23.5,10.564,11.909,1.345,,1.174,15.476,12.95,7.533,3.4,2.833
2011-04-05,72.0,39.062,18.5,14.024,17.307,3.283,,2.304,13.264,15.65,8.544,0.75,3.826
2011-04-06,88.5,51.021,13.0,24.805,39.778,14.972,,2.917,25.014,19.2,11.767,2.85,5.75
2011-04-07,79.0,59.438,41.0,16.803,20.608,3.804,,3.25,21.569,18.85,14.631,9.95,4.417
2011-04-08,79.0,62.834,49.5,9.736,10.986,1.25,,2.667,22.583,17.6,15.977,14.35,4.875
2011-04-09,94.5,84.562,72.5,10.014,11.361,1.347,,1.833,18.681,17.0,15.323,10.9,3.625
2011-04-10,94.0,65.958,33.5,5.986,7.125,1.139,,1.167,17.055,16.45,12.296,8.65,3.417
2011-04-11,92.5,67.771,29.0,16.713,22.828,6.115,,2.792,26.625,19.45,12.575,6.7,4.833
2011-04-12,85.0,43.625,12.5,8.918,10.474,1.556,,0.348,15.93,15.4,9.715,5.9,2.696
2011-04-13,77.5,52.333,26.0,19.861,24.403,4.542,,3.125,25.972,19.05,12.333,5.25,4.417
2011-04-14,84.0,52.375,16.0,21.448,24.72,3.272,,4.417,33.111,22.55,15.025,7.05,4.667
2011-04-15,87.5,68.146,49.5,13.069,14.597,1.528,,5.667,34.667,20.55,17.0,13.85,4.708
2011-04-16,88.0,63.958,34.0,9.833,11.486,1.653,,2.625,20.472,22.3,17.458,11.5,4.083
2011-04-17,77.5,49.584,28.0,5.903,7.014,1.111,,0.667,16.097,17.35,12.183,8.3,2.75
2011-04-18,83.5,62.708,42.5,9.158,11.087,1.929,,1.583,16.214,17.2,13.71,9.75,2.792
2011-04-19,96.5,79.646,39.5,9.59,11.726,2.137,,0.826,13.333,17.65,11.383,5.1,2.87
2011-04-20,89.5,66.0,47.0,9.375,12.889,3.514,,0.75,8.25,14.7,9.346,3.0,3.042
2011-04-21,85.0,73.854,55.5,8.831,11.053,2.222,,0.875,13.397,15.05,11.229,7.75,2.792
2011-04-22,90.0,70.146,47.0,16.736,20.292,3.556,,2.708,25.069,18.2,14.679,10.6,4.667
2011-04-23,96.5,88.52,75.5,7.708,9.333,1.625,,1.083,14.972,17.95,15.883,13.9,2.667
2011-04-24,93.5,62.812,38.5,5.552,6.868,1.316,,1.25,13.417,19.35,15.138,9.7,3.125
2011-04-25,95.0,63.062,30.0,15.653,19.097,3.444,,1.833,18.528,18.5,13.017,7.7,4.083
2011-04-26,89.5,60.771,32.0,17.906,25.602,7.696,,2.826,22.986,19.75,14.902,7.05,3.87
2011-04-27,93.5,71.375,57.0,6.139,7.403,1.264,,2.75,44.055,22.5,19.448,16.25,3.042
2011-04-28,95.5,67.584,38.5,8.903,10.68,1.778,,2.042,22.722,21.85,17.944,12.55,3.667
2011-04-29,86.0,61.479,44.0,6.875,8.347,1.472,,1.208,13.75,17.6,13.619,9.8,2.875
2011-04-30,95.5,68.334,44.5,11.694,14.916,3.222,,2.875,23.583,20.35,15.948,8.7,4.417
2011-05-01,97.0,77.916,56.5,7.708,8.944,1.236,,2.125,23.097,19.7,17.419,15.25,4.0
2011-05-02,97.0,54.104,21.0,15.66,19.944,4.284,,1.375,73.706,23.95,17.954,12.15,4.208
2011-05-03,97.0,78.562,56.0,6.69,7.692,1.002,,0.391,43.333,17.75,14.504,11.65,3.0
2011-05-04,97.0,65.667,35.5,7.972,9.292,1.319,,2.375,23.0,21.85,16.373,12.05,3.542
2011-05-05,90.0,68.667,54.5,4.236,5.056,0.819,,1.333,19.875,16.0,14.183,12.3,2.75
2011-05-06,92.5,77.354,61.5,7.445,8.708,1.264,,0.958,17.903,17.4,14.338,11.3,2.875
2011-05-07,96.5,90.916,79.5,11.292,13.958,2.667,,0.125,22.222,17.9,15.802,13.85,3.333
2011-05-08,97.5,67.479,44.5,13.389,16.361,2.972,,2.375,30.569,25.1,19.283,13.35,5.417
2011-05-09,81.0,58.042,32.0,18.511,25.534,7.022,,2.625,28.389,23.7,18.325,11.35,4.875
2011-05-10,96.5,76.334,51.5,16.804,20.573,3.77,,2.391,35.347,26.3,21.24,15.95,4.696
2011-05-11,97.0,94.73,90.5,10.305,12.291,1.986,,0.083,14.069,15.45,13.688,12.8,3.292
2011-05-12,97.0,95.958,90.5,8.653,9.917,1.264,,0.167,11.028,15.9,14.738,13.2,2.75
2011-05-13,97.0,84.916,69.0,14.097,19.528,5.431,,0.833,26.708,23.1,18.61,15.25,4.458
2011-05-14,91.5,55.77,28.0,13.222,16.056,2.833,,1.708,56.292,23.6,18.535,12.9,3.958
2011-05-15,61.0,33.334,16.5,10.986,12.889,1.903,,3.625,24.167,24.2,19.492,13.7,3.542
2011-05-16,73.0,56.896,26.0,11.965,13.507,1.542,,3.75,32.958,22.8,19.571,16.75,3.875
2011-05-17,95.5,78.188,59.0,17.202,19.475,2.273,,3.261,30.597,20.0,16.835,13.2,4.957
2011-05-18,97.0,70.854,38.0,17.083,26.542,9.458,,1.292,38.403,22.95,17.683,12.3,5.667
2011-05-19,93.5,61.104,26.5,19.208,25.194,5.986,,3.542,34.708,24.45,19.398,12.1,5.042
2011-05-20,83.0,66.167,50.5,12.875,14.93,2.056,,3.5,39.028,24.75,20.771,17.45,3.917
2011-05-21,91.0,72.52,54.5,10.056,11.986,1.931,,3.75,27.68,25.0,21.433,18.3,3.667
2011-05-22,96.5,85.771,64.5,7.056,8.597,1.542,,2.5,19.472,25.15,18.606,13.8,3.25
2011-05-23,94.5,77.792,54.5,6.999,8.187,1.188,,1.208,12.389,16.75,14.469,11.6,2.0
2011-05-24,96.5,87.25,62.5,10.503,12.535,2.033,,0.174,11.472,16.8,12.717,10.6,2.826
2011-05-25,96.5,66.834,35.5,20.042,30.25,10.208,,3.083,20.667,22.7,16.973,9.85,5.333
2011-05-26,94.5,80.958,65.5,9.597,11.264,1.667,,1.042,20.986,20.35,17.396,14.5,2.75
2011-05-27,96.5,80.75,61.5,11.875,14.917,3.042,,0.167,18.528,20.15,17.952,15.8,3.125
2011-05-28,97.0,96.23,93.5,7.181,8.209,1.028,,0.208,10.084,19.75,18.321,16.75,2.333
2011-05-29,97.0,96.896,96.5,3.444,4.333,0.889,,0.167,6.639,17.85,17.167,15.55,2.042
2011-05-30,97.0,80.708,60.0,3.75,4.998,1.247,,0.25,10.903,18.75,16.392,14.95,2.0
2011-05-31,72.0,65.396,55.0,3.519,4.905,1.386,,0.217,19.583,15.65,13.494,11.0,2.0
2011-06-01,80.5,65.584,50.0,6.833,9.264,2.431,,0.417,31.847,16.75,13.977,10.7,2.542
2011-06-02,97.0,92.375,82.0,15.722,21.736,6.014,,0.417,31.566,16.8,15.135,13.6,3.333
2011-06-03,97.5,77.667,51.5,18.924,22.468,3.544,,1.708,26.014,24.25,19.165,14.9,4.833
2011-06-04,96.5,72.916,46.0,14.583,22.528,7.944,,3.0,31.569,25.85,21.267,16.25,4.958
2011-06-05,93.5,78.188,55.0,11.5,13.361,1.861,,3.458,34.597,25.65,21.304,18.05,3.875
2011-06-06,96.0,67.729,27.0,13.616,15.534,1.918,,2.375,34.056,28.7,21.9,16.55,3.625
2011-06-07,92.0,74.208,49.5,19.487,23.807,4.321,,6.217,36.389,23.9,20.5,17.65,4.826
2011-06-08,96.0,86.271,67.5,9.167,10.278,1.111,,0.583,18.139,22.3,18.744,16.7,2.375
2011-06-09,97.0,75.125,43.5,13.611,16.903,3.292,,2.458,22.139,25.8,20.548,15.4,3.458
2011-06-10,92.5,79.104,60.0,13.236,16.444,3.208,,4.25,19.917,26.15,22.575,19.75,4.167
2011-06-11,97.5,90.77,75.5,12.778,15.444,2.667,,0.75,26.875,22.8,21.06,19.7,3.75
2011-06-12,94.5,76.604,49.0,10.0,11.542,1.542,,1.417,30.236,25.4,22.025,19.0,4.25
2011-06-13,97.5,87.916,72.5,12.001,14.225,2.224,,0.5,21.942,22.95,19.867,17.3,3.957
2011-06-14,96.5,80.604,60.0,13.657,16.278,2.621,,1.0,21.278,23.7,20.177,17.4,3.522
2011-06-15,87.5,66.5,51.0,10.389,12.68,2.292,,0.875,16.722,22.85,19.965,17.9,2.958
2011-06-16,97.0,82.854,64.5,11.167,14.236,3.07,,0.292,17.958,22.65,19.912,17.45,3.042
2011-06-17,97.0,95.375,91.0,6.264,7.194,0.93,,0.667,13.75,19.65,18.46,17.5,2.0
2011-06-18,97.0,89.021,67.5,12.014,15.125,3.111,,0.833,16.014,21.55,19.246,17.1,3.292
2011-06-19,97.5,86.125,63.0,7.056,8.431,1.375,,1.5,24.25,23.95,20.765,18.35,3.208
2011-06-20,95.5,83.479,64.5,14.572,19.251,4.679,,3.875,18.764,25.9,22.812,19.7,4.708
2011-06-21,96.0,83.084,63.0,13.304,17.577,4.273,,3.13,18.236,27.15,23.731,21.5,3.261
2011-06-22,97.5,71.812,45.5,21.333,30.778,9.445,,5.417,35.805,31.3,26.269,20.5,4.917
2011-06-23,90.0,79.583,68.0,11.542,15.292,3.75,,3.042,29.278,28.55,25.685,23.95,2.667
2011-06-24,87.0,77.396,62.5,6.361,9.43,3.069,,1.958,26.445,29.0,26.127,23.95,2.167
2011-06-25,92.0,83.896,72.0,6.736,8.681,1.944,,1.667,21.597,25.0,22.019,19.5,2.667
2011-06-26,97.5,95.666,92.0,5.264,6.153,0.889,,1.292,18.472,20.75,19.756,18.7,2.167
2011-06-27,97.5,95.708,89.5,8.238,11.333,3.095,,0.0,35.769,23.65,21.225,19.3,3.333
2011-06-28,95.5,74.771,49.5,13.734,17.931,4.197,,2.2,34.908,33.1,27.165,23.0,3.957
2011-06-29,95.0,68.646,47.0,11.527,14.624,3.097,,2.375,28.986,33.65,28.235,22.6,3.208
2011-06-30,95.5,75.458,41.0,22.444,28.889,6.444,,4.5,36.903,33.35,27.667,24.45,3.846
2011-07-01,97.0,80.438,46.5,19.25,26.403,7.153,,2.208,47.958,32.35,26.898,24.1,3.867
2011-07-02,97.0,87.792,76.5,10.125,12.611,2.486,,3.625,38.18,27.0,24.86,22.95,2.583
2011-07-03,95.5,75.812,47.5,7.667,9.236,1.569,,3.5,29.528,31.8,26.965,23.2,2.917
2011-07-04,91.0,80.188,66.5,8.163,10.776,2.614,,4.5,47.014,30.0,27.24,25.55,3.667
2011-07-05,93.0,74.5,55.0,10.201,12.739,2.538,,4.217,28.25,31.65,27.054,23.7,3.917
2011-07-06,92.0,67.834,42.5,9.303,11.407,2.104,,1.75,26.931,31.15,26.362,22.5,2.625
2011-07-07,92.5,80.833,67.0,9.542,12.709,3.167,,2.75,21.292,27.95,25.498,23.2,3.542
2011-07-08,88.0,77.98,66.0,11.764,18.875,7.111,,4.083,22.125,29.35,26.965,25.45,6.957
2011-07-09,91.5,74.229,54.0,11.722,22.25,10.528,,5.5,23.125,32.4,27.917,25.15,10.125
2011-07-10,93.5,68.146,39.0,8.319,13.93,5.611,,3.792,15.73,33.4,28.435,24.45,8.917
2011-07-11,94.5,69.771,44.0,10.159,18.643,8.484,,5.75,18.42,33.3,28.523,24.7,8.625
2011-07-12,91.0,70.521,46.0,8.65,15.627,6.977,,3.522,19.583,32.55,28.177,25.15,9.542
2011-07-13,88.0,67.312,43.5,9.419,15.769,6.35,,7.125,18.833,32.3,27.862,24.85,8.792
2011-07-14,87.5,65.688,39.0,10.236,17.0,6.764,,3.958,16.014,32.85,27.969,24.15,7.875
2011-07-15,86.5,63.458,40.0,11.583,16.764,5.181,,4.083,17.68,33.3,28.619,24.6,3.391
2011-07-16,91.0,67.333,41.0,9.778,14.556,4.778,,6.292,21.93,33.8,28.565,24.9,4.417
2011-07-17,90.5,69.375,43.5,6.459,10.167,3.708,,5.208,19.43,34.3,29.175,25.4,4.875
2011-07-18,88.5,74.167,56.5,7.943,13.455,5.511,,6.333,28.361,31.6,28.773,26.4,7.0
2011-07-19,96.5,91.438,82.5,6.291,12.567,6.275,,0.478,23.958,27.4,26.154,24.65,4.917
2011-07-20,95.5,85.292,74.0,7.495,11.417,3.922,,1.542,25.347,28.9,25.26,20.5,4.05
2011-07-21,95.5,79.542,59.0,3.611,4.833,1.222,,0.292,18.528,21.75,19.39,16.7,
2011-07-22,87.5,69.625,50.0,5.083,6.569,1.486,,0.708,15.278,22.95,19.192,15.75,2.0
2011-07-23,88.5,77.416,66.0,5.625,6.847,1.222,,1.0,12.541,23.65,20.798,16.7,1.708
2011-07-24,92.0,74.73,54.5,7.917,10.375,2.458,,1.042,19.597,27.75,24.219,19.25,4.125
2011-07-25,91.5,70.667,46.5,13.304,18.208,4.904,,3.792,26.042,31.2,26.615,22.95,6.625
2011-07-26,89.5,79.98,64.0,11.465,14.647,3.182,,2.304,23.014,27.9,25.906,24.55,6.111
2011-07-27,89.5,79.542,63.5,15.408,21.91,6.503,,3.042,20.861,28.35,26.162,24.65,5.0
2011-07-28,96.5,88.229,69.5,14.917,19.028,4.111,,1.25,36.611,27.95,24.84,23.25,
2011-07-29,97.0,87.0,66.5,19.472,24.431,4.958,,1.292,30.653,27.7,24.94,23.0,
2011-07-30,97.0,87.229,61.5,8.653,9.944,1.292,,0.875,22.417,28.45,24.317,22.1,
2011-07-31,95.0,88.104,74.5,4.139,5.125,0.986,,1.667,23.611,24.6,22.408,21.35,
2011-08-01,93.5,80.521,61.0,7.469,9.238,1.769,,1.583,28.792,26.8,22.9,20.5,0.833
2011-08-02,94.5,78.354,61.0,7.879,10.106,2.228,,1.478,25.084,27.35,23.867,20.35,1.783
2011-08-03,96.5,87.417,71.5,9.179,11.641,2.463,,1.417,21.597,27.7,24.721,22.2,3.435
2011-08-04,97.0,82.708,57.5,5.397,9.18,3.783,,1.125,20.542,30.2,25.917,22.65,1.9
2011-08-05,97.0,83.812,65.5,8.799,13.991,5.192,,1.125,15.528,29.7,26.333,23.35,2.435
2011-08-06,92.5,75.792,52.5,11.833,17.153,5.319,,3.542,20.5,32.8,27.979,24.95,3.625
2011-08-07,94.0,76.562,50.5,9.43,12.431,3.0,,1.917,28.5,33.65,28.179,24.65,3.333
2011-08-08,90.5,71.979,47.5,15.249,18.182,2.933,,3.375,26.945,33.55,28.412,24.15,3.542
2011-08-09,94.5,73.584,45.5,17.502,25.223,7.721,,4.217,29.889,34.7,28.99,24.9,4.792
2011-08-10,93.0,73.771,54.0,14.372,16.701,2.328,,4.875,36.0,34.3,29.45,26.35,4.417
2011-08-11,92.0,71.646,47.5,16.208,19.389,3.181,,4.708,38.583,35.7,29.625,26.0,4.292
2011-08-12,87.5,70.062,46.0,12.306,13.588,1.282,,4.0,37.944,34.35,29.119,25.25,4.478
2011-08-13,93.0,75.958,49.0,7.736,8.819,1.083,,5.375,51.125,33.95,28.548,24.65,3.5
2011-08-14,93.0,74.0,50.5,9.278,10.764,1.486,,4.75,46.209,33.95,29.288,26.15,4.083
2011-08-15,89.0,72.667,51.0,10.079,12.164,2.084,,5.083,33.555,33.25,28.942,25.95,4.25
2011-08-16,93.0,73.833,48.5,13.069,14.903,1.833,,5.043,38.806,34.0,29.006,25.75,4.833
2011-08-17,93.0,71.292,46.5,13.109,14.904,1.795,,4.625,43.347,34.05,29.35,25.45,4.042
2011-08-18,88.5,73.25,56.0,11.0,13.292,2.291,,4.417,45.847,33.35,29.515,26.95,3.583
2011-08-19,96.5,90.77,76.0,9.42,11.203,1.783,,1.917,27.57,28.85,23.692,20.9,3.304
2011-08-20,96.0,86.25,68.5,8.056,8.986,0.931,,1.042,17.236,24.55,22.562,21.1,2.0
2011-08-21,96.5,95.646,92.0,4.611,5.167,0.556,,0.375,12.5,22.05,20.0,19.05,1.792
2011-08-22,97.0,95.834,92.0,8.478,9.696,1.217,,0.391,12.039,21.55,20.369,19.1,7.211
2011-08-23,97.0,82.02,56.0,12.885,17.886,5.001,,4.261,28.763,30.45,25.444,20.85,5.0
2011-08-24,96.0,81.292,60.0,9.417,21.347,11.931,,4.75,20.167,30.85,27.125,23.5,3.458
2011-08-25,96.5,87.479,77.0,9.416,19.82,10.403,,4.75,21.431,28.0,26.631,24.2,3.875
2011-08-26,97.0,85.104,57.5,9.962,14.741,4.78,,2.292,20.722,30.8,25.45,21.95,2.167
2011-08-27,97.0,89.312,75.0,5.542,6.306,0.764,,1.292,17.153,26.25,22.942,21.1,1.792
2011-08-28,96.5,80.312,56.5,4.514,5.028,0.514,,1.292,20.278,28.7,24.288,20.85,2.0
2011-08-29,95.0,83.604,64.5,5.196,5.995,0.8,,1.292,17.722,27.8,24.383,22.2,1.5
2011-08-30,96.5,79.438,53.5,5.154,6.197,1.043,,1.043,17.347,28.55,24.769,21.85,1.087
2011-08-31,97.0,89.354,65.5,7.959,10.861,2.903,,1.083,20.264,29.65,24.815,21.15,1.875
2011-09-01,96.0,85.708,66.0,4.722,8.778,4.056,,0.375,21.319,30.45,27.26,24.85,1.75
2011-09-02,97.0,84.229,66.5,3.355,6.344,2.989,,0.0,24.389,30.6,27.498,25.35,1.417
2011-09-03,90.5,78.834,63.5,2.847,4.583,1.736,,0.083,27.278,29.85,27.477,25.6,1.083
