date,SO2_mean,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,NMHC_mean,PM25_mean,THC_mean,CO_mean
2011-01-01,0.9432666666666667,93.57142857142857,78.02971428571428,58.142857142857146,11.4501,17.0125,5.5625,5.861857142857143,82.42857142857143,19.160714285714285,-29.857142857142858,197.625,20.958,,218.583,5.792
2011-01-02,0.75,94.14285714285714,67.97628571428571,43.714285714285715,5.975099999999999,8.8166,2.8417000000000003,4.145833333333333,92.85714285714286,34.625,-14.285714285714286,188.5,12.083,,200.583,3.417
2011-01-03,0.8216428571428571,58.142857142857146,44.398857142857146,33.285714285714285,2.6922,3.5426,0.8503000000000001,2.9725,74.57142857142857,41.70242857142858,14.428571428571429,184.458,5.458,,189.917,2.25
2011-01-04,1.674,71.28571428571429,56.66657142857143,43.57142857142857,5.8038,7.955299999999999,2.1513999999999998,5.521285714285715,80.85714285714286,31.613,-2.857142857142857,185.083,8.833,,193.917,3.565
2011-01-05,0.8136,60.57142857142857,46.678428571428576,31.142857142857142,4.1953000000000005,5.5927999999999995,1.3976000000000002,4.006142857142857,60.142857142857146,23.839285714285715,-3.7142857142857144,189.524,5.238,,194.762,2.478
2011-01-06,1.0842,76.71428571428571,55.79171428571429,37.714285714285715,9.377199999999998,13.799700000000001,4.4226,4.447857142857143,84.28571428571429,33.470285714285716,-26.285714285714285,191.708,28.75,,220.458,3.542
2011-01-07,0.7063333333333334,67.42857142857143,46.726285714285716,31.285714285714285,3.7298999999999998,4.877000000000001,1.1469,4.585142857142857,64.0,26.5,-16.714285714285715,192.167,4.75,,196.917,2.375
2011-01-08,0.6644666666666666,79.14285714285714,55.892857142857146,33.285714285714285,6.3332999999999995,8.1124,1.7791000000000001,4.35,62.0,13.470285714285714,-30.428571428571427,194.75,7.458,,202.208,2.958
2011-01-09,1.2972000000000001,94.71428571428571,73.16642857142857,44.142857142857146,10.7459,16.1957,5.4501,5.743857142857143,74.14285714285714,18.773714285714284,-20.285714285714285,197.958,13.375,,211.333,4.458
2011-01-10,1.0370666666666666,93.42857142857143,54.750142857142855,32.42857142857143,8.9697,11.767700000000001,2.798,5.226428571428571,90.0,45.53585714285714,1.0,190.75,9.708,,200.458,3.458
2011-01-11,1.1494666666666666,82.28571428571429,63.714285714285715,42.42857142857143,7.745399999999999,10.263,2.5179,5.208285714285714,48.0,20.821428571428573,-10.571428571428571,189.75,8.0,,197.75,3.696
2011-01-12,0.7806666666666666,72.57142857142857,50.20214285714285,37.142857142857146,8.9708,12.2794,3.3083,2.708428571428571,37.285714285714285,-2.720142857142857,-37.142857142857146,189.13,24.783,,213.913,3.75
2011-01-13,2.0738,80.42857142857143,57.226142857142854,28.285714285714285,13.689599999999999,24.746,11.056299999999998,6.113142857142857,101.14285714285714,26.339285714285715,-48.0,189.5,16.583,,206.083,5.917
2011-01-14,1.4088666666666667,64.0,45.19642857142857,30.285714285714285,4.5649999999999995,6.184900000000001,1.6198000000000001,6.271857142857143,48.285714285714285,16.220428571428574,-21.428571428571427,189.667,7.667,,197.333,3.333
2011-01-15,1.4503333333333333,66.0,50.017999999999994,31.0,4.5875,6.2042,1.6167000000000002,6.3072857142857135,66.28571428571429,20.166714285714285,-21.0,190.542,9.833,,200.375,3.917
2011-01-16,0.8162,64.42857142857143,48.70842857142857,34.57142857142857,6.6375,8.3528,1.7151,7.561571428571428,51.42857142857143,22.488142857142858,1.0,188.565,7.783,,196.348,3.727
2011-01-17,0.715,77.5,54.8125,36.0,8.92688888888889,14.351333333333335,5.424555555555555,6.374428571428572,59.833333333333336,17.06233333333333,-21.166666666666668,189.125,12.042,,201.167,3.375
2011-01-18,1.9868,79.42857142857143,59.625142857142855,34.42857142857143,16.7511,27.2742,10.5232,10.324714285714284,83.85714285714286,24.017857142857142,-30.857142857142858,190.0,14.75,,204.75,4.696
2011-01-19,2.4139333333333335,80.57142857142857,62.59499999999999,50.57142857142857,8.7609,12.3936,3.6327,12.92057142857143,73.0,41.887,-12.571428571428571,190.348,11.696,,202.043,3.708
2011-01-20,0.9602,90.0,75.23828571428571,62.142857142857146,3.4454000000000002,4.8727,1.4277000000000002,7.261714285714286,49.0,37.232142857142854,25.0,186.667,7.875,,194.542,2.875
2011-01-21,1.1258666666666668,94.28571428571429,88.13714285714286,77.28571428571429,4.9558,6.3262,1.3703,5.290571428571428,38.57142857142857,29.619,19.857142857142858,185.917,7.875,,193.792,2.792
2011-01-22,0.5527333333333334,96.14285714285714,91.41657142857142,76.71428571428571,6.4582999999999995,9.287600000000001,2.8291,2.604,63.857142857142854,44.70828571428571,18.571428571428573,185.625,14.542,,200.167,4.833
2011-01-23,0.8462,84.57142857142857,68.41671428571429,54.714285714285715,7.1748,9.5917,2.4166,4.857142857142857,74.28571428571429,41.07142857142857,8.714285714285714,185.625,10.208,,195.833,3.667
2011-01-24,0.7401333333333333,74.42857142857143,51.86314285714286,33.0,9.53,14.222800000000001,4.6928,4.966714285714285,40.857142857142854,7.244142857142857,-22.0,186.917,11.917,,198.833,4.125
2011-01-25,1.833,86.57142857142857,72.26185714285714,52.857142857142854,13.4856,21.6502,8.1647,7.994,41.57142857142857,-3.9462857142857146,-33.57142857142857,189.417,19.458,,208.875,5.87
2011-01-26,0.9909333333333333,85.85714285714286,53.86314285714286,35.0,7.170699999999999,9.6415,2.4707,5.303571428571429,27.714285714285715,-7.244142857142857,-37.285714285714285,190.565,11.087,,201.652,3.375
2011-01-27,1.9802,77.28571428571429,57.119142857142855,33.714285714285715,10.328700000000001,16.278299999999998,5.9494,9.339285714285714,41.42857142857143,-7.071571428571429,-56.0,193.875,33.083,,226.958,5.042
