date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CO_mean
2011-01-01,16.229,18.812,2.584,,2.542,16.833,6.333
2011-01-02,6.666,7.438,0.771,,2.417,10.708,5.375
2011-01-03,12.562,14.438,1.875,,3.167,21.5,5.958
2011-01-04,9.736,11.428,1.691,,4.261,23.27,5.043
2011-01-05,23.208,31.5,8.292,,1.625,11.77,5.542
2011-01-06,25.75,36.66,10.909,,1.818,15.979,5.182
2011-01-07,15.313,20.47,5.156,,0.958,9.0,4.167
2011-01-08,18.083,24.104,6.021,,1.5,12.125,5.208
2011-01-09,23.458,33.334,9.875,,2.917,22.0,6.292
2011-01-10,31.166,63.666,32.5,,3.708,36.083,8.292
2011-01-11,16.408,22.186,5.778,,3.0,24.416,4.913
2011-01-12,22.678,40.184,17.506,,1.583,9.812,4.833
2011-01-13,24.521,46.875,22.354,,3.818,22.583,6.167
2011-01-14,20.682,26.916,6.234,,5.667,42.729,6.917
2011-01-15,17.0,21.458,4.458,,1.667,15.979,5.708
2011-01-16,17.396,25.98,8.584,,1.042,15.334,4.75
2011-01-17,27.068,47.557,20.488,,1.417,17.935,7.0
2011-01-18,37.962,82.838,44.875,,2.435,22.584,8.615
2011-01-19,34.582,83.941,49.36,,2.182,19.654,7.0
2011-01-20,21.292,30.625,9.334,,1.25,9.574,4.739
2011-01-21,24.81,35.66,10.85,,1.333,12.976,5.261
2011-01-22,22.583,32.646,10.062,,2.292,13.646,5.826
2011-01-23,16.792,24.354,7.562,,1.708,9.75,4.391
2011-01-24,12.625,17.52,4.896,,1.5,7.708,3.87
2011-01-25,18.508,26.93,8.421,,2.826,19.188,4.87
2011-01-26,16.75,22.729,5.98,,2.292,10.021,4.261
2011-01-27,26.095,35.604,9.509,,4.0,27.341,5.565
2011-01-28,20.958,26.676,5.718,,3.208,25.27,5.417
2011-01-29,10.792,13.333,2.542,,1.167,7.854,4.083
2011-01-30,21.812,34.062,12.25,,1.542,8.688,5.0
2011-01-31,28.75,54.896,26.146,,2.5,13.604,6.208
2011-02-01,19.248,27.416,8.168,,4.261,21.666,5.208
2011-02-02,12.866,17.333,4.467,,1.5,9.25,4.042
2011-02-03,20.046,29.568,9.523,,2.227,11.852,4.87
2011-02-04,18.593,23.872,5.279,,4.583,22.521,5.739
2011-02-05,20.354,23.292,2.938,,5.833,38.375,6.167
2011-02-06,35.354,60.479,25.125,,4.958,39.167,7.458
2011-02-07,24.229,40.854,16.625,,2.958,20.125,6.417
2011-02-08,11.405,15.954,4.55,,1.714,11.734,3.75
2011-02-09,18.396,27.354,8.958,,1.625,14.084,4.458
2011-02-10,24.125,36.521,12.396,,2.417,13.562,4.833
2011-02-11,16.32,21.102,4.782,,1.667,11.479,4.739
2011-02-12,16.938,20.708,3.771,,1.875,14.916,5.042
2011-02-13,33.792,57.521,23.729,,2.542,19.188,6.208
2011-02-14,32.583,67.625,35.042,,2.292,24.166,6.792
2011-02-15,23.96,54.916,30.956,,1.619,18.567,6.727
2011-02-16,23.333,39.875,16.542,,1.958,15.5,5.125
2011-02-17,16.521,24.75,8.23,,2.25,14.666,4.708
2011-02-18,18.316,25.042,6.726,,1.125,8.458,4.913
2011-02-19,21.354,27.542,6.188,,1.792,12.125,5.542
2011-02-20,29.979,54.438,24.458,,2.917,14.73,5.875
2011-02-21,44.679,96.634,51.954,,8.318,34.033,9.417
2011-02-22,38.312,54.086,15.774,,3.348,29.604,6.458
2011-02-23,29.666,52.0,22.334,,3.042,22.938,6.792
2011-02-24,27.854,41.312,13.458,,2.542,33.084,6.167
2011-02-25,25.617,33.752,8.136,,2.0,31.208,5.87
2011-02-26,7.458,8.604,1.146,,1.125,11.708,3.583
2011-02-27,19.94,30.903,10.964,,0.955,11.688,4.478
2011-02-28,33.336,50.3,16.964,,2.042,12.375,5.375
2011-03-01,45.125,88.77,43.646,,4.917,25.292,6.333
2011-03-02,32.021,66.083,34.062,,5.583,24.708,6.0
2011-03-03,13.562,16.229,2.667,,1.542,18.417,4.522
2011-03-04,19.25,23.375,4.125,,2.083,19.604,4.792
2011-03-05,28.381,48.122,19.741,,2.955,13.104,5.208
2011-03-06,30.415,63.706,33.292,,5.167,22.25,6.958
2011-03-07,28.782,42.39,13.608,,4.913,33.334,6.5
2011-03-08,25.896,33.229,7.334,,3.583,30.334,7.0
2011-03-09,22.581,28.794,6.212,,1.5,22.52,6.042
2011-03-10,11.479,13.375,1.896,,1.0,15.396,4.348
2011-03-11,12.479,14.208,1.729,,2.083,18.354,4.542
2011-03-12,16.225,20.302,4.077,,1.409,13.753,4.304
2011-03-13,27.688,40.188,12.5,,2.125,16.0,5.417
2011-03-14,35.312,57.532,22.22,,3.304,15.333,6.208
2011-03-15,27.708,39.874,12.166,,2.792,23.646,5.542
2011-03-16,39.333,53.77,14.438,,4.75,16.938,5.792
2011-03-17,33.542,43.354,9.812,,3.958,28.292,6.0
2011-03-18,34.042,52.958,18.916,,7.167,40.292,8.333
2011-03-19,16.021,20.354,4.334,,1.25,7.865,3.875
2011-03-20,22.979,27.938,4.958,,2.375,12.979,4.375
2011-03-21,29.778,46.1,16.323,,2.783,18.584,5.167
2011-03-22,47.084,81.895,34.81,,6.875,31.312,7.25
2011-03-23,34.355,46.108,11.752,,3.217,18.589,5.292
2011-03-24,17.396,20.458,3.062,,3.875,22.833,6.087
2011-03-25,9.27,10.25,0.979,,2.0,15.542,4.458
2011-03-26,19.56,24.778,5.218,,1.773,14.834,4.682
2011-03-27,31.064,39.873,8.809,,3.875,23.708,4.958
2011-03-28,33.25,47.0,13.75,,3.652,33.75,5.833
2011-03-29,29.848,39.68,9.832,,3.125,22.104,5.0
2011-03-30,28.362,39.073,10.711,,5.833,20.208,4.75
2011-03-31,16.105,19.27,3.167,,2.125,15.666,4.087
2011-04-01,37.948,48.673,10.725,,5.083,34.312,5.625
2011-04-02,27.911,33.625,5.714,,5.542,40.896,5.458
2011-04-03,7.193,7.985,0.792,,1.174,12.646,3.167
2011-04-04,20.983,29.657,8.674,,1.292,12.166,4.208
2011-04-05,31.022,40.087,9.065,,3.0,19.271,4.625
2011-04-06,39.598,55.61,16.012,,4.727,22.409,4.913
2011-04-07,32.562,44.916,12.354,,6.125,20.875,4.125
2011-04-08,21.77,26.667,4.896,,3.458,23.854,3.167
2011-04-09,23.229,33.125,9.896,,4.083,19.77,4.292
2011-04-10,29.936,32.848,2.912,,4.217,34.666,5.583
2011-04-11,29.5,37.77,8.271,,5.292,30.854,5.208
2011-04-12,33.586,46.59,13.004,,2.583,30.375,4.667
2011-04-13,37.413,51.26,13.848,,4.957,32.909,5.364
2011-04-14,33.438,44.042,10.605,,7.542,42.208,5.5
2011-04-15,38.208,50.312,12.104,,9.083,45.208,4.917
2011-04-16,19.417,26.104,6.688,,5.792,38.167,4.833
2011-04-17,24.115,27.734,3.619,,,18.542,4.333
2011-04-18,34.27,48.208,13.938,,,29.604,5.042
2011-04-19,19.168,24.289,5.122,,,15.0,4.375
2011-04-20,16.375,21.416,5.042,,,9.666,3.696
2011-04-21,33.375,49.604,16.229,,,19.812,4.667
2011-04-22,42.804,62.827,20.022,,3.545,29.271,5.75
2011-04-23,19.938,23.354,3.417,,1.917,18.75,4.333
2011-04-24,21.895,25.022,3.128,,2.696,24.48,5.042
2011-04-25,33.312,45.917,12.604,,4.083,28.604,5.083
2011-04-26,29.256,39.26,10.004,,3.409,34.066,4.609
2011-04-27,17.458,21.458,4.0,,2.417,37.354,3.739
2011-04-28,24.98,31.667,6.688,,3.25,25.562,5.167
2011-04-29,23.271,28.958,5.688,,3.542,18.916,5.25
2011-04-30,18.958,22.604,3.646,,3.417,26.938,4.417
2011-05-01,19.348,22.926,3.578,,3.348,35.583,3.792
2011-05-02,28.104,37.771,9.666,,3.292,94.979,5.958
2011-05-03,32.522,40.34,7.818,,5.458,145.458,5.875
2011-05-04,18.792,21.917,3.125,,4.875,95.75,5.913
2011-05-05,22.125,24.104,1.979,,3.542,24.875,4.208
2011-05-06,26.208,33.896,7.688,,3.167,38.896,4.75
2011-05-07,18.938,21.48,2.542,,2.75,19.042,3.875
2011-05-08,21.299,25.456,4.158,,4.043,31.062,4.0
2011-05-09,31.542,40.688,9.146,,3.792,42.584,4.333
2011-05-10,21.516,41.454,19.938,,3.542,39.479,3.25
2011-05-11,16.161,40.866,24.706,,2.783,18.068,3.227
2011-05-12,29.049,50.097,21.048,,2.625,16.625,4.542
2011-05-13,23.458,28.896,5.438,,4.0,45.062,4.583
2011-05-14,26.812,30.521,3.708,,4.708,36.208,4.917
2011-05-15,22.142,25.153,3.011,,4.522,33.562,4.458
2011-05-16,24.792,28.667,3.875,,4.917,38.812,4.125
2011-05-17,30.913,41.696,10.782,,5.409,41.042,4.583
2011-05-18,39.158,55.758,16.6,,7.333,34.52,5.565
2011-05-19,28.604,35.02,6.416,,5.917,34.25,4.667
2011-05-20,23.5,29.021,5.52,,5.333,28.646,3.708
2011-05-21,19.771,27.02,7.25,,4.333,21.625,3.333
2011-05-22,11.292,13.104,1.812,,3.087,17.104,2.958
2011-05-23,18.23,23.479,5.25,,2.043,11.438,3.333
2011-05-24,28.09,35.977,7.886,,3.227,9.61,4.174
2011-05-25,29.327,40.224,10.896,,5.5,17.938,4.174
2011-05-26,35.354,46.27,10.917,,6.042,26.146,4.375
2011-05-27,24.354,29.375,5.021,,2.792,13.146,4.208
2011-05-28,29.938,44.188,14.25,,3.083,14.104,4.75
2011-05-29,10.062,16.708,6.646,,2.609,6.125,3.417
2011-05-30,11.292,13.166,1.875,,2.667,6.688,3.0
2011-05-31,20.466,27.392,6.924,,3.542,9.042,3.625
2011-06-01,29.184,41.991,12.807,,4.042,15.375,4.739
2011-06-02,24.875,36.271,11.395,,4.417,21.334,4.875
2011-06-03,32.252,56.538,24.286,,6.409,38.866,4.792
2011-06-04,20.646,28.396,7.75,,6.417,37.604,3.833
2011-06-05,21.666,25.042,3.375,,5.043,26.208,3.375
2011-06-06,30.485,44.774,14.288,,7.25,41.568,5.238
2011-06-07,31.218,40.913,9.696,,7.136,36.322,6.125
2011-06-08,25.874,30.362,4.487,,7.083,16.958,3.913
2011-06-09,25.375,33.333,7.958,,7.833,21.062,3.375
2011-06-10,30.813,51.378,20.565,,8.417,32.5,4.0
2011-06-11,22.708,28.333,5.625,,5.667,20.834,4.375
2011-06-12,27.48,32.98,5.5,,6.826,39.166,5.583
2011-06-13,29.373,38.058,8.685,,7.792,28.5,4.833
2011-06-14,26.854,37.125,10.27,,6.667,34.208,4.833
2011-06-15,37.625,60.7,23.075,,7.762,22.666,5.261
2011-06-16,26.698,34.875,8.177,,6.042,26.25,4.417
2011-06-17,27.48,35.0,7.521,,6.625,15.812,4.625
2011-06-18,32.875,41.77,8.896,,6.625,30.084,5.667
2011-06-19,25.52,34.396,8.875,,7.478,21.729,5.125
2011-06-20,26.583,44.23,17.646,,6.042,17.75,4.167
2011-06-21,17.86,37.335,19.475,,6.625,17.375,3.174
2011-06-22,15.214,32.706,17.492,,7.409,27.595,3.304
2011-06-23,9.792,34.833,25.042,,5.917,30.292,3.542
2011-06-24,8.896,29.625,20.729,,5.375,32.188,3.375
2011-06-25,8.5,25.229,16.73,,5.458,27.625,3.667
2011-06-26,8.375,19.354,10.979,,5.739,19.542,2.708
2011-06-27,6.292,21.604,15.312,,5.208,25.229,2.5
2011-06-28,9.524,31.51,21.984,,4.333,24.584,3.292
2011-06-29,23.804,53.608,29.804,,6.25,28.763,3.391
2011-06-30,29.438,52.416,22.98,,8.208,32.146,3.667
2011-07-01,22.979,42.0,19.021,,8.167,23.878,3.542
2011-07-02,22.5,31.584,9.084,,5.875,25.666,4.458
2011-07-03,20.416,24.73,4.312,,6.696,43.042,4.708
2011-07-04,16.438,28.938,12.5,,4.333,39.646,3.25
2011-07-05,28.227,38.454,10.228,,5.864,33.199,4.913
2011-07-06,25.74,36.565,10.826,,5.304,42.604,4.174
2011-07-07,15.625,33.146,17.521,,4.125,37.146,2.542
2011-07-08,10.646,27.188,16.542,,3.25,37.416,3.083
2011-07-09,9.104,19.896,10.792,,3.826,22.416,2.667
2011-07-10,9.0,15.896,6.896,,4.125,15.667,2.167
2011-07-11,14.242,28.632,14.39,,4.7,19.812,2.417
2011-07-12,14.688,41.646,26.958,,5.75,17.521,2.583
2011-07-13,16.74,35.022,18.282,,4.87,20.208,4.043
2011-07-14,14.458,27.375,12.917,,5.083,18.062,3.125
2011-07-15,23.438,39.52,16.083,,5.292,26.708,2.875
2011-07-16,18.5,26.104,7.604,,6.167,26.438,3.25
2011-07-17,19.396,22.604,3.208,,4.958,25.562,3.875
2011-07-18,8.667,14.812,6.146,,2.833,18.729,2.667
2011-07-19,8.792,14.542,5.75,,1.955,9.646,1.833
2011-07-20,8.108,11.24,3.13,,1.6,12.958,2.87
2011-07-21,22.624,33.036,10.413,,4.125,16.771,4.087
2011-07-22,18.68,27.064,8.384,,3.905,23.042,3.292
2011-07-23,22.458,26.438,3.979,,5.875,39.646,2.917
2011-07-24,17.271,20.396,3.125,,4.708,31.312,3.458
2011-07-25,15.979,24.334,8.354,,3.739,26.604,3.25
2011-07-26,18.584,29.166,10.584,,3.917,25.125,3.125
2011-07-27,12.696,27.174,14.478,,4.217,26.958,2.957
2011-07-28,18.216,40.036,21.82,,6.773,29.354,3.083
2011-07-29,31.25,53.083,21.834,,9.0,36.062,4.5
2011-07-30,22.979,34.5,11.521,,6.875,33.25,4.583
2011-07-31,14.833,16.375,1.542,,4.083,32.666,4.25
2011-08-01,21.125,27.646,6.521,,4.292,32.77,4.167
2011-08-02,20.566,29.532,8.967,,4.3,27.492,3.917
2011-08-03,23.429,42.429,19.0,,4.696,19.718,3.591
2011-08-04,29.542,52.333,22.792,,6.292,20.792,3.542
2011-08-05,17.25,34.333,17.083,,4.25,15.875,3.0
2011-08-06,14.917,34.0,19.083,,4.875,20.458,3.667
2011-08-07,13.292,23.917,10.625,,5.375,18.375,3.125
2011-08-08,15.958,36.542,20.583,,4.833,19.604,2.417
2011-08-09,24.634,36.042,11.408,,7.364,35.812,3.375
2011-08-10,22.848,34.305,11.457,,7.391,43.333,3.917
2011-08-11,26.334,38.771,12.438,,6.5,30.958,4.167
2011-08-12,27.562,38.521,10.958,,7.417,38.083,4.25
2011-08-13,18.519,23.898,5.38,,6.042,39.021,4.375
2011-08-14,8.562,10.604,2.042,,4.958,46.125,3.042
2011-08-15,11.087,13.848,2.761,,4.773,34.61,3.826
2011-08-16,14.398,18.024,3.627,,5.375,33.792,3.667
2011-08-17,15.014,21.996,6.982,,5.217,44.75,2.957
2011-08-18,17.146,27.146,10.0,,5.292,54.062,3.0
2011-08-19,15.414,20.104,4.69,,3.917,18.688,3.833
2011-08-20,16.438,18.229,1.792,,3.333,17.854,3.833
2011-08-21,17.271,21.208,3.938,,3.565,23.938,5.083
2011-08-22,24.842,33.274,8.432,,4.875,17.084,4.25
2011-08-23,15.854,24.292,8.438,,5.0,28.688,2.917
2011-08-24,13.462,27.292,13.83,,5.217,22.833,3.391
2011-08-25,13.399,31.95,18.551,,5.909,18.48,3.25
2011-08-26,16.938,34.166,17.229,,6.75,20.75,4.083
2011-08-27,21.244,28.104,6.86,,5.522,21.666,3.875
2011-08-28,18.0,20.45,2.451,,5.583,30.062,3.958
2011-08-29,22.479,30.667,8.188,,5.958,35.562,3.833
2011-08-30,26.604,33.792,7.188,,5.833,26.27,4.25
2011-08-31,14.896,20.386,5.49,,4.391,18.354,3.609
2011-09-01,11.354,23.021,11.667,,3.583,18.958,3.333
2011-09-02,6.312,10.825,4.513,,3.143,17.296,2.217
2011-09-03,5.417,5.625,0.208,,3.636,12.584,2.625
2011-09-04,12.043,12.478,0.435,,4.261,13.021,3.333
2011-09-05,6.857,7.214,0.357,,3.65,11.354,3.167
2011-09-06,29.783,44.826,15.043,,3.783,14.646,3.958
2011-09-07,35.0,54.542,19.542,,6.0,19.771,5.261
2011-09-08,37.542,56.875,19.333,,5.87,26.916,5.083
2011-09-09,18.804,27.718,8.913,,4.652,30.334,3.75
2011-09-10,13.479,22.771,9.292,,4.739,27.354,4.5
2011-09-11,9.0,14.312,5.312,,5.227,18.042,2.833
2011-09-12,18.022,30.239,12.218,,5.292,20.646,3.25
2011-09-13,17.812,24.771,6.958,,5.708,24.77,2.958
2011-09-14,19.75,27.771,8.02,,7.0,25.125,3.783
2011-09-15,22.87,39.392,16.522,,5.625,21.688,3.875
2011-09-16,15.341,28.727,13.386,,4.143,15.855,3.609
2011-09-17,11.208,22.312,11.105,,4.125,16.938,3.708
2011-09-18,9.24,17.0,7.761,,4.391,19.396,3.708
2011-09-19,9.396,14.875,5.479,,4.682,14.275,2.833
