date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CO_mean,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min
2014-12-26,27.584,74.25,46.667,0.292,8.229,,85.0,63.75,39.0,8.1,4.421,0.8
2014-12-27,26.562,61.166,34.604,0.25,7.604,,68.0,50.833,32.0,9.0,4.45,0.7
2014-12-28,22.033,39.678,17.644,1.833,24.834,,94.0,65.958,40.0,8.7,4.308,-0.5
2014-12-29,21.367,41.867,20.5,0.913,14.292,,99.0,84.75,55.0,11.7,7.346,5.0
2014-12-30,24.312,42.208,17.896,1.875,37.542,,95.0,74.875,50.0,11.0,7.138,3.7
2014-12-31,15.875,23.416,7.542,1.458,35.646,,96.0,72.917,37.0,11.8,7.342,4.1
2015-01-01,12.438,16.979,4.542,0.292,11.625,,89.0,61.125,31.0,11.2,6.338,1.7
2015-01-02,17.396,25.146,7.75,0.792,20.146,,78.0,62.875,48.0,12.3,7.138,1.7
2015-01-03,18.666,29.062,10.396,1.292,31.083,,86.0,71.25,49.0,15.4,9.175,4.2
2015-01-04,21.915,35.174,13.259,1.455,36.112,,87.0,68.25,54.0,15.7,10.433,5.0
2015-01-05,30.146,55.958,25.812,1.458,36.416,,83.0,64.083,42.0,14.4,9.879,5.6
2015-01-06,31.958,74.667,42.708,2.25,21.146,,83.0,66.292,48.0,13.0,9.658,6.2
2015-01-07,23.188,46.188,23.0,1.208,11.27,,74.0,62.5,39.0,12.3,9.283,7.1
2015-01-08,29.958,69.334,39.375,1.25,17.688,,87.0,65.083,41.0,11.7,7.942,4.0
2015-01-09,24.479,45.854,21.375,0.75,9.729,,76.0,61.375,46.0,10.8,7.4,4.1
2015-01-10,17.208,32.417,15.208,0.458,11.688,,85.0,65.958,41.0,11.2,6.888,2.2
2015-01-11,22.115,40.258,18.142,1.043,13.438,,90.0,67.083,46.0,12.0,7.904,3.5
2015-01-12,26.729,62.729,36.0,0.917,10.708,,79.0,58.583,32.0,10.1,7.279,3.7
2015-01-13,33.75,76.625,42.875,0.958,11.812,,75.0,56.0,38.0,10.1,6.046,1.5
2015-01-14,30.5,69.021,38.521,0.75,11.834,,77.0,56.458,40.0,10.0,6.242,2.7
2015-01-15,25.688,53.896,28.208,0.917,9.438,,72.0,59.042,43.0,9.7,6.529,4.7
2015-01-16,24.625,49.292,24.667,1.292,10.792,,75.0,59.375,35.0,10.0,6.133,2.4
2015-01-17,19.667,28.875,9.208,1.292,17.479,,92.0,59.417,33.0,10.1,5.804,0.8
2015-01-18,23.718,54.718,31.0,0.87,12.125,,99.0,87.208,68.0,11.2,7.621,4.9
2015-01-19,18.396,42.73,24.334,0.917,6.604,,81.0,45.583,31.0,6.3,3.642,1.0
2015-01-20,24.229,53.958,29.729,0.708,5.834,,98.0,79.0,51.0,7.0,3.012,-0.5
2015-01-21,30.833,89.458,58.625,0.625,10.896,,90.0,65.875,38.0,7.9,3.871,-0.7
2015-01-22,26.77,64.211,37.441,0.364,7.292,,72.0,52.042,31.0,10.1,4.725,1.9
2015-01-23,27.458,46.012,18.554,1.0,13.429,,84.0,63.583,46.0,4.5,2.575,0.2
2015-01-24,8.375,13.125,4.75,1.125,8.146,,76.0,40.875,19.0,2.7,0.842,-1.7
2015-01-25,22.522,45.304,22.782,1.174,9.896,,90.0,71.625,54.0,3.9,0.779,-4.0
2015-01-26,34.083,80.834,46.75,0.792,19.812,,86.0,62.375,40.0,7.8,4.242,-0.7
2015-01-27,35.562,88.375,52.812,1.5,25.584,,75.0,60.375,42.0,11.3,6.346,2.6
2015-01-28,35.916,76.646,40.73,2.333,30.062,,80.0,60.5,43.0,13.2,7.779,1.2
2015-01-29,34.75,81.188,46.438,1.542,23.875,,99.0,93.083,65.0,8.7,7.704,6.2
2015-01-30,22.062,43.02,20.958,1.0,6.896,,99.0,72.833,45.0,10.9,8.638,6.8
2015-01-31,16.042,24.166,8.125,1.5,11.354,,72.0,52.667,33.0,12.1,8.096,3.7
2015-02-01,33.37,77.761,44.392,1.696,20.271,,75.0,68.417,55.0,8.8,7.421,5.8
2015-02-02,22.11,46.805,24.696,0.043,3.008,,55.0,42.708,29.0,11.5,6.704,3.8
2015-02-03,28.625,61.062,32.438,0.167,5.062,,57.0,43.458,26.0,10.3,5.396,1.5
2015-02-04,33.25,68.75,35.5,0.5,12.458,,69.0,52.542,37.0,10.8,5.892,0.0
2015-02-05,33.375,75.25,41.875,0.375,15.938,,78.0,58.667,40.0,11.4,7.483,3.8
2015-02-06,26.021,52.098,26.078,0.208,13.944,,82.0,61.625,40.0,10.1,6.05,2.5
2015-02-07,12.375,18.375,6.0,0.0,3.771,,74.0,45.583,22.0,8.5,4.771,1.9
2015-02-08,30.848,61.196,30.348,2.087,14.895,,68.0,47.417,27.0,11.1,4.871,-1.3
2015-02-09,33.617,71.124,37.508,1.0,20.0,,98.0,81.125,63.0,8.1,4.175,2.0
2015-02-10,24.77,52.833,28.062,0.667,9.688,,98.0,60.583,37.0,7.9,4.504,1.3
2015-02-11,28.625,51.188,22.562,1.0,13.896,,70.0,50.0,23.0,12.8,6.479,0.1
2015-02-12,39.083,94.812,55.729,2.25,34.562,,76.0,63.958,52.0,10.8,8.137,4.0
2015-02-13,29.52,79.042,49.52,0.833,34.438,,99.0,86.292,73.0,12.5,10.871,8.7
2015-02-14,16.917,31.104,14.188,0.542,10.125,,99.0,83.292,60.0,20.8,14.533,11.4
2015-02-15,19.022,39.544,20.522,0.478,5.48,,82.0,57.583,36.0,10.7,7.908,2.4
2015-02-16,30.688,66.438,35.75,0.75,11.146,,75.0,57.042,36.0,7.5,4.304,1.5
2015-02-17,29.562,70.188,40.625,0.708,12.688,,78.0,65.0,46.0,8.1,4.579,1.3
2015-02-18,34.424,78.445,44.02,0.913,13.092,,79.0,54.125,29.0,11.3,5.742,-0.5
2015-02-19,33.875,73.062,39.188,1.792,21.25,,69.0,50.417,34.0,14.8,9.138,2.4
2015-02-20,29.896,52.688,22.792,0.75,21.85,,99.0,82.583,58.0,9.5,8.042,6.8
2015-02-21,7.834,11.938,4.104,0.5,7.5,,95.0,56.417,33.0,10.0,8.15,4.9
2015-02-22,29.304,60.761,31.456,1.217,12.542,,62.0,50.417,39.0,11.5,7.733,3.9
2015-02-23,26.042,62.666,36.625,1.083,14.229,,81.0,56.958,30.0,14.5,9.962,5.8
2015-02-24,19.104,37.75,18.646,0.958,11.438,,66.0,43.625,30.0,9.8,6.421,2.5
2015-02-25,25.062,56.166,31.104,0.792,5.625,,82.0,50.333,21.0,10.0,5.175,1.0
2015-02-26,30.292,61.438,31.146,1.25,18.208,,84.0,66.458,41.0,8.8,4.925,1.5
2015-02-27,29.166,50.458,21.292,1.583,36.812,,91.0,66.792,33.0,12.9,6.933,0.7
2015-02-28,17.27,22.5,5.23,2.125,44.916,,95.0,59.042,24.0,16.2,10.079,3.4
2015-03-01,21.083,41.854,20.77,0.292,7.188,,90.0,56.875,37.0,6.1,3.179,0.0
2015-03-02,27.294,51.415,24.122,0.87,13.69,,80.0,58.75,41.0,9.8,5.708,1.7
2015-03-03,34.292,72.625,38.334,1.125,24.521,,76.0,59.625,42.0,14.5,8.183,1.6
2015-03-04,37.812,68.812,31.0,2.167,34.208,,76.0,53.292,34.0,18.6,11.583,3.9
2015-03-05,26.446,39.708,13.262,2.333,39.646,,78.0,58.792,45.0,18.4,13.446,9.2
2015-03-06,13.25,16.834,3.584,0.833,27.688,,99.0,76.083,57.0,21.1,15.854,11.8
2015-03-07,32.673,68.044,35.37,0.739,23.917,,99.0,89.875,69.0,20.0,16.425,14.3
2015-03-08,23.166,64.604,41.438,0.75,32.688,,99.0,70.917,45.0,21.7,16.3,12.3
2015-03-09,28.438,59.084,30.646,0.625,23.98,,99.0,81.458,57.0,13.5,11.208,7.0
2015-03-10,23.062,48.938,25.875,0.583,8.958,,83.0,59.375,39.0,11.5,8.329,5.6
2015-03-11,24.166,51.334,27.166,0.5,9.667,,73.0,46.583,25.0,13.5,8.404,5.0
2015-03-12,21.646,37.188,15.542,1.208,7.521,,67.0,46.833,25.0,12.6,7.438,1.7
2015-03-13,15.0,19.834,4.834,1.167,12.27,,97.0,57.917,31.0,13.8,8.542,2.7
2015-03-14,25.261,53.892,28.63,0.522,15.292,,99.0,85.333,52.0,8.6,7.254,6.3
2015-03-15,26.917,50.729,23.812,1.0,14.77,,69.0,47.292,29.0,13.0,8.558,4.8
2015-03-16,39.392,89.696,50.304,2.391,20.229,,76.0,56.917,40.0,14.4,8.912,2.4
2015-03-17,30.666,62.979,32.312,2.583,21.542,,81.0,51.333,16.0,22.5,13.858,5.6
2015-03-18,27.125,53.896,26.771,1.333,21.292,,99.0,67.292,43.0,20.7,14.658,8.3
2015-03-19,10.692,15.4,4.708,0.583,10.788,,99.0,79.25,54.0,21.8,16.062,12.9
2015-03-20,6.5,9.188,2.688,0.458,25.562,,70.0,48.625,35.0,15.4,11.988,9.1
2015-03-21,10.76,18.456,7.696,0.391,6.729,,60.0,42.708,27.0,15.4,9.962,6.4
2015-03-22,30.226,56.68,26.454,1.435,9.916,,71.0,44.042,19.0,17.8,11.142,3.4
2015-03-23,30.75,60.354,29.604,2.25,26.916,,70.0,51.708,30.0,18.9,12.633,7.0
2015-03-24,19.271,35.938,16.666,0.75,12.375,,69.0,42.625,23.0,13.8,9.933,5.8
2015-03-25,19.542,40.146,20.604,0.792,4.834,,63.0,48.417,28.0,12.6,7.779,4.4
2015-03-26,20.666,40.084,19.417,0.833,6.52,,67.0,47.417,17.0,15.4,9.004,3.5
2015-03-27,17.208,24.312,7.104,2.458,14.938,,74.0,49.042,20.0,18.0,11.421,4.1
2015-03-28,24.978,45.891,20.913,1.652,15.146,,87.0,55.083,35.0,17.3,12.738,9.1
2015-03-29,27.668,50.758,23.09,1.917,21.188,,81.0,48.75,18.0,19.5,13.654,6.5
2015-03-30,36.292,62.208,25.916,2.75,34.5,,75.0,48.25,34.0,20.8,15.871,10.0
2015-03-31,31.042,50.938,19.896,1.917,28.271,,75.0,44.0,20.0,22.1,16.442,9.4
2015-04-01,35.271,66.938,31.667,1.042,47.834,,99.0,91.458,73.0,16.0,14.242,12.2
2015-04-02,28.062,50.354,22.292,1.0,17.896,,91.0,73.708,64.0,16.8,13.442,8.9
2015-04-03,34.016,76.7,42.684,0.667,28.138,,99.0,94.792,75.0,15.7,14.167,12.3
2015-04-04,22.188,44.083,21.896,1.167,18.208,,99.0,84.542,62.0,24.6,17.829,14.6
2015-04-05,16.038,23.547,7.51,0.125,12.938,,99.0,98.833,96.0,14.8,14.171,13.2
2015-04-06,29.02,67.434,38.414,0.609,13.458,,99.0,92.875,76.0,19.5,16.058,12.9
2015-04-07,23.958,45.104,21.146,0.667,11.812,,93.0,76.583,67.0,12.9,11.088,9.0
2015-04-08,22.875,46.896,24.021,0.333,12.25,,94.0,72.0,54.0,13.1,9.283,6.6
2015-04-09,26.322,51.403,25.082,1.217,21.098,,73.0,65.042,52.0,15.3,11.858,8.3
2015-04-10,37.042,72.834,35.792,1.333,44.208,,99.0,84.583,68.0,13.2,11.867,11.2
2015-04-11,20.771,39.688,18.916,0.25,21.312,,99.0,74.0,41.0,20.5,14.558,10.9
2015-04-12,14.64,19.764,5.123,1.792,14.75,,77.0,61.875,47.0,19.5,14.942,10.7
2015-04-13,29.534,56.43,26.896,1.217,25.354,,99.0,92.917,72.0,14.4,13.433,12.6
2015-04-14,32.167,69.896,37.729,0.417,25.104,,99.0,98.875,97.0,15.8,14.729,13.5
2015-04-15,30.854,54.917,24.062,0.792,23.146,,99.0,77.458,43.0,17.3,13.933,10.8
2015-04-16,33.042,59.625,26.584,2.083,41.375,,93.0,65.417,44.0,20.5,15.433,9.2
2015-04-17,25.448,42.909,17.46,0.417,38.512,,99.0,57.792,32.0,18.4,14.412,10.9
2015-04-18,25.292,41.334,16.042,1.708,33.125,,74.0,42.917,19.0,21.7,14.638,6.6
2015-04-19,18.252,26.51,8.258,2.042,33.167,,89.0,73.083,56.0,16.6,14.133,11.3
2015-04-20,13.502,23.602,10.1,0.091,29.166,,99.0,96.708,91.0,21.1,18.025,14.9
2015-04-21,19.48,33.958,14.479,0.375,6.438,,92.0,65.5,46.0,19.8,15.596,12.6
2015-04-22,32.292,62.125,29.834,2.083,23.23,,88.0,67.208,41.0,22.3,17.875,13.4
2015-04-23,29.875,52.938,23.062,1.5,28.25,,92.0,51.75,19.0,25.9,20.025,14.4
2015-04-24,32.584,49.854,17.27,2.292,32.875,,76.0,56.542,41.0,24.6,19.771,14.0
2015-04-25,25.166,37.792,12.625,1.333,31.125,,76.0,36.583,15.0,25.2,19.362,13.6
2015-04-26,16.231,20.706,4.476,1.667,35.396,,81.0,55.5,36.0,24.9,18.642,12.3
2015-04-27,27.74,43.504,15.764,2.0,45.125,,84.0,60.458,32.0,28.9,21.429,14.2
2015-04-28,30.292,47.771,17.479,2.667,50.583,,83.0,64.625,49.0,26.8,21.442,16.2
2015-04-29,16.48,23.979,7.5,1.125,20.916,,79.0,64.542,50.0,23.5,20.9,18.1
2015-04-30,26.621,41.229,14.608,2.0,21.583,,86.0,64.208,39.0,25.9,21.033,16.4
2015-05-01,28.042,44.479,16.438,2.0,20.416,,88.0,62.0,37.0,27.7,22.004,16.4
2015-05-02,21.571,32.74,11.169,1.833,19.744,,84.0,57.083,29.0,29.4,22.771,16.5
2015-05-03,8.987,11.506,2.518,1.625,15.416,,96.0,69.708,50.0,26.5,21.908,18.2
2015-05-04,7.199,8.785,1.586,0.087,13.458,,99.0,95.75,69.0,20.2,18.912,17.3
2015-05-05,10.48,14.396,3.916,0.5,18.646,,80.0,51.833,23.0,26.4,19.879,14.5
2015-05-06,13.312,16.854,3.542,1.292,21.771,,86.0,62.375,36.0,25.0,19.925,14.4
2015-05-07,21.604,36.208,14.604,1.125,22.104,,79.0,58.083,32.0,25.9,21.783,17.4
2015-05-08,25.504,45.538,20.034,0.864,20.598,,91.0,56.792,31.0,28.6,22.608,16.4
2015-05-09,26.25,40.604,14.355,1.333,29.979,,77.0,65.167,53.0,22.4,20.496,17.8
2015-05-10,9.582,12.928,3.347,0.417,16.958,,69.0,41.125,22.0,25.8,19.925,14.8
2015-05-11,19.712,33.922,14.21,0.636,15.581,,57.0,46.792,39.0,22.7,18.217,12.7
2015-05-12,15.688,22.667,6.98,0.042,22.896,,99.0,83.042,56.0,22.9,19.067,16.4
2015-05-13,32.104,52.604,20.5,1.292,21.933,,93.0,57.222,33.0,27.1,21.333,15.1
2015-05-14,38.196,63.242,25.046,1.696,31.17,,74.0,46.667,25.0,28.1,22.862,16.1
2015-05-15,20.008,29.088,9.079,1.542,35.854,,82.0,59.458,39.0,30.3,24.804,19.8
2015-05-16,14.162,23.954,9.792,0.375,30.384,,98.0,76.208,59.0,24.5,21.575,17.6
2015-05-17,11.122,14.896,3.775,0.375,20.062,,74.0,47.042,17.0,28.3,21.921,15.1
2015-05-18,21.894,35.267,13.374,1.174,31.25,,97.0,69.5,53.0,24.1,20.771,17.0
2015-05-19,26.542,51.146,24.604,0.792,10.73,,99.0,78.792,56.0,26.7,20.933,16.7
2015-05-20,22.188,45.062,22.875,0.792,22.729,,93.0,58.25,29.0,30.4,22.438,15.5
2015-05-21,21.938,38.416,16.479,0.0,10.042,,88.0,48.292,25.0,24.9,19.638,13.2
2015-05-22,28.916,49.729,20.812,1.083,15.646,,67.0,46.208,26.0,27.5,20.788,13.8
2015-05-23,28.166,40.688,12.521,2.583,24.084,,67.0,48.167,24.0,28.3,22.254,17.2
2015-05-24,12.504,15.24,2.736,1.917,18.208,,73.0,53.0,37.0,28.1,22.838,19.6
2015-05-25,31.016,51.305,20.29,2.261,22.354,,77.0,62.75,42.0,27.3,22.721,18.6
2015-05-26,27.604,45.896,18.292,1.375,21.375,,82.0,49.833,26.0,31.7,25.308,19.4
2015-05-27,32.958,51.604,18.646,1.667,29.0,,73.0,40.458,21.0,33.6,26.608,18.2
2015-05-28,31.813,48.021,16.208,1.565,38.771,,80.0,58.542,45.0,29.7,24.829,20.8
2015-05-29,28.562,44.479,15.917,2.125,34.688,,85.0,62.417,41.0,30.2,25.229,21.6
2015-05-30,26.416,38.271,11.854,1.667,34.562,,77.0,48.542,26.0,32.7,26.683,20.6
2015-05-31,11.014,14.764,3.75,0.5,22.617,,65.0,49.417,27.0,31.7,26.3,22.5
2015-06-01,25.987,43.634,17.646,1.13,24.188,,65.0,57.167,49.0,28.3,24.621,21.4
2015-06-02,28.48,49.454,20.975,1.739,26.714,,81.0,67.0,49.0,28.6,24.7,20.3
2015-06-03,21.021,38.084,17.062,0.5,23.917,,99.0,80.958,58.0,25.7,22.775,19.5
2015-06-04,20.166,36.666,16.5,0.0,10.625,,69.0,43.625,30.0,26.6,22.117,17.8
2015-06-05,27.458,56.229,28.77,0.667,12.812,,98.0,70.542,46.0,20.5,17.45,14.2
2015-06-06,15.938,26.646,10.708,0.25,6.562,,99.0,68.75,39.0,26.6,20.625,14.2
2015-06-07,12.51,17.564,5.054,1.375,12.458,,76.0,62.917,48.0,25.4,21.854,18.4
2015-06-08,25.628,43.017,17.388,0.696,19.479,,98.0,79.292,54.0,23.5,20.167,17.6
2015-06-09,24.125,50.25,26.125,0.583,9.958,,99.0,88.167,75.0,23.9,20.696,17.6
2015-06-10,26.271,51.312,25.042,0.875,15.417,,94.0,62.75,32.0,30.8,24.6,18.2
2015-06-11,24.146,35.458,11.312,0.917,26.271,,97.0,81.625,66.0,25.5,22.121,19.6
2015-06-12,27.716,46.388,18.671,0.583,29.454,,99.0,86.125,64.0,29.1,23.429,19.3
2015-06-13,24.958,36.792,11.834,1.708,41.084,,90.0,56.042,32.0,32.5,26.592,20.4
2015-06-14,10.772,12.464,1.693,1.125,29.312,,85.0,71.042,63.0,26.0,24.496,22.7
2015-06-15,25.0,40.664,15.663,1.391,31.396,,91.0,62.958,33.0,32.0,26.471,21.0
2015-06-16,33.271,57.792,24.521,1.875,49.75,,86.0,75.083,66.0,26.6,24.808,22.4
2015-06-17,24.646,38.938,14.292,1.833,40.729,,89.0,69.208,51.0,29.1,25.192,22.3
2015-06-18,15.312,20.562,5.25,0.125,16.5,,88.0,73.083,55.0,27.2,23.483,21.0
2015-06-19,24.916,50.334,25.416,0.792,16.354,,98.0,83.083,60.0,25.2,22.054,20.1
2015-06-20,17.75,28.875,11.125,0.708,16.229,,89.0,72.917,56.0,27.6,23.904,20.8
2015-06-21,10.05,13.006,2.956,0.417,9.333,,99.0,86.792,66.0,24.7,21.638,18.6
2015-06-22,22.366,40.189,17.824,1.455,16.746,,92.0,73.167,54.0,28.0,24.092,20.6
2015-06-23,23.48,39.416,15.938,0.75,24.833,,93.0,70.125,47.0,30.2,25.438,21.1
2015-06-24,24.938,41.146,16.208,1.125,32.208,,89.0,68.0,51.0,30.6,25.892,21.5
2015-06-25,23.794,45.262,21.468,1.409,32.0,,85.0,70.542,57.0,29.2,25.9,23.3
2015-06-26,16.958,23.958,7.0,0.083,21.458,,99.0,91.5,77.0,24.0,22.192,20.8
2015-06-27,14.629,22.125,7.496,0.5,9.95,,99.0,81.583,66.0,26.3,23.192,20.9
2015-06-28,6.091,9.714,3.624,0.167,4.958,,81.0,60.542,45.0,27.3,23.417,19.7
2015-06-29,22.572,45.688,23.116,1.391,13.46,,81.0,67.25,52.0,27.6,23.067,18.6
2015-06-30,19.166,35.02,15.854,1.583,19.292,,99.0,75.708,54.0,26.7,23.267,20.4
2015-07-01,28.084,58.375,30.292,0.417,10.521,,99.0,92.375,79.0,24.2,21.538,19.6
2015-07-02,25.792,49.188,23.396,0.917,18.458,,91.0,72.542,49.0,31.2,25.696,21.3
2015-07-03,19.652,32.097,12.446,0.565,21.58,,99.0,85.708,68.0,28.0,24.4,21.1
2015-07-04,26.771,40.584,13.812,2.667,44.562,,99.0,90.542,81.0,25.6,23.571,20.7
2015-07-05,12.948,16.562,3.614,0.792,28.166,,99.0,86.375,67.0,25.8,22.588,20.3
2015-07-06,29.598,52.199,22.602,1.217,23.5,,99.0,93.708,81.0,23.8,22.271,20.8
2015-07-07,27.98,53.917,25.938,1.292,28.083,,99.0,93.5,82.0,24.7,22.992,21.5
2015-07-08,29.333,61.5,32.167,1.458,27.229,,97.0,88.042,77.0,27.2,24.629,22.1
2015-07-09,29.583,60.25,30.666,1.125,39.292,,99.0,91.958,78.0,28.8,25.262,23.3
2015-07-10,25.095,38.712,13.616,1.667,36.769,,99.0,82.958,68.0,28.9,25.717,22.8
2015-07-11,19.375,26.729,7.354,1.583,40.562,,94.0,76.417,56.0,32.9,27.996,23.3
2015-07-12,9.754,13.201,3.446,0.917,27.208,,93.0,77.083,56.0,33.7,29.042,24.9
2015-07-13,4.015,6.666,2.65,0.087,22.104,,94.0,80.167,63.0,33.3,29.738,27.6
2015-07-14,5.5,10.292,4.792,0.125,19.125,,94.0,74.083,52.0,34.3,29.896,26.9
2015-07-15,14.688,29.792,15.105,0.583,15.958,,87.0,71.417,44.0,35.2,29.338,25.5
2015-07-16,7.938,16.542,8.604,0.375,18.146,,99.0,90.542,71.0,31.2,27.2,23.9
2015-07-17,2.318,2.857,0.539,0.0,36.584,,94.0,87.375,75.0,28.3,27.238,26.5
2015-07-18,8.66,18.102,9.441,0.167,25.625,,99.0,93.333,85.0,29.0,26.754,25.0
2015-07-19,7.532,11.516,3.984,0.292,22.604,,96.0,84.917,68.0,31.9,28.433,25.4
2015-07-20,6.646,10.25,3.604,0.261,19.396,,96.0,74.292,44.0,35.4,29.758,25.7
2015-07-21,6.292,10.25,3.958,0.083,13.062,,90.0,74.542,59.0,31.9,28.704,26.1
2015-07-22,6.0,8.271,2.271,0.042,11.604,,99.0,86.375,71.0,29.4,26.942,25.5
2015-07-23,20.521,42.5,21.98,0.5,14.542,,99.0,94.917,85.0,28.1,25.946,24.6
2015-07-24,29.5,67.02,37.521,1.583,31.25,,97.0,74.125,51.0,34.2,29.958,25.0
2015-07-25,19.562,37.763,18.2,1.25,31.604,,92.0,67.125,43.0,36.0,31.367,26.2
2015-07-26,11.576,18.225,6.65,1.042,23.234,,88.0,62.417,36.0,37.1,31.833,26.4
2015-07-27,21.527,38.582,17.055,0.818,30.166,,99.0,67.417,46.0,35.6,31.058,26.4
2015-07-28,16.146,33.458,17.312,0.5,21.958,,99.0,71.542,51.0,34.5,30.396,26.6
2015-07-29,22.208,42.604,20.396,1.292,34.23,,87.0,66.958,39.0,36.1,31.588,27.7
2015-07-30,22.958,42.708,19.75,1.0,44.688,,82.0,70.667,54.0,35.4,31.058,28.1
2015-07-31,22.354,45.208,22.854,1.125,46.312,,89.0,64.958,45.0,37.4,32.638,27.5
2015-08-01,18.98,31.25,12.27,1.583,49.75,,86.0,61.333,37.0,38.9,33.333,28.4
2015-08-02,12.244,14.544,2.3,2.125,67.667,,84.0,67.292,47.0,37.9,32.829,29.0
2015-08-03,15.017,21.1,6.084,0.955,58.684,,87.0,68.375,46.0,37.3,32.029,28.7
2015-08-04,16.45,24.192,7.742,0.833,59.562,,88.0,70.792,48.0,38.0,32.067,28.7
2015-08-05,14.438,26.354,11.916,0.708,30.73,,89.0,71.083,56.0,35.6,31.521,28.3
2015-08-06,15.98,38.354,22.375,0.583,20.458,,91.0,73.708,62.0,33.3,31.054,28.9
2015-08-07,19.479,36.458,16.979,0.833,26.312,,96.0,72.083,42.0,37.9,31.804,28.1
2015-08-08,16.11,27.548,11.438,1.5,43.75,,89.0,72.792,54.0,36.0,31.188,26.8
2015-08-09,9.066,11.262,2.196,1.25,35.438,,80.0,65.583,47.0,35.6,31.329,28.3
2015-08-10,22.994,38.405,15.411,2.182,32.812,,86.0,64.333,39.0,36.8,32.029,27.9
2015-08-11,20.354,37.51,17.156,1.042,29.416,,87.0,64.458,43.0,35.9,31.117,27.1
2015-08-12,22.692,38.059,15.366,0.875,25.792,,81.0,57.042,37.0,34.5,31.029,27.0
2015-08-13,13.416,23.375,9.958,0.208,24.312,,99.0,94.333,83.0,29.0,26.362,23.4
2015-08-14,10.021,16.416,6.396,0.292,18.729,,99.0,76.583,54.0,33.6,29.542,26.5
2015-08-15,10.334,16.105,5.771,0.375,19.5,,94.0,63.708,39.0,35.0,29.992,24.4
2015-08-16,9.916,12.508,2.59,1.208,29.167,,99.0,72.583,56.0,33.3,29.275,25.0
2015-08-17,10.672,17.708,7.036,0.043,18.75,,99.0,94.417,77.0,30.7,26.712,23.3
2015-08-18,22.479,45.208,22.73,0.458,12.312,,99.0,74.958,53.0,34.2,29.021,24.4
2015-08-19,26.604,49.208,22.604,0.958,18.938,,86.0,70.958,53.0,32.4,29.071,26.0
2015-08-20,22.958,37.584,14.625,0.333,19.416,,99.0,92.458,78.0,29.1,26.688,24.4
2015-08-21,23.271,43.312,20.042,0.458,27.062,,99.0,91.917,72.0,30.9,27.354,24.2
2015-08-22,12.438,24.562,12.125,0.208,19.583,,97.0,81.333,55.0,32.3,28.675,26.4
2015-08-23,9.535,13.528,3.992,0.417,13.45,,85.0,69.458,49.0,33.9,28.904,25.2
2015-08-24,19.926,35.824,15.898,0.773,19.458,,87.0,71.417,48.0,33.2,28.667,24.6
2015-08-25,11.666,18.688,7.02,0.083,19.334,,99.0,83.042,66.0,27.2,25.379,21.7
2015-08-26,22.146,45.812,23.666,0.458,19.625,,99.0,90.417,69.0,31.1,26.238,21.6
2015-08-27,22.792,44.479,21.688,1.0,17.625,,99.0,73.375,41.0,33.4,28.246,23.6
2015-08-28,23.875,41.792,17.916,0.875,28.812,,99.0,93.417,78.0,28.5,25.971,23.6
2015-08-29,21.334,33.229,11.895,0.542,19.958,,99.0,92.375,76.0,28.3,24.867,21.8
2015-08-30,6.375,8.084,1.708,0.0,12.834,,99.0,95.833,85.0,28.4,25.642,23.8
2015-08-31,25.044,53.891,28.848,0.652,16.396,,99.0,92.208,74.0,28.9,25.862,23.9
2015-09-01,13.958,33.083,19.125,0.083,15.333,,99.0,93.792,77.0,28.8,25.929,23.5
2015-09-02,19.625,39.854,20.23,0.5,13.27,,99.0,77.625,51.0,31.3,27.562,24.7
2015-09-03,23.9,46.272,22.372,0.522,24.4,,99.0,94.125,73.0,27.5,24.333,23.2
2015-09-04,26.125,54.979,28.854,0.583,26.146,,99.0,79.75,53.0,29.9,25.083,21.8
2015-09-05,21.771,37.146,15.375,1.25,20.75,,96.0,66.75,39.0,31.1,25.979,20.3
2015-09-06,11.292,14.375,3.083,0.25,23.667,,99.0,93.625,81.0,25.0,23.354,22.3
2015-09-07,24.848,52.283,27.434,0.609,11.271,,99.0,89.958,74.0,27.0,24.575,22.2
2015-09-08,25.425,57.475,32.05,0.292,14.658,,99.0,99.0,99.0,24.1,22.925,21.3
2015-09-09,21.708,40.146,18.438,0.167,6.562,,99.0,94.208,73.0,27.4,22.979,20.2
2015-09-10,22.468,50.456,27.989,0.348,13.1,,99.0,80.583,60.0,29.2,24.458,20.8
2015-09-11,23.084,47.167,24.084,0.167,10.188,,88.0,64.875,47.0,27.8,23.496,19.9
2015-09-12,21.167,35.854,14.688,1.083,21.042,,87.0,64.458,39.0,30.5,24.308,17.6
2015-09-13,12.229,16.542,4.312,0.542,19.167,,84.0,66.708,42.0,28.9,24.754,20.9
2015-09-14,24.761,50.696,25.934,0.0,9.292,,89.0,63.208,37.0,28.9,23.271,17.9
2015-09-15,31.104,57.667,26.562,0.667,22.792,,82.0,68.208,54.0,28.7,24.583,20.7
2015-09-16,33.646,60.896,27.25,0.375,35.312,,97.0,82.625,63.0,26.1,23.188,21.2
2015-09-17,27.604,65.271,37.667,0.0,28.416,,99.0,99.0,99.0,21.1,20.554,20.0
2015-09-18,25.479,55.021,29.542,0.0,10.916,,99.0,82.083,53.0,28.1,22.912,19.3
