date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,NMHC_mean,THC_mean,PM25_mean
2012-06-28,90.0,82.792,78.0,5.67725,6.51025,0.8335,1.5835,16.2136,232.0,213.458,193.0,187.522,11.13,198.652,
2012-06-29,95.0,77.542,57.0,8.5,10.177,1.677,3.01025,19.425,272.0,232.958,188.0,187.217,9.174,196.391,
2012-06-30,100.0,86.5,72.0,4.199,4.801,0.6015,2.41875,26.049,268.0,237.125,204.0,189.043,6.043,195.087,
2012-07-01,100.0,99.958,99.0,3.764,4.291333333333333,0.5276666666666666,0.9863333333333334,20.62475,230.0,219.542,208.0,182.043,3.783,185.826,
2012-07-02,100.0,84.792,53.0,7.854,9.658999999999999,1.8046666666666666,2.2276666666666665,20.2915,306.0,248.458,214.0,190.174,10.304,200.478,
2012-07-03,100.0,96.458,87.0,12.7165,13.773,1.056,1.9645000000000001,28.443600000000004,246.0,233.25,220.0,189.667,13.476,203.143,
2012-07-04,100.0,83.333,55.0,6.699,7.50925,0.81,3.042,20.125,311.0,251.25,217.0,189.913,8.478,198.391,
2012-07-05,100.0,84.542,73.0,7.802,9.0625,1.26025,2.5625,20.3334,270.0,252.25,232.0,186.0,6.348,192.348,
2012-07-06,100.0,92.542,75.0,8.72925,9.8855,1.15625,2.104,19.925,275.0,241.667,221.0,188.174,6.826,195.0,
2012-07-07,100.0,84.375,66.0,3.521,4.09375,0.57275,1.90625,12.374799999999999,279.0,239.833,216.0,184.913,4.609,189.522,
2012-07-08,95.0,81.375,65.0,3.448,3.9895,0.54175,2.68725,18.0334,272.0,236.25,213.0,190.957,6.0,196.957,
2012-07-09,98.0,84.583,70.0,3.0835,3.65075,0.56775,2.6415,15.866800000000001,268.0,238.375,211.0,192.217,5.739,197.957,
2012-07-10,100.0,86.25,69.0,3.943,5.33225,1.389,2.62525,29.475,275.0,240.542,200.0,192.087,4.826,196.913,
2012-07-11,100.0,93.292,82.0,3.77825,4.68075,0.90275,1.802,24.05,272.0,249.042,225.0,183.174,6.304,189.478,
2012-07-12,100.0,99.208,96.0,1.6875,2.2915,0.604,1.35425,28.5668,256.0,250.208,244.0,176.565,3.348,179.913,
2012-07-13,100.0,98.208,93.0,4.448,5.8335,1.3855,1.8645,31.1166,269.0,254.333,244.0,180.696,5.217,185.913,
2012-07-14,100.0,93.375,79.0,3.5105,4.73975,1.22925,1.89575,30.5082,288.0,265.125,244.0,179.304,4.739,184.043,
2012-07-15,100.0,94.5,85.0,2.00025,3.3645,1.36475,1.5627499999999999,24.725,291.0,267.667,254.0,175.783,2.043,177.826,
2012-07-16,100.0,91.542,82.0,2.00125,3.288,1.28675,1.463,17.9082,294.0,272.125,249.0,178.522,3.913,182.435,
2012-07-17,99.0,88.542,73.0,3.13325,4.66475,1.53125,1.80225,23.05,305.0,276.5,254.0,177.913,5.957,183.87,
2012-07-18,100.0,87.833,72.0,3.8762499999999998,6.5675,2.69125,1.4135,25.601599999999998,309.0,274.5,242.0,184.696,6.783,191.478,
2012-07-19,100.0,75.417,57.0,7.522,11.28575,3.76375,3.16675,26.057799999999997,341.0,294.875,243.0,184.826,12.522,197.348,
2012-07-20,99.0,92.0,81.0,4.6825,5.51075,0.8282499999999999,2.1734999999999998,25.1404,254.0,236.458,216.0,185.5,5.273,190.773,
2012-07-21,100.0,92.708,86.0,7.656499999999999,9.45825,1.802,1.71875,17.9084,224.0,213.75,203.0,187.522,10.391,197.913,
2012-07-22,100.0,88.25,76.0,3.427,4.124750000000001,0.698,1.66675,15.225,261.0,230.292,202.0,189.043,6.826,195.87,
2012-07-23,98.0,80.083,60.0,5.4475,7.36875,1.921,3.265,23.3492,306.0,258.75,212.0,187.0,6.739,193.739,
2012-07-24,100.0,85.958,59.0,5.80525,7.6655,1.8599999999999999,1.94775,32.7832,325.0,265.458,222.0,195.043,6.261,201.304,
2012-07-25,99.0,83.125,60.0,8.190249999999999,9.64875,1.45875,2.61475,44.1418,326.0,284.0,254.0,191.435,10.304,201.739,
2012-07-26,100.0,81.667,56.0,9.2085,11.79175,2.58325,2.77075,47.85,347.0,284.583,236.0,197.391,12.565,209.957,
2012-07-27,99.0,85.542,61.0,7.1675,8.325,1.1575,2.46225,50.1248,342.0,286.417,256.0,184.0,8.429,192.429,
2012-07-28,99.0,85.542,63.0,4.45825,5.40625,0.948,2.09375,45.6668,321.0,289.625,264.0,180.826,4.87,185.696,
2012-07-29,97.0,88.125,74.0,4.03125,4.8645,0.8330000000000001,2.27075,53.475,311.0,287.0,268.0,180.348,4.13,184.478,
2012-07-30,97.0,83.75,66.0,2.22125,3.5092499999999998,1.288,1.42475,17.1918,318.0,287.583,263.0,179.13,4.391,183.522,
2012-07-31,99.0,80.167,62.0,2.7432499999999997,4.43375,1.6905,1.73975,17.725,313.0,279.5,242.0,180.87,5.0,185.87,
2012-08-01,94.0,77.083,65.0,2.2792499999999998,3.0452500000000002,0.76625,1.77075,24.213,323.0,285.958,261.0,177.957,4.391,182.348,
2012-08-02,98.0,83.292,63.0,2.3167500000000003,3.29075,0.974,1.7035,22.2968,315.0,280.958,254.0,180.0,4.455,184.455,
2012-08-03,99.0,82.042,63.0,4.09375,7.79175,3.698,2.052,25.888800000000003,311.0,278.542,242.0,181.043,8.0,189.043,
2012-08-04,95.0,76.458,55.0,3.698,5.13525,1.43775,1.55225,24.0584,331.0,286.208,239.0,182.0,7.652,189.652,
2012-08-05,94.0,81.375,70.0,1.41675,2.0835,0.6665,1.6875,22.2086,312.0,285.625,265.0,174.957,3.435,178.391,
2012-08-06,97.0,84.625,69.0,2.54325,3.45775,0.9145,1.2665,16.7478,312.0,279.167,254.0,177.522,5.826,183.348,
2012-08-07,100.0,73.292,48.0,8.35625,10.02225,1.666,2.42725,17.919800000000002,354.0,293.0,246.0,181.696,11.522,193.217,
2012-08-08,92.0,65.875,41.0,6.63875,7.347250000000001,0.70875,2.719,20.3582,319.0,274.0,236.0,188.217,8.087,196.304,
2012-08-09,95.0,82.125,68.0,4.652,5.1635,0.512,1.896,29.073400000000003,294.0,262.875,226.0,189.739,8.783,198.522,
2012-08-10,95.0,83.792,69.0,3.39575,3.65625,0.2605,1.75,28.3166,306.0,270.75,240.0,186.348,7.304,193.652,
2012-08-11,100.0,94.875,81.0,3.69775,4.8645,1.16675,2.28125,27.5998,297.0,266.625,244.0,181.174,5.783,186.957,
2012-08-12,100.0,87.583,69.0,3.25,4.593999999999999,1.34375,2.91675,12.1834,309.0,269.833,235.0,180.739,5.087,185.826,
2012-08-13,100.0,91.458,81.0,2.03225,2.7875,0.7555000000000001,2.56025,26.0834,307.0,281.917,259.0,178.783,3.87,182.652,
2012-08-14,100.0,96.417,82.0,2.76075,3.50175,0.74075,1.7605,21.4334,285.0,262.5,244.0,184.783,6.261,191.043,
2012-08-15,100.0,94.167,84.0,1.80575,3.25825,1.4525,1.8855,15.5666,303.0,277.583,260.0,179.13,4.391,183.522,
2012-08-16,100.0,90.75,78.0,2.40625,4.13175,1.7257500000000001,2.2395,14.099799999999998,305.0,279.583,258.0,177.217,4.565,181.783,
2012-08-17,100.0,89.0,72.0,3.257,6.68325,3.4262499999999996,1.979,26.3618,320.0,284.417,256.0,181.174,6.783,187.957,
2012-08-18,100.0,90.042,78.0,3.8645,6.198,2.33325,1.302,13.0668,302.0,268.667,249.0,182.435,8.261,190.696,
2012-08-19,100.0,86.208,67.0,1.729,3.17725,1.448,1.20825,12.3916,302.0,268.667,231.0,182.13,4.739,186.87,
2012-08-20,97.0,80.292,55.0,2.81075,4.5497499999999995,1.7392500000000002,2.5075000000000003,15.208400000000001,318.0,274.333,242.0,184.783,5.522,190.304,
2012-08-21,94.0,83.917,66.0,3.581,5.66125,2.08,1.5615,16.9166,313.0,279.25,243.0,184.227,8.0,192.227,
2012-08-22,99.0,85.958,72.0,2.12125,4.54,2.41875,1.3645,12.9582,308.0,280.958,260.0,178.913,4.391,183.304,
2012-08-23,96.0,84.375,69.0,2.9375,6.29175,3.35425,1.3645,15.3584,309.0,279.958,249.0,184.783,8.0,192.783,
2012-08-24,97.0,83.875,68.0,3.66675,7.20825,3.54175,1.427,13.9084,311.0,274.292,241.0,185.478,8.304,193.783,
2012-08-25,98.0,81.75,59.0,3.40625,6.27075,2.86475,2.7085,20.392400000000002,314.0,274.917,233.0,185.0,9.304,194.304,
2012-08-26,97.0,83.042,66.0,1.9375,3.33325,1.396,2.906,16.3498,311.0,276.0,238.0,182.0,5.913,187.913,
2012-08-27,95.0,83.5,67.0,1.9675,2.79425,0.827,1.47825,16.9916,315.0,278.542,249.0,182.043,4.174,186.217,
2012-08-28,94.0,84.792,74.0,3.075,3.9459999999999997,0.8714999999999999,1.72925,17.583199999999998,308.0,275.625,249.0,182.87,4.783,187.652,
2012-08-29,94.0,84.625,72.0,4.543,5.9475,1.40425,1.55025,15.125,307.0,279.792,252.0,179.909,5.455,185.364,
2012-08-30,98.0,87.333,69.0,5.29175,8.85425,3.5625,1.83325,20.9586,322.0,284.458,259.0,176.826,5.217,182.043,
2012-08-31,97.0,86.625,75.0,3.4465000000000003,5.043,1.5965,1.5655000000000001,15.8844,306.0,279.167,259.0,177.174,2.87,180.043,
2012-09-01,95.0,81.292,66.0,2.1716666666666664,3.3859999999999997,1.2143333333333333,1.8473333333333333,13.0835,302.0,272.542,237.0,181.217,6.043,187.261,
2012-09-02,99.0,82.625,61.0,3.0700000000000003,4.389,1.319,1.7913333333333334,14.4585,300.0,264.167,235.0,182.174,4.913,187.087,
2012-09-03,100.0,88.083,67.0,3.009,3.93125,0.92225,1.647,10.716800000000001,299.0,254.0,231.0,181.348,6.087,187.435,
2012-09-04,100.0,89.375,65.0,6.81525,10.32325,3.50825,2.0205,15.8666,305.0,259.625,233.0,190.217,10.087,200.304,
2012-09-05,100.0,89.708,73.0,10.150500000000001,13.26425,3.11375,3.04275,38.8514,302.0,264.792,230.0,193.286,13.429,206.714,
2012-09-06,99.0,83.25,59.0,8.94775,10.1355,1.18775,2.6875,38.3916,321.0,275.542,252.0,189.739,13.304,203.043,
2012-09-07,99.0,88.542,75.0,4.979,5.42725,0.44825,2.104,31.05,300.0,268.5,241.0,184.652,9.261,193.913,
2012-09-08,100.0,91.125,76.0,3.34375,3.71875,0.375,2.104,29.3084,294.0,261.875,240.0,181.913,7.043,188.957,
2012-09-09,98.0,86.292,72.0,2.44775,2.83325,0.3855,2.04175,14.0084,301.0,266.875,239.0,185.478,5.217,190.696,
2012-09-10,99.0,85.917,67.0,3.6485,5.07375,1.42525,1.7269999999999999,10.5666,302.0,265.125,231.0,187.913,8.174,196.087,
2012-09-11,100.0,96.5,84.0,7.009,10.06725,3.05775,1.66475,18.0158,267.0,245.25,231.0,187.65,10.7,198.35,
2012-09-12,100.0,86.625,69.0,8.70475,12.539000000000001,3.83425,2.35425,24.4,295.0,253.75,220.0,187.957,11.174,199.13,
2012-09-13,100.0,81.708,48.0,9.0105,10.375,1.3645,2.68725,31.2668,324.0,265.375,216.0,188.348,11.087,199.435,
2012-09-14,98.0,85.917,72.0,4.90625,5.79175,0.88525,1.625,24.7,290.0,262.125,236.0,183.826,9.522,193.348,
2012-09-15,99.0,86.75,71.0,3.448,4.25,0.80225,1.80225,17.9084,295.0,261.0,231.0,181.913,5.913,187.826,
2012-09-16,99.0,86.917,73.0,2.802,3.3335,0.53125,1.41675,18.0168,294.0,265.667,234.0,182.217,5.087,187.304,
2012-09-17,100.0,94.292,87.0,0.48925,0.9975,0.5085,1.20625,32.783,289.0,265.75,245.0,178.913,1.522,180.435,
2012-09-18,100.0,91.792,83.0,0.66525,1.2814999999999999,0.61625,1.323,28.281200000000002,282.0,264.917,244.0,179.261,1.696,180.957,
2012-09-19,99.0,91.125,77.0,2.3529999999999998,3.08225,0.72925,1.7189999999999999,20.7582,276.0,252.583,220.0,183.522,4.435,187.957,
2012-09-20,100.0,80.042,56.0,7.515000000000001,8.89125,1.3765,2.45825,35.4416,291.0,248.917,214.0,191.304,11.087,202.391,
2012-09-21,92.0,77.917,53.0,9.15625,10.60425,1.448,2.71875,29.2084,283.0,240.167,216.0,191.739,10.043,201.783,
2012-09-22,90.0,74.208,64.0,6.47925,7.874750000000001,1.39575,2.58325,29.3666,270.0,242.458,209.0,191.435,9.391,200.826,
2012-09-23,100.0,89.625,75.0,3.94775,4.84375,0.89575,1.9895,21.0834,227.0,204.833,183.0,187.043,5.652,192.696,
2012-09-24,85.0,67.042,48.0,7.70525,8.83525,1.13,2.68,11.5918,274.0,232.792,197.0,188.217,6.609,194.826,
2012-09-25,96.0,77.292,60.0,11.02425,12.235,1.2109999999999999,2.27625,14.1418,261.0,224.083,185.0,194.955,12.273,207.227,
2012-09-26,99.0,72.25,52.0,8.61825,11.793,3.175,2.22925,14.45,269.0,221.417,171.0,195.826,13.391,209.217,
2012-09-27,93.0,76.875,57.0,10.2605,11.46875,1.2085,2.78125,20.9668,272.0,214.417,166.0,199.217,11.87,211.087,
2012-09-28,91.0,68.792,48.0,12.15625,13.36475,1.2085,3.03125,22.5502,293.0,237.25,183.0,190.087,8.609,198.696,
2012-09-29,95.0,79.167,60.0,13.6145,14.97925,1.3647500000000001,2.85425,29.9832,259.0,226.708,195.0,195.783,14.261,210.043,
2012-09-30,99.0,91.235,76.0,3.19975,3.4522500000000003,0.2525,1.47475,35.656400000000005,259.0,228.412,200.0,190.217,5.13,195.348,
2012-10-01,92.0,75.043,64.0,4.97075,5.723,0.7525,2.57725,11.668000000000001,274.0,236.435,210.0,186.043,6.217,192.261,
2012-10-02,93.0,70.5,55.0,9.055666666666667,10.263666666666667,1.2083333333333333,2.972,14.13525,269.0,230.042,205.0,191.043,9.217,200.261,
2012-10-03,100.0,83.667,65.0,9.897333333333334,11.01,1.1126666666666667,2.3333333333333335,21.4895,262.0,226.833,210.0,194.174,12.522,206.696,
2012-10-04,86.0,69.292,54.0,6.116333333333333,6.843333333333334,0.7263333333333333,2.914,15.87625,285.0,242.167,212.0,187.143,6.905,194.048,
2012-10-05,86.0,66.667,50.0,6.180666666666667,6.9396666666666675,0.7593333333333333,2.8569999999999998,13.677,267.0,231.0,197.0,188.0,6.957,194.957,
2012-10-06,95.0,74.708,59.0,11.472,12.972,1.5,3.4443333333333332,22.979,260.0,224.333,175.0,189.348,9.522,198.87,
2012-10-07,90.0,74.042,58.0,3.5833333333333335,4.041666666666667,0.4583333333333333,2.2916666666666665,13.02075,242.0,207.208,174.0,186.261,3.174,189.435,
2012-10-08,90.0,75.458,57.0,5.984999999999999,6.944333333333333,0.9593333333333334,2.456,12.448,241.0,206.583,175.0,190.261,6.174,196.435,
2012-10-09,88.0,69.375,48.0,5.333333333333333,6.222,0.8890000000000001,2.388666666666667,15.6145,246.0,207.708,172.0,192.913,9.391,202.304,
2012-10-10,84.0,64.625,39.0,4.906666666666667,5.534,0.6266666666666666,2.0693333333333332,12.19775,244.0,204.5,170.0,189.957,9.0,198.957,
2012-10-11,86.0,71.0,52.0,11.685666666666668,13.536666666666667,1.8513333333333335,3.1943333333333332,20.9375,251.0,205.917,162.0,188.227,7.773,196.0,
2012-10-12,66.0,54.833,43.0,6.861,7.777666666666666,0.9166666666666666,2.861,13.3855,226.0,194.958,162.0,189.087,5.304,194.391,
2012-10-13,92.0,63.833,43.0,6.277666666666666,7.166666666666667,0.8886666666666666,2.1943333333333332,12.75,231.0,178.417,142.0,193.87,5.348,199.217,
2012-10-14,86.0,71.333,52.0,8.041666666666666,8.763666666666667,0.7223333333333334,3.0833333333333335,25.4585,236.0,195.042,160.0,190.043,5.174,195.217,
2012-10-15,94.0,68.792,36.0,12.302,13.554,1.252,3.4819999999999998,28.893250000000002,253.0,198.167,144.0,192.435,10.0,202.435,
2012-10-16,87.0,73.042,64.0,7.583000000000001,8.388666666666667,0.8056666666666666,2.986,27.27075,238.0,197.125,158.0,192.0,8.696,200.696,
2012-10-17,100.0,84.542,62.0,6.251333333333332,6.751333333333332,0.5,2.0,19.677,226.0,190.458,142.0,190.478,11.609,202.087,
2012-10-18,100.0,95.0,84.0,11.333333333333334,12.277666666666667,0.9443333333333334,1.9306666666666665,13.448,187.0,177.75,158.0,190.174,11.261,201.435,
2012-10-19,92.0,54.667,31.0,6.875,7.583000000000001,0.7083333333333334,2.5413333333333337,9.65625,207.0,172.375,138.0,189.913,5.174,195.087,
2012-10-20,94.0,74.625,46.0,10.083333333333334,11.763666666666666,1.6806666666666665,2.513666666666667,16.10425,219.0,160.625,108.0,198.478,9.261,207.739,
2012-10-21,96.0,73.0,53.0,7.639,8.708,1.0693333333333335,2.9996666666666667,24.85425,229.0,182.292,121.0,191.087,4.913,196.0,
2012-10-22,91.0,77.25,61.0,5.494,6.443666666666666,0.9496666666666668,2.4463333333333335,24.450000000000003,229.0,192.542,132.0,187.455,6.0,193.455,
2012-10-23,100.0,89.208,68.0,4.195666666666667,4.732,0.5363333333333333,1.5976666666666668,15.00675,218.0,170.583,139.0,187.682,6.136,193.818,
2012-10-24,82.0,55.0,42.0,6.235333333333333,6.840333333333334,0.605,2.236,10.75025,185.0,153.125,116.0,188.591,4.318,192.909,
2012-10-25,85.0,71.833,54.0,17.388666666666666,21.0,3.611333333333333,2.9166666666666665,17.4585,191.0,146.167,108.0,192.652,12.565,205.217,
2012-10-26,95.0,76.542,44.0,16.268666666666665,18.745333333333335,2.477,1.9106666666666667,18.15625,217.0,154.75,117.0,191.348,11.565,202.913,
2012-10-27,96.0,73.792,56.0,5.6875,6.896,1.2085,2.0276666666666667,23.90625,221.0,171.5,119.0,193.652,8.391,202.043,
2012-10-28,100.0,83.0,62.0,2.667,3.167,0.5,1.4303333333333335,13.21875,188.0,168.083,160.0,187.435,4.478,191.913,
2012-10-29,93.0,64.083,41.0,7.823666666666667,8.73,0.9063333333333333,2.4033333333333333,10.6665,204.0,171.042,137.0,189.174,5.391,194.565,
2012-10-30,74.0,62.542,57.0,9.263,10.583,1.32,2.778,15.9205,177.0,152.458,127.0,189.609,5.652,195.261,
2012-10-31,89.0,66.208,43.0,9.609,11.049999999999999,1.4406666666666668,2.646333333333333,13.71875,183.0,141.125,96.0,194.318,8.409,202.727,
2012-11-01,98.0,64.75,40.0,8.458333333333334,10.208333333333334,1.749666666666667,2.4026666666666667,12.521,178.0,132.958,75.0,192.783,7.0,199.783,
2012-11-02,72.0,57.167,45.0,5.083,5.541666666666667,0.4583333333333333,2.0973333333333333,12.75,152.0,126.458,110.0,190.304,3.087,193.391,
2012-11-03,57.0,49.458,41.0,4.1386666666666665,4.361,0.22233333333333336,2.0276666666666667,15.5625,158.0,129.542,107.0,188.783,2.174,190.957,
2012-11-04,90.0,59.458,39.0,5.1386666666666665,5.444333333333333,0.3053333333333333,1.9166666666666667,13.6355,161.0,120.417,89.0,192.0,4.0,196.0,
2012-11-05,95.0,80.083,67.0,8.674333333333333,9.860999999999999,1.1866666666666668,2.2826666666666666,20.642,203.0,157.958,85.0,190.524,8.905,199.429,
2012-11-06,100.0,84.667,61.0,5.458333333333333,5.889,0.4306666666666667,2.1666666666666665,19.9895,206.0,176.042,153.0,187.957,7.696,195.652,
2012-11-07,73.0,59.125,45.0,6.577000000000001,7.05,0.4736666666666667,2.639,16.84375,173.0,148.625,121.0,193.652,6.87,200.522,
2012-11-08,81.0,66.625,56.0,10.319333333333333,11.125333333333332,0.8053333333333333,2.6943333333333332,21.698,171.0,144.917,105.0,193.043,9.391,202.435,
2012-11-09,81.0,62.75,39.0,10.333,11.763666666666666,1.4306666666666665,3.0416666666666665,27.375,182.0,152.458,133.0,191.304,9.217,200.522,
2012-11-10,83.0,58.0,44.0,6.833333333333333,7.5,0.6666666666666666,2.2776666666666667,17.427,176.0,138.625,108.0,189.565,2.435,192.0,
2012-11-11,98.0,81.25,61.0,3.638666666666667,3.888666666666667,0.25,1.4583333333333333,12.19325,155.0,139.083,106.0,189.087,2.913,192.0,
2012-11-12,94.0,67.333,46.0,5.6723333333333334,6.483666666666667,0.8113333333333334,2.273,19.778,166.0,150.292,130.0,189.217,2.13,191.348,
2012-11-13,82.0,66.75,54.0,8.708333333333334,9.930666666666667,1.2223333333333333,3.083,23.10425,162.0,130.25,104.0,192.217,7.609,199.826,
2012-11-14,72.0,61.25,41.0,4.539333333333333,5.179333333333333,0.64,2.986,14.1145,140.0,109.5,79.0,191.565,3.478,195.043,
2012-11-15,79.0,71.125,62.0,8.069666666666667,9.166666666666666,1.0973333333333333,2.361333333333333,7.79075,106.0,85.875,71.0,191.87,4.652,196.522,
2012-11-16,90.0,66.458,44.0,9.860999999999999,11.347,1.486,1.7223333333333333,7.0120000000000005,152.0,98.25,55.0,195.87,7.913,203.783,
2012-11-17,98.0,86.292,65.0,8.153,9.014000000000001,0.8613333333333332,1.375,19.0705,175.0,127.875,71.0,188.609,8.913,197.522,
2012-11-18,65.0,53.333,45.0,3.528,3.861333333333333,0.3333333333333333,2.389,10.896,144.0,123.0,85.0,191.13,2.13,193.261,
2012-11-19,83.0,59.583,46.0,8.075666666666667,9.420333333333334,1.3446666666666667,2.5156666666666667,17.17525,140.0,106.083,75.0,189.364,4.136,193.5,
2012-11-20,82.0,64.708,52.0,10.277666666666667,11.083,0.8056666666666666,2.9166666666666665,17.4895,138.0,119.583,102.0,191.087,7.348,198.435,
2012-11-21,80.0,58.875,40.0,9.861666666666666,10.967999999999998,1.1063333333333334,2.417,10.3435,132.0,105.292,86.0,192.87,6.304,199.174,
2012-11-22,100.0,75.87,26.0,23.403000000000002,32.333333333333336,8.930333333333333,3.3333333333333335,21.1875,199.0,112.667,87.0,197.261,17.739,215.0,
2012-11-23,98.0,77.875,58.0,16.444333333333333,20.819333333333333,4.375,3.0416666666666665,22.7605,140.0,113.875,89.0,191.0,13.0,204.0,
2012-11-24,66.0,47.167,33.0,6.208333333333333,6.722333333333334,0.514,2.9446666666666665,10.0625,134.0,110.792,77.0,191.043,3.0,194.043,
2012-11-25,96.0,68.375,42.0,7.749666666666667,8.610999999999999,0.8613333333333334,1.8333333333333333,12.69775,136.0,87.083,43.0,189.522,4.565,194.087,
2012-11-26,100.0,89.083,61.0,10.467666666666666,12.967666666666666,2.5,1.5813333333333333,18.7915,166.0,124.208,82.0,188.348,8.609,196.957,
2012-11-27,68.0,56.458,44.0,4.296,4.803,0.507,2.1216666666666666,6.12225,107.0,89.542,62.0,190.091,2.409,192.5,
2012-11-28,93.0,63.125,46.0,11.849666666666666,14.142666666666665,2.293,2.1046666666666667,9.6885,119.0,78.583,42.0,191.087,8.739,199.826,
2012-11-29,94.0,78.292,60.0,18.436666666666667,27.072000000000003,8.635333333333334,3.097,25.01025,135.0,89.875,35.0,193.957,17.391,211.348,
2012-11-30,94.0,75.542,61.0,14.6875,20.9165,6.229,2.5416666666666665,26.177,131.0,99.667,57.0,190.783,12.174,202.957,
2012-12-01,70.0,56.875,42.0,4.542,5.125,0.5835,2.25,6.1875,108.0,86.375,55.0,190.391,1.957,192.348,
2012-12-02,95.0,69.708,46.0,6.729,7.3125,0.5835,1.8056666666666665,10.3125,64.0,51.0,30.0,189.565,2.913,192.478,
2012-12-03,97.0,83.167,63.0,14.2005,17.994,3.7935,2.084,17.0,130.0,80.667,20.0,190.783,7.435,198.217,
2012-12-04,96.0,69.042,45.0,7.396,9.229,1.8330000000000002,1.9303333333333335,11.927,119.0,91.125,60.0,190.652,5.696,196.348,
2012-12-05,72.0,58.708,50.0,8.0415,9.4205,1.3785,1.9523333333333335,10.5105,89.0,68.792,51.0,191.913,6.174,198.087,
2012-12-06,83.0,55.625,38.0,6.271,7.125,0.8545,2.4723333333333333,10.8645,116.0,77.542,48.0,190.565,5.087,195.652,
2012-12-07,77.0,59.542,45.0,8.814499999999999,10.7445,1.9300000000000002,2.226,10.28725,83.0,54.917,31.0,190.636,5.273,195.909,
2012-12-08,89.0,62.792,41.0,9.708,11.3335,1.625,2.597,14.7815,111.0,55.542,29.0,191.087,5.391,196.478,
2012-12-09,68.0,50.333,37.0,2.104,2.4165,0.3125,2.611,11.97925,78.0,47.542,29.0,189.391,0.696,190.087,
2012-12-10,90.0,70.542,49.0,4.420999999999999,5.131,0.71,1.6116666666666666,6.5,39.0,30.667,13.0,190.217,1.565,191.783,
2012-12-11,86.0,68.583,53.0,10.5835,12.25,1.6665,2.5,8.15625,69.0,44.25,13.0,191.565,5.87,197.435,
2012-12-12,83.0,64.167,44.0,9.996500000000001,11.462,1.4655,2.639,7.375,77.0,48.75,26.0,190.957,4.13,195.087,
2012-12-13,83.0,61.917,44.0,15.5,17.625,2.125,3.111,12.41675,90.0,53.833,23.0,191.174,7.304,198.478,
2012-12-14,94.0,70.875,37.0,21.9375,28.8125,6.875,2.5973333333333333,16.176,115.0,51.792,-4.0,192.217,15.913,208.13,
2012-12-15,100.0,96.958,90.0,22.0415,28.7705,6.729,1.5970000000000002,23.448,114.0,95.833,60.0,190.783,15.043,205.826,
2012-12-16,92.0,64.875,48.0,7.3335,7.917,0.5835,2.111,10.9165,132.0,112.208,86.0,190.913,4.13,195.043,
2012-12-17,89.0,75.333,65.0,21.6775,27.404,5.7265,3.6136666666666666,19.66675,136.0,101.708,68.0,193.174,12.696,205.87,
2012-12-18,83.0,68.417,51.0,8.4375,9.9795,1.5415,2.361333333333333,15.59375,125.0,91.083,51.0,190.913,8.957,199.87,
2012-12-19,56.0,45.667,36.0,5.279,6.013,0.7335,2.153,5.33325,70.0,46.375,29.0,190.435,1.913,192.348,
2012-12-20,77.0,57.333,49.0,12.145333333333333,13.865,1.7196666666666667,2.8960000000000004,9.271,74.0,50.208,24.0,190.864,6.091,196.955,
2012-12-21,96.0,69.167,49.0,19.5,22.416666666666668,2.9166666666666665,2.4723333333333333,13.55225,82.0,60.042,37.0,190.522,11.348,201.87,
2012-12-22,99.0,83.833,42.0,12.472333333333333,14.264000000000001,1.7916666666666667,1.6946666666666665,12.77075,110.0,82.75,56.0,188.522,6.783,195.304,
2012-12-23,72.0,53.708,43.0,5.569333333333333,6.611,1.0416666666666667,3.25,14.07275,92.0,69.417,39.0,192.0,2.217,194.217,
2012-12-24,72.0,60.625,50.0,3.5576666666666665,4.019333333333333,0.4616666666666666,1.8639999999999999,7.718999999999999,47.0,33.833,24.0,190.87,1.043,191.913,
2012-12-25,71.0,57.542,48.0,7.778,8.889000000000001,1.111,2.3056666666666668,11.05225,72.0,46.833,21.0,190.174,4.478,194.652,
2012-12-26,76.0,51.458,39.0,4.262666666666667,4.7523333333333335,0.48966666666666664,2.1943333333333332,8.16675,57.0,36.167,3.0,191.043,1.304,192.348,
2012-12-27,66.0,53.0,43.0,8.014000000000001,9.5,1.486,2.0693333333333332,6.936999999999999,53.0,24.333,-6.0,189.739,3.13,192.87,
2012-12-28,99.0,71.292,47.0,14.375,17.625,3.2496666666666667,2.0833333333333335,16.06275,74.0,50.958,17.0,189.913,11.391,201.304,
2012-12-29,98.0,82.125,70.0,9.152666666666667,9.875,0.7223333333333333,1.639,9.06225,114.0,87.125,52.0,190.174,5.391,195.565,
2012-12-30,100.0,88.625,69.0,5.972333333333334,6.3886666666666665,0.41700000000000004,1.375,11.3125,123.0,103.167,87.0,189.565,4.783,194.348,
2012-12-31,76.0,53.708,41.0,1.4913333333333334,2.3313333333333333,0.84,1.469666666666667,7.19775,84.0,56.208,27.0,191.478,0.522,192.0,
2013-01-01,91.5,71.4165,48.5,6.52625,7.24775,0.7215,1.3985,26.8834,131.0,66.375,9.0,199.478,9.0,208.478,20.917
2013-01-02,69.0,58.333,48.0,3.91675,4.0835,0.16675,1.34375,19.2582,104.0,80.646,53.0,192.348,1.826,194.174,13.375
