date,NO2_mean,NOX_mean,NO_mean,SPM_mean,PM25_mean
2012-04-08,6.979,7.4375,0.4585,13.604,13.792
2012-04-09,11.021999999999998,12.0215,1.0,21.1455,23.833
2012-04-10,16.9795,19.542,2.5625,25.4585,28.667
2012-04-11,9.578,13.712,4.1345,25.75,24.042
2012-04-12,10.7085,12.5205,1.8125,17.1455,17.958
2012-04-13,16.6875,18.604,1.9165,9.835,13.375
2012-04-14,12.604,14.375,1.771,15.2915,17.333
2012-04-15,10.542,11.375,0.833,19.375,19.083
2012-04-16,14.37,15.696000000000002,1.326,23.542,25.292
2012-04-17,10.542,11.6665,1.125,20.6665,22.875
2012-04-18,12.496,15.245999999999999,2.75,22.0415,24.783
2012-04-19,21.979,25.896,3.917,30.8545,35.542
2012-04-20,10.125,11.4375,1.3125,17.0835,22.167
2012-04-21,7.3335,7.854,0.5205,6.7915,11.875
2012-04-22,6.8335,7.7085,0.875,6.104,10.542
2012-04-23,15.064499999999999,17.159,2.0949999999999998,36.373,39.0
2012-04-24,16.8125,18.146,1.333,58.0415,54.292
2012-04-25,15.832999999999998,17.167,1.333,33.708,30.375
2012-04-26,6.542,7.292,0.75,7.354,12.167
2012-04-27,18.5205,21.5835,3.0625,11.4375,13.708
2012-04-28,19.0625,21.7085,2.646,18.1045,19.792
2012-04-29,16.667,18.208,1.5419999999999998,28.2085,27.583
2012-04-30,8.1305,9.0,0.8695,6.0625,11.458
2012-05-01,10.979,13.0415,2.0625,3.9165,10.333
2012-05-02,12.744,15.948999999999998,3.205,8.5105,13.217
2012-05-03,7.2915,8.1875,0.896,6.021,11.292
2012-05-04,6.417,7.208,0.792,5.7085,10.0
2012-05-05,6.6875,7.0625,0.375,20.5,23.083
2012-05-06,8.771,9.2085,0.4375,20.0,24.0
2012-05-07,10.109,10.413,0.3045,62.125,62.042
2012-05-08,9.979,10.4795,0.5,42.0,44.292
2012-05-09,9.146,10.542,1.396,24.8545,33.417
2012-05-10,8.413,9.7395,1.326,32.396,35.708
2012-05-11,9.729,13.354,3.625,5.292,8.708
2012-05-12,9.229,11.521,2.2915,3.7915,8.292
2012-05-13,11.8125,12.729,0.9165,16.479,21.833
2012-05-14,14.0655,15.239,1.174,34.375,37.167
2012-05-15,11.625,13.4165,1.7919999999999998,10.729,15.625
2012-05-16,9.0,9.896,0.8955,31.0625,33.292
2012-05-17,7.496,7.8465,0.3505,26.2915,28.174
2012-05-18,11.75,13.0835,1.3335,21.0415,24.208
2012-05-19,15.707999999999998,16.896,1.1875,28.1875,30.917
2012-05-20,9.396,9.9375,0.5415,22.6665,29.0
2012-05-21,13.065000000000001,15.7175,2.6525,14.5625,19.542
2012-05-22,11.4375,13.458,2.0205,12.771,19.708
2012-05-23,18.75,21.333,2.5835,20.3125,26.167
2012-05-24,19.6875,21.9375,2.25,24.595,32.167
2012-05-25,12.0625,12.896,0.8335,22.417,28.708
2012-05-26,13.9165,16.146,2.2295,28.0625,33.375
2012-05-27,12.1045,12.9585,0.854,27.0625,30.542
2012-05-28,14.6085,15.9565,1.3479999999999999,34.664,37.792
2012-05-29,12.771,14.104,1.3335,35.521,37.292
2012-05-30,15.832999999999998,17.5,1.6665,32.396,37.458
2012-05-31,10.75,12.75,2.0,24.206000000000003,33.478
2012-06-01,12.1875,14.5835,2.3955,25.4165,33.792
2012-06-02,11.208,12.9375,1.729,20.4375,28.333
2012-06-03,6.271,6.979,0.708,13.8335,23.417
2012-06-04,11.022,12.3045,1.2825,11.3125,18.083
2012-06-05,10.4375,13.0835,2.6455,4.0625,5.083
2012-06-06,14.354,17.4165,3.0625,12.292,19.333
2012-06-07,12.375,14.7085,2.3335,22.5835,32.0
2012-06-08,9.6875,11.854,2.1665,10.625,19.87
2012-06-09,7.458,8.7085,1.25,12.75,24.167
2012-06-10,5.604,6.3955,0.7915,13.771,24.5
2012-06-11,19.087,21.978,2.8915,28.5,36.125
2012-06-12,10.354,12.292,1.9375,18.4585,23.458
2012-06-13,9.917,11.8955,1.9794999999999998,10.0835,16.917
2012-06-14,11.0,13.125,2.125,19.307000000000002,29.304
2012-06-15,9.271,10.6665,1.396,6.875,15.0
2012-06-16,15.5625,18.0625,2.5,5.896,10.542
2012-06-17,14.354,16.1665,1.8125,7.4795,16.542
2012-06-18,18.7825,22.912999999999997,4.1305,11.2085,22.792
2012-06-19,13.646,22.1875,8.5415,16.9375,17.958
2012-06-20,11.604,14.4585,2.854,4.521,12.375
2012-06-21,10.479,12.25,1.771,6.625,12.375
2012-06-22,11.708,13.9585,2.25,8.0835,15.208
2012-06-23,15.979,18.75,2.771,18.7915,27.708
2012-06-24,6.292,7.2085,0.9165,6.0415,12.875
2012-06-25,14.0,16.913,2.9130000000000003,4.875,14.625
2012-06-26,12.667,15.5415,2.875,12.5,22.667
2012-06-27,11.9375,14.271,2.3335,4.891,14.217
2012-06-28,10.375,13.208,2.8335,10.8125,24.5
2012-06-29,13.3335,16.9585,3.625,20.4375,34.25
2012-06-30,6.4585,8.75,2.2915,5.854,16.75
2012-07-01,6.5415,7.5205,0.979,12.6875,26.5
2012-07-02,13.609,16.304499999999997,2.6955,9.146,22.417
2012-07-03,12.9375,15.1455,2.2085,3.8545,14.875
2012-07-04,13.958,17.2085,3.25,5.9795,16.625
2012-07-05,7.479,12.6455,5.1665,4.896,16.708
2012-07-06,3.3045,4.7825,1.478,9.917,20.083
2012-07-07,6.6665,8.6455,1.979,14.875,25.917
2012-07-08,6.833,8.708,1.875,7.271,18.182
2012-07-09,14.152000000000001,17.587,3.4345,12.5625,25.818
2012-07-10,10.771,11.9375,1.1665,33.521,45.125
2012-07-11,7.1045,8.2085,1.104,13.5835,21.833
2012-07-12,12.708,14.708,2.0,37.2295,44.333
2012-07-13,12.8335,13.75,0.917,6.6875,17.25
2012-07-14,15.646,18.104,2.458,15.479,23.875
2012-07-15,1.854,2.146,0.2915,10.6875,20.25
2012-07-16,7.261,8.4565,1.1955,8.3125,19.083
2012-07-17,8.208,13.2915,5.0835,6.9375,16.542
2012-07-18,4.625,6.542,1.9169999999999998,1.6665,10.792
2012-07-19,5.2705,6.9165,1.646,6.042,18.125
2012-07-20,10.4375,13.7915,3.3545,2.208,15.167
2012-07-21,12.2295,15.25,3.021,8.042,19.5
2012-07-22,9.4375,10.771,1.3335,14.5835,26.917
2012-07-23,9.945,11.6345,1.6895,13.2915,26.625
2012-07-24,12.604,14.875,2.271,41.917,56.292
2012-07-25,11.979,14.5835,2.6045,61.292,70.708
2012-07-26,10.8335,12.9585,2.125,48.695499999999996,59.522
2012-07-27,12.104,15.707999999999998,3.604,35.5625,41.042
2012-07-28,6.0,9.4165,3.4165,6.5625,14.833
2012-07-29,4.729,5.6045,0.875,5.5205,14.0
2012-07-30,11.674,14.413,2.739,27.0655,35.75
2012-07-31,11.9375,17.6045,5.667,18.479,24.0
2012-08-01,8.9375,12.2915,3.354,8.646,16.583
2012-08-02,5.4795,9.417,3.9375,1.7080000000000002,10.333
2012-08-03,6.896,9.1665,2.271,4.75,11.875
2012-08-04,7.2085,9.4375,2.2295,9.417,17.042
2012-08-05,6.0625,8.25,2.1875,5.0,14.042
2012-08-06,9.239,11.565000000000001,2.326,7.375,16.375
2012-08-07,11.396,15.207999999999998,3.8125,15.0205,22.458
2012-08-08,8.854,10.2915,1.4375,13.208,20.087
2012-08-09,16.6875,20.646,3.958,10.4375,17.917
2012-08-10,12.4585,14.1665,1.7085,16.604,22.458
2012-08-11,11.2915,13.2085,1.9169999999999998,16.0,23.958
2012-08-12,5.9375,6.6875,0.75,13.875,21.875
2012-08-13,5.652,6.6955,1.0434999999999999,10.729,18.417
2012-08-14,7.104,8.5,1.3955,5.4375,13.708
2012-08-15,3.125,3.667,0.5415,13.521,17.083
2012-08-16,6.979,9.5,2.5205,14.3335,20.042
2012-08-17,10.75,13.5835,2.8335,18.479,27.875
2012-08-18,10.5,13.7705,3.271,20.958,27.333
2012-08-19,5.8335,6.7915,0.958,22.542,28.708
2012-08-20,9.891,12.0,2.109,8.25,16.125
2012-08-21,7.625,10.521,2.896,3.692,12.304
2012-08-22,9.375,12.479,3.104,4.9165,13.556
2012-08-23,7.708,14.0,6.2915,4.4795,
2012-08-24,7.146,11.9375,4.7915,5.396,
2012-08-25,6.354,9.6455,3.2915,3.875,
2012-08-26,5.0835,7.646,2.5625,1.854,
2012-08-27,4.4135,8.3475,3.935,1.396,
2012-08-28,4.5625,5.604,1.0415,5.625,
2012-08-29,10.729,13.708,2.979,6.4585,
2012-08-30,5.0205,6.7295,1.708,7.3335,
2012-08-31,7.979,9.625,1.646,3.917,
2012-09-01,10.8125,12.771,1.9585,5.0,
2012-09-02,9.0625,10.271,1.2085,15.75,
2012-09-03,12.1525,14.652000000000001,2.5,24.4585,
2012-09-04,12.0415,15.354,3.3125,18.6045,
2012-09-05,10.6955,13.783000000000001,3.0869999999999997,7.146,
2012-09-06,10.896,14.0835,3.1875,5.75,
2012-09-07,10.1875,12.5415,2.354,14.2085,
2012-09-08,8.4585,12.0625,3.604,8.542,
2012-09-09,7.604,9.479,1.875,6.7085,
2012-09-10,13.3915,18.413,5.022,6.0,
2012-09-11,11.7085,14.75,3.0415,5.4585,
2012-09-12,11.3335,14.229,2.8955,10.3185,
2012-09-13,11.1665,13.2705,2.104,14.8335,
2012-09-14,13.604,17.125,3.521,12.2085,
2012-09-15,12.771,16.271,3.5,10.125,
2012-09-16,9.2295,14.3335,5.104,3.5835,
2012-09-17,1.5,1.5434999999999999,0.0435,0.417,
2012-09-18,5.8125,6.333,0.521,9.7915,
2012-09-19,7.5,8.0,0.5,15.6455,
2012-09-20,13.028500000000001,14.7195,1.6909999999999998,19.4845,
2012-09-21,10.9375,12.5625,1.625,19.6665,33.111
2012-09-22,11.5,12.3125,0.8125,23.7085,29.083
2012-09-23,8.229,9.3335,1.104,16.3125,22.458
2012-09-24,14.891,18.8045,3.913,9.375,17.458
2012-09-25,12.1875,15.396,3.2085,7.9165,16.042
2012-09-26,13.0415,16.729,3.6875,8.2085,14.143
2012-09-27,12.9375,16.104,3.1665,8.4375,15.053
2012-09-28,10.917,13.5,2.5835,11.0835,17.5
2012-09-29,11.4165,13.042000000000002,1.625,9.5415,16.542
2012-09-30,5.6875,6.833,1.146,8.1875,15.083
2012-10-01,12.217500000000001,15.022000000000002,2.8045,3.979,10.958
2012-10-02,11.271,14.0,2.729,2.3335,9.583
2012-10-03,10.411000000000001,13.663,3.2520000000000002,4.46,9.522
2012-10-04,12.6665,17.75,5.0835,3.125,10.25
2012-10-05,16.833,20.604,3.771,4.625,9.042
2012-10-06,20.979,27.771,6.792,10.1455,14.292
2012-10-07,8.396,9.75,1.354,12.125,15.5
2012-10-08,10.087,12.543499999999998,2.4565,4.5835,9.292
2012-10-09,12.0625,15.229,3.1665,6.75,11.208
2012-10-10,13.5,16.146,2.646,9.0835,16.5
2012-10-11,15.854500000000002,18.375,2.521,17.854,19.833
2012-10-12,15.0,20.333,5.3335,8.2915,8.75
2012-10-13,15.146,18.083,2.9375,12.646,12.208
2012-10-14,13.708,14.6665,0.9585,18.104,20.25
2012-10-15,14.717500000000001,19.913,5.1955,20.0205,21.958
2012-10-16,12.167,14.354,2.1875,24.0625,24.667
2012-10-17,15.771,17.8335,2.0625,19.75,20.958
2012-10-18,14.283000000000001,22.5,8.217500000000001,6.3260000000000005,8.923
2012-10-19,14.6665,18.7915,4.125,6.1665,8.167
2012-10-20,14.771,17.771,3.0,15.375,17.5
2012-10-21,12.3125,13.0,0.6875,25.375,28.667
2012-10-22,7.7825,8.891,1.1085,22.9165,27.875
2012-10-23,8.2705,9.1875,0.917,5.4795,11.625
2012-10-24,15.0625,17.6875,2.625,7.1665,11.25
2012-10-25,20.130499999999998,22.609,2.4785,11.4375,13.167
2012-10-26,25.4165,37.1875,11.7705,13.646,17.917
2012-10-27,17.3335,24.354,7.021,24.0,26.667
2012-10-28,7.333,7.6875,0.354,19.021,25.208
2012-10-29,18.304499999999997,22.717,4.4135,17.3335,21.125
2012-10-30,20.493000000000002,26.5415,6.0485,17.25,17.667
2012-10-31,15.3,18.7,3.4,17.4375,19.261
2012-11-01,12.332,13.605,1.2725,7.4585,9.5
2012-11-02,19.5625,22.7085,3.1455,9.854,11.417
2012-11-03,14.625,17.5415,2.917,13.3955,14.458
2012-11-04,9.5625,9.729,0.1665,16.2085,20.542
2012-11-05,13.2395,15.804,2.5655,20.0,20.083
2012-11-06,12.021,13.1875,1.1665,20.6875,21.667
2012-11-07,7.314,7.385,0.0715,21.125,22.25
2012-11-08,14.3125,15.1665,0.854,31.1665,30.458
2012-11-09,21.292,26.25,4.9585,41.6455,38.333
2012-11-10,16.1455,18.292,2.1455,22.792,23.75
2012-11-11,5.4375,5.7085,0.271,15.207999999999998,16.667
2012-11-12,6.0435,6.282500000000001,0.239,17.625,15.375
2012-11-13,11.6665,13.2085,1.5415,17.229,16.875
2012-11-14,7.0455000000000005,7.769,0.7235,10.2705,11.826
2012-11-15,12.3545,15.7915,3.4375,4.7915,7.167
2012-11-16,13.958,17.875,3.917,8.75,8.375
2012-11-17,10.479,11.625,1.146,11.208,15.958
2012-11-18,9.458,10.9375,1.479,7.1875,9.167
2012-11-19,12.065000000000001,14.5655,2.5,18.4015,18.625
2012-11-20,14.292,18.5625,4.2705,9.0,11.167
2012-11-21,23.292,29.625,6.3335,14.229,15.0
2012-11-22,26.125,32.3335,6.2085,12.021,12.25
2012-11-23,18.5,23.7085,5.208,33.417,33.917
2012-11-24,13.604,15.0415,1.4375,20.125,21.917
2012-11-25,11.3335,12.146,0.8125,16.375,17.0
2012-11-26,11.4785,14.238999999999999,2.761,10.396,11.292
2012-11-27,14.217500000000001,19.5435,5.326499999999999,3.8955,3.217
2012-11-28,12.7705,15.125,2.354,9.2915,8.125
2012-11-29,20.7295,29.6045,8.875,12.646,13.25
2012-11-30,26.4795,47.771,21.2915,16.229,13.792
2012-12-01,17.604,24.25,6.6455,16.396,15.583
2012-12-02,15.583,19.521,3.9375,8.9375,9.667
2012-12-03,17.826,34.0,16.174,15.083,17.292
2012-12-04,7.604,9.4585,1.8544999999999998,11.896,11.0
2012-12-05,16.5,21.3125,4.8125,10.4165,12.417
2012-12-06,10.3125,12.875,2.5625,7.375,8.625
2012-12-07,14.542,19.021,4.479,15.625,12.125
2012-12-08,6.125,8.083,1.9585,15.583,15.708
2012-12-09,5.771,7.396,1.625,8.917,9.0
2012-12-10,11.7395,13.978,2.2395,3.083,4.417
2012-12-11,18.3955,23.6045,5.208,8.757,9.667
2012-12-12,21.6875,29.0,7.3125,10.479,11.0
2012-12-13,24.913,33.783,8.8695,10.6085,9.174
2012-12-14,18.708,24.1665,5.4585,19.833,14.583
2012-12-15,23.521,40.104,16.5835,18.9585,18.708
2012-12-16,16.979,20.5,3.521,10.1875,9.333
2012-12-17,16.3475,23.587,7.239,16.729,16.083
2012-12-18,8.625,10.083,1.4580000000000002,12.854,12.125
2012-12-19,12.0205,15.5,3.479,6.5205,7.0
2012-12-20,21.8125,28.708,6.8955,10.174,10.565
2012-12-21,26.5,38.125,11.625,9.9375,9.75
2012-12-22,22.8125,28.3125,5.5,13.6665,12.375
2012-12-23,10.5835,12.1455,1.5625,15.8335,14.833
2012-12-24,9.478,11.717,2.239,7.5415,8.0
2012-12-25,19.229,26.146,6.9165,22.0,19.125
2012-12-26,21.1665,33.0625,11.896,9.7915,8.875
2012-12-27,23.458,34.625,11.167,8.021,5.042
2012-12-28,21.375,26.7915,5.417,6.2085,5.917
2012-12-29,19.521,25.104,5.583,7.5625,7.958
2012-12-30,7.458,8.2085,0.75,9.25,9.5
2012-12-31,5.935,6.826499999999999,0.8915,7.104,8.5
2013-01-01,7.8125,8.2295,0.41700000000000004,,20.125
2013-01-02,9.7915,10.8335,1.042,,10.958
2013-01-03,13.896,15.0625,1.1665,,16.958
2013-01-04,19.104,22.2915,3.1875,,26.75
2013-01-05,9.021,10.104,1.083,,11.125
2013-01-06,18.652,25.587,6.9350000000000005,,12.458
2013-01-07,18.583,22.729,4.146,,15.292
2013-01-08,24.7085,34.667,9.9585,,14.042
2013-01-09,9.229,11.854,2.625,,8.833
2013-01-10,12.604,15.792000000000002,3.1875,,6.417
2013-01-11,16.25,19.2085,2.9585,,19.625
2013-01-12,15.0625,16.5415,1.479,,35.125
2013-01-13,15.761,19.130499999999998,3.3695,,29.208
2013-01-14,20.6045,29.479,8.875,,6.292
2013-01-15,16.375,22.0835,5.708,,5.583
2013-01-16,17.75,24.75,7.0,,8.042
2013-01-17,23.4795,30.417,6.9375,,33.043
2013-01-18,16.125,19.542,3.417,,37.5
2013-01-19,11.5205,13.75,2.2295,,9.167
2013-01-20,14.3475,16.5215,2.174,,26.167
2013-01-21,10.375,12.0625,1.6875,,15.375
2013-01-22,25.146,32.479,7.3335,,18.708
2013-01-23,21.625,28.021,6.396,,20.25
2013-01-24,17.0835,20.2915,3.2085,,15.583
2013-01-25,14.4585,16.7705,2.3125,,9.917
2013-01-26,8.6045,10.521,1.9165,,13.792
2013-01-27,19.804499999999997,25.304499999999997,5.5,,7.875
2013-01-28,24.979,31.0625,6.0835,,15.208
2013-01-29,27.6875,38.396,10.7085,,18.542
2013-01-30,16.625,20.0835,3.4585,,28.542
2013-01-31,20.6875,25.917,5.229,,24.25
2013-02-01,15.625,17.8125,2.1875,,33.208
2013-02-02,7.583,8.542,0.958,,30.5
2013-02-03,15.217500000000001,18.0215,2.8045,,34.25
2013-02-04,8.8125,10.5205,1.7085,,3.917
2013-02-05,17.1665,22.771,5.604,,4.833
2013-02-06,15.0,16.7915,1.7915,,3.292
2013-02-07,16.583,20.479,3.896,,4.333
2013-02-08,13.583,18.5,4.9165,,1.083
2013-02-09,13.6455,15.375,1.7294999999999998,,4.125
2013-02-10,13.1525,18.3475,5.196,,3.25
2013-02-11,7.604,10.4375,2.8335,,3.083
2013-02-12,13.4375,19.0625,5.625,,3.261
2013-02-13,12.5415,15.8335,3.292,,2.833
2013-02-14,15.292000000000002,20.896,5.604,,4.083
2013-02-15,11.479,15.3125,3.8335,,6.792
2013-02-16,12.208,13.854,1.646,,15.75
2013-02-17,20.0435,26.1085,6.0655,,16.042
2013-02-18,13.8545,22.729,8.875,,8.083
2013-02-19,11.6875,18.0,6.3125,,9.167
2013-02-20,18.354,24.7915,6.4375,,8.958
2013-02-21,16.229,19.4165,3.1875,,13.292
2013-02-22,16.0625,19.5625,3.5,,18.542
2013-02-23,15.1875,16.9375,1.75,,16.5
2013-02-24,21.0,26.935000000000002,5.9345,,23.25
2013-02-25,22.25,26.2295,3.979,,45.125
2013-02-26,25.208,30.4165,5.2085,,31.667
2013-02-27,15.333,18.375,3.0415,,13.208
2013-02-28,19.8545,24.5835,4.729,,30.75
2013-03-01,23.396,28.458,5.0625,,37.0
2013-03-02,9.771,12.2085,2.4375,,15.375
2013-03-03,11.609,15.652000000000001,4.0435,,5.458
2013-03-04,15.354,17.792,2.4375,,8.833
2013-03-05,17.083,20.875,3.7915,,20.25
2013-03-06,14.729,19.6875,4.958,,8.792
2013-03-07,12.8125,15.1875,2.375,,8.417
2013-03-08,15.1875,17.6875,2.5,,11.375
2013-03-09,8.625,9.333,0.708,,32.625
2013-03-10,11.1955,13.413,2.2169999999999996,,10.458
2013-03-11,16.271,18.354,2.0835,,7.75
2013-03-12,10.6175,11.780000000000001,1.163,,11.043
2013-03-13,9.4165,11.104,1.6875,,9.333
2013-03-14,16.5535,18.783,2.2295,,17.708
2013-03-15,12.3125,13.6665,1.3545,,24.333
2013-03-16,11.9795,12.4165,0.4375,,28.583
2013-03-17,8.1735,9.174,1.0,,25.417
2013-03-18,10.646,12.2915,1.6455000000000002,,36.833
2013-03-19,11.9585,14.375,2.4165,,42.833
2013-03-20,10.6875,12.771,2.0835,,18.417
2013-03-21,7.9375,9.9165,1.9794999999999998,,11.375
2013-03-22,11.0625,12.7915,1.7295,,14.375
2013-03-23,9.3125,10.146,0.8335,,25.833
2013-03-24,15.716999999999999,17.2825,1.5655000000000001,,31.583
2013-03-25,12.479,13.292,0.8125,,24.0
2013-03-26,19.9375,24.1455,4.2085,,21.667
2013-03-27,12.7915,14.854,2.0625,,16.875
2013-03-28,17.979,20.104,2.125,,25.708
2013-03-29,11.458,12.0205,0.5625,,19.583
2013-03-30,8.9165,9.7915,0.875,,20.667
2013-03-31,13.9565,17.630499999999998,3.674,,19.167
2013-04-01,13.8695,15.087,1.2175,,18.417
2013-04-02,13.708,15.0835,1.375,,30.625
2013-04-03,11.5,12.958,1.4580000000000002,,14.478
2013-04-04,20.2915,22.6045,2.3125,,12.292
2013-04-05,24.5625,29.167,4.604,,15.458
2013-04-06,7.833,8.4165,0.5835,,1.792
2013-04-07,3.75,3.833,0.0835,,6.25
2013-04-08,14.152,16.8915,2.739,,8.375
2013-04-09,8.9165,9.2915,0.375,,11.0
2013-04-10,4.396,4.7295,0.3335,,4.042
2013-04-11,7.5,7.75,0.25,,5.208
2013-04-12,10.104,11.375,1.271,,10.0
2013-04-13,12.5,13.7295,1.229,,11.042
2013-04-14,4.9585,5.0,0.042,,21.458
2013-04-15,15.6085,19.0435,3.435,,8.875
2013-04-16,7.125,7.6875,0.5625,,18.208
2013-04-17,9.268,10.452,1.1844999999999999,,14.792
2013-04-18,8.646,9.917,1.271,,14.875
2013-04-19,10.583,13.896,3.3125,,6.917
2013-04-20,19.1665,23.5,4.333,,5.417
2013-04-21,7.0835,8.3335,1.25,,4.667
2013-04-22,15.6085,18.913,3.3040000000000003,,7.125
2013-04-23,14.3125,15.5,1.1875,,5.792
2013-04-24,12.9375,15.582999999999998,2.646,,6.5
2013-04-25,11.479,12.729,1.25,,17.583
2013-04-26,6.0,6.729,0.729,,10.75
2013-04-27,11.7085,12.9585,1.25,,9.542
2013-04-28,9.4165,9.6875,0.2705,,12.625
2013-04-29,3.9345,4.0435,0.1085,,18.417
2013-04-30,13.292,15.3125,2.0205,,8.792
2013-05-01,12.7295,18.2705,5.542,,7.042
2013-05-02,10.1875,13.5205,3.3335,,1.5
2013-05-03,9.6665,10.625,0.958,,10.292
2013-05-04,6.667,7.0415,0.375,,16.083
2013-05-05,5.896,6.25,0.35450000000000004,,16.542
2013-05-06,9.0215,9.326,0.304,,19.208
2013-05-07,12.6665,15.5625,2.8955,,14.708
2013-05-08,18.083,22.229,4.146,,6.792
2013-05-09,17.0415,18.3125,1.271,,30.565
2013-05-10,9.9585,11.3955,1.4375,,24.792
2013-05-11,12.2085,14.6665,2.4585,,23.667
2013-05-12,8.875,9.229,0.354,,44.958
2013-05-13,14.6955,15.826,1.1305,,51.5
2013-05-14,14.0625,15.4165,1.354,,46.583
2013-05-15,13.958,15.854500000000002,1.8955000000000002,,35.417
2013-05-16,11.4165,13.5835,2.167,,35.458
2013-05-17,12.0,13.8125,1.8125,,25.417
2013-05-18,12.1045,13.5625,1.458,,28.042
2013-05-19,5.792,6.4795,0.6875,,18.667
2013-05-20,11.1735,13.4345,2.261,,25.083
2013-05-21,13.229,15.0625,1.8330000000000002,,50.792
2013-05-22,13.2295,14.4375,1.208,,61.083
2013-05-23,16.0835,18.292,2.2085,,45.625
2013-05-24,16.917,18.875,1.9585,,60.292
2013-05-25,16.4165,17.479,1.0625,,56.25
2013-05-26,5.3125,5.5625,0.25,,30.125
2013-05-27,4.261,4.37,0.1085,,13.875
2013-05-28,5.792,6.5205,0.7295,,12.625
2013-05-29,8.6045,9.0415,0.4375,,50.333
2013-05-30,13.5,15.2085,1.7080000000000002,,44.917
2013-05-31,16.2295,18.479,2.25,,28.125
2013-06-01,19.3335,21.521,2.1875,,31.083
2013-06-02,8.8335,9.3335,0.5,,12.292
2013-06-03,11.086500000000001,13.0,1.913,,20.25
2013-06-04,12.3545,14.833,2.4795,,21.375
2013-06-05,13.375,14.542,1.1665,,27.667
2013-06-06,10.125,11.9165,1.7919999999999998,,23.522
2013-06-07,7.4375,8.7915,1.354,,20.333
2013-06-08,14.6045,16.0415,1.4375,,32.583
2013-06-09,6.9165,7.1875,0.271,,21.5
2013-06-10,8.847999999999999,10.5435,1.6955,,13.958
2013-06-11,7.083,7.8335,0.75,,12.458
2013-06-12,10.6875,13.2085,2.521,,15.042
2013-06-13,14.375,18.6455,4.271,,24.625
2013-06-14,12.2085,14.5625,2.354,,25.0
2013-06-15,9.9585,11.792,1.8335,,21.583
2013-06-16,8.375,10.125,1.75,,22.083
2013-06-17,8.543,10.9345,2.3914999999999997,,14.667
2013-06-18,4.25,5.021,0.771,,12.917
2013-06-19,2.625,3.375,0.75,,9.583
2013-06-20,12.7295,22.208,9.4795,,8.75
2013-06-21,11.75,13.7085,1.9585,,8.917
2013-06-22,13.229,15.0835,1.854,,13.792
2013-06-23,8.0415,8.3955,0.354,,17.375
2013-06-24,13.9785,16.1735,2.196,,19.958
2013-06-25,11.2085,12.646,1.4375,,26.125
2013-06-26,10.5,12.2705,1.771,,10.542
2013-06-27,10.354,12.5,2.146,,16.375
2013-06-28,10.708,12.104,1.396,,16.958
2013-06-29,6.771,7.771,1.0,,10.583
2013-06-30,4.0,4.4165,0.4165,,9.208
2013-07-01,8.934999999999999,10.239,1.3039999999999998,,11.75
2013-07-02,3.604,4.4375,0.8335,,17.417
2013-07-03,6.167,7.4375,1.271,,14.958
2013-07-04,6.521,8.9375,2.4165,,17.208
2013-07-05,1.0205,1.2085,0.1875,,14.391
2013-07-06,8.0,10.75,2.75,,14.75
2013-07-07,1.854,2.6875,0.8335,,10.917
2013-07-08,2.4785,3.4349999999999996,0.9565,,14.125
2013-07-09,6.0625,7.9375,1.875,,17.917
2013-07-10,8.896,12.645499999999998,3.75,,16.208
2013-07-11,8.3545,12.146,3.7915,,15.792
2013-07-12,5.8125,7.5835,1.7705,,17.417
2013-07-13,3.0625,3.7915,0.729,,16.292
2013-07-14,1.604,1.896,0.2915,,14.292
2013-07-15,5.7395,7.3475,1.609,,14.875
2013-07-16,4.9375,6.6875,1.75,,13.208
2013-07-17,4.0625,5.3125,1.25,,11.583
2013-07-18,6.208,9.146,2.9375,,12.458
2013-07-19,7.854,11.5625,3.708,,13.792
2013-07-20,7.1875,9.3125,2.125,,14.25
2013-07-21,7.3955,8.9375,1.5415,,17.75
2013-07-22,6.913,9.6305,2.7175000000000002,,17.417
2013-07-23,3.6455,4.7085,1.0625,,14.542
2013-07-24,2.229,2.75,0.5205,,16.125
2013-07-25,5.021,5.479,0.4585,,47.292
2013-07-26,5.229,5.8955,0.6665,,39.75
2013-07-27,7.8125,8.5835,0.771,,40.042
2013-07-28,2.729,2.875,0.14600000000000002,,22.25
2013-07-29,4.739000000000001,5.5435,0.8045,,33.25
2013-07-30,7.396,8.9375,1.5415,,31.75
2013-07-31,3.333,3.7085,0.375,,22.217
2013-08-01,6.5625,7.75,1.1875,,21.792
2013-08-02,6.5,8.854,2.3545,,16.208
2013-08-03,6.25,9.25,3.0,,14.417
2013-08-04,6.3125,6.9375,0.625,,12.292
2013-08-05,10.6085,12.3915,1.7825000000000002,,19.625
2013-08-06,9.771,11.3545,1.5835,,21.667
2013-08-07,10.9585,12.9375,1.9794999999999998,,27.542
2013-08-08,10.0625,12.1875,2.125,,22.917
2013-08-09,11.8955,14.729500000000002,2.833,,26.042
2013-08-10,11.0415,12.9375,1.896,,32.333
2013-08-11,8.0,9.25,1.25,,39.792
2013-08-12,6.4565,7.609,1.1520000000000001,,37.292
2013-08-13,4.354,5.2085,0.8545,,29.542
2013-08-14,3.604,4.229,0.625,,24.417
2013-08-15,5.0,5.7085,0.7085,,23.083
2013-08-16,6.292,7.1045,0.8125,,36.208
2013-08-17,7.2295,8.104,0.875,,41.875
2013-08-18,5.604,6.0415,0.4375,,39.0
2013-08-19,10.5435,12.217500000000001,1.674,,27.708
