date,CO_mean,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,NMHC_mean,PM25_mean,SO2_mean,THC_mean
2011-01-26,4.2005,63.0,39.625,27.0,21.6842,27.778999999999996,6.0948,12.8128,54.0,38.125,20.0,196.28525000000002,19.2735,,2.303,215.55875
2011-01-27,5.655,56.0,43.917,27.0,27.910800000000002,47.3274,19.4166,15.7892,89.0,42.625,8.0,200.67725000000002,25.91675,,2.021,226.59375
2011-01-28,3.875,60.0,41.0,28.0,22.5082,31.1336,8.624799999999999,16.6332,54.0,30.958,13.0,198.05225000000002,17.7915,,2.2085,215.84375
2011-01-29,2.4375,34.0,26.292,15.0,7.6168000000000005,9.0,1.3834,6.9664,63.0,37.208,23.0,193.84375,7.10425,,1.3125,200.94774999999998
2011-01-30,3.75,37.0,28.958,21.0,17.712799999999998,22.2578,4.5448,9.1006,54.0,39.208,18.0,194.2215,12.83025,,2.3085,207.05225000000002
2011-01-31,4.7085,50.0,38.417,29.0,24.95,38.425,13.474799999999998,12.9,87.0,48.0,11.0,196.20850000000002,21.24975,,2.2295,217.45850000000002
2011-02-01,3.604,49.0,37.75,30.0,10.4168,12.9416,2.525,14.825,114.0,75.0,23.0,192.323,10.59375,,1.9165,202.91675
2011-02-02,4.021,41.0,27.292,13.0,18.9918,24.9416,5.95,7.9666,47.0,28.458,17.0,194.031,14.7395,,0.9375,208.77075
2011-02-03,5.5655,57.0,38.167,24.0,22.3532,35.5044,13.1514,11.1026,56.0,31.042,-4.0,196.94675,22.1555,,1.589,219.10225
2011-02-04,4.625,51.0,38.333,26.0,19.175,30.0666,10.8916,13.25,110.0,67.875,12.0,195.04175,20.09375,,1.021,215.1355
2011-02-05,5.771,66.0,43.75,31.0,25.3832,34.1414,8.7584,21.5082,80.0,61.042,45.0,199.00025,21.97925,,3.7915,220.97925
2011-02-06,6.4585,87.0,75.542,61.0,39.5932,61.0538,21.4604,45.925,63.0,52.25,44.0,202.50275,30.63925,,1.217,233.142
2011-02-07,4.479,90.0,84.333,80.0,23.950200000000002,41.325,17.3752,41.484,176.0,112.667,55.0,198.427,25.21875,,1.2705000000000002,223.64575
2011-02-08,3.521,84.0,52.083,36.0,18.8582,23.65,4.7918,13.45,95.0,65.792,33.0,192.802,16.219,,2.896,209.02075
2011-02-09,3.31,53.0,32.25,22.0,14.8148,21.057,6.242400000000001,7.5886,82.0,58.875,24.0,191.98624999999998,12.83875,,1.033,204.82524999999998
2011-02-10,3.9829999999999997,75.0,43.792,30.0,24.215,35.589999999999996,11.375,13.9666,93.0,62.917,39.0,196.0,20.73975,,3.0415,216.73975000000002
2011-02-11,3.4795,77.0,47.833,30.0,18.1416,21.975,3.8332,15.8166,74.0,57.458,38.0,194.80225000000002,15.48975,,3.0,210.292
2011-02-12,2.708,46.0,34.458,25.0,16.833199999999998,20.9084,4.074800000000001,13.925,84.0,56.167,32.0,194.4685,12.56275,,2.5,207.03125
2011-02-13,4.604,58.0,45.292,33.0,30.918200000000002,39.6192,8.7012,22.8334,84.0,57.875,34.0,195.88975,21.885749999999998,,6.1805,217.77525
2011-02-14,4.646,81.0,71.292,47.0,35.6334,48.025,12.3916,42.9668,68.0,57.0,47.0,197.1875,25.271,,2.3125,222.45850000000002
2011-02-15,5.979,81.0,61.875,34.0,36.0668,57.1918,21.1248,45.1166,104.0,75.875,57.0,200.33350000000002,30.07325,,4.5415,230.40625
2011-02-16,3.6455,78.0,56.417,35.0,19.6114,23.144,3.5324,17.641399999999997,54.0,34.75,20.0,192.8665,12.921,,3.184,205.7875
2011-02-17,3.6435000000000004,83.0,63.833,34.0,26.0362,36.4354,10.399199999999999,27.945999999999998,69.0,43.833,29.0,196.04675,19.8125,,3.1665,215.8595
2011-02-18,3.329,82.0,38.143,17.0,10.9816,13.7132,2.7314,11.9768,59.0,30.762,15.0,193.95850000000002,9.10425,,1.9585,203.0625
2011-02-19,4.3335,61.0,37.583,24.0,17.375,22.2332,4.8584000000000005,13.75,70.0,36.083,12.0,197.5105,14.437249999999999,,2.4585,211.94774999999998
2011-02-20,5.2085,58.0,42.917,25.0,30.4352,42.2526,11.816999999999998,18.4666,97.0,57.167,18.0,199.644,21.661,,3.625,221.30475
2011-02-21,6.042,58.0,42.75,23.0,39.313599999999994,58.705200000000005,19.3916,23.2334,107.0,73.25,34.0,200.66375,33.65325,,3.7345,234.31725
2011-02-22,4.211,69.0,58.0,52.0,20.404000000000003,23.5362,3.1326,31.1916,87.0,78.917,68.0,195.76875,17.0575,,5.729,212.82625000000002
2011-02-23,6.625,87.0,79.792,43.0,34.4748,56.6418,22.166800000000002,41.6166,112.0,73.208,54.0,197.198,27.78125,,2.021,224.97925
2011-02-24,4.8125,71.0,44.208,27.0,20.7198,24.885399999999997,4.1662,28.666800000000002,129.0,110.417,87.0,194.02075,14.1875,,5.167,208.20825
2011-02-25,4.0415,86.0,78.875,61.0,22.0584,27.0502,4.9916,26.1,99.0,65.5,44.0,194.9895,17.02075,,2.708,212.0105
2011-02-26,2.9795,60.0,47.125,31.0,13.533199999999999,15.6584,2.1247999999999996,10.6998,75.0,62.708,41.0,192.14600000000002,9.60425,,4.1045,201.75
2011-02-27,2.5835,36.0,27.708,22.0,12.2336,15.366800000000001,3.1334,11.7332,79.0,49.5,28.0,192.64575,10.02075,,2.0,202.66649999999998
2011-02-28,2.9375,63.0,44.917,30.0,14.372800000000002,17.331799999999998,2.959,12.1082,56.0,36.042,17.0,193.62875,11.62725,,3.0415,205.25625
2011-03-01,5.5625,84.0,74.042,60.0,30.9668,50.7002,19.7332,24.858600000000003,102.0,78.75,42.0,195.948,30.09375,,2.8125,226.04175
2011-03-02,4.4559999999999995,88.0,83.708,76.0,31.147000000000002,45.602999999999994,14.456,25.5666,93.0,72.792,51.0,194.57274999999998,23.7605,,2.7295,218.33350000000002
2011-03-03,3.2915,86.0,64.833,48.0,12.900200000000002,14.6584,1.7582,17.0334,103.0,71.083,44.0,191.72925,8.28125,,2.9585,200.0105
2011-03-04,3.6455,83.0,61.708,54.0,13.145199999999999,14.1476,1.0026,22.9296,68.0,60.292,45.0,192.51475,9.31725,,3.774,201.83175
2011-03-05,5.3125,87.0,84.417,80.0,27.065800000000003,34.602,7.5364,18.3134,99.0,61.542,36.0,195.68099999999998,20.553,,0.9985,216.23375
2011-03-06,6.729,87.0,79.625,56.0,29.4416,55.5166,26.0748,34.9166,179.0,130.167,100.0,194.9375,33.052,,3.3125,227.98950000000002
2011-03-07,4.104,91.0,75.208,60.0,25.7416,35.4332,9.6918,38.4752,129.0,114.333,104.0,194.58325,24.30225,,4.5625,218.8855
2011-03-08,2.896,80.0,68.708,61.0,16.9658,19.490199999999998,2.5244,20.894799999999996,103.0,89.125,77.0,191.98,18.31525,,3.346,210.2955
2011-03-09,3.715,84.0,82.583,79.0,24.1888,30.095799999999997,5.9068,22.504,89.0,76.542,60.0,194.3125,16.53125,,1.6665,210.84375
2011-03-10,2.771,85.0,75.792,64.0,13.0668,15.1834,2.1164,8.1252,74.0,56.25,35.0,192.469,9.27075,,1.354,201.73975000000002
2011-03-11,3.2705,71.0,60.917,37.0,12.083400000000001,14.475200000000001,2.3918,16.5084,113.0,79.083,54.0,191.32274999999998,9.78125,,3.4795,201.10425
2011-03-12,3.0835,57.0,33.458,24.0,12.3934,15.384199999999998,2.991,9.838600000000001,110.0,77.458,50.0,192.0095,10.2745,,2.129,202.284
2011-03-13,3.021,56.0,28.792,17.0,16.7582,19.700200000000002,2.9416,9.1834,89.0,68.0,33.0,194.28125,11.11475,,2.021,205.39575
2011-03-14,3.396,67.0,51.708,34.0,20.0,24.2584,4.2582,12.2,101.0,72.167,45.0,195.3855,16.604,,3.125,211.98975000000002
2011-03-15,4.527,62.0,42.083,25.0,26.731,39.6252,12.894400000000001,21.894399999999997,118.0,79.375,53.0,197.55124999999998,23.280250000000002,,2.504,220.8315
2011-03-16,3.4415,53.0,40.417,23.0,14.398399999999999,17.9982,3.6001999999999996,17.9,116.0,81.917,48.0,192.94774999999998,9.77075,,2.979,202.71875
2011-03-17,3.375,89.0,79.458,54.0,15.575,19.7916,4.2166,31.3916,156.0,122.333,83.0,191.21875,13.98975,,2.25,205.20850000000002
2011-03-18,6.0205,88.0,82.583,77.0,35.4918,53.09159999999999,17.6,54.708400000000005,110.0,99.875,89.0,200.073,28.3855,,3.9585,228.45850000000002
2011-03-19,3.3335,87.0,44.333,26.0,21.7576,24.6174,2.8598,15.691399999999998,102.0,93.208,72.0,192.606,15.88825,,3.697,208.49450000000002
2011-03-20,4.125,55.0,40.333,28.0,22.3832,26.7586,4.3748000000000005,16.6166,118.0,82.083,49.0,193.67725000000002,16.71875,,3.8335,210.39575
2011-03-21,3.979,51.0,30.0,15.0,16.3168,20.2582,3.9417999999999997,10.8916,111.0,82.917,54.0,191.67725000000002,16.13525,,1.875,207.8125
2011-03-22,6.2145,64.0,48.25,31.0,46.5706,71.75059999999999,25.1798,27.9772,164.0,103.958,60.0,199.94299999999998,40.74675,,6.4155,240.68975
2011-03-23,6.955,88.0,67.917,40.0,44.528,60.4508,15.9226,38.6416,120.0,99.375,81.0,197.57875,28.81625,,4.072,226.39475
2011-03-24,7.0,87.0,75.583,38.0,28.125,36.0416,7.9168,22.5914,115.0,92.708,80.0,193.91649999999998,22.0835,,3.521,216.0
2011-03-25,5.5,55.0,37.75,23.0,11.783199999999999,13.7166,1.9334,9.85,138.0,105.833,83.0,191.25,14.83325,,2.229,206.08325
2011-03-26,6.333,54.0,36.042,25.0,23.9334,30.0082,6.075,13.166599999999999,99.0,80.375,63.0,195.875,18.3645,,3.4375,214.2395
2011-03-27,6.292,63.0,41.0,24.0,24.069,30.323,6.2538,16.5916,131.0,94.167,59.0,196.981,18.03325,,3.459,215.01425
2011-03-28,6.292,63.0,47.083,24.0,23.2166,31.1666,7.950200000000001,28.0334,179.0,111.5,71.0,195.302,20.6875,,3.729,215.9895
2011-03-29,5.042,48.0,36.125,18.0,13.6888,16.9932,3.3045999999999998,17.0168,152.0,116.208,83.0,192.2725,9.53375,,3.642,201.8065
2011-03-30,3.87,58.0,50.875,42.0,5.485,6.873600000000001,1.3884,17.683600000000002,177.0,153.208,129.0,188.481,6.5435,,1.771,195.0245
2011-03-31,3.792,80.0,60.125,45.0,6.0329999999999995,7.1414,1.1084,21.7584,190.0,146.292,82.0,186.19774999999998,5.97925,,1.625,192.17725000000002
2011-04-01,3.292,58.0,46.208,24.0,15.525,18.7916,3.2665999999999995,19.5834,152.0,114.708,77.0,191.02100000000002,11.1355,,3.292,202.15625
2011-04-02,3.5625,62.0,45.833,29.0,13.7416,15.2834,1.5417999999999998,28.875,200.0,154.25,108.0,188.12475,9.323,,2.6875,197.448
2011-04-03,2.8955,66.0,44.458,28.0,9.533199999999999,10.658199999999999,1.1248,15.5498,101.0,85.25,80.0,190.39575,6.57275,,2.625,196.969
2011-04-04,2.646,59.0,41.083,17.0,13.0168,15.4252,2.4082,14.4332,129.0,89.708,68.0,190.6355,8.604,,2.479,199.2395
2011-04-05,3.4165,50.0,33.875,18.0,16.868000000000002,19.9574,3.0894,15.040199999999999,137.0,96.667,59.0,191.33325,9.939499999999999,,3.1495,201.27249999999998
2011-04-06,4.021,64.0,44.5,15.0,22.3834,31.1416,8.7584,21.4832,182.0,132.542,87.0,192.9625,17.50225,,3.125,210.46475
2011-04-07,2.25,70.0,57.083,43.0,6.816599999999999,8.4114,1.5948,17.304000000000002,191.0,158.458,135.0,186.47725,6.28175,,1.8664999999999998,192.75900000000001
2011-04-08,1.7955,77.0,60.542,50.0,5.1068,6.351,1.2446,18.7894,180.0,167.625,156.0,184.942,5.28775,,1.7294999999999998,190.23000000000002
2011-04-09,1.729,86.0,80.458,73.0,5.5084,6.9166,1.4085999999999999,24.7832,170.0,162.708,132.0,184.531,5.479,,1.1665,190.01075
2011-04-10,3.521,86.0,66.458,40.0,12.6084,14.45,1.8417999999999999,20.2166,168.0,134.0,110.0,189.2835,10.274750000000001,,2.9165,199.558
2011-04-11,3.521,79.0,60.875,37.0,14.869,18.6986,3.8293999999999997,27.9698,191.0,147.833,93.0,192.47625,12.56725,,2.5435,205.0435
2011-04-12,2.3545,71.0,35.583,15.0,10.5836,12.6916,2.1082,19.3668,156.0,113.792,85.0,188.97925,8.0,,2.396,196.97925
2011-04-13,3.0,65.0,40.75,20.0,17.3916,21.3414,3.9501999999999997,24.3834,195.0,142.292,81.0,190.4895,12.85425,,2.479,203.34375
2011-04-14,4.5,67.0,48.167,14.0,27.9252,34.266,6.340999999999999,35.3418,213.0,161.0,115.0,192.8625,21.64675,,4.9435,214.5095
2011-04-15,2.049,86.0,65.667,48.0,7.2296,8.8088,1.5792000000000002,31.1084,201.0,175.25,156.0,184.94125,5.856249999999999,,2.7085,190.79725
2011-04-16,2.479,86.0,61.917,29.0,9.9334,11.675,1.7418,27.0416,219.0,177.25,137.0,185.45825,6.96875,,2.604,192.427
2011-04-17,2.4585,71.0,45.958,30.0,10.1084,11.908199999999999,1.8,17.6666,170.0,133.875,110.0,189.03125,7.53125,,2.8125,196.5625
2011-04-18,2.5625,76.0,64.458,52.0,15.0668,18.2334,3.1664000000000003,17.6752,165.0,145.625,131.0,189.93725,12.27075,,3.229,202.20850000000002
2011-04-19,2.8545,87.0,65.958,33.0,13.6524,16.9142,3.2620000000000005,13.0832,178.0,126.583,92.0,189.2455,11.7305,,2.072,200.97625
2011-04-20,3.021,67.0,57.625,43.0,17.1084,21.4666,4.3582,12.5334,153.0,114.042,82.0,192.04175,13.0,,4.0205,205.04175
2011-04-21,4.583,78.0,66.0,56.0,12.729600000000001,15.3994,2.6696,14.200799999999997,170.0,131.917,104.0,191.2365,9.9095,,3.0565,201.14575
2011-04-22,3.0215,77.0,63.375,43.0,14.927800000000001,18.2224,3.2948,22.5166,189.0,159.208,120.0,190.69125,13.92975,,2.208,204.621
2011-04-23,1.8335,84.0,79.292,73.0,3.6168,5.0165999999999995,1.3998000000000002,22.6582,187.0,172.458,159.0,184.42725000000002,4.552,,1.9585,188.97899999999998
2011-04-24,2.75,78.0,46.875,30.0,6.933400000000001,8.2918,1.3584,17.7584,194.0,164.375,138.0,187.44774999999998,6.437250000000001,,2.271,193.8855
2011-04-25,3.0625,77.0,46.167,29.0,10.560599999999999,12.6992,2.1388,17.4,189.0,156.458,116.0,190.174,10.73325,,1.6404999999999998,200.90725
2011-04-26,3.4165,71.0,46.542,31.0,18.1918,24.541800000000002,6.35,21.6084,197.0,162.875,116.0,191.01024999999998,15.375,,3.1045,206.38524999999998
2011-04-27,2.5835,82.0,70.458,60.0,5.3922,6.8396,1.4469999999999998,49.8916,224.0,198.708,178.0,185.39675,5.306,,1.8765,190.7025
2011-04-28,2.818,85.0,55.125,33.0,6.998600000000001,8.3464,1.3477999999999999,25.6418,222.0,188.042,149.0,186.35575,7.34525,,2.208,193.701
2011-04-29,3.25,70.0,48.292,35.0,14.591800000000001,16.6584,2.0667999999999997,16.9668,194.0,157.042,134.0,190.03125,11.97925,,3.25,202.0105
2011-04-30,2.9375,78.0,62.0,41.0,10.375,11.9,1.525,25.6334,200.0,173.833,134.0,190.47925,9.375,,3.458,199.85399999999998
2011-05-01,1.9794999999999998,86.0,72.25,58.0,3.3686,4.2186,0.85,23.6198,201.0,181.458,159.0,184.32775,4.72,,1.875,189.04775
2011-05-02,3.8009999999999997,82.0,51.333,21.0,16.6646,22.128,5.4636,62.8584,235.0,191.833,162.0,189.28875,14.51225,,3.0700000000000003,203.80075
2011-05-03,3.5,82.0,65.75,36.0,18.5084,21.0584,2.5502,55.0418,175.0,162.75,147.0,193.4685,16.43725,,2.8125,209.9065
2011-05-04,3.1875,80.0,63.542,44.0,9.4084,10.925,1.5168,24.541800000000002,203.0,170.542,142.0,188.46875,8.88525,,3.2085,197.35425
2011-05-05,3.1455,73.0,64.75,57.0,11.716800000000001,13.241800000000001,1.525,27.1334,174.0,158.167,142.0,190.927,9.875,,2.729,200.802
2011-05-06,3.468,76.0,67.917,59.0,16.4514,19.4926,3.0412,28.325,186.0,160.458,136.0,190.25175000000002,13.21875,,4.369,203.47075
2011-05-07,4.0625,88.0,81.458,76.0,24.833199999999998,30.4834,5.65,30.308,179.0,166.042,156.0,192.02100000000002,20.03125,,2.604,212.052
2011-05-08,3.5415,84.0,55.25,27.0,10.6334,12.8166,2.1832000000000003,26.6,252.0,208.625,152.0,188.85425,16.9375,,2.521,205.79175
2011-05-09,3.6875,74.0,50.583,27.0,13.5698,16.874200000000002,3.3044,29.2214,228.0,200.083,167.0,189.72075,10.933,,2.9465,200.6535
2011-05-10,2.839,87.0,68.667,48.0,12.428,15.591800000000001,3.1634,35.0206,278.0,223.625,179.0,182.68475,13.033000000000001,,2.3905,195.7175
2011-05-11,3.2915,89.0,86.125,80.0,13.958400000000001,16.208199999999998,2.2498,12.991800000000001,173.0,150.833,145.0,189.14600000000002,15.2395,,2.6875,204.38524999999998
2011-05-12,3.937,90.0,86.875,82.0,25.588600000000003,31.532400000000003,5.9438,18.1218,168.0,156.292,147.0,193.29149999999998,21.70825,,2.8125,215.0
2011-05-13,3.0835,86.0,59.667,29.0,14.3416,18.0168,3.675,31.3168,263.0,214.083,170.0,184.198,15.8125,,3.354,200.01024999999998
2011-05-14,3.333,74.0,47.583,27.0,13.3666,15.249799999999999,1.8834,41.4084,239.0,205.958,173.0,188.14600000000002,11.83325,,3.625,199.97925
2011-05-15,2.6875,62.0,33.208,14.0,11.325,13.358600000000001,2.0332,23.9084,240.0,204.292,173.0,188.72925,9.83325,,3.3545,198.56225
2011-05-16,2.521,68.0,51.792,25.0,10.469,12.302200000000001,1.8334,31.343,240.0,203.708,185.0,186.4225,7.00675,,3.354,193.429
2011-05-17,2.5835,82.0,67.458,54.0,10.6602,12.8934,2.2334,26.679399999999998,207.0,183.0,150.0,185.9375,8.22925,,2.479,194.16675
2011-05-18,3.9795,84.0,63.208,33.0,18.8168,24.8334,6.0165999999999995,37.2916,234.0,188.667,149.0,191.02075,16.32275,,4.0835,207.34375
2011-05-19,2.9165,67.0,51.292,30.0,10.0402,12.191199999999998,2.151,32.3918,245.0,209.458,168.0,188.82475,9.65875,,2.828,198.48375
2011-05-20,2.2045,71.0,61.792,52.0,6.0484,7.5242,1.4756,36.699799999999996,244.0,211.708,188.0,183.87525,7.67725,,2.7085,191.552
2011-05-21,1.7915,82.0,70.083,57.0,5.5416,7.1166,1.575,24.325,245.0,216.625,194.0,181.45825,5.927,,2.354,187.3855
2011-05-22,1.8544999999999998,84.0,75.917,61.0,6.433400000000001,7.8336,1.4002000000000001,16.708199999999998,249.0,200.917,162.0,181.7395,6.64575,,2.5,188.38524999999998
2011-05-23,2.229,84.0,65.542,50.0,13.771,15.7208,1.95,13.724799999999998,173.0,162.0,142.0,187.85025000000002,13.66275,,4.3975,201.513
2011-05-24,2.6875,85.0,73.583,59.0,17.0,20.0416,3.0418,14.416599999999999,171.0,145.375,126.0,189.89600000000002,14.530999999999999,,2.25,204.42725000000002
2011-05-25,3.979,78.0,60.958,35.0,15.6572,21.2274,5.5704,19.868000000000002,223.0,182.25,139.0,192.0685,15.66075,,3.146,207.72925
2011-05-26,2.9165,80.0,70.5,58.0,18.0184,22.362599999999997,4.3442,22.2332,208.0,190.083,173.0,190.18775,18.4065,,3.646,208.59375
2011-05-27,2.5869999999999997,89.0,75.167,66.0,14.931000000000001,17.5672,2.6361999999999997,17.85,196.0,182.667,173.0,187.38375,10.906,,2.378,198.28975
2011-05-28,4.104,90.0,88.375,86.0,23.3084,27.9998,4.691599999999999,18.7084,194.0,183.667,171.0,192.48975000000002,22.70825,,1.229,215.198
2011-05-29,2.375,91.0,89.958,88.0,14.8252,17.2166,2.3916,9.8498,186.0,182.75,173.0,188.23975000000002,9.8645,,1.3955000000000002,198.10425
2011-05-30,2.0835,88.0,70.583,52.0,11.2494,13.7296,2.4804000000000004,7.516800000000001,210.0,179.417,165.0,185.427,9.126999999999999,,1.6595,194.554
2011-05-31,2.4585,63.0,58.625,52.0,9.425,11.041599999999999,1.6168,18.625,170.0,155.083,131.0,186.99975,13.41675,,2.5,200.41675
2011-06-01,2.8335,65.0,58.792,49.0,12.0916,14.7332,2.6416,33.6084,183.0,155.417,130.0,187.9795,11.406,,4.583,199.3855
2011-06-02,3.458,90.0,84.125,67.0,24.5094,40.768,16.2584,33.2918,176.0,164.958,152.0,192.28125,23.23475,,1.904,215.51625
2011-06-03,4.3695,87.0,73.167,55.0,20.409399999999998,27.618599999999997,7.2092,31.468799999999998,236.0,194.792,156.0,190.623,21.162,,3.125,211.78525
2011-06-04,2.708,86.0,68.625,50.0,8.7668,10.925,2.1584,33.4416,257.0,222.958,191.0,185.8125,11.53125,,2.25,197.34375
2011-06-05,1.7919999999999998,78.0,66.458,53.0,4.5084,5.524800000000001,1.0166,31.2332,251.0,227.083,197.0,181.906,6.218500000000001,,1.854,188.125
2011-06-06,3.667,81.0,65.375,32.0,15.425,17.7358,2.3106,39.1534,272.0,218.833,183.0,187.89,12.7935,,3.625,200.68375
2011-06-07,3.021,82.0,70.625,49.0,12.475,14.7002,2.2252,36.1082,234.0,213.667,198.0,184.65625,10.0835,,3.1665,194.73925
2011-06-08,2.9375,88.0,80.083,69.0,22.7498,25.8084,3.0582000000000003,19.3166,215.0,194.375,178.0,188.031,21.80225,,3.604,209.83325
2011-06-09,3.3125,82.0,70.458,43.0,14.218,18.128800000000002,3.9108000000000005,24.3932,257.0,213.75,185.0,187.9525,12.7455,,4.4079999999999995,200.698
2011-06-10,2.1639999999999997,80.0,72.667,64.0,8.5544,10.6872,2.1326,17.1934,255.0,233.958,212.0,181.2605,7.308,,2.5415,188.5685
2011-06-11,2.9585,87.0,82.708,76.0,16.5584,19.7666,3.2084,37.3334,237.0,223.333,209.0,183.5625,12.84375,,2.979,196.406
2011-06-12,3.7915,84.0,72.875,52.0,19.1168,23.0166,3.9,42.225,255.0,224.833,207.0,194.28125,16.16675,,4.6875,210.44774999999998
2011-06-13,3.7085,90.0,80.958,70.0,20.9654,25.6492,4.6842,25.1478,237.0,208.792,185.0,187.67725000000002,17.26775,,3.6705,204.94525
2011-06-14,3.25,85.0,79.125,72.0,19.225,23.8666,4.6415999999999995,32.4666,227.0,213.542,201.0,189.16649999999998,17.729,,4.354,206.89600000000002
2011-06-15,3.0,84.0,63.125,51.0,13.833400000000001,16.6002,2.7666,15.8416,228.0,212.792,200.0,190.54149999999998,14.20825,,4.0625,204.75
2011-06-16,3.25,88.0,73.708,64.0,16.5494,21.169,4.6198,19.5334,237.0,208.458,183.0,189.12975,15.4755,,3.7335,204.605
2011-06-17,2.659,89.0,85.083,80.0,16.7696,20.3226,3.553,15.0084,207.0,193.5,180.0,187.5755,18.6505,,2.9165,206.22625
2011-06-18,2.875,88.0,79.875,64.0,16.8248,20.7,3.875,16.275,228.0,201.875,189.0,186.6875,11.63575,,3.042,198.323
2011-06-19,3.6875,87.0,79.0,66.0,15.875,18.1002,2.225,26.675,240.0,215.167,199.0,191.45825,14.302,,3.604,205.7605
2011-06-20,2.1875,86.0,80.542,72.0,10.3812,13.820600000000002,3.4394,15.9672,251.0,230.583,215.0,180.226,9.12875,,2.905,189.3545
2011-06-21,1.646,80.0,72.583,62.0,5.7918,8.133199999999999,2.3416,15.416599999999999,272.0,246.917,233.0,177.0,8.729,,1.854,185.72925
