date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-12-01,11.396,17.2915,5.896,5.5,186.458,2.958,16.333,202.792
2011-12-02,19.725,35.693,15.968,8.8545,187.0,5.333,23.75,210.75
2011-12-03,24.005499999999998,44.7065,20.7005,8.0835,185.75,5.375,28.417,214.167
2011-12-04,9.792,15.0625,5.271,4.3335,189.435,3.5,18.174,207.609
2011-12-05,8.6675,12.597999999999999,3.93,8.146,194.0,2.773,15.792,209.792
2011-12-06,20.5205,38.521,18.0,11.5,192.292,5.167,23.292,215.583
2011-12-07,13.229,23.1665,9.9375,9.8335,191.625,4.958,19.292,210.917
2011-12-08,11.021,18.0835,7.0625,7.146,192.208,3.375,17.667,209.875
2011-12-09,18.7085,34.979,16.2705,6.6875,193.417,4.583,22.333,215.75
2011-12-10,18.7295,34.0415,15.3125,7.5205,191.458,3.667,20.75,212.208
2011-12-11,12.1195,20.1235,8.004,5.5205,192.375,3.75,18.958,211.333
2011-12-12,13.326,24.307000000000002,10.981,8.625,189.043,4.792,19.783,208.826
2011-12-13,14.125,28.792,14.667000000000002,8.9165,192.542,8.167,20.417,212.958
2011-12-14,23.729,46.3335,22.604,7.4165,189.167,6.583,26.25,215.417
2011-12-15,13.4585,21.896,8.4375,12.354,189.125,4.625,18.792,207.917
2011-12-16,12.979500000000002,23.3335,10.354,5.896,189.542,4.167,17.0,206.542
2011-12-17,14.646,24.854,10.2085,5.229,189.083,3.333,16.292,205.375
2011-12-18,15.0,26.7295,11.729,7.271,187.667,2.667,16.167,203.833
2011-12-19,17.096,31.560000000000002,14.464,6.3955,188.833,4.609,18.833,207.667
2011-12-20,18.953000000000003,36.138,17.186,5.229,188.652,3.542,18.826,207.478
2011-12-21,26.4165,51.7915,25.375,8.0,188.167,5.583,22.958,211.125
2011-12-22,26.875,51.875,25.0,8.7085,187.917,6.333,29.5,217.417
2011-12-23,11.6665,21.125,9.4585,6.792,187.333,3.208,16.167,203.5
2011-12-24,14.646,26.3335,11.6875,7.479,188.5,3.167,15.958,204.458
2011-12-25,14.395499999999998,26.2705,11.875,4.729,188.375,3.875,15.958,204.333
2011-12-26,17.083,32.021,14.9375,5.0625,188.458,2.625,16.542,205.0
2011-12-27,13.4375,23.5075,10.07,5.0,187.25,3.375,14.917,202.167
2011-12-28,19.176000000000002,31.573999999999998,12.3975,10.0415,187.217,3.458,17.174,204.391
2011-12-29,16.4375,27.25,10.8125,14.021,187.0,4.375,18.708,205.708
2011-12-30,11.2915,20.2915,9.0,7.9375,187.833,3.792,16.167,204.0
2011-12-31,13.4795,21.646,8.1665,10.979,186.583,3.958,16.75,203.333
2012-01-01,9.75,12.354,2.604,,195.375,,6.292,201.667
2012-01-02,11.729,17.231,5.5015,,196.125,,8.667,204.792
2012-01-03,5.0115,6.697,1.686,,196.478,,4.696,201.174
2012-01-04,6.5415,9.104,2.5625,,195.875,,4.958,200.833
2012-01-05,17.104,24.2915,7.1875,,195.042,,9.833,204.875
2012-01-06,7.5,9.3125,1.8125,,194.833,,6.333,201.167
2012-01-07,13.0625,18.521,5.4585,,195.417,,7.75,203.167
2012-01-08,16.0625,21.833,5.771,,193.333,,8.714,202.048
2012-01-09,24.0415,36.479,12.4375,,193.458,,11.417,204.875
2012-01-10,11.7045,16.981,5.2765,,192.042,,6.458,198.5
2012-01-11,12.689,16.984499999999997,4.2955000000000005,,192.917,,5.958,198.875
2012-01-12,27.771,44.8335,17.0625,,196.417,,15.25,211.667
2012-01-13,14.5,18.292,3.7915,,195.208,,8.125,203.333
2012-01-14,20.2085,28.417,8.2085,,193.625,,10.667,204.292
2012-01-15,11.604,16.122999999999998,4.519,,191.826,,7.391,199.217
2012-01-16,17.896,27.854,9.958,,192.174,,12.0,204.174
2012-01-17,13.5835,19.1875,5.604,,192.625,,9.833,202.458
2012-01-18,9.462,13.634500000000001,4.172000000000001,,192.75,,7.583,200.333
2012-01-19,7.9585,11.229,3.271,,191.458,,6.75,198.208
2012-01-20,5.292,7.0205,1.7294999999999998,,191.917,,6.417,198.333
2012-01-21,16.6455,24.6875,8.0415,,192.833,,10.958,203.792
2012-01-22,21.0415,32.521,11.4795,,193.304,,14.652,207.957
2012-01-23,26.625,46.9165,20.2915,,192.75,,16.833,209.583
2012-01-24,29.0,50.354,21.354,,193.87,,17.478,211.348
2012-01-25,12.5415,19.7915,7.25,,192.833,,6.75,199.583
2012-01-26,12.8675,18.890500000000003,6.0225,,193.208,,6.25,199.458
2012-01-27,12.782499999999999,16.432000000000002,3.6495,,191.375,,6.75,198.125
2012-01-28,14.1665,21.146,6.979,,191.0,,9.435,200.435
2012-01-29,7.2915,9.4165,2.125,,192.292,,4.708,197.0
2012-01-30,9.854,14.5,4.646,,193.167,,6.75,199.917
2012-01-31,24.0835,41.146,17.0625,,194.75,,11.917,206.667
2012-02-01,26.5835,41.3545,14.771,,193.174,,17.043,210.217
2012-02-02,6.6875,8.6665,1.9794999999999998,,189.75,,5.875,195.625
2012-02-03,4.0755,5.513,1.4375,,192.833,,2.667,195.5
2012-02-04,14.969999999999999,23.136499999999998,8.1665,,192.5,,9.208,201.708
2012-02-05,6.9165,9.2915,2.375,,191.958,,3.917,195.875
2012-02-06,18.4165,25.8545,7.4375,,191.5,,8.542,200.042
2012-02-07,18.0625,25.729,7.6665,,191.125,,9.0,200.125
2012-02-08,4.8125,6.604,1.7915,,189.708,,2.292,192.0
2012-02-09,12.4375,15.729500000000002,3.2915,,193.455,,8.727,202.182
2012-02-10,10.625,12.7085,2.0835,,192.542,,8.917,201.458
2012-02-11,5.7669999999999995,7.7725,2.0055,,193.292,,6.417,199.708
2012-02-12,16.182000000000002,23.445,7.263,,195.5,,10.875,206.375
2012-02-13,13.75,19.3335,5.583,,194.542,,11.0,205.542
2012-02-14,13.0625,17.4165,4.354,,192.292,,9.833,202.125
2012-02-15,16.4375,22.354,5.917,,196.75,,13.708,210.458
2012-02-16,7.9165,10.458,2.5415,,195.0,,7.958,202.958
2012-02-17,11.896,15.354500000000002,3.4585,,194.435,,7.087,201.522
2012-02-18,19.5625,30.396,10.832999999999998,,194.042,,13.292,207.333
2012-02-19,7.966,11.375,3.409,,193.667,,6.0,199.667
2012-02-20,9.348500000000001,14.6325,5.284,,194.333,,5.333,199.667
2012-02-21,8.5,12.1665,3.6665,,195.0,,5.917,200.917
2012-02-22,12.5205,16.417,3.8955,,193.667,,7.0,200.667
2012-02-23,9.896,13.542000000000002,3.646,,193.0,,6.417,199.417
2012-02-24,7.8125,10.271,2.4585,,193.292,,4.792,198.083
2012-02-25,11.917,16.75,4.8335,,193.304,,3.478,196.783
2012-02-26,17.3125,24.4165,7.1045,,189.5,,8.455,197.955
2012-02-27,33.697,53.016999999999996,19.32,,186.609,,16.348,202.957
2012-02-28,18.716,25.4845,6.769,,189.083,,10.5,199.583
2012-02-29,,,,,,,,
2012-03-01,25.521,38.979,13.457999999999998,,188.75,,13.958,202.708
2012-03-02,3.5625,5.1455,1.5830000000000002,,184.667,,1.542,186.208
2012-03-03,5.4165,7.125,1.7080000000000002,,183.958,,2.583,186.542
2012-03-04,16.5,23.354,6.854,,185.25,,7.792,193.042
2012-03-05,21.0415,28.021,6.979,,193.739,,15.696,209.435
2012-03-06,17.7295,22.3125,4.5835,,194.5,,13.208,207.708
2012-03-07,21.3085,27.5585,6.25,,194.708,,16.292,211.0
2012-03-08,17.53,24.9205,7.3905,,191.917,,14.875,206.792
2012-03-09,8.25,11.0205,2.771,,193.292,,8.625,201.917
2012-03-10,5.0,6.104,1.104,,192.583,,8.75,201.333
2012-03-11,6.1455,8.5,2.354,,194.792,,7.958,202.75
2012-03-12,14.0,18.146,4.146,,192.042,,11.917,203.958
2012-03-13,20.1665,29.6875,9.521,,193.304,,17.739,211.043
2012-03-14,6.5,8.8955,2.3955,,196.375,,10.25,206.625
2012-03-15,13.0075,17.4415,4.4335,,195.708,,13.208,208.917
2012-03-16,9.0625,12.7915,3.729,,194.958,,11.083,206.042
2012-03-17,11.25,14.146,2.896,,196.208,,13.917,210.125
2012-03-18,23.1875,33.875,10.6875,,193.708,,19.042,212.75
2012-03-19,17.167,22.583,5.417,,195.5,,15.583,211.083
2012-03-20,13.5835,17.4375,3.8545,,196.625,,14.5,211.125
2012-03-21,6.4375,8.4165,1.979,,194.455,,4.909,199.364
2012-03-22,12.25,15.6875,3.4375,,,,,
2012-03-23,5.216,6.984500000000001,1.7690000000000001,,,,,
2012-03-24,8.8655,11.54,2.6745,,,,,
2012-03-25,11.875,17.2085,5.3335,,,,,
2012-03-26,6.146,8.1455,2.0,,,,,
2012-03-27,16.0,21.0625,5.0625,,,,,
2012-03-28,18.625,26.646,8.021,,,,,
2012-03-29,9.292,12.708,3.417,,196.333,,11.0,207.333
2012-03-30,7.6045,10.5625,2.9585,,199.5,,6.625,206.125
2012-03-31,11.439,15.371,3.932,,204.458,,9.25,213.708
2012-04-01,11.854,18.0625,6.2085,,,,,
2012-04-02,12.051,17.7915,5.7405,,,,,
2012-04-03,22.0,32.917,10.9165,,,,,
2012-04-04,4.896,7.021,2.125,,195.75,,10.25,206.0
2012-04-05,12.5625,17.6665,5.1045,,191.957,,7.261,199.217
2012-04-06,15.979,23.1875,7.2085,,191.583,,8.958,200.542
2012-04-07,8.6875,12.667000000000002,3.9795,,190.913,,5.217,196.13
2012-04-08,10.896,16.042,5.146,,191.708,,7.167,198.875
2012-04-09,7.5625,10.771,3.208,,189.176,,7.059,196.235
2012-04-10,15.845,21.2955,5.4505,,192.333,,11.167,203.5
2012-04-11,20.254,26.6665,6.413,,189.043,,14.87,203.913
2012-04-12,9.7295,13.1875,3.4585,,190.083,,9.083,199.167
2012-04-13,10.7085,14.5415,3.833,,191.083,,9.667,200.75
2012-04-14,15.1875,21.6875,6.5,,192.875,,13.542,206.417
2012-04-15,11.5625,16.5,4.9375,,193.833,,12.042,205.875
2012-04-16,14.875,23.604,8.729,,193.0,,14.333,207.333
2012-04-17,15.5625,23.7915,8.2295,,191.625,,14.75,206.375
2012-04-18,12.7845,21.5305,8.7455,,191.375,,13.292,204.667
2012-04-19,8.1655,11.883500000000002,3.718,,189.522,,6.087,195.609
2012-04-20,8.25,11.5455,3.2955,,190.458,,6.792,197.25
2012-04-21,9.458,12.3125,2.854,,190.958,,6.75,197.708
2012-04-22,6.8545,8.458,1.6044999999999998,,189.375,,5.667,195.042
2012-04-23,12.2295,17.0835,4.854,,186.125,,8.875,195.0
2012-04-24,8.729,11.9165,3.1875,,187.875,,7.75,195.625
2012-04-25,9.379,13.7275,4.3485000000000005,,189.5,,7.792,197.292
2012-04-26,9.3125,12.9585,3.646,,187.792,,8.458,196.25
2012-04-27,6.917,9.1875,2.271,,191.043,,10.043,201.087
2012-04-28,10.981,14.5015,3.521,,192.792,,13.25,206.042
2012-04-29,8.875,11.2085,2.3335,,191.708,,13.708,205.417
2012-04-30,11.7085,14.479,2.7705,,191.625,,15.25,206.875
2012-05-01,11.9795,15.6875,3.7085,,190.167,,16.333,206.5
2012-05-02,10.4165,14.625,4.208,,187.958,,13.875,201.833
2012-05-03,6.949,9.699,2.75,,186.792,,10.625,197.417
2012-05-04,10.9165,15.979,5.0625,,186.875,,12.792,199.667
2012-05-05,6.5415,8.6665,2.125,,188.478,,4.652,193.13
2012-05-06,7.572,9.4545,1.8824999999999998,,190.417,,5.458,195.875
2012-05-07,6.0205,7.625,1.604,,191.708,,4.333,196.042
2012-05-08,7.2915,9.3335,2.0415,,198.333,,7.762,206.095
2012-05-09,8.729,11.979,3.25,,203.833,,8.958,212.792
2012-05-10,9.521,13.229,3.7085,,204.208,,7.083,211.292
2012-05-11,7.484500000000001,11.2045,3.7199999999999998,,202.708,,5.875,208.583
2012-05-12,4.458,6.25,1.7915,,201.792,,3.167,204.958
2012-05-13,4.146,5.4795,1.3335,,189.348,,3.348,192.696
2012-05-14,8.203,11.466,3.263,,188.625,,5.833,194.458
2012-05-15,17.6875,26.1495,8.462,,188.958,,11.542,200.5
2012-05-16,10.2295,13.5625,3.3335,,187.217,,8.348,195.565
2012-05-17,10.5835,13.1875,2.604,,188.917,,7.417,196.333
2012-05-18,9.1665,11.7915,2.625,,189.458,,6.542,196.0
2012-05-19,6.5435,8.678,2.1345,,189.75,,4.917,194.667
2012-05-20,7.4375,9.5,2.0625,,189.625,,5.958,195.583
2012-05-21,10.667,14.229500000000002,3.5625,,189.783,,12.478,202.261
2012-05-22,8.9165,12.831499999999998,3.915,,188.696,,12.0,200.696
2012-05-23,10.125,13.875,3.75,,187.375,,10.667,198.042
2012-05-24,8.167,10.854,2.6875,,185.792,,10.667,196.458
2012-05-25,8.125,10.5,2.375,,186.333,,11.208,197.542
2012-05-26,8.1665,10.9585,2.7915,,186.667,,10.917,197.583
2012-05-27,7.0245,9.193,2.1685,,188.292,,9.875,198.167
2012-05-28,9.646,13.020499999999998,3.375,,188.583,,11.458,200.042
2012-05-29,8.5205,11.4375,2.9165,,188.957,,7.565,196.522
2012-05-30,8.1135,11.8825,3.769,,189.435,,7.652,197.087
2012-05-31,6.479,9.979,3.5,,189.083,,5.917,195.0
2012-06-01,6.333,9.104,2.771,,188.833,,6.167,195.0
2012-06-02,6.917,9.5625,2.6455,,189.083,,7.125,196.208
2012-06-03,6.0,8.3955,2.396,,189.333,,6.5,195.833
2012-06-04,7.6195,11.057,3.4375,,189.375,,7.417,196.792
2012-06-05,7.854,10.2915,2.4375,,188.5,,8.083,196.583
2012-06-06,12.5,17.229,4.729,,188.13,,11.13,199.261
2012-06-07,10.2555,14.697,4.4415,,188.083,,11.0,199.083
2012-06-08,9.6085,14.0655,4.4565,,188.048,,11.714,199.762
2012-06-09,9.0835,13.0,3.9165,,187.625,,10.292,197.917
2012-06-10,7.0415,10.4375,3.396,,186.375,,8.333,194.708
2012-06-11,7.5415,10.9375,3.3955,,187.208,,9.0,196.208
2012-06-12,5.585,9.3505,3.7655,,187.917,,7.958,195.875
2012-06-13,5.1045,8.292,3.1875,,188.417,,6.042,194.458
2012-06-14,6.8125,11.2085,4.396,,188.826,,7.304,196.13
2012-06-15,7.7485,12.418500000000002,4.6705000000000005,,189.292,,5.667,194.958
2012-06-16,8.396,13.0835,4.6875,,189.583,,6.833,196.417
2012-06-17,6.3125,10.208,3.896,,187.292,,5.5,192.792
2012-06-18,8.3335,13.75,5.417,,186.0,,6.478,192.478
2012-06-19,10.708,17.4165,6.7085,,188.5,,10.727,199.227
2012-06-20,6.339,10.6175,4.2785,,185.292,,6.0,191.292
2012-06-21,5.9585,10.3125,4.354,,185.625,,5.292,190.917
2012-06-22,7.7295,12.625,4.896,,187.957,,9.217,197.174
2012-06-23,6.7995,14.331499999999998,7.5325,,186.833,,8.542,195.375
2012-06-24,5.833,11.771,5.9375,,188.167,,8.25,196.417
2012-06-25,6.271,13.4585,7.1875,,188.875,,8.333,197.208
2012-06-26,8.854,15.8125,6.958,,189.292,,9.667,198.958
2012-06-27,9.7085,16.4375,6.7295,,190.292,,9.708,200.0
2012-06-28,10.8165,17.271,6.4545,,190.75,,12.125,202.875
2012-06-29,10.3915,16.904,6.5125,,192.304,,12.87,205.174
2012-06-30,4.792,6.042,1.25,,193.174,,11.13,204.304
2012-07-01,3.875,5.167,1.292,,189.958,,7.958,197.917
2012-07-02,4.458,6.208,1.75,,187.75,,8.667,196.417
2012-07-03,5.542,7.208,1.667,,191.083,,11.708,202.792
2012-07-04,4.174,5.391,1.217,,194.958,,12.667,207.625
2012-07-05,5.333,6.292,0.958,,192.208,,11.375,203.583
2012-07-06,4.545,5.409,0.864,,195.208,,12.167,207.375
2012-07-07,3.917,4.833,0.917,,192.792,,9.583,202.375
2012-07-08,3.208,4.0,0.792,,191.812,,5.812,197.625
2012-07-09,4.667,6.417,1.75,,,,,
2012-07-10,7.396,17.204,9.8085,,,,,
2012-07-11,8.344999999999999,20.32,11.9755,,,,,
2012-07-12,7.4165,21.7295,14.3125,,188.0,,8.0,196.0
2012-07-13,3.5205,7.125,3.604,,185.958,,4.75,190.708
2012-07-14,5.765499999999999,16.818,11.052999999999999,,186.25,,5.667,191.917
2012-07-15,8.4375,25.6665,17.229,,188.667,,7.417,196.083
2012-07-16,12.4165,37.1875,24.771,,,,,
2012-07-17,6.8125,15.957999999999998,9.145499999999998,,,,,
2012-07-18,6.917,21.7915,14.875,,,,,
2012-07-19,7.3525,19.189,11.837,,,,,
2012-07-20,5.208,14.4375,9.2295,,,,,
2012-07-21,5.991,16.0455,10.0545,,185.818,,4.091,189.909
2012-07-22,4.5075,14.168500000000002,9.661,,186.083,,2.5,188.583
2012-07-23,7.2705,18.4585,11.1875,,188.833,,4.125,192.958
2012-07-24,11.75,32.7915,21.042,,186.043,,14.174,200.217
2012-07-25,7.9585,20.75,12.7915,,183.083,,12.292,195.375
2012-07-26,5.979,16.1875,10.2085,,182.083,,9.25,191.333
2012-07-27,6.091,12.526499999999999,6.436,,179.792,,9.125,188.917
2012-07-28,5.333,10.229,4.896,,182.042,,8.458,190.5
2012-07-29,4.7295,11.2085,6.479,,181.833,,9.75,191.583
2012-07-30,6.0135,12.91,6.8965,,181.391,,9.957,191.348
2012-07-31,5.8125,11.4165,5.604,,179.875,,10.625,190.5
2012-08-01,6.3125,11.9375,5.625,,183.913,,11.087,195.0
2012-08-02,5.8335,11.146,5.3125,,187.958,,8.75,196.708
2012-08-03,6.75,14.6665,7.9165,,189.833,,10.292,200.125
2012-08-04,6.2955,17.8655,11.57,,189.042,,9.875,198.917
2012-08-05,5.125,10.729,5.604,,187.917,,9.75,197.667
2012-08-06,6.6665,14.021,7.3545,,184.125,,9.333,193.458
2012-08-07,6.6535,15.061,8.4075,,187.333,,8.458,195.792
2012-08-08,7.1455,20.5625,13.4165,,189.917,,9.583,199.5
2012-08-09,7.0,19.3955,12.395499999999998,,188.565,,8.043,196.609
2012-08-10,6.8335,16.75,9.9165,,186.0,,8.375,194.375
2012-08-11,6.375,17.4585,11.0835,,186.0,,8.833,194.833
2012-08-12,6.913,17.928,11.0155,,188.652,,9.348,198.0
2012-08-13,8.8335,22.5,13.667000000000002,,191.25,,12.333,203.583
2012-08-14,5.6045,13.9165,8.3125,,190.25,,6.958,197.208
2012-08-15,6.301,15.405,9.104,,189.0,,8.826,197.826
2012-08-16,6.1665,13.4165,7.25,,184.833,,8.5,193.333
2012-08-17,7.5895,16.454,8.864,,190.783,,11.826,202.609
2012-08-18,6.021,17.833,11.8125,,189.583,,12.792,202.375
2012-08-19,4.2085,13.8125,9.6045,,184.958,,10.375,195.333
2012-08-20,6.345,14.370999999999999,8.026499999999999,,181.042,,13.0,194.042
2012-08-21,6.7915,15.4585,8.6665,,183.75,,12.917,196.667
2012-08-22,6.354,14.792000000000002,8.4375,,183.5,,12.417,195.917
2012-08-23,6.2995,14.375,8.0755,,180.542,,11.292,191.833
2012-08-24,6.5,17.4375,10.9375,,181.917,,11.708,193.625
2012-08-25,6.292,14.7915,8.5,,184.217,,9.652,193.87
2012-08-26,5.083,13.8125,8.7295,,185.583,,9.167,194.75
2012-08-27,5.699,13.4485,7.749499999999999,,187.286,,10.81,198.095
2012-08-28,6.841,16.038,9.197,,193.524,,12.048,205.571
2012-08-29,7.0415,14.875,7.8335,,193.091,,13.227,206.318
2012-08-30,5.8545,11.5835,5.729,,191.136,,11.364,202.5
2012-08-31,8.9775,16.6705,7.693,,194.375,,11.042,205.417
2012-09-01,5.4165,12.896,7.4795,,191.875,,9.083,200.958
2012-09-02,4.375,12.0625,7.6875,,185.043,,9.783,194.826
2012-09-03,5.125,14.8335,9.707999999999998,,183.083,,9.75,192.833
2012-09-04,7.3125,18.146,10.8335,,182.625,,9.708,192.333
2012-09-05,7.2555,21.271,14.0155,,182.435,,10.739,193.174
2012-09-06,7.5415,22.0835,14.542000000000002,,182.75,,9.25,192.0
2012-09-07,7.0835,16.6875,9.604,,189.583,,9.208,198.792
2012-09-08,7.8255,16.3695,8.5435,,190.333,,10.708,201.042
2012-09-09,9.2295,23.1665,13.9375,,185.5,,12.0,197.5
2012-09-10,10.122,28.747,18.625,,183.13,,13.826,196.957
2012-09-11,11.0,38.125,27.125,,183.087,,12.739,195.826
2012-09-12,9.958,34.542,24.583,,186.083,,11.208,197.292
2012-09-13,9.364,30.955,21.591,,185.87,,12.261,198.13
2012-09-14,9.333,28.417,19.083,,186.174,,11.696,197.87
2012-09-15,7.292,23.25,15.958,,185.208,,12.042,197.25
2012-09-16,6.708,22.292,15.583,,183.364,,11.091,194.455
2012-09-17,7.625,23.667,16.042,,182.478,,11.565,194.043
2012-09-18,5.75,15.792,10.042,,182.05,,8.35,190.4
2012-09-19,7.25,20.667,13.417,,182.042,,10.833,192.875
2012-09-20,9.583,23.125,13.542,,186.273,,9.0,195.273
2012-09-21,10.341,26.068,15.7275,,186.292,,10.958,197.25
2012-09-22,8.2295,22.521,14.2915,,187.792,,10.958,198.75
2012-09-23,7.8955,19.4375,11.542000000000002,,186.542,,9.0,195.542
2012-09-24,8.0415,19.729,11.6875,,186.583,,8.875,195.458
2012-09-25,8.896,20.2915,11.396,,187.909,,8.591,196.5
2012-09-26,7.3955,17.9375,10.5415,,191.0,,9.0,200.0
2012-09-27,6.0835,14.104500000000002,8.021,,,,,
2012-09-28,7.4165,15.5625,8.1455,,187.5,,7.0,194.5
2012-09-29,9.2655,22.146,12.8805,,187.167,,9.083,196.25
2012-09-30,9.4165,23.0,13.5835,,187.909,,8.818,196.727
2012-10-01,6.4165,15.0,8.583,,188.273,,5.091,193.364
2012-10-02,7.5835,20.5205,12.9375,,190.727,,8.045,198.773
2012-10-03,8.521,19.75,11.229,,190.238,,7.476,197.714
2012-10-04,8.3335,18.4165,10.083,,188.913,,6.217,195.13
2012-10-05,9.4165,22.542,13.125,,188.609,,6.696,195.304
2012-10-06,11.4165,26.5835,15.1665,,190.478,,9.174,199.652
2012-10-07,7.186,17.2515,10.0665,,191.833,,6.625,198.458
2012-10-08,7.646,17.8125,10.1665,,191.783,,7.217,199.0
2012-10-09,10.5625,23.292,12.729500000000002,,192.917,,10.833,203.75
2012-10-10,10.271,23.6455,13.375,,191.583,,7.583,199.167
2012-10-11,12.333,24.792,12.457999999999998,,188.708,,7.25,195.958
2012-10-12,9.771,20.0625,10.2915,,190.348,,10.478,200.826
2012-10-13,5.6739999999999995,10.9565,5.2829999999999995,,190.167,,9.0,199.167
2012-10-14,7.8525,10.871,3.019,,,,,
2012-10-15,5.32,7.0835,1.763,,199.0,,11.667,210.667
2012-10-16,7.0415,10.125,3.083,,199.333,,12.667,212.0
2012-10-17,11.1875,16.625,5.4375,,197.792,,15.958,213.75
2012-10-18,4.896,6.729,1.8335,,198.5,,11.417,209.917
2012-10-19,6.354,9.271,2.9165,,197.542,,10.333,207.875
2012-10-20,7.354,11.625,4.2705,,189.348,,7.696,197.043
2012-10-21,5.604,7.0625,1.4585,,189.542,,6.292,195.833
2012-10-22,10.776499999999999,17.746,6.97,,188.652,,11.0,199.652
2012-10-23,7.176,10.2725,3.0965,,185.458,,6.292,191.75
2012-10-24,6.6045,9.0,2.396,,187.667,,5.0,192.667
2012-10-25,14.9375,23.0835,8.146,,190.875,,13.542,204.417
2012-10-26,11.104,16.104,5.0,,191.583,,11.292,202.875
2012-10-27,9.9585,15.0,5.042,,191.208,,11.917,203.125
2012-10-28,4.6875,6.5205,1.8335,,189.0,,9.0,198.0
2012-10-29,5.792,8.125,2.3335,,,,,
2012-10-30,7.551,12.893999999999998,5.3425,,,,,
2012-10-31,4.911,7.318,2.4074999999999998,,,,,
2012-11-01,9.875,16.625,6.75,,,,,
2012-11-02,2.6875,3.4585,0.771,,,,,
2012-11-03,5.146,7.875,2.729,,,,,
2012-11-04,6.2705,8.4375,2.1665,,,,,
2012-11-05,10.979,18.625,7.646,,189.136,,12.227,201.364
2012-11-06,15.375,27.5415,12.167000000000002,,188.333,,14.667,203.0
2012-11-07,15.697000000000001,21.481,5.784,,191.125,,13.625,204.75
2012-11-08,10.297,13.793500000000002,3.496,,188.083,,9.625,197.708
2012-11-09,8.0,10.875,2.875,,187.667,,7.5,195.167
2012-11-10,9.6045,14.6875,5.083,,190.5,,10.5,201.0
2012-11-11,8.854,15.354,6.5,,191.125,,11.042,202.167
2012-11-12,11.0415,15.5835,4.5415,,187.792,,12.167,199.958
2012-11-13,14.0,20.521,6.521,,192.174,,15.0,207.174
2012-11-14,8.146,10.9585,2.8125,,191.75,,9.458,201.208
2012-11-15,11.013,17.896,6.8825,,194.833,,13.375,208.208
2012-11-16,9.1475,14.121,4.9735,,193.304,,10.174,203.478
2012-11-17,11.6455,16.8125,5.1665,,191.542,,13.0,204.542
2012-11-18,3.104,4.1665,1.0625,,194.125,,6.667,200.792
2012-11-19,13.1455,22.083,8.9375,,187.0,,3.0,190.0
2012-11-20,8.1455,11.604,3.4585,,,,,
2012-11-21,9.417,14.104,4.6875,,,,,
2012-11-22,17.3915,35.152,17.761,,,,,
2012-11-23,8.212,11.8085,3.5965,,193.0,,11.087,204.087
2012-11-24,5.784,8.6025,2.818,,192.75,,7.917,200.667
2012-11-25,8.3125,10.9795,2.667,,192.958,,10.458,203.417
2012-11-26,15.8125,24.75,8.9375,,188.458,,14.167,202.625
2012-11-27,5.4375,7.458,2.0205,,195.583,,8.125,203.708
2012-11-28,11.75,21.7085,9.9585,,194.0,,10.708,204.708
2012-11-29,10.104,15.125,5.0205,,194.304,,10.304,204.609
2012-11-30,17.8125,30.7915,12.979500000000002,,197.292,,16.583,213.875
2012-12-01,7.5815,10.6175,3.036,,196.417,,8.75,205.167
2012-12-02,7.426,9.737,2.311,,196.625,,8.25,204.875
2012-12-03,19.0205,34.125,15.104500000000002,,194.625,,16.875,211.5
2012-12-04,10.9585,16.2295,5.271,,192.174,,10.391,202.565
2012-12-05,12.521,17.7295,5.2085,,195.0,,10.417,205.417
2012-12-06,9.0,13.125,4.125,,193.625,,8.25,201.875
2012-12-07,11.9375,17.229,5.292,,193.762,,7.905,201.667
2012-12-08,15.125,24.375,9.25,,192.917,,10.042,202.958
2012-12-09,9.217500000000001,12.892,3.6745,,192.208,,5.458,197.667
2012-12-10,15.282499999999999,26.1705,10.888,,191.833,,8.583,200.417
2012-12-11,13.5,18.625,5.125,,191.75,,6.333,198.083
2012-12-12,15.167,20.396,5.229,,193.682,,7.545,201.227
2012-12-13,24.4375,45.0,20.5625,,195.417,,14.75,210.167
2012-12-14,29.3335,55.875,26.5415,,197.217,,16.957,214.174
2012-12-15,24.271,37.0835,12.8125,,195.565,,15.783,211.348
2012-12-16,7.208,9.708,2.5,,191.542,,6.792,198.333
2012-12-17,23.2575,39.7615,16.504,,192.5,,15.083,207.583
2012-12-18,8.981,12.723500000000001,3.7424999999999997,,191.0,,6.75,197.75
2012-12-19,8.4165,12.083,3.6665,,192.167,,4.083,196.25
2012-12-20,12.2715,16.1605,3.8885,,188.955,,5.773,194.727
2012-12-21,14.3335,19.4585,5.125,,181.083,,7.208,188.292
2012-12-22,16.6665,27.625,10.9585,,179.957,,11.609,191.565
2012-12-23,7.167,9.917,2.75,,192.739,,7.739,200.478
2012-12-24,16.9795,24.104,7.125,,193.958,,11.333,205.292
2012-12-25,14.161000000000001,21.538,7.3765,,193.167,,10.125,203.292
2012-12-26,8.6365,13.0,4.3635,,196.917,,8.167,205.083
2012-12-27,9.104,13.354500000000002,4.25,,193.417,,7.292,200.708
2012-12-28,24.104,38.8125,14.7085,,194.458,,14.458,208.917
2012-12-29,23.2915,35.271,11.979,,195.261,,15.652,210.913
2012-12-30,22.729,33.1665,10.4375,,193.0,,15.292,208.292
2012-12-31,6.0,7.5,1.5,,195.304,,5.913,201.217
2013-01-01,6.6045,7.896,1.2915,,196.042,2.417,11.625,207.667
