date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,PM25_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-03-25,12.302,16.458,4.156,4.688,15.111,,194.75,4.696,8.125,202.875
2011-03-26,27.979,44.958,16.979,5.375,16.167,,197.792,6.083,15.958,213.75
2011-03-27,38.076,59.892,21.816,7.152,24.116,,199.158,6.87,29.947,229.105
2011-03-28,37.357,58.897,21.54,7.692,34.175,,197.042,6.958,34.083,231.125
2011-03-29,42.594,67.406,24.812,8.896,26.986,,195.292,6.5,24.958,220.25
2011-03-30,32.469,55.469,23.0,6.708,22.986,,193.391,5.333,31.217,224.609
2011-03-31,19.063,27.729,8.667,3.438,13.986,,186.125,4.5,14.25,200.375
2011-04-01,49.323,66.823,17.5,10.482,36.683,,197.0,7.125,29.087,226.087
2011-04-02,34.406,49.25,14.844,10.896,41.417,,196.042,7.0,30.958,227.0
2011-04-03,9.198,12.969,3.77,3.292,12.111,,189.292,4.043,8.625,197.917
2011-04-04,17.732,26.929,9.197,3.625,11.014,,190.136,4.417,11.909,202.045
2011-04-05,35.792,52.708,16.917,6.271,19.819,,193.75,5.958,25.583,219.333
2011-04-06,43.188,61.323,18.136,9.542,26.028,,194.125,5.917,24.292,218.417
2011-04-07,31.073,49.938,18.864,6.75,19.278,,190.522,5.083,22.913,213.435
2011-04-08,37.136,59.01,21.875,4.438,27.611,,191.667,5.125,34.417,226.083
2011-04-09,24.136,42.875,18.74,4.375,23.25,,189.0,5.542,20.917,209.917
2011-04-10,24.562,29.323,4.76,7.834,37.916,,194.522,5.652,20.522,215.043
2011-04-11,32.594,48.406,15.812,8.312,32.93,,193.5,6.125,22.125,215.625
2011-04-12,28.244,39.456,11.212,5.792,29.542,,193.261,5.375,16.609,209.87
2011-04-13,42.234,60.806,18.572,9.802,41.564,,193.87,6.217,24.696,218.565
2011-04-14,43.708,62.506,18.798,12.73,42.889,,193.833,7.792,29.833,223.667
2011-04-15,39.968,54.523,14.555,9.758,45.161,,192.375,5.708,35.375,227.75
2011-04-16,24.958,40.323,15.365,6.812,41.889,,193.913,6.0,24.435,218.348
2011-04-17,19.417,24.094,4.677,6.812,17.361,,193.292,4.261,12.667,205.958
2011-04-18,28.104,41.26,13.156,6.146,29.208,,192.458,4.25,16.792,209.25
2011-04-19,23.168,36.672,13.505,4.021,12.736,,190.913,5.833,25.913,216.826
2011-04-20,21.979,32.156,10.177,4.229,9.181,,192.333,4.792,23.25,215.583
2011-04-21,41.64,62.85,21.211,8.562,30.083,,198.304,5.917,52.217,250.522
2011-04-22,51.854,81.739,29.885,7.646,48.708,,202.13,9.208,64.391,266.522
2011-04-23,33.193,54.934,21.74,2.771,31.528,,196.0,6.417,37.375,233.375
2011-04-24,22.594,26.865,4.271,6.792,24.597,,191.083,4.739,15.708,206.792
2011-04-25,31.052,41.271,10.219,6.479,24.945,,192.87,7.125,20.217,213.087
2011-04-26,30.136,47.587,17.451,6.263,36.496,,189.917,6.042,23.917,213.833
2011-04-27,26.825,42.945,16.12,4.292,30.655,,185.0,5.348,18.0,203.0
2011-04-28,25.166,36.23,11.062,4.72,22.054,,190.696,6.208,18.435,209.13
2011-04-29,23.0,28.646,5.646,6.792,19.167,,194.417,6.25,17.292,211.708
2011-04-30,31.24,43.136,11.896,7.458,29.611,,196.292,5.625,22.708,219.0
2011-05-01,23.687,28.281,4.594,4.375,31.083,,193.043,2.652,23.348,216.391
2011-05-02,30.625,43.562,12.938,6.562,120.167,,195.333,1.708,24.458,219.792
2011-05-03,29.969,35.427,5.458,9.25,144.68,,195.391,2.792,20.87,216.261
2011-05-04,23.01,29.417,6.406,7.146,94.764,,194.043,2.083,18.522,212.565
2011-05-05,19.74,23.354,3.614,6.98,26.764,,189.958,1.708,13.917,203.875
2011-05-06,35.01,46.282,11.271,6.604,40.639,,192.375,2.292,24.042,216.417
2011-05-07,19.74,26.062,6.323,4.312,18.931,,185.609,2.625,15.478,201.087
2011-05-08,19.885,25.031,5.146,5.458,26.417,,186.667,2.348,11.333,198.0
2011-05-09,34.878,49.288,14.41,7.487,43.514,,189.652,5.522,19.87,209.522
2011-05-10,24.875,62.594,37.719,5.0,45.569,,185.043,7.583,26.957,212.0
2011-05-11,24.552,64.0,39.448,3.02,21.764,,184.208,4.083,30.5,214.708
2011-05-12,27.083,44.24,17.156,2.438,19.291,,186.087,3.261,30.435,216.522
2011-05-13,26.051,37.991,11.94,5.926,47.864,,186.958,2.625,14.625,201.583
2011-05-14,25.052,32.542,7.49,7.354,28.431,,191.375,2.5,16.583,207.958
2011-05-15,21.49,26.01,4.521,6.916,28.167,,192.826,3.609,20.391,213.217
2011-05-16,32.302,43.01,10.708,6.708,35.694,,190.458,4.667,19.792,210.25
2011-05-17,29.167,38.708,9.542,7.208,41.028,,192.583,3.833,21.583,214.167
2011-05-18,37.229,50.427,13.198,8.438,33.958,,194.391,4.0,28.174,222.565
2011-05-19,36.844,49.073,12.229,7.98,37.986,,192.083,5.667,27.542,219.625
2011-05-20,30.22,43.311,13.09,6.354,34.725,,189.696,3.583,24.739,214.435
2011-05-21,25.99,38.698,12.708,6.729,24.625,,185.087,4.167,23.391,208.478
2011-05-22,13.833,19.615,5.781,4.084,12.5,,185.417,3.087,13.25,198.667
2011-05-23,22.034,29.702,7.667,2.892,12.797,,188.444,5.208,13.778,202.222
2011-05-24,21.812,29.24,7.427,3.875,13.466,,,3.042,,
2011-05-25,36.948,50.406,13.458,8.625,21.334,,,4.333,,
2011-05-26,27.762,39.125,11.363,7.246,21.759,,,3.458,,
2011-05-27,23.764,35.184,11.42,3.392,9.399,,,4.045,,
2011-05-28,30.104,40.115,10.01,3.042,11.889,,,5.583,,
2011-05-29,13.396,17.198,3.802,2.084,6.056,,,3.087,,
2011-05-30,20.487,29.233,8.745,3.25,10.313,,196.3,1.913,17.9,214.2
2011-05-31,29.056,39.615,10.558,5.458,13.347,,199.333,2.958,20.208,219.542
2011-06-01,27.346,39.168,11.822,3.52,12.111,,204.958,3.583,23.958,228.917
2011-06-02,37.146,57.052,19.906,6.646,24.027,,204.217,3.708,28.565,232.783
2011-06-03,40.781,62.604,21.823,8.792,45.301,,205.542,4.292,28.708,234.25
2011-06-04,30.364,43.27,12.906,8.521,47.231,,194.625,4.583,24.458,219.083
2011-06-05,22.49,29.042,6.552,6.708,30.264,,233.13,,20.609,253.739
2011-06-06,42.94,63.366,20.426,9.43,41.804,,268.375,,24.0,292.375
2011-06-07,39.865,52.823,12.958,7.771,31.592,,231.292,,33.208,264.5
2011-06-08,29.275,40.409,11.134,6.125,18.87,,197.273,,17.773,215.045
2011-06-09,37.031,58.864,21.833,9.312,25.828,,188.083,,21.458,209.542
2011-06-10,43.074,70.567,27.493,9.608,46.144,,193.409,,37.818,231.227
2011-06-11,32.125,47.156,15.031,6.312,22.555,,189.208,,25.208,214.417
2011-06-12,25.806,30.277,4.47,6.25,41.528,,196.25,,27.125,223.375
2011-06-13,31.74,46.708,14.969,6.896,24.861,,190.261,,19.609,209.87
2011-06-14,34.386,50.916,16.531,7.229,30.472,,189.5,7.0,24.4,213.9
2011-06-15,40.437,56.406,15.969,7.771,21.986,,192.042,6.333,25.792,217.833
2011-06-16,26.816,35.616,8.8,4.27,21.218,,191.333,5.417,22.458,213.792
2011-06-17,35.886,47.385,11.5,5.938,18.356,,189.435,5.826,23.261,212.696
2011-06-18,42.01,57.042,15.031,6.75,40.243,,194.0,6.458,34.083,228.083
2011-06-19,30.438,41.438,11.0,6.188,33.945,,194.375,6.0,28.083,222.458
2011-06-20,36.126,58.423,22.297,4.875,22.96,,190.739,5.739,31.0,221.739
2011-06-21,32.96,62.397,29.436,5.764,22.265,,186.292,6.083,31.458,217.75
2011-06-22,30.719,72.011,41.292,9.062,41.808,,184.958,6.5,29.667,214.625
2011-06-23,15.388,40.006,24.618,4.008,25.588,,180.348,4.875,20.783,201.13
2011-06-24,15.354,37.802,22.448,4.0,26.979,,176.958,4.458,22.625,199.583
2011-06-25,15.368,41.722,26.353,5.48,28.242,,177.875,5.083,18.042,195.917
2011-06-26,12.208,23.771,11.562,5.125,19.558,,182.0,3.783,18.565,200.565
2011-06-27,10.583,29.656,19.073,3.0,17.271,,175.875,2.75,11.292,187.167
2011-06-28,19.031,46.677,27.646,6.646,23.194,,178.783,4.833,19.478,198.261
2011-06-29,27.052,53.521,26.468,10.479,29.604,,179.783,4.542,19.087,198.87
2011-06-30,28.635,52.542,23.906,10.0,36.25,,182.042,5.25,20.875,202.917
2011-07-01,27.51,54.104,26.594,7.916,40.396,,183.333,5.583,21.0,204.333
2011-07-02,24.979,42.427,17.448,6.792,34.5,,184.565,6.0,19.435,204.0
2011-07-03,23.354,30.052,6.698,8.084,60.646,,187.208,6.0,19.5,206.708
2011-07-04,22.823,43.323,20.5,5.146,43.896,,181.292,4.833,19.667,200.958
2011-07-05,29.666,44.152,14.487,6.742,40.542,,187.696,6.292,16.609,204.304
2011-07-06,29.344,40.412,11.068,6.299,37.908,,192.417,5.25,26.25,218.667
2011-07-07,21.895,56.699,34.805,3.896,35.318,,184.7,6.261,30.85,215.55
2011-07-08,21.792,61.052,39.26,7.625,27.125,,185.458,6.667,33.667,219.125
2011-07-09,17.74,43.323,25.583,7.521,22.042,,179.292,5.042,21.083,200.375
2011-07-10,15.594,27.073,11.479,7.188,19.583,,179.739,3.913,15.913,195.652
2011-07-11,20.219,38.969,18.75,6.125,20.042,,180.375,4.417,17.375,197.75
2011-07-12,18.776,48.947,30.171,5.417,18.56,,183.75,4.917,27.75,211.5
2011-07-13,19.458,45.5,26.042,7.375,15.062,,181.348,4.708,23.043,204.391
2011-07-14,18.952,41.758,22.806,7.354,18.229,,178.458,5.042,19.583,198.042
2011-07-15,30.656,56.75,26.094,10.229,25.771,,180.458,5.708,21.625,202.083
2011-07-16,26.26,40.052,13.792,9.604,31.875,,181.565,4.917,19.652,201.217
2011-07-17,14.104,20.594,6.49,8.48,23.438,,179.083,3.348,14.292,193.375
2011-07-18,8.021,14.948,6.927,2.604,15.166,,175.958,1.875,11.0,186.958
2011-07-19,10.896,22.136,11.24,2.416,9.312,,175.609,2.167,13.304,188.913
2011-07-20,14.331,22.658,8.326,3.595,10.562,,175.667,3.333,14.375,190.042
2011-07-21,28.614,55.875,27.26,5.604,12.014,,184.826,5.667,20.783,205.609
2011-07-22,27.327,47.263,19.936,6.506,20.391,,186.087,5.304,20.87,206.957
2011-07-23,25.458,37.802,12.344,9.458,38.68,,183.917,5.458,20.042,203.958
2011-07-24,16.187,20.614,4.427,8.125,30.57,,187.625,4.261,15.958,203.583
2011-07-25,23.719,37.427,13.708,7.646,29.486,,185.783,4.667,17.913,203.696
2011-07-26,22.562,37.594,15.031,6.98,23.236,,185.25,4.375,18.542,203.792
2011-07-27,17.417,44.281,26.865,6.708,16.472,,178.542,4.625,18.417,196.958
2011-07-28,22.61,43.86,21.25,7.74,28.251,,181.043,4.958,18.652,199.696
2011-07-29,29.875,50.729,20.854,11.146,32.167,,184.875,5.833,21.625,206.5
2011-07-30,23.552,37.0,13.448,9.396,32.25,,194.333,5.083,20.25,214.583
2011-07-31,16.114,20.448,4.334,8.604,33.25,,198.957,4.913,17.217,216.174
2011-08-01,19.052,28.01,8.958,7.708,30.458,,191.667,3.583,15.417,207.083
2011-08-02,22.781,33.938,11.156,6.729,26.167,,187.125,4.333,20.333,207.458
2011-08-03,19.75,33.0,13.25,8.125,16.917,,179.182,3.5,17.273,196.455
2011-08-04,13.88,31.306,17.426,8.622,12.682,,178.043,2.261,13.87,191.913
2011-08-05,19.742,38.12,18.378,5.152,16.142,,179.667,3.667,21.625,201.292
2011-08-06,15.75,35.886,20.135,7.27,17.181,,179.375,4.75,25.458,204.833
2011-08-07,14.677,27.312,12.635,8.562,17.514,,178.913,5.304,17.826,196.739
2011-08-08,20.5,46.333,25.833,8.396,19.806,,178.25,5.75,22.583,200.833
2011-08-09,30.354,47.834,17.479,10.771,36.542,,182.739,5.833,23.13,205.87
2011-08-10,26.891,44.628,17.737,9.666,48.331,,179.043,6.0,20.087,199.13
2011-08-11,24.186,38.762,14.576,8.562,34.069,,179.667,5.0,16.583,196.25
2011-08-12,24.563,34.667,10.104,9.604,36.75,,182.583,4.75,18.5,201.083
2011-08-13,19.906,25.0,5.094,10.02,49.583,,184.87,4.917,20.348,205.217
2011-08-14,13.042,18.469,5.427,7.5,44.333,,179.583,4.435,17.0,196.583
2011-08-15,15.01,21.989,6.979,8.02,32.584,,181.522,4.333,13.739,195.261
2011-08-16,19.15,28.092,8.942,8.28,40.707,,183.478,5.333,15.304,198.783
2011-08-17,24.584,42.849,18.265,9.292,45.75,,181.0,5.667,16.542,197.542
2011-08-18,23.289,42.598,19.309,8.508,52.375,,179.083,5.636,19.667,198.75
2011-08-19,24.99,36.792,11.802,7.021,23.639,,191.652,5.75,19.913,211.565
2011-08-20,26.01,32.875,6.864,6.666,20.292,,194.167,5.417,24.875,219.042
2011-08-21,20.51,25.583,5.073,5.208,34.236,,198.75,6.696,28.375,227.125
2011-08-22,28.49,41.656,13.167,7.646,20.917,,192.217,6.5,25.174,217.391
2011-08-23,21.271,39.469,18.198,7.396,30.764,,182.458,5.417,19.167,201.625
2011-08-24,21.51,42.969,21.458,8.812,24.181,,183.208,4.917,23.25,206.458
2011-08-25,17.938,38.479,20.542,7.646,13.792,,181.522,4.75,22.435,203.957
2011-08-26,18.823,40.562,21.74,8.041,18.778,,184.292,5.0,22.125,206.417
2011-08-27,24.084,32.614,8.531,7.416,24.042,,184.667,5.25,22.75,207.417
2011-08-28,15.406,19.75,4.344,9.125,32.208,,185.13,4.261,19.87,205.0
2011-08-29,22.531,32.875,10.344,9.939,34.333,,187.3,4.333,19.6,206.9
2011-08-30,19.25,29.365,10.115,9.396,18.25,,182.625,2.917,17.625,200.25
2011-08-31,15.346,28.094,12.748,7.73,16.957,,178.792,2.435,15.833,194.625
2011-09-01,11.636,24.948,13.312,4.583,16.084,,175.875,2.333,17.708,193.583
2011-09-02,7.002,13.137,6.135,3.002,18.759,,175.696,2.0,11.652,187.348
2011-09-03,10.333,17.99,7.656,3.229,10.528,,177.458,2.167,12.5,189.958
2011-09-04,16.604,23.875,7.271,4.292,12.028,,184.375,5.0,21.042,205.417
2011-09-05,24.979,42.354,17.375,6.167,11.07,,190.348,5.583,23.043,213.391
2011-09-06,27.198,41.562,14.365,7.542,14.708,,187.75,5.391,18.75,206.5
2011-09-07,32.968,47.269,14.301,10.021,17.427,,194.667,5.417,26.75,221.417
2011-09-08,33.334,46.156,12.823,11.354,27.293,,192.857,6.0,30.524,223.381
2011-09-09,25.792,43.75,17.958,10.479,28.125,,185.708,5.5,24.333,210.042
2011-09-10,21.448,36.521,15.073,9.396,28.792,,184.417,6.083,25.208,209.625
2011-09-11,13.292,20.958,7.667,9.084,20.583,,180.652,4.783,15.739,196.391
2011-09-12,19.427,34.458,15.032,9.333,17.208,,183.208,5.0,20.583,203.792
2011-09-13,22.89,37.249,14.359,10.216,20.809,,184.542,4.833,24.458,209.0
2011-09-14,29.812,44.802,14.99,11.854,27.472,,184.957,5.833,26.739,211.696
2011-09-15,21.939,37.456,15.516,11.56,19.322,,182.458,4.087,18.875,201.333
2011-09-16,15.219,35.344,20.125,6.834,14.305,,178.708,2.833,15.5,194.208
2011-09-17,21.79,44.148,22.358,7.042,15.181,,181.783,5.792,33.652,215.435
2011-09-18,12.875,24.615,11.74,7.792,19.054,,180.739,5.217,21.435,202.174
2011-09-19,13.114,21.104,7.99,7.0,16.167,,186.083,4.5,18.792,204.875
2011-09-20,23.802,41.24,17.438,3.917,8.479,,185.783,5.75,27.261,213.043
2011-09-21,19.452,34.658,15.206,3.792,8.028,,180.875,5.75,20.75,201.625
2011-09-22,22.75,40.427,17.677,5.312,9.014,,186.625,5.667,18.25,204.875
2011-09-23,20.188,28.292,8.104,7.062,9.722,,194.522,5.75,20.696,215.217
2011-09-24,20.969,28.562,7.594,7.166,17.291,,194.458,4.917,23.458,217.917
2011-09-25,14.573,19.75,5.177,7.334,14.958,,192.583,2.87,17.333,209.917
2011-09-26,24.937,35.614,10.677,6.396,18.028,,191.391,4.25,23.565,214.957
2011-09-27,30.052,42.875,12.823,8.312,19.334,,191.042,5.083,25.583,216.625
2011-09-28,32.646,45.468,12.823,9.125,23.847,,192.5,5.083,27.167,219.667
2011-09-29,30.173,42.592,12.418,9.29,23.92,,190.87,4.957,27.522,218.391
2011-09-30,24.854,39.542,14.688,6.333,22.111,,184.833,5.5,24.042,208.875
2011-10-01,15.469,23.375,7.906,5.916,14.403,,191.375,4.833,16.125,207.5
2011-10-02,14.438,18.385,3.948,5.938,12.097,,191.522,4.87,18.0,209.522
2011-10-03,19.354,30.802,11.448,4.396,7.361,,190.583,5.0,13.708,204.292
2011-10-04,31.01,44.084,13.073,6.771,14.153,,194.667,4.75,29.375,224.042
2011-10-05,30.396,43.458,13.062,4.292,17.958,,192.609,5.917,31.043,223.652
2011-10-06,28.531,43.562,15.031,5.125,9.333,,190.708,5.667,23.958,214.667
2011-10-07,28.748,41.944,13.196,7.229,30.472,,192.304,6.917,22.043,214.348
2011-10-08,32.104,41.26,9.156,9.75,35.472,,196.417,6.5,30.0,226.417
2011-10-09,20.75,23.573,2.823,11.146,38.639,,194.667,5.652,21.458,216.125
2011-10-10,24.521,29.114,4.594,10.75,40.097,,195.087,6.167,24.087,219.174
2011-10-11,44.302,62.281,17.979,9.958,55.722,,198.375,7.833,41.917,240.292
2011-10-12,39.625,60.084,20.458,9.729,55.731,,198.083,7.75,41.75,239.833
2011-10-13,50.646,68.344,17.698,10.188,59.596,,198.826,7.125,54.304,253.13
2011-10-14,37.887,58.381,20.494,6.082,42.162,,194.125,6.435,43.25,237.375
2011-10-15,26.5,39.084,12.583,5.375,14.25,,186.208,5.25,25.042,211.25
2011-10-16,17.364,22.636,5.271,7.375,26.278,,193.391,7.0,17.217,210.609
2011-10-17,32.136,49.667,17.531,7.958,28.694,,191.417,7.833,20.375,211.792
2011-10-18,22.573,34.562,11.99,5.863,16.627,,193.0,5.5,18.833,211.833
2011-10-19,25.729,35.625,9.896,7.438,19.153,,191.545,5.25,23.136,214.682
2011-10-20,24.417,37.281,12.864,8.938,16.583,,190.083,4.833,22.292,212.375
2011-10-21,21.521,33.073,11.552,6.292,12.025,,188.083,4.167,17.542,205.625
2011-10-22,24.26,36.854,12.594,7.584,10.875,,188.391,5.833,24.348,212.739
2011-10-23,20.99,28.552,7.562,6.416,10.042,,193.875,6.435,25.458,219.333
2011-10-24,33.292,54.771,21.479,8.938,13.208,,191.917,6.25,29.708,221.625
2011-10-25,26.958,49.458,22.5,7.792,19.646,,190.261,6.417,22.174,212.435
2011-10-26,21.896,33.458,11.562,5.125,5.584,,192.458,5.333,17.833,210.292
2011-10-27,29.219,44.74,15.521,6.292,13.083,,196.292,5.5,32.208,228.5
2011-10-28,31.485,40.476,8.991,7.652,17.239,,193.739,5.304,28.13,221.87
2011-10-29,36.688,47.104,10.417,9.667,19.375,,193.875,6.167,32.5,226.375
2011-10-30,18.677,22.052,3.375,5.208,23.396,,192.833,4.696,22.083,214.917
2011-10-31,29.052,44.208,15.156,6.146,16.125,,202.929,6.0,26.929,229.857
2011-11-01,34.781,55.916,21.135,8.25,17.104,,207.292,5.5,35.375,242.667
2011-11-02,36.125,51.021,14.896,9.0,23.842,,199.05,5.667,34.85,233.9
2011-11-03,36.052,47.271,11.218,9.625,31.639,,199.542,6.833,43.917,243.458
2011-11-04,39.688,63.864,24.177,10.604,31.486,,198.958,7.208,47.458,246.417
2011-11-05,38.198,54.156,15.958,6.688,49.167,,199.227,7.542,49.0,248.227
2011-11-06,23.021,33.406,10.386,6.312,24.569,,196.333,6.609,30.958,227.292
2011-11-07,23.615,37.99,14.375,4.604,12.042,,190.375,6.0,20.583,210.958
2011-11-08,25.938,42.312,16.375,5.604,14.367,,194.333,6.708,21.625,215.958
2011-11-09,23.469,38.562,15.094,4.458,13.167,,195.333,5.417,27.208,222.542
2011-11-10,25.64,39.758,14.117,4.774,15.902,,195.182,4.435,25.0,220.182
2011-11-11,30.625,49.836,19.21,4.668,16.772,,194.875,6.583,36.958,231.833
2011-11-12,36.468,66.753,30.285,7.896,20.25,,201.958,7.625,47.333,249.292
2011-11-13,25.969,36.719,10.75,7.417,32.445,,199.435,7.217,34.348,233.783
2011-11-14,37.773,61.56,23.786,8.375,48.444,,204.708,8.375,32.375,237.083
2011-11-15,28.844,49.823,20.979,5.604,19.861,,195.542,6.5,25.833,221.375
2011-11-16,28.462,43.932,15.47,4.271,10.903,,195.0,5.25,21.304,216.304
