date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean,CO_mean,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min
2011-02-06,196.375,32.2705,39.80566666666667,144.41666666666666,104.61133333333333,,1.375,39.52766666666667,228.64600000000002,8.1875,90.0,77.833,61.0,63.0,45.5,25.0
2011-02-07,196.731,37.3675,40.77166666666667,144.58833333333334,103.81700000000001,,1.136,35.02033333333333,234.0985,8.1085,94.0,89.0,82.0,103.0,78.0,45.0
2011-02-08,193.625,20.542,29.944666666666667,85.51400000000001,55.56966666666667,,1.667,15.889000000000001,214.167,5.146,85.0,59.048,38.0,92.0,62.333,23.0
2011-02-09,193.3465,21.1005,30.697999999999997,88.37733333333334,57.67933333333334,,1.792,12.455666666666668,214.447,4.877,81.0,40.333,15.0,98.0,44.958,2.0
2011-02-10,193.89600000000002,24.396,32.65266666666667,100.01400000000001,67.361,,1.833,19.083,218.29149999999998,5.5,63.0,47.542,32.0,98.0,47.583,0.0
2011-02-11,193.47899999999998,21.5835,27.569333333333333,72.097,44.52766666666667,,1.958,18.444666666666667,215.0625,5.604,70.0,47.042,27.0,107.0,50.667,4.0
2011-02-12,194.27100000000002,20.5625,21.125,47.389,26.263666666666666,,1.875,14.5,214.83350000000002,5.208,74.0,42.5,20.0,114.0,44.625,-5.0
2011-02-13,196.625,27.833,39.293,110.02133333333332,70.72833333333334,,2.458,24.548333333333336,224.458,6.316000000000001,62.0,43.375,28.0,100.0,48.958,-6.0
2011-02-14,193.4,26.128999999999998,39.74466666666667,124.32566666666666,84.58066666666666,,1.955,33.889,219.529,6.375,82.0,65.167,42.0,66.0,58.75,51.0
2011-02-15,193.8955,26.167,35.90266666666667,127.00033333333333,91.097,,2.042,25.146,220.0625,6.521,84.0,61.167,37.0,114.0,74.208,50.0
2011-02-16,192.66500000000002,18.3765,33.526666666666664,92.04766666666667,58.52166666666667,,2.167,23.340666666666664,211.04149999999998,4.8675,89.0,55.75,35.0,46.0,31.083,13.0
2011-02-17,194.10399999999998,23.9375,36.15266666666667,116.26366666666667,80.111,,1.75,26.305333333333333,218.04149999999998,5.9375,89.0,68.167,30.0,81.0,34.708,11.0
2011-02-18,192.25,14.208,24.471999999999998,67.15266666666666,42.68066666666667,,1.958,13.528,206.45850000000002,4.729,86.0,41.458,13.0,72.0,27.792,-3.0
2011-02-19,194.25,17.9585,22.861333333333334,46.80533333333333,23.944333333333333,,2.083,14.819333333333333,212.20850000000002,5.146,68.0,46.458,26.0,85.0,24.958,-13.0
2011-02-20,193.1875,20.3125,34.486333333333334,101.06933333333332,66.58333333333333,,1.958,15.597333333333333,213.5,5.604,64.0,44.0,15.0,114.0,53.542,-5.0
2011-02-21,193.353,25.1515,40.40266666666667,112.03899999999999,71.63633333333333,,2.167,18.871666666666666,218.5045,5.873,69.0,42.833,15.0,131.0,67.458,3.0
2011-02-22,193.5755,18.2235,34.742333333333335,85.37966666666667,50.63733333333332,,3.182,27.5535,211.7995,5.0794999999999995,82.0,51.958,39.0,102.0,80.833,64.0
2011-02-23,193.3125,27.1455,39.291666666666664,118.72233333333334,79.43066666666667,,1.0,29.984333333333336,220.45850000000002,6.75,91.0,83.792,62.0,108.0,77.083,45.0
2011-02-24,193.667,20.542,38.486,94.86133333333333,56.375,,2.667,27.5,214.208,6.229,86.0,50.958,23.0,149.0,107.167,55.0
2011-02-25,193.52100000000002,19.521,29.471999999999998,66.84733333333334,37.37466666666666,,1.25,21.652666666666665,213.042,5.8955,89.0,79.625,66.0,105.0,66.125,39.0
2011-02-26,193.75,16.25,22.958333333333332,43.84733333333333,20.888666666666666,,1.375,15.333333333333334,210.0,5.2915,79.0,53.5,35.0,76.0,58.292,31.0
2011-02-27,192.375,13.2915,28.54133333333333,76.597,48.05566666666667,,1.333,13.610999999999999,205.667,4.3335,65.0,30.792,19.0,97.0,48.5,16.0
2011-02-28,194.29250000000002,15.826,31.816666666666666,80.77733333333335,48.96066666666667,,2.227,15.257,210.119,4.313000000000001,52.0,35.542,24.0,71.0,40.042,8.0
2011-03-01,192.27100000000002,23.917,36.55566666666667,109.79166666666667,73.236,,1.375,16.528000000000002,216.1875,5.417,82.0,66.833,50.0,122.0,77.458,36.0
2011-03-02,191.833,26.8125,34.513666666666666,127.55566666666668,93.04166666666667,,1.0,24.222333333333335,218.64600000000002,6.229,91.0,84.5,75.0,81.0,64.917,53.0
2011-03-03,192.29149999999998,17.75,28.097333333333335,59.736,31.638666666666666,,2.042,18.444666666666667,210.042,4.9585,90.0,62.75,39.0,124.0,78.958,48.0
2011-03-04,194.33350000000002,16.25,21.569333333333333,42.19433333333333,20.625,,1.667,22.486,210.58350000000002,5.146,89.0,62.917,50.0,69.0,54.833,25.0
2011-03-05,192.3825,22.258,35.85233333333333,102.34966666666666,66.49733333333333,,0.826,13.451666666666666,214.6405,5.6535,91.0,87.833,79.0,95.0,61.417,27.0
2011-03-06,196.10399999999998,35.6045,41.72233333333333,128.77766666666665,87.05566666666668,,1.583,31.722333333333335,231.70850000000002,7.1875,92.0,80.25,56.0,190.0,122.042,81.0
2011-03-07,192.458,22.143,36.32933333333333,96.60333333333334,60.274,,2.458,33.058,214.601,6.3870000000000005,91.0,62.318,31.0,158.0,128.864,115.0
2011-03-08,191.33350000000002,19.6455,35.416666666666664,91.20833333333333,55.791666666666664,,1.625,27.0,210.97899999999998,5.5415,70.0,60.375,52.0,109.0,100.125,86.0
2011-03-09,191.125,17.4585,30.041666666666668,91.27766666666666,61.236,,1.083,21.125,208.58350000000002,5.3125,88.0,81.833,59.0,98.0,69.75,48.0
2011-03-10,190.4375,13.1045,21.653000000000002,50.514,28.861333333333334,,1.0,9.458333333333334,203.542,4.5625,87.0,78.542,69.0,76.0,57.917,39.0
2011-03-11,192.22899999999998,17.8125,22.777666666666665,42.333,19.555666666666667,,1.417,19.180333333333333,210.04149999999998,5.208,84.0,68.25,47.0,110.0,71.042,43.0
2011-03-12,190.9375,16.1455,31.097333333333335,81.97233333333334,50.875,,1.5,12.235999999999999,207.08350000000002,4.875,77.0,41.042,18.0,117.0,70.25,20.0
2011-03-13,190.636,13.362,26.441999999999997,71.99233333333333,45.550666666666665,,1.208,11.794666666666666,203.998,3.9485,67.0,39.458,12.0,118.0,60.917,25.0
2011-03-14,192.14600000000002,18.75,35.034333333333336,94.11266666666666,59.07833333333334,,1.625,17.666666666666668,210.89600000000002,5.0735,63.0,49.167,29.0,119.0,67.875,28.0
2011-03-15,191.83350000000002,20.4585,34.754333333333335,96.41133333333335,61.657000000000004,,2.2,20.305333333333333,212.292,4.9585,70.0,40.875,20.0,140.0,70.75,11.0
2011-03-16,192.66649999999998,16.8335,34.047666666666665,81.887,47.839333333333336,,1.125,19.851,209.5,4.4375,61.0,42.042,18.0,118.0,71.417,1.0
2011-03-17,195.917,31.417,44.27766666666667,119.58300000000001,75.30566666666667,,1.167,51.25033333333334,227.333,8.3125,90.0,80.542,52.0,89.0,69.875,46.0
2011-03-18,196.3955,32.1665,31.402666666666665,78.08366666666667,46.68033333333333,,0.5,43.25,228.5625,8.75,95.0,87.292,75.0,125.0,97.583,73.0
2011-03-19,190.6875,15.792000000000002,28.366333333333333,78.78566666666667,50.41933333333333,,0.75,14.192,206.47899999999998,4.6965,93.0,44.625,25.0,132.0,94.083,63.0
2011-03-20,190.54149999999998,16.4165,28.124666666666666,66.93066666666667,38.80566666666667,,0.875,18.625,206.95850000000002,4.667,61.0,39.0,22.0,139.0,81.208,33.0
2011-03-21,190.72,14.588999999999999,30.349666666666668,75.61333333333333,45.264,,0.909,13.847333333333333,205.309,4.3125,54.0,34.375,11.0,144.0,83.333,40.0
2011-03-22,192.993,23.485999999999997,41.81666666666667,127.197,85.38066666666667,,1.667,26.139,216.47899999999998,5.95,68.0,41.458,26.0,166.0,99.333,15.0
2011-03-23,191.575,28.525,43.147999999999996,104.44433333333332,61.29633333333334,,0.917,29.08366666666667,220.1,6.609500000000001,93.0,72.75,46.0,121.0,91.667,77.0
2011-03-24,193.35399999999998,24.792,37.888666666666666,94.47833333333334,56.589666666666666,,0.5,23.889,218.14600000000002,7.375,92.0,84.708,68.0,114.0,85.417,58.0
2011-03-25,193.4375,17.604,19.666666666666668,42.014,22.347333333333335,,0.667,13.777666666666667,211.042,5.104,85.0,45.333,11.0,144.0,85.167,27.0
2011-03-26,194.79149999999998,18.3545,30.541666666666668,79.639,49.09733333333333,,1.0,15.430666666666667,213.14600000000002,4.75,69.0,44.542,24.0,123.0,65.917,13.0
2011-03-27,194.7485,20.129,37.26533333333333,100.06099999999999,62.79566666666667,,1.455,18.866,214.8765,5.279999999999999,67.0,44.792,20.0,145.0,83.333,16.0
2011-03-28,192.49450000000002,18.261499999999998,35.312999999999995,88.76366666666667,53.45066666666667,,1.667,27.145333333333337,210.75549999999998,5.1855,69.0,48.25,25.0,176.0,102.208,38.0
2011-03-29,191.6455,13.229,28.930333333333333,70.69433333333333,41.764,,1.208,19.902666666666665,204.875,3.9585,51.0,35.042,17.0,164.0,114.042,44.0
2011-03-30,189.33350000000002,10.646,20.527666666666665,36.986,16.458333333333332,,0.75,17.666666666666668,199.97899999999998,2.792,52.0,40.417,28.0,196.0,158.208,123.0
2011-03-31,186.72899999999998,10.104,15.013666666666666,26.389,11.375,,0.0,17.264,196.833,3.021,87.0,66.875,44.0,186.0,142.458,74.0
2011-04-01,191.27100000000002,15.1045,30.730999999999998,73.178,42.446999999999996,,1.292,19.680333333333333,206.375,4.104,71.0,49.292,25.0,160.0,104.625,35.0
2011-04-02,191.52100000000002,18.1045,31.486,64.847,33.361,,1.667,28.014,209.625,5.208,79.0,43.083,22.0,212.0,135.292,56.0
2011-04-03,192.16649999999998,12.6455,17.83366666666667,30.764,12.930666666666667,,1.958,19.374666666666666,204.8125,4.146,59.0,41.25,26.0,98.0,82.042,68.0
2011-04-04,191.08350000000002,11.6875,26.055333333333333,67.22233333333334,41.166333333333334,,1.083,14.430666666666667,202.7705,3.75,46.0,26.458,15.0,161.0,95.25,49.0
2011-04-05,194.10399999999998,19.146,36.875,86.73599999999999,49.861333333333334,,1.458,17.777666666666665,213.25,4.521,52.0,32.708,11.0,172.0,90.958,17.0
2011-04-06,192.0495,19.2485,36.81033333333334,81.15166666666666,44.341,,1.565,21.455000000000002,211.297,4.4559999999999995,60.0,42.542,18.0,189.0,126.333,43.0
2011-04-07,189.9205,17.7085,30.232333333333333,67.97133333333333,37.73866666666667,,1.333,20.732333333333333,207.6285,4.471500000000001,69.0,48.958,24.0,212.0,148.333,79.0
2011-04-08,186.6875,9.9375,15.777666666666667,26.986,11.208333333333334,,1.0,17.777666666666665,196.625,2.542,58.0,46.292,34.0,205.0,176.875,151.0
2011-04-09,186.7705,13.8125,18.319666666666667,34.5,16.180666666666667,,1.0,21.139,200.58350000000002,3.5,92.0,78.208,51.0,191.0,164.5,142.0
2011-04-10,189.79149999999998,12.979,13.680666666666667,22.45866666666667,8.777666666666667,,1.333,19.263666666666666,202.7705,3.875,83.0,60.208,34.0,185.0,146.125,113.0
2011-04-11,189.04149999999998,15.5415,26.055333333333333,58.028,31.971999999999998,,1.417,29.722333333333335,204.58350000000002,4.5,82.0,61.75,31.0,207.0,147.75,91.0
2011-04-12,188.83350000000002,11.875,25.014,56.013666666666666,31.0,,1.375,23.819333333333333,200.70850000000002,3.625,71.0,34.417,13.0,180.0,115.958,74.0
2011-04-13,189.95850000000002,17.125,32.458,72.59733333333334,40.138666666666666,,1.5,26.639,207.08350000000002,4.583,55.0,37.792,16.0,232.0,144.208,68.0
2011-04-14,189.6815,19.9545,39.47833333333333,90.33433333333333,50.85566666666667,,1.864,32.131,209.6365,6.2435,56.0,37.042,20.0,229.0,166.542,111.0
2011-04-15,187.6875,15.25,24.222333333333335,51.34733333333333,27.125,,2.042,30.736,202.9375,4.25,80.0,49.833,31.0,229.0,177.125,112.0
2011-04-16,186.1455,12.604,16.624666666666666,30.111,13.486333333333334,,1.0,25.444333333333333,198.75,4.6665,84.0,52.125,25.0,277.0,189.625,123.0
2011-04-17,188.7705,11.9585,13.819666666666668,24.236333333333334,10.416666666666666,,1.292,19.944333333333333,200.72899999999998,4.479,65.0,42.417,24.0,193.0,139.958,88.0
2011-04-18,189.60399999999998,15.708,28.569333333333333,65.611,37.041666666666664,,1.667,23.389,205.3125,5.104,90.0,60.0,46.0,169.0,146.833,124.0
2011-04-19,187.84449999999998,14.57,26.183666666666664,65.94166666666666,39.757666666666665,,1.0,16.041,202.414,4.808,92.0,74.875,26.0,189.0,116.333,76.0
2011-04-20,191.9345,17.634,29.736,67.47500000000001,37.73866666666667,,2.042,18.553,209.5685,5.0015,82.0,57.75,34.0,177.0,121.458,67.0
2011-04-21,190.708,17.021,28.569666666666667,71.81933333333333,43.24966666666666,,2.667,22.430666666666667,207.72899999999998,5.083,83.0,68.333,50.0,171.0,130.0,95.0
2011-04-22,189.167,18.479,31.805666666666667,71.36133333333333,39.55566666666667,,1.708,29.194666666666667,207.64600000000002,4.958,83.0,68.417,55.0,182.0,153.625,114.0
2011-04-23,184.625,11.521,17.625,30.971999999999998,13.347,,1.083,20.375,196.14600000000002,3.1875,94.0,90.333,85.0,178.0,159.458,137.0
2011-04-24,186.79149999999998,11.7915,12.402666666666667,21.111,8.708666666666666,,1.167,17.625333333333334,198.583,4.542,84.0,46.083,25.0,213.0,169.083,126.0
2011-04-25,188.95850000000002,16.421999999999997,27.627333333333336,61.971000000000004,34.34366666666667,,1.0,19.458333333333332,205.38049999999998,4.8335,75.0,44.167,23.0,205.0,149.5,85.0
2011-04-26,188.328,13.7485,25.090999999999998,56.13366666666667,31.042666666666666,,1.667,23.907,202.0755,4.65,66.0,44.958,24.0,222.0,160.958,81.0
2011-04-27,186.10250000000002,9.138,15.548000000000002,26.349666666666668,10.801666666666668,,1.0,44.413999999999994,195.24,3.709,87.0,61.292,36.0,257.0,208.167,178.0
2011-04-28,185.9375,11.1875,19.069666666666667,34.875,15.805666666666667,,1.042,22.541666666666668,197.125,4.375,93.0,49.375,27.0,245.0,197.75,134.0
2011-04-29,190.2295,15.2295,22.208333333333332,44.014,21.805666666666667,,1.417,18.541666666666668,205.458,4.8125,63.0,44.292,29.0,201.0,153.5,91.0
2011-04-30,190.3125,14.5835,18.749666666666666,37.30566666666667,18.555666666666667,,2.0,25.555666666666667,204.8955,4.354,65.0,46.0,27.0,237.0,178.917,101.0
2011-05-01,186.25,10.3335,9.027666666666667,13.235999999999999,4.208333333333333,,1.292,22.125,196.583,3.0835,93.0,60.958,29.0,215.0,188.583,154.0
2011-05-02,189.2705,18.8545,23.955333333333332,54.26433333333333,30.30933333333333,,1.435,61.20533333333333,208.125,5.458,91.0,52.708,24.0,239.0,187.792,133.0
2011-05-03,191.0625,17.917,22.847333333333335,44.153,21.305666666666667,,1.417,67.04166666666667,208.97899999999998,6.0415,84.0,57.875,34.0,190.0,164.5,144.0
2011-05-04,189.2705,15.7085,17.25,29.541666666666668,12.291333333333332,,1.375,32.722,204.97899999999998,5.0415,84.0,61.708,40.0,219.0,174.042,138.0
2011-05-05,190.6455,16.0415,18.333333333333332,32.986,14.652666666666667,,1.25,27.555666666666667,206.6875,5.146,75.0,57.958,44.0,171.0,154.75,139.0
2011-05-06,192.16649999999998,18.2085,31.819333333333333,68.05566666666667,36.236333333333334,,1.458,31.903000000000002,210.375,5.5835,75.0,59.0,40.0,218.0,168.917,124.0
2011-05-07,190.833,22.6045,27.91633333333333,66.40266666666666,38.486333333333334,,1.0,35.90266666666667,213.4375,6.271,92.0,85.667,77.0,179.0,158.833,144.0
2011-05-08,190.0625,19.5415,16.889,32.333333333333336,15.444333333333333,,1.292,27.514,209.60399999999998,5.3125,93.0,54.75,24.0,272.0,208.75,130.0
2011-05-09,191.22899999999998,20.375,30.389,59.625,29.236,,1.625,35.486,211.60399999999998,5.271,73.0,55.333,31.0,235.0,187.958,130.0
2011-05-10,186.25,23.708,29.083333333333332,59.93066666666667,30.847333333333335,,1.792,30.889,209.95850000000002,5.229,87.0,58.5,34.0,311.0,241.542,187.0
2011-05-11,193.4675,23.011499999999998,38.24633333333333,82.70766666666667,44.461666666666666,,1.13,23.657666666666668,216.47899999999998,6.5794999999999995,94.0,91.375,87.0,182.0,154.333,146.0
2011-05-12,198.1725,36.271,32.58566666666667,78.66566666666667,46.07966666666667,,1.0,17.078,234.44350000000003,5.509,93.0,89.542,77.0,171.0,159.333,144.0
2011-05-13,188.4375,22.3955,30.569333333333333,69.347,38.77766666666667,,1.917,28.889,210.83350000000002,5.646,91.0,67.708,42.0,261.0,213.917,168.0
2011-05-14,188.833,17.104,21.846999999999998,42.389,20.541666666666668,,1.458,42.333333333333336,205.9375,4.9375,71.0,34.458,15.0,280.0,217.708,149.0
2011-05-15,189.333,13.146,13.389000000000001,20.514,7.125,,1.375,23.319333333333333,202.47899999999998,4.125,44.0,26.667,12.0,257.0,207.917,147.0
2011-05-16,189.29149999999998,15.4375,27.277666666666665,51.264,23.986,,1.333,33.09733333333333,204.7295,4.1045,61.0,47.375,35.0,240.0,200.167,137.0
2011-05-17,188.83499999999998,17.3165,30.389,58.925999999999995,28.536666666666665,,1.391,35.70333333333333,206.1515,4.499499999999999,90.0,67.375,43.0,227.0,179.542,143.0
2011-05-18,189.83350000000002,17.583,28.20866666666667,57.5,29.291666666666668,,1.833,42.9585,207.41649999999998,5.0625,87.0,60.667,32.0,249.0,187.583,132.0
2011-05-19,188.8955,16.667,29.471999999999998,55.486333333333334,26.013666666666666,,1.667,36.56166666666667,205.5625,4.5835,73.0,49.0,25.0,273.0,207.417,131.0
2011-05-20,188.0795,18.6875,31.399333333333335,63.401666666666664,32.00233333333333,,1.458,44.309333333333335,206.767,4.574,77.0,55.75,35.0,282.0,222.667,161.0
2011-05-21,185.125,15.6665,20.861,39.05566666666667,18.194333333333333,,1.292,40.55533333333333,200.79149999999998,4.3335,79.0,59.708,42.0,278.0,233.125,172.0
2011-05-22,181.97899999999998,11.3125,10.458333333333334,18.236,7.778,,1.0,18.722333333333335,193.29149999999998,3.0415,92.0,70.792,47.0,282.0,218.042,156.0
2011-05-23,187.4245,15.4415,29.823333333333334,77.53366666666666,47.71066666666667,,0.684,19.541666666666668,202.8655,4.9375,88.0,77.5,62.0,182.0,156.792,126.0
2011-05-24,187.9375,17.25,31.125,68.20333333333333,37.077999999999996,,0.696,17.264,205.1875,4.667,93.0,76.625,50.0,193.0,148.458,123.0
2011-05-25,188.79149999999998,16.396,26.666666666666668,59.14000000000001,32.473333333333336,,1.542,21.175333333333334,205.1875,4.394,84.0,58.458,23.0,234.0,183.667,117.0
2011-05-26,190.70850000000002,17.771,29.389,71.22233333333334,41.833666666666666,,1.333,27.722333333333335,208.47899999999998,4.7085,81.0,65.458,42.0,230.0,194.458,157.0
2011-05-27,187.449,15.7085,24.480999999999998,56.300333333333334,31.819333333333333,,0.458,22.438,203.1575,3.953,94.0,81.125,54.0,205.0,179.333,163.0
2011-05-28,187.8545,18.021,25.972333333333335,57.708333333333336,31.736,,0.167,17.778000000000002,205.875,5.5205,94.0,90.958,86.0,201.0,183.208,161.0
2011-05-29,187.83350000000002,16.5835,17.138666666666666,31.597333333333335,14.457999999999998,,0.0,12.527666666666667,204.41649999999998,4.875,94.0,93.333,92.0,196.0,184.625,173.0
2011-05-30,183.5,11.146,18.833333333333332,40.888666666666666,22.055666666666667,,0.625,8.611333333333333,194.64600000000002,3.354,93.0,69.083,46.0,229.0,186.25,163.0
2011-05-31,186.6005,12.585,22.59166666666667,51.228,28.636,,1.25,19.680666666666667,199.186,3.7315,62.0,53.5,43.0,198.0,165.208,130.0
2011-06-01,188.892,14.29,26.0,67.968,41.967999999999996,,1.261,34.476333333333336,203.18200000000002,4.354,72.0,56.708,47.0,178.0,153.875,128.0
2011-06-02,190.25,24.0,30.236333333333334,81.27766666666666,51.041666666666664,,1.167,34.403,214.25,5.734500000000001,93.0,87.792,75.0,180.0,159.417,141.0
2011-06-03,189.8125,21.021,29.680666666666667,77.30566666666667,47.625,,1.375,27.222333333333335,210.833,5.917,93.0,74.083,47.0,257.0,199.917,152.0
2011-06-04,187.0,15.2295,19.777666666666665,38.138666666666666,18.361,,0.958,35.611,202.22899999999998,4.7295,86.0,65.917,47.0,274.0,220.625,155.0
2011-06-05,186.3125,15.854,14.472333333333333,23.25,8.778,,0.833,43.56933333333333,202.16649999999998,4.875,86.0,65.583,49.0,270.0,223.833,179.0
2011-06-06,186.708,15.146,28.486,52.55566666666667,24.069333333333333,,1.292,37.80533333333333,201.85399999999998,4.7915,89.0,60.75,28.0,292.0,231.542,175.0
2011-06-07,187.3315,17.630499999999998,31.472333333333335,61.163000000000004,29.69066666666667,,2.364,38.33766666666667,204.962,4.6665,75.0,66.542,50.0,238.0,213.542,189.0
2011-06-08,188.64600000000002,20.1875,32.08866666666667,72.73700000000001,40.64933333333334,,1.208,25.51,208.833,4.992,91.0,73.125,55.0,245.0,202.625,178.0
2011-06-09,191.0325,20.1875,29.06833333333333,63.26500000000001,34.197,,2.583,28.519000000000002,211.22,4.894,86.0,72.417,53.0,255.0,216.875,179.0
2011-06-10,187.39600000000002,17.75,24.930666666666667,57.013666666666666,32.083666666666666,,1.167,30.569666666666667,205.14600000000002,4.1875,88.0,71.5,57.0,269.0,233.208,184.0
