date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CH4_mean,NMHC_mean,PM25_mean,THC_mean
2011-03-21,17.727,21.296,3.568,3.182,13.238,194.409,16.273,,210.682
2011-03-22,45.542,83.334,37.792,6.125,28.729,202.958,40.542,,243.5
2011-03-23,35.646,43.562,7.917,3.625,30.438,196.0,26.292,,222.292
2011-03-24,32.771,45.562,12.792,2.875,18.167,196.75,29.792,,226.542
2011-03-25,20.02,29.292,9.271,3.458,11.438,196.542,23.083,,219.625
2011-03-26,33.334,56.334,23.0,3.667,15.167,200.958,26.792,,227.75
2011-03-27,29.917,40.917,11.0,4.5,17.542,199.625,21.083,,220.708
2011-03-28,27.826,48.456,20.63,5.261,27.729,197.304,23.87,,221.174
2011-03-29,21.688,28.521,6.833,4.083,20.708,194.667,16.458,,211.125
2011-03-30,13.562,18.417,4.854,3.5,21.93,190.917,13.792,,204.708
2011-03-31,8.771,10.916,2.146,2.583,21.562,189.0,13.917,,202.917
2011-04-01,25.521,38.166,12.646,4.625,22.479,192.458,16.208,,208.667
2011-04-02,22.542,31.062,8.52,5.708,32.396,191.583,19.333,,210.917
2011-04-03,12.521,13.334,0.812,3.917,16.77,192.083,10.458,,202.542
2011-04-04,15.792,18.958,3.166,3.0,15.062,192.042,10.833,,202.875
2011-04-05,27.5,34.417,6.916,4.0,17.084,194.708,15.875,,210.583
2011-04-06,33.19,62.723,29.532,4.913,25.788,197.625,29.125,,226.75
2011-04-07,18.814,27.308,8.494,4.042,24.108,190.045,17.045,,207.091
2011-04-08,12.104,18.875,6.771,3.125,23.242,186.75,10.625,,197.375
2011-04-09,10.0,14.208,4.208,2.25,23.084,187.75,10.042,,197.792
2011-04-10,10.666,14.042,3.375,4.208,19.416,192.667,13.583,,206.25
2011-04-11,18.75,27.834,9.083,4.083,32.042,191.667,16.292,,207.958
2011-04-12,16.812,21.5,4.688,3.25,24.625,190.083,14.5,,204.583
2011-04-13,23.512,30.905,7.394,4.5,33.126,192.0,18.182,,210.182
2011-04-14,26.394,34.074,7.68,6.0,38.686,192.375,21.042,,213.417
2011-04-15,15.396,21.833,6.438,4.667,36.78,187.208,14.083,,201.292
2011-04-16,10.354,14.479,4.125,3.208,28.083,186.833,11.667,,198.5
2011-04-17,8.208,10.354,2.146,3.958,21.52,189.375,11.458,,200.833
2011-04-18,19.354,24.854,5.5,4.5,21.646,191.125,14.125,,205.25
2011-04-19,16.812,21.188,4.375,2.458,13.396,188.75,13.5,,202.25
2011-04-20,28.748,41.405,12.658,4.167,14.453,192.875,19.208,,212.083
2011-04-21,18.163,24.447,6.284,4.25,20.498,191.364,15.545,,206.909
2011-04-22,16.916,24.062,7.146,3.917,25.834,189.375,16.708,,206.083
2011-04-23,8.375,12.062,3.688,2.174,22.688,185.625,8.25,,193.875
2011-04-24,8.896,11.875,2.98,3.476,17.646,187.917,13.583,,201.5
2011-04-25,21.625,31.521,9.895,3.783,21.812,190.583,19.208,,209.792
2011-04-26,26.229,43.916,17.688,4.542,26.25,191.292,19.458,,210.75
2011-04-27,10.146,15.375,5.23,3.458,50.98,188.125,9.542,,197.667
2011-04-28,12.483,18.264,5.78,3.348,23.536,186.955,13.045,,200.0
2011-04-29,15.438,18.667,3.229,4.042,16.75,190.542,16.042,,206.583
2011-04-30,14.916,20.062,5.146,4.3,29.854,190.833,17.542,,208.375
2011-05-01,6.521,9.583,3.062,2.773,22.75,186.375,9.875,,196.25
2011-05-02,17.73,27.625,9.896,4.1,77.042,190.542,18.417,,208.958
2011-05-03,15.625,18.479,2.854,3.792,72.021,193.0,15.375,,208.375
2011-05-04,10.688,13.667,2.979,3.75,31.042,189.833,14.833,,204.667
2011-05-05,12.729,15.166,2.438,4.167,28.292,192.083,13.792,,205.875
2011-05-06,18.108,21.652,3.543,4.478,32.674,192.458,16.208,,208.667
2011-05-07,25.854,31.521,5.666,2.792,33.354,195.25,24.167,,219.417
2011-05-08,12.604,16.229,3.625,4.0,33.417,192.25,22.083,,214.333
2011-05-09,21.562,29.938,8.375,4.75,33.646,192.042,17.792,,209.833
2011-05-10,18.521,24.792,6.271,3.917,34.666,187.042,19.583,,206.625
2011-05-11,25.022,26.777,1.756,2.429,18.33,194.667,18.19,,212.857
2011-05-12,23.938,27.438,3.5,2.167,13.52,194.333,23.375,,217.708
2011-05-13,23.062,31.562,8.5,4.792,26.146,192.167,24.0,,216.167
2011-05-14,19.083,23.771,4.688,5.333,51.166,192.792,20.833,,213.625
2011-05-15,10.584,13.396,2.812,4.5,28.708,192.125,15.833,,207.958
2011-05-16,14.667,18.0,3.334,3.875,37.562,190.917,13.083,,204.0
2011-05-17,15.708,18.458,2.75,3.292,31.834,191.792,13.917,,205.708
2011-05-18,22.674,34.061,11.386,4.75,39.504,195.87,24.0,,219.87
2011-05-19,21.972,30.83,8.858,4.87,40.312,193.958,23.125,,217.083
2011-05-20,14.25,18.562,4.312,4.458,45.104,190.25,17.417,,207.667
2011-05-21,9.854,12.854,3.0,3.542,33.416,188.333,14.208,,202.542
2011-05-22,7.729,9.583,1.854,2.542,17.312,188.208,12.625,,200.833
2011-05-23,21.792,24.084,2.292,2.75,14.062,192.917,13.75,,206.667
2011-05-24,22.667,26.688,4.021,2.583,13.938,192.375,16.917,,209.292
2011-05-25,22.003,42.036,20.032,4.391,22.772,194.25,29.7,,223.95
2011-05-26,22.792,33.792,11.0,4.708,25.416,189.429,22.524,,211.952
2011-05-27,21.375,28.708,7.334,3.75,20.938,188.708,18.458,,207.167
2011-05-28,19.396,21.75,2.354,2.0,14.792,190.875,22.125,,213.0
2011-05-29,15.916,17.166,1.25,2.208,10.666,193.917,19.833,,213.75
2011-05-30,9.5,10.708,1.208,2.792,6.48,183.75,12.75,,196.5
2011-05-31,13.416,15.438,2.021,3.25,18.542,185.125,13.417,,198.542
2011-06-01,16.804,21.065,4.261,4.261,37.999,189.048,17.476,,206.524
2011-06-02,24.792,36.229,11.438,3.083,35.562,193.792,25.583,,219.375
2011-06-03,17.458,28.104,10.646,3.833,23.646,192.292,22.667,,214.958
2011-06-04,12.27,17.146,4.875,4.167,39.479,190.417,19.542,,209.958
2011-06-05,8.312,10.23,1.917,4.292,43.104,188.958,16.167,,205.125
2011-06-06,16.875,20.062,3.188,4.542,41.0,191.792,17.417,,209.208
2011-06-07,13.855,17.104,3.25,5.0,39.958,188.833,16.833,,205.667
2011-06-08,23.428,27.038,3.61,3.722,20.05,191.417,21.917,,213.333
2011-06-09,21.458,31.104,9.646,6.292,29.73,192.25,25.542,,217.792
2011-06-10,13.496,19.329,5.834,3.375,27.614,186.773,16.727,,203.5
2011-06-11,18.042,21.396,3.354,2.583,37.958,191.833,21.208,,213.042
2011-06-12,15.021,17.5,2.479,4.583,43.083,197.208,24.0,,221.208
2011-06-13,23.104,28.021,4.916,3.542,26.979,192.667,21.792,,214.458
2011-06-14,23.146,29.312,6.166,4.958,33.938,193.875,22.042,,215.917
2011-06-15,18.208,22.438,4.229,6.333,20.48,192.542,19.625,,212.167
2011-06-16,18.479,29.166,10.688,4.083,22.084,191.542,26.833,,218.375
2011-06-17,19.718,22.74,3.022,2.435,14.15,190.455,20.5,,210.955
2011-06-18,15.896,19.438,3.542,2.958,22.146,189.875,20.333,,210.208
2011-06-19,13.083,15.458,2.375,3.375,29.438,195.125,21.583,,216.708
2011-06-20,11.812,17.0,5.188,2.708,17.542,183.913,14.565,,198.478
2011-06-21,13.087,20.251,7.164,2.583,15.208,181.167,17.958,,199.125
2011-06-22,21.48,32.854,11.375,3.917,36.062,190.125,31.375,,221.5
2011-06-23,10.476,18.797,8.322,2.833,36.524,180.739,18.0,,198.739
2011-06-24,7.716,18.199,10.483,2.391,31.038,178.875,15.292,,194.167
2011-06-25,16.688,22.75,6.062,4.667,32.854,186.5,21.083,,207.583
2011-06-26,15.666,18.125,2.458,3.833,38.979,197.875,23.25,,221.125
2011-06-27,18.771,36.208,17.438,3.417,36.042,197.833,27.0,,224.833
2011-06-28,9.625,18.062,8.438,3.042,30.958,179.875,17.583,,197.458
2011-06-29,22.022,33.435,11.414,5.783,38.41,193.182,33.955,,227.136
2011-06-30,18.458,29.062,10.604,3.958,33.396,187.125,27.917,,215.042
2011-07-01,15.458,21.208,5.75,3.625,33.73,186.667,25.583,,212.25
2011-07-02,16.896,20.333,3.438,4.25,35.229,189.667,25.625,,215.292
2011-07-03,11.354,15.938,4.583,3.958,34.396,187.208,21.375,,208.583
2011-07-04,7.5,13.146,5.646,2.75,51.188,180.833,14.708,,195.542
2011-07-05,13.334,17.958,4.625,3.25,30.812,185.958,18.792,,204.75
2011-07-06,18.587,22.652,4.066,5.478,35.418,195.364,23.909,,219.273
2011-07-07,8.75,16.73,7.979,2.375,19.896,181.708,15.542,,197.25
2011-07-08,10.084,20.083,10.0,2.0,22.688,180.583,17.167,,197.75
2011-07-09,10.042,17.625,7.583,2.292,27.792,180.208,15.833,,196.042
2011-07-10,6.542,11.333,4.792,2.292,18.416,179.417,14.542,,193.958
2011-07-11,8.896,19.708,10.812,2.292,20.146,181.5,16.375,,197.875
2011-07-12,6.854,19.833,12.979,2.125,20.604,181.083,15.292,,196.375
2011-07-13,7.152,17.646,10.494,2.136,17.96,180.75,15.25,,196.0
2011-07-14,7.944,16.125,8.18,2.375,19.464,179.727,15.727,,195.455
2011-07-15,10.708,17.062,6.354,2.542,21.458,177.875,16.375,,194.25
2011-07-16,9.188,15.167,5.98,3.292,28.833,178.333,15.917,,194.25
2011-07-17,4.542,8.75,4.208,2.458,22.875,176.667,15.083,,191.75
2011-07-18,4.729,10.77,6.042,1.833,37.354,174.958,13.833,,188.792
2011-07-19,3.75,8.396,4.646,1.208,42.812,175.75,12.75,,188.5
2011-07-20,6.508,10.592,4.085,1.609,41.984,179.083,13.375,,192.458
2011-07-21,10.708,13.834,3.125,1.917,14.708,184.167,13.542,,197.708
2011-07-22,13.94,18.75,4.81,3.042,18.796,187.091,17.409,,204.5
2011-07-23,14.833,18.834,4.0,3.375,15.688,187.458,18.833,,206.292
2011-07-24,8.583,12.125,3.542,2.958,20.438,183.917,16.625,,200.542
2011-07-25,10.125,16.084,5.958,2.417,27.084,181.25,13.708,,194.958
2011-07-26,12.625,21.875,9.25,2.042,20.604,182.125,16.792,,198.917
2011-07-27,12.478,20.414,7.934,2.174,19.204,180.682,19.0,,199.682
2011-07-28,20.646,27.458,6.812,2.667,34.25,189.583,26.833,,216.417
2011-07-29,19.958,27.0,7.042,3.458,55.708,193.625,27.625,,221.25
2011-07-30,19.646,25.604,5.958,2.958,31.02,190.833,25.167,,216.0
2011-07-31,11.688,16.02,4.334,2.625,27.208,189.5,17.75,,207.25
2011-08-01,18.375,24.688,6.312,4.667,32.916,190.5,20.792,,211.292
2011-08-02,18.271,27.583,9.312,4.542,35.521,192.625,20.75,,213.375
2011-08-03,23.646,33.622,9.976,3.652,33.424,192.75,27.083,,219.833
2011-08-04,13.438,26.396,12.958,2.333,25.167,183.833,20.125,,203.958
2011-08-05,9.41,21.275,11.865,2.0,17.301,180.087,16.652,,196.739
2011-08-06,8.938,18.062,9.125,2.0,23.021,176.833,16.25,,193.083
2011-08-07,15.021,20.125,5.104,3.208,39.521,188.917,25.875,,214.792
2011-08-08,16.087,24.96,8.873,3.083,31.771,183.375,23.958,,207.333
2011-08-09,13.354,19.688,6.334,2.667,32.896,180.625,20.25,,200.875
2011-08-10,11.084,15.104,4.021,2.833,43.771,178.792,17.333,,196.125
2011-08-11,14.984,18.981,3.998,3.087,54.824,180.958,21.167,,202.125
2011-08-12,18.008,21.68,3.672,3.75,56.016,188.348,23.0,,211.348
2011-08-13,11.938,13.979,2.042,3.292,62.75,188.583,20.167,,208.75
2011-08-14,6.458,8.417,1.958,2.75,62.792,181.333,15.333,,196.667
2011-08-15,6.542,9.375,2.834,2.25,37.75,178.167,15.417,,193.583
2011-08-16,9.128,11.344,2.216,2.391,44.568,183.833,17.292,,201.125
2011-08-17,11.084,14.083,3.0,3.0,41.375,186.083,19.5,,205.583
2011-08-18,11.75,17.729,5.979,2.542,49.25,181.167,19.417,,200.583
2011-08-19,15.892,21.968,6.076,2.167,29.013,187.5,20.818,,208.318
2011-08-20,17.833,22.938,5.104,2.583,16.771,192.5,22.833,,215.333
2011-08-21,10.458,12.0,1.542,2.0,11.792,191.75,20.042,,211.792
2011-08-22,24.25,33.875,9.625,2.417,16.312,195.792,28.0,,223.792
2011-08-23,15.365,24.224,8.858,2.526,35.808,190.625,24.125,,214.75
2011-08-24,7.896,17.979,10.083,2.042,23.646,180.292,17.5,,197.792
2011-08-25,8.466,20.166,11.699,1.667,18.152,180.478,19.348,,199.826
2011-08-26,12.708,20.896,8.188,2.208,18.667,182.565,19.609,,202.174
2011-08-27,18.458,23.375,4.916,2.458,25.479,193.042,21.708,,214.75
2011-08-28,13.542,15.938,2.396,3.667,23.312,192.125,22.667,,214.792
2011-08-29,19.062,24.146,5.083,3.875,26.354,191.625,21.125,,212.75
2011-08-30,13.958,18.271,4.312,3.208,16.688,189.25,20.417,,209.667
2011-08-31,13.5,21.958,8.458,2.583,21.438,185.625,22.083,,207.708
2011-09-01,7.749,16.111,8.362,1.913,29.199,182.625,18.833,,201.458
2011-09-02,5.752,16.203,10.451,1.708,34.166,183.727,17.909,,201.636
2011-09-03,1.875,4.396,2.52,1.333,45.708,179.75,13.042,,192.792
2011-09-04,2.292,4.271,1.979,1.542,32.25,180.417,13.542,,193.958
2011-09-05,10.917,18.02,7.104,1.667,23.25,183.667,19.625,,203.292
2011-09-06,15.292,20.125,4.833,2.625,16.896,188.333,21.583,,209.917
2011-09-07,17.958,22.438,4.479,3.625,24.917,192.875,24.583,,217.458
2011-09-08,16.957,23.196,6.239,3.609,30.75,193.217,24.174,,217.391
2011-09-09,13.395,19.771,6.375,2.667,30.312,188.333,20.417,,208.75
2011-09-10,8.312,14.958,6.646,2.042,22.854,183.5,17.333,,200.833
2011-09-11,6.812,11.895,5.084,1.833,17.729,182.708,16.125,,198.833
2011-09-12,8.375,18.792,10.416,2.0,18.021,184.083,17.875,,201.958
2011-09-13,8.521,16.105,7.584,2.333,23.5,184.542,18.208,,202.75
2011-09-14,9.479,16.562,7.084,2.5,22.833,184.083,17.5,,201.583
2011-09-15,8.25,17.938,9.688,3.083,18.084,183.333,17.792,,201.125
2011-09-16,6.87,14.587,7.718,1.87,17.91,183.045,16.818,,199.864
2011-09-17,4.23,9.667,5.438,1.333,25.25,181.5,15.083,,196.583
2011-09-18,4.084,8.229,4.146,1.542,17.688,182.375,15.667,,198.042
2011-09-19,9.771,14.792,5.021,2.5,27.396,187.875,21.25,,209.125
2011-09-20,20.52,29.458,8.938,1.667,12.104,191.917,24.167,,216.083
2011-09-21,10.524,17.119,6.595,1.435,21.914,187.19,19.762,,206.952
2011-09-22,15.188,23.834,8.646,2.792,20.604,188.292,24.583,,212.875
2011-09-23,19.646,24.875,5.229,3.125,14.708,191.5,25.583,,217.083
2011-09-24,15.625,19.958,4.334,3.708,16.562,191.542,19.625,,211.167
2011-09-25,18.166,21.062,2.896,4.833,19.771,195.417,22.792,,218.208
2011-09-26,28.438,38.48,10.042,2.667,21.583,195.208,28.208,,223.417
2011-09-27,21.584,29.688,8.104,2.875,19.416,192.083,22.625,,214.708
2011-09-28,21.0,26.208,5.208,3.5,22.125,191.625,23.375,,215.0
2011-09-29,20.301,25.194,4.894,4.0,24.922,191.417,21.5,,212.917
2011-09-30,21.801,28.36,6.56,3.5,36.814,191.739,28.174,,219.913
2011-10-01,16.042,19.083,3.042,4.958,19.98,192.958,23.125,,216.083
2011-10-02,12.77,14.125,1.354,4.667,22.812,192.458,19.625,,212.083
2011-10-03,14.521,17.312,2.792,3.417,13.75,190.292,18.458,,208.75
2011-10-04,19.208,23.75,4.542,4.583,16.25,192.708,20.542,,213.25
2011-10-05,23.879,29.689,5.811,2.364,15.205,192.87,22.435,,215.304
2011-10-06,17.416,22.542,5.125,2.042,12.479,190.0,21.417,,211.417
2011-10-07,19.042,25.584,6.542,3.333,22.625,191.625,23.875,,215.5
2011-10-08,25.896,34.75,8.854,4.333,29.479,195.042,28.5,,223.542
2011-10-09,16.771,18.958,2.188,4.417,36.104,197.417,23.708,,221.125
2011-10-10,17.125,21.312,4.188,3.292,41.667,196.292,28.0,,224.292
2011-10-11,34.625,53.896,19.27,5.333,45.167,199.708,38.083,,237.792
2011-10-12,19.479,24.958,5.479,4.958,47.0,196.917,22.958,,219.875
2011-10-13,27.625,35.23,7.604,6.167,50.188,198.042,31.042,,229.083
2011-10-14,24.5,43.848,19.348,5.826,50.916,198.136,32.182,,230.318
2011-10-15,6.854,11.438,4.583,2.042,28.771,186.167,15.875,,202.042
2011-10-16,6.188,9.417,3.229,3.0,21.27,186.542,17.208,,203.75
2011-10-17,18.896,27.042,8.146,3.917,31.938,193.708,24.667,,218.375
2011-10-18,22.688,28.416,5.73,5.083,22.666,193.417,22.917,,216.333
2011-10-19,21.98,26.188,4.208,3.0,19.292,192.917,21.375,,214.292
2011-10-20,20.196,24.609,4.413,3.261,22.828,192.318,22.545,,214.864
2011-10-21,21.292,27.792,6.5,3.083,24.084,192.5,25.583,,218.083
2011-10-22,12.792,17.23,4.438,1.792,11.562,188.792,19.833,,208.625
2011-10-23,8.875,12.208,3.334,2.5,15.834,187.458,19.083,,206.542
2011-10-24,30.062,50.271,20.208,4.292,31.521,199.375,41.167,,240.542
2011-10-25,20.206,48.949,28.742,4.208,29.428,202.591,38.773,,241.364
2011-10-26,11.761,13.87,2.108,3.111,10.796,190.591,17.5,,208.091
2011-10-27,27.938,36.562,8.625,5.25,22.125,195.0,23.167,,218.167
2011-10-28,33.896,46.229,12.334,6.25,27.334,195.625,29.417,,225.042
2011-10-29,24.875,29.0,4.125,4.667,30.896,193.958,24.583,,218.542
2011-10-30,15.666,16.625,0.958,3.958,33.146,192.25,21.292,,213.542
2011-10-31,22.312,30.375,8.062,5.042,25.938,192.208,22.667,,214.875
2011-11-01,30.792,41.521,10.729,6.333,20.396,195.042,25.042,,220.083
2011-11-02,35.256,52.082,16.826,6.292,33.012,197.565,37.391,,234.957
2011-11-03,39.938,59.084,19.146,6.75,50.396,203.75,50.292,,254.042
2011-11-04,39.824,65.6,25.776,8.609,50.595,201.0,45.583,,246.583
2011-11-05,34.208,56.104,21.896,7.333,57.416,202.958,44.042,,247.0
2011-11-06,24.292,28.98,4.688,3.625,79.562,203.042,36.417,,239.458
2011-11-07,21.521,31.688,10.167,6.0,21.146,194.542,24.625,,219.167
2011-11-08,23.938,29.146,5.208,6.125,15.084,193.333,20.792,,214.125
2011-11-09,29.271,41.396,12.125,5.0,17.354,194.542,25.167,,219.708
2011-11-10,31.521,45.583,14.062,6.083,22.979,196.375,28.75,,225.125
2011-11-11,25.587,32.957,7.369,2.739,18.304,193.045,19.818,,212.864
2011-11-12,22.708,31.583,8.875,5.333,14.834,193.292,24.875,,218.167
2011-11-13,26.396,39.396,13.0,6.125,27.916,204.167,38.625,,242.792
2011-11-14,26.229,36.229,10.0,7.625,30.98,195.375,28.833,,224.208
2011-11-15,27.208,40.834,13.625,5.458,22.667,194.75,24.917,,219.667
2011-11-16,23.5,30.312,6.812,4.125,11.583,193.333,18.917,,212.25
2011-11-17,35.125,65.771,30.646,5.417,21.771,198.292,39.75,,238.042
2011-11-18,31.34,47.864,16.523,5.217,23.642,196.455,28.864,,225.318
2011-11-19,8.75,15.292,6.542,2.417,30.333,186.792,17.833,,204.625
2011-11-20,14.166,22.416,8.25,4.083,12.458,195.542,27.75,,223.292
2011-11-21,24.062,34.5,10.438,3.417,7.312,194.917,21.75,,216.667
2011-11-22,33.083,67.208,34.125,3.583,13.98,198.958,40.0,,238.958
2011-11-23,26.0,41.438,15.438,4.792,20.042,196.875,31.875,,228.75
2011-11-24,18.646,28.166,9.521,3.458,15.084,190.458,17.792,,208.25
2011-11-25,30.782,52.565,21.783,3.261,11.332,195.409,25.818,,221.227
2011-11-26,35.604,69.958,34.354,5.125,19.042,200.917,38.042,,238.958
2011-11-27,27.75,38.021,10.271,3.958,29.896,197.708,30.25,,227.958
2011-11-28,39.521,91.188,51.666,4.833,40.125,202.667,50.167,,252.833
2011-11-29,48.958,133.896,84.938,6.875,43.625,210.125,67.958,,278.083
2011-11-30,32.229,64.729,32.5,7.875,44.396,199.958,38.5,,238.458
2011-12-01,20.771,24.666,3.896,2.333,9.729,194.417,15.792,,210.208
2011-12-02,19.022,24.087,5.065,1.565,11.182,190.727,14.273,,205.0
2011-12-03,12.188,16.48,4.292,1.583,9.417,188.667,17.25,,205.917
2011-12-04,12.979,17.562,4.584,3.375,6.834,191.042,16.208,,207.25
2011-12-05,26.062,59.416,33.354,2.958,11.125,199.208,30.792,,230.0
2011-12-06,32.27,45.75,13.479,2.167,20.396,196.417,25.167,,221.583
2011-12-07,41.5,82.063,40.564,5.75,39.994,201.391,40.913,,242.304
2011-12-08,29.894,50.864,20.97,3.348,38.902,196.833,33.5,,230.333
2011-12-09,27.625,54.854,27.23,2.0,15.458,197.875,27.208,,225.083
2011-12-10,25.75,52.084,26.333,3.125,11.625,197.167,24.208,,221.375
2011-12-11,27.52,53.166,25.646,3.458,17.438,201.375,37.333,,238.708
2011-12-12,35.75,90.021,54.271,3.917,20.458,202.458,45.125,,247.583
