date,NO2_mean,NOX_mean,NO_mean,SPM_mean,PM25_mean,SO2_mean
2012-05-28,11.13,12.595,1.464,,,6.261
2012-05-29,12.339,13.685,1.346,,,5.353
2012-05-30,16.542,17.604,1.062,,,7.458
2012-05-31,17.958,19.812,1.854,,,8.792
2012-06-01,22.688,25.458,2.771,,,7.042
2012-06-02,18.667,20.416,1.75,,,7.958
2012-06-03,10.084,10.625,0.542,,,6.75
2012-06-04,15.083,17.75,2.666,,,6.708
2012-06-05,9.144,10.05,0.907,,,6.391
2012-06-06,14.35,15.206,0.856,,,4.5
2012-06-07,13.75,15.688,1.938,,,7.417
2012-06-08,13.938,16.958,3.021,,,5.958
2012-06-09,9.542,10.312,0.771,,,4.458
2012-06-10,7.104,7.458,0.354,,,5.708
2012-06-11,15.304,16.304,1.0,,,6.826
2012-06-12,16.521,18.354,1.833,,,4.792
2012-06-13,11.188,12.5,1.312,,,3.792
2012-06-14,14.562,16.708,2.146,,,5.083
2012-06-15,17.27,20.208,2.938,,,6.667
2012-06-16,18.292,20.542,2.25,,,5.958
2012-06-17,16.48,17.625,1.146,,,5.0
2012-06-18,15.422,17.019,1.596,,,6.625
2012-06-19,16.737,20.26,3.522,,,6.522
2012-06-20,6.104,8.354,2.25,,,3.417
2012-06-21,15.25,17.875,2.625,,,5.708
2012-06-22,22.312,24.938,2.625,,,6.083
2012-06-23,19.938,22.416,2.479,,,9.083
2012-06-24,11.354,12.208,0.854,,,7.208
2012-06-25,12.457,14.522,2.065,,,4.696
2012-06-26,13.958,16.146,2.188,,,6.292
2012-06-27,17.062,19.646,2.584,,,7.364
2012-06-28,21.5,26.834,5.334,,,9.583
2012-06-29,14.875,17.646,2.77,,,5.208
2012-06-30,14.0,16.688,2.688,,,5.667
2012-07-01,14.938,16.396,1.458,,,7.375
2012-07-02,17.41,19.634,2.224,,,5.375
2012-07-03,18.876,20.847,1.971,,,9.261
2012-07-04,10.729,11.396,0.667,,,4.5
2012-07-05,16.062,16.562,0.5,,,5.583
2012-07-06,21.416,22.375,0.958,,,7.083
2012-07-07,13.646,14.834,1.188,,,4.292
2012-07-08,9.98,10.688,0.708,,,5.417
2012-07-09,14.348,18.848,4.5,,,6.348
2012-07-10,9.771,11.562,1.792,,,6.375
2012-07-11,6.812,8.834,2.021,,,4.583
2012-07-12,4.146,6.458,2.312,,,3.458
2012-07-13,7.542,9.792,2.25,,,3.542
2012-07-14,6.27,8.521,2.25,,,3.792
2012-07-15,3.188,5.646,2.458,,,3.917
2012-07-16,3.188,5.896,2.708,,,3.583
2012-07-17,8.608,10.622,2.014,,,3.783
2012-07-18,19.544,24.874,5.33,,,7.708
2012-07-19,21.854,27.938,6.084,,,9.5
2012-07-20,17.708,23.52,5.812,,,6.583
2012-07-21,14.375,16.73,2.354,,,4.958
2012-07-22,14.75,16.5,1.75,,,8.5
2012-07-23,19.554,24.944,5.39,,,6.739
2012-07-24,17.934,23.606,5.672,,,6.083
2012-07-25,15.395,18.812,3.416,,,5.833
2012-07-26,17.25,19.646,2.396,,,8.375
2012-07-27,16.188,17.604,1.416,,,6.625
2012-07-28,12.25,14.52,2.271,,,5.708
2012-07-29,6.334,6.958,0.625,,,5.0
2012-07-30,5.334,7.916,2.583,,,4.708
2012-07-31,10.13,12.652,2.522,,,7.087
2012-08-01,10.188,14.854,4.667,,,5.208
2012-08-02,6.375,8.646,2.271,,,3.708
2012-08-03,12.916,16.958,4.042,,,5.667
2012-08-04,12.208,16.188,3.979,,,4.75
2012-08-05,7.458,13.833,6.375,,,3.917
2012-08-06,18.325,36.292,17.966,,,5.042
2012-08-07,15.77,22.938,7.166,,,4.792
2012-08-08,11.812,12.812,1.0,,,4.708
2012-08-09,14.115,15.56,1.445,,,5.217
2012-08-10,16.666,20.438,3.771,,,9.042
2012-08-11,6.708,8.562,1.854,,,3.417
2012-08-12,5.458,6.292,0.834,,,3.917
2012-08-13,4.568,6.519,1.95,,,3.167
2012-08-14,5.672,6.915,1.242,,,2.826
2012-08-15,8.604,12.479,3.875,,,3.667
2012-08-16,5.146,6.98,1.834,,,3.0
2012-08-17,13.084,17.062,3.979,,,5.208
2012-08-18,11.584,14.312,2.73,,,3.875
2012-08-19,5.479,7.062,1.583,,,4.208
2012-08-20,11.479,15.229,3.75,,,5.167
2012-08-21,9.687,14.326,4.64,,,3.957
2012-08-22,5.121,8.407,3.286,,,3.375
2012-08-23,7.229,11.5,4.271,,,4.417
2012-08-24,10.375,15.625,5.25,,,4.792
2012-08-25,9.104,12.646,3.542,,,5.542
2012-08-26,7.292,10.292,3.0,,,5.125
2012-08-27,8.068,10.784,2.714,,,4.304
2012-08-28,6.634,8.911,2.277,,,5.333
2012-08-29,9.125,13.084,3.958,,,3.958
2012-08-30,13.104,16.166,3.062,,,4.208
2012-08-31,7.521,10.125,2.604,,,3.667
2012-09-01,13.104,16.812,3.708,,,3.708
2012-09-02,8.771,9.542,0.771,,,3.167
2012-09-03,12.788,15.456,2.668,,,4.043
2012-09-04,11.854,14.125,2.271,,,3.333
2012-09-05,19.271,21.625,2.354,,,4.875
2012-09-06,16.708,19.334,2.625,,,4.727
2012-09-07,18.938,24.188,5.25,,,7.368
2012-09-08,14.688,17.646,2.958,,,6.417
2012-09-09,5.125,6.334,1.208,,,7.125
2012-09-10,8.565,12.761,4.196,,,7.667
2012-09-11,12.312,17.562,5.25,,,9.667
2012-09-12,18.0,19.667,1.666,,,7.75
2012-09-13,16.979,19.375,2.396,,,7.875
2012-09-14,12.583,14.542,1.958,,,6.542
2012-09-15,13.708,17.271,3.562,,,6.625
2012-09-16,10.5,12.5,2.0,,,5.167
2012-09-17,4.396,5.875,1.479,,,3.708
2012-09-18,6.587,9.0,2.414,,,4.478
2012-09-19,7.604,10.062,2.458,,,3.5
2012-09-20,14.729,20.084,5.354,,,6.333
2012-09-21,15.062,16.75,1.688,,,5.875
2012-09-22,10.896,11.625,0.73,,,4.792
2012-09-23,10.062,10.5,0.438,,,4.125
2012-09-24,20.409,25.407,4.998,,,6.609
2012-09-25,17.792,20.479,2.688,,,3.917
2012-09-26,16.875,20.104,3.23,,,4.75
2012-09-27,12.062,13.625,1.562,,,4.542
2012-09-28,9.312,10.625,1.312,,,3.917
2012-09-29,14.271,17.229,2.958,,,5.042
2012-09-30,8.604,9.583,0.98,,,4.458
2012-10-01,7.834,9.458,1.625,,,3.875
2012-10-02,14.939,16.612,1.672,,,5.25
2012-10-03,14.034,15.744,1.71,,,3.783
2012-10-04,13.854,15.229,1.375,,,5.125
2012-10-05,24.27,27.875,3.604,,,6.417
2012-10-06,21.229,24.688,3.458,,,8.042
2012-10-07,11.667,12.396,0.73,,,4.458
2012-10-08,12.625,14.062,1.438,,,5.167
2012-10-09,12.378,13.924,1.546,,,4.0
2012-10-10,13.708,15.438,1.729,,,4.208
2012-10-11,13.646,15.125,1.479,,,4.292
2012-10-12,13.5,14.938,1.438,,,5.125
2012-10-13,13.916,15.875,1.958,,,5.333
2012-10-14,14.344,15.0,0.656,,,4.5
2012-10-15,18.718,20.862,2.144,,,6.13
2012-10-16,19.23,21.792,2.562,,,6.417
2012-10-17,26.104,29.0,2.896,,,6.042
2012-10-18,21.271,27.834,6.562,,,3.958
2012-10-19,14.27,16.084,1.812,,,4.542
2012-10-20,21.979,30.625,8.646,,,6.0
2012-10-21,22.042,25.77,3.73,,,7.125
2012-10-22,18.83,22.286,3.456,,,5.783
2012-10-23,10.188,11.625,1.438,,,3.792
2012-10-24,15.812,17.729,1.917,,,5.042
2012-10-25,29.292,36.292,7.0,,,5.708
2012-10-26,23.688,27.958,4.271,,,6.5
2012-10-27,18.416,20.021,1.604,,,5.333
2012-10-28,14.5,15.688,1.188,,,3.958
2012-10-29,12.413,15.587,3.174,,,4.391
2012-10-30,29.562,41.438,11.875,,,5.208
2012-10-31,26.521,41.708,15.188,,,5.875
2012-11-01,18.25,31.792,13.542,,,5.375
2012-11-02,18.75,23.875,5.125,,,5.125
2012-11-03,11.146,11.979,0.833,,,4.333
2012-11-04,19.75,24.666,4.916,,,6.083
2012-11-05,31.512,38.62,7.108,,,5.739
2012-11-06,27.481,37.216,9.736,,,4.042
2012-11-07,23.584,33.375,9.792,,,5.208
2012-11-08,34.458,50.666,16.208,,,7.667
2012-11-09,20.0,27.354,7.354,,,5.333
2012-11-10,13.625,15.375,1.75,,,5.333
2012-11-11,18.312,20.771,2.458,,,4.292
2012-11-12,18.75,22.52,3.77,,,4.083
2012-11-13,21.31,35.34,14.03,,,5.048
2012-11-14,19.062,23.104,4.042,,,6.042
2012-11-15,24.542,33.454,8.913,,,5.333
2012-11-16,21.146,26.812,5.667,,,6.125
2012-11-17,11.521,13.583,2.062,,,4.417
2012-11-18,9.292,10.375,1.084,,,5.083
2012-11-19,24.848,40.218,15.37,,,4.826
2012-11-20,26.417,55.604,29.188,,,6.333
2012-11-21,21.334,30.5,9.166,,,5.292
2012-11-22,38.625,91.958,53.333,,,8.083
2012-11-23,31.688,63.271,31.583,,,5.333
2012-11-24,21.083,24.521,3.438,,,5.0
2012-11-25,24.333,32.021,7.688,,,5.917
2012-11-26,31.672,57.846,26.174,,,4.87
2012-11-27,17.958,32.229,14.271,,,4.75
2012-11-28,32.062,61.25,29.188,,,4.958
2012-11-29,36.854,88.146,51.292,,,6.583
2012-11-30,29.354,45.666,16.312,,,5.417
2012-12-01,22.458,38.666,16.208,,,4.875
2012-12-02,11.334,12.416,1.083,,,4.042
2012-12-03,18.739,22.674,3.934,,,3.609
2012-12-04,24.958,39.02,14.062,,,4.167
2012-12-05,33.75,56.25,22.5,,,6.375
2012-12-06,14.917,18.834,3.916,,,5.042
2012-12-07,29.917,51.146,21.229,,,6.708
2012-12-08,18.833,33.27,14.438,,,5.667
2012-12-09,14.084,15.771,1.688,,,5.208
2012-12-10,27.854,44.146,16.292,,,4.625
2012-12-11,38.162,82.285,44.122,,,6.458
2012-12-12,33.313,52.254,18.941,,,5.913
2012-12-13,28.354,44.334,15.98,,,5.625
2012-12-14,39.834,82.5,42.667,,,6.625
2012-12-15,46.0,103.375,57.375,,,6.833
2012-12-16,16.854,30.688,13.833,,,6.542
2012-12-17,25.237,29.557,4.32,,,4.87
2012-12-18,21.208,36.646,15.438,,,5.0
2012-12-19,12.844,15.08,2.236,,,4.167
2012-12-20,26.75,39.0,12.25,,,5.167
2012-12-21,40.666,79.916,39.25,,,6.833
2012-12-22,32.542,55.854,23.312,,,4.875
2012-12-23,19.792,23.625,3.833,,,5.833
2012-12-24,17.875,20.75,2.875,,,3.917
2012-12-25,34.168,61.269,27.102,,,4.826
2012-12-26,21.197,36.222,15.024,,,4.0
2012-12-27,26.0,47.062,21.062,,,5.458
2012-12-28,40.916,96.188,55.271,,,5.292
2012-12-29,19.27,24.625,5.354,,,4.458
2012-12-30,22.354,26.458,4.104,,,3.625
2012-12-31,15.688,18.396,2.708,,,4.292
2013-01-01,13.354,14.02,0.666,,18.667,0.875
2013-01-02,11.666,13.396,1.73,,7.5,0.5
2013-01-03,19.52,23.646,4.125,,13.375,0.625
2013-01-04,16.896,25.916,9.02,,10.458,0.75
2013-01-05,8.75,9.52,0.77,,4.667,0.083
2013-01-06,15.688,19.375,3.688,,5.333,0.333
2013-01-07,32.219,58.228,26.009,,12.435,0.87
2013-01-08,33.458,66.334,32.875,,22.583,0.875
2013-01-09,17.638,21.004,3.367,,7.625,0.25
2013-01-10,18.77,27.604,8.833,,3.917,0.167
2013-01-11,34.375,61.666,27.292,,13.708,1.208
2013-01-12,21.167,24.729,3.562,,14.417,0.667
2013-01-13,11.938,13.25,1.312,,6.25,0.5
2013-01-14,13.854,15.25,1.396,,4.708,0.0
2013-01-15,29.974,38.6,8.626,,12.792,0.583
2013-01-16,33.62,56.522,22.904,,14.391,0.696
2013-01-17,22.666,29.438,6.771,,7.667,0.542
2013-01-18,28.604,36.271,7.666,,17.333,1.917
2013-01-19,12.083,14.875,2.792,,8.792,0.5
2013-01-20,38.729,70.188,31.458,,15.0,1.417
2013-01-21,29.261,49.304,20.044,,20.636,1.217
2013-01-22,18.771,23.896,5.125,,19.208,1.125
2013-01-23,27.688,36.084,8.396,,10.083,0.583
2013-01-24,29.708,42.396,12.688,,19.75,0.833
2013-01-25,40.896,87.416,46.52,,40.333,2.292
2013-01-26,7.667,8.583,0.917,,7.792,0.25
2013-01-27,20.659,26.591,5.932,,6.917,0.5
2013-01-28,26.19,38.684,12.494,,13.174,1.261
2013-01-29,18.938,23.708,4.771,,8.875,0.75
2013-01-30,23.194,36.61,13.416,,16.667,0.5
2013-01-31,13.958,16.208,2.25,,9.542,0.208
2013-02-01,33.104,55.375,22.27,,17.0,1.25
2013-02-02,27.5,38.333,10.834,,28.792,1.0
2013-02-03,25.0,50.646,25.646,,38.292,0.667
2013-02-04,16.456,17.664,1.208,,11.391,0.261
2013-02-05,10.148,11.522,1.375,,3.375,0.042
2013-02-06,11.729,13.208,1.479,,3.792,0.0
2013-02-07,15.125,16.875,1.75,,6.792,0.625
2013-02-08,9.166,9.916,0.75,,4.917,0.083
2013-02-09,7.104,7.958,0.854,,1.583,0.0
2013-02-10,19.812,25.188,5.375,,9.208,0.667
2013-02-11,9.979,11.021,1.042,,6.125,0.0
2013-02-12,14.387,16.708,2.32,,5.417,0.333
2013-02-13,31.104,52.074,20.97,,11.043,1.087
2013-02-14,15.046,16.814,1.769,,5.958,0.0
2013-02-15,5.125,5.75,0.625,,-0.625,0.0
2013-02-16,6.292,6.708,0.416,,8.833,0.417
2013-02-17,17.313,20.774,3.46,,18.625,1.292
2013-02-18,11.31,12.77,1.462,,7.826,0.0
2013-02-19,12.188,13.542,1.354,,6.875,0.0
2013-02-20,28.521,33.604,5.084,,18.875,0.542
2013-02-21,15.562,17.042,1.48,,12.375,0.417
2013-02-22,11.875,12.834,0.958,,6.25,0.0
2013-02-23,12.625,13.375,0.75,,10.333,0.792
2013-02-24,27.25,31.958,4.708,,13.875,1.292
2013-02-25,28.682,33.273,4.591,,28.783,1.174
2013-02-26,31.125,40.5,9.375,,38.958,1.708
2013-02-27,33.833,46.917,13.083,,48.667,0.875
2013-02-28,18.292,21.875,3.583,,20.591,0.318
2013-03-01,22.288,27.494,5.205,,24.812,0.474
2013-03-02,10.708,11.396,0.688,,12.667,0.042
2013-03-03,10.66,11.875,1.215,,7.391,0.0
2013-03-04,19.67,22.272,2.602,,14.333,1.292
2013-03-05,24.73,29.416,4.688,,17.375,0.083
2013-03-06,8.938,9.98,1.042,,7.958,0.0
2013-03-07,18.875,21.792,2.917,,9.458,0.292
2013-03-08,19.584,26.229,6.646,,11.667,0.417
2013-03-09,11.23,12.73,1.5,,10.458,0.917
2013-03-10,11.538,13.046,1.508,,7.957,0.261
2013-03-11,19.676,26.964,7.288,,5.833,0.333
2013-03-12,26.646,43.771,17.125,,26.208,1.875
2013-03-13,21.271,28.48,7.208,,30.792,0.458
2013-03-14,9.712,10.771,1.058,,3.955,0.0
2013-03-15,9.688,11.062,1.375,,4.696,0.208
2013-03-16,10.854,11.938,1.084,,19.292,0.917
2013-03-17,20.0,25.546,5.546,,28.773,1.5
2013-03-18,16.75,20.542,3.792,,21.917,0.417
2013-03-19,12.312,13.208,0.896,,14.292,0.833
2013-03-20,19.604,22.312,2.708,,7.167,0.292
2013-03-21,8.75,10.23,1.48,,2.625,0.0
2013-03-22,7.584,8.646,1.062,,5.292,0.208
2013-03-23,10.625,11.834,1.208,,9.917,0.375
2013-03-24,20.233,24.855,4.623,,15.125,0.792
2013-03-25,24.067,28.964,4.896,,23.348,1.087
2013-03-26,22.042,28.188,6.146,,18.375,0.375
2013-03-27,26.375,30.166,3.792,,28.458,0.375
2013-03-28,19.979,25.98,6.0,,20.875,0.708
2013-03-29,11.312,12.834,1.52,,20.583,0.417
2013-03-30,3.77,4.312,0.542,,8.375,0.0
2013-03-31,7.417,8.334,0.916,,8.125,0.0
2013-04-01,17.334,19.188,1.854,,17.833,1.375
2013-04-02,21.942,23.92,1.978,,13.542,0.348
2013-04-03,10.812,11.348,0.536,,2.625,0.0
2013-04-04,16.77,21.521,4.75,,7.5,0.625
2013-04-05,14.792,16.417,1.625,,17.583,0.25
2013-04-06,11.042,11.75,0.708,,11.042,0.083
2013-04-07,5.084,5.604,0.52,,5.458,0.0
2013-04-08,11.75,12.688,0.938,,4.958,0.208
2013-04-09,17.04,24.906,7.866,,13.636,1.522
2013-04-10,13.308,14.35,1.042,,13.292,1.583
2013-04-11,19.166,21.062,1.896,,9.667,0.875
2013-04-12,17.338,21.818,4.48,,14.833,1.125
2013-04-13,10.125,11.084,0.958,,7.292,0.667
2013-04-14,7.292,8.062,0.771,,15.75,1.0
2013-04-15,10.866,11.861,0.994,,22.0,1.217
2013-04-16,16.688,18.688,2.0,,15.75,1.125
2013-04-17,9.5,10.583,1.084,,29.0,0.5
2013-04-18,8.562,10.334,1.771,,14.917,0.417
2013-04-19,7.562,7.979,0.417,,13.875,0.0
2013-04-20,13.25,14.062,0.812,,17.833,0.583
2013-04-21,7.334,7.98,0.646,,5.958,0.0
2013-04-22,9.742,10.404,0.661,,14.0,0.0
2013-04-23,19.208,23.25,4.042,,18.458,1.208
2013-04-24,6.598,7.458,0.859,,15.217,0.042
2013-04-25,10.384,11.282,0.899,,14.75,0.542
2013-04-26,11.688,13.73,2.042,,16.625,0.75
2013-04-27,12.729,14.354,1.625,,11.125,0.292
2013-04-28,7.125,7.375,0.25,,13.708,0.333
2013-04-29,13.825,15.384,1.558,,17.708,1.375
2013-04-30,9.0,10.333,1.333,,21.045,0.0
2013-05-01,12.261,12.957,0.696,,19.75,0.458
2013-05-02,11.375,12.667,1.292,,5.25,0.083
2013-05-03,9.667,9.958,0.292,,7.458,0.667
2013-05-04,9.875,10.333,0.458,,11.583,0.708
2013-05-05,6.542,6.875,0.333,,15.667,0.333
2013-05-06,11.583,12.083,0.5,,21.042,0.042
2013-05-07,7.217,8.174,0.957,,6.5,0.0
2013-05-08,15.167,17.0,1.833,,6.545,0.0
2013-05-09,18.375,20.917,2.542,,11.917,0.833
2013-05-10,28.583,33.583,5.0,,24.708,1.583
2013-05-11,16.875,18.625,1.75,,18.375,0.0
2013-05-12,7.583,7.875,0.292,,12.208,0.5
2013-05-13,15.091,17.591,2.5,,18.5,1.792
2013-05-14,20.333,23.75,3.417,,19.125,1.25
2013-05-15,12.25,13.5,1.25,,19.375,1.833
2013-05-16,15.25,16.542,1.292,,20.913,0.652
2013-05-17,14.625,16.208,1.583,,14.875,0.958
2013-05-18,10.875,12.5,1.625,,13.292,0.875
2013-05-19,3.75,4.333,0.583,,8.333,0.25
2013-05-20,21.045,24.636,3.591,,8.19,0.083
2013-05-21,17.042,19.292,2.25,,14.087,0.87
2013-05-22,15.958,17.458,1.5,,26.125,2.043
2013-05-23,19.333,20.542,1.208,,22.5,1.833
2013-05-24,16.792,18.375,1.583,,14.0,0.958
2013-05-25,11.625,12.542,0.917,,12.583,1.042
2013-05-26,6.625,7.167,0.542,,12.792,0.875
2013-05-27,9.091,9.727,0.636,,11.0,0.435
2013-05-28,7.333,8.167,0.833,,7.167,0.125
2013-05-29,6.333,7.458,1.125,,8.208,0.5
2013-05-30,5.125,6.417,1.292,,7.75,0.0
2013-05-31,14.458,15.542,1.083,,12.208,0.625
2013-06-01,15.583,17.5,1.917,,13.792,0.333
2013-06-02,5.583,6.125,0.542,,9.333,0.0
2013-06-03,16.708,18.583,1.875,,13.667,1.792
2013-06-04,19.091,21.091,2.0,,18.375,1.292
2013-06-05,10.083,11.583,1.5,,14.348,0.522
2013-06-06,10.042,11.167,1.125,,11.083,0.833
2013-06-07,13.417,14.417,1.0,,7.75,1.125
2013-06-08,10.417,11.417,1.0,,11.875,0.0
2013-06-09,10.458,10.875,0.417,,19.875,1.125
2013-06-10,11.792,13.125,1.333,,17.435,0.565
2013-06-11,21.87,23.522,1.652,,11.583,0.708
2013-06-12,17.917,19.75,1.833,,11.542,0.083
2013-06-13,11.667,14.375,2.708,,3.292,0.0
2013-06-14,15.167,20.417,5.25,,7.708,0.75
2013-06-15,11.958,18.083,6.125,,11.625,1.958
2013-06-16,7.917,8.833,0.917,,5.958,0.083
2013-06-17,12.391,15.087,2.696,,11.545,0.5
2013-06-18,12.833,14.542,1.708,,24.417,0.042
2013-06-19,9.708,12.708,3.0,,16.375,0.042
2013-06-20,13.083,14.333,1.25,,4.792,0.0
2013-06-21,18.167,23.292,5.125,,8.542,0.0
2013-06-22,13.25,14.917,1.667,,7.708,0.25
2013-06-23,9.125,9.458,0.333,,19.75,0.708
2013-06-24,15.125,16.25,1.125,,21.045,0.478
2013-06-25,22.087,24.826,2.739,,23.417,0.833
2013-06-26,15.0,16.0,1.0,,17.167,0.625
2013-06-27,10.0,10.542,0.542,,5.792,0.25
2013-06-28,16.833,19.75,2.917,,14.375,1.917
2013-06-29,15.542,18.167,2.625,,12.833,0.583
2013-06-30,4.083,5.167,1.083,,8.708,0.625
2013-07-01,7.773,8.864,1.091,,6.042,0.083
2013-07-02,9.75,11.583,1.833,,6.909,0.522
2013-07-03,6.417,8.5,2.083,,6.417,0.083
2013-07-04,7.792,10.042,2.25,,7.208,0.0
2013-07-05,5.375,9.25,3.875,,10.042,0.0
2013-07-06,4.542,8.292,3.75,,9.542,0.0
2013-07-07,5.792,8.083,2.292,,13.917,0.417
2013-07-08,23.0,27.792,4.792,,24.708,2.917
2013-07-09,17.042,18.167,1.125,,25.833,0.708
2013-07-10,14.174,14.696,0.522,,34.913,0.391
2013-07-11,16.042,16.625,0.583,,36.0,0.667
2013-07-12,23.458,24.792,1.333,,37.542,3.609
2013-07-13,26.417,26.958,0.542,,42.625,4.875
2013-07-14,11.208,11.708,0.5,,39.208,1.208
2013-07-15,10.125,10.667,0.542,,21.542,0.75
2013-07-16,16.917,19.125,2.208,,10.958,1.708
2013-07-17,14.435,16.652,2.217,,13.583,1.75
2013-07-18,10.25,10.875,0.625,,15.261,0.043
2013-07-19,15.375,17.0,1.625,,10.375,0.917
2013-07-20,17.167,18.667,1.5,,9.208,1.333
2013-07-21,10.625,10.833,0.208,,14.417,1.917
2013-07-22,9.458,10.292,0.833,,19.417,0.0
2013-07-23,27.045,31.273,4.227,,22.0,0.957
2013-07-24,16.833,18.292,1.458,,14.792,1.5
2013-07-25,20.958,27.583,6.625,,17.333,1.125
2013-07-26,9.958,11.375,1.417,,18.917,0.208
2013-07-27,9.75,10.458,0.708,,15.375,0.083
2013-07-28,8.667,8.875,0.208,,13.292,0.583
2013-07-29,14.0,16.091,2.091,,19.375,0.708
2013-07-30,16.583,17.583,1.0,,27.391,0.652
2013-07-31,20.292,23.542,3.25,,34.167,4.167
2013-08-01,17.5,19.375,1.875,,23.375,0.292
2013-08-02,17.257,19.097,1.84,,14.333,1.458
2013-08-03,15.458,19.229,3.771,,14.542,2.458
2013-08-04,5.604,6.604,1.0,,9.458,0.208
2013-08-05,6.373,7.305,0.932,,13.348,0.0
2013-08-06,10.695,12.228,1.534,,14.75,0.0
2013-08-07,14.834,16.896,2.062,,18.0,0.417
2013-08-08,13.75,14.875,1.125,,30.667,0.542
2013-08-09,15.396,17.888,2.493,,38.0,0.083
2013-08-10,14.75,16.042,1.292,,50.042,1.042
2013-08-11,13.292,14.292,1.0,,42.167,0.458
2013-08-12,14.132,14.627,0.494,,42.273,0.565
2013-08-13,10.292,10.708,0.416,,36.125,0.375
2013-08-14,10.646,11.666,1.021,,30.958,1.333
2013-08-15,6.354,7.104,0.75,,26.833,0.333
2013-08-16,5.0,5.584,0.583,,22.75,0.0
2013-08-17,5.73,6.646,0.917,,15.833,0.0
2013-08-18,3.417,4.021,0.604,,10.75,0.0
2013-08-19,6.058,7.35,1.292,,11.5,0.0
2013-08-20,6.435,8.301,1.866,,8.13,0.0
2013-08-21,19.875,21.292,1.417,,15.25,1.167
2013-08-22,13.958,15.438,1.479,,25.042,0.375
2013-08-23,16.938,18.208,1.271,,21.583,0.042
2013-08-24,16.458,19.312,2.854,,12.125,0.417
2013-08-25,16.27,16.896,0.625,,19.917,1.083
2013-08-26,19.636,22.388,2.752,,16.917,0.875
2013-08-27,12.25,12.952,0.702,,9.955,0.043
2013-08-28,17.083,18.667,1.583,,12.75,1.25
2013-08-29,14.125,15.52,1.396,,20.208,0.875
2013-08-30,8.98,10.312,1.334,,19.042,0.375
2013-08-31,8.729,10.438,1.708,,13.542,0.25
2013-09-01,5.5,6.036,0.536,,11.875,0.0
2013-09-02,9.98,12.592,2.612,,8.409,0.783
2013-09-03,6.338,9.506,3.168,,8.417,0.458
2013-09-04,8.416,10.084,1.667,,9.167,0.833
2013-09-05,8.938,10.792,1.854,,7.292,0.083
2013-09-06,19.812,22.021,2.208,,11.792,1.75
2013-09-07,15.916,17.479,1.562,,17.25,1.0
2013-09-08,8.708,9.542,0.833,,10.833,0.583
2013-09-09,16.627,18.228,1.6,,9.955,0.913
2013-09-10,19.479,21.188,1.708,,12.542,1.083
2013-09-11,17.608,18.614,1.006,,11.042,0.125
2013-09-12,19.146,22.208,3.062,,17.042,0.625
2013-09-13,15.562,17.042,1.479,,19.875,1.708
2013-09-14,18.604,22.604,4.0,,16.042,1.75
2013-09-15,7.854,10.396,2.542,,7.625,0.375
2013-09-16,4.417,4.958,0.542,,9.375,0.042
2013-09-17,18.044,20.144,2.098,,9.957,0.565
2013-09-18,25.937,30.763,4.826,,14.042,1.375
2013-09-19,25.938,29.146,3.208,,17.833,1.833
2013-09-20,17.77,21.646,3.875,,18.042,0.708
2013-09-21,14.084,17.084,3.0,,15.583,0.958
2013-09-22,10.438,10.729,0.292,,23.833,0.75
2013-09-23,6.084,6.584,0.5,,9.708,0.0
2013-09-24,15.98,17.741,1.761,,13.042,0.125
2013-09-25,15.756,17.057,1.301,,8.636,0.043
2013-09-26,10.292,11.25,0.958,,7.042,0.0
2013-09-27,14.334,15.646,1.312,,6.708,0.583
2013-09-28,19.75,22.812,3.062,,11.208,0.875
2013-09-29,14.583,15.208,0.625,,12.292,0.875
2013-09-30,15.152,16.108,0.956,,10.333,0.0
2013-10-01,20.314,21.982,1.669,,14.583,0.0
2013-10-02,18.792,24.062,5.271,,11.542,0.083
2013-10-03,19.812,35.042,15.229,,15.708,0.708
2013-10-04,14.521,16.166,1.646,,13.208,0.0
2013-10-05,11.958,13.25,1.292,,6.917,0.0
2013-10-06,8.979,10.312,1.333,,7.833,0.042
2013-10-07,18.084,21.125,3.042,,12.5,1.208
2013-10-08,10.543,13.522,2.978,,9.957,0.609
2013-10-09,5.125,6.688,1.562,,7.391,0.0
2013-10-10,20.854,31.396,10.542,,11.375,0.958
2013-10-11,11.166,14.125,2.958,,9.292,0.125
2013-10-12,6.438,7.958,1.52,,10.875,0.0
2013-10-13,6.396,6.896,0.5,,5.792,0.042
2013-10-14,15.708,16.834,1.125,,11.083,0.833
2013-10-15,20.587,23.478,2.891,,18.826,0.435
2013-10-16,7.98,8.792,0.812,,2.667,0.0
2013-10-17,11.812,13.02,1.208,,4.5,0.583
2013-10-18,16.875,19.688,2.812,,6.958,0.75
2013-10-19,13.146,14.521,1.375,,10.792,0.0
2013-10-20,8.771,9.166,0.396,,5.625,0.0
2013-10-21,19.296,27.332,8.036,,5.87,0.13
2013-10-22,14.953,16.447,1.494,,6.333,0.0
2013-10-23,16.312,18.396,2.084,,6.083,0.125
2013-10-24,16.042,18.375,2.333,,7.167,0.042
2013-10-25,18.02,25.438,7.417,,5.5,0.0
2013-10-26,14.688,15.688,1.0,,6.208,0.083
2013-10-27,8.604,9.625,1.02,,7.75,0.0
2013-10-28,25.436,29.921,4.485,,13.227,0.652
2013-10-29,33.104,44.375,11.271,,20.75,0.25
2013-10-30,23.666,28.125,4.458,,18.75,0.75
