date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CO_mean
2013-10-30,12.422,17.931,5.508,19.806,3.394
2013-10-31,15.097,17.333,2.236,21.792,4.938
2013-11-01,22.889,30.458,7.57,23.375,5.646
2013-11-02,25.861,32.25,6.389,30.917,6.729
2013-11-03,12.417,13.903,1.486,32.458,5.479
2013-11-04,5.073,5.932,0.859,15.75,4.729
2013-11-05,19.569,25.25,5.681,21.569,5.834
2013-11-06,27.006,37.506,10.5,18.648,5.812
2013-11-07,20.333,25.195,4.861,23.708,5.604
2013-11-08,16.597,20.778,4.181,18.528,5.104
2013-11-09,17.417,21.555,4.139,13.278,4.834
2013-11-10,14.57,20.278,5.708,16.153,5.584
2013-11-11,8.435,9.77,1.335,5.111,4.688
2013-11-12,16.472,22.417,5.944,4.653,5.646
2013-11-13,12.726,16.836,4.11,3.542,5.5
2013-11-14,24.139,42.931,18.792,8.556,6.688
2013-11-15,21.208,40.971,19.763,12.635,5.848
2013-11-16,19.861,35.167,15.306,11.472,5.521
2013-11-17,16.764,22.639,5.875,24.389,4.812
2013-11-18,18.729,43.015,24.286,13.07,4.792
2013-11-19,21.0,41.819,20.82,6.847,4.562
2013-11-20,21.014,36.236,15.222,11.389,4.562
2013-11-21,16.698,32.877,16.178,10.5,4.375
2013-11-22,17.047,36.943,19.896,8.514,4.25
2013-11-23,12.861,18.028,5.167,7.75,2.979
2013-11-24,14.403,18.542,4.139,16.014,4.125
2013-11-25,19.306,29.264,9.958,13.347,3.396
2013-11-26,11.417,17.514,6.097,7.736,3.542
2013-11-27,23.791,41.429,17.638,8.597,4.458
2013-11-28,16.111,25.472,9.361,8.32,4.125
2013-11-29,17.287,32.035,14.748,6.821,4.334
2013-11-30,14.82,17.097,2.278,8.139,3.25
2013-12-01,14.597,20.597,6.0,12.139,3.688
2013-12-02,20.02,30.939,10.919,15.444,3.812
2013-12-03,24.958,43.875,18.917,16.555,4.854
2013-12-04,19.236,32.297,13.061,13.853,3.562
2013-12-05,23.861,37.708,13.847,18.472,4.271
2013-12-06,21.847,40.069,18.222,24.292,5.125
2013-12-07,13.139,23.681,10.542,10.82,3.708
2013-12-08,7.139,8.014,0.875,4.417,2.438
2013-12-09,29.706,52.375,22.669,14.417,4.958
2013-12-10,14.708,22.042,7.333,9.667,3.166
2013-12-11,23.917,36.0,12.083,10.055,4.312
2013-12-12,17.153,23.306,6.153,6.014,3.916
2013-12-13,18.778,33.305,14.528,7.917,4.604
2013-12-14,11.347,16.792,5.445,6.125,3.5
2013-12-15,5.736,6.778,1.042,4.708,3.062
2013-12-16,7.667,8.833,1.167,5.16,4.367
2013-12-17,16.986,21.639,4.653,6.32,5.312
2013-12-18,21.472,29.153,7.68,8.805,5.25
2013-12-19,27.542,42.583,15.042,10.667,5.625
2013-12-20,15.944,21.389,5.444,7.986,6.021
2013-12-21,14.653,18.833,4.181,3.056,4.666
2013-12-22,6.055,7.43,1.375,3.097,4.438
2013-12-23,12.283,14.823,2.54,4.903,4.812
2013-12-24,15.889,23.495,7.606,5.625,5.417
2013-12-25,18.653,27.833,9.181,10.903,5.584
2013-12-26,31.292,60.917,29.625,18.306,6.896
2013-12-27,10.181,12.901,2.72,6.173,5.341
2013-12-28,8.07,9.931,1.861,3.486,4.625
2013-12-29,13.319,17.264,3.944,5.903,5.104
2013-12-30,18.524,27.88,9.356,13.375,6.125
2013-12-31,13.194,17.347,4.153,18.389,5.52
2014-01-01,3.764,4.639,0.875,18.5,5.188
2014-01-02,6.291,7.944,1.653,26.889,4.896
2014-01-03,7.042,8.208,1.167,25.467,4.334
2014-01-04,15.471,19.193,3.722,13.822,5.562
2014-01-05,18.975,24.768,5.793,21.375,5.542
2014-01-06,25.02,45.103,20.083,20.673,7.021
2014-01-07,6.194,8.208,2.014,5.625,4.27
2014-01-08,10.486,13.57,3.083,11.389,4.896
2014-01-09,14.528,19.75,5.222,6.458,4.479
2014-01-10,10.361,13.611,3.25,6.167,4.104
2014-01-11,8.149,10.186,2.037,11.389,4.625
2014-01-12,5.367,7.007,1.639,5.347,4.042
2014-01-13,11.75,14.859,3.11,7.389,3.958
2014-01-14,35.792,71.903,36.111,23.514,6.834
2014-01-15,24.543,42.024,17.481,15.69,4.748
2014-01-16,16.597,23.333,6.736,16.694,3.062
2014-01-17,11.236,18.0,6.764,12.778,2.917
2014-01-18,9.014,10.695,1.68,4.319,2.0
2014-01-19,16.737,24.667,7.931,10.597,3.708
2014-01-20,14.208,18.208,4.0,17.928,4.084
2014-01-21,35.792,55.458,19.667,30.764,6.23
2014-01-22,31.847,46.834,14.986,20.611,4.792
2014-01-23,8.153,10.125,1.972,5.292,1.875
2014-01-24,14.403,18.806,4.403,9.639,2.5
2014-01-25,17.98,21.915,3.935,22.111,4.104
2014-01-26,27.019,40.37,13.35,26.708,4.708
2014-01-27,15.208,20.264,5.056,10.611,3.188
2014-01-28,5.264,6.917,1.653,5.278,1.75
2014-01-29,18.833,25.167,6.333,9.055,2.604
2014-01-30,22.434,27.389,4.955,11.264,3.23
2014-01-31,4.82,6.472,1.653,6.055,2.27
2014-02-01,3.201,4.213,1.013,5.194,1.917
2014-02-02,6.216,7.984,1.768,7.194,1.833
2014-02-03,8.722,11.556,2.833,7.569,1.896
2014-02-04,17.694,24.653,6.959,9.084,2.875
2014-02-05,23.416,37.74,14.324,17.969,3.5
2014-02-06,7.736,9.653,1.916,4.889,1.729
2014-02-07,24.347,32.166,7.819,15.444,3.875
2014-02-08,14.551,20.533,5.982,16.68,3.916
2014-02-09,9.559,12.617,3.058,3.653,2.292
2014-02-10,19.583,27.5,7.917,13.639,3.625
2014-02-11,21.167,32.972,11.805,28.958,4.75
2014-02-12,31.681,52.583,20.903,39.292,6.0
2014-02-13,8.732,10.658,1.927,6.625,2.411
2014-02-14,8.555,10.028,1.472,9.597,2.417
2014-02-15,7.145,8.215,1.07,24.764,3.166
2014-02-16,19.165,24.73,5.565,8.306,3.312
2014-02-17,27.403,33.806,6.403,16.208,3.896
2014-02-18,13.958,18.5,4.542,12.694,3.458
2014-02-19,6.598,7.832,1.234,4.014,1.75
2014-02-20,7.166,8.681,1.514,5.931,1.958
2014-02-21,24.111,34.889,10.778,12.819,4.166
2014-02-22,16.855,24.546,7.691,17.361,3.625
2014-02-23,15.847,18.414,2.566,23.722,3.583
2014-02-24,13.514,16.556,3.042,40.764,3.438
2014-02-25,20.069,25.069,5.0,39.361,3.5
2014-02-26,28.978,47.666,18.687,31.111,4.917
2014-02-27,6.806,7.966,1.16,13.144,2.5
2014-02-28,15.694,17.431,1.736,17.625,3.479
2014-03-01,12.486,14.01,1.525,13.333,3.312
2014-03-02,6.191,7.383,1.193,17.667,2.792
2014-03-03,25.25,37.778,12.528,19.889,4.104
2014-03-04,8.667,10.194,1.528,11.209,2.604
2014-03-05,5.021,5.932,0.911,11.625,2.292
2014-03-06,22.778,28.431,5.653,16.055,4.312
2014-03-07,26.375,39.583,13.208,23.167,5.125
2014-03-08,13.239,15.052,1.813,11.181,4.188
2014-03-09,22.521,35.151,12.63,11.639,4.188
2014-03-10,4.681,5.861,1.181,5.028,2.25
2014-03-11,17.458,25.361,7.903,10.472,2.917
2014-03-12,16.833,29.653,12.819,15.667,3.125
2014-03-13,23.458,33.903,10.445,14.819,3.833
2014-03-14,8.722,10.264,1.542,20.639,2.875
2014-03-15,19.533,22.123,2.59,27.889,4.792
2014-03-16,35.986,49.203,13.217,38.495,6.304
2014-03-17,28.542,42.139,13.597,31.028,5.021
2014-03-18,24.445,33.014,8.569,31.292,4.958
2014-03-19,20.805,34.083,13.278,23.889,3.438
2014-03-20,14.708,20.083,5.375,13.181,3.375
2014-03-21,12.639,15.181,2.542,25.611,3.77
2014-03-22,8.545,10.171,1.626,35.903,3.646
2014-03-23,6.425,7.739,1.313,20.389,2.104
2014-03-24,4.778,5.819,1.042,10.333,1.958
2014-03-25,5.622,7.177,1.555,8.069,2.083
2014-03-26,7.417,9.042,1.625,10.611,2.188
2014-03-27,28.861,36.555,7.694,20.667,4.021
2014-03-28,19.584,23.111,3.528,21.57,3.666
2014-03-29,20.273,23.833,3.56,37.917,5.021
2014-03-30,22.63,26.71,4.08,36.222,4.229
2014-03-31,22.518,26.928,4.41,36.158,4.12
2014-04-01,23.042,27.042,4.0,14.347,3.792
2014-04-02,27.621,33.262,5.641,18.856,4.021
2014-04-03,23.819,31.986,8.167,13.028,3.729
2014-04-04,14.139,18.028,3.889,8.292,3.688
2014-04-05,9.528,10.347,0.819,8.903,3.834
2014-04-06,5.16,5.924,0.764,8.431,3.27
2014-04-07,21.081,23.662,2.581,11.403,3.938
2014-04-08,17.056,21.32,4.264,24.597,3.812
2014-04-09,27.305,29.486,2.181,30.667,4.438
2014-04-10,14.986,16.556,1.57,30.431,4.021
2014-04-11,7.667,8.444,0.778,14.5,2.584
2014-04-12,13.486,14.722,1.236,13.958,2.875
2014-04-13,15.943,16.845,0.902,17.708,3.646
2014-04-14,21.533,24.625,3.093,18.25,2.98
2014-04-15,20.721,25.101,4.38,17.284,3.386
2014-04-16,27.181,29.18,2.0,38.014,3.834
2014-04-17,31.347,43.667,12.32,52.945,4.792
2014-04-18,26.18,30.778,4.597,40.625,3.875
2014-04-19,8.806,10.014,1.208,20.181,2.834
2014-04-20,9.089,9.81,0.721,13.125,3.146
2014-04-21,18.654,25.111,6.456,9.292,3.25
2014-04-22,10.417,11.25,0.833,18.306,2.73
2014-04-23,12.569,14.222,1.653,14.458,2.271
2014-04-24,26.038,28.952,2.914,18.778,3.0
2014-04-25,21.306,22.889,1.583,19.681,2.583
2014-04-26,13.111,13.945,0.833,17.167,2.334
2014-04-27,8.574,9.211,0.637,15.18,2.062
2014-04-28,13.588,14.591,1.002,14.931,1.916
2014-04-29,12.819,15.305,2.486,14.778,2.166
2014-04-30,12.505,15.649,3.144,14.442,2.739
2014-05-01,13.431,19.083,5.653,17.083,4.104
2014-05-02,9.271,10.307,1.036,15.655,3.667
2014-05-03,6.347,7.069,0.722,20.399,4.229
2014-05-04,5.362,5.915,0.553,14.528,4.062
2014-05-05,7.774,8.399,0.625,18.417,4.292
2014-05-06,4.514,5.111,0.597,12.605,4.166
2014-05-07,19.111,20.889,1.778,15.736,3.688
2014-05-08,23.07,25.472,2.403,15.847,3.292
2014-05-09,11.139,13.028,1.889,16.528,3.125
2014-05-10,6.347,6.93,0.583,14.389,2.479
2014-05-11,9.729,10.38,0.651,13.014,2.875
2014-05-12,19.809,22.541,2.732,12.25,2.875
2014-05-13,13.5,16.472,2.972,12.209,2.5
2014-05-14,30.125,35.375,5.25,23.18,3.73
2014-05-15,20.19,23.584,3.394,19.395,3.762
2014-05-16,8.111,8.931,0.819,15.211,3.646
2014-05-17,4.764,5.431,0.666,5.375,3.125
2014-05-18,8.688,9.704,1.015,5.347,3.334
2014-05-19,24.789,28.719,3.929,10.167,3.438
2014-05-20,22.417,25.93,3.514,18.292,2.334
2014-05-21,8.278,9.681,1.403,9.396,2.0
2014-05-22,5.681,6.264,0.583,13.645,1.416
2014-05-23,18.667,22.153,3.486,11.542,2.354
2014-05-24,16.5,19.764,3.264,13.5,2.166
2014-05-25,11.328,12.466,1.139,19.695,2.5
2014-05-26,16.399,20.274,3.876,14.083,1.354
2014-05-27,19.555,23.014,3.458,16.084,2.604
2014-05-28,24.433,33.128,8.694,25.917,2.667
2014-05-29,28.139,33.82,5.681,32.992,3.15
2014-05-30,23.639,27.986,4.347,40.375,2.812
2014-05-31,13.75,15.347,1.597,48.93,3.23
2014-06-01,12.445,14.396,1.951,41.181,3.458
2014-06-02,21.309,24.737,3.428,46.167,2.979
2014-06-03,20.903,25.055,4.153,40.444,3.042
2014-06-04,20.24,26.344,6.103,38.294,2.854
2014-06-05,15.25,21.097,5.847,15.375,2.938
2014-06-06,18.083,23.236,5.153,12.0,2.834
2014-06-07,17.709,26.375,8.667,17.069,3.729
2014-06-08,8.978,10.076,1.098,10.861,2.583
2014-06-09,17.176,21.432,4.256,13.555,2.5
2014-06-10,15.236,28.292,13.055,19.972,2.667
2014-06-11,13.319,26.75,13.43,20.278,3.042
2014-06-12,12.097,16.319,4.222,12.069,3.083
2014-06-13,4.5,5.18,0.681,9.791,2.292
2014-06-14,5.444,6.431,0.986,14.528,2.458
2014-06-15,8.535,9.216,0.68,22.611,3.042
2014-06-16,22.349,26.0,3.652,24.638,3.548
2014-06-17,29.236,33.917,4.681,33.569,4.062
2014-06-18,28.889,38.361,9.472,24.542,2.979
2014-06-19,18.597,22.625,4.028,31.278,3.438
2014-06-20,23.819,28.611,4.792,26.069,2.896
2014-06-21,14.736,20.875,6.139,16.82,1.958
2014-06-22,10.595,14.336,3.741,13.597,2.812
2014-06-23,14.659,19.543,4.885,15.097,1.958
2014-06-24,19.819,26.111,6.292,18.43,2.166
2014-06-25,20.12,26.766,6.646,19.5,1.979
2014-06-26,19.125,26.014,6.889,19.792,2.208
2014-06-27,18.375,25.986,7.611,15.307,1.896
2014-06-28,12.292,16.111,3.82,13.195,2.542
2014-06-29,3.332,5.749,2.417,17.208,1.854
2014-06-30,19.667,24.261,4.594,29.169,3.036
2014-07-01,17.833,21.333,3.5,26.583,2.292
2014-07-02,20.958,25.069,4.111,34.18,2.479
2014-07-03,20.833,29.097,8.264,26.028,2.73
2014-07-04,18.459,23.458,5.0,14.083,3.02
2014-07-05,13.722,18.972,5.25,10.708,2.729
2014-07-06,8.539,11.255,2.716,12.639,2.354
2014-07-07,20.102,32.827,12.725,18.019,3.042
2014-07-08,19.695,28.986,9.292,28.055,3.375
2014-07-09,21.556,36.111,14.555,42.403,3.229
2014-07-10,7.792,24.028,16.236,13.819,1.416
2014-07-11,6.389,10.222,3.833,21.361,1.792
2014-07-12,10.639,12.944,2.306,29.653,3.062
2014-07-13,10.922,14.266,3.344,36.68,3.812
2014-07-14,21.347,37.493,16.147,38.25,4.646
2014-07-15,17.375,22.055,4.681,24.986,3.312
2014-07-16,22.332,30.275,7.943,33.722,3.761
2014-07-17,12.958,15.75,2.792,25.208,2.396
2014-07-18,11.167,15.236,4.069,17.681,2.208
2014-07-19,14.861,21.139,6.278,32.653,3.438
2014-07-20,5.991,7.822,1.831,22.93,2.812
2014-07-21,12.98,15.165,2.186,29.319,2.375
2014-07-22,15.423,20.808,5.385,36.361,2.354
2014-07-23,16.986,21.569,4.583,36.93,2.792
2014-07-24,8.055,10.417,2.361,20.278,1.666
2014-07-25,15.472,18.931,3.458,21.444,2.333
2014-07-26,12.292,16.125,3.833,39.5,2.354
2014-07-27,4.613,7.717,3.104,25.083,2.916
2014-07-28,13.892,15.382,1.49,13.042,3.104
2014-07-29,19.292,22.305,3.014,22.333,3.042
2014-07-30,17.903,22.416,4.514,26.57,2.729
2014-07-31,14.669,23.005,8.336,23.018,2.636
2014-08-01,11.917,26.625,14.708,16.542,2.562
2014-08-02,7.736,16.528,8.792,11.347,2.834
2014-08-03,3.987,8.045,4.058,9.305,2.792
2014-08-04,8.064,26.152,18.087,12.917,2.958
2014-08-05,8.411,28.934,20.523,17.145,2.479
2014-08-06,10.597,25.986,15.389,18.736,2.542
2014-08-07,11.514,25.097,13.583,15.139,2.771
2014-08-08,11.764,22.417,10.653,17.722,3.021
2014-08-09,7.75,11.847,4.097,10.5,3.667
2014-08-10,1.729,2.429,0.7,23.847,3.125
2014-08-11,13.87,20.315,6.446,19.972,3.916
2014-08-12,11.611,15.708,4.097,14.945,4.334
2014-08-13,9.347,11.417,2.069,22.639,4.5
2014-08-14,5.928,8.435,2.507,23.674,2.718
2014-08-15,3.5,5.361,1.861,22.889,1.5
2014-08-16,4.028,6.5,2.472,25.25,1.521
2014-08-17,3.294,4.748,1.453,16.25,1.521
2014-08-18,9.412,19.044,9.632,18.611,1.792
2014-08-19,11.945,28.792,16.847,16.639,1.771
2014-08-20,16.417,26.111,9.695,21.306,2.604
2014-08-21,21.556,36.875,15.32,23.264,3.125
2014-08-22,15.014,25.334,10.319,21.333,2.5
2014-08-23,9.458,18.014,8.555,11.82,2.792
2014-08-24,10.032,14.168,4.136,19.68,3.542
2014-08-25,17.58,28.236,10.656,23.694,3.479
2014-08-26,15.597,27.472,11.875,27.25,3.812
2014-08-27,19.734,33.871,14.138,14.972,3.833
2014-08-28,18.182,27.197,9.014,14.028,3.584
2014-08-29,13.722,22.126,8.404,14.179,2.839
2014-08-30,11.511,16.074,4.563,10.694,2.521
2014-08-31,7.331,11.087,3.755,12.875,2.396
2014-09-01,13.991,22.009,8.017,12.875,2.958
2014-09-02,20.922,32.795,11.873,21.639,3.48
2014-09-03,19.27,28.302,9.031,14.319,2.27
2014-09-04,16.665,24.405,7.74,15.428,2.334
2014-09-05,17.93,34.722,16.792,19.097,2.521
2014-09-06,7.861,13.708,5.847,23.556,2.104
2014-09-07,7.727,11.255,3.528,18.458,2.625
2014-09-08,19.036,29.582,10.545,14.305,2.708
2014-09-09,11.097,16.806,5.708,16.181,2.146
2014-09-10,20.569,28.833,8.264,23.93,2.917
2014-09-11,18.139,26.514,8.375,21.278,2.875
2014-09-12,9.389,15.195,5.806,10.153,2.042
2014-09-13,6.139,10.889,4.75,8.056,1.812
2014-09-14,8.056,12.715,4.659,13.43,2.708
2014-09-15,15.084,19.123,4.039,17.528,2.646
2014-09-16,8.425,11.369,2.943,14.031,2.172
2014-09-17,12.865,15.289,2.424,13.265,3.5
2014-09-18,6.0,7.43,1.431,11.403,2.812
2014-09-19,14.722,17.722,3.0,13.542,4.042
2014-09-20,13.986,16.5,2.514,16.972,4.396
2014-09-21,10.933,12.657,1.723,16.125,4.188
2014-09-22,10.792,12.775,1.984,14.847,2.604
2014-09-23,19.222,22.639,3.417,18.639,3.271
2014-09-24,16.792,23.917,7.125,14.278,2.917
2014-09-25,12.32,19.153,6.833,12.166,2.396
2014-09-26,17.713,20.219,2.506,11.944,3.021
2014-09-27,15.486,19.055,3.569,16.111,3.27
2014-09-28,6.764,8.085,1.321,16.903,2.792
2014-09-29,10.584,12.563,1.98,21.393,3.294
2014-09-30,9.944,11.93,1.986,25.084,3.188
2014-10-01,17.278,18.944,1.667,23.43,3.5
2014-10-02,20.736,26.306,5.569,31.472,3.812
2014-10-03,16.417,22.972,6.555,25.25,3.02
2014-10-04,7.236,8.292,1.056,14.181,3.104
2014-10-05,9.368,10.597,1.229,15.889,3.833
2014-10-06,3.49,5.218,1.728,6.036,2.5
2014-10-07,16.847,23.68,6.833,10.889,3.458
2014-10-08,20.708,26.695,5.986,15.611,3.333
2014-10-09,17.555,23.264,5.708,16.125,3.229
2014-10-10,24.861,34.681,9.819,21.819,4.021
2014-10-11,15.958,18.764,2.805,26.431,3.625
2014-10-12,9.473,11.429,1.956,25.056,3.521
2014-10-13,5.577,6.864,1.287,12.291,2.084
2014-10-14,3.977,4.924,0.947,7.83,2.906
2014-10-15,16.403,25.375,8.972,10.931,3.604
2014-10-16,21.097,28.708,7.611,15.5,3.834
2014-10-17,11.833,18.264,6.431,15.431,3.312
2014-10-18,16.611,19.792,3.181,17.528,3.667
2014-10-19,11.959,13.542,1.583,18.958,3.417
2014-10-20,20.552,27.145,6.594,18.195,2.938
2014-10-21,28.472,42.986,14.514,26.153,3.688
2014-10-22,15.88,25.027,9.147,15.039,3.334
2014-10-23,13.186,16.599,3.414,9.958,3.021
2014-10-24,24.972,35.764,10.792,19.639,4.146
2014-10-25,17.459,20.167,2.708,23.028,4.021
2014-10-26,11.819,13.826,2.007,15.611,2.792
2014-10-27,9.0,15.542,6.541,15.611,2.708
2014-10-28,5.99,8.088,2.098,13.541,3.083
2014-10-29,15.222,20.972,5.75,17.111,3.146
2014-10-30,33.611,45.736,12.125,28.055,4.604
2014-10-31,29.581,42.817,13.236,25.699,3.591
2014-11-01,16.972,20.403,3.43,8.431,2.25
2014-11-02,17.22,24.115,6.895,18.778,3.979
2014-11-03,4.754,6.245,1.491,10.889,2.521
2014-11-04,14.319,21.903,7.584,9.556,2.688
2014-11-05,29.064,51.883,22.819,18.131,4.334
2014-11-06,12.042,19.625,7.583,10.472,1.854
2014-11-07,8.764,11.042,2.278,14.209,2.104
2014-11-08,21.125,27.389,6.264,25.821,3.479
2014-11-09,18.812,25.587,6.776,31.806,3.417
2014-11-10,11.94,14.969,3.029,13.097,1.771
2014-11-11,24.502,48.009,23.507,24.292,3.25
2014-11-12,25.458,43.445,17.986,27.883,3.854
2014-11-13,9.611,12.903,3.291,10.694,2.542
2014-11-14,15.986,26.0,10.014,10.611,2.896
2014-11-15,14.125,25.875,11.75,9.458,3.021
2014-11-16,11.254,14.004,2.75,9.861,2.625
2014-11-17,27.973,52.737,24.763,24.617,5.042
2014-11-18,9.028,10.57,1.542,9.986,2.396
2014-11-19,13.903,18.375,4.472,14.427,1.98
2014-11-20,31.819,48.264,16.445,22.667,4.125
2014-11-21,26.839,55.935,29.095,22.726,4.666
2014-11-22,24.375,30.334,5.958,17.729,3.458
2014-11-23,14.267,19.462,5.196,16.894,2.938
2014-11-24,21.579,32.643,11.064,19.648,4.229
2014-11-25,25.403,40.18,14.778,19.014,4.146
2014-11-26,18.956,27.577,8.621,8.403,3.062
2014-11-27,13.778,20.153,6.375,12.022,2.166
2014-11-28,25.614,50.468,24.855,14.506,4.451
2014-11-29,18.68,31.778,13.097,11.958,4.354
2014-11-30,14.693,19.144,4.451,12.75,4.938
2014-12-01,19.203,28.256,9.053,16.403,4.562
2014-12-02,12.083,17.222,5.139,8.361,2.708
2014-12-03,20.028,34.028,14.0,10.431,2.729
2014-12-04,20.509,28.485,7.976,11.831,3.083
2014-12-05,18.167,32.653,14.486,7.82,3.75
2014-12-06,22.236,52.042,29.806,10.32,3.875
2014-12-07,7.99,11.278,3.288,4.695,2.5
2014-12-08,19.027,31.913,12.885,9.517,3.438
2014-12-09,13.111,20.069,6.958,8.472,2.688
2014-12-10,24.861,40.333,15.472,15.653,4.0
2014-12-11,22.359,41.608,19.25,18.828,4.188
2014-12-12,13.75,17.292,3.542,10.75,3.166
2014-12-13,11.5,19.236,7.736,7.847,3.042
2014-12-14,8.007,9.719,1.711,6.667,2.5
2014-12-15,18.71,25.695,6.986,7.206,3.376
2014-12-16,19.486,33.75,14.264,9.861,4.125
2014-12-17,15.0,21.653,6.653,5.236,4.0
2014-12-18,19.125,28.0,8.875,6.986,4.833
2014-12-19,25.944,41.917,15.972,11.333,4.521
2014-12-20,24.166,46.472,22.305,10.639,4.666
2014-12-21,5.901,7.29,1.389,12.569,2.688
2014-12-22,13.887,21.074,7.188,7.432,3.854
2014-12-23,15.111,19.305,4.194,9.667,3.396
2014-12-24,27.556,51.375,23.819,22.003,5.416
2014-12-25,13.661,18.502,4.841,13.375,3.646
2014-12-26,13.289,17.626,4.336,5.399,4.25
2014-12-27,10.931,14.0,3.069,7.18,4.625
2014-12-28,22.065,32.007,9.942,21.972,6.958
2014-12-29,9.589,11.629,2.041,12.75,4.666
2014-12-30,16.583,23.472,6.889,27.917,6.834
2014-12-31,14.514,19.236,4.722,25.111,6.875
2015-01-01,6.639,9.389,2.75,9.846,3.896
2015-01-02,12.347,16.681,4.333,13.903,5.188
2015-01-03,15.952,20.662,4.709,24.042,6.042
2015-01-04,14.158,23.951,9.793,30.041,5.584
2015-01-05,13.386,17.815,4.428,31.715,4.646
2015-01-06,13.389,17.847,4.458,12.056,3.48
2015-01-07,8.806,12.472,3.667,9.203,2.5
2015-01-08,18.014,29.32,11.306,16.458,3.896
2015-01-09,10.25,14.528,4.278,6.014,2.604
2015-01-10,9.699,16.206,6.506,10.514,3.0
2015-01-11,12.196,18.245,6.05,11.278,3.312
2015-01-12,13.25,20.236,6.986,10.319,3.375
2015-01-13,23.236,40.403,17.167,8.569,4.104
2015-01-14,17.361,38.569,21.208,11.694,3.896
2015-01-15,15.225,20.369,5.144,7.561,2.966
2015-01-16,17.542,31.25,13.708,10.25,3.688
2015-01-17,14.688,17.956,3.268,9.889,3.812
2015-01-18,14.951,17.475,2.524,7.153,3.396
2015-01-19,14.389,19.5,5.111,6.861,3.042
2015-01-20,15.931,21.653,5.722,6.639,4.208
2015-01-21,14.986,19.222,4.236,6.847,3.062
2015-01-22,10.353,11.893,1.54,4.921,3.125
2015-01-23,15.986,18.07,2.084,10.014,4.312
2015-01-24,4.569,5.291,0.722,8.639,4.125
2015-01-25,10.203,13.064,2.861,9.611,4.208
2015-01-26,24.014,35.417,11.403,15.824,5.125
2015-01-27,25.333,44.32,18.986,26.083,5.5
2015-01-28,25.986,40.569,14.583,29.514,5.333
2015-01-29,30.331,41.259,10.927,24.287,5.39
2015-01-30,16.375,23.333,6.959,8.43,4.396
2015-01-31,9.252,11.356,2.103,13.319,4.104
2015-02-01,25.01,33.097,8.087,27.903,6.208
2015-02-02,6.472,7.639,1.167,5.056,4.104
2015-02-03,8.778,10.375,1.597,6.514,3.938
2015-02-04,16.069,18.945,2.875,11.208,4.542
2015-02-05,20.688,26.256,5.568,18.748,5.0
2015-02-06,15.445,18.694,3.25,13.333,4.916
2015-02-07,4.877,5.598,0.722,5.139,4.146
2015-02-08,21.365,31.466,10.101,11.945,5.688
2015-02-09,19.028,33.055,14.028,16.5,6.27
2015-02-10,8.611,10.583,1.972,9.028,4.521
2015-02-11,17.82,20.875,3.056,15.153,5.083
2015-02-12,36.828,55.255,18.427,28.407,6.728
2015-02-13,34.458,67.042,32.583,35.694,7.02
2015-02-14,10.386,13.136,2.75,13.625,3.584
2015-02-15,5.692,7.341,1.649,6.18,3.084
2015-02-16,18.351,24.871,6.52,10.069,4.208
2015-02-17,16.333,27.583,11.25,11.931,4.416
2015-02-18,24.097,35.014,10.917,13.028,4.604
2015-02-19,23.871,36.282,12.411,17.951,4.916
2015-02-20,23.986,29.889,5.903,20.305,4.104
2015-02-21,3.007,3.769,0.762,13.139,2.562
2015-02-22,20.164,25.408,5.244,13.25,3.916
2015-02-23,19.845,26.412,6.567,15.667,3.792
2015-02-24,5.347,6.806,1.458,13.361,3.062
2015-02-25,7.833,9.542,1.708,4.542,2.75
2015-02-26,11.166,13.639,2.472,19.25,3.625
2015-02-27,19.917,23.055,3.139,35.25,4.896
2015-02-28,14.496,15.62,1.123,47.016,4.729
2015-03-01,4.931,6.222,1.292,7.417,2.73
2015-03-02,11.139,13.625,2.486,14.056,3.375
2015-03-03,18.069,23.125,5.056,23.208,4.292
2015-03-04,32.514,41.292,8.778,32.514,5.271
2015-03-05,21.028,23.25,2.222,33.333,4.604
2015-03-06,10.554,11.562,1.007,22.736,3.646
2015-03-07,24.798,36.042,11.244,18.653,4.812
2015-03-08,13.847,29.68,15.833,27.083,4.834
2015-03-09,14.583,15.972,1.389,23.167,3.646
2015-03-10,7.736,9.056,1.319,8.861,2.896
2015-03-11,6.583,7.875,1.292,9.972,2.916
2015-03-12,7.875,9.375,1.5,7.778,3.125
2015-03-13,11.103,12.466,1.362,11.986,3.896
2015-03-14,10.953,12.351,1.398,11.444,3.375
2015-03-15,8.313,9.731,1.419,16.173,3.417
2015-03-16,31.153,43.042,11.889,19.292,5.125
2015-03-17,30.708,43.417,12.708,22.403,5.146
2015-03-18,24.167,30.653,6.486,18.792,3.771
2015-03-19,9.625,11.375,1.75,12.125,2.834
2015-03-20,3.106,3.757,0.652,29.0,3.688
2015-03-21,4.39,5.132,0.741,7.931,2.75
2015-03-22,20.222,25.917,5.695,11.486,4.27
2015-03-23,18.958,23.833,4.875,26.875,4.333
2015-03-24,5.806,6.806,1.0,13.292,2.958
2015-03-25,5.375,6.577,1.203,5.417,2.812
2015-03-26,8.847,10.125,1.278,7.319,3.146
2015-03-27,14.111,15.601,1.49,14.291,4.084
2015-03-28,11.187,12.797,1.611,17.25,3.521
2015-03-29,22.278,26.32,4.042,22.333,3.958
2015-03-30,27.931,31.319,3.389,36.239,5.646
