date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2011-01-01,210.042,87.0,64.667,39.0,30.125,16.542,27.688,11.146,,2.083,14.292,7.95,1.967,-2.1,240.167,7.083
2011-01-02,202.854,92.0,61.792,33.0,21.91,9.688,19.166,9.48,,1.833,12.542,10.8,3.34,-2.35,224.764,4.708
2011-01-03,195.625,59.0,42.833,27.0,14.042,6.146,11.812,5.667,,1.0,3.188,9.1,4.925,1.65,209.666,3.667
2011-01-04,198.39,78.0,55.5,31.0,20.988,13.478,28.044,14.565,,3.217,4.642,9.4,2.781,-2.65,219.378,5.609
2011-01-05,197.25,66.0,46.917,29.0,18.396,11.834,26.833,15.0,,2.083,6.75,7.1,3.177,0.3,215.646,4.0
2011-01-06,199.208,60.0,43.417,22.0,26.854,21.896,50.188,28.292,,2.542,15.125,10.35,4.562,-0.2,226.062,5.917
2011-01-07,200.021,64.0,46.292,26.0,21.48,14.458,33.834,19.375,,2.208,7.666,8.0,3.681,0.35,221.5,4.75
2011-01-08,201.166,65.0,45.875,27.0,19.625,10.166,19.688,9.521,,2.417,5.208,8.3,3.583,-0.15,220.792,5.458
2011-01-09,204.979,77.0,56.25,33.0,29.646,19.354,42.458,23.104,,4.292,13.208,8.6,2.702,-2.5,234.625,7.792
2011-01-10,204.625,84.0,58.083,35.0,36.771,27.229,64.084,36.854,,4.167,19.188,9.75,4.154,-2.05,241.396,7.625
2011-01-11,203.979,73.0,50.625,25.0,41.104,22.583,66.729,44.146,,3.292,16.916,10.6,3.773,0.4,245.084,6.792
2011-01-12,198.729,57.0,39.833,24.0,24.729,19.396,54.042,34.646,,3.083,7.625,6.65,1.873,-1.85,223.458,6.25
2011-01-13,200.812,65.0,45.917,27.0,34.354,25.875,67.02,41.146,,3.5,12.083,11.2,3.483,-3.6,235.166,6.792
2011-01-14,200.521,57.0,40.708,27.0,22.854,13.395,31.521,18.125,,3.083,9.333,7.0,3.283,-0.1,223.375,6.208
