date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2012-12-29,191.361,94.5,80.502,58.5,23.611,16.082,24.374,8.291,1.361,10.538,10.75,6.831,3.25,214.972,5.271
2012-12-30,191.785,95.0,92.938,82.5,31.834,15.578,23.781,8.203,1.288,16.644,12.1,9.148,6.0,223.619,7.104
2012-12-31,190.426,94.0,66.271,24.5,18.57,8.79,12.711,3.921,1.312,6.655,10.05,6.356,0.4,208.996,5.042
2013-01-01,192.506,79.0,57.354,34.0,11.254,6.408,7.855,1.447,1.538,17.404,12.75,6.423,1.2,203.76,4.32
2013-01-02,193.927,75.5,54.583,27.0,14.396,7.708,9.864,2.155,1.097,11.929,14.05,7.077,2.0,208.323,4.611
2013-01-03,191.67,80.5,63.584,41.5,14.781,9.049,11.244,2.194,1.014,10.573,10.75,5.502,2.0,206.45,4.144
2013-01-04,190.26,77.5,62.104,36.0,16.344,11.641,15.11,3.469,1.076,10.438,11.7,6.027,2.05,206.604,4.819
2013-01-05,190.594,80.0,58.729,40.0,10.833,8.257,10.595,2.337,1.0,8.083,9.0,5.131,3.05,201.427,3.792
2013-01-06,190.766,74.0,54.646,28.5,15.197,16.08,24.922,8.842,1.064,7.807,9.8,4.042,0.0,205.963,4.06
2013-01-07,191.614,90.0,67.27,47.5,20.594,20.758,34.372,13.614,1.163,11.125,9.05,4.033,0.45,212.208,4.889
2013-01-08,189.844,98.5,84.562,60.5,24.032,20.283,31.724,11.441,1.118,16.288,12.0,6.454,2.35,213.875,5.611
2013-01-09,189.69,98.5,91.833,78.0,20.073,20.24,31.913,11.674,1.014,12.208,8.85,6.217,2.85,209.763,6.055
2013-01-10,190.606,89.0,66.655,38.5,14.93,15.831,25.479,9.648,1.049,5.677,6.1,2.199,-0.35,205.536,3.943
2013-01-11,190.917,79.0,63.729,35.0,19.99,17.663,29.389,11.726,1.104,8.854,7.6,2.398,-1.65,210.906,4.819
2013-01-12,190.479,82.0,64.792,37.0,14.802,11.427,15.271,3.844,1.118,10.483,9.5,3.825,0.35,205.281,5.32
2013-01-13,192.982,83.0,64.875,39.0,18.455,16.474,24.026,7.552,1.25,12.549,9.6,4.11,-0.1,211.437,5.704
2013-01-14,189.636,67.5,50.666,37.5,12.573,20.37,29.299,8.929,1.193,8.956,6.1,3.638,1.15,202.208,4.528
2013-01-15,190.778,76.0,55.98,42.0,17.036,22.448,38.302,15.853,1.257,11.621,5.3,2.951,0.2,207.814,5.083
2013-01-16,192.722,82.5,65.916,41.5,23.979,23.219,43.295,20.076,1.194,12.114,7.6,2.515,-1.85,216.701,5.571
2013-01-17,192.01,78.0,62.792,42.0,20.846,22.007,38.466,16.459,1.139,11.785,8.9,3.985,0.8,212.856,4.12
2013-01-18,192.562,92.5,70.584,49.5,17.208,17.804,25.598,7.794,1.25,14.145,8.05,3.51,0.35,209.771,4.542
2013-01-19,192.062,84.5,38.021,11.0,8.604,8.4,10.239,1.838,1.049,6.66,8.05,3.331,0.35,200.666,2.903
2013-01-20,191.638,68.5,49.292,27.0,19.189,18.068,29.245,11.176,1.806,8.688,10.3,4.783,-0.25,210.827,3.869
2013-01-21,192.802,86.5,59.021,28.0,24.135,20.304,30.799,10.495,2.004,18.519,11.9,6.79,2.4,216.938,5.333
2013-01-22,194.136,80.5,61.166,30.0,15.917,20.355,31.834,11.478,1.738,17.189,9.35,4.717,1.3,210.052,5.861
2013-01-23,193.746,73.5,52.375,27.0,23.696,22.535,36.654,14.119,1.285,12.818,9.75,4.115,-0.65,217.441,4.861
2013-01-24,193.452,75.5,60.771,42.0,25.262,22.423,37.95,15.528,1.357,14.951,12.25,6.815,2.75,218.714,4.857
2013-01-25,191.438,72.0,56.771,33.5,23.615,21.171,30.671,9.5,1.535,15.383,11.15,6.921,2.5,215.052,5.097
2013-01-26,189.281,98.5,60.625,18.0,15.604,10.751,13.663,2.912,1.139,12.781,15.1,8.502,1.75,204.885,4.18
2013-01-27,190.668,72.5,49.396,22.0,15.46,14.825,22.425,7.599,1.062,6.484,8.65,4.056,-1.2,206.128,3.361
2013-01-28,191.75,83.0,53.334,20.0,22.469,19.456,30.293,10.837,2.325,10.281,13.85,7.1,0.2,214.219,4.264
2013-01-29,194.312,82.0,61.375,41.0,28.812,23.15,36.908,13.758,1.382,11.061,11.6,6.75,2.85,223.125,5.177
2013-01-30,195.016,98.5,87.458,65.5,34.151,27.122,47.801,20.679,1.32,18.198,10.85,7.254,3.0,229.167,6.708
2013-01-31,193.237,98.5,64.584,22.0,24.674,20.56,34.816,14.256,1.257,13.309,16.9,9.665,4.05,217.91,5.208
2013-02-01,196.594,83.0,66.562,43.5,28.698,19.923,31.569,11.646,1.507,18.136,12.6,7.135,2.35,225.292,5.57
2013-02-02,192.438,98.5,90.25,77.5,19.937,15.863,20.907,5.044,1.09,26.519,12.1,8.835,5.95,212.375,6.111
2013-02-03,192.042,98.0,89.792,70.0,28.276,19.343,32.723,13.38,1.16,34.77,14.95,10.512,5.5,220.318,6.003
2013-02-04,192.666,98.5,82.125,51.0,19.094,16.803,26.331,9.528,1.084,21.246,11.7,7.169,0.25,211.76,4.264
2013-02-05,192.827,87.0,66.042,44.0,13.416,17.153,28.316,11.163,1.084,6.674,5.15,1.356,-1.25,206.243,3.198
2013-02-06,192.698,81.0,65.27,49.5,15.312,20.306,32.802,12.496,1.09,10.753,5.15,1.883,-0.6,208.01,3.348
2013-02-07,190.97,77.5,54.104,41.0,14.867,19.983,32.094,12.111,1.083,10.285,7.4,3.425,0.6,205.837,3.335
2013-02-08,190.696,98.5,92.062,64.0,13.445,12.549,15.381,2.832,1.0,9.15,3.1,1.556,0.45,204.14,2.798
2013-02-09,189.927,98.5,76.354,46.0,10.312,11.059,15.368,4.309,1.062,5.184,10.1,5.223,1.45,200.24,3.099
2013-02-10,190.98,90.0,69.542,51.5,13.513,17.201,27.322,10.121,1.229,10.275,7.4,4.644,2.8,204.493,3.558
2013-02-11,190.469,87.5,58.812,39.5,11.427,15.717,20.642,4.925,1.044,10.181,8.2,4.49,1.8,201.896,3.028
2013-02-12,190.75,70.0,55.958,45.5,14.708,20.449,29.917,9.468,1.154,8.826,8.4,5.556,3.2,205.458,3.57
2013-02-13,191.63,81.0,67.417,57.0,16.974,22.872,34.861,11.99,1.181,12.316,7.15,5.152,3.75,208.605,4.236
2013-02-14,190.114,98.5,92.188,57.5,11.132,14.88,20.264,5.384,1.042,8.157,4.6,2.152,1.05,201.246,3.147
2013-02-15,187.673,98.5,78.23,29.5,8.533,8.184,11.456,3.271,1.0,4.001,9.05,5.802,1.3,196.206,3.164
2013-02-16,188.382,52.5,28.77,12.0,9.523,5.234,7.541,2.307,1.208,6.757,12.65,8.25,2.8,197.906,2.681
2013-02-17,192.91,76.0,56.854,34.5,18.438,20.96,32.962,12.003,1.84,21.956,10.75,5.179,0.55,211.348,4.817
2013-02-18,192.146,79.5,63.062,47.5,15.302,22.132,30.314,8.182,1.248,18.239,7.9,4.585,2.55,207.448,4.611
2013-02-19,191.41,81.5,62.688,35.5,16.829,20.068,28.919,8.852,1.146,14.912,8.25,3.862,0.9,208.238,4.293
2013-02-20,191.931,78.5,58.416,41.5,17.981,25.184,36.587,11.403,1.41,18.267,7.5,4.004,0.5,209.912,4.847
2013-02-21,194.396,76.0,57.834,35.0,23.01,23.286,33.103,9.816,1.633,22.976,9.8,4.55,0.4,217.406,5.095
2013-02-22,191.083,75.5,59.979,44.0,16.579,17.337,22.128,4.792,1.104,13.795,7.1,4.673,1.4,207.662,4.181
2013-02-23,190.156,77.0,60.667,44.0,13.146,12.059,15.073,3.014,1.298,14.521,10.6,6.352,2.05,203.302,4.486
2013-02-24,189.863,88.5,69.25,43.0,19.036,20.43,30.361,9.931,1.451,20.014,11.05,6.573,2.1,208.899,4.878
2013-02-25,191.792,87.0,63.625,37.0,19.406,22.508,34.532,12.024,1.615,25.267,11.95,6.444,1.85,211.198,5.32
2013-02-26,191.847,68.5,53.916,31.5,19.861,23.91,33.025,9.115,2.094,29.562,13.15,8.135,2.4,211.708,5.375
2013-02-27,192.925,98.5,92.5,69.0,30.861,28.181,42.444,14.264,1.16,28.146,12.45,9.6,7.1,223.787,6.208
2013-02-28,189.236,98.5,85.708,59.0,23.542,19.707,29.462,9.755,1.259,17.432,17.3,12.677,9.1,212.778,5.149
2013-03-01,193.379,95.0,84.458,67.0,22.077,20.108,28.059,7.951,1.715,31.056,14.3,11.162,8.5,215.456,5.736
2013-03-02,192.917,98.5,97.146,90.5,13.514,13.142,16.299,3.156,1.042,8.861,8.15,7.198,5.9,206.43,4.972
2013-03-03,190.52,98.5,83.75,66.0,14.362,20.152,31.484,11.332,1.028,8.552,8.0,6.129,4.5,204.882,3.67
2013-03-04,190.694,97.5,64.25,34.5,15.208,19.623,30.971,11.348,1.311,12.947,12.2,6.688,2.95,205.903,3.181
2013-03-05,186.667,98.5,97.458,87.5,10.722,18.076,23.941,5.865,1.007,5.82,7.3,5.835,4.5,197.389,3.125
2013-03-06,187.653,78.5,49.5,25.0,8.486,11.906,17.358,5.451,1.271,6.743,9.1,5.59,2.85,196.139,2.528
2013-03-07,189.584,88.0,61.979,32.0,13.847,15.369,22.463,7.094,1.035,10.566,8.25,3.558,-0.1,203.431,3.171
2013-03-08,190.336,74.0,52.271,27.0,14.013,16.774,23.236,6.462,1.118,9.722,8.9,4.267,-1.15,204.348,3.556
2013-03-09,188.167,77.5,58.438,39.5,12.111,12.371,15.201,2.83,1.062,11.117,9.7,5.535,2.25,200.278,3.681
2013-03-10,190.75,77.0,34.688,14.0,11.029,13.327,18.328,5.001,1.111,8.824,7.95,3.856,-0.45,201.779,2.672
2013-03-11,193.396,61.5,42.062,19.5,15.583,18.996,28.69,9.694,1.126,8.447,7.8,3.169,-1.9,208.979,2.945
2013-03-12,191.982,66.0,52.271,32.5,24.242,24.183,36.654,12.472,2.713,26.155,14.95,8.367,1.0,216.224,4.458
2013-03-13,188.5,98.5,90.625,56.5,23.403,21.129,33.299,12.17,1.326,34.553,15.25,12.2,8.2,211.903,4.694
2013-03-14,187.333,98.5,91.0,76.0,14.208,14.882,22.647,7.765,1.021,8.333,11.7,7.715,2.75,201.541,3.933
2013-03-15,189.821,98.5,76.479,52.0,12.92,13.865,18.58,4.715,1.097,6.875,8.85,5.302,1.9,202.74,3.472
2013-03-16,190.649,93.0,61.979,32.0,13.675,11.611,14.281,2.67,1.861,22.103,16.7,8.869,1.65,204.325,4.272
2013-03-17,193.681,78.5,63.271,42.5,19.839,21.676,28.056,6.38,2.042,27.744,14.6,9.175,3.95,213.52,4.986
2013-03-18,189.549,98.5,87.667,70.5,21.703,23.535,34.605,11.07,1.619,34.174,15.35,11.588,6.15,211.252,4.822
2013-03-19,190.85,97.5,68.73,44.5,15.984,18.986,27.495,8.51,1.364,23.442,12.7,10.077,7.85,206.834,3.909
2013-03-20,189.708,98.5,94.021,76.5,18.264,25.869,36.368,10.499,1.101,19.64,10.85,8.923,7.45,207.972,4.667
2013-03-21,188.291,98.5,46.104,17.0,10.958,10.292,14.12,3.828,1.174,7.636,13.7,9.26,4.1,199.25,2.41
2013-03-22,190.318,77.0,50.271,22.5,11.725,11.083,14.399,3.316,1.278,7.913,11.5,7.008,2.1,202.043,2.306
2013-03-23,190.785,79.5,58.021,38.5,12.561,11.258,13.735,2.477,1.216,10.635,12.9,8.027,3.25,203.346,2.983
2013-03-24,190.251,74.5,55.208,24.5,16.891,21.382,29.548,8.166,1.694,18.806,15.65,9.998,4.3,207.142,3.831
2013-03-25,189.832,75.0,55.667,33.5,21.101,21.2,27.98,6.78,2.108,27.697,19.6,12.733,5.9,210.933,3.885
2013-03-26,188.356,98.5,81.938,60.5,27.666,21.746,31.86,10.115,1.349,27.383,14.85,12.675,10.55,216.022,4.319
2013-03-27,187.885,98.5,96.0,87.5,21.17,22.044,31.62,9.576,1.078,22.683,14.25,11.942,8.1,209.055,4.412
2013-03-28,190.028,98.5,75.938,47.0,24.431,19.624,29.419,9.794,1.27,24.348,16.7,11.348,5.75,214.459,4.654
2013-03-29,189.258,98.0,78.479,50.0,18.899,14.812,20.604,5.792,1.43,28.545,18.15,13.181,7.8,208.157,4.292
2013-03-30,183.625,98.5,92.5,52.5,15.222,8.424,10.806,2.382,1.028,17.187,16.8,14.031,11.8,198.847,4.097
2013-03-31,187.751,85.0,49.354,14.0,17.043,16.54,22.909,6.368,1.132,8.302,20.25,14.546,8.85,204.794,4.111
2013-04-01,192.033,93.0,68.146,39.0,18.612,16.941,25.595,8.654,1.285,18.311,15.75,11.16,7.25,210.646,4.076
2013-04-02,190.582,94.5,94.312,94.0,21.643,21.663,30.054,8.391,1.215,15.745,12.5,11.023,9.6,212.225,4.686
2013-04-03,186.636,94.5,75.062,45.5,23.848,13.599,18.423,4.824,1.326,5.466,16.3,13.004,10.65,210.485,3.5
2013-04-04,188.559,90.0,72.334,45.0,27.008,19.909,30.716,10.807,1.875,12.735,19.75,14.71,8.25,215.567,4.625
2013-04-05,189.725,93.0,75.208,54.5,26.735,18.22,27.144,8.924,1.444,19.849,20.25,16.258,11.6,216.46,4.729
2013-04-06,188.667,94.5,85.312,62.0,25.333,14.1,20.243,6.143,1.327,16.72,17.75,15.108,13.1,214.0,4.125
2013-04-07,185.708,94.5,64.208,33.0,17.083,7.478,9.812,2.333,1.308,10.776,20.0,15.231,7.9,202.792,3.667
2013-04-08,190.507,75.5,49.812,27.0,21.0,17.885,26.096,8.211,1.312,8.563,19.4,12.092,5.2,211.506,3.558
2013-04-09,190.947,72.0,53.396,33.5,26.807,18.84,28.056,9.217,1.814,17.977,19.15,14.323,7.75,217.755,3.89
2013-04-10,189.806,48.5,37.896,30.0,20.972,16.024,23.351,7.327,1.556,19.891,16.2,13.327,9.15,210.778,3.625
2013-04-11,191.967,62.5,43.812,14.5,24.657,18.125,25.89,7.765,1.493,14.492,15.85,10.004,5.1,216.624,3.792
2013-04-12,194.333,63.5,43.104,27.0,25.208,19.318,27.224,7.905,1.438,15.985,15.65,9.365,3.1,219.541,3.958
2013-04-13,192.278,74.5,54.75,35.5,22.431,16.149,21.859,5.71,1.326,12.451,14.0,9.448,4.4,214.708,4.604
2013-04-14,191.056,79.5,64.292,47.0,24.791,11.576,14.565,2.989,1.801,24.617,18.2,13.529,6.2,215.847,5.02
2013-04-15,188.921,87.0,55.666,26.0,23.789,17.021,23.319,6.298,1.808,33.059,23.05,17.688,14.2,212.71,4.166
2013-04-16,193.722,81.5,61.416,41.0,30.0,24.036,33.474,9.437,1.928,26.131,19.45,15.612,11.05,223.722,4.511
2013-04-17,190.292,90.5,79.458,59.0,33.514,20.692,31.001,10.309,1.479,40.159,20.6,17.306,13.85,223.806,4.625
2013-04-18,186.822,90.0,75.146,50.0,25.44,17.398,27.038,9.64,1.368,23.614,21.45,17.09,12.4,212.261,3.875
2013-04-19,190.347,91.5,54.188,33.5,24.834,16.875,24.125,7.25,1.424,22.019,17.8,14.567,10.75,215.18,3.604
2013-04-20,193.153,94.5,63.896,39.0,21.083,17.047,22.351,5.305,1.39,18.777,11.15,9.306,7.55,214.236,3.875
2013-04-21,191.653,94.5,89.646,74.0,15.014,10.608,13.343,2.735,1.136,6.443,10.5,8.3,6.7,206.667,3.834
2013-04-22,190.304,88.0,62.688,29.5,19.13,14.679,20.946,6.266,1.257,11.636,13.95,9.473,4.85,209.435,3.496
2013-04-23,192.5,88.0,62.854,45.0,26.542,22.909,34.147,11.238,1.599,17.153,15.75,11.66,5.85,219.042,4.652
2013-04-24,189.638,94.5,86.73,63.0,30.711,24.061,35.313,11.252,1.299,22.966,16.4,13.881,12.2,220.349,5.416
2013-04-25,186.958,94.5,77.354,47.5,32.542,18.655,27.928,9.273,1.5,16.364,20.5,16.219,13.8,219.5,5.188
2013-04-26,190.625,91.5,58.998,25.5,31.222,21.837,35.409,13.572,1.667,24.454,21.2,15.464,10.45,221.847,5.375
2013-04-27,189.805,69.0,41.896,23.5,20.542,14.525,19.438,4.913,1.32,12.189,20.3,13.938,7.15,210.347,4.333
2013-04-28,190.25,64.0,46.875,32.0,17.444,9.268,11.014,1.746,1.382,13.515,18.45,13.498,8.0,207.694,4.208
2013-04-29,189.232,81.0,59.812,36.5,20.304,12.172,15.071,2.898,1.411,19.295,19.3,14.921,9.0,209.536,4.47
2013-04-30,186.458,91.0,85.146,78.0,28.458,16.747,24.009,7.262,1.424,34.109,18.45,15.917,14.15,214.917,5.182
2013-05-01,186.645,90.5,75.017,60.0,19.451,16.123,24.619,8.496,1.285,22.145,15.9,13.534,11.05,206.097,4.542
2013-05-02,187.361,94.0,71.354,50.0,19.583,14.769,22.095,7.326,1.312,10.792,16.05,12.462,9.2,206.945,4.166
2013-05-03,189.375,85.5,58.458,33.0,20.931,11.311,14.587,3.277,1.257,10.727,20.05,13.217,7.1,210.306,4.188
2013-05-04,188.861,75.0,58.334,33.5,22.014,8.496,10.661,2.165,1.306,14.049,19.55,14.465,8.15,210.875,4.146
2013-05-05,189.111,80.0,62.77,35.0,17.056,8.334,10.058,1.724,1.383,17.992,19.45,15.194,10.1,206.167,4.75
2013-05-06,189.073,84.0,65.292,39.5,18.044,10.903,13.198,2.295,1.553,27.046,21.7,16.84,11.75,207.116,4.32
2013-05-07,189.639,78.5,53.062,16.0,22.125,14.92,19.486,4.566,1.396,17.526,22.0,15.21,11.15,211.764,3.123
2013-05-08,189.597,71.5,55.104,35.0,22.569,20.572,29.913,9.341,1.375,10.0,18.5,13.362,6.7,212.167,3.375
2013-05-09,190.278,79.0,57.812,30.0,38.0,22.048,30.825,8.777,1.691,17.057,21.8,16.242,10.2,228.278,4.104
2013-05-10,190.473,94.0,70.334,38.0,33.645,23.708,31.532,7.823,2.167,29.163,23.2,17.275,12.1,224.119,4.854
2013-05-11,183.903,94.5,94.458,94.0,25.514,14.921,20.403,5.481,1.25,15.083,18.0,16.317,13.75,209.417,4.438
2013-05-12,185.069,94.5,84.396,58.0,22.139,8.992,12.114,3.121,1.364,14.261,22.1,18.083,15.45,207.208,4.854
2013-05-13,188.763,92.5,82.52,64.5,24.3,15.503,24.657,9.155,1.475,16.666,21.2,17.915,14.45,213.063,4.272
2013-05-14,186.723,93.0,77.375,57.5,24.468,17.758,26.566,8.808,1.465,23.436,23.4,18.815,14.95,211.192,4.123
2013-05-15,190.517,85.5,74.458,47.0,32.187,16.974,25.626,8.652,1.923,25.544,22.0,18.506,14.8,222.703,3.958
2013-05-16,187.127,94.0,72.938,49.0,23.618,16.761,25.621,8.86,1.382,23.121,23.35,18.677,14.65,210.746,3.917
2013-05-17,188.096,94.0,74.834,52.5,23.336,16.482,23.985,7.503,1.43,23.201,20.6,16.648,12.4,211.432,4.333
2013-05-18,186.472,84.0,72.542,61.0,20.111,12.311,15.974,3.663,1.501,20.432,19.75,17.306,14.85,206.583,3.834
2013-05-19,188.375,94.0,73.938,50.5,18.125,8.682,10.871,2.189,1.338,12.746,20.4,16.204,12.45,206.5,3.188
2013-05-20,183.966,94.5,90.292,77.5,20.329,13.964,21.841,7.877,1.208,11.937,22.25,17.638,13.7,204.295,3.734
2013-05-21,186.5,94.5,82.104,68.5,30.528,17.757,26.75,8.993,1.543,33.098,23.3,20.05,17.35,217.028,4.866
2013-05-22,191.048,91.5,81.792,65.0,31.14,18.001,26.7,8.699,1.693,46.098,22.9,19.325,15.75,222.188,5.229
2013-05-23,191.625,92.0,64.562,42.5,26.178,18.807,25.898,7.091,1.816,37.233,25.2,20.342,16.3,217.804,4.77
2013-05-24,190.7,76.5,58.479,36.0,26.109,18.535,24.656,6.121,2.298,22.633,21.5,17.735,12.6,216.808,3.896
2013-05-25,191.18,84.0,69.354,46.5,25.125,14.321,19.178,4.857,1.858,24.72,20.65,15.348,8.7,216.306,4.188
2013-05-26,188.472,87.5,76.292,55.0,21.972,10.761,14.799,4.038,1.518,24.989,20.9,16.698,13.55,210.444,4.479
2013-05-27,188.344,85.0,73.938,58.0,27.116,17.052,25.441,8.389,2.044,23.893,18.5,14.956,12.25,215.46,3.946
2013-05-28,188.597,87.5,72.354,55.0,30.014,19.127,31.242,12.116,1.825,18.765,17.95,15.019,12.0,218.611,3.926
2013-05-29,185.394,94.5,87.583,67.5,24.874,16.65,25.754,9.105,1.285,15.243,17.05,14.315,12.9,210.268,3.75
2013-05-30,182.567,94.5,94.5,94.5,19.472,11.606,20.981,9.375,1.167,20.254,16.4,15.66,14.1,202.039,3.646
2013-05-31,191.708,94.5,66.812,40.0,25.126,17.308,26.242,8.934,1.537,28.038,23.1,17.7,13.4,216.835,4.979
2013-06-01,191.903,80.0,58.75,35.0,28.333,17.405,24.222,6.816,1.646,23.023,24.5,19.61,14.95,220.236,4.52
2013-06-02,189.931,83.0,66.604,50.5,18.0,10.803,14.079,3.276,1.444,19.845,24.15,19.15,15.65,207.93,4.042
2013-06-03,188.986,85.5,73.708,56.0,24.375,17.925,28.742,10.818,1.876,25.459,21.95,18.579,15.6,213.361,5.006
2013-06-04,191.389,88.0,77.438,57.5,22.597,16.387,25.518,9.132,1.925,30.19,23.05,19.527,14.8,213.986,4.312
2013-06-05,184.375,90.5,81.98,61.5,23.077,13.54,24.292,10.752,1.451,20.337,22.95,19.744,18.35,207.452,3.986
2013-06-06,184.82,90.5,75.334,63.0,23.361,16.11,27.148,11.038,1.514,21.72,22.05,19.99,18.4,208.181,4.562
2013-06-07,187.929,94.0,82.48,59.5,25.014,19.552,29.288,9.736,1.635,20.428,24.05,18.592,15.5,212.943,4.188
2013-06-08,185.292,94.5,81.75,54.5,20.597,11.203,16.142,4.939,1.389,24.102,22.8,19.41,15.4,205.889,3.333
2013-06-09,186.542,93.0,79.146,57.5,17.5,9.212,12.409,3.197,1.491,34.151,24.75,20.733,16.8,204.042,3.666
2013-06-10,184.611,94.0,79.916,66.5,19.514,15.868,24.047,8.178,1.686,25.656,23.25,20.129,18.2,204.125,3.406
2013-06-11,188.708,94.5,78.916,53.0,26.972,22.677,34.152,11.475,1.587,21.632,25.7,20.533,17.9,215.681,4.604
2013-06-12,183.431,94.5,80.688,65.5,23.624,14.617,24.837,10.22,1.243,14.205,25.55,22.298,18.85,207.055,3.75
2013-06-13,180.222,87.5,80.188,66.5,31.861,15.246,33.451,18.205,1.326,11.451,25.3,22.908,21.4,212.083,4.396
2013-06-14,184.559,88.5,77.396,61.5,29.921,15.096,38.98,23.885,1.535,16.174,28.1,24.298,21.25,214.48,4.174
2013-06-15,182.004,94.5,85.062,73.5,23.844,14.283,24.157,9.874,1.889,23.731,25.05,23.038,21.25,205.847,3.854
2013-06-16,181.597,94.5,85.125,63.0,21.528,9.947,14.883,4.936,1.273,12.068,26.5,22.206,20.25,203.125,3.75
2013-06-17,182.643,94.5,83.542,67.0,22.469,14.062,26.129,12.066,1.445,27.093,25.4,22.288,19.7,205.111,4.104
2013-06-18,177.528,94.5,84.688,67.0,24.792,12.548,23.645,11.097,1.454,48.743,27.4,23.542,21.75,202.319,3.41
2013-06-19,175.75,94.5,86.417,72.5,22.347,10.603,18.723,8.12,1.452,40.095,27.15,23.571,21.1,198.097,2.812
2013-06-20,184.667,94.5,92.542,81.5,27.597,16.549,24.924,8.375,1.264,17.083,21.35,19.554,18.55,212.264,4.062
2013-06-21,188.375,94.5,90.333,80.5,33.447,21.238,33.556,12.318,1.264,16.765,21.2,19.156,16.75,221.823,4.84
2013-06-22,186.542,92.0,73.666,54.0,25.347,14.085,18.989,4.904,1.361,11.583,24.05,19.977,15.35,211.889,3.862
2013-06-23,187.75,84.5,74.75,55.0,17.722,9.39,12.386,2.996,1.645,24.598,25.05,21.373,18.2,205.472,4.27
2013-06-24,188.144,93.5,79.938,59.0,22.854,17.013,26.915,9.902,1.334,29.43,24.55,21.331,19.7,210.997,4.688
2013-06-25,189.312,85.0,74.584,52.5,27.549,19.594,31.673,12.08,1.537,30.53,26.3,21.94,19.6,216.861,4.625
2013-06-26,192.889,94.5,88.188,82.0,27.458,19.273,28.675,9.403,1.375,20.477,19.95,19.177,18.3,220.347,4.595
2013-06-27,187.25,88.0,76.542,53.5,26.347,18.716,30.606,11.89,1.403,12.009,23.85,20.862,19.05,213.597,4.229
2013-06-28,188.544,91.0,73.354,52.5,23.66,17.03,28.481,11.451,1.438,17.545,25.05,21.127,18.8,212.203,3.612
2013-06-29,189.507,84.5,71.375,54.0,25.969,12.666,20.316,7.65,1.431,16.689,25.6,21.79,18.4,215.476,3.438
2013-06-30,190.167,88.0,77.604,61.0,19.328,8.417,12.625,4.208,2.555,16.777,24.45,21.704,20.05,209.495,3.662
2013-07-01,188.513,88.5,72.458,51.0,19.957,14.592,28.246,13.654,1.576,14.839,25.45,21.902,18.95,208.47,3.458
2013-07-02,188.375,82.5,71.042,51.5,21.09,15.201,30.876,15.675,2.087,15.595,24.55,21.731,19.45,209.466,3.188
2013-07-03,185.194,94.5,86.021,75.5,27.264,14.604,28.263,13.659,1.82,17.25,22.65,20.638,19.25,212.458,3.416
2013-07-04,180.555,94.5,92.0,87.5,24.458,14.208,27.542,13.333,1.222,19.515,22.7,21.731,21.0,205.014,3.558
2013-07-05,177.344,95.0,88.771,76.5,24.064,8.34,19.72,11.38,1.341,39.182,26.4,23.548,21.5,201.408,2.835
2013-07-06,177.042,94.5,87.292,79.5,16.722,5.279,13.563,8.284,1.34,38.53,25.15,23.71,22.75,193.764,2.916
2013-07-07,177.867,91.0,84.292,76.0,16.855,5.901,11.981,6.08,1.301,38.33,25.95,23.975,22.65,194.722,3.23
2013-07-08,179.04,91.0,75.917,59.0,23.459,14.463,27.356,12.893,1.878,46.889,29.9,25.756,22.3,202.499,4.152
2013-07-09,178.938,88.0,74.98,59.0,26.083,16.797,29.512,12.715,2.253,62.943,29.8,25.798,22.7,205.021,3.976
2013-07-10,176.708,88.0,78.02,60.5,21.986,11.827,20.93,9.102,2.156,70.155,29.05,25.117,23.3,198.694,3.562
2013-07-11,176.403,88.0,79.708,63.5,18.042,11.458,24.042,12.583,1.757,65.353,27.75,24.533,22.5,194.444,3.334
2013-07-12,176.722,88.5,75.271,60.0,21.625,13.48,25.634,12.153,1.741,56.303,28.9,24.875,21.9,198.347,3.304
2013-07-13,183.347,83.0,64.625,49.0,23.722,15.286,23.77,8.484,1.875,53.345,31.2,27.142,24.3,207.069,4.042
2013-07-14,182.958,79.0,58.0,35.0,25.694,11.405,15.769,4.364,1.662,42.538,32.1,28.112,24.5,208.653,4.416
2013-07-15,182.971,86.0,63.25,42.0,23.513,12.473,17.254,4.781,1.577,43.019,31.6,28.042,24.9,206.484,3.958
2013-07-16,187.108,75.0,64.625,51.0,23.273,15.209,24.136,8.927,2.002,22.715,28.5,25.5,23.9,210.381,4.23
2013-07-17,187.278,99.0,78.167,55.0,22.542,16.197,27.954,11.758,1.507,24.551,27.9,24.05,22.0,209.82,3.752
2013-07-18,181.591,99.0,70.25,46.0,22.945,14.38,23.468,9.088,1.612,34.038,31.1,26.854,22.6,204.535,3.714
2013-07-19,186.736,90.0,68.792,48.0,30.275,16.773,28.887,12.114,1.613,23.648,28.5,25.017,22.5,217.011,3.888
2013-07-20,186.57,90.0,73.833,48.0,20.819,12.076,18.948,6.872,1.597,21.871,27.8,24.004,22.6,207.389,4.104
2013-07-21,185.583,88.0,77.792,64.0,17.417,8.652,11.864,3.212,1.694,27.515,27.0,24.542,22.7,203.0,3.875
2013-07-22,184.736,99.0,82.125,64.0,21.449,13.909,22.575,8.666,1.59,41.204,28.8,25.8,22.8,206.184,3.92
2013-07-23,186.19,89.0,74.417,61.0,26.717,17.984,28.331,10.346,1.529,43.929,30.6,27.604,24.3,212.906,4.48
