date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CO_mean,PM25_mean
2013-12-07,21.271,54.104,32.833,,4.458,
2013-12-08,16.26,28.416,12.156,,3.417,
2013-12-09,28.771,54.958,26.188,,4.435,
2013-12-10,16.458,32.729,16.271,,3.583,
2013-12-11,23.316,48.073,24.757,,4.0,
2013-12-12,18.542,40.834,22.292,,3.583,
2013-12-13,27.904,66.644,38.74,,4.958,
2013-12-14,15.375,31.708,16.334,,3.5,
2013-12-15,9.02,17.416,8.396,,3.542,
2013-12-16,17.042,43.542,26.5,,3.625,
2013-12-17,28.63,73.068,44.438,,4.458,
2013-12-18,25.994,55.428,29.434,,4.174,
2013-12-19,28.834,67.479,38.646,,4.917,
2013-12-20,16.771,36.792,20.02,,3.542,
2013-12-21,13.896,27.708,13.812,,3.0,
2013-12-22,10.741,19.962,9.222,,2.875,
2013-12-23,15.938,29.416,13.479,,3.25,
2013-12-24,20.333,45.812,25.48,,4.042,
2013-12-25,22.52,50.25,27.729,,4.0,
2013-12-26,30.981,65.448,34.468,,4.958,
2013-12-27,19.708,38.646,18.938,,4.522,
2013-12-28,14.229,30.23,16.0,,3.375,
2013-12-29,14.458,27.542,13.084,,3.417,
2013-12-30,22.708,43.042,20.333,,4.833,
2013-12-31,20.764,34.812,14.047,,5.292,
2014-01-01,4.854,7.521,2.666,,2.167,5.458
2014-01-02,5.0,8.292,3.292,,2.375,6.375
2014-01-03,11.062,19.0,7.938,,3.083,4.917
2014-01-04,19.994,31.079,11.085,,4.708,14.833
2014-01-05,25.312,53.938,28.625,,5.542,22.333
2014-01-06,22.416,45.0,22.583,,4.958,17.917
2014-01-07,13.304,37.044,23.739,,3.125,6.958
2014-01-08,15.38,36.44,21.059,,4.125,14.167
2014-01-09,20.104,47.292,27.188,,4.0,9.333
2014-01-10,18.896,37.542,18.646,,3.917,11.125
2014-01-11,12.167,17.958,5.792,,3.708,13.042
2014-01-12,6.562,14.208,7.646,,2.708,5.708
2014-01-13,21.95,49.396,27.446,,4.083,8.5
2014-01-14,32.021,62.688,30.667,,4.792,15.208
2014-01-15,19.354,37.5,18.146,,3.667,7.292
2014-01-16,26.334,56.75,30.417,,5.5,22.75
2014-01-17,17.114,37.617,20.502,,5.333,16.458
2014-01-18,14.708,24.333,9.625,,3.652,7.667
2014-01-19,23.545,54.208,30.663,,5.0,16.25
2014-01-20,26.312,57.292,30.979,,5.458,20.417
2014-01-21,30.87,59.957,29.087,,5.25,25.0
2014-01-22,27.915,51.506,23.592,,4.708,13.708
2014-01-23,15.375,37.604,22.23,,3.375,7.208
2014-01-24,20.646,41.708,21.062,,3.583,11.5
2014-01-25,20.48,33.25,12.771,,5.042,19.792
2014-01-26,26.652,47.188,20.536,,4.958,22.25
2014-01-27,22.708,52.667,29.958,,5.043,14.375
2014-01-28,13.334,29.646,16.312,,3.167,7.636
2014-01-29,21.5,45.854,24.354,,3.667,9.0
2014-01-30,24.375,48.521,24.146,,3.875,7.75
2014-01-31,8.483,20.423,11.94,,3.208,9.458
2014-02-01,6.729,14.188,7.458,,2.708,8.042
2014-02-02,14.438,37.208,22.771,,3.375,8.458
2014-02-03,19.916,46.542,26.625,,3.458,9.167
2014-02-04,25.528,51.802,26.274,,3.583,10.708
2014-02-05,22.084,40.896,18.812,,3.478,11.375
2014-02-06,17.104,40.188,23.083,,3.292,6.417
2014-02-07,24.292,42.729,18.438,,4.333,16.0
2014-02-08,16.354,24.979,8.625,,3.917,18.667
2014-02-09,12.018,26.24,14.222,,2.542,7.0
2014-02-10,18.354,34.73,16.375,,3.583,16.292
2014-02-11,30.542,50.625,20.084,,5.125,29.083
2014-02-12,27.48,54.854,27.375,,5.417,31.542
2014-02-13,17.21,38.952,21.742,,3.5,8.958
2014-02-14,20.396,38.25,17.854,,4.087,11.958
2014-02-15,18.75,27.896,9.146,,4.583,24.042
2014-02-16,29.896,56.979,27.083,,4.0,11.042
2014-02-17,28.73,49.834,21.104,,4.208,16.875
2014-02-18,17.913,41.212,23.3,,3.833,8.75
2014-02-19,11.355,26.146,14.792,,2.667,3.292
2014-02-20,13.895,28.062,14.166,,3.0,7.75
2014-02-21,24.479,44.125,19.646,,4.083,11.25
2014-02-22,16.996,25.794,8.798,,3.542,11.958
2014-02-23,24.604,51.354,26.75,,5.348,21.125
2014-02-24,21.042,44.167,23.125,,4.625,33.292
2014-02-25,26.312,53.062,26.75,,4.333,26.739
2014-02-26,28.896,50.896,22.0,,4.25,14.125
2014-02-27,13.096,31.51,18.414,,3.792,14.042
2014-02-28,16.646,32.688,16.042,,3.708,16.292
2014-03-01,10.125,14.708,4.584,,3.125,6.292
2014-03-02,17.584,38.104,20.521,,4.125,17.333
2014-03-03,27.117,51.362,24.244,,4.708,19.458
2014-03-04,16.065,33.066,17.0,,3.87,12.958
2014-03-05,15.625,34.104,18.479,,3.625,13.917
2014-03-06,20.625,38.625,18.0,,3.625,18.458
2014-03-07,18.792,32.521,13.729,,4.5,13.25
2014-03-08,8.079,12.941,4.862,,3.333,9.208
2014-03-09,21.604,40.104,18.5,,3.875,8.333
2014-03-10,14.188,28.625,14.438,,3.042,8.333
2014-03-11,18.0,32.604,14.604,,3.292,12.208
2014-03-12,19.077,39.157,20.08,,4.083,20.208
2014-03-13,25.916,49.542,23.625,,3.87,15.167
2014-03-14,21.958,34.646,12.688,,4.5,21.625
2014-03-15,17.438,22.062,4.625,,3.833,17.583
2014-03-16,27.5,48.25,20.75,,4.875,17.375
2014-03-17,29.696,55.33,25.633,,4.917,18.5
2014-03-18,29.978,59.24,29.261,,5.125,20.542
2014-03-19,27.125,55.48,28.354,,4.083,5.458
2014-03-20,12.292,23.5,11.208,,3.542,14.75
2014-03-21,20.522,31.296,10.774,,4.417,23.583
2014-03-22,16.312,22.417,6.104,,4.652,28.458
2014-03-23,12.605,25.792,13.188,,2.958,14.375
2014-03-24,14.605,32.23,17.625,,2.917,10.0
2014-03-25,18.354,35.104,16.75,,3.167,9.739
2014-03-26,21.272,41.246,19.973,,3.792,15.5
2014-03-27,30.521,44.312,13.792,,4.083,20.875
2014-03-28,23.25,31.771,8.521,,3.708,19.25
2014-03-29,23.396,33.792,10.395,,4.292,19.958
2014-03-30,28.654,47.339,18.685,,5.375,29.5
2014-03-31,22.896,36.25,13.354,,4.348,31.292
2014-04-01,22.438,37.52,15.083,,3.5,17.0
2014-04-02,15.565,24.434,8.869,,2.792,13.75
2014-04-03,19.542,30.792,11.25,,3.042,11.333
2014-04-04,17.532,31.514,13.982,,3.333,8.958
2014-04-05,14.812,25.458,10.645,,2.957,13.458
2014-04-06,10.979,16.875,5.896,,3.208,10.792
2014-04-07,24.667,40.229,15.562,,3.792,15.542
2014-04-08,33.625,52.188,18.562,,5.458,27.958
2014-04-09,25.746,33.93,8.184,,4.625,34.792
2014-04-10,24.521,33.875,9.354,,4.5,35.5
2014-04-11,18.958,32.833,13.875,,3.375,19.708
2014-04-12,22.729,33.438,10.708,,4.0,20.208
2014-04-13,18.843,24.316,5.473,,4.0,19.333
2014-04-14,18.584,30.583,12.0,,3.217,17.0
2014-04-15,29.542,44.25,14.708,,4.125,19.75
2014-04-16,40.978,59.413,18.435,,5.565,30.958
2014-04-17,37.166,52.104,14.938,,5.75,43.75
2014-04-18,21.345,32.062,10.716,,4.333,32.625
2014-04-19,10.208,18.334,8.125,,2.875,17.0
2014-04-20,10.666,15.334,4.666,,2.875,8.292
2014-04-21,21.334,37.646,16.312,,4.0,7.083
2014-04-22,18.983,35.816,16.834,,3.917,19.583
2014-04-23,21.854,37.208,15.355,,3.348,19.478
2014-04-24,24.833,37.98,13.145,,3.208,18.208
2014-04-25,26.125,37.166,11.042,,3.833,20.042
2014-04-26,18.979,25.75,6.771,,3.667,18.667
2014-04-27,12.426,15.953,3.526,,3.042,16.375
2014-04-28,22.375,36.27,13.896,,3.5,15.458
2014-04-29,13.375,19.979,6.604,,2.667,7.167
2014-04-30,18.75,30.229,11.48,,3.333,12.458
2014-05-01,22.08,38.702,16.623,,3.875,15.417
2014-05-02,21.104,34.542,13.438,,4.435,17.917
2014-05-03,15.896,22.312,6.417,,4.542,24.833
2014-05-04,8.854,11.812,2.958,,3.167,14.833
2014-05-05,14.333,20.208,5.875,,3.542,17.417
2014-05-06,10.953,16.782,5.829,,3.25,17.0
2014-05-07,21.458,30.229,8.77,,3.625,21.75
2014-05-08,23.417,35.104,11.688,,3.5,18.042
2014-05-09,19.396,31.25,11.854,,3.333,17.167
2014-05-10,12.59,21.274,8.684,,3.208,15.083
2014-05-11,11.104,14.355,3.25,,3.087,15.208
2014-05-12,23.77,37.0,13.229,,3.458,14.958
2014-05-13,24.396,40.729,16.333,,4.125,14.583
2014-05-14,33.848,50.152,16.304,,5.208,23.5
2014-05-15,23.063,35.31,12.248,,3.75,13.583
2014-05-16,21.062,41.021,19.958,,4.083,19.708
2014-05-17,14.042,23.729,9.688,,3.417,9.75
2014-05-18,10.834,15.542,4.708,,3.292,5.292
2014-05-19,19.888,29.204,9.316,,3.375,17.5
2014-05-20,19.542,33.458,13.916,,3.478,24.042
2014-05-21,13.625,24.479,10.854,,3.042,9.542
2014-05-22,18.938,36.042,17.104,,3.5,17.208
2014-05-23,14.75,29.625,14.875,,3.375,7.958
2014-05-24,13.312,20.282,6.971,,3.583,10.292
2014-05-25,12.458,16.479,4.021,,3.583,13.458
2014-05-26,24.958,42.042,17.084,,3.667,10.167
2014-05-27,27.52,46.75,19.229,,4.833,17.125
2014-05-28,23.227,36.204,12.978,,4.417,26.609
2014-05-29,21.438,32.792,11.354,,3.565,27.375
2014-05-30,20.0,30.25,10.25,,4.042,43.458
2014-05-31,20.0,27.416,7.416,,4.833,42.333
2014-06-01,16.0,19.334,3.333,,4.458,36.792
2014-06-02,20.981,27.57,6.589,,3.667,30.75
2014-06-03,24.188,35.542,11.354,,3.125,20.708
2014-06-04,16.228,24.172,7.945,,2.609,23.708
2014-06-05,16.458,25.979,9.52,,2.458,8.833
2014-06-06,21.011,33.636,12.625,,3.375,9.333
2014-06-07,19.292,34.667,15.375,,4.217,10.708
2014-06-08,11.416,17.271,5.854,,3.167,10.417
2014-06-09,15.938,26.479,10.542,,2.667,12.417
2014-06-10,17.52,31.688,14.166,,3.042,14.75
2014-06-11,12.675,27.2,14.524,,2.833,12.708
2014-06-12,11.5,28.229,16.73,,2.542,7.043
2014-06-13,17.166,36.0,18.834,,3.0,8.083
2014-06-14,17.5,26.042,8.542,,3.792,19.75
2014-06-15,11.632,14.69,3.057,,3.917,30.25
2014-06-16,21.688,29.646,7.958,,4.043,28.13
2014-06-17,27.292,38.604,11.312,,4.333,28.917
2014-06-18,20.062,30.0,9.938,,3.333,17.75
2014-06-19,18.604,29.5,10.895,,3.042,15.208
2014-06-20,22.734,31.664,8.93,,3.708,18.875
2014-06-21,13.27,21.188,7.917,,3.292,17.042
2014-06-22,9.084,14.395,5.312,,3.042,9.875
2014-06-23,14.312,32.104,17.792,,3.042,9.375
2014-06-24,14.674,29.312,14.638,,2.957,10.625
2014-06-25,16.761,27.804,11.044,,2.957,14.913
2014-06-26,18.834,30.062,11.23,,3.583,24.292
2014-06-27,13.583,21.854,8.271,,2.292,11.583
2014-06-28,12.562,20.25,7.688,,2.625,4.042
2014-06-29,11.536,17.475,5.94,,3.417,13.708
2014-06-30,16.583,29.521,12.938,,4.0,25.042
2014-07-01,16.042,28.208,12.167,,3.083,15.875
2014-07-02,18.0,27.792,9.792,,3.208,20.217
2014-07-03,21.476,34.378,12.902,,3.625,17.625
2014-07-04,18.792,33.729,14.938,,3.913,9.458
2014-07-05,18.104,31.562,13.458,,4.25,9.625
2014-07-06,10.75,15.521,4.77,,3.083,8.417
2014-07-07,21.667,42.084,20.416,,3.708,9.625
2014-07-08,19.476,46.812,27.335,,4.042,12.667
2014-07-09,15.13,38.674,23.544,,3.208,9.083
2014-07-10,13.188,42.833,29.646,,3.125,5.458
2014-07-11,16.75,35.438,18.688,,3.417,14.375
2014-07-12,23.592,34.604,11.013,,5.5,29.958
2014-07-13,15.604,21.25,5.646,,4.435,23.0
2014-07-14,23.896,39.52,15.625,,4.208,16.417
2014-07-15,23.562,37.958,14.396,,5.625,22.125
2014-07-16,19.104,33.666,14.562,,3.25,23.167
2014-07-17,22.36,41.23,18.87,,3.292,24.458
2014-07-18,20.146,35.667,15.521,,3.625,25.792
2014-07-19,16.145,27.354,11.208,,3.333,14.542
2014-07-20,9.166,14.062,4.896,,3.292,15.625
2014-07-21,10.388,16.718,6.329,,3.083,18.75
2014-07-22,18.188,32.292,14.104,,3.087,28.458
2014-07-23,20.708,39.229,18.52,,3.583,22.042
2014-07-24,24.652,42.0,17.348,,3.792,20.375
2014-07-25,18.188,30.604,12.416,,3.083,17.625
2014-07-26,13.791,21.664,7.873,,3.167,26.208
2014-07-27,7.938,12.312,4.375,,3.125,20.333
2014-07-28,16.208,29.188,12.979,,3.583,9.917
2014-07-29,15.188,23.375,8.188,,3.292,18.125
2014-07-30,15.062,27.25,12.188,,3.5,15.913
2014-07-31,14.25,30.438,16.188,,2.783,12.0
2014-08-01,14.0,27.979,13.979,,2.833,12.292
2014-08-02,14.542,34.625,20.084,,3.5,8.958
2014-08-03,9.125,19.792,10.666,,2.958,6.083
2014-08-04,13.933,40.239,26.306,,3.042,6.375
2014-08-05,12.042,38.458,26.416,,2.833,8.417
2014-08-06,11.176,30.536,19.36,,2.417,7.792
2014-08-07,16.109,33.935,17.826,,2.875,9.174
2014-08-08,14.504,27.475,12.97,,2.708,8.917
2014-08-09,10.562,21.021,10.458,,2.261,4.625
2014-08-10,9.229,14.708,5.479,,2.083,6.042
2014-08-11,19.646,33.354,13.708,,3.708,10.542
2014-08-12,18.062,30.02,11.958,,3.792,13.792
2014-08-13,14.168,23.082,8.915,,4.333,18.792
2014-08-14,11.875,18.208,6.334,,3.833,15.792
2014-08-15,8.625,17.438,8.812,,2.917,10.208
2014-08-16,12.292,22.5,10.208,,3.375,7.958
2014-08-17,10.522,17.182,6.66,,3.542,9.625
2014-08-18,12.854,27.458,14.605,,3.174,10.125
2014-08-19,11.208,31.194,19.986,,2.667,8.458
2014-08-20,11.52,34.0,22.479,,2.708,8.042
2014-08-21,13.956,36.196,22.239,,3.083,8.417
2014-08-22,14.704,37.226,22.521,,3.083,8.875
2014-08-23,11.334,26.729,15.395,,3.083,7.417
2014-08-24,9.5,17.334,7.833,,2.917,6.167
2014-08-25,16.083,37.0,20.916,,3.792,12.0
2014-08-26,14.395,34.39,19.994,,3.625,10.826
2014-08-27,15.0,32.021,17.021,,3.348,7.875
2014-08-28,14.812,34.416,19.604,,3.458,8.292
2014-08-29,16.479,29.583,13.104,,3.458,9.625
2014-08-30,12.521,25.979,13.458,,3.333,9.125
2014-08-31,8.558,12.367,3.809,,2.708,9.25
2014-09-01,20.875,39.146,18.271,,4.333,7.625
2014-09-02,17.23,32.854,15.625,,3.875,11.875
2014-09-03,14.022,22.587,8.566,,2.708,11.5
2014-09-04,19.142,37.203,18.06,,3.625,6.875
2014-09-05,19.312,44.416,25.104,,4.348,13.583
2014-09-06,13.48,25.271,11.792,,3.75,19.5
2014-09-07,8.625,14.021,5.396,,3.333,10.583
2014-09-08,15.229,26.084,10.855,,3.333,12.0
2014-09-09,17.279,35.644,18.364,,3.625,12.625
2014-09-10,21.208,34.458,13.25,,3.75,14.083
2014-09-11,16.084,30.062,13.979,,3.292,12.391
2014-09-12,15.854,33.875,18.02,,3.292,8.583
2014-09-13,12.598,28.33,15.731,,3.292,6.875
2014-09-14,7.583,12.542,4.958,,2.783,6.167
2014-09-15,12.104,17.916,5.812,,3.083,8.042
2014-09-16,13.958,24.771,10.812,,3.333,13.708
2014-09-17,14.646,28.792,14.145,,2.917,14.292
2014-09-18,14.461,29.692,15.231,,2.792,10.25
2014-09-19,18.174,37.108,18.935,,3.542,13.292
2014-09-20,19.354,35.75,16.396,,3.833,11.958
2014-09-21,10.646,17.166,6.521,,2.958,10.708
2014-09-22,12.022,24.15,12.128,,2.792,11.333
2014-09-23,17.021,25.062,8.041,,3.217,14.917
2014-09-24,19.604,33.625,14.021,,3.333,13.125
2014-09-25,16.271,37.375,21.104,,3.125,5.913
2014-09-26,17.729,33.896,16.166,,3.167,9.167
2014-09-27,13.021,19.722,6.701,,2.875,10.375
2014-09-28,8.834,12.875,4.042,,2.625,10.625
2014-09-29,17.208,31.188,13.98,,3.417,17.583
2014-09-30,18.229,31.542,13.312,,3.458,20.667
2014-10-01,15.86,31.358,15.498,,3.5,13.792
2014-10-02,19.688,31.729,12.042,,3.565,14.708
2014-10-03,18.542,33.75,15.208,,3.458,13.042
2014-10-04,9.334,16.771,7.438,,3.208,11.458
2014-10-05,12.542,19.375,6.834,,3.25,7.708
2014-10-06,8.055,18.119,10.063,,2.208,4.083
2014-10-07,15.854,34.625,18.77,,2.875,8.375
2014-10-08,15.875,28.875,13.0,,3.0,10.458
2014-10-09,16.312,28.354,12.042,,2.917,9.208
2014-10-10,14.595,27.623,13.028,,3.125,11.792
2014-10-11,13.084,22.146,9.062,,3.696,17.625
2014-10-12,7.646,10.875,3.229,,2.708,16.125
2014-10-13,10.458,15.48,5.021,,2.375,4.792
2014-10-14,10.542,24.75,14.208,,2.542,6.5
2014-10-15,16.346,35.148,18.802,,2.833,8.708
2014-10-16,21.333,41.312,19.98,,4.0,12.792
2014-10-17,23.283,48.957,25.674,,4.083,15.136
2014-10-18,15.645,27.542,11.896,,3.583,14.375
2014-10-19,11.416,16.33,4.914,,3.25,13.542
2014-10-20,19.75,36.042,16.292,,3.435,12.125
2014-10-21,20.667,38.584,17.916,,3.708,11.667
2014-10-22,14.334,30.062,15.73,,3.0,6.5
2014-10-23,14.792,30.916,16.125,,2.708,8.1
2014-10-24,22.526,37.824,15.298,,3.792,16.917
2014-10-25,21.625,34.916,13.292,,4.792,20.542
2014-10-26,16.812,23.25,6.438,,3.958,18.042
2014-10-27,16.729,32.812,16.084,,3.583,15.958
2014-10-28,19.798,41.352,21.554,,3.042,14.667
2014-10-29,18.413,34.935,16.522,,3.261,15.043
2014-10-30,20.958,35.646,14.688,,3.583,15.167
2014-10-31,26.396,45.916,19.521,,4.0,16.458
2014-11-01,18.958,33.396,14.438,,3.5,4.917
2014-11-02,14.928,25.112,10.184,,4.292,11.583
2014-11-03,8.02,15.479,7.458,,2.75,10.958
2014-11-04,18.083,38.396,20.312,,3.167,11.625
2014-11-05,24.604,42.062,17.458,,3.542,12.083
2014-11-06,16.4,30.653,14.254,,2.875,8.208
2014-11-07,17.834,35.792,17.958,,3.652,20.875
2014-11-08,20.458,39.916,19.458,,4.25,17.5
2014-11-09,18.584,27.042,8.458,,4.5,16.083
2014-11-10,14.105,27.458,13.354,,2.917,12.042
2014-11-11,19.492,41.617,22.124,,3.583,14.458
2014-11-12,24.326,51.26,26.935,,4.75,21.917
2014-11-13,12.25,27.729,15.479,,2.875,10.75
2014-11-14,18.52,41.604,23.084,,3.417,12.125
2014-11-15,17.962,37.582,19.62,,3.833,12.917
2014-11-16,18.292,27.666,9.375,,3.87,15.042
2014-11-17,25.334,45.98,20.646,,4.5,18.75
2014-11-18,19.584,39.438,19.854,,4.042,13.478
2014-11-19,21.792,43.146,21.354,,3.75,16.125
2014-11-20,26.256,51.229,24.974,,4.583,14.583
2014-11-21,27.5,55.333,27.833,,4.75,15.042
2014-11-22,25.834,45.0,19.166,,4.792,19.208
2014-11-23,14.23,22.5,8.271,,3.708,16.875
2014-11-24,19.318,27.916,8.597,,4.125,17.083
2014-11-25,19.416,39.23,19.812,,4.261,11.375
2014-11-26,19.938,43.334,23.396,,4.083,8.833
2014-11-27,26.065,66.087,40.022,,3.917,9.652
2014-11-28,29.229,64.146,34.916,,4.958,14.458
2014-11-29,17.94,34.708,16.768,,4.0,9.375
2014-11-30,17.625,28.5,10.875,,4.125,8.958
2014-12-01,19.354,39.5,20.146,,3.875,9.708
2014-12-02,11.062,22.812,11.75,,2.5,8.0
2014-12-03,24.832,49.61,24.779,,4.0,11.417
2014-12-04,30.708,75.229,44.521,,5.261,11.458
2014-12-05,15.396,35.062,19.666,,3.417,8.292
2014-12-06,17.688,34.375,16.688,,3.292,8.083
2014-12-07,14.812,25.458,10.646,,3.625,6.458
2014-12-08,25.984,62.56,36.576,,5.167,15.292
2014-12-09,23.208,64.916,41.708,,4.5,12.583
2014-12-10,31.87,73.783,41.913,,4.667,15.208
2014-12-11,25.164,57.574,32.41,,4.917,15.875
2014-12-12,19.721,41.608,21.888,,3.917,13.167
2014-12-13,14.666,26.917,12.25,,3.087,10.458
2014-12-14,9.875,15.5,5.625,,2.333,8.542
2014-12-15,23.646,51.062,27.416,,4.375,11.458
2014-12-16,24.229,54.542,30.312,,4.208,13.208
2014-12-17,9.426,19.551,10.124,,2.167,6.478
2014-12-18,13.571,30.134,16.562,,2.667,6.542
2014-12-19,32.358,73.346,40.988,,4.333,12.458
2014-12-20,25.166,45.292,20.125,,4.167,12.0
2014-12-21,13.838,25.944,12.106,,3.458,12.417
2014-12-22,14.979,32.27,17.292,,3.043,8.667
2014-12-23,18.938,38.938,20.0,,4.083,12.375
2014-12-24,32.333,70.812,38.479,,5.458,25.75
2014-12-25,22.804,51.956,29.152,,4.583,14.478
2014-12-26,19.47,49.85,30.38,,3.708,7.208
2014-12-27,18.834,43.771,24.938,,3.667,7.875
2014-12-28,17.917,26.75,8.833,,4.042,12.917
2014-12-29,20.479,34.708,14.23,,3.75,16.333
2014-12-30,19.521,31.116,11.595,,5.0,30.625
2014-12-31,16.938,28.938,12.0,,4.739,22.292
2015-01-01,11.312,16.562,5.25,,4.458,9.375
2015-01-02,14.917,21.042,6.125,,4.792,17.833
2015-01-03,16.322,22.428,6.106,,5.667,22.167
2015-01-04,15.562,27.75,12.188,,5.348,27.958
2015-01-05,27.688,48.458,20.77,,5.875,36.333
2015-01-06,29.984,59.871,29.886,,5.208,20.958
2015-01-07,21.228,43.206,21.978,,3.792,9.833
2015-01-08,24.37,52.832,28.462,,4.333,14.25
2015-01-09,20.354,40.375,20.021,,3.5,8.917
2015-01-10,10.812,18.208,7.396,,3.167,11.75
2015-01-11,23.52,37.0,13.479,,4.958,21.458
2015-01-12,13.756,29.89,16.133,,3.167,6.167
2015-01-13,29.146,56.333,27.188,,4.217,12.458
2015-01-14,23.938,55.188,31.25,,4.208,10.75
2015-01-15,26.166,53.938,27.77,,3.875,11.792
2015-01-16,22.833,50.938,28.104,,4.5,12.583
2015-01-17,18.635,27.739,9.104,,3.958,13.0
2015-01-18,15.0,27.896,12.895,,3.5,5.458
2015-01-19,10.334,20.75,10.416,,2.435,6.958
2015-01-20,11.566,23.326,11.761,,2.625,5.0
2015-01-21,23.364,48.659,25.296,,3.565,5.652
2015-01-22,17.674,42.426,24.752,,3.609,5.417
2015-01-23,21.875,40.708,18.834,,3.917,14.583
2015-01-24,6.75,12.729,5.979,,3.208,11.667
2015-01-25,19.708,39.108,19.4,,3.75,11.792
2015-01-26,33.154,67.654,34.5,,5.125,19.042
2015-01-27,26.292,47.666,21.375,,4.792,23.217
2015-01-28,39.106,71.108,32.002,,6.208,32.917
2015-01-29,25.375,45.438,20.062,,5.125,13.458
2015-01-30,10.5,19.672,9.171,,3.375,5.458
2015-01-31,12.355,18.417,6.062,,3.609,11.917
2015-02-01,21.042,48.666,27.625,,4.583,15.083
2015-02-02,15.812,35.542,19.729,,3.458,8.583
2015-02-03,20.935,44.196,23.261,,3.583,8.458
2015-02-04,27.38,52.848,25.468,,4.417,16.625
2015-02-05,32.75,59.688,26.938,,5.583,24.542
2015-02-06,19.688,38.188,18.5,,4.417,17.25
2015-02-07,8.73,14.812,6.084,,3.167,5.5
2015-02-08,22.975,43.556,20.582,,4.042,11.917
2015-02-09,23.292,48.292,25.0,,4.043,16.417
2015-02-10,19.896,41.938,22.042,,3.375,9.792
2015-02-11,19.75,35.354,15.604,,3.667,11.708
2015-02-12,24.646,45.375,20.729,,4.25,14.792
2015-02-13,19.926,32.672,12.746,,3.917,13.875
2015-02-14,10.73,15.792,5.062,,3.458,5.417
2015-02-15,9.75,21.938,12.188,,3.042,6.292
2015-02-16,16.042,31.125,15.084,,3.5,9.667
2015-02-17,16.665,32.015,15.35,,3.333,11.25
2015-02-18,27.334,54.166,26.834,,4.391,13.125
2015-02-19,33.042,60.104,27.062,,5.042,17.542
2015-02-20,24.584,38.667,14.084,,4.25,11.833
2015-02-21,5.979,9.729,3.75,,2.875,11.083
2015-02-22,21.666,40.188,18.522,,3.958,12.292
2015-02-23,31.458,60.792,29.333,,5.292,18.917
2015-02-24,10.105,20.125,10.02,,3.083,12.783
2015-02-25,14.271,28.646,14.375,,3.042,8.583
2015-02-26,20.046,40.461,20.416,,3.917,21.5
2015-02-27,22.875,35.292,12.416,,4.826,36.25
2015-02-28,18.583,24.458,5.875,,4.708,34.583
2015-03-01,13.25,28.042,14.792,,3.292,12.708
2015-03-02,31.226,59.997,28.771,,4.667,20.583
2015-03-03,29.521,51.104,21.583,,5.083,25.208
2015-03-04,29.229,44.396,15.166,,4.417,23.917
2015-03-05,25.416,37.188,11.771,,4.583,27.583
2015-03-06,17.812,24.712,6.9,,3.583,17.958
2015-03-07,18.75,34.729,15.98,,3.783,12.417
2015-03-08,14.895,31.979,17.084,,3.875,15.208
2015-03-09,12.645,23.396,10.75,,3.417,9.625
2015-03-10,10.0,19.708,9.708,,2.792,10.5
2015-03-11,12.421,23.847,11.426,,2.833,9.042
2015-03-12,13.938,27.604,13.667,,3.167,7.458
2015-03-13,10.916,15.021,4.104,,3.0,8.25
2015-03-14,15.729,30.334,14.604,,3.458,11.0
2015-03-15,15.25,29.041,13.792,,3.667,17.458
2015-03-16,27.5,45.782,18.282,,4.13,12.833
2015-03-17,28.792,49.729,20.938,,4.542,15.958
2015-03-18,37.083,66.542,29.458,,5.5,18.667
2015-03-19,13.416,22.916,9.5,,3.333,11.792
2015-03-20,6.512,10.534,4.021,,3.5,19.125
2015-03-21,7.166,13.5,6.334,,2.417,6.125
2015-03-22,22.229,36.208,13.98,,3.375,9.917
2015-03-23,19.958,38.146,18.188,,3.792,17.208
2015-03-24,10.424,21.074,10.65,,2.625,9.333
2015-03-25,13.771,30.396,16.625,,2.826,6.5
2015-03-26,15.604,28.312,12.708,,2.875,6.833
2015-03-27,10.25,14.27,4.021,,2.958,11.292
2015-03-28,20.688,36.98,16.292,,3.708,13.417
2015-03-29,26.22,38.514,12.296,,3.917,24.0
2015-03-30,29.414,46.565,17.152,,5.083,31.478
2015-03-31,22.021,33.021,11.0,,4.167,31.125
2015-04-01,18.761,27.392,8.63,,3.417,15.217
2015-04-02,14.125,23.334,9.208,,3.458,9.542
2015-04-03,21.562,40.021,18.458,,4.042,9.333
2015-04-04,13.837,22.496,8.658,,4.125,5.708
2015-04-05,12.542,17.271,4.73,,3.75,3.042
2015-04-06,17.604,34.52,16.917,,3.792,4.333
2015-04-07,11.062,20.146,9.084,,2.792,8.583
2015-04-08,11.772,26.202,14.43,,2.917,10.208
2015-04-09,17.979,32.917,14.938,,3.348,12.042
2015-04-10,27.02,45.25,18.229,,4.167,15.583
2015-04-11,17.396,35.125,17.729,,3.917,13.792
2015-04-12,10.375,15.042,4.667,,3.083,11.792
2015-04-13,20.15,33.326,13.176,,3.083,6.125
2015-04-14,24.104,44.646,20.542,,3.792,5.458
2015-04-15,22.782,37.891,15.108,,4.583,13.75
2015-04-16,34.083,55.25,21.166,,5.5,31.0
2015-04-17,20.277,35.52,15.242,,3.833,22.5
2015-04-18,16.5,25.708,9.208,,3.391,19.708
2015-04-19,17.812,23.0,5.188,,3.917,19.333
2015-04-20,21.646,44.167,22.52,,4.167,12.25
2015-04-21,12.875,23.667,10.792,,2.958,6.083
