date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CH4_mean,CO_mean,NMHC_mean,PM25_mean,THC_mean
2011-03-10,17.562,22.729,5.167,0.0,12.688,,4.833,,9.0,
2011-03-11,5.438,6.708,1.271,0.0,10.812,,2.917,,8.875,
2011-03-12,5.993,8.875,2.882,0.0,12.618,,2.882,,10.667,
2011-03-13,6.682,7.727,1.045,0.0,11.45,,3.1,,7.625,
2011-03-14,7.5,8.5,1.0,0.0,14.312,,2.833,,9.625,
2011-03-15,6.792,7.125,0.333,0.0,20.23,,3.042,,15.292,
2011-03-16,18.75,20.25,1.5,0.0,25.896,,4.042,,20.0,
2011-03-17,33.167,41.375,8.208,0.0,28.0,,5.167,,18.917,
2011-03-18,17.542,18.75,1.208,0.0,13.605,,4.458,,5.458,
2011-03-19,7.542,12.479,4.938,0.0,12.354,,2.542,,8.042,
2011-03-20,5.609,7.696,2.087,0.0,12.729,,2.304,,9.042,
2011-03-21,10.666,15.021,4.354,0.0,14.312,,3.0,,10.667,
2011-03-22,19.312,24.25,4.938,0.042,31.292,,4.0,,23.917,
2011-03-23,19.5,23.666,4.166,0.0,41.354,,4.0,,33.583,
2011-03-24,7.479,9.833,2.354,0.0,11.104,,2.583,,7.083,
2011-03-25,4.521,5.666,1.146,0.0,8.375,,2.208,,5.833,
2011-03-26,8.958,12.368,3.41,0.0,9.66,,2.875,,9.917,
2011-03-27,13.95,17.432,3.482,0.0,18.654,,3.545,,11.333,
2011-03-28,13.542,16.666,3.125,0.0,27.396,,4.0,,25.7,
2011-03-29,15.584,19.334,3.75,0.0,20.938,,3.917,,18.792,
2011-03-30,19.334,23.562,4.23,0.0,23.938,,3.875,,18.625,
2011-03-31,14.0,18.688,4.688,0.0,18.688,,3.958,,14.875,
2011-04-01,15.896,20.562,4.667,0.0,15.979,192.208,3.0,11.333,17.708,203.542
2011-04-02,8.834,12.688,3.854,0.0,14.854,190.417,2.167,7.458,13.5,197.875
2011-04-03,4.875,7.354,2.479,0.0,10.52,190.542,1.917,5.792,9.0,196.333
2011-04-04,10.166,15.354,5.188,0.0,9.604,191.542,2.783,6.375,8.958,197.917
2011-04-05,13.782,18.348,4.565,0.0,13.458,192.478,3.292,9.87,14.458,202.348
2011-04-06,15.145,19.271,4.125,0.0,13.938,191.583,3.5,11.583,14.542,203.167
2011-04-07,15.958,19.625,3.666,0.0,17.542,188.542,3.333,12.625,14.417,201.167
2011-04-08,18.479,24.23,5.75,0.0,17.312,188.792,3.917,16.25,13.5,205.042
2011-04-09,15.542,19.375,3.834,0.0,12.625,189.5,3.875,14.375,7.208,203.875
2011-04-10,7.812,9.084,1.271,0.0,19.354,188.083,3.5,8.667,16.667,196.75
2011-04-11,10.854,13.084,2.229,0.0,23.417,188.167,3.391,9.417,19.542,197.583
2011-04-12,11.454,15.659,4.204,0.0,15.392,187.609,3.348,9.826,14.875,197.435
2011-04-13,11.125,14.438,3.312,0.0,24.042,187.292,3.417,10.125,18.958,197.417
2011-04-14,13.583,16.708,3.125,0.333,29.0,187.708,3.833,11.875,26.417,199.583
2011-04-15,15.979,19.958,3.979,0.174,34.646,188.75,4.167,13.667,28.5,202.417
2011-04-16,7.604,10.062,2.458,0.0,26.938,185.833,3.167,9.458,21.333,195.292
2011-04-17,4.479,5.542,1.062,0.0,15.208,187.042,2.208,7.333,11.833,194.375
2011-04-18,13.896,18.104,4.208,0.0,21.812,192.75,3.348,12.375,15.0,205.125
2011-04-19,13.739,18.913,5.174,0.0,8.484,186.826,3.542,11.739,4.875,198.565
2011-04-20,8.146,11.708,3.562,0.0,7.271,190.25,2.458,8.417,2.833,198.667
2011-04-21,11.896,17.479,5.584,0.0,10.729,192.75,3.208,11.083,8.417,203.833
2011-04-22,13.688,17.771,4.084,0.0,23.292,192.625,3.708,14.292,18.333,206.917
2011-04-23,14.708,19.562,4.854,0.0,20.166,196.458,3.417,14.083,14.125,210.542
2011-04-24,5.25,6.562,1.312,0.0,14.834,188.583,2.75,6.167,13.083,194.75
2011-04-25,8.562,11.458,2.896,0.0,22.271,189.458,3.522,7.875,9.905,197.333
2011-04-26,12.614,16.75,4.136,0.0,19.741,190.571,3.609,12.19,9.667,202.762
2011-04-27,11.146,13.688,2.542,0.0,20.854,188.875,3.208,12.792,15.0,201.667
2011-04-28,7.604,11.105,3.5,0.0,13.062,183.917,2.875,9.833,8.708,193.75
2011-04-29,5.75,7.73,1.98,0.0,13.042,185.917,2.792,8.583,11.292,194.5
2011-04-30,10.48,13.292,2.812,0.0,19.771,188.75,3.708,12.792,19.375,201.542
2011-05-01,8.646,11.208,2.562,0.0,34.916,190.083,3.792,12.5,28.667,202.583
2011-05-02,6.229,9.208,2.979,0.0,25.042,186.917,3.261,8.833,17.833,195.75
2011-05-03,7.413,9.304,1.891,0.0,34.625,195.609,3.375,9.609,21.292,205.217
2011-05-04,4.354,6.083,1.729,0.0,35.417,187.667,3.042,6.917,23.708,194.583
2011-05-05,3.584,4.458,0.875,0.0,15.25,189.667,2.75,6.833,12.458,196.5
2011-05-06,8.562,11.167,2.604,0.0,21.562,191.542,3.0,9.708,18.25,201.25
2011-05-07,7.896,10.083,2.188,0.0,20.479,196.042,3.083,12.333,15.167,208.375
2011-05-08,4.188,5.958,1.771,0.0,20.458,185.042,2.833,7.917,13.708,192.958
2011-05-09,9.938,13.271,3.334,0.0,15.855,193.875,3.652,10.0,13.083,203.875
2011-05-10,10.773,14.886,4.114,0.0,20.68,186.609,3.696,10.957,11.958,197.565
2011-05-11,17.0,23.042,6.042,0.0,24.521,198.958,3.833,15.875,11.667,214.833
2011-05-12,12.0,16.188,4.188,0.0,14.979,195.458,3.167,12.167,7.958,207.625
2011-05-13,6.521,9.521,3.0,0.0,61.729,184.333,3.208,7.25,37.875,191.583
2011-05-14,5.521,7.0,1.479,0.0,42.188,186.542,3.042,6.208,29.625,192.75
2011-05-15,4.979,5.834,0.854,0.0,28.438,191.792,3.167,6.833,21.125,198.625
2011-05-16,8.334,10.354,2.021,0.167,35.938,198.833,3.435,9.167,27.792,208.0
2011-05-17,9.348,12.239,2.891,0.0,39.354,192.739,3.5,9.391,36.0,202.13
2011-05-18,11.042,15.0,3.958,0.0,24.188,190.625,3.333,10.917,21.25,201.542
2011-05-19,11.875,14.854,2.979,0.0,25.958,190.625,3.5,11.792,22.833,202.417
2011-05-20,11.979,15.938,3.958,0.0,30.875,186.792,3.625,11.917,29.667,198.708
2011-05-21,8.729,11.834,3.104,0.0,32.292,184.25,2.958,10.292,25.208,194.542
2011-05-22,4.062,5.146,1.084,0.0,15.812,186.167,2.167,6.083,9.458,192.25
2011-05-23,11.188,14.792,3.604,0.0,13.417,193.917,2.478,10.333,8.25,204.25
2011-05-24,10.932,14.659,3.728,0.0,14.587,196.091,2.522,10.773,7.75,206.864
2011-05-25,9.584,12.75,3.166,0.0,13.812,190.125,2.375,11.167,10.333,201.292
2011-05-26,13.146,16.896,3.75,0.0,18.021,195.208,2.75,13.625,12.833,208.833
2011-05-27,9.562,12.521,2.958,0.0,16.25,192.5,2.792,13.583,14.667,206.083
2011-05-28,9.292,11.271,1.979,0.0,20.354,200.75,2.667,11.208,7.958,211.958
2011-05-29,6.708,8.229,1.521,0.0,17.542,194.833,2.25,8.5,3.583,203.333
2011-05-30,7.52,10.292,2.771,0.0,12.375,186.542,2.478,7.875,3.667,194.417
2011-05-31,8.283,12.978,4.696,0.0,11.292,188.174,2.417,9.826,4.182,198.0
2011-06-01,11.834,16.105,4.271,0.0,17.416,197.792,2.833,12.833,9.958,210.625
2011-06-02,11.958,17.666,5.708,0.0,12.395,196.75,3.333,13.042,6.875,209.792
2011-06-03,9.188,13.666,4.479,0.0,17.625,194.25,2.833,10.833,11.708,205.083
2011-06-04,7.5,10.083,2.584,0.0,35.562,193.875,3.208,9.417,29.958,203.292
2011-06-05,4.938,6.542,1.604,0.0,40.562,188.208,3.125,7.375,34.708,195.583
2011-06-06,10.25,14.062,3.812,0.0,34.812,191.25,3.348,9.042,31.917,200.292
2011-06-07,11.436,14.233,2.797,0.0,22.874,204.217,3.304,12.043,19.083,216.261
2011-06-08,11.542,13.917,2.375,0.0,31.208,207.833,3.208,12.792,25.0,220.625
2011-06-09,10.708,13.292,2.584,0.0,29.708,204.958,3.167,11.5,23.375,216.458
2011-06-10,10.438,14.458,4.021,0.0,30.792,198.583,3.042,10.042,23.917,208.625
2011-06-11,7.375,9.542,2.166,0.0,36.167,203.667,3.042,5.167,26.792,208.833
2011-06-12,4.5,6.084,1.584,0.0,23.25,200.625,2.917,3.625,19.75,204.25
2011-06-13,7.084,11.0,3.916,0.0,19.708,192.917,3.087,5.292,15.208,198.208
2011-06-14,8.348,12.63,4.283,0.0,12.292,187.696,3.25,6.478,6.958,194.174
2011-06-15,7.729,10.521,2.792,0.0,11.188,201.375,2.708,6.625,4.667,208.0
2011-06-16,10.562,13.938,3.375,0.0,14.354,215.125,2.75,8.833,6.75,223.958
2011-06-17,10.146,13.75,3.604,0.0,17.042,217.125,3.167,8.083,11.375,225.208
2011-06-18,8.312,11.75,3.438,0.0,21.312,210.417,3.125,7.458,14.292,217.875
2011-06-19,5.812,6.896,1.084,0.0,18.896,215.042,2.875,6.625,13.792,221.667
2011-06-20,11.25,14.584,3.334,0.0,21.979,231.292,3.478,10.458,18.042,241.75
2011-06-21,8.727,12.909,4.182,0.0,22.413,202.182,3.043,11.545,15.083,213.727
2011-06-22,7.104,11.188,4.084,0.0,19.02,188.625,2.667,12.667,13.292,201.292
2011-06-23,6.625,12.166,5.542,0.0,15.458,182.167,2.458,13.042,11.0,195.208
2011-06-24,6.771,13.271,6.5,0.0,14.75,186.042,2.5,9.75,9.0,195.792
2011-06-25,5.812,7.479,1.667,0.0,8.084,198.208,2.292,9.583,2.833,207.792
2011-06-26,5.48,6.729,1.25,0.0,9.438,212.125,2.583,10.417,3.5,222.542
2011-06-27,13.062,20.334,7.271,0.0,9.75,240.958,4.174,20.208,7.875,261.167
2011-06-28,9.91,17.146,7.236,0.0,15.23,224.0,2.955,22.588,9.667,246.588
2011-06-29,7.812,14.208,6.396,0.0,14.792,188.917,2.292,12.5,8.708,201.417
2011-06-30,7.854,15.771,7.917,0.0,15.416,199.083,2.417,13.333,10.25,212.417
2011-07-01,6.5,12.542,6.042,0.0,22.938,186.083,2.0,9.792,14.333,195.875
2011-07-02,5.375,8.229,2.854,0.0,23.271,198.125,1.833,7.208,12.917,205.333
2011-07-03,4.188,5.479,1.292,0.0,23.646,200.375,2.167,9.125,12.667,209.5
2011-07-04,9.812,14.98,5.167,0.0,21.396,198.625,2.826,10.792,11.583,209.417
2011-07-05,9.544,14.536,4.991,0.0,14.426,196.522,2.917,8.348,10.542,204.87
2011-07-06,12.396,16.708,4.312,0.0,28.792,211.75,3.208,11.667,21.917,223.417
2011-07-07,13.875,18.583,4.708,0.0,31.542,230.875,3.417,11.5,20.208,242.375
2011-07-08,7.854,14.146,6.292,0.0,14.542,192.542,2.333,7.708,9.542,200.25
2011-07-09,6.166,9.688,3.52,0.0,18.458,208.875,2.125,8.667,11.083,217.542
2011-07-10,4.688,6.875,2.188,0.0,14.792,194.542,1.958,7.0,9.708,201.542
2011-07-11,9.104,13.438,4.334,0.0,21.916,204.792,2.696,9.875,16.208,214.667
2011-07-12,7.706,12.241,4.536,0.0,16.562,192.652,2.652,10.435,13.875,203.087
2011-07-13,9.771,13.98,4.208,0.0,20.562,194.292,2.625,10.75,15.125,205.042
2011-07-14,8.062,12.27,4.208,0.0,18.125,187.917,2.5,9.667,15.375,197.583
2011-07-15,8.833,12.667,3.833,0.0,19.292,190.583,2.583,10.792,14.792,201.375
2011-07-16,7.917,11.5,3.583,0.0,23.438,193.583,2.75,9.375,18.125,202.958
2011-07-17,4.312,5.292,0.979,0.0,23.167,194.75,2.125,9.333,19.375,204.083
2011-07-18,6.854,8.312,1.458,0.0,24.708,196.75,2.208,10.333,18.917,207.083
2011-07-19,8.174,12.368,4.194,0.0,14.25,202.0,1.913,10.391,9.208,212.391
2011-07-20,6.562,10.958,4.396,0.0,8.771,195.0,1.375,8.083,3.375,203.083
2011-07-21,2.938,3.812,0.875,0.0,8.875,184.375,1.167,4.75,5.542,189.125
2011-07-22,8.812,13.625,4.812,0.0,16.417,189.292,2.167,8.375,7.917,197.667
2011-07-23,6.396,9.896,3.5,0.0,16.625,191.667,2.0,6.625,8.625,198.292
2011-07-24,3.916,5.938,2.021,0.0,16.438,189.75,1.875,6.333,9.833,196.083
2011-07-25,8.167,12.271,4.104,0.0,20.604,195.083,2.167,7.667,14.792,202.75
2011-07-26,8.386,12.824,4.438,0.0,16.872,193.136,2.364,7.364,12.727,200.5
2011-07-27,9.438,13.23,3.792,0.0,13.27,187.042,2.583,8.083,8.333,195.125
2011-07-28,8.354,14.042,5.688,0.0,17.146,181.583,2.417,10.125,7.917,191.708
2011-07-29,5.896,11.855,5.958,0.0,20.958,177.375,1.958,7.333,10.625,184.708
2011-07-30,8.416,11.729,3.312,0.0,11.021,206.042,2.458,11.167,3.875,217.208
2011-07-31,4.854,7.417,2.562,0.0,9.416,206.167,2.292,10.25,6.542,216.417
2011-08-01,8.354,13.605,5.25,0.0,10.834,202.458,2.875,10.917,7.542,213.375
2011-08-02,12.074,16.458,4.384,0.0,19.054,202.739,3.478,11.609,13.5,214.348
2011-08-03,9.708,13.584,3.875,0.0,21.416,207.5,3.375,9.708,13.583,217.208
2011-08-04,6.666,9.667,3.0,0.0,13.417,199.458,2.583,8.125,9.5,207.583
2011-08-05,9.062,14.896,5.834,0.0,12.416,196.917,2.458,8.75,8.417,205.667
2011-08-06,6.75,9.916,3.167,0.0,18.417,193.75,2.5,7.458,13.75,201.208
2011-08-07,5.417,6.938,1.521,0.0,16.021,196.5,2.333,7.292,14.25,203.792
2011-08-08,8.334,13.104,4.771,0.0,13.792,189.125,2.458,7.833,9.917,196.958
2011-08-09,9.112,13.728,4.616,0.0,19.625,190.955,2.864,6.136,16.792,197.091
2011-08-10,8.0,12.958,4.958,0.0,19.146,186.792,2.708,6.542,17.083,193.333
2011-08-11,6.584,10.562,3.979,0.0,27.146,181.625,2.833,6.125,20.458,187.75
2011-08-12,7.52,10.729,3.208,0.0,35.666,188.208,3.25,7.958,30.625,196.167
2011-08-13,4.979,7.23,2.25,0.0,24.896,189.917,2.667,7.333,21.167,197.25
2011-08-14,3.52,5.167,1.646,0.0,15.229,189.042,2.167,7.292,13.333,196.333
2011-08-15,3.979,5.896,1.916,0.0,17.896,185.958,2.375,7.0,14.958,192.958
2011-08-16,4.761,7.282,2.522,0.0,26.229,186.043,2.565,4.696,19.667,190.739
2011-08-17,6.896,10.828,3.932,0.0,34.979,185.042,2.667,6.542,25.667,191.583
2011-08-18,8.479,12.75,4.271,0.0,32.021,182.708,2.792,8.792,21.125,191.5
2011-08-19,8.354,10.854,2.5,0.0,9.5,192.542,2.333,5.958,4.125,198.5
2011-08-20,8.604,13.167,4.562,0.0,14.166,194.208,2.75,9.25,8.125,203.458
2011-08-21,5.458,7.062,1.604,0.0,9.792,193.75,2.25,4.792,3.0,198.542
2011-08-22,9.312,14.938,5.625,0.0,10.312,199.417,2.75,7.042,3.708,206.458
2011-08-23,10.424,16.614,6.19,0.0,11.541,197.273,3.045,9.818,5.708,207.091
2011-08-24,9.792,14.166,4.375,0.0,13.354,193.667,2.5,13.125,6.167,206.792
2011-08-25,10.271,16.604,6.334,0.0,15.875,196.875,2.917,13.708,10.625,210.583
2011-08-26,10.542,16.771,6.229,0.0,10.917,191.042,2.458,12.167,6.0,203.208
2011-08-27,8.583,11.479,2.896,0.0,14.0,205.083,2.417,11.458,8.0,216.542
2011-08-28,4.812,6.25,1.438,0.0,16.25,199.417,2.167,10.417,10.708,209.833
2011-08-29,9.646,13.479,3.833,0.0,19.25,204.0,2.667,11.458,14.75,215.458
2011-08-30,11.626,15.96,4.333,0.0,22.239,203.217,2.87,11.696,18.545,214.913
2011-08-31,9.917,14.958,5.042,0.0,15.062,192.333,2.417,10.583,11.625,202.917
2011-09-01,6.604,13.958,7.354,0.0,8.25,188.083,2.083,8.208,5.167,196.292
2011-09-02,4.896,11.521,6.625,0.0,6.5,185.292,1.708,7.542,4.25,192.833
2011-09-03,7.48,12.854,5.375,0.0,11.333,186.292,2.208,9.333,7.375,195.625
2011-09-04,4.688,7.52,2.833,0.0,8.708,182.167,1.417,5.917,4.042,188.083
2011-09-05,7.125,12.729,5.604,0.0,7.979,183.333,2.042,6.208,4.458,189.542
2011-09-06,7.915,12.108,4.194,0.0,10.342,185.273,2.091,5.818,4.542,191.091
2011-09-07,9.77,14.146,4.375,0.0,12.0,188.417,2.458,9.333,7.292,197.75
2011-09-08,11.688,15.25,3.562,0.0,16.771,193.5,2.792,9.583,13.5,203.083
2011-09-09,14.334,18.27,3.938,0.0,25.375,196.667,3.625,13.667,21.167,210.333
2011-09-10,7.604,9.812,2.208,0.0,21.375,191.5,2.708,9.458,16.917,200.958
2011-09-11,7.188,9.125,1.938,0.0,21.396,199.417,3.125,8.5,16.458,207.917
2011-09-12,8.625,13.688,5.062,0.0,18.084,184.542,2.542,8.208,16.625,192.75
2011-09-13,6.669,9.484,2.815,0.0,20.556,184.0,2.421,12.737,15.25,196.737
2011-09-14,10.2,15.95,5.75,0.0,22.396,188.565,2.583,13.652,15.25,202.217
2011-09-15,10.729,15.27,4.542,0.0,26.938,188.208,2.833,13.917,21.75,202.125
2011-09-16,10.792,14.521,3.729,0.0,28.646,186.333,2.708,15.958,24.3,202.292
2011-09-17,13.167,19.292,6.125,0.0,33.604,193.25,3.083,17.125,21.75,210.375
2011-09-18,5.458,9.334,3.875,0.0,19.625,185.042,2.333,13.125,11.25,198.167
2011-09-19,4.292,5.583,1.292,0.0,8.75,185.625,1.833,9.208,2.167,194.833
2011-09-20,14.413,22.609,8.196,0.0,9.938,189.783,3.261,13.261,2.875,203.043
2011-09-21,9.354,12.562,3.208,0.0,8.062,187.875,2.083,11.417,1.25,199.292
2011-09-22,9.438,15.5,6.062,0.0,8.771,184.125,2.5,10.792,3.333,194.917
2011-09-23,5.5,8.0,2.5,0.0,9.75,185.708,2.083,8.583,2.708,194.292
2011-09-24,6.271,9.584,3.312,0.0,8.708,190.667,2.5,9.125,3.417,199.792
2011-09-25,5.708,7.334,1.625,0.0,14.938,193.167,2.5,7.792,8.333,200.958
2011-09-26,9.579,14.674,5.095,0.0,23.252,197.364,3.783,12.727,18.913,210.091
2011-09-27,12.659,16.633,3.974,0.0,18.792,193.087,2.909,11.261,15.455,204.348
2011-09-28,15.188,21.666,6.479,0.0,22.854,194.042,3.375,9.25,16.542,203.292
2011-09-29,13.104,17.834,4.73,0.0,23.666,191.5,3.375,8.875,19.917,200.375
2011-09-30,13.542,18.812,5.27,0.0,18.458,187.292,3.375,10.5,11.917,197.792
2011-10-01,5.75,9.062,3.312,0.0,13.688,186.167,2.25,4.125,5.542,190.292
2011-10-02,4.521,6.375,1.854,0.0,9.917,188.417,2.167,3.333,3.792,191.75
2011-10-03,6.646,11.458,4.812,0.0,9.854,186.5,2.333,2.542,5.417,189.042
2011-10-04,11.261,19.13,7.869,0.0,9.542,190.522,2.913,5.783,5.917,196.304
2011-10-05,16.292,26.021,9.729,0.0,19.521,194.667,4.0,17.958,12.792,212.625
2011-10-06,11.958,17.375,5.416,0.0,11.895,185.625,3.083,16.875,6.667,202.5
2011-10-07,9.292,13.438,4.146,0.0,22.562,184.458,3.292,12.833,17.292,197.292
2011-10-08,9.5,12.416,2.916,0.0,28.604,181.208,3.875,13.792,25.708,195.0
2011-10-09,7.334,9.146,1.812,0.0,30.271,195.042,3.792,14.042,27.333,209.083
2011-10-10,6.438,8.604,2.167,0.0,38.104,189.875,3.375,13.458,32.125,203.333
2011-10-11,11.913,18.218,6.304,0.0,27.834,189.304,3.913,10.826,24.958,200.13
2011-10-12,12.586,18.413,5.826,0.0,21.696,190.682,3.522,12.227,15.292,202.909
2011-10-13,13.875,19.5,5.625,0.0,20.48,192.708,3.792,12.25,17.458,204.958
2011-10-14,15.042,20.688,5.646,0.0,27.48,193.25,4.0,12.667,19.958,205.917
2011-10-15,12.604,16.688,4.084,0.0,17.5,193.0,3.75,12.0,11.0,205.0
2011-10-16,5.812,7.458,1.646,0.0,24.438,187.5,3.083,6.875,14.833,194.375
2011-10-17,7.896,12.062,4.167,0.0,19.562,186.208,3.083,8.375,16.375,194.583
2011-10-18,8.913,13.456,4.544,0.0,14.728,189.545,2.696,7.636,7.208,197.182
2011-10-19,10.834,16.521,5.688,0.0,13.062,194.875,2.75,10.167,8.833,205.042
2011-10-20,16.396,28.042,11.645,0.0,14.896,197.958,4.042,14.625,11.375,212.583
2011-10-21,15.021,27.938,12.916,0.0,14.312,198.167,3.875,15.5,9.917,213.667
2011-10-22,15.562,31.292,15.729,0.0,15.062,199.917,4.833,20.625,8.5,220.542
2011-10-23,6.27,9.333,3.062,0.0,10.271,186.042,2.5,8.208,3.958,194.25
2011-10-24,11.271,17.375,6.104,0.0,14.584,189.0,2.625,9.958,6.583,198.958
2011-10-25,9.136,15.386,6.25,0.0,15.074,187.739,2.864,8.087,8.091,195.826
2011-10-26,11.917,18.25,6.334,0.0,12.834,190.708,3.292,12.292,10.917,203.0
2011-10-27,12.396,17.938,5.542,0.0,14.812,194.208,3.042,11.0,13.875,205.208
2011-10-28,15.645,24.292,8.646,0.0,15.625,198.083,3.833,12.542,14.542,210.625
