date,NO2_mean,NOX_mean,NO_mean,SPM_mean,HUM_max,HUM_mean,HUM_min,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-09-29,12.583,15.052,2.469,37.802,83.0,69.208,50.0,2.021,26.3,22.288,17.9
2011-09-30,15.802,18.823,3.021,39.344,82.0,72.583,61.0,1.771,26.2,23.188,21.9
2011-10-01,7.729,9.521,1.792,18.187,60.0,44.25,26.0,1.27,25.1,21.379,16.5
2011-10-02,9.615,12.073,2.458,17.49,66.0,49.333,32.0,1.271,23.4,18.392,14.9
2011-10-03,10.1,12.542,2.442,15.052,54.0,39.875,23.0,1.292,23.4,18.446,15.6
2011-10-04,12.87,16.661,3.791,18.26,64.0,50.625,38.0,1.003,22.7,18.546,12.7
2011-10-05,27.646,35.333,7.688,32.312,91.0,80.042,61.0,0.875,18.7,17.588,16.4
2011-10-06,13.99,17.167,3.177,20.521,92.0,63.5,42.0,1.375,25.4,20.525,17.1
2011-10-07,12.938,14.844,1.906,40.198,67.0,48.75,28.0,2.208,24.3,20.058,15.8
2011-10-08,17.323,20.208,2.885,38.49,75.0,55.25,35.0,1.688,23.8,18.254,12.6
2011-10-09,10.51,12.312,1.802,41.469,78.0,61.0,29.0,1.167,25.1,19.325,13.7
2011-10-10,17.324,20.732,3.408,49.834,80.0,63.958,42.0,2.334,26.2,20.517,15.7
2011-10-11,28.771,38.688,9.917,63.052,81.0,66.583,52.0,2.646,22.7,19.417,16.2
2011-10-12,25.597,36.03,10.434,62.81,81.0,56.125,24.0,2.104,26.0,19.8,14.6
2011-10-13,38.667,64.361,25.694,72.625,81.0,65.75,54.0,2.271,20.4,17.667,14.8
2011-10-14,15.681,27.625,11.944,55.302,88.0,72.333,58.0,1.375,24.0,20.05,15.5
2011-10-15,7.403,9.389,1.986,24.26,90.0,87.583,83.0,0.458,23.8,21.762,20.6
2011-10-16,7.542,8.875,1.333,28.417,89.0,61.792,37.0,1.646,25.7,21.862,18.0
2011-10-17,14.558,18.736,4.178,35.198,78.0,57.375,41.0,2.479,23.3,19.638,15.3
2011-10-18,16.078,19.765,3.687,23.15,70.0,50.625,30.0,2.04,23.9,19.079,15.0
2011-10-19,17.639,23.194,5.556,28.698,77.0,59.5,44.0,1.146,22.2,18.238,14.0
2011-10-20,23.958,30.417,6.459,47.521,78.0,60.75,43.0,2.125,23.1,19.638,16.5
2011-10-21,23.903,33.097,9.195,55.49,88.0,70.708,51.0,1.958,22.5,19.512,16.2
2011-10-22,7.236,8.931,1.694,22.031,89.0,81.833,76.0,0.542,23.7,21.796,18.9
2011-10-23,6.319,7.417,1.097,18.177,89.0,77.208,58.0,1.208,25.5,21.654,18.3
2011-10-24,15.678,22.288,6.611,22.385,85.0,67.458,48.0,1.75,25.1,21.021,16.9
2011-10-25,14.257,22.69,8.432,25.812,83.0,63.917,50.0,2.021,22.5,18.821,14.6
2011-10-26,8.319,10.305,1.986,15.094,57.0,43.375,32.0,0.854,19.6,15.412,12.5
2011-10-27,14.084,17.139,3.056,25.833,74.0,54.75,36.0,1.146,19.7,15.233,11.1
2011-10-28,21.264,27.472,6.208,33.354,77.0,59.875,33.0,1.417,21.3,15.917,11.1
2011-10-29,19.694,25.555,5.861,38.448,79.0,60.25,36.0,1.604,21.3,16.296,11.0
2011-10-30,18.014,21.083,3.069,49.323,89.0,77.125,56.0,1.208,19.4,15.871,14.2
2011-10-31,14.804,19.179,4.375,24.24,90.0,65.875,42.0,1.542,23.9,18.375,14.0
2011-11-01,17.423,21.897,4.474,21.667,74.0,61.083,44.0,1.143,22.3,17.829,13.9
2011-11-02,25.5,36.486,10.986,34.875,78.0,64.125,40.0,1.479,21.9,17.079,13.1
2011-11-03,24.666,48.347,23.681,52.521,85.0,71.792,57.0,2.334,21.5,17.775,15.4
2011-11-04,18.389,39.736,21.347,52.552,85.0,71.958,51.0,1.416,23.7,18.542,13.7
2011-11-05,27.278,37.486,10.208,73.958,88.0,77.083,64.0,1.27,22.2,19.05,15.9
2011-11-06,13.142,17.679,4.538,36.104,89.0,85.75,77.0,0.979,21.8,19.25,18.0
2011-11-07,9.514,12.147,2.633,14.848,87.0,59.875,43.0,1.458,22.4,18.612,14.9
2011-11-08,10.4,12.638,2.238,16.646,59.0,46.25,31.0,1.396,20.0,15.925,12.2
2011-11-09,16.222,25.125,8.903,18.167,73.0,50.458,31.0,1.146,18.0,14.1,9.6
2011-11-10,22.5,32.306,9.806,30.802,81.0,59.667,49.0,0.875,16.1,14.362,12.8
2011-11-11,22.208,34.333,12.125,31.073,90.0,86.0,79.0,0.792,15.2,14.296,13.4
2011-11-12,16.875,29.528,12.653,24.708,90.0,73.083,46.0,1.312,22.4,16.533,12.5
2011-11-13,10.208,18.0,7.791,24.448,85.0,64.625,47.0,1.562,22.5,16.717,11.4
2011-11-14,17.871,24.513,6.641,44.01,80.0,59.75,40.0,3.0,20.7,15.867,11.6
2011-11-15,9.843,11.758,1.915,18.4,63.0,51.25,39.0,1.488,18.3,14.6,11.5
2011-11-16,13.536,15.653,2.116,14.364,59.0,43.208,26.0,1.646,16.4,12.362,9.3
2011-11-17,22.271,30.323,8.052,20.573,62.0,40.125,11.0,2.292,18.9,13.433,9.3
2011-11-18,35.594,83.823,48.23,52.622,76.0,58.333,46.0,2.916,15.6,13.154,9.9
2011-11-19,21.95,43.444,21.494,42.667,90.0,88.0,80.0,0.542,21.1,17.179,13.0
2011-11-20,6.844,8.375,1.531,18.031,90.0,61.375,45.0,1.021,20.8,16.15,10.9
2011-11-21,8.699,10.758,2.059,10.271,68.0,56.5,44.0,1.312,13.2,10.125,7.9
2011-11-22,20.427,32.521,12.094,16.344,81.0,59.917,36.0,1.625,14.4,9.967,5.9
2011-11-23,25.75,50.823,25.073,34.719,88.0,73.833,49.0,1.438,13.2,9.35,6.0
2011-11-24,13.469,24.156,10.688,20.364,88.0,53.792,31.0,1.312,13.5,10.15,7.2
2011-11-25,14.062,17.667,3.604,12.521,66.0,58.708,42.0,1.771,12.9,9.075,6.9
2011-11-26,20.267,30.576,10.31,18.208,75.0,57.417,30.0,1.146,14.3,8.65,4.2
2011-11-27,22.531,37.677,15.146,35.688,79.0,63.75,37.0,1.521,14.6,9.342,5.0
2011-11-28,33.084,96.805,63.722,50.104,77.0,64.375,45.0,2.0,13.4,10.788,7.6
2011-11-29,37.361,113.105,75.744,65.902,80.0,64.958,41.0,2.956,18.3,13.367,9.0
2011-11-30,26.979,66.802,39.823,49.458,83.0,65.667,43.0,2.562,20.8,15.192,9.0
2011-12-01,18.364,24.656,6.292,13.666,63.0,55.542,42.0,1.354,14.9,12.683,10.2
2011-12-02,23.729,40.104,16.375,21.0,84.0,76.792,65.0,1.084,10.9,9.508,7.4
2011-12-03,17.99,32.875,14.885,21.375,88.0,77.25,56.0,0.917,15.8,13.012,9.9
2011-12-04,6.49,7.896,1.406,9.792,68.0,53.5,38.0,1.208,15.0,12.275,9.8
2011-12-05,14.537,18.632,4.095,13.772,73.0,54.0,36.0,1.334,15.2,11.375,7.9
2011-12-06,27.656,46.364,18.708,26.531,80.0,56.417,36.0,1.792,12.4,8.717,6.8
2011-12-07,26.51,54.076,27.566,28.104,79.0,62.917,42.0,1.666,15.4,10.95,6.8
2011-12-08,22.729,48.584,25.854,27.542,86.0,76.792,61.0,1.271,12.2,9.808,6.9
2011-12-09,11.042,16.479,5.438,11.636,88.0,49.333,32.0,1.125,10.5,7.688,3.9
2011-12-10,18.323,25.74,7.417,18.052,66.0,53.417,33.0,1.27,10.3,6.412,0.9
2011-12-11,8.802,10.667,1.864,17.5,69.0,51.792,39.0,1.292,12.2,8.346,4.9
2011-12-12,19.372,33.102,13.731,24.404,81.0,60.875,39.0,1.646,14.0,8.804,2.8
2011-12-13,22.682,42.102,19.42,26.002,82.0,58.167,30.0,1.197,14.5,9.262,5.2
2011-12-14,26.711,53.706,26.995,25.062,73.0,59.042,36.0,2.271,14.6,8.667,4.5
2011-12-15,21.386,48.771,27.386,33.802,79.0,60.5,42.0,3.167,14.1,9.267,4.2
2011-12-16,9.823,12.594,2.771,14.125,69.0,53.125,39.0,1.396,11.6,6.983,4.2
2011-12-17,10.385,13.594,3.208,9.854,76.0,58.542,36.0,1.416,8.9,5.525,2.3
2011-12-18,13.281,21.604,8.323,14.614,80.0,60.5,39.0,1.188,10.7,5.375,0.2
2011-12-19,18.107,26.244,8.137,15.25,76.0,63.167,39.0,1.167,9.7,6.421,3.6
2011-12-20,19.385,28.292,8.906,15.781,74.0,61.125,42.0,1.834,8.9,6.062,3.6
2011-12-21,29.396,57.938,28.542,28.708,72.0,60.083,42.0,2.062,10.5,6.079,2.2
2011-12-22,25.01,50.823,25.812,37.833,73.0,61.625,43.0,3.042,10.8,6.675,4.3
2011-12-23,9.823,12.302,2.479,9.166,63.0,45.708,30.0,1.708,8.3,5.242,2.2
2011-12-24,16.573,23.146,6.573,15.052,67.0,49.5,36.0,2.104,8.9,4.85,0.0
2011-12-25,6.562,8.344,1.781,10.552,78.0,54.5,36.0,1.312,7.7,4.542,2.0
2011-12-26,10.872,14.997,4.125,10.718,85.5,76.308,55.5,0.958,4.6,2.093,0.8
2011-12-27,19.3,30.516,11.216,14.463,86.5,63.625,41.5,1.888,7.25,3.185,-0.85
2011-12-28,22.073,28.636,6.562,14.823,72.0,55.77,35.0,1.375,8.7,3.975,1.2
2011-12-29,21.583,31.917,10.333,26.5,75.5,59.104,41.5,2.208,11.0,5.375,-0.5
2011-12-30,6.542,8.114,1.573,12.031,57.0,45.104,30.5,1.062,8.05,4.696,1.15
2011-12-31,10.938,13.521,2.584,17.531,65.0,49.271,31.0,0.916,9.3,3.733,-1.0
2012-01-01,7.958,9.125,1.166,14.24,66.0,51.854,35.5,1.146,7.6,3.058,-1.2
2012-01-02,9.771,11.583,1.812,22.406,79.5,59.292,38.5,1.688,12.6,5.667,-0.7
2012-01-03,3.646,4.292,0.646,8.458,79.5,53.02,36.5,1.166,4.8,2.829,0.6
2012-01-04,6.031,7.094,1.063,3.771,71.5,50.25,33.5,0.792,5.2,1.479,-1.6
2012-01-05,19.473,24.187,4.714,11.53,68.5,54.625,35.5,1.506,5.2,0.608,-3.7
2012-01-06,15.396,20.781,5.385,15.646,72.5,61.229,47.5,1.938,8.4,3.5,-1.9
2012-01-07,21.464,28.458,6.994,15.508,76.5,58.042,41.5,1.29,10.1,4.288,-1.3
2012-01-08,22.948,45.834,22.886,22.229,85.0,62.271,37.0,1.688,11.3,4.958,-0.8
2012-01-09,20.098,33.876,13.778,19.47,81.5,59.958,40.5,1.812,9.8,4.679,0.0
2012-01-10,11.01,13.657,2.647,8.631,67.0,50.02,36.0,1.445,8.0,4.496,0.9
2012-01-11,16.136,19.782,3.646,9.375,70.5,50.979,30.0,1.521,8.1,2.742,-9.1
2012-01-12,32.906,57.052,24.146,31.042,72.5,55.562,32.0,1.73,10.3,2.629,-2.4
2012-01-13,25.229,34.834,9.604,41.375,77.0,59.917,41.5,1.875,11.2,5.617,-0.9
2012-01-14,14.503,16.241,1.738,22.104,90.0,73.896,51.0,1.104,7.1,5.562,4.1
2012-01-15,9.006,10.582,1.576,9.407,74.5,51.25,34.5,2.445,7.5,4.992,2.6
2012-01-16,25.552,40.302,14.75,19.25,72.5,56.021,38.5,2.375,8.5,3.533,-0.7
2012-01-17,20.125,31.208,11.083,20.823,75.5,54.812,35.5,2.73,8.3,4.012,0.5
2012-01-18,10.875,13.094,2.219,6.469,64.5,49.146,31.0,2.792,5.6,2.404,0.2
2012-01-19,16.781,21.666,4.885,18.031,70.5,56.042,40.0,2.625,8.3,4.333,-0.1
2012-01-20,9.364,10.5,1.136,24.125,68.5,50.125,36.5,3.25,8.9,5.288,1.2
2012-01-21,35.504,57.771,22.266,37.031,90.0,59.146,36.0,2.73,9.4,4.267,-1.6
2012-01-22,24.619,34.736,10.116,25.782,91.5,75.104,52.5,1.743,11.3,6.971,3.8
2012-01-23,22.323,26.667,4.344,16.292,89.0,65.375,42.5,1.792,8.0,5.333,3.2
2012-01-24,22.093,38.737,16.644,28.375,91.5,66.396,40.5,1.75,11.1,6.571,1.2
2012-01-25,9.916,11.562,1.646,20.146,58.5,43.958,31.0,1.896,8.2,5.204,1.4
2012-01-26,5.573,6.625,1.052,7.906,79.5,47.208,25.5,1.188,6.2,2.112,-0.4
2012-01-27,9.24,10.698,1.458,8.26,81.0,61.729,40.5,1.416,6.7,2.058,-0.7
2012-01-28,10.238,11.932,1.694,11.0,80.0,59.5,47.5,1.417,5.9,2.896,-0.6
2012-01-29,16.159,20.985,4.826,16.022,73.0,55.188,36.5,2.772,10.1,5.408,0.9
2012-01-30,15.667,19.416,3.75,31.396,68.5,50.604,36.0,3.834,11.7,6.583,2.4
2012-01-31,27.479,42.094,14.615,32.552,70.0,53.979,26.0,2.917,11.4,4.829,-0.9
2012-02-01,39.031,65.396,26.365,53.469,88.0,61.812,44.0,3.312,10.5,5.592,-0.3
2012-02-02,27.885,46.875,18.99,61.021,92.0,76.708,51.0,2.77,14.7,10.183,6.7
2012-02-03,10.24,11.438,1.198,15.677,55.0,42.75,31.0,1.604,11.0,7.908,5.4
2012-02-04,26.268,39.196,12.928,25.848,88.0,77.312,54.5,1.097,10.0,6.633,4.8
2012-02-05,17.865,20.864,3.0,21.972,57.0,46.375,33.5,2.792,10.1,7.608,5.0
2012-02-06,23.667,31.208,7.542,22.972,90.5,77.25,52.5,1.5,10.0,6.212,3.0
2012-02-07,17.939,32.076,14.137,19.021,87.0,63.146,43.0,2.208,11.9,5.988,1.5
2012-02-08,8.242,10.023,1.78,6.955,74.0,51.438,37.0,2.333,3.8,1.662,-0.4
2012-02-09,11.062,13.406,2.344,11.861,66.0,49.896,35.5,1.333,6.8,2.238,-1.1
2012-02-10,12.792,14.958,2.167,20.819,76.5,54.125,35.5,2.375,9.6,3.792,-2.2
2012-02-11,8.492,9.807,1.315,19.167,52.5,46.354,39.0,2.542,7.6,4.696,1.6
2012-02-12,18.325,21.128,2.804,23.322,89.5,52.646,30.5,1.542,8.0,3.308,-0.6
2012-02-13,14.864,16.844,1.979,19.583,90.5,62.688,43.0,2.375,8.6,5.108,2.1
2012-02-14,26.136,34.052,7.917,16.069,72.0,53.208,31.5,2.25,12.2,6.375,1.4
2012-02-15,22.198,33.104,10.906,18.292,86.0,71.292,55.0,1.875,7.6,5.154,4.1
2012-02-16,7.437,8.802,1.364,8.458,59.0,44.521,30.0,1.083,5.1,2.467,0.0
2012-02-17,12.552,14.479,1.927,11.542,57.5,44.708,27.0,1.542,6.5,2.504,-2.0
2012-02-18,29.738,43.672,13.934,23.986,91.0,82.854,48.5,1.0,7.1,4.125,1.4
2012-02-19,11.798,13.279,1.481,14.887,65.0,44.479,34.0,2.542,6.5,4.504,1.7
2012-02-20,14.021,17.833,3.812,11.264,64.5,49.333,36.0,1.375,8.0,3.138,-1.1
2012-02-21,10.958,13.208,2.25,13.347,81.0,54.5,37.5,3.208,7.2,3.283,0.6
2012-02-22,16.177,19.417,3.24,21.083,85.0,59.666,36.5,2.375,9.0,4.333,0.1
2012-02-23,11.302,12.875,1.573,17.917,72.5,53.771,35.0,2.625,8.0,4.204,1.2
2012-02-24,7.542,8.438,0.896,12.722,74.5,53.666,37.0,1.125,5.6,2.604,-0.1
2012-02-25,10.647,12.674,2.027,9.722,58.0,43.083,25.5,0.792,6.8,2.283,-2.1
2012-02-26,19.02,22.867,3.847,23.381,86.5,48.604,20.0,2.524,10.2,4.467,-1.3
2012-02-27,19.583,24.573,4.99,35.333,91.0,70.188,45.5,2.875,13.5,7.633,3.0
2012-02-28,19.875,23.906,4.031,24.764,68.0,43.5,20.0,3.417,16.2,9.579,5.2
2012-02-29,,,,,,,,,,,
2012-03-01,26.948,45.75,18.802,32.903,91.0,72.375,56.0,1.375,15.0,9.717,4.4
2012-03-02,7.417,8.156,0.74,24.153,61.5,47.792,36.0,1.625,8.4,5.438,2.5
2012-03-03,7.477,8.194,0.717,13.167,55.5,43.584,30.5,1.583,9.8,4.938,1.8
2012-03-04,17.278,20.878,3.6,13.547,60.0,41.104,23.0,1.417,12.0,5.871,-0.6
2012-03-05,15.375,17.406,2.031,24.389,66.5,46.104,27.5,3.167,12.2,7.229,2.8
2012-03-06,26.636,41.49,14.854,35.111,71.5,47.792,19.5,3.458,16.7,8.717,0.5
2012-03-07,28.458,36.906,8.448,56.667,79.5,60.23,36.5,2.917,17.4,10.396,2.9
2012-03-08,28.062,42.656,14.594,53.708,85.5,51.833,19.0,3.25,20.9,13.604,6.9
2012-03-09,18.75,21.271,2.521,64.514,66.5,42.312,20.5,3.583,23.4,15.275,9.8
2012-03-10,15.364,17.802,2.438,44.514,76.5,53.0,40.5,1.75,17.7,8.817,2.7
2012-03-11,12.328,14.336,2.009,11.38,56.0,33.771,13.0,0.833,13.0,6.433,2.1
2012-03-12,26.912,42.118,15.206,25.691,74.0,49.708,13.0,1.652,17.9,8.362,-0.7
2012-03-13,23.5,34.573,11.073,34.806,91.0,67.396,45.0,2.167,20.0,12.217,4.5
2012-03-14,9.25,10.74,1.49,14.806,65.5,43.188,29.5,1.375,11.5,7.667,4.1
2012-03-15,20.646,24.719,4.073,26.278,77.0,51.604,35.5,1.333,15.2,8.338,3.0
2012-03-16,18.589,25.774,7.185,38.276,77.5,42.895,23.5,2.895,17.9,12.195,4.0
2012-03-17,8.542,9.188,0.646,45.722,74.0,49.083,15.5,2.75,17.3,12.012,4.4
2012-03-18,4.699,5.197,0.498,64.917,93.0,76.854,62.5,0.583,18.0,16.512,14.0
2012-03-19,19.972,24.024,4.051,34.484,92.5,57.916,31.5,2.35,21.3,16.646,12.0
2012-03-20,31.729,41.021,9.292,51.396,88.5,67.416,49.5,3.188,16.5,12.833,9.2
2012-03-21,9.292,10.833,1.542,9.396,58.5,42.208,26.0,1.083,11.7,7.3,3.8
2012-03-22,27.218,35.573,8.354,23.635,69.5,46.396,27.5,4.02,18.3,10.579,1.4
2012-03-23,10.82,12.038,1.218,23.371,62.0,43.896,26.5,2.021,16.2,11.733,5.5
2012-03-24,16.835,19.144,2.309,33.535,68.0,54.104,40.5,2.31,17.1,10.908,4.6
2012-03-25,11.766,13.185,1.419,22.667,53.0,42.646,29.5,1.958,14.7,10.867,5.6
2012-03-26,12.988,14.602,1.614,16.838,51.0,33.416,20.5,1.558,12.4,7.233,-1.2
2012-03-27,32.854,45.083,12.23,39.698,85.5,56.646,41.0,2.396,15.8,10.004,3.9
2012-03-28,29.531,36.357,6.825,44.379,89.0,75.48,55.0,2.054,19.5,14.15,10.2
2012-03-29,18.573,31.479,12.906,37.188,90.0,62.854,38.5,2.25,19.0,14.317,10.1
2012-03-30,12.406,13.979,1.573,21.062,53.0,35.792,16.5,2.062,19.4,13.458,8.9
2012-03-31,21.906,27.114,5.208,36.729,84.0,60.167,44.5,3.0,14.2,11.433,8.7
2012-04-01,9.062,10.875,1.812,15.802,73.0,52.958,38.0,1.312,12.5,7.154,2.1
2012-04-02,16.187,19.903,3.716,24.021,66.0,47.604,17.5,1.729,16.7,10.012,3.9
2012-04-03,5.449,6.208,0.76,28.26,87.0,65.104,47.5,0.996,17.0,12.079,6.8
2012-04-04,12.876,15.109,2.233,16.537,76.5,58.73,34.0,0.958,12.0,7.508,3.9
2012-04-05,19.052,27.531,8.48,32.625,79.0,60.083,32.5,2.312,17.3,9.783,3.4
2012-04-06,12.594,14.875,2.281,21.896,87.0,56.542,31.5,1.312,12.1,7.812,4.2
2012-04-07,9.656,11.448,1.792,18.021,82.5,45.312,23.0,1.104,11.7,6.638,2.1
2012-04-08,9.532,10.875,1.344,19.094,66.0,46.958,23.5,1.625,15.5,8.567,1.1
2012-04-09,20.49,24.62,4.131,38.458,79.0,54.438,31.5,2.479,21.4,12.912,4.2
2012-04-10,19.522,24.597,5.075,54.224,83.5,56.458,24.0,2.047,21.0,15.412,8.9
2012-04-11,11.177,12.26,1.083,38.625,91.5,86.604,72.0,0.771,15.3,14.05,12.6
2012-04-12,11.834,14.125,2.292,26.583,84.5,52.396,24.5,1.646,22.1,16.646,12.0
2012-04-13,23.951,28.007,4.056,34.114,86.0,56.625,33.5,2.354,20.4,15.846,11.3
2012-04-14,14.438,16.708,2.271,29.292,90.0,77.104,55.5,1.062,16.9,13.062,9.4
2012-04-15,8.198,9.719,1.521,23.906,86.5,67.292,44.5,1.104,18.3,13.267,7.7
2012-04-16,9.059,9.996,0.937,32.366,84.0,68.271,51.5,1.224,16.6,14.254,11.3
2012-04-17,20.771,30.458,9.687,46.073,87.5,62.5,38.5,2.646,21.9,15.725,8.9
2012-04-18,17.323,21.323,4.0,43.427,75.0,56.562,26.5,2.854,22.3,16.15,9.6
2012-04-19,12.302,14.448,2.146,36.521,79.0,64.084,50.0,1.625,21.1,16.642,11.6
2012-04-20,10.864,12.479,1.614,30.385,89.0,75.73,63.0,0.542,17.0,15.175,14.0
2012-04-21,6.938,8.052,1.115,23.834,86.5,67.688,54.0,0.604,20.0,16.008,13.4
2012-04-22,3.094,3.584,0.49,17.625,85.0,71.979,53.0,0.5,14.6,13.279,12.2
2012-04-23,19.25,24.162,4.912,20.636,90.5,80.916,69.0,0.916,19.5,16.429,14.0
2012-04-24,17.837,20.571,2.734,78.188,78.5,55.562,33.0,3.258,26.3,19.079,11.7
2012-04-25,14.948,19.979,5.031,74.886,83.5,68.208,46.5,1.708,24.6,19.404,13.1
2012-04-26,4.771,5.083,0.313,42.636,91.0,85.521,67.5,0.479,19.5,16.492,15.3
2012-04-27,15.164,17.307,2.144,16.229,91.0,54.334,27.0,1.562,25.3,17.767,12.3
2012-04-28,16.677,24.167,7.49,29.542,87.0,65.542,40.5,1.729,26.3,18.575,10.8
2012-04-29,6.906,8.489,1.584,40.031,86.0,70.312,42.5,1.271,24.9,20.088,16.1
2012-04-30,4.712,5.676,0.964,31.229,86.5,72.812,53.5,1.104,22.9,19.808,17.3
2012-05-01,2.665,3.444,0.779,21.148,76.0,58.52,44.0,0.53,24.9,21.458,18.6
2012-05-02,2.99,3.364,0.375,11.886,89.0,73.416,62.5,0.334,20.9,19.738,18.0
2012-05-03,9.916,12.542,2.625,16.979,91.5,68.834,47.0,1.229,26.3,20.45,16.6
2012-05-04,2.75,3.646,0.896,8.927,71.0,57.083,43.0,0.458,21.6,17.792,14.6
2012-05-05,5.498,6.48,0.982,18.219,69.5,53.834,35.0,1.208,26.6,19.838,14.3
2012-05-06,10.927,11.938,1.011,42.49,81.5,57.812,32.5,1.771,24.8,17.696,13.5
2012-05-07,11.051,13.238,2.188,30.91,88.0,61.084,31.5,1.084,23.4,16.417,10.1
2012-05-08,20.186,24.426,4.239,59.708,89.5,57.625,26.5,2.492,24.7,19.292,12.7
2012-05-09,27.281,31.844,4.562,89.677,89.5,78.875,66.0,1.667,21.0,17.133,14.5
2012-05-10,15.812,20.021,4.208,47.198,89.5,54.25,30.5,1.25,24.0,17.517,12.9
2012-05-11,7.492,9.029,1.538,10.771,57.5,47.604,35.0,1.584,20.6,15.3,11.5
2012-05-12,5.771,6.733,0.963,9.844,58.0,42.854,27.5,1.688,20.9,15.183,11.1
2012-05-13,7.802,8.697,0.895,17.354,68.5,45.354,23.0,1.125,22.6,16.179,7.8
2012-05-14,9.873,11.539,1.667,24.25,75.0,57.584,33.0,1.188,23.5,17.996,10.7
2012-05-15,12.008,13.478,1.471,17.84,92.0,88.188,69.5,0.36,18.5,17.075,15.8
2012-05-16,14.573,16.969,2.396,36.177,89.0,46.271,25.0,3.167,26.3,20.725,16.1
2012-05-17,20.229,24.239,4.011,56.427,83.5,59.688,37.5,3.375,24.8,19.838,14.7
2012-05-18,9.74,11.677,1.938,32.396,84.5,52.646,33.0,1.646,22.7,17.971,13.5
2012-05-19,11.292,13.479,2.188,29.834,69.5,50.354,29.0,2.312,24.5,18.55,10.8
2012-05-20,5.802,7.084,1.281,27.229,79.5,61.896,47.5,2.334,22.7,19.317,15.5
2012-05-21,11.962,14.381,2.418,32.041,82.5,66.98,42.5,1.504,23.6,19.354,16.2
2012-05-22,22.14,25.242,3.101,47.98,88.5,75.438,58.0,2.375,20.4,18.121,14.7
2012-05-23,19.438,26.281,6.844,29.99,90.5,52.396,24.5,1.604,26.3,19.675,12.8
2012-05-24,18.401,24.834,6.434,37.114,81.5,53.479,26.0,2.334,27.9,20.4,12.5
2012-05-25,26.177,29.354,3.177,58.854,75.0,64.0,51.5,3.229,22.2,19.4,15.9
2012-05-26,9.208,11.0,1.792,33.51,76.5,55.896,35.5,1.312,26.1,20.092,15.2
2012-05-27,6.229,8.416,2.188,31.656,77.5,58.625,37.0,2.208,25.8,21.0,15.6
2012-05-28,7.996,10.842,2.846,29.0,87.0,68.166,46.5,1.25,26.2,21.075,16.3
2012-05-29,15.938,20.012,4.074,44.162,90.0,71.27,36.0,1.87,27.0,20.488,16.5
2012-05-30,13.292,15.177,1.885,32.375,83.0,62.584,45.0,1.729,23.9,19.612,14.4
2012-05-31,7.698,8.969,1.271,36.614,83.5,69.271,50.0,0.896,25.0,20.904,17.6
2012-06-01,9.698,12.01,2.312,33.823,82.0,64.125,40.5,1.438,28.4,22.625,18.3
2012-06-02,5.646,7.063,1.417,31.448,83.5,68.396,56.0,1.375,25.1,21.588,19.1
2012-06-03,3.815,4.784,0.969,24.104,79.0,61.25,41.0,1.625,24.5,21.154,17.9
2012-06-04,9.349,11.782,2.432,26.219,84.0,63.73,40.0,1.708,26.3,21.558,16.7
2012-06-05,12.156,14.13,1.974,20.681,74.5,65.708,59.0,1.016,21.9,20.033,18.3
2012-06-06,12.314,15.413,3.099,22.572,71.5,50.708,31.5,2.166,30.9,23.792,18.2
2012-06-07,7.854,9.968,2.114,28.251,84.5,67.253,50.0,1.062,25.7,21.552,17.4
2012-06-08,10.323,13.562,3.24,36.062,89.5,72.062,52.5,1.0,27.9,21.954,17.5
2012-06-09,8.979,11.063,2.084,20.656,90.5,79.688,69.5,0.75,22.1,20.262,18.2
2012-06-10,5.958,8.052,2.094,18.896,83.5,58.02,39.5,1.312,28.4,23.204,17.9
2012-06-11,7.339,9.075,1.736,22.177,78.5,69.45,62.5,1.23,23.8,21.292,18.8
2012-06-12,9.957,10.968,1.01,19.897,89.5,74.042,49.5,0.692,21.8,19.633,18.2
2012-06-13,16.096,19.514,3.419,29.782,88.0,72.75,54.5,2.458,24.6,21.129,18.3
2012-06-14,9.426,10.978,1.553,31.719,85.0,69.938,53.0,1.854,25.3,21.962,19.7
2012-06-15,5.208,5.958,0.75,26.636,79.0,64.542,49.0,1.104,25.7,22.5,20.3
2012-06-16,4.136,4.927,0.792,20.584,92.5,86.0,80.0,0.396,23.0,21.171,18.5
2012-06-17,7.469,9.125,1.656,15.938,92.5,69.562,45.0,1.521,29.0,24.638,21.5
2012-06-18,17.457,22.176,4.719,29.723,86.0,65.416,43.0,2.65,29.7,24.796,19.5
2012-06-19,5.028,6.113,1.084,28.899,90.5,84.75,74.0,0.875,23.7,23.038,22.0
2012-06-20,10.76,13.781,3.021,16.646,84.5,67.542,57.0,1.99,27.0,24.246,20.9
2012-06-21,23.237,25.732,2.495,32.677,91.5,82.646,64.5,1.708,21.5,19.85,18.8
2012-06-22,12.813,15.875,3.062,16.958,93.5,68.188,46.0,1.208,28.7,23.05,19.2
2012-06-23,10.01,11.76,1.75,17.312,79.0,55.521,31.0,1.604,28.1,22.788,18.5
2012-06-24,7.292,8.74,1.448,30.968,88.0,70.584,55.5,1.188,26.5,22.558,18.8
2012-06-25,7.146,8.55,1.405,26.031,91.5,79.021,66.5,0.375,23.7,21.679,20.3
2012-06-26,8.458,9.938,1.479,26.136,76.5,69.438,62.0,1.146,22.9,20.658,19.5
2012-06-27,10.864,12.646,1.781,29.156,81.5,62.458,44.5,1.416,25.2,21.733,18.6
