date,PM25_mean,SO2_mean,SPM_mean
2011-01-01,23.083,,
2011-01-02,9.917,,
2011-01-03,26.458,,
2011-01-04,17.917,,
2011-01-05,11.417,,
2011-01-06,10.917,,
2011-01-07,7.458,,
2011-01-08,6.667,,
2011-01-09,23.333,,
2011-01-10,33.348,,
2011-01-11,16.417,,
2011-01-12,7.792,,
2011-01-13,23.667,,
2011-01-14,32.0,,
2011-01-15,11.0,,
2011-01-16,10.292,,
2011-01-17,7.292,,
2011-01-18,12.167,,
2011-01-19,14.042,,
2011-01-20,7.167,,
2011-01-21,11.167,,
2011-01-22,11.417,,
2011-01-23,8.455,,
2011-01-24,10.458,,
2011-01-25,14.792,,
2011-01-26,8.5,,
2011-01-27,23.75,,
2011-01-28,30.583,,
2011-01-29,8.833,,
2011-01-30,10.292,,
2011-01-31,10.75,,
2011-02-01,24.75,,
2011-02-02,7.292,,
2011-02-03,8.833,,
2011-02-04,20.667,,
2011-02-05,32.625,,
2011-02-06,33.375,,
2011-02-07,17.542,,
2011-02-08,6.917,,
2011-02-09,9.375,,
2011-02-10,9.75,,
2011-02-11,6.333,,
2011-02-12,9.458,,
2011-02-13,14.542,,
2011-02-14,15.542,,
2011-02-15,16.917,,
2011-02-16,14.792,,
2011-02-17,12.25,2.917,15.0
2011-02-18,12.25,2.25,13.917
2011-02-19,11.042,2.208,11.917
2011-02-20,10.25,2.458,11.0
2011-02-21,17.417,4.125,15.875
2011-02-22,22.542,3.083,24.75
2011-02-23,18.458,3.0,23.0
2011-02-24,35.75,5.458,37.667
2011-02-25,32.792,2.792,30.333
2011-02-26,10.042,2.292,9.583
2011-02-27,13.042,2.958,14.083
2011-02-28,14.042,2.739,14.958
2011-03-01,25.0,5.125,28.5
2011-03-02,15.833,3.208,21.125
2011-03-03,18.167,3.375,20.583
2011-03-04,19.917,2.542,22.5
2011-03-05,7.0,1.917,10.917
2011-03-06,13.708,2.375,18.542
2011-03-07,38.333,4.125,43.042
2011-03-08,36.458,3.875,40.5
2011-03-09,19.5,2.682,20.833
2011-03-10,17.75,2.955,20.714
2011-03-11,21.417,3.316,21.556
2011-03-12,12.083,2.875,19.417
2011-03-13,8.75,2.583,14.417
2011-03-14,18.083,4.542,22.208
2011-03-15,31.542,6.583,37.458
2011-03-16,23.5,4.958,26.917
2011-03-17,20.292,3.833,26.917
2011-03-18,24.25,2.875,29.75
2011-03-19,13.167,2.864,14.875
