date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-01-18,76.0,57.708,35.0,32.77,66.084,33.312,,2.25,20.375,7.6,1.696,-3.3,208.042,8.708,47.458,255.5
2011-01-19,88.0,62.667,41.0,24.458,51.542,27.084,,2.458,17.083,9.3,3.712,-2.2,206.458,6.167,32.875,239.333
2011-01-20,100.0,95.958,87.0,24.896,41.416,16.521,,0.875,16.52,2.6,1.621,0.5,201.125,5.667,21.875,223.0
2011-01-21,100.0,93.875,85.0,20.0,31.584,11.584,,0.958,9.354,3.8,2.746,1.9,200.083,5.25,19.083,219.167
2011-01-22,100.0,90.913,77.0,16.958,34.896,17.938,,1.042,4.75,8.1,4.788,2.0,201.292,6.333,25.75,227.042
2011-01-23,100.0,83.0,57.0,16.038,35.028,18.988,,1.292,5.438,8.6,4.008,0.7,200.227,5.091,19.773,220.0
2011-01-24,98.0,54.042,28.0,16.73,24.104,7.375,,1.042,5.229,6.7,1.962,-0.4,194.708,4.625,14.625,209.333
2011-01-25,79.0,55.458,22.0,24.042,45.688,21.646,,1.583,5.854,8.8,2.254,-2.4,202.083,5.917,27.833,229.917
2011-01-26,80.0,49.083,29.0,19.25,32.979,13.729,,1.333,4.333,4.7,0.858,-2.5,198.375,5.458,18.042,216.417
2011-01-27,73.0,55.083,29.0,26.625,54.854,28.23,,1.875,5.438,6.3,0.121,-5.1,206.417,7.375,32.75,239.167
2011-01-28,81.0,51.208,26.0,18.125,38.208,20.084,,1.625,9.916,4.0,0.179,-2.7,204.917,6.458,24.542,229.458
2011-01-29,59.0,46.417,29.0,7.771,11.938,4.166,,1.292,5.604,3.7,0.475,-1.5,197.458,4.042,8.625,206.083
2011-01-30,59.0,42.958,26.0,17.354,30.083,12.729,,1.5,4.208,5.0,0.804,-2.6,196.792,5.333,18.25,215.042
2011-01-31,72.0,49.042,22.0,23.712,43.402,19.69,,1.773,5.552,8.8,1.108,-4.0,205.773,5.409,25.182,230.955
2011-02-01,73.0,51.458,34.0,19.52,37.812,18.292,,2.167,3.604,8.7,1.162,-4.8,200.458,5.375,23.458,223.917
2011-02-02,64.0,41.042,19.0,10.958,17.083,6.125,,1.542,3.688,3.4,0.108,-2.8,195.667,3.875,10.542,206.208
2011-02-03,72.0,44.083,18.0,21.334,35.354,14.021,,1.792,5.396,5.7,0.521,-5.0,198.792,5.625,20.333,219.125
2011-02-04,65.0,44.583,21.0,21.542,35.708,14.166,,2.667,8.521,10.3,2.479,-4.9,201.5,5.75,25.375,226.875
2011-02-05,71.0,51.75,32.0,16.062,20.25,4.188,,2.625,12.375,8.1,3.604,-0.7,199.875,5.958,18.625,218.5
2011-02-06,84.0,72.625,56.0,29.458,50.834,21.375,,2.125,32.375,7.2,3.238,-1.8,209.583,7.417,34.375,243.958
2011-02-07,100.0,91.708,80.0,28.0,60.238,32.238,,2.0,35.812,10.2,6.742,3.8,204.5,8.667,42.75,247.25
2011-02-08,78.0,36.292,23.0,9.652,15.718,6.066,,2.083,4.443,8.1,5.162,1.5,195.125,3.667,12.5,207.625
2011-02-09,60.0,39.542,23.0,14.708,23.27,8.562,,1.542,1.875,6.4,2.362,-1.3,195.75,4.125,13.125,208.875
2011-02-10,65.0,45.25,24.0,24.084,37.084,13.0,,2.25,4.416,9.6,3.767,-1.2,199.0,5.167,27.208,226.208
2011-02-11,69.0,43.375,23.0,17.104,26.0,8.896,,1.833,3.75,6.9,2.875,-0.5,198.25,5.458,21.083,219.333
2011-02-12,62.0,43.708,28.0,10.98,16.334,5.354,,1.75,3.562,6.2,1.821,-2.8,202.458,3.958,13.75,216.208
2011-02-13,63.0,43.708,31.0,18.521,24.125,5.604,,2.5,8.958,6.8,3.117,-1.5,197.0,4.208,14.708,211.708
2011-02-14,100.0,76.792,56.0,32.245,63.193,30.948,,1.818,32.484,5.4,2.842,0.0,204.773,7.591,37.318,242.091
2011-02-15,100.0,63.083,31.0,19.333,49.292,29.958,,2.833,24.104,12.7,5.492,2.2,206.25,6.958,33.792,240.042
2011-02-16,81.0,54.917,40.0,18.458,23.0,4.542,,2.0,8.98,4.7,2.025,0.0,195.458,3.917,15.708,211.167
2011-02-17,98.0,63.208,21.0,18.083,32.604,14.521,,1.917,11.521,7.9,2.146,-2.0,199.458,4.375,20.125,219.583
2011-02-18,89.0,46.75,27.0,9.188,14.312,5.125,,1.375,6.125,3.4,0.6,-2.4,196.125,3.625,10.667,206.792
2011-02-19,67.0,40.083,18.0,13.042,17.312,4.271,,1.917,3.75,7.6,1.125,-4.7,201.25,4.708,14.25,215.5
2011-02-20,62.0,40.292,19.0,25.625,38.042,12.416,,3.042,7.584,10.0,3.338,-3.6,204.75,5.208,21.958,226.708
2011-02-21,72.0,42.292,18.0,28.271,47.438,19.167,,3.167,10.02,14.2,6.167,-2.6,200.833,6.0,30.792,231.625
2011-02-22,74.0,55.167,38.0,17.084,22.354,5.27,,4.0,8.834,10.1,6.342,1.6,197.542,4.167,17.0,214.542
2011-02-23,100.0,77.25,39.0,17.75,27.125,9.375,,2.625,10.979,12.0,7.678,4.2,195.917,5.05,21.333,217.25
2011-02-24,71.0,44.667,22.0,10.458,13.542,3.083,,4.833,21.333,14.8,9.992,6.9,195.25,5.227,12.167,207.417
2011-02-25,99.0,86.167,78.0,12.0,15.562,3.562,,1.542,10.042,7.2,4.871,2.9,195.25,4.292,13.0,208.25
2011-02-26,98.0,60.542,32.0,10.73,15.271,4.542,,1.333,9.167,8.6,3.675,1.0,196.125,4.458,13.917,210.042
2011-02-27,50.0,37.0,25.0,6.396,9.688,3.292,,1.375,2.438,6.1,2.292,-0.5,194.75,2.917,6.917,201.667
2011-02-28,68.0,49.333,34.0,18.0,22.827,4.826,,1.522,3.271,5.6,1.342,-3.9,197.913,4.087,16.348,214.261
2011-03-01,100.0,79.625,53.0,23.562,35.875,12.312,,2.0,14.645,12.0,6.35,0.6,201.167,5.792,27.5,228.667
2011-03-02,100.0,95.292,85.0,26.729,53.375,26.646,,1.417,14.834,5.8,4.946,4.3,204.542,5.75,32.958,237.5
2011-03-03,100.0,69.458,33.0,12.958,15.458,2.5,,2.292,12.708,11.6,7.252,3.9,196.667,3.875,16.542,213.208
2011-03-04,98.0,66.417,50.0,5.688,6.625,0.938,,1.583,8.354,6.8,4.212,1.7,197.458,3.167,9.417,206.875
2011-03-05,100.0,98.0,90.0,23.542,37.52,13.979,,1.042,12.696,7.4,3.829,0.6,200.542,5.652,23.125,223.667
2011-03-06,100.0,88.318,68.0,23.479,46.958,23.48,,2.75,20.292,16.1,10.138,4.4,204.875,6.5,38.542,243.417
2011-03-07,100.0,57.708,27.0,17.334,23.104,5.77,,3.25,24.521,16.4,12.492,9.4,196.292,5.083,24.917,221.208
2011-03-08,68.0,61.958,56.0,17.042,20.625,3.584,,2.833,18.375,10.5,9.104,7.5,197.208,4.708,15.5,212.708
2011-03-09,100.0,93.292,78.0,15.958,19.834,3.875,,1.167,11.354,8.4,6.3,3.9,197.375,4.619,17.667,215.042
2011-03-10,100.0,90.583,65.0,14.562,21.375,6.812,,1.083,3.438,7.8,5.333,3.6,198.5,,15.917,214.417
2011-03-11,100.0,83.25,59.0,9.042,11.292,2.25,,1.208,4.167,8.5,5.088,2.8,195.792,,13.375,209.167
2011-03-12,70.0,53.583,31.0,9.5,14.0,4.5,,1.417,3.458,10.0,4.296,0.8,193.875,,8.542,202.417
2011-03-13,70.0,43.125,21.0,14.062,19.48,5.417,,1.292,3.375,8.8,4.412,-0.6,196.917,,13.583,210.5
2011-03-14,76.0,51.792,27.0,21.81,29.595,7.786,,1.875,10.438,10.7,4.979,-0.6,200.45,,23.0,223.45
2011-03-15,81.0,48.875,24.0,17.804,30.968,13.164,,1.524,13.264,9.6,4.95,0.2,201.875,,21.625,223.5
2011-03-16,63.0,44.917,27.0,17.458,21.625,4.166,,2.25,15.222,10.7,5.629,0.6,198.208,,14.208,212.417
2011-03-17,100.0,78.583,60.0,30.584,46.104,15.521,,1.667,31.271,8.8,5.829,3.6,204.583,,34.583,239.167
2011-03-18,100.0,96.783,87.0,20.104,37.229,17.125,,1.417,27.166,10.1,7.558,4.2,206.125,,34.833,240.958
2011-03-19,100.0,40.208,17.0,10.958,15.938,4.979,,1.583,5.5,8.6,6.483,2.9,195.708,,15.167,210.875
2011-03-20,65.0,35.708,17.0,13.917,19.521,5.604,,1.792,7.584,13.6,6.646,-0.8,196.417,,13.875,210.292
2011-03-21,45.0,32.958,22.0,9.458,13.708,4.25,,1.375,4.608,9.8,5.95,2.8,194.208,0.0,13.917,208.125
2011-03-22,66.0,43.917,29.0,27.396,38.438,11.042,,2.5,18.02,12.8,6.842,-0.9,201.0,,24.792,225.792
2011-03-23,100.0,76.167,52.0,26.521,34.792,8.271,,2.333,30.396,10.7,7.912,6.3,197.292,,23.958,221.25
2011-03-24,98.0,64.667,30.0,13.583,17.896,4.312,,1.708,5.208,15.3,8.817,6.2,192.625,,13.917,206.542
2011-03-25,75.0,43.958,18.0,10.73,14.583,3.854,,1.75,4.666,12.4,7.104,2.3,196.167,,12.708,208.875
2011-03-26,62.0,39.583,19.0,14.417,20.333,5.917,,1.417,7.334,10.0,5.492,0.8,198.625,,15.292,213.917
2011-03-27,69.0,44.125,20.0,20.146,26.53,6.384,,2.304,9.604,14.7,7.883,0.8,198.565,,22.435,221.0
2011-03-28,69.0,49.167,31.0,17.958,25.146,7.188,,2.625,12.542,16.7,8.462,2.3,198.708,,21.708,220.417
2011-03-29,56.0,36.917,15.0,13.75,16.604,2.854,,2.042,8.146,18.0,10.812,5.0,196.667,,15.0,211.667
2011-03-30,74.0,51.542,34.0,32.604,45.542,12.938,,3.167,24.042,19.3,12.55,6.2,202.5,,49.208,251.708
2011-03-31,79.0,58.292,41.0,16.188,22.021,5.834,,2.125,13.417,19.3,11.517,5.6,194.5,,25.125,219.625
2011-04-01,85.0,53.5,22.0,18.562,22.917,4.354,,2.542,10.375,16.8,9.004,0.8,,3.875,,
2011-04-02,71.0,46.292,26.0,17.583,22.73,5.146,,3.167,20.5,19.2,10.942,4.6,,4.625,,
2011-04-03,65.0,40.958,29.0,7.375,8.417,1.042,,2.542,8.25,10.8,7.238,4.8,,3.0,,
2011-04-04,55.0,34.458,18.0,7.75,10.5,2.75,,2.0,4.333,11.8,6.946,2.3,,2.583,,
2011-04-05,66.0,36.542,16.0,19.208,23.708,4.5,,3.333,6.521,17.6,8.8,-0.4,,3.375,,
2011-04-06,55.0,35.833,10.0,19.196,23.522,4.326,,4.174,9.696,21.3,12.433,3.5,,3.391,,
2011-04-07,68.0,48.045,25.0,28.136,33.818,5.682,,4.0,18.886,20.7,12.891,7.1,,4.227,,
2011-04-08,71.0,52.375,34.0,24.479,30.896,6.417,,2.167,20.167,22.1,15.354,8.4,,3.792,,
2011-04-09,96.0,84.792,69.0,20.542,28.458,7.916,,0.417,20.896,14.9,13.492,12.3,,4.542,,
2011-04-10,97.0,64.0,44.0,7.917,9.271,1.354,,0.833,11.688,17.7,13.454,10.1,,3.208,,
2011-04-11,88.0,61.625,42.0,14.729,18.834,4.104,,1.913,23.208,19.2,12.271,7.2,,3.708,,
2011-04-12,50.0,27.625,14.0,9.042,10.875,1.833,,2.667,10.0,13.9,9.596,6.0,,2.75,,
2011-04-13,58.0,32.833,13.0,21.416,26.542,5.125,,4.25,15.958,22.2,12.879,2.5,,4.125,,
2011-04-14,52.0,34.208,17.0,23.584,28.562,4.98,,5.292,22.562,23.9,15.671,7.2,,4.167,,
2011-04-15,61.0,44.583,24.0,22.646,26.958,4.312,,5.708,22.666,25.5,18.112,10.2,,3.833,,
2011-04-16,80.0,47.875,27.0,11.375,13.875,2.5,,3.375,16.354,25.0,16.817,10.1,,3.292,,
2011-04-17,59.0,37.958,16.0,5.812,6.646,0.834,,3.75,9.0,19.3,12.95,6.4,,2.458,,
2011-04-18,88.0,62.167,50.0,11.917,14.104,2.188,,3.083,14.983,16.5,13.567,11.2,,2.625,,
2011-04-19,99.0,90.417,75.0,11.062,13.73,2.666,,0.042,5.354,11.4,8.742,4.9,,3.292,,
2011-04-20,99.0,70.667,32.0,13.896,19.229,5.334,,0.958,11.479,15.8,9.271,3.9,,3.292,,
2011-04-21,99.0,74.292,60.0,12.438,15.021,2.583,,0.958,12.084,13.8,10.729,7.7,,3.0,,
2011-04-22,99.0,78.542,62.0,16.312,19.312,3.0,,1.25,31.958,16.9,13.95,10.0,,3.917,,
2011-04-23,94.0,82.125,68.0,7.334,8.292,0.958,,0.0,12.27,18.8,16.212,13.5,,2.292,,
2011-04-24,85.0,47.5,21.0,7.021,8.167,1.146,,3.083,7.708,21.5,14.883,10.4,,3.0,,
2011-04-25,88.0,54.5,23.0,13.854,17.768,3.915,,3.208,8.625,17.6,12.321,7.0,,3.652,,
2011-04-26,80.0,59.864,29.0,20.605,25.828,5.223,,3.667,13.27,17.7,11.168,5.2,,4.136,,
2011-04-27,86.0,65.167,35.0,14.0,19.042,5.042,,1.792,29.416,26.9,17.438,8.9,,3.292,,
2011-04-28,96.0,50.458,18.0,7.896,10.479,2.584,,2.5,12.708,26.2,18.442,12.2,,2.833,,
2011-04-29,82.0,47.875,27.0,8.438,9.625,1.188,,4.0,7.166,19.2,14.167,10.1,,3.042,,
2011-04-30,79.0,59.583,45.0,16.979,19.688,2.708,,4.542,13.375,20.5,14.912,8.3,,4.708,,
2011-05-01,91.0,72.333,41.0,10.25,11.521,1.271,,1.792,17.271,24.1,17.017,13.0,,3.417,,
2011-05-02,93.0,35.583,25.0,10.02,12.062,2.042,,3.75,59.584,22.3,18.271,13.4,,3.375,,
2011-05-03,95.0,64.083,37.0,9.958,11.084,1.125,,2.75,33.875,18.4,14.175,9.9,,3.375,,
2011-05-04,98.0,54.875,16.0,8.812,10.52,1.708,,2.708,16.938,24.4,17.571,11.8,,3.375,,
2011-05-05,68.0,58.833,50.0,6.375,6.812,0.438,,2.75,11.833,16.1,13.925,12.1,,2.667,,
2011-05-06,90.0,70.333,53.0,8.562,9.542,0.979,,1.792,17.146,18.1,14.604,11.0,,2.833,,
2011-05-07,97.0,86.875,73.0,12.229,14.146,1.916,,0.208,20.854,17.4,15.517,13.8,,3.625,,
2011-05-08,92.0,52.375,20.0,8.584,10.438,1.854,,3.333,22.042,27.8,19.871,13.4,,3.625,,
2011-05-09,77.0,48.333,28.0,13.042,14.166,1.125,,5.125,14.208,24.9,19.233,13.5,,3.542,,
2011-05-10,94.0,73.25,42.0,19.334,24.792,5.458,,2.208,12.708,28.7,20.2,15.8,,4.292,,
2011-05-11,100.0,94.222,84.0,12.02,12.792,0.771,,0.0,13.438,17.2,14.196,13.4,,3.458,,
2011-05-12,100.0,93.158,75.0,14.294,17.688,3.394,,0.227,20.479,17.7,15.342,13.4,,4.217,,
2011-05-13,100.0,76.667,54.0,14.083,19.125,5.042,,1.125,11.354,25.8,19.529,14.3,,3.917,,
2011-05-14,67.0,39.208,19.0,12.271,14.75,2.48,,4.542,26.708,24.8,18.725,11.5,,4.125,,
2011-05-15,55.0,33.292,17.0,7.958,8.812,0.854,,4.958,10.438,26.6,19.688,11.9,,3.042,,
2011-05-16,62.0,48.292,34.0,14.458,16.875,2.416,,3.958,17.958,24.2,18.429,13.1,,3.458,,
2011-05-17,82.0,60.208,46.0,17.042,20.25,3.208,,2.75,25.104,21.2,17.933,15.5,,3.958,,
2011-05-18,73.0,54.042,31.0,14.104,15.854,1.75,,3.25,21.104,25.2,19.15,13.4,,3.833,,
2011-05-19,82.0,56.583,26.0,19.0,21.208,2.208,,4.375,30.5,28.4,20.533,13.8,,4.417,,
2011-05-20,81.0,57.292,29.0,20.917,22.396,1.479,,5.625,29.958,29.8,22.225,15.0,,4.292,,
2011-05-21,87.0,64.125,35.0,17.688,19.167,1.479,,5.167,35.27,30.7,23.212,17.0,,4.0,,
2011-05-22,96.0,86.083,63.0,9.23,10.27,1.042,,1.167,23.625,25.1,18.658,14.3,,3.583,,
2011-05-23,100.0,90.042,68.0,12.0,14.084,2.083,,0.792,13.416,18.2,14.871,12.7,,3.208,,
2011-05-24,100.0,81.875,52.0,13.108,15.174,2.065,,1.478,9.29,19.6,14.625,11.2,,3.087,,
2011-05-25,96.0,63.083,35.0,19.75,24.458,4.708,,3.958,22.604,25.6,18.788,12.3,,3.625,,
2011-05-26,99.0,81.25,65.0,19.542,23.667,4.125,,2.333,25.916,19.7,16.704,14.4,,4.333,,
2011-05-27,100.0,81.45,66.0,14.292,15.312,1.02,,1.5,17.396,18.8,17.367,15.7,,3.167,,
2011-05-28,100.0,93.739,83.0,14.354,19.958,5.604,,0.5,22.521,19.9,17.696,15.4,,4.708,,
2011-05-29,100.0,100.0,100.0,8.166,10.167,2.0,,0.0,9.958,19.0,17.746,16.4,,3.292,,
2011-05-30,100.0,74.167,59.0,10.354,13.375,3.021,,1.375,4.688,21.8,18.162,15.8,,2.708,,
2011-05-31,78.0,63.708,49.0,6.917,7.5,0.583,,2.583,11.812,20.1,15.954,11.8,,2.0,,
2011-06-01,96.0,72.583,63.0,9.042,10.688,1.646,,2.625,30.195,15.4,13.496,11.5,,2.625,,
2011-06-02,100.0,94.13,85.0,20.812,30.229,9.416,,1.875,50.604,14.7,13.842,12.5,,4.667,,
2011-06-03,100.0,73.045,41.0,21.938,32.562,10.625,,3.667,31.542,25.8,19.479,13.4,,5.0,,
2011-06-04,96.0,71.25,29.0,15.188,17.166,1.98,,4.167,37.375,28.4,21.771,15.8,,4.75,,
2011-06-05,100.0,80.875,62.0,9.208,9.854,0.646,,3.208,45.125,25.2,21.05,17.5,,4.333,,
2011-06-06,100.0,57.87,24.0,11.125,14.5,3.375,,4.167,25.646,29.8,23.242,16.6,,3.458,,
2011-06-07,75.0,65.083,55.0,17.065,20.239,3.174,,5.652,32.438,25.1,21.396,18.4,,3.957,,
2011-06-08,81.0,69.75,56.0,11.812,13.083,1.271,,3.458,16.688,24.2,20.346,16.7,,3.75,,
2011-06-09,94.0,71.708,51.0,11.458,12.417,0.958,,3.417,21.229,26.2,21.783,18.2,,3.708,,
2011-06-10,96.0,79.625,62.0,15.271,17.042,1.771,,3.083,43.25,25.3,22.217,18.8,,4.958,,
2011-06-11,100.0,78.333,55.0,14.584,17.0,2.416,,2.167,31.896,27.3,23.096,20.3,,4.625,,
2011-06-12,97.0,74.167,49.0,8.812,9.958,1.146,,3.25,22.833,26.4,22.9,20.1,,4.458,,
2011-06-13,100.0,78.9,64.0,14.438,16.584,2.146,,2.261,25.562,25.2,22.25,19.1,,4.875,,
2011-06-14,96.0,81.042,62.0,11.854,12.938,1.084,,2.458,24.562,25.1,21.429,18.5,,4.125,,
2011-06-15,85.0,67.958,56.0,12.341,14.332,1.99,,3.476,8.85,22.7,20.0,17.5,,3.417,,
2011-06-16,99.0,78.75,62.0,15.396,18.708,3.312,,4.042,20.042,24.4,20.179,16.5,,4.625,,
2011-06-17,100.0,89.143,73.0,9.625,11.938,2.312,,1.958,13.729,22.0,19.225,17.0,,3.5,,
2011-06-18,99.0,94.042,85.0,12.375,13.562,1.188,,2.708,13.542,20.4,18.95,17.6,,4.083,,
2011-06-19,100.0,77.826,56.0,6.812,8.02,1.208,,3.833,21.771,25.4,21.908,18.0,,4.667,,
2011-06-20,95.0,78.167,56.0,11.438,12.292,0.854,,4.667,28.938,28.9,24.112,19.6,,4.583,,
2011-06-21,100.0,80.217,51.0,15.625,19.729,4.104,,4.292,27.604,30.9,25.075,22.2,,4.042,,
2011-06-22,91.0,61.167,36.0,13.812,16.812,3.0,,5.958,21.812,34.9,28.229,21.1,,4.208,,
2011-06-23,93.0,67.708,44.0,13.778,19.805,6.028,,3.87,28.587,33.8,28.504,23.6,,5.091,,
2011-06-24,84.0,54.917,29.0,12.146,20.896,8.75,,3.125,16.312,38.4,31.279,25.0,,3.292,,
2011-06-25,85.0,74.75,66.0,8.021,10.334,2.312,,1.333,15.104,27.3,24.629,20.7,,2.833,,
2011-06-26,99.0,92.792,81.0,3.271,3.688,0.416,,0.0,11.854,22.4,20.558,18.7,,2.792,,
2011-06-27,100.0,89.958,82.0,11.312,12.875,1.562,,0.792,28.125,23.7,22.125,20.2,203.9,2.958,57.0,260.9
2011-06-28,98.0,74.083,51.0,12.604,16.708,4.104,,3.583,39.062,33.3,27.45,21.4,202.167,3.583,52.625,254.792
2011-06-29,90.0,68.833,50.0,12.854,15.895,3.042,,3.708,32.23,35.2,28.904,25.3,198.5,3.375,51.875,250.375
2011-06-30,,,,12.981,17.8,4.818,,2.609,28.098,32.4,27.467,24.2,191.583,3.583,48.708,240.292
2011-07-01,94.0,83.222,58.0,10.195,13.519,3.324,,1.261,24.746,32.6,26.912,23.5,189.5,2.833,43.125,232.625
2011-07-02,95.0,77.125,57.0,5.708,6.542,0.834,,0.625,30.708,31.4,26.992,24.0,187.292,3.125,40.542,227.833
2011-07-03,87.0,74.875,61.0,5.125,6.146,1.02,,1.333,20.958,30.7,27.517,24.3,188.333,2.458,36.0,224.333
2011-07-04,92.0,72.167,48.0,13.34,16.671,3.331,,2.913,40.396,35.3,28.838,24.9,191.0,3.955,52.227,243.227
2011-07-05,97.0,73.292,50.0,10.834,13.895,3.062,,1.875,13.792,32.5,27.604,23.7,194.583,2.667,43.458,238.042
2011-07-06,79.0,58.792,43.0,11.125,13.125,2.0,,4.0,13.916,32.3,27.25,21.8,202.625,3.0,37.125,239.75
2011-07-07,81.0,69.667,63.0,14.708,16.771,2.062,,3.208,34.875,29.3,26.554,23.5,204.208,3.875,38.667,242.875
2011-07-08,98.0,77.917,54.0,12.875,16.0,3.125,,1.917,26.0,33.1,28.158,24.1,198.667,3.375,32.958,231.625
2011-07-09,93.0,70.042,48.0,12.292,14.479,2.188,,3.292,36.042,34.8,30.088,26.0,208.167,3.708,38.708,246.875
2011-07-10,95.0,71.125,43.0,7.084,9.625,2.542,,2.0,18.458,36.4,28.488,24.9,194.125,2.875,34.042,228.167
2011-07-11,96.0,69.167,44.0,8.646,12.666,4.021,,1.833,13.146,35.4,29.183,23.5,197.667,2.375,37.667,235.333
2011-07-12,91.0,69.458,45.0,10.312,15.958,5.646,,1.458,16.729,34.8,29.233,25.4,193.625,2.25,31.917,225.542
2011-07-13,89.0,68.75,46.0,10.75,17.312,6.562,,1.75,14.604,35.6,29.25,24.8,194.667,2.292,35.75,230.417
2011-07-14,89.0,65.417,39.0,14.646,21.708,7.062,,3.542,17.938,37.2,30.171,25.2,199.583,2.667,41.125,240.708
2011-07-15,90.0,63.25,34.0,14.916,20.562,5.646,,4.167,22.438,36.7,30.65,25.5,204.458,2.875,36.75,241.208
2011-07-16,91.0,63.083,32.0,11.5,13.354,1.854,,5.292,25.729,36.9,30.512,25.9,198.542,2.625,37.708,236.25
2011-07-17,88.0,65.875,36.0,7.854,9.416,1.562,,4.125,27.708,37.5,30.017,24.7,192.375,2.792,35.5,227.875
2011-07-18,88.0,68.25,44.0,8.688,11.375,2.688,,3.042,20.854,36.1,30.325,26.6,192.167,2.417,44.208,236.375
2011-07-19,100.0,97.333,81.0,8.062,11.229,3.166,,0.458,10.562,28.2,24.592,23.1,187.958,2.125,34.417,222.375
2011-07-20,100.0,88.583,74.0,4.985,6.623,1.638,,0.261,13.938,28.2,25.083,21.9,186.708,1.708,28.333,215.042
2011-07-21,72.0,60.625,46.0,2.913,3.674,0.761,,1.958,10.896,24.5,22.054,19.4,188.882,1.565,19.529,208.412
2011-07-22,70.0,59.875,50.0,6.23,7.583,1.354,,3.042,12.48,24.5,21.146,18.9,193.167,1.958,12.375,205.542
2011-07-23,80.0,67.917,53.0,6.354,8.125,1.771,,2.167,7.396,28.8,23.779,18.8,192.25,2.083,11.917,204.167
2011-07-24,89.0,70.875,54.0,7.521,9.812,2.292,,2.333,11.625,29.9,26.029,22.1,193.125,2.333,11.75,204.875
2011-07-25,92.0,72.5,51.0,10.396,11.646,1.25,,2.875,21.812,31.8,27.092,23.4,194.458,2.292,14.833,209.292
2011-07-26,87.0,72.958,55.0,13.896,17.167,3.271,,2.75,17.923,30.8,27.117,23.8,202.368,2.958,16.0,218.368
2011-07-27,91.0,78.792,61.0,15.25,19.25,4.0,,2.75,25.646,30.8,26.938,24.0,205.083,3.458,22.375,227.458
2011-07-28,100.0,91.708,64.0,12.333,15.166,2.834,,1.0,19.916,29.7,24.858,22.5,197.5,3.167,21.6,219.1
2011-07-29,100.0,91.091,67.0,13.604,21.125,7.521,,0.5,13.854,28.6,24.788,22.5,197.833,3.167,32.042,229.875
2011-07-30,100.0,91.043,59.0,10.375,12.938,2.562,,0.375,11.646,27.7,23.75,21.6,195.5,2.75,27.792,223.292
2011-07-31,100.0,89.042,74.0,6.0,8.292,2.292,,0.458,13.188,24.1,22.679,21.5,194.917,2.833,23.417,218.333
2011-08-01,100.0,85.958,74.0,10.589,13.876,3.288,,1.542,24.834,25.0,22.862,21.0,198.762,2.909,26.429,225.19
2011-08-02,99.0,87.125,71.0,11.282,12.803,1.521,,2.087,30.458,26.1,23.267,21.1,194.625,3.25,19.042,213.667
