date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2011-01-01,202.208,5.667,9.458,10.75,1.292,22.25,207.875
2011-01-02,200.792,4.0,5.435,6.304,0.87,13.958,204.792
2011-01-03,193.318,1.045,6.125,7.208,1.083,7.375,194.364
2011-01-04,196.375,2.583,7.875,9.833,1.958,9.125,198.958
2011-01-05,194.762,1.952,5.333,5.667,0.333,5.955,196.714
2011-01-06,197.0,9.083,22.583,38.292,15.708,15.333,206.083
2011-01-07,195.917,3.792,10.25,12.333,2.083,7.417,199.708
2011-01-08,197.917,4.875,12.833,16.125,3.292,11.583,202.792
2011-01-09,198.083,7.083,15.217,18.609,3.391,15.792,205.167
2011-01-10,197.864,9.227,19.458,29.083,9.625,18.292,207.091
2011-01-11,194.458,5.75,13.583,18.083,4.5,13.333,200.208
2011-01-12,193.667,5.708,21.5,36.417,14.917,10.625,199.375
2011-01-13,197.292,22.625,26.375,45.917,19.542,19.292,219.917
2011-01-14,194.458,6.292,12.917,17.5,4.583,12.042,200.75
2011-01-15,198.375,10.208,15.5,21.042,5.542,22.083,208.583
2011-01-16,200.773,11.045,20.714,36.762,16.048,22.909,211.818
2011-01-17,193.591,6.545,19.292,29.125,9.833,13.125,200.136
2011-01-18,199.375,14.458,26.5,46.542,20.042,24.792,213.833
2011-01-19,199.458,12.458,16.792,28.625,11.833,24.5,211.917
2011-01-20,193.833,4.833,8.375,9.042,0.667,16.5,198.667
2011-01-21,192.708,3.5,6.917,7.292,0.375,9.833,196.208
2011-01-22,192.708,5.625,7.5,9.583,2.083,9.833,198.333
2011-01-23,199.667,11.667,15.957,35.696,19.739,18.042,211.333
2011-01-24,196.909,8.545,19.625,32.333,12.708,10.917,205.455
2011-01-25,197.25,9.792,17.042,27.167,10.125,17.375,207.042
2011-01-26,196.875,4.75,14.917,18.0,3.083,11.333,201.625
2011-01-27,200.542,9.208,19.583,30.833,11.25,14.375,209.75
2011-01-28,198.083,5.0,11.792,14.458,2.667,15.042,203.083
2011-01-29,196.542,3.083,5.542,5.75,0.208,9.25,199.625
2011-01-30,196.625,5.75,18.087,38.391,20.304,10.708,202.375
2011-01-31,199.864,10.091,22.458,37.792,15.333,15.458,209.955
2011-02-01,196.864,8.909,17.273,30.955,13.682,14.0,205.773
2011-02-02,193.5,3.375,6.875,7.458,0.583,9.083,196.875
2011-02-03,197.208,7.417,25.083,53.333,28.25,14.583,204.625
2011-02-04,200.292,15.292,19.167,34.083,14.917,21.5,215.583
2011-02-05,197.25,4.0,10.75,12.292,1.542,18.417,201.25
2011-02-06,201.042,17.292,23.391,28.696,5.304,33.083,218.333
2011-02-07,200.409,19.545,24.958,37.417,12.458,33.417,219.955
2011-02-08,195.125,6.375,13.958,16.542,2.583,11.417,201.5
2011-02-09,194.667,4.5,11.125,14.583,3.458,6.5,199.167
2011-02-10,197.292,11.583,19.0,39.917,20.917,13.333,208.875
2011-02-11,196.458,3.667,9.708,12.292,2.583,10.75,200.125
2011-02-12,198.208,4.417,9.0,10.917,1.917,11.792,202.625
2011-02-13,199.0,7.5,22.043,33.696,11.652,19.333,206.5
2011-02-14,197.773,14.0,22.958,26.708,3.75,32.625,211.773
2011-02-15,199.905,25.0,25.364,47.182,21.818,46.636,224.905
2011-02-16,192.875,4.667,17.375,21.125,3.75,16.75,197.542
2011-02-17,192.333,6.833,14.778,18.611,3.833,24.444,199.167
2011-02-18,192.167,3.708,7.417,10.042,2.625,9.917,195.875
2011-02-19,195.667,4.708,14.583,19.25,4.667,13.917,200.375
2011-02-20,198.25,5.542,19.174,24.13,4.957,16.292,203.792
2011-02-21,196.0,10.045,21.042,26.708,5.667,22.583,206.045
2011-02-22,194.125,5.167,13.542,16.125,2.583,23.875,199.292
2011-02-23,193.125,15.0,20.0,23.625,3.625,32.958,208.125
2011-02-24,191.0,3.0,15.667,20.524,4.857,24.739,194.0
2011-02-25,,,9.0,9.333,0.333,12.75,
2011-02-26,,,8.917,10.167,1.25,9.958,
2011-02-27,,,10.304,12.348,2.043,8.375,
2011-02-28,,,15.375,20.25,4.875,12.333,
2011-03-01,194.273,13.136,18.136,20.864,2.727,17.318,207.409
2011-03-02,192.25,9.625,16.0,20.167,4.167,16.875,201.875
2011-03-03,193.542,6.708,7.792,8.292,0.5,14.667,200.25
2011-03-04,193.417,9.5,5.333,5.5,0.167,15.0,202.917
2011-03-05,193.75,10.542,12.087,12.478,0.391,11.625,204.292
2011-03-06,194.091,11.227,14.625,18.833,4.208,17.0,205.318
2011-03-07,195.0,9.375,11.375,12.583,1.208,20.542,204.375
2011-03-08,195.25,7.042,14.125,15.333,1.208,14.083,202.292
2011-03-09,197.333,9.375,10.458,11.083,0.625,13.667,206.708
2011-03-10,195.583,5.292,6.833,7.167,0.333,6.458,200.875
2011-03-11,196.083,5.75,6.417,6.875,0.458,9.542,201.833
2011-03-12,194.75,4.875,9.435,13.13,3.696,6.0,199.625
2011-03-13,194.364,4.045,8.625,9.5,0.875,7.75,198.409
2011-03-14,195.458,7.083,15.708,17.958,2.25,13.042,202.542
2011-03-15,197.591,10.545,15.364,26.682,11.318,16.591,208.136
2011-03-16,196.125,10.333,16.667,23.167,6.5,17.417,206.458
2011-03-17,199.292,18.5,23.625,25.542,1.917,32.125,217.792
2011-03-18,196.333,13.458,14.333,15.333,1.0,23.333,209.792
2011-03-19,192.708,6.917,7.913,8.783,0.87,12.583,199.625
2011-03-20,193.909,7.273,10.5,11.542,1.042,16.292,201.182
2011-03-21,193.167,4.208,6.667,7.083,0.417,9.958,197.375
2011-03-22,199.0,19.958,31.958,62.708,30.75,36.542,218.958
2011-03-23,198.708,20.167,21.125,37.208,16.083,39.333,218.875
2011-03-24,190.667,5.875,10.625,11.5,0.875,8.292,196.542
2011-03-25,193.375,6.0,8.292,9.833,1.542,7.542,199.375
2011-03-26,196.417,6.333,16.87,21.565,4.696,10.792,202.75
2011-03-27,198.045,12.045,21.958,34.542,12.583,15.292,210.091
2011-03-28,197.792,11.375,15.208,17.292,2.083,24.417,209.167
2011-03-29,196.167,9.208,16.833,23.917,7.083,15.625,205.375
2011-03-30,196.208,17.917,24.625,43.125,18.5,23.292,214.125
2011-03-31,189.042,6.75,7.5,7.583,0.083,15.5,195.792
2011-04-01,,,17.167,27.833,10.667,16.417,
2011-04-02,,,15.5,18.042,2.542,27.625,
2011-04-03,,,9.375,10.083,0.708,13.958,
2011-04-04,182.8,7.6,11.273,12.227,0.955,13.5,190.4
2011-04-05,190.864,5.591,16.792,25.167,8.375,11.125,196.455
2011-04-06,192.875,10.0,20.5,24.75,4.25,22.792,202.875
2011-04-07,191.435,11.0,22.792,26.208,3.417,27.042,202.435
2011-04-08,185.391,6.391,9.125,9.458,0.333,15.917,191.783
2011-04-09,185.667,9.25,10.792,11.458,0.667,19.083,194.917
2011-04-10,185.958,8.333,6.292,6.625,0.333,15.292,194.292
2011-04-11,188.435,10.0,14.913,23.652,8.739,22.917,198.435
2011-04-12,189.773,3.182,8.792,10.167,1.375,12.417,192.955
2011-04-13,192.167,7.833,21.042,23.417,2.375,21.917,200.0
2011-04-14,192.13,5.957,19.609,21.565,1.957,29.261,198.087
2011-04-15,191.792,11.542,20.583,24.0,3.417,36.417,203.333
2011-04-16,186.136,7.0,8.125,8.667,0.542,18.542,193.136
2011-04-17,188.381,3.238,6.875,7.417,0.542,13.833,191.619
2011-04-18,188.444,14.667,9.043,9.826,0.783,15.125,203.111
2011-04-19,186.312,13.125,6.739,7.435,0.696,6.87,199.438
2011-04-20,192.1,7.5,9.625,13.375,3.75,6.792,199.6
2011-04-21,192.75,7.958,9.625,10.375,0.75,11.75,200.708
2011-04-22,193.692,12.0,14.75,15.875,1.125,22.5,205.692
2011-04-23,193.667,13.667,6.667,6.917,0.25,14.917,207.333
2011-04-24,,,4.042,4.125,0.083,9.417,
2011-04-25,,,14.783,17.0,2.217,13.833,
2011-04-26,,,17.083,21.917,4.833,21.5,
2011-04-27,,,12.042,17.125,5.083,39.667,
2011-04-28,,,9.417,9.958,0.542,19.375,
2011-04-29,,,6.375,6.583,0.208,12.292,
2011-04-30,,,14.083,15.917,1.833,24.958,
2011-05-01,,,9.958,10.583,0.625,24.417,
2011-05-02,,,9.682,10.955,1.273,62.087,
2011-05-03,,,7.458,7.5,0.042,30.958,
2011-05-04,,,6.625,6.75,0.125,17.833,
2011-05-05,,,3.708,3.75,0.042,15.708,
2011-05-06,,,9.125,9.583,0.458,14.292,
2011-05-07,,,11.875,14.208,2.333,20.333,
2011-05-08,,,7.083,7.708,0.625,23.083,
2011-05-09,,,15.783,17.174,1.391,18.25,
2011-05-10,,,21.583,28.458,6.875,70.958,
2011-05-11,,,10.792,11.333,0.542,20.25,
2011-05-12,,,9.583,10.083,0.5,11.375,
2011-05-13,186.167,26.833,10.125,11.417,1.292,24.167,213.0
2011-05-14,190.208,25.5,11.25,14.333,3.083,40.708,215.708
2011-05-15,192.083,21.917,7.208,7.625,0.417,19.333,214.0
2011-05-16,191.905,29.0,15.95,18.3,2.35,28.261,220.905
2011-05-17,189.0,30.909,16.125,18.792,2.667,28.667,219.909
2011-05-18,191.458,30.083,10.25,11.583,1.333,32.958,221.542
2011-05-19,192.75,29.917,14.667,16.75,2.083,37.458,222.667
2011-05-20,189.167,30.958,16.375,21.75,5.375,40.625,220.125
2011-05-21,185.75,29.875,14.458,18.625,4.167,37.083,215.625
2011-05-22,184.042,25.333,6.542,7.625,1.083,29.125,209.375
2011-05-23,186.333,22.792,9.348,10.043,0.696,11.542,209.125
2011-05-24,186.409,24.5,8.917,9.208,0.292,11.292,210.909
2011-05-25,191.417,29.292,16.292,24.292,8.0,19.25,220.708
2011-05-26,187.542,24.625,8.458,8.75,0.292,19.833,212.167
2011-05-27,187.417,24.5,8.25,9.167,0.917,17.958,211.917
2011-05-28,185.125,25.333,7.417,7.5,0.083,17.667,210.458
2011-05-29,182.417,23.292,3.708,3.708,0.0,9.0,205.708
2011-05-30,179.625,19.833,3.826,3.957,0.13,5.75,199.458
2011-05-31,185.364,20.045,4.417,4.958,0.542,14.125,205.409
2011-06-01,187.364,21.636,7.478,8.0,0.522,25.957,209.0
2011-06-02,190.292,29.417,13.333,14.958,1.625,28.125,219.708
2011-06-03,191.917,29.75,11.708,12.542,0.833,25.792,221.667
2011-06-04,193.167,30.833,11.458,15.417,3.958,39.833,224.0
2011-06-05,187.042,27.708,7.833,8.458,0.625,52.042,214.75
2011-06-06,187.542,25.667,7.957,8.087,0.13,39.958,213.208
2011-06-07,193.0,30.045,14.667,15.333,0.667,45.458,223.045
2011-06-08,188.708,32.0,14.875,17.042,2.167,24.833,220.708
2011-06-09,189.083,27.583,9.833,11.125,1.292,20.417,216.667
2011-06-10,187.375,29.917,13.917,15.458,1.542,27.167,217.292
2011-06-11,187.833,27.5,8.542,8.833,0.292,32.5,215.333
2011-06-12,194.667,28.583,6.583,6.708,0.125,39.333,223.25
2011-06-13,188.792,26.792,8.696,8.957,0.261,27.917,215.583
2011-06-14,189.545,26.591,10.25,10.708,0.458,23.583,216.136
2011-06-15,190.25,25.292,10.25,10.833,0.583,12.75,215.542
2011-06-16,192.478,29.304,10.087,11.87,1.783,19.955,221.783
2011-06-17,184.375,25.667,7.167,7.583,0.417,12.208,210.042
2011-06-18,189.917,27.167,7.875,8.125,0.25,21.667,217.083
2011-06-19,195.958,27.5,4.75,4.833,0.083,22.667,223.458
2011-06-20,190.417,31.083,14.913,17.043,2.13,23.542,221.5
2011-06-21,189.227,35.591,14.667,24.708,10.042,17.292,224.818
2011-06-22,196.917,36.208,13.083,15.167,2.083,39.875,233.125
2011-06-23,194.417,40.208,18.667,25.292,6.625,52.583,234.625
2011-06-24,177.792,30.333,12.5,15.417,2.917,24.958,208.125
2011-06-25,184.792,26.5,4.875,5.292,0.417,11.417,211.292
2011-06-26,186.125,26.292,4.208,4.208,0.0,13.167,212.417
2011-06-27,189.708,29.292,11.217,13.043,1.826,28.375,219.0
2011-06-28,192.682,34.182,12.25,15.458,3.208,47.292,226.864
2011-06-29,192.625,32.25,10.667,12.25,1.583,31.083,224.875
2011-06-30,202.167,39.167,15.625,18.625,3.0,56.375,241.333
2011-07-01,196.75,36.417,10.875,15.083,4.208,77.583,233.167
2011-07-02,177.042,26.958,5.458,5.917,0.458,64.708,204.0
2011-07-03,184.917,28.375,5.917,6.542,0.625,37.708,213.292
2011-07-04,175.955,27.727,10.409,11.909,1.5,58.87,203.682
2011-07-05,183.955,30.955,9.583,10.417,0.833,28.208,214.909
2011-07-06,201.333,31.458,12.542,14.167,1.625,24.583,232.792
2011-07-07,186.708,30.75,13.875,17.083,3.208,35.875,217.458
2011-07-08,186.542,34.417,15.208,19.875,4.667,38.167,220.958
2011-07-09,190.5,35.042,10.292,17.583,7.292,43.292,225.542
2011-07-10,186.167,38.875,9.167,11.958,2.792,24.25,225.042
2011-07-11,193.625,33.875,8.739,13.217,4.478,28.083,227.5
2011-07-12,174.455,30.0,8.833,12.5,3.667,19.667,204.455
2011-07-13,176.25,30.583,10.208,14.833,4.625,22.833,206.833
2011-07-14,177.708,31.542,11.417,16.125,4.708,20.958,209.25
2011-07-15,180.13,34.913,13.87,20.217,6.348,25.609,215.043
2011-07-16,175.917,31.042,9.792,14.417,4.625,28.458,206.958
2011-07-17,173.875,29.375,6.875,9.0,2.125,25.417,203.25
2011-07-18,172.917,30.667,8.348,11.435,3.087,29.542,203.583
2011-07-19,174.273,26.818,5.917,9.167,3.25,25.208,201.091
2011-07-20,172.625,25.625,5.917,7.583,1.667,24.625,198.25
2011-07-21,175.292,22.875,4.458,5.292,0.833,11.708,198.167
2011-07-22,180.875,25.0,6.25,7.708,1.458,11.917,205.875
2011-07-23,181.083,26.583,5.833,6.375,0.542,10.25,207.667
2011-07-24,183.042,28.833,5.75,6.417,0.667,17.333,211.875
2011-07-25,182.167,29.25,10.043,12.348,2.304,27.417,211.417
2011-07-26,183.818,35.455,14.917,20.708,5.792,28.542,219.273
2011-07-27,197.667,42.167,17.542,24.667,7.125,37.167,239.833
2011-07-28,184.125,31.0,8.292,8.917,0.625,27.292,215.125
2011-07-29,184.417,32.125,9.625,10.958,1.333,24.333,216.542
2011-07-30,179.333,29.0,5.958,6.333,0.375,19.125,208.333
2011-07-31,174.25,24.792,2.75,2.792,0.042,21.583,199.042
2011-08-01,177.182,28.045,5.773,6.682,0.909,23.261,205.227
2011-08-02,177.636,31.091,6.625,7.667,1.042,24.625,208.727
2011-08-03,175.042,29.625,6.25,7.125,0.875,24.625,204.667
2011-08-04,172.583,30.25,6.25,10.625,4.375,22.0,202.833
2011-08-05,171.708,29.167,6.75,8.875,2.125,16.375,200.875
2011-08-06,176.792,32.875,8.375,10.333,1.958,27.458,209.667
2011-08-07,192.208,37.0,7.5,8.833,1.333,44.208,229.208
2011-08-08,187.833,37.042,10.217,12.0,1.783,41.125,224.875
2011-08-09,188.455,37.636,11.583,14.625,3.042,56.125,226.091
2011-08-10,172.083,34.792,13.833,17.25,3.417,41.833,206.875
2011-08-11,180.5,35.625,11.208,13.417,2.208,45.292,216.125
2011-08-12,182.125,32.792,8.583,8.958,0.375,44.792,214.917
2011-08-13,183.5,33.292,6.542,6.917,0.375,60.458,216.792
2011-08-14,176.958,31.5,6.125,6.917,0.792,57.792,208.458
2011-08-15,190.941,22.0,8.235,9.235,1.0,35.111,212.941
2011-08-16,195.095,7.81,8.318,9.0,0.682,43.391,202.905
2011-08-17,195.292,7.125,9.375,9.833,0.458,45.167,202.417
2011-08-18,188.042,9.667,14.875,17.833,2.958,55.375,197.708
2011-08-19,191.333,4.667,8.583,9.125,0.542,16.542,196.0
2011-08-20,198.0,5.125,7.125,7.708,0.583,17.333,203.125
2011-08-21,191.917,2.0,3.208,3.292,0.083,13.458,193.917
2011-08-22,195.875,3.583,7.348,7.913,0.565,9.958,199.458
2011-08-23,192.318,9.5,10.458,12.208,1.75,41.833,201.818
2011-08-24,186.333,8.708,10.792,18.167,7.375,27.833,195.042
2011-08-25,184.292,7.208,10.0,19.292,9.292,18.0,191.5
2011-08-26,186.708,8.333,8.917,19.417,10.5,23.208,195.042
2011-08-27,185.417,4.917,6.042,6.708,0.667,15.333,190.333
2011-08-28,194.333,4.292,3.667,3.958,0.292,16.208,198.625
2011-08-29,199.458,7.5,5.696,7.348,1.652,23.792,206.958
2011-08-30,192.091,5.682,6.292,7.5,1.208,19.75,197.773
2011-08-31,182.042,4.833,6.667,7.875,1.208,24.083,186.875
2011-09-01,175.05,12.2,6.348,9.304,2.957,24.652,187.25
2011-09-02,175.0,14.273,3.167,4.167,1.0,22.958,189.273
2011-09-03,174.917,4.458,1.417,1.875,0.458,25.708,179.375
2011-09-04,176.458,5.292,1.833,1.833,0.0,20.833,181.75
2011-09-05,182.542,7.375,7.087,7.609,0.522,22.833,189.917
2011-09-06,185.5,8.636,6.917,7.208,0.292,12.958,194.136
2011-09-07,191.333,10.917,9.458,9.875,0.417,24.917,202.25
2011-09-08,198.375,21.417,13.958,17.125,3.167,42.625,219.792
2011-09-09,192.583,20.0,17.042,21.417,4.375,36.792,212.583
2011-09-10,188.917,17.5,13.167,20.333,7.167,33.833,206.417
