date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,191.833,3.375,15.708,11.4,14.075,2.675,,2.625,12.883,207.542
2011-01-02,186.708,3.062,9.333,5.55,6.6,1.05,,2.771,13.909,196.042
2011-01-03,185.708,2.666,8.292,7.533,8.908,1.375,,3.521,14.508,194.0
2011-01-04,186.708,3.146,8.25,5.392,6.6,1.209,,6.062,21.233,194.958
2011-01-05,189.478,2.979,12.739,13.258,17.742,4.483,,2.917,8.683,202.217
2011-01-06,191.958,3.521,17.5,18.995,29.384,10.389,,3.278,13.917,209.458
2011-01-07,188.042,2.396,8.708,9.142,11.733,2.592,,2.229,7.475,196.75
2011-01-08,196.542,3.396,17.833,12.9,16.458,3.558,,2.259,9.942,214.375
2011-01-09,193.917,3.829,15.458,14.983,19.95,4.967,,3.75,19.216,209.375
2011-01-10,195.542,4.646,22.708,23.069,34.016,10.946,,4.458,28.733,218.25
2011-01-11,189.818,3.413,11.773,12.486,16.075,3.589,,4.665,25.04,201.591
2011-01-12,190.826,2.771,15.783,16.583,22.8,6.217,,2.866,9.767,206.609
2011-01-13,188.625,3.292,16.875,17.435,24.61,7.175,,4.172,17.2,205.5
2011-01-14,189.25,4.48,12.417,14.742,18.167,3.425,,6.458,30.542,201.667
2011-01-15,189.667,3.396,15.0,13.725,17.55,3.825,,3.479,16.425,204.667
2011-01-16,186.583,2.666,11.417,11.133,13.517,2.383,,2.708,13.05,198.0
2011-01-17,187.167,2.625,13.542,13.275,18.542,5.267,,2.438,13.625,200.708
2011-01-18,191.167,4.271,26.333,22.308,34.033,11.725,,2.792,13.642,217.5
2011-01-19,186.957,3.292,18.609,22.717,33.625,10.908,,2.446,16.958,205.565
2011-01-20,184.25,2.875,13.333,16.503,20.995,4.492,,1.438,10.85,197.583
2011-01-21,185.0,2.854,12.708,14.308,18.225,3.917,,2.0,13.7,197.708
2011-01-22,187.542,3.125,15.375,13.892,17.192,3.3,,2.48,13.292,202.917
2011-01-23,183.5,2.598,7.917,10.767,13.967,3.2,,2.479,8.858,191.417
2011-01-24,180.958,2.082,4.292,11.254,14.954,3.699,,2.491,8.384,185.25
2011-01-25,183.083,3.062,5.25,12.292,15.967,3.675,,4.166,15.925,188.333
2011-01-26,185.304,2.812,6.739,13.85,18.119,4.268,,3.345,9.856,192.043
2011-01-27,184.857,3.7,8.857,17.675,22.721,5.046,,5.258,23.617,193.714
