date,TEMP_max,TEMP_mean,TEMP_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,PM25_mean,RAIN_sum,CO_mean
2011-01-01,87.0,15.25,-42.0,13.0,18.25,5.25,1.5136666666666667,13.097,,,4.435
2011-01-02,87.0,31.625,-19.0,7.5835,10.542,2.9585,1.1803333333333332,9.861333333333333,,,2.875
2011-01-03,95.0,35.708,-4.0,5.583,8.4585,2.875,1.0026666666666666,5.528,,,2.75
2011-01-04,82.0,16.125,-42.0,12.583,19.875,7.2915,1.5569999999999997,8.069666666666667,,,3.625
2011-01-05,63.0,22.125,-16.0,10.729,17.6665,6.9375,1.2223333333333333,5.958666666666666,,,2.917
2011-01-06,99.0,41.458,-12.0,18.3675,31.7285,13.3605,1.6013333333333335,7.833333333333333,,,3.783
2011-01-07,78.0,27.5,-14.0,13.896,27.354,13.4585,0.972,7.777666666666666,,,3.75
2011-01-08,74.0,21.667,-15.0,7.1875,9.9375,2.75,1.1253333333333335,6.3886666666666665,,,2.739
2011-01-09,84.0,16.833,-41.0,19.0625,37.1875,18.125,1.292,13.972,,,4.542
2011-01-10,94.0,30.708,-25.0,26.5835,64.4375,37.8545,1.5030000000000001,16.833,,,5.25
2011-01-11,70.0,14.917,-25.0,17.875,46.375,28.5,1.3346666666666664,15.097333333333333,,,4.167
2011-01-12,60.0,6.042,-36.0,13.9165,28.417,14.5,0.9446666666666667,6.5,,,3.167
2011-01-13,125.0,27.417,-61.0,17.8335,42.604,24.7705,1.4583333333333333,7.8613333333333335,,,4.0
2011-01-14,73.0,21.375,-14.0,14.1665,26.4165,12.25,1.3746666666666665,10.235999999999999,,,4.083
2011-01-15,72.0,22.542,-28.0,10.417,16.25,5.833,1.1113333333333333,10.694666666666668,,,4.13
2011-01-16,58.0,23.292,-6.0,22.479,49.354,26.875,1.389,15.319666666666668,,,5.0
2011-01-17,80.0,27.333,-12.0,19.2085,37.4375,18.229,1.057,11.584666666666669,,,3.625
2011-01-18,77.0,10.417,-53.0,27.3545,65.8125,38.4585,1.5343333333333333,17.944333333333333,,,5.5
2011-01-19,91.0,35.375,-29.0,26.0,57.9165,31.9165,1.75,19.097333333333335,,,5.042
2011-01-20,18.0,10.458,2.0,26.58,54.0715,27.491,0.6666666666666666,21.362333333333336,,,4.783
2011-01-21,40.0,23.833,10.0,17.75,31.229,13.479,0.6666666666666666,12.902666666666667,,,3.542
2011-01-22,96.0,52.417,24.0,14.7915,26.0,11.207999999999998,0.8056666666666666,11.389000000000001,,,4.435
2011-01-23,100.0,52.875,15.0,13.417000000000002,24.771,11.354,0.875,7.291666666666667,,,3.792
2011-01-24,57.0,15.583,-18.0,17.2915,31.375,14.0835,1.0416666666666667,9.166666666666666,,,4.333
2011-01-25,82.0,18.417,-37.0,21.5,51.479,29.9795,1.192,14.336333333333334,,,5.125
2011-01-26,41.0,0.0,-34.0,17.5,33.229,15.729,1.0833333333333333,6.972333333333334,,,4.417
2011-01-27,49.0,-9.417,-62.0,20.479,49.1875,28.7085,1.3443333333333332,10.389000000000001,,,5.583
2011-01-28,39.0,-2.958,-41.0,12.896,21.8335,8.9375,1.1806666666666665,10.171,,,3.708
2011-01-29,50.0,1.0,-33.0,6.9375,11.0835,4.146,1.0416666666666667,5.889,,,2.826
2011-01-30,57.0,1.917,-31.0,12.9585,22.521,9.5625,1.2223333333333333,7.361,,,3.25
2011-01-31,83.0,6.042,-50.0,17.625,39.375,21.75,1.071,8.444666666666667,,,4.0
2011-02-01,82.0,2.083,-57.0,17.104,37.3125,20.2085,1.6049999999999998,9.264000000000001,,,4.167
2011-02-02,31.0,-4.458,-37.0,13.625,25.0,11.375,1.236,6.819333333333333,,,3.292
2011-02-03,65.0,3.167,-48.0,22.419,45.283500000000004,22.865000000000002,1.2793333333333334,8.208333333333334,,,4.826
2011-02-04,99.0,17.292,-64.0,16.896,35.2085,18.3125,1.361,10.152666666666667,,,4.417
2011-02-05,96.0,30.167,-23.0,17.396,27.4375,10.0415,1.7776666666666667,19.541666666666668,,,4.87
2011-02-06,63.0,22.375,-31.0,27.625,58.146,30.521,1.6113333333333333,37.75,,,6.208
2011-02-07,121.0,71.083,36.0,19.0,41.5,22.5,1.0983333333333334,20.305666666666667,,,5.25
2011-02-08,87.0,43.875,2.0,7.854,11.1045,3.25,1.1493333333333333,7.055666666666667,,,2.955
2011-02-09,73.0,19.625,-18.0,15.042000000000002,28.9375,13.895499999999998,1.014,5.833333333333333,,,3.875
2011-02-10,103.0,34.083,-27.0,21.2295,45.792,24.5625,1.2083333333333333,7.9303333333333335,,,4.958
2011-02-11,64.0,17.042,-14.0,12.292,19.896,7.604,1.028,8.680666666666667,,,3.75
2011-02-12,71.0,12.792,-33.0,8.646,13.375,4.7295,1.014,8.000333333333332,,,3.261
2011-02-13,62.0,27.375,-22.0,19.604,38.3125,18.7085,1.6526666666666667,15.930333333333332,,,4.458
2011-02-14,60.0,23.292,-11.0,27.104,65.167,38.0625,1.1436666666666666,29.041666666666668,,,5.792
2011-02-15,107.0,45.292,11.0,12.75,26.0625,13.3125,1.3333333333333333,16.125,,,3.708
2011-02-16,63.0,18.0,-4.0,19.821,33.5085,13.6875,0.8943333333333333,13.625,,,3.9
2011-02-17,58.0,13.292,-40.0,19.430500000000002,48.816,29.384999999999998,0.999,16.663666666666668,,,4.5
2011-02-18,45.0,-0.125,-45.0,11.5625,17.646,6.0835,0.9143333333333333,8.087333333333333,,,3.292
2011-02-19,72.0,3.167,-69.0,15.125,23.6455,8.521,1.0416666666666667,9.444333333333333,,,4.375
2011-02-20,97.0,23.417,-52.0,26.25,54.9585,28.7085,1.4583333333333333,12.388666666666666,,,5.542
2011-02-21,123.0,50.917,-32.0,18.5,37.5415,19.0415,1.4306666666666665,14.375,,,4.167
2011-02-22,109.0,65.375,15.0,19.708,30.4795,10.770499999999998,2.2543333333333333,23.721999999999998,,,4.542
2011-02-23,134.0,77.125,39.0,19.5415,33.7915,14.25,1.4443333333333335,26.292,,,4.583
2011-02-24,127.0,89.75,54.0,16.2915,25.854,9.5625,2.7609999999999997,24.041666666666668,,,5.0
2011-02-25,87.0,55.292,23.0,12.4585,20.4165,7.9585,0.9166666666666666,16.971999999999998,,,4.0
2011-02-26,78.0,33.292,6.0,7.75,9.75,2.0,0.5416666666666666,8.014000000000001,,,3.042
2011-02-27,68.0,19.333,-13.0,9.5835,14.479500000000002,4.896,0.6943333333333334,10.014000000000001,,,2.833
2011-02-28,69.0,17.792,-31.0,21.2705,36.292,15.020499999999998,1.0276666666666667,13.444333333333333,,,4.208
2011-03-01,129.0,64.333,6.0,25.296999999999997,49.2405,23.943,0.8913333333333333,19.764,,,5.217
2011-03-02,60.0,45.917,30.0,27.0465,73.0135,45.967,0.842,27.482333333333333,,,6.0
2011-03-03,107.0,63.375,28.0,12.25,26.4585,14.207999999999998,0.6943333333333334,17.694333333333333,,,3.667
2011-03-04,70.0,42.667,17.0,10.896,21.5,10.604,0.75,21.861,,,3.917
2011-03-05,64.0,34.542,7.0,24.1875,53.7915,29.604,0.5833333333333334,19.236,,,5.5
2011-03-06,178.0,107.167,43.0,24.992,63.070499999999996,38.079,0.972,23.777666666666665,,,5.792
2011-03-07,135.0,110.208,90.0,11.625,15.667000000000002,4.0415,1.1903333333333332,19.458333333333332,,,4.208
2011-03-08,108.0,92.708,77.0,25.396,49.146,23.75,1.6526666666666667,27.2,,,5.833
2011-03-09,85.0,60.25,33.0,23.2085,48.9585,25.75,0.73,19.591333333333335,,,5.478
2011-03-10,66.0,47.917,31.0,16.6045,29.9165,13.3125,0.3473333333333333,6.3196666666666665,,,4.417
2011-03-11,77.0,50.417,17.0,10.7295,15.854500000000002,5.125,0.639,12.708333333333334,,,3.75
2011-03-12,90.0,38.708,-10.0,13.229,23.979,10.75,0.8193333333333334,6.760000000000001,,,3.375
2011-03-13,80.0,33.167,-13.0,14.1125,23.946,9.8335,0.6970000000000001,6.029,,,2.833
2011-03-14,103.0,45.375,-9.0,22.6665,40.917,18.25,1.2296666666666667,12.775999999999998,,,4.167
2011-03-15,102.0,42.167,-14.0,15.8335,30.7915,14.9585,1.111,14.833333333333334,,,3.292
2011-03-16,104.0,46.583,-14.0,27.3975,43.586,16.188,1.5263333333333333,20.805333333333333,,,4.864
2011-03-17,106.0,63.792,27.0,26.104,43.625,17.521,1.5003333333333335,34.167,,,5.708
2011-03-18,128.0,88.25,59.0,20.271,39.458,19.1875,0.7916666666666666,28.958333333333332,,,6.417
2011-03-19,88.0,54.875,2.0,7.75,10.8125,3.0625,0.375,7.903,,,2.417
2011-03-20,124.0,55.958,-15.0,8.883,13.5705,4.6875,0.7920000000000001,8.375,,,2.5
2011-03-21,110.0,54.708,7.0,9.9375,15.6875,5.75,0.5433333333333333,8.541666666666666,,,2.5
2011-03-22,143.0,63.208,-23.0,24.3955,46.2085,21.8125,1.6276666666666666,16.13,,,4.333
2011-03-23,102.0,71.333,53.0,24.7915,37.4585,12.6665,0.8913333333333333,29.847333333333335,,,5.0
2011-03-24,158.0,83.75,34.0,13.9165,22.9165,9.0,0.222,17.194666666666667,,,4.167
2011-03-25,125.0,61.417,1.0,10.5625,15.5,4.9375,0.7360000000000001,8.514000000000001,,,3.458
2011-03-26,95.0,44.042,-10.0,13.521,20.3545,6.8335,0.6943333333333334,11.125,,,3.125
2011-03-27,149.0,70.458,-17.0,23.935000000000002,39.203,15.268500000000001,1.2223333333333333,15.347333333333333,,,4.333
2011-03-28,161.0,76.375,10.0,19.206,34.6275,15.421999999999999,1.159,20.777666666666665,,,4.708
2011-03-29,190.0,102.208,13.0,20.979,32.3955,11.4165,0.9306666666666666,15.875333333333336,,,3.875
2011-03-30,190.0,116.917,56.0,32.8905,58.297,25.407500000000002,1.4246666666666667,26.916666666666668,,,5.5
2011-03-31,176.0,96.0,50.0,15.979500000000002,26.729,10.75,0.7223333333333333,17.666666666666668,,,3.708
2011-04-01,165.0,88.75,12.0,23.9565,37.0215,13.0655,1.319,21.825999999999997,,,4.261
2011-04-02,179.0,98.792,25.0,16.104,27.458,11.354,1.3333333333333333,26.999666666666666,,,4.167
2011-04-03,123.0,68.083,26.0,4.583,6.25,1.6669999999999998,0.9166666666666666,11.194333333333333,,,2.087
2011-04-04,118.0,56.458,3.0,10.3955,15.8335,5.4375,0.9860000000000001,11.110999999999999,,,2.5
2011-04-05,182.0,94.375,2.0,16.917,24.792,7.875,1.2506666666666666,13.278,,,2.833
2011-04-06,212.0,120.708,11.0,26.5205,46.479,19.9585,1.6513333333333333,16.861,,,3.542
2011-04-07,202.0,119.091,58.0,32.771,52.354,19.583,2.111333333333333,30.527666666666665,,,4.083
2011-04-08,215.0,150.875,66.0,27.229,44.5205,17.2915,1.7220000000000002,22.991,,,3.333
2011-04-09,165.0,140.25,111.0,16.9585,27.5625,10.6045,1.361,18.541666666666668,,,2.583
2011-04-10,182.0,132.458,72.0,11.271,15.521,4.25,1.2916666666666667,23.25,,,4.043
