date,TEMP_max,TEMP_mean,TEMP_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,PM25_mean,RAIN_sum,CO_mean
2011-04-11,187.0,118.75,66.0,15.5625,27.625,12.0625,1.8056666666666665,29.430666666666667,,,4.083
2011-04-12,144.0,91.125,38.0,12.4585,19.104,6.6455,1.264,20.930666666666667,,,3.5
2011-04-13,228.0,121.0,10.0,20.7915,34.9375,14.146,1.8636666666666664,24.264,,,4.042
2011-04-14,244.0,153.292,47.0,29.113999999999997,46.636,17.523,2.1293333333333333,29.727333333333334,,,5.364
2011-04-15,252.0,181.0,94.0,25.625,40.1665,14.5415,1.8473333333333333,30.444666666666667,,,5.25
2011-04-16,251.0,148.583,79.0,11.5835,17.146,5.5625,1.361,40.05566666666667,,,4.292
2011-04-17,199.0,127.667,33.0,8.0,12.0835,4.083,1.2363333333333333,16.528000000000002,,,3.0
2011-04-18,160.0,133.833,114.0,21.146,38.7085,17.5625,1.7083333333333333,29.75,,,3.708
2011-04-19,112.0,86.125,60.0,20.9165,37.2295,16.3125,0.7083333333333334,17.986,,,3.75
2011-04-20,155.0,94.917,36.0,15.4585,27.875,12.4165,0.7376666666666667,14.180666666666667,,,3.125
2011-04-21,150.0,112.75,74.0,19.6665,35.1875,15.521,1.0696666666666665,23.027666666666665,,,3.625
2011-04-22,172.0,139.5,105.0,22.886499999999998,38.777,15.890500000000001,1.3886666666666667,52.25033333333334,,,4.125
2011-04-23,197.0,152.875,114.0,17.8125,30.0625,12.25,1.1806666666666665,34.69433333333333,,,3.75
2011-04-24,214.0,144.708,92.0,8.375,11.895499999999998,3.5205,0.8056666666666666,13.458333333333334,,,3.652
2011-04-25,182.0,114.292,57.0,16.125,28.167,12.0415,1.2086666666666666,15.888666666666666,,,3.667
2011-04-26,161.0,100.5,47.0,21.9795,38.979,17.0,1.7056666666666667,20.736,,,4.292
2011-04-27,263.0,170.542,71.0,22.458,42.1875,19.7295,2.039,35.65266666666667,,,4.417
2011-04-28,254.0,172.333,106.0,9.6305,14.956499999999998,5.326,1.3940000000000001,16.397666666666666,,,3.478
2011-04-29,199.0,131.25,63.0,9.2915,13.375,4.0835,1.5156666666666665,12.579,,,4.292
2011-04-30,190.0,134.958,66.0,17.771,28.875,11.104,1.8196666666666665,22.083333333333332,,,5.333
2011-05-01,230.0,170.375,128.0,14.332999999999998,20.375,6.0415,1.8196666666666665,31.680666666666667,,,4.217
2011-05-02,211.0,179.625,117.0,6.2085,8.229,2.021,1.125,92.08333333333333,,,3.542
2011-05-03,191.0,142.333,90.0,13.0835,19.458,6.375,1.3873333333333333,61.958333333333336,,,4.583
2011-05-04,248.0,175.083,105.0,6.9795,10.5415,3.5625,1.4083333333333332,31.805666666666667,,,3.708
2011-05-05,167.0,140.333,106.0,11.3335,17.3125,5.979,1.4166666666666667,21.611333333333334,,,4.125
2011-05-06,174.0,144.25,122.0,17.6665,31.167,13.5,1.4026666666666667,30.416666666666668,,,4.417
2011-05-07,174.0,152.208,131.0,17.8125,28.875,11.0625,1.4166666666666667,45.05533333333333,,,4.667
2011-05-08,287.0,202.375,126.0,7.875,10.6875,2.8125,1.8336666666666666,26.402666666666665,,,4.0
2011-05-09,252.0,184.375,104.0,22.958,33.6875,10.729500000000002,2.0553333333333335,26.79133333333333,,,4.958
2011-05-10,260.0,193.0,151.0,18.8125,31.4375,12.625,1.532,21.415333333333333,,,3.917
2011-05-11,174.0,142.333,132.0,21.1665,30.7085,9.542000000000002,0.8616666666666667,21.167,,,4.375
2011-05-12,177.0,152.958,134.0,23.9585,44.333,20.375,0.8193333333333334,28.138666666666666,,,4.917
2011-05-13,272.0,188.167,138.0,15.609000000000002,31.3695,15.761000000000001,1.1883333333333332,43.264,,,4.261
2011-05-14,261.0,183.292,106.0,14.542000000000002,25.229,10.6875,1.375,32.778,,,4.75
2011-05-15,270.0,191.833,95.0,11.271,15.6875,4.417,1.8053333333333335,17.736,,,3.565
2011-05-16,236.0,177.458,108.0,24.3335,41.604,17.2705,2.139,27.096999999999998,,,3.958
2011-05-17,213.0,169.167,140.0,23.083,38.771,15.6875,1.806,31.111,,,3.917
2011-05-18,255.0,189.208,113.0,21.1665,33.5415,12.375,1.8043333333333333,32.43033333333333,,,4.292
2011-05-19,278.0,205.042,124.0,29.146,43.3125,14.1665,2.1806666666666668,39.52766666666667,,,4.542
2011-05-20,300.0,226.833,142.0,29.9795,42.083,12.104500000000002,2.4473333333333334,42.166666666666664,,,4.375
2011-05-21,317.0,237.833,156.0,24.3955,33.396,9.0,2.4586666666666663,48.139,,,4.208
2011-05-22,259.0,190.25,147.0,12.229,18.4165,6.1875,1.4583333333333333,31.902666666666665,,,4.435
2011-05-23,186.0,153.292,132.0,18.8335,35.2085,16.375,1.0556666666666665,19.777666666666665,,,4.708
2011-05-24,207.0,151.875,111.0,20.0835,37.4375,17.3545,1.1186666666666667,13.75,,,4.875
2011-05-25,269.0,193.375,122.0,24.0835,42.6665,18.5835,1.776,24.958333333333332,,,5.167
2011-05-26,170.0,156.042,136.0,22.8125,46.042,23.229,1.5136666666666667,33.81933333333333,,,5.458
2011-05-27,195.0,173.208,152.0,23.557000000000002,37.157000000000004,13.600000000000001,1.3333333333333333,34.153,,,4.957
2011-05-28,200.0,176.042,149.0,15.396,30.167,14.771,0.5750000000000001,23.902666666666665,,,5.542
2011-05-29,184.0,174.0,161.0,8.5,17.1875,8.6875,0.361,9.319666666666667,,,4.0
2011-05-30,236.0,185.958,158.0,11.521,22.771,11.25,0.4446666666666667,6.250333333333333,,,3.75
2011-05-31,202.0,166.625,123.0,16.0835,30.3545,14.271,0.7759999999999999,14.805666666666667,,,4.0
2011-06-01,144.0,129.667,116.0,16.4585,35.1875,18.729,0.7843333333333332,41.44433333333333,,,4.375
2011-06-02,155.0,140.917,124.0,21.3335,52.6045,31.271,0.6943333333333334,44.833333333333336,,,5.5
2011-06-03,264.0,203.417,129.0,23.229,40.1045,16.875,1.3623333333333332,24.909000000000002,,,5.042
2011-06-04,290.0,223.542,154.0,19.8955,33.729,13.8335,1.4029999999999998,37.416666666666664,,,5.917
2011-06-05,258.0,213.375,167.0,12.625,18.5,5.875,1.3470000000000002,48.06933333333333,,,5.0
2011-06-06,295.0,232.917,161.0,13.145499999999998,22.5625,9.4165,0.8610000000000001,30.333333333333332,,,4.25
2011-06-07,256.0,212.5,174.0,21.6875,37.7705,16.0835,2.377666666666667,34.30566666666667,,,5.333
2011-06-08,257.0,212.042,167.0,23.0,43.0625,20.0625,1.5556666666666665,24.375,,,5.042
2011-06-09,261.0,217.333,186.0,23.0835,39.125,16.042,1.264,36.34733333333333,,,5.167
2011-06-10,255.0,220.625,174.0,25.330000000000002,45.2105,19.8805,0.9826666666666667,56.30566666666667,,,6.478
2011-06-11,272.0,230.958,198.0,15.1665,24.8125,9.645499999999998,0.7360000000000001,44.708333333333336,,,5.208
2011-06-12,264.0,225.5,182.0,11.8955,18.5835,6.6875,0.8053333333333333,26.833333333333332,,,5.0
2011-06-13,275.0,223.167,190.0,19.667,34.75,15.0835,0.7496666666666666,29.597333333333335,,,5.25
2011-06-14,267.0,221.917,176.0,15.229,27.042,11.8125,0.8569999999999999,23.792,,,4.0
2011-06-15,241.0,201.458,154.0,19.854,34.396,14.5415,1.265,17.583333333333332,,,4.542
2011-06-16,235.0,202.083,164.0,22.4375,43.104,20.667,1.5279999999999998,31.055666666666667,,,4.833
2011-06-17,223.0,196.125,174.0,19.911,39.915,20.0035,0.5833333333333334,18.226,,,4.667
2011-06-18,208.0,191.125,178.0,18.8125,26.7085,7.8955,0.653,43.94433333333333,,,4.667
2011-06-19,261.0,222.875,186.0,13.5625,21.896,8.333,0.6526666666666666,36.611,,,5.957
2011-06-20,297.0,247.083,203.0,23.8545,37.979,14.125,1.1113333333333333,47.80566666666667,,,6.0
2011-06-21,338.0,255.792,218.0,18.4585,35.4375,16.979,1.0236666666666665,36.875,,,4.583
2011-06-22,354.0,282.542,199.0,21.3125,34.8955,13.582999999999998,1.1753333333333333,27.305666666666667,,,4.542
2011-06-23,342.0,282.625,233.0,14.8125,37.771,22.958,1.0276666666666667,20.75,,,3.833
2011-06-24,376.0,310.292,238.0,11.852,31.53,19.678,1.1946666666666668,22.096999999999998,,,3.0
2011-06-25,277.0,251.542,203.0,13.396,24.0415,10.645499999999998,1.5556666666666665,25.611,,,3.958
2011-06-26,224.0,207.0,189.0,9.646,16.6045,6.9585,0.75,31.972333333333335,,,4.783
2011-06-27,245.0,223.792,204.0,20.2085,43.167,22.9585,1.0413333333333334,36.986,,,5.167
2011-06-28,343.0,282.333,210.0,20.25,39.104,18.8545,1.8753333333333335,41.125,,,4.958
2011-06-29,352.0,297.208,254.0,13.1665,21.7295,8.5625,1.5759999999999998,33.43066666666667,,,2.667
2011-06-30,331.0,272.125,236.0,17.125,37.021,19.896,1.4723333333333333,36.236,,,4.042
2011-07-01,340.0,277.5,227.0,14.5625,32.6665,18.1045,1.361,27.611,,,3.417
2011-07-02,316.0,274.833,242.0,13.5,23.917,10.4165,1.6803333333333335,42.81933333333333,,,3.625
2011-07-03,315.0,278.375,242.0,11.520499999999998,18.5625,7.0415,1.5,37.388666666666666,,,4.217
2011-07-04,330.0,280.208,250.0,18.6665,34.5205,15.854,2.3056666666666668,46.708333333333336,,,5.167
2011-07-05,332.0,275.458,230.0,10.75,19.375,8.625,1.2876666666666665,17.596999999999998,,,3.417
2011-07-06,322.0,271.667,210.0,16.4375,26.8955,10.457999999999998,1.9176666666666666,21.347333333333335,,,4.417
2011-07-07,292.0,260.125,224.0,21.354,39.7705,18.4165,1.9673333333333334,45.40266666666667,,,5.875
2011-07-08,333.0,284.208,238.0,19.659,33.75,14.091000000000001,1.3806666666666665,38.98433333333333,,,4.696
2011-07-09,345.0,290.667,239.0,14.520499999999998,25.729,11.2085,0.6806666666666666,33.29633333333334,,,4.292
2011-07-10,368.0,277.708,227.0,8.9165,15.6665,6.75,0.375,23.10166666666667,,,3.522
2011-07-11,346.0,289.542,231.0,15.521,34.3125,18.7915,0.8329999999999999,24.01866666666667,,,3.875
2011-07-12,345.0,294.458,243.0,18.25,34.9585,16.7085,0.9306666666666666,28.213333333333335,,,3.708
2011-07-13,353.0,296.708,247.0,19.854,38.5415,18.6875,0.9566666666666667,31.796333333333337,,,3.875
2011-07-14,367.0,304.042,247.0,21.958,37.833,15.875,0.9860000000000001,34.037,,,3.958
2011-07-15,370.0,313.542,259.0,21.3335,35.8335,14.5,1.159,36.815666666666665,,,4.125
2011-07-16,374.0,309.583,254.0,17.9375,27.604,9.667000000000002,2.5416666666666665,38.81933333333333,,,4.042
2011-07-17,371.0,307.417,248.0,12.0625,18.479,6.4165,2.25,40.59733333333333,,,3.87
2011-07-18,353.0,296.5,262.0,12.6875,21.229,8.5415,1.25,33.208,,,3.583
2011-07-19,279.0,253.917,235.0,12.396,28.125,15.729,1.0086666666666666,19.583333333333332,,,3.083
2011-07-20,277.0,247.583,211.0,12.2705,28.9165,16.646,0.4166666666666667,22.152666666666665,,,3.583
2011-07-21,233.0,211.5,193.0,11.7085,30.396,18.6875,0.375,14.625,,,4.125
2011-07-22,253.0,214.042,178.0,14.587,31.804000000000002,17.217499999999998,0.623,18.25,,,3.957
2011-07-23,297.0,242.542,177.0,12.667000000000002,25.125,12.4585,0.7363333333333334,15.277666666666667,,,3.458
2011-07-24,305.0,264.417,222.0,9.5835,15.771,6.1875,0.75,22.611333333333334,,,3.348
2011-07-25,319.0,265.125,218.0,16.7705,27.542,10.770499999999998,1.111,31.694333333333333,,,3.542
2011-07-26,321.0,265.792,217.0,18.917,33.604,14.6875,0.871,25.444333333333333,,,3.75
2011-07-27,320.0,263.167,231.0,15.625,30.625,15.0,0.7133333333333333,27.208333333333332,,,3.5
2011-07-28,298.0,256.333,233.0,18.4375,32.0,13.5625,0.486,26.986333333333334,,,3.875
2011-07-29,306.0,254.167,236.0,17.167,33.708,16.542,0.5276666666666666,28.85366666666667,,,3.792
2011-07-30,279.0,245.208,224.0,11.8545,17.8125,5.958,0.472,15.138666666666666,,,2.958
2011-07-31,226.0,215.958,205.0,8.75,19.0,10.25,0.3333333333333333,19.069333333333333,,,3.696
2011-08-01,253.0,223.083,200.0,15.646,27.0625,11.417000000000002,0.5,32.583333333333336,,,4.042
2011-08-02,259.0,229.375,203.0,19.8125,38.7705,18.9585,0.7319999999999999,49.09733333333333,,,5.458
2011-08-03,296.0,252.375,220.0,19.646,36.479,16.833,0.944,52.208333333333336,,,4.833
2011-08-04,313.0,267.417,235.0,15.896,35.1875,19.2915,0.8333333333333334,24.54133333333333,,,3.375
2011-08-05,309.0,270.167,239.0,15.169,38.235,23.066000000000003,0.8736666666666667,24.055333333333333,,,4.13
2011-08-06,330.0,276.5,241.0,13.6875,30.3125,16.625,1.2363333333333333,26.972333333333335,,,3.958
2011-08-07,347.0,271.458,234.0,9.1875,17.1455,7.958,1.3470000000000002,22.84166666666667,,,3.13
2011-08-08,345.0,277.5,222.0,15.5415,34.5205,18.979,0.9863333333333334,24.052000000000003,,,3.875
2011-08-09,356.0,301.708,240.0,19.9375,38.958,19.021,1.2626666666666668,36.06766666666667,,,4.333
2011-08-10,371.0,313.542,264.0,19.208,32.5835,13.375,1.0746666666666667,42.69866666666667,,,3.875
2011-08-11,362.0,310.292,260.0,10.979,21.0625,10.082999999999998,0.8329999999999999,31.875,,,2.833
2011-08-12,364.0,303.917,249.0,11.3545,18.708,7.3545,0.8610000000000001,33.682,,,3.292
2011-08-13,343.0,295.292,259.0,11.1875,18.7085,7.5205,1.139,43.486333333333334,,,5.208
2011-08-14,354.0,284.875,237.0,8.75,12.332999999999998,3.583,0.8473333333333333,38.666666666666664,,,4.565
2011-08-15,351.0,282.292,230.0,8.715,16.0955,7.3805000000000005,1.0693333333333335,30.555666666666667,,,4.417
2011-08-16,357.0,292.667,238.0,9.629,17.547,7.9185,0.6873333333333335,32.597,,,4.375
2011-08-17,349.0,299.083,242.0,15.104,26.1665,11.0625,0.9243333333333332,38.486,,,5.125
2011-08-18,375.0,320.083,268.0,16.7165,30.4625,13.746,1.0833333333333333,44.06933333333333,,,5.125
2011-08-19,288.0,243.625,209.0,14.5455,25.6815,11.1365,0.5453333333333333,19.761333333333333,,,3.609
2011-08-20,237.0,216.792,196.0,12.7085,26.3125,13.604,0.4723333333333333,13.097,,,3.458
2011-08-21,204.0,195.75,190.0,10.5625,17.4165,6.8545,0.15266666666666667,14.778,,,3.217
2011-08-22,253.0,218.458,190.0,18.3335,35.083,16.75,0.389,17.486333333333334,,,3.667
2011-08-23,272.0,239.875,212.0,20.4375,42.0,21.5625,0.6349999999999999,31.54133333333333,,,4.708
2011-08-24,316.0,267.0,230.0,17.0625,35.667,18.6045,0.7946666666666667,35.889,,,3.542
2011-08-25,271.0,253.792,238.0,15.4375,43.75,28.3125,0.639,19.097333333333335,,,3.208
2011-08-26,295.0,246.417,225.0,14.254000000000001,45.555,31.301,0.653,21.652666666666665,,,3.542
2011-08-27,267.0,240.625,217.0,13.0,31.5,18.5,0.6806666666666666,23.680333333333333,,,3.625
2011-08-28,293.0,257.417,220.0,10.5625,17.2085,6.646,0.6806666666666666,20.20866666666667,,,3.957
2011-08-29,308.0,258.208,209.0,17.2705,33.2085,15.9375,0.7639999999999999,22.403000000000002,,,3.583
2011-08-30,312.0,263.208,221.0,17.5415,36.2085,18.667,0.8043333333333335,23.486,,,3.792
2011-08-31,292.0,254.792,221.0,17.021,35.3125,18.2915,0.6833333333333332,25.583333333333332,,,3.667
2011-09-01,252.0,237.958,223.0,12.646,33.292,20.646,0.3333333333333333,15.291666666666666,,,3.292
2011-09-02,297.0,264.625,236.0,10.217500000000001,26.1305,15.913,0.4213333333333333,21.777666666666665,,,3.174
2011-09-03,297.0,264.042,243.0,6.5,14.417000000000002,7.9165,0.472,27.305666666666667,,,3.167
2011-09-04,280.0,254.333,228.0,6.208,12.604,6.396,0.486,20.819333333333333,,,2.435
2011-09-05,259.0,235.5,217.0,14.0,26.4375,12.4375,0.5696666666666667,19.652666666666665,,,3.083
2011-09-06,290.0,238.292,196.0,10.8125,19.6045,8.792000000000002,0.40666666666666673,12.819666666666668,,,2.458
2011-09-07,303.0,231.667,166.0,19.8335,40.208,20.375,0.9963333333333333,17.944666666666667,,,3.708
2011-09-08,300.0,243.792,188.0,22.3545,38.0625,15.7085,1.2223333333333333,31.513666666666666,,,4.292
2011-09-09,310.0,257.125,206.0,26.417,45.2915,18.875,1.1666666666666667,44.94466666666667,,,5.208
2011-09-10,336.0,282.875,226.0,19.1665,30.75,11.5835,1.2916666666666667,42.861,,,4.333
2011-09-11,303.0,274.208,249.0,11.4165,18.979,7.5625,1.8886666666666667,32.389,,,4.478
