date,NO2_mean,NOX_mean,NO_mean,SPM_mean,PM25_mean,SO2_mean,CO_mean
2013-04-20,8.927,15.364,6.438,8.562,7.708,2.125,2.917
2013-04-21,7.969,13.0,5.031,9.718,6.333,3.042,2.917
2013-04-22,9.427,16.781,7.354,15.656,11.667,3.042,3.083
2013-04-23,15.104,23.281,8.177,32.531,25.375,4.417,4.375
2013-04-24,17.948,25.636,7.688,22.86,20.75,5.208,4.333
2013-04-25,9.685,15.826,6.141,6.027,5.739,1.833,3.636
2013-04-26,19.323,30.344,11.021,19.833,19.792,4.417,5.542
2013-04-27,10.708,17.021,6.312,8.833,7.333,2.125,3.583
2013-04-28,5.479,9.698,4.219,7.865,5.792,1.792,2.458
2013-04-29,9.104,18.031,8.927,9.26,7.167,1.833,3.0
2013-04-30,15.26,24.635,9.375,7.24,7.458,2.917,3.375
2013-05-01,14.448,26.0,11.552,6.583,4.667,2.375,3.75
2013-05-02,8.445,16.028,7.582,3.974,2.625,2.25,2.81
2013-05-03,11.49,22.896,11.406,4.833,4.75,1.833,3.292
2013-05-04,10.594,18.313,7.719,6.51,5.042,2.0,3.417
2013-05-05,11.677,18.76,7.084,6.948,6.125,2.5,3.292
2013-05-06,9.802,16.719,6.917,8.083,4.042,2.458,3.25
2013-05-07,6.833,13.01,6.177,3.417,5.333,2.75,2.542
2013-05-08,11.542,22.396,10.854,4.26,3.375,3.167,3.417
2013-05-09,11.916,20.681,8.764,7.672,7.292,2.435,3.136
2013-05-10,14.979,23.469,8.49,12.667,10.708,4.583,3.625
2013-05-11,15.219,24.438,9.219,8.271,8.75,3.042,3.875
2013-05-12,11.76,19.364,7.604,5.479,3.917,2.292,3.75
2013-05-13,16.594,28.062,11.469,8.344,7.75,4.042,3.75
2013-05-14,12.896,22.396,9.5,8.688,7.333,2.958,3.333
2013-05-15,18.5,32.594,14.094,11.115,8.583,3.167,4.0
2013-05-16,12.964,24.73,11.765,8.0,6.417,2.0,3.429
2013-05-17,10.594,17.125,6.531,7.646,6.667,2.917,2.667
2013-05-18,9.875,15.5,5.625,10.292,9.917,2.958,2.917
2013-05-19,7.948,12.417,4.469,6.812,5.958,2.958,2.625
2013-05-20,17.5,28.594,11.094,12.115,8.917,4.625,3.458
2013-05-21,11.094,18.073,6.979,10.75,8.5,2.833,2.917
2013-05-22,14.906,23.812,8.906,17.104,13.75,3.333,3.417
2013-05-23,11.415,21.325,9.91,7.21,5.583,2.375,3.136
2013-05-24,9.688,20.031,10.344,3.375,2.792,3.625,3.0
2013-05-25,16.979,30.906,13.927,9.323,7.25,4.458,4.125
2013-05-26,12.74,19.052,6.312,12.958,10.708,6.042,3.458
2013-05-27,21.0,30.594,9.594,21.531,17.542,7.933,3.417
2013-05-28,20.104,30.583,10.48,28.802,24.708,,4.292
2013-05-29,14.323,22.031,7.709,17.052,15.5,,3.083
2013-05-30,9.897,16.86,6.963,12.329,8.565,,2.591
2013-05-31,15.542,23.802,8.26,22.004,20.042,6.727,3.958
2013-06-01,13.656,20.156,6.5,21.219,18.333,6.125,3.667
2013-06-02,7.25,11.834,4.583,10.948,10.792,4.417,2.417
2013-06-03,6.979,14.375,7.396,8.688,6.125,3.333,2.167
2013-06-04,7.188,15.594,8.406,4.427,3.792,3.25,2.333
2013-06-05,7.354,14.646,7.292,2.938,4.208,3.083,2.5
2013-06-06,7.543,15.308,7.765,5.2,6.542,3.478,2.5
2013-06-07,11.823,19.99,8.167,12.719,10.875,4.333,3.083
2013-06-08,11.052,17.781,6.729,12.531,12.458,5.333,3.208
2013-06-09,4.958,7.948,2.99,13.656,12.167,3.583,2.25
2013-06-10,7.604,12.136,4.531,14.802,13.5,4.042,2.625
2013-06-11,12.416,20.042,7.625,14.74,10.833,5.417,3.167
2013-06-12,10.052,17.531,7.479,7.781,6.292,4.833,2.292
2013-06-13,9.776,17.405,7.63,7.315,6.542,5.083,2.545
2013-06-14,15.281,30.76,15.479,18.948,10.833,5.167,3.708
2013-06-15,11.583,20.469,8.885,11.334,9.292,4.0,3.083
2013-06-16,9.427,15.75,6.323,11.73,10.292,4.042,2.708
2013-06-17,15.584,26.74,11.156,11.458,10.583,6.125,3.292
2013-06-18,13.865,23.562,9.698,12.396,12.875,6.583,2.583
2013-06-19,11.045,19.923,8.878,21.21,16.708,4.833,3.25
2013-06-20,7.514,18.966,11.452,4.51,3.667,2.458,2.792
2013-06-21,7.479,18.364,10.886,3.364,2.5,2.875,2.75
2013-06-22,7.917,18.969,11.052,4.479,4.958,2.792,3.125
2013-06-23,6.312,11.479,5.167,6.292,5.542,2.667,2.542
2013-06-24,8.687,15.333,6.646,11.208,9.417,2.917,2.5
2013-06-25,7.719,13.51,5.792,18.323,16.125,2.875,2.75
2013-06-26,11.281,20.208,8.927,15.99,13.458,3.167,3.083
2013-06-27,13.739,24.994,11.255,7.958,6.083,3.167,2.955
2013-06-28,10.24,17.896,7.656,12.146,10.292,3.333,2.708
2013-06-29,8.906,16.344,7.438,13.792,14.333,4.042,2.792
2013-06-30,8.531,15.115,6.583,15.448,14.75,3.625,2.833
2013-07-01,9.833,16.365,6.531,15.167,14.958,3.875,2.75
2013-07-02,12.677,20.406,7.729,21.688,19.583,5.083,3.167
2013-07-03,6.292,11.063,4.771,7.677,8.042,3.5,2.125
2013-07-04,11.037,20.116,9.079,5.751,8.217,4.304,3.136
2013-07-05,15.979,28.094,12.114,15.166,13.083,5.625,3.375
2013-07-06,10.219,17.656,7.437,14.448,14.125,3.875,2.833
2013-07-07,5.042,8.375,3.333,21.56,19.542,3.0,2.583
2013-07-08,9.448,15.271,5.823,17.739,16.458,4.208,2.833
2013-07-09,11.75,20.74,8.99,17.719,16.667,3.917,3.25
2013-07-10,11.531,20.219,8.688,11.74,12.625,3.042,3.083
2013-07-11,10.973,18.294,7.321,14.789,13.625,3.458,3.238
2013-07-12,9.813,16.365,6.552,18.74,15.417,3.042,3.125
2013-07-13,6.854,11.646,4.792,11.823,11.833,3.292,2.417
2013-07-14,5.385,9.031,3.646,12.594,13.208,3.583,2.375
2013-07-15,5.802,10.625,4.823,9.114,9.542,3.417,2.375
2013-07-16,7.458,14.844,7.385,8.396,7.75,3.375,2.875
2013-07-17,8.448,14.51,6.062,10.729,10.75,4.167,2.292
2013-07-18,6.695,12.244,5.549,7.694,7.667,3.875,2.091
2013-07-19,8.656,16.354,7.698,8.5,8.042,3.958,2.5
2013-07-20,8.51,15.458,6.948,13.375,13.542,3.875,2.667
2013-07-21,8.062,13.24,5.177,13.458,14.125,4.125,2.333
2013-07-22,11.167,21.167,10.0,9.24,7.917,4.542,2.75
2013-07-23,10.094,19.438,9.344,9.75,9.125,3.875,2.708
2013-07-24,7.479,14.99,7.51,6.542,5.667,3.625,2.208
2013-07-25,10.164,23.559,13.395,5.876,4.875,4.909,2.769
2013-07-26,8.927,19.136,10.208,5.01,4.25,6.583,3.231
2013-07-27,7.323,16.854,9.531,4.5,4.125,5.5,2.625
2013-07-28,7.792,18.916,11.125,4.74,4.042,4.583,2.917
2013-07-29,11.854,27.01,15.156,7.594,6.583,4.625,3.5
2013-07-30,12.021,24.583,12.562,12.896,13.583,4.75,3.25
2013-07-31,9.823,22.896,13.073,16.01,15.792,4.958,3.583
2013-08-01,8.426,20.493,12.067,9.948,9.667,4.522,1.889
2013-08-02,7.521,19.104,11.584,9.052,8.042,4.75,2.615
2013-08-03,6.292,16.25,9.958,5.208,4.5,4.25,2.25
2013-08-04,4.166,9.219,5.052,3.875,3.625,4.542,1.75
2013-08-05,9.531,18.636,9.104,10.187,8.958,5.542,2.583
2013-08-06,10.857,19.573,8.716,12.782,11.208,6.458,2.958
2013-08-07,10.469,18.229,7.76,22.677,19.833,6.0,3.25
2013-08-08,12.659,20.889,8.23,29.757,29.478,6.375,4.182
2013-08-09,14.875,27.25,12.375,16.448,16.708,5.333,4.5
2013-08-10,9.917,18.708,8.792,12.594,11.75,4.292,3.167
2013-08-11,6.125,11.292,5.167,11.625,11.708,4.667,3.042
2013-08-12,9.916,18.688,8.771,16.99,16.417,4.792,3.708
2013-08-13,7.26,14.719,7.458,6.114,6.792,4.792,2.792
2013-08-14,10.042,17.979,7.938,16.979,16.583,5.708,3.833
2013-08-15,7.897,14.201,6.304,29.082,28.917,6.625,3.476
2013-08-16,8.294,16.208,7.914,19.594,19.875,6.75,2.792
2013-08-17,8.26,15.823,7.562,20.084,21.0,6.292,2.958
2013-08-18,6.792,13.188,6.396,15.198,15.875,5.583,2.708
2013-08-19,8.218,15.156,6.938,18.24,18.792,6.167,3.25
2013-08-20,9.021,17.532,8.51,9.323,8.083,5.833,3.417
2013-08-21,7.958,19.177,11.218,5.615,,4.917,3.292
2013-08-22,7.467,15.886,8.418,4.975,6.3,5.125,3.0
2013-08-23,9.698,20.886,11.188,8.376,7.417,5.25,3.625
2013-08-24,10.26,18.708,8.448,9.833,10.167,4.458,4.0
2013-08-25,6.886,12.833,5.948,5.677,6.75,3.75,3.25
2013-08-26,7.438,16.604,9.167,4.02,2.917,3.875,3.208
2013-08-27,9.427,19.583,10.156,6.646,5.917,5.833,3.667
2013-08-28,5.406,13.292,7.885,4.229,3.208,3.958,2.583
2013-08-29,7.225,16.601,9.375,5.612,4.167,4.478,3.045
2013-08-30,10.114,20.927,10.813,4.094,3.542,3.542,3.292
2013-08-31,11.219,21.865,10.646,7.364,4.958,4.125,3.458
2013-09-01,8.229,16.49,8.26,5.271,4.0,3.708,3.458
2013-09-02,10.875,24.084,13.208,5.781,5.333,3.875,3.917
2013-09-03,11.208,26.031,14.823,6.625,4.0,3.583,4.0
2013-09-04,10.333,22.854,12.521,8.885,5.0,2.875,3.875
2013-09-05,7.922,18.647,10.725,5.323,4.5,3.042,2.591
2013-09-06,8.146,19.635,11.49,4.583,2.125,3.125,3.292
2013-09-07,11.156,23.51,12.354,7.521,4.958,3.917,3.417
2013-09-08,7.417,17.542,10.125,4.667,4.042,3.083,3.042
2013-09-09,9.514,23.94,14.427,6.708,4.375,3.542,3.5
2013-09-10,10.521,23.75,13.229,8.99,7.708,4.417,3.458
2013-09-11,10.688,21.254,10.566,11.5,11.75,4.167,3.5
2013-09-12,10.719,22.114,11.396,12.898,13.75,4.125,4.333
2013-09-13,13.823,26.031,12.208,10.354,8.917,6.333,4.292
2013-09-14,10.927,19.625,8.698,16.438,14.125,4.167,3.958
2013-09-15,11.771,23.042,11.271,10.333,7.25,4.0,4.25
2013-09-16,9.062,19.271,10.208,8.167,6.5,3.417,3.333
2013-09-17,6.646,14.396,7.75,7.323,4.292,3.958,2.458
2013-09-18,6.792,16.292,9.5,4.012,2.5,3.917,2.591
2013-09-19,7.74,19.343,11.603,3.01,3.083,4.0,2.958
2013-09-20,10.094,18.99,8.896,14.354,13.667,3.917,3.292
2013-09-21,7.166,14.917,7.75,15.208,15.042,3.5,2.875
2013-09-22,6.156,15.135,8.979,2.802,2.958,4.25,2.875
2013-09-23,9.396,21.26,11.864,4.646,4.125,5.708,3.208
2013-09-24,11.969,25.969,14.0,9.136,8.083,3.333,3.333
2013-09-25,10.22,22.861,12.64,4.646,1.565,2.636,2.952
2013-09-26,9.365,20.51,11.146,3.114,4.125,3.917,2.875
2013-09-27,9.375,24.104,14.729,3.823,3.333,2.833,3.583
2013-09-28,10.781,22.781,12.0,4.25,4.792,3.083,3.542
2013-09-29,10.219,19.271,9.052,7.979,9.167,3.375,3.625
2013-09-30,15.344,27.781,12.438,11.136,9.333,2.167,3.833
2013-10-01,16.33,37.076,20.745,9.005,7.083,2.792,4.25
2013-10-02,13.472,27.875,14.403,6.23,6.15,2.917,3.542
2013-10-03,8.338,16.688,8.35,6.21,5.25,3.375,2.476
2013-10-04,11.947,23.586,11.639,6.684,5.75,3.042,3.708
2013-10-05,17.677,33.938,16.26,8.021,8.083,2.708,4.333
2013-10-06,13.948,26.75,12.802,15.021,13.208,1.909,4.917
2013-10-07,16.021,30.75,14.729,16.604,14.792,3.182,4.667
2013-10-08,11.888,22.438,10.55,13.417,11.417,3.125,3.875
2013-10-09,17.844,39.198,21.354,11.99,9.917,3.083,5.0
2013-10-10,14.275,31.336,17.06,10.646,9.542,2.875,4.455
2013-10-11,17.312,34.146,16.833,10.188,8.708,1.958,4.583
2013-10-12,7.021,13.156,6.136,9.438,8.708,2.292,3.125
2013-10-13,5.781,13.042,7.26,4.146,4.0,2.292,2.625
2013-10-14,10.688,21.771,11.084,5.271,4.5,2.917,3.375
2013-10-15,9.646,20.781,11.136,6.552,5.0,2.833,2.333
2013-10-16,6.979,13.312,6.333,3.677,1.667,2.458,2.455
2013-10-17,9.914,23.007,13.094,7.884,7.208,2.667,3.333
2013-10-18,13.312,30.552,17.239,10.365,8.542,2.75,4.792
2013-10-19,21.427,44.531,23.104,18.864,16.375,3.5,6.083
2013-10-20,14.281,26.229,11.948,11.916,9.5,1.792,4.083
2013-10-21,15.448,25.636,10.188,6.312,6.833,3.125,3.5
2013-10-22,16.177,32.896,16.718,5.65,5.5,3.522,4.458
2013-10-23,18.834,40.312,21.479,14.062,11.583,2.708,5.0
2013-10-24,14.586,27.721,13.134,10.198,9.417,2.304,3.476
2013-10-25,13.344,25.448,12.104,4.521,4.333,2.042,3.458
2013-10-26,10.0,20.51,10.51,10.312,7.583,2.208,3.25
2013-10-27,5.584,10.885,5.302,2.927,3.25,1.833,2.167
2013-10-28,15.49,37.906,22.417,6.125,5.167,2.625,4.458
2013-10-29,23.24,50.552,27.312,15.094,12.875,2.625,6.042
2013-10-30,20.306,42.802,22.496,31.756,28.0,2.458,6.136
2013-10-31,12.125,23.802,11.677,19.104,17.333,3.458,4.25
2013-11-01,11.354,23.75,12.396,12.688,11.458,3.083,3.458
2013-11-02,13.364,27.886,14.521,11.99,8.125,2.167,3.625
2013-11-03,12.448,25.115,12.667,9.719,7.708,2.167,4.583
2013-11-04,14.573,31.864,17.292,14.979,13.333,2.75,4.583
2013-11-05,12.208,24.458,12.25,18.271,17.167,3.042,4.208
2013-11-06,12.958,26.76,13.802,16.01,13.125,2.333,3.583
2013-11-07,14.143,27.02,12.877,13.396,10.875,2.167,4.273
2013-11-08,9.114,20.052,10.938,4.615,3.375,2.0,3.083
2013-11-09,9.635,19.094,9.458,2.042,2.917,2.625,3.25
2013-11-10,7.875,15.469,7.594,5.604,5.875,1.917,2.75
2013-11-11,10.552,23.51,12.958,1.708,2.042,2.25,3.0
2013-11-12,10.073,22.323,12.25,2.323,2.167,2.333,2.917
2013-11-13,11.479,25.084,13.604,2.438,3.417,2.364,3.083
2013-11-14,19.085,43.628,24.543,7.479,4.0,2.083,4.909
2013-11-15,19.823,40.854,21.031,9.542,8.917,1.792,4.75
2013-11-16,18.802,39.979,21.177,23.489,18.0,3.75,5.833
2013-11-17,13.646,27.812,14.166,19.073,13.417,2.417,4.167
2013-11-18,23.771,50.823,27.052,16.812,11.333,2.792,5.542
2013-11-19,19.115,40.958,21.844,4.5,3.5,2.833,4.375
2013-11-20,11.375,23.094,11.719,3.104,3.208,2.333,3.708
2013-11-21,10.384,23.5,13.115,2.052,1.5,2.0,3.091
2013-11-22,11.667,25.135,13.469,4.198,3.875,2.083,3.375
2013-11-23,11.604,22.26,10.656,6.188,5.75,2.167,3.042
2013-11-24,13.26,29.969,16.708,7.74,5.875,2.375,4.25
2013-11-25,15.135,31.584,16.448,6.948,4.542,1.0,3.917
2013-11-26,8.052,16.656,8.604,10.052,8.875,3.0,3.458
2013-11-27,15.393,35.4,20.006,5.97,3.75,2.208,4.0
2013-11-28,14.334,31.76,17.427,5.531,2.958,2.25,3.875
2013-11-29,16.958,40.167,23.208,3.167,3.083,2.042,4.333
2013-11-30,13.396,26.906,13.51,6.26,4.875,1.958,3.833
2013-12-01,9.916,19.646,9.729,4.438,3.917,2.0,3.042
2013-12-02,13.031,26.864,13.833,5.104,5.125,1.917,3.5
2013-12-03,22.854,51.656,28.802,6.542,4.375,2.667,5.25
2013-12-04,29.26,73.458,44.198,12.198,7.833,2.083,6.417
2013-12-05,17.355,35.75,18.396,10.356,11.174,1.958,4.714
2013-12-06,15.719,37.02,21.302,6.146,4.75,2.125,4.375
2013-12-07,7.896,18.302,10.406,3.312,3.75,2.125,3.167
2013-12-08,9.458,19.989,10.531,4.552,4.208,2.25,3.042
2013-12-09,19.229,41.781,22.552,5.531,4.958,2.375,5.0
2013-12-10,28.906,75.594,46.688,13.51,6.292,1.958,7.25
2013-12-11,11.323,23.44,12.116,4.51,3.917,1.917,3.409
2013-12-12,14.677,31.458,16.781,5.99,4.583,2.0,5.542
2013-12-13,14.156,27.834,13.677,3.927,3.333,2.125,3.542
2013-12-14,9.531,20.406,10.875,4.448,5.75,2.625,3.167
2013-12-15,6.396,13.323,6.927,4.031,3.25,1.917,2.542
2013-12-16,10.323,18.656,8.334,8.073,3.208,1.75,2.875
2013-12-17,13.51,24.323,10.812,4.281,4.333,2.917,3.792
2013-12-18,22.365,46.469,24.104,2.688,3.708,3.083,5.818
2013-12-19,31.542,62.429,30.888,6.552,4.417,2.174,5.917
2013-12-20,23.344,37.281,13.938,6.542,5.667,4.417,4.333
2013-12-21,9.792,16.469,6.677,2.401,2.583,2.125,2.792
2013-12-22,8.615,14.583,5.969,2.264,2.667,2.167,2.583
2013-12-23,16.125,31.802,15.677,3.417,3.375,2.083,3.792
2013-12-24,28.854,56.177,27.323,8.014,6.333,3.667,5.375
2013-12-25,15.219,29.614,14.396,3.979,3.25,2.167,3.875
2013-12-26,22.7,42.854,20.154,7.583,5.833,1.875,4.727
2013-12-27,17.042,34.635,17.594,6.562,4.208,2.458,4.042
2013-12-28,9.028,18.611,9.583,3.906,2.75,1.625,2.792
2013-12-29,12.611,24.875,12.264,4.916,4.667,2.083,2.792
2013-12-30,14.056,29.347,15.291,6.146,6.333,2.292,3.5
2013-12-31,13.569,28.847,15.278,5.823,5.958,3.167,3.792
2014-01-01,14.823,23.469,8.646,9.552,11.208,4.583,3.75
2014-01-02,8.386,15.948,7.562,3.979,3.958,2.542,2.542
2014-01-03,7.312,14.854,7.542,4.021,5.208,2.583,2.458
2014-01-04,11.104,21.625,10.521,6.688,6.583,2.75,3.083
2014-01-05,28.517,63.825,35.308,13.208,9.292,3.375,5.455
2014-01-06,18.636,33.021,14.386,11.844,8.208,2.833,4.667
2014-01-07,5.895,12.48,6.585,8.476,5.864,2.773,2.583
2014-01-08,7.875,14.834,6.958,6.854,3.708,2.0,2.542
2014-01-09,10.354,20.625,10.271,5.26,3.458,2.292,2.875
2014-01-10,8.854,16.958,8.104,4.781,4.25,2.375,2.625
2014-01-11,7.521,15.854,8.333,3.479,3.042,2.083,2.708
2014-01-12,7.344,13.479,6.136,4.781,1.167,1.708,2.667
2014-01-13,13.584,27.594,14.01,4.656,3.958,2.333,3.5
2014-01-14,19.073,38.615,19.542,10.934,8.542,3.208,5.182
2014-01-15,17.575,33.398,15.823,12.118,10.25,3.591,4.167
2014-01-16,13.521,27.458,13.938,5.875,3.625,2.667,3.542
2014-01-17,9.229,16.427,7.198,2.729,2.167,1.875,2.583
2014-01-18,9.542,18.479,8.938,3.062,3.958,2.042,2.583
2014-01-19,20.688,45.562,24.875,7.958,5.5,2.333,4.0
2014-01-20,9.146,18.323,9.177,3.417,3.708,2.042,2.833
2014-01-21,16.677,33.969,17.292,4.896,3.583,2.375,4.417
2014-01-22,34.604,72.928,38.325,13.636,9.667,3.792,6.048
2014-01-23,6.479,11.979,5.5,6.74,3.708,2.125,2.625
2014-01-24,12.437,22.854,10.417,5.334,3.958,2.125,3.667
2014-01-25,24.823,48.677,23.854,10.698,8.125,2.667,4.583
2014-01-26,28.292,57.021,28.729,12.531,11.375,3.375,6.083
2014-01-27,14.24,28.968,14.729,14.74,11.833,3.042,4.458
2014-01-28,9.302,20.052,10.75,7.549,8.667,3.333,3.136
2014-01-29,12.399,24.789,12.39,5.865,6.273,3.083,3.458
2014-01-30,23.062,42.24,19.177,7.052,7.708,3.0,4.625
2014-01-31,12.49,21.271,8.781,6.323,5.042,1.958,3.208
2014-02-01,4.802,9.26,4.458,5.802,3.583,2.0,2.042
2014-02-02,7.521,14.083,6.562,5.958,4.0,2.0,2.292
2014-02-03,8.593,16.531,7.938,6.812,5.75,2.583,2.708
2014-02-04,16.531,32.742,16.212,5.688,4.125,2.958,3.818
2014-02-05,23.282,42.656,19.374,6.448,4.125,2.792,4.417
2014-02-06,21.302,42.479,21.177,5.698,4.708,2.917,4.542
2014-02-07,29.677,57.052,27.375,15.052,11.708,3.417,5.167
2014-02-08,13.802,24.521,10.719,7.479,6.542,3.0,3.75
2014-02-09,7.0,14.76,7.76,6.844,6.375,2.917,3.125
2014-02-10,15.562,31.76,16.198,6.864,6.625,3.042,4.125
2014-02-11,17.448,32.26,14.813,5.708,6.208,1.75,3.583
2014-02-12,20.983,38.892,17.909,9.708,7.292,2.522,4.182
2014-02-13,23.604,43.385,19.782,10.833,8.042,2.75,4.667
2014-02-14,8.604,16.021,7.416,4.781,4.292,2.167,2.792
2014-02-15,4.792,8.823,4.031,6.448,6.042,2.208,2.0
2014-02-16,7.771,13.51,5.74,11.323,5.292,2.042,2.708
2014-02-17,26.596,51.227,24.654,6.764,4.667,3.417,5.348
2014-02-18,19.952,35.197,15.235,6.244,5.5,3.364,4.667
2014-02-19,20.233,37.986,17.878,5.8,5.261,1.75,6.0
2014-02-20,15.042,28.781,13.802,5.458,5.833,3.292,4.0
2014-02-21,24.531,38.979,14.385,10.417,9.125,3.583,4.5
2014-02-22,17.531,29.885,12.49,8.764,6.875,2.333,4.042
2014-02-23,8.062,14.469,6.375,28.345,17.208,2.833,3.458
2014-02-24,10.073,20.052,9.969,18.46,13.542,2.875,3.333
2014-02-25,14.708,28.344,13.584,9.208,5.917,2.458,3.583
2014-02-26,10.961,18.732,7.72,8.761,7.583,3.292,3.0
2014-02-27,11.833,19.906,8.208,7.99,5.917,2.625,3.417
2014-02-28,9.823,17.782,8.01,6.302,3.458,2.208,3.333
2014-03-01,16.292,27.042,10.854,5.802,3.417,2.333,3.708
2014-03-02,9.073,15.396,6.375,10.177,8.917,2.25,3.083
2014-03-03,15.75,27.5,11.74,15.74,12.5,3.958,4.292
2014-03-04,18.031,27.542,9.532,9.958,10.167,3.333,4.0
2014-03-05,12.963,22.914,10.004,8.505,8.957,2.25,3.727
2014-03-06,20.834,36.052,15.24,13.854,10.542,2.917,4.875
2014-03-07,19.802,34.344,14.625,10.129,7.708,2.458,4.958
2014-03-08,15.656,25.208,9.479,8.778,9.292,2.458,4.25
2014-03-09,14.604,24.021,9.521,9.473,7.458,2.375,3.875
2014-03-10,18.354,33.792,15.438,4.25,1.333,2.208,3.833
2014-03-11,7.167,15.01,7.906,1.698,1.083,2.083,2.619
2014-03-12,11.184,22.276,11.186,4.084,4.583,2.043,3.042
2014-03-13,13.74,26.625,12.958,5.188,3.042,2.083,3.708
2014-03-14,11.188,20.667,9.521,4.521,4.375,2.208,3.542
2014-03-15,9.313,15.302,6.125,9.896,8.625,1.625,3.417
2014-03-16,19.73,32.031,12.364,20.646,15.417,2.708,4.708
2014-03-17,17.573,26.698,9.177,30.542,22.0,3.625,4.5
2014-03-18,13.604,23.552,9.958,20.719,14.0,4.25,4.208
2014-03-19,22.86,37.581,14.7,19.334,15.583,6.083,4.773
2014-03-20,22.094,36.604,14.562,19.521,13.542,2.917,4.917
2014-03-21,19.812,31.5,11.729,18.094,15.167,4.417,4.75
2014-03-22,9.927,15.032,5.198,11.781,9.958,2.375,3.292
2014-03-23,9.26,15.99,6.781,7.886,7.083,2.917,3.125
2014-03-24,8.52,14.771,6.292,5.292,5.042,3.417,2.542
2014-03-25,7.573,13.916,6.479,5.563,4.208,2.292,2.708
2014-03-26,10.736,17.759,7.07,15.027,12.042,3.833,3.545
2014-03-27,13.917,18.514,4.708,36.062,26.417,5.667,4.708
2014-03-28,15.611,19.875,4.208,53.562,41.458,6.792,6.5
2014-03-29,8.861,11.903,3.097,42.312,28.417,4.375,4.917
2014-03-30,13.996,23.254,9.32,23.792,16.667,3.208,4.542
2014-03-31,20.708,30.771,10.188,28.5,19.792,3.417,4.833
2014-04-01,12.469,20.281,7.812,22.396,15.125,3.0,3.833
2014-04-02,28.26,44.282,16.021,24.812,17.375,6.542,5.417
2014-04-03,17.449,27.062,9.613,18.146,12.792,3.792,4.182
2014-04-04,11.938,21.312,9.375,5.5,3.833,2.208,3.542
2014-04-05,6.312,11.781,5.469,5.813,4.792,2.375,2.792
2014-04-06,7.281,13.323,6.042,9.229,6.583,2.333,2.875
2014-04-07,14.25,22.75,8.5,28.396,20.708,3.833,4.25
2014-04-08,18.656,29.823,11.167,14.594,12.25,3.958,4.542
2014-04-09,18.156,26.896,8.74,22.706,16.208,4.25,4.227
2014-04-10,11.249,19.904,8.656,11.093,8.083,2.0,3.708
2014-04-11,8.646,17.0,8.354,5.344,3.25,2.583,2.917
2014-04-12,8.021,13.552,5.531,10.115,9.458,3.292,3.083
2014-04-13,9.844,17.24,7.396,9.26,7.125,3.417,3.667
2014-04-14,16.562,25.312,8.75,12.031,10.542,4.583,3.875
2014-04-15,17.125,25.312,8.188,23.218,19.75,4.667,4.25
2014-04-16,11.266,20.204,8.938,25.229,21.083,3.583,3.909
2014-04-17,11.271,19.448,8.177,15.771,12.792,2.917,3.458
2014-04-18,10.375,17.406,7.031,13.917,11.042,2.917,3.417
2014-04-19,9.625,16.531,6.906,5.427,5.083,3.125,3.167
2014-04-20,11.208,17.032,5.823,7.26,6.167,3.208,3.458
2014-04-21,17.813,28.01,10.198,11.396,7.958,6.625,4.167
2014-04-22,14.198,23.927,9.729,11.375,8.417,3.083,3.875
2014-04-23,11.271,18.448,7.177,9.812,7.783,2.625,3.25
2014-04-24,15.75,24.378,8.628,21.71,19.875,5.458,4.143
2014-04-25,17.688,25.771,8.083,29.062,23.958,6.333,4.542
2014-04-26,19.208,26.927,7.719,33.417,28.583,7.625,4.958
2014-04-27,11.792,16.49,4.698,29.594,24.625,6.375,3.833
2014-04-28,8.948,15.969,7.021,16.75,11.0,3.167,3.5
2014-04-29,11.271,16.521,5.25,6.708,4.75,4.583,3.375
2014-04-30,19.521,29.198,9.677,13.76,9.917,6.042,4.042
2014-05-01,20.194,29.83,9.636,26.479,13.292,3.958,4.286
2014-05-02,10.49,15.864,5.375,12.76,8.625,3.667,3.458
2014-05-03,7.854,12.188,4.333,17.396,13.375,5.167,3.458
2014-05-04,7.771,13.479,5.708,17.896,13.458,4.125,3.333
2014-05-05,9.719,14.302,4.583,15.698,12.583,4.458,3.25
2014-05-06,6.521,11.365,4.844,11.833,9.917,3.25,2.917
2014-05-07,8.427,13.76,5.333,19.896,15.292,3.5,3.125
2014-05-08,16.626,23.928,7.302,27.288,22.042,6.087,4.455
2014-05-09,16.844,27.188,10.344,17.958,14.083,5.0,4.375
2014-05-10,10.229,16.135,5.906,13.479,9.708,3.917,3.208
2014-05-11,10.896,16.604,5.708,12.521,10.75,4.458,3.458
2014-05-12,20.021,30.834,10.813,15.365,13.583,6.75,4.333
2014-05-13,8.396,13.052,4.656,15.188,12.75,3.417,3.667
2014-05-14,14.74,22.281,7.542,27.968,21.0,4.125,4.458
2014-05-15,12.314,18.625,6.311,45.214,31.375,3.208,4.619
2014-05-16,11.688,19.906,8.218,17.417,11.833,2.625,3.792
2014-05-17,6.24,11.896,5.656,13.312,9.375,1.833,2.542
2014-05-18,6.791,11.719,4.927,9.792,7.208,2.083,2.625
2014-05-19,11.219,18.292,7.073,8.167,6.917,4.167,3.125
2014-05-20,14.271,21.521,7.25,13.594,9.125,4.833,3.625
2014-05-21,17.229,27.073,9.844,18.24,11.875,4.917,4.625
2014-05-22,9.923,16.848,6.924,13.01,8.792,4.25,3.0
