date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,THC_mean,PM25_mean,CO_mean
2011-01-27,191.47633333333332,12.520000000000001,16.3645,33.30416666666667,16.939666666666668,2.981,203.99633333333335,9.333,4.75
2011-01-28,191.68066666666667,12.680666666666667,15.880666666666665,24.230500000000003,8.349833333333335,3.6748000000000003,204.361,15.167,4.9375
2011-01-29,190.49966666666668,9.625,8.652833333333334,11.833333333333334,3.1806666666666668,2.2363999999999997,200.125,9.083,3.854
2011-01-30,190.97233333333335,17.527666666666665,17.464666666666666,33.53483333333333,16.070166666666665,2.653,208.5,5.833,4.3865
2011-01-31,189.86366666666666,10.686,19.055666666666667,38.19433333333333,19.138833333333334,2.3198,200.54933333333335,4.25,3.5575
2011-02-01,189.81966666666668,13.305333333333332,17.099166666666665,39.30766666666667,22.208333333333332,3.6906,203.125,11.0,4.479
2011-02-02,190.41633333333334,9.416666666666666,14.283333333333333,28.570000000000004,14.286666666666667,2.4492000000000003,199.83333333333334,6.375,3.417
2011-02-03,191.831,12.220666666666666,19.626166666666666,40.684,21.05783333333333,3.2328,204.05133333333333,6.292,3.6875
2011-02-04,190.486,11.430333333333332,15.365499999999999,27.353166666666667,11.987833333333333,2.6668,201.91666666666666,9.333,3.4165
2011-02-05,192.02766666666665,14.125,15.645833333333334,22.9445,7.298666666666667,3.1692,206.15300000000002,19.208,3.875
2011-02-06,191.68066666666667,15.111333333333334,23.580333333333332,48.0265,24.44633333333333,3.2251999999999996,206.79166666666666,16.625,4.873
2011-02-07,187.91666666666666,18.411,19.847166666666666,41.534666666666666,21.6875,2.1954000000000002,206.3273333333333,7.167,4.6045
2011-02-08,188.45866666666666,12.541666666666666,13.8375,29.108666666666664,15.271,2.1706,201.0,5.792,3.856
2011-02-09,189.33333333333334,10.091,14.7185,29.509833333333333,14.790999999999999,2.1332,199.42399999999998,3.625,3.292
2011-02-10,189.02366666666668,13.367333333333335,20.2374,41.638,21.4006,3.2144000000000004,202.39066666666668,7.5,3.6875
2011-02-11,189.19433333333333,11.208333333333334,13.906200000000002,22.456200000000003,8.55,2.3752,200.40266666666665,6.625,3.104
2011-02-12,190.02766666666665,10.944333333333333,13.3084,17.9916,4.683400000000001,2.6396,200.97199999999998,7.667,3.396
2011-02-13,190.66666666666666,13.875,21.8882,41.3836,19.4956,3.35,204.54166666666666,11.333,4.009
2011-02-14,188.2603333333333,15.199333333333334,24.0416,48.7586,24.7168,2.6432,203.45966666666666,11.042,3.9375
2011-02-15,188.264,15.222333333333333,21.3162,41.845,20.5286,2.7892,203.486,8.75,4.9185
2011-02-16,188.93033333333332,14.472,20.758,34.987,14.228800000000001,3.1668,203.40266666666665,14.458,4.354
2011-02-17,188.19066666666666,10.593666666666666,16.1374,31.435000000000002,15.2978,2.5562,198.78433333333336,7.0,3.729
2011-02-18,189.639,7.389,8.476,13.7694,5.293200000000001,1.9116,197.02766666666665,4.25,3.104
2011-02-19,190.45833333333334,8.125,9.100200000000001,12.466800000000001,3.3665999999999996,2.1702,198.58366666666666,7.75,3.25
2011-02-20,191.87533333333332,12.402666666666667,21.822,37.8822,16.06,2.4066,204.27800000000002,7.958,4.2285
2011-02-21,190.87566666666666,15.502,27.1166,50.4166,23.3,2.29175,206.37800000000001,11.625,4.622999999999999
2011-02-22,189.986,20.867333333333335,20.6242,35.77140000000001,15.147199999999998,3.0592499999999996,210.85333333333332,20.261,4.7835
2011-02-23,188.32466666666664,23.723,27.329200000000004,57.745799999999996,30.4166,2.0105,212.0476666666667,8.625,6.25
2011-02-24,190.139,12.5,19.5416,31.291800000000002,11.7498,3.456,202.639,18.0,5.3955
2011-02-25,189.66133333333335,19.646666666666665,17.936600000000002,22.965,5.0282,2.26525,209.308,15.042,5.7085
2011-02-26,190.014,13.235999999999999,10.6,12.841800000000001,2.2416,1.7887499999999998,203.25,10.083,4.854
2011-02-27,189.708,10.930666666666667,11.6916,17.4666,5.775,1.8335,200.639,8.5,3.5705
2011-02-28,191.30566666666667,18.264,19.3966,27.5,8.1034,2.5178000000000003,209.56966666666668,9.917,4.3335
2011-03-01,189.804,16.459666666666667,23.9054,50.5862,26.680799999999998,1.9280000000000002,206.263,7.5,4.458
2011-03-02,190.24900000000002,19.736,27.016399999999997,53.96659999999999,26.95,2.169,209.985,5.292,5.4585
2011-03-03,189.59433333333334,9.783333333333333,14.7058,17.965600000000002,3.2598,1.5850000000000002,199.37766666666667,9.375,4.625
2011-03-04,192.29133333333334,8.360999999999999,12.1832,14.3084,2.125,3.4848,200.65266666666665,17.0,5.104
2011-03-05,188.45833333333334,15.957999999999998,21.0894,31.325799999999997,10.2364,3.3334,204.41666666666666,3.75,4.970000000000001
2011-03-06,187.6726666666667,21.420333333333332,24.6416,56.556999999999995,31.915399999999998,1.7853999999999999,209.09333333333333,7.792,6.067
2011-03-07,190.33333333333334,17.041666666666668,21.409,34.1684,12.759,2.3916,207.37533333333332,17.042,5.6625
2011-03-08,192.41966666666667,14.927666666666667,19.4684,27.7546,8.2862,2.0834,207.34733333333335,17.708,5.7915
2011-03-09,192.84866666666667,16.37366666666667,19.5416,27.8998,8.3582,1.8457999999999999,209.22233333333335,8.833,5.8125
2011-03-10,189.48000000000002,11.758,9.7122,13.206799999999998,3.4949999999999997,1.55,201.2385,2.083,5.6665
2011-03-11,189.64600000000002,14.9375,9.0418,12.575,3.5332,1.7954,204.583,9.167,5.4795
2011-03-12,189.58,8.818,14.975200000000001,28.7754,13.8002,1.6667999999999998,198.39866666666668,5.917,5.3919999999999995
2011-03-13,191.65033333333335,10.666666666666666,17.7834,33.791399999999996,16.0086,2.3704,202.317,5.417,5.0625
2011-03-14,191.08333333333334,12.152666666666667,19.637999999999998,30.629399999999997,10.9916,1.9998,203.236,8.292,3.81
2011-03-15,189.12366666666665,11.675333333333333,19.0042,33.1678,14.1632,3.0416,200.79899999999998,16.167,4.25
2011-03-16,190.25033333333332,17.305333333333333,19.375,31.625,12.25,2.4284,207.55566666666667,12.25,4.25
2011-03-17,188.8273333333333,21.847333333333335,31.912599999999998,53.526199999999996,21.613400000000002,1.7637999999999998,210.67466666666667,11.417,5.8125
2011-03-18,187.04166666666666,16.930333333333333,19.8916,30.1166,10.225200000000001,1.8016,203.97199999999998,13.292,5.417
2011-03-19,188.264,12.180666666666667,15.461400000000001,27.742,12.281,2.6748000000000003,200.44466666666668,8.958,4.508
2011-03-20,187.64566666666667,11.538666666666666,15.849799999999998,23.458199999999998,7.6084000000000005,2.3468,199.18433333333334,9.417,3.979
2011-03-21,187.47199999999998,8.916666666666666,17.1462,28.3714,11.224799999999998,2.3696,196.389,6.625,3.5789999999999997
2011-03-22,188.02733333333333,14.579333333333333,24.357599999999998,42.7698,18.412200000000002,2.8332,202.6063333333333,9.875,4.5205
2011-03-23,185.7123333333333,13.845333333333334,23.8666,36.9834,13.1166,2.5522,199.55733333333333,8.708,4.5415
2011-03-24,187.33533333333332,14.11,17.0246,27.9432,10.9184,1.5514,201.44500000000002,3.958,4.9585
2011-03-25,190.44433333333333,7.652666666666666,8.0418,12.125,4.0832,1.4003999999999999,198.09699999999998,6.708,4.729
2011-03-26,192.264,10.166666666666666,16.6964,30.1312,13.434800000000001,1.775,202.43066666666667,7.042,4.5969999999999995
2011-03-27,193.375,11.819333333333333,24.603,41.9334,17.3304,2.1174,205.19433333333333,9.958,4.833
2011-03-28,190.95466666666667,11.727333333333334,20.9004,35.285000000000004,14.3846,2.58325,202.68166666666664,17.625,4.296
2011-03-29,190.76133333333334,10.780333333333333,18.992399999999996,31.220799999999997,12.2282,1.7571999999999999,201.54166666666666,11.542,4.0
2011-03-30,189.56966666666668,12.333333333333334,18.8668,32.8832,14.0168,1.6407999999999998,201.90300000000002,11.913,4.0625
2011-03-31,184.1196666666667,9.957666666666666,9.3636,13.181000000000001,3.8174,1.2756,194.0773333333333,8.708,3.5625
2011-04-01,186.087,10.599,20.0735,31.89033333333333,11.817,2.073,196.68566666666666,,5.104
2011-04-02,184.97233333333335,10.930666666666667,17.424166666666668,25.605499999999996,8.181333333333333,2.53125,195.90266666666665,,5.5
2011-04-03,185.514,7.778,9.5625,11.777833333333334,2.215333333333333,2.0725,193.292,,5.354
2011-04-04,186.68033333333332,9.819666666666667,13.858500000000001,19.78233333333333,5.9239999999999995,2.0334,196.5,,4.9795
2011-04-05,186.864,8.795,18.0695,27.6875,9.618,2.2258000000000004,195.659,,4.8335
2011-04-06,187.486,13.055333333333332,24.429333333333332,39.3545,14.925166666666668,2.2402,200.54166666666666,,5.604
2011-04-07,185.986,14.028,22.5095,36.808166666666665,14.298666666666668,2.1832000000000003,200.014,,5.196
2011-04-08,183.74766666666665,10.462666666666665,14.669333333333334,22.744833333333332,8.0755,1.6418,194.21,,4.583
2011-04-09,183.52766666666665,15.0,15.625333333333336,21.020666666666667,5.3951666666666656,1.4918,198.52766666666665,,5.333
2011-04-10,185.94433333333333,11.097333333333333,8.743166666666667,12.034833333333333,3.2916666666666665,1.6944,197.04166666666666,,5.75
2011-04-11,185.5,12.417000000000002,17.451,28.115,10.664166666666667,2.9752,197.917,,6.0835
2011-04-12,187.434,7.566666666666666,13.444666666666668,19.8335,6.388833333333333,2.2418,195.00066666666666,,4.875
2011-04-13,188.51366666666664,13.014000000000001,22.17216666666667,35.084833333333336,12.912833333333333,2.2992,201.52766666666665,,5.604
2011-04-14,188.50666666666666,15.689,25.503,38.60366666666667,13.100500000000002,4.2998,204.19566666666665,,5.913
2011-04-15,186.2396666666667,13.565333333333333,21.035666666666668,34.17633333333333,13.140666666666666,3.4512,199.80499999999998,,5.833
2011-04-16,185.40266666666665,13.166333333333332,15.578166666666666,21.455,5.876666666666666,2.275,198.56933333333333,,6.0625
2011-04-17,189.65266666666665,8.694333333333333,8.8195,11.347166666666666,2.5276666666666667,1.8803999999999998,198.34733333333335,,5.5
2011-04-18,185.77800000000002,9.555333333333333,10.886000000000001,14.406,3.5203333333333333,1.9433999999999998,195.33333333333334,,5.2085
2011-04-19,186.16866666666667,11.400333333333334,15.013833333333332,22.576333333333334,7.5625,1.7111999999999998,197.56866666666667,,5.422000000000001
2011-04-20,189.30533333333332,12.875,18.6015,29.81316666666667,11.211666666666668,2.1762,202.18066666666667,,5.2645
2011-04-21,189.139,13.166666666666666,14.461666666666668,23.3815,8.919666666666666,3.1664000000000003,202.30566666666667,,4.445
2011-04-22,187.65533333333335,14.223999999999998,18.295333333333332,29.962666666666667,11.667333333333334,2.501,201.87933333333334,,4.5415
2011-04-23,184.06933333333333,12.291666666666666,14.0755,18.802333333333333,4.726833333333333,1.275,196.361,,4.271
2011-04-24,186.361,10.791666666666666,9.812666666666667,13.833333333333334,4.020833333333333,1.4902,197.15266666666665,,4.3545
2011-04-25,187.76366666666664,13.097333333333333,17.544833333333333,30.393,12.848666666666666,1.6583999999999999,200.86133333333336,,3.8160000000000003
2011-04-26,186.08399999999997,11.643666666666666,18.826333333333334,30.625,11.798666666666668,2.3678,197.72766666666666,,3.7915
2011-04-27,183.56966666666668,9.111333333333333,12.943333333333333,20.582333333333334,7.639,1.6682000000000001,192.68033333333332,,4.269
2011-04-28,182.90266666666665,9.486333333333333,13.756333333333336,20.038333333333334,6.282,1.5501999999999998,192.389,,3.8259999999999996
2011-04-29,186.19299999999998,9.776333333333334,11.960500000000001,16.549333333333333,4.588666666666667,1.9667999999999999,195.96833333333333,,3.3955
2011-04-30,186.62533333333332,12.194333333333333,12.327333333333334,17.109666666666666,4.782166666666667,2.0498000000000003,198.81966666666668,,3.8335
2011-05-01,183.486,11.069333333333333,10.993166666666667,14.291666666666666,3.2985,1.2786,194.55566666666667,,3.7915
2011-05-02,184.66666666666666,12.985999999999999,12.368166666666667,16.42716666666667,4.059,1.9334,197.65300000000002,,4.1555
2011-05-03,187.78466666666668,12.502,10.402833333333334,12.639000000000001,2.2361666666666666,2.258,200.28666666666666,,4.2915
2011-05-04,187.00033333333332,12.361333333333334,8.472833333333334,10.823500000000001,2.3508333333333336,1.7616,199.361,,4.417
2011-05-05,188.34733333333335,12.860999999999999,10.99,13.833333333333334,2.8433333333333333,2.4084,201.20833333333334,,4.489
2011-05-06,188.74633333333335,14.700000000000001,13.4555,18.327,4.8715,2.2510000000000003,203.446,,4.625
2011-05-07,184.72233333333335,11.944333333333333,13.351666666666667,18.00316666666667,4.6514999999999995,2.3498,196.66666666666666,,3.6875
2011-05-08,185.52766666666665,12.597333333333333,11.243166666666667,14.708166666666665,3.4653333333333336,2.0838,198.125,,3.896
2011-05-09,187.611,14.514000000000001,20.1225,27.262,7.139500000000001,3.2918,202.125,,4.384
2011-05-10,180.40533333333335,15.699,18.854333333333333,32.999833333333335,14.145833333333334,2.3872,196.10366666666667,,4.2085
2011-05-11,185.95833333333334,15.763666666666666,15.105333333333334,19.038,3.9326666666666665,1.4416,201.72199999999998,,4.354
2011-05-12,188.394,19.318,20.162499999999998,29.115499999999997,8.953166666666666,1.5804,207.7123333333333,,5.197
2011-05-13,183.92499999999998,18.221,16.94516666666667,32.4685,15.523499999999999,2.3462,202.14633333333333,,4.458
2011-05-14,185.70833333333334,11.430666666666667,12.399333333333333,20.506333333333334,8.106666666666667,2.0666,197.13866666666664,,3.9585
2011-05-15,187.19466666666668,11.833666666666668,11.485999999999999,14.111166666666668,2.625166666666667,2.4062,199.02766666666665,,3.7915
2011-05-16,186.33333333333334,13.153,18.3415,28.988,10.646666666666667,2.2834,199.48633333333336,,4.3675
2011-05-17,186.93666666666664,16.963333333333335,20.666666666666668,33.95816666666666,13.291666666666666,2.0515999999999996,203.9,,4.4375
2011-05-18,189.18066666666667,20.596999999999998,19.250666666666667,30.727,11.476333333333331,2.5816,209.77800000000002,,4.5415
2011-05-19,188.861,17.583333333333332,21.015166666666666,32.42916666666667,11.414,2.775,206.44433333333333,,4.392
2011-05-20,185.61299999999997,20.721,17.447166666666668,27.774666666666665,10.327499999999999,2.4228,206.33366666666666,,3.9165
2011-05-21,183.83366666666666,15.972333333333333,13.314333333333332,21.180666666666667,7.866499999999999,2.4084,199.80566666666667,,3.6665
2011-05-22,181.139,13.110999999999999,7.9165,12.645833333333334,4.729333333333333,1.7068,194.25,,3.4165
2011-05-23,187.33333333333334,14.028,11.376666666666667,14.948,3.5713333333333335,1.6248,201.36133333333336,,3.6839999999999997
2011-05-24,185.29666666666665,12.302,12.6875,17.270833333333332,4.583333333333333,2.2108,197.59833333333333,,3.0625
2011-05-25,186.22233333333335,13.472,16.989166666666666,30.022000000000002,13.032499999999999,2.5734000000000004,199.69433333333333,,3.5415
2011-05-26,185.40266666666665,14.291666666666666,15.36,23.237333333333336,7.8775,2.8584,199.69433333333333,,3.364
2011-05-27,183.665,13.242333333333335,14.567333333333332,21.896500000000003,7.329166666666667,2.9606000000000003,196.90666666666667,,3.4375
2011-05-28,183.40266666666665,14.707999999999998,14.6325,18.59133333333333,3.9589999999999996,2.1084,198.111,,4.0
2011-05-29,184.0,14.652666666666667,10.673499999999999,13.673666666666668,3.0,1.4002,198.65300000000002,,4.3125
2011-05-30,180.05533333333332,13.916666666666666,12.767833333333334,18.2345,5.4665,1.75,193.97233333333335,,3.6965
2011-05-31,185.55666666666664,14.141333333333336,14.402666666666667,22.034666666666666,7.631833333333333,2.2098,199.698,,3.4375
2011-06-01,188.22233333333335,14.235999999999999,14.991166666666667,23.94983333333333,8.959000000000001,1.8584,202.45833333333334,,3.792
2011-06-02,185.47233333333335,13.944333333333333,19.392833333333332,35.3185,15.925666666666666,1.7167999999999999,199.41666666666666,,3.799
2011-06-03,185.24766666666665,15.925333333333334,16.6105,30.837,14.2265,2.2962,201.173,,3.8125
2011-06-04,185.25,14.847333333333333,12.193333333333333,19.111166666666666,6.918166666666667,2.2002,200.09733333333335,,4.4165
2011-06-05,184.26366666666664,13.777666666666667,10.131833333333333,13.340166666666667,3.2083333333333335,2.0722,198.04166666666666,,4.125
2011-06-06,184.40300000000002,15.194666666666668,16.333333333333332,24.036666666666665,7.703166666666667,2.3166,199.59733333333335,,3.8225
2011-06-07,185.186,16.820666666666664,20.465333333333334,31.902833333333334,11.437666666666667,2.8134,202.00699999999998,,4.2705
2011-06-08,183.54166666666666,20.611,15.238166666666666,21.166333333333334,5.928,2.2258,204.15266666666665,,3.625
2011-06-09,184.02700000000002,16.146666666666665,16.8325,24.336,7.503833333333334,3.3668,200.17399999999998,,4.011
2011-06-10,183.09966666666665,17.596,17.577166666666667,28.79133333333333,11.214500000000001,3.2602,200.69566666666665,,3.8335
2011-06-11,179.639,14.5,10.562333333333333,15.755,5.192666666666667,1.85,194.139,,3.8125
2011-06-12,185.47233333333335,16.597333333333335,12.340000000000002,15.75,3.4098333333333333,2.69,202.06966666666668,,4.479
2011-06-13,184.51366666666664,23.013666666666666,18.858666666666668,27.001166666666666,8.142666666666667,2.2252,207.52766666666665,,4.378500000000001
2011-06-14,187.09366666666665,21.279,18.409666666666666,32.24283333333333,13.833333333333334,2.79,208.37266666666665,,4.5415
2011-06-15,187.44433333333333,17.430333333333333,13.231499999999999,18.59,5.3585,3.4560000000000004,204.875,,3.729
2011-06-16,186.69433333333333,18.625333333333334,16.49533333333333,26.394000000000002,9.899000000000001,2.7666,205.31933333333333,,3.981
2011-06-17,185.44733333333332,16.447333333333333,14.8225,19.733333333333334,4.910833333333334,1.9878,201.89499999999998,,3.771
2011-06-18,186.38866666666664,16.347333333333335,14.345833333333333,18.647000000000002,4.301166666666667,1.9918,202.736,,4.7295
2011-06-19,187.06933333333333,15.555666666666667,10.048666666666668,12.958166666666665,2.9095,1.9852,202.62466666666668,,4.583
2011-06-20,184.08333333333334,16.986,16.873,25.14033333333333,8.2675,1.8916,201.06933333333333,,3.815
2011-06-21,180.27133333333333,20.009,15.458333333333334,33.75683333333333,18.2985,2.0119999999999996,200.28033333333335,,3.479
2011-06-22,181.125,19.208333333333332,15.095333333333334,27.241333333333333,12.146166666666668,2.751,200.33333333333334,,3.646
2011-06-23,177.19433333333333,17.847333333333335,13.321333333333333,28.462666666666667,15.1415,2.5667999999999997,195.04166666666666,,2.968
2011-06-24,175.49366666666666,15.271666666666667,9.484666666666667,21.897166666666664,12.412333333333335,1.9167999999999998,190.76533333333336,,2.875
2011-06-25,178.16633333333334,16.444333333333333,8.840833333333334,19.206500000000002,10.365666666666668,2.4584,194.61133333333336,,2.854
2011-06-26,181.04166666666666,14.805333333333332,8.166833333333333,12.076333333333332,3.9095,2.1602,195.84733333333335,,3.5835
2011-06-27,176.54166666666666,13.402666666666667,7.3118333333333325,21.537666666666667,14.225833333333334,1.7082000000000002,189.94433333333333,,3.065
2011-06-28,175.87266666666665,13.675333333333334,9.541666666666666,22.006833333333333,12.465166666666667,2.056,189.5476666666667,,2.8125
2011-06-29,178.02766666666665,15.653,14.051666666666668,25.945333333333334,11.893833333333333,2.6656,193.68066666666667,,3.4375
2011-06-30,179.34733333333335,15.75,18.976166666666668,28.00016666666667,9.023666666666667,3.5084000000000004,195.09699999999998,,3.6665
2011-07-01,177.6196666666667,15.604666666666667,14.507166666666668,26.034833333333335,11.527500000000002,2.8316,193.22400000000002,,3.6875
2011-07-02,179.09733333333335,13.499666666666664,9.878,17.194666666666667,7.316833333333334,2.3498,192.59733333333335,,3.521
2011-07-03,178.08333333333334,12.194333333333333,8.944333333333333,11.479000000000001,2.534666666666667,2.6534,190.27766666666665,,3.646
2011-07-04,175.54166666666666,14.777666666666667,10.563,18.522666666666666,7.959499999999999,1.9166,190.31933333333333,,3.6015
2011-07-05,181.11233333333334,17.671,15.027499999999998,19.68766666666667,4.659666666666666,2.2968,198.783,,3.75
2011-07-06,186.18066666666667,16.236,14.828833333333334,21.768,6.939,2.5572000000000004,202.41666666666666,,4.354
2011-07-07,180.02766666666665,15.374666666666664,14.077166666666665,25.204666666666668,11.1275,1.6418,195.40300000000002,,3.5869999999999997
2011-07-08,176.31933333333333,18.545666666666666,10.867833333333332,25.657,14.789499999999999,1.7046,194.86533333333333,,2.9375
2011-07-09,175.29166666666666,13.333333333333334,8.217,14.042000000000002,5.824833333333333,2.1917999999999997,188.625,,2.479
2011-07-10,176.70833333333334,14.416666666666666,7.75,12.562333333333333,4.812666666666666,2.0522,191.125,,2.708
2011-07-11,176.58333333333334,15.389000000000001,7.691833333333332,16.87933333333333,9.1875,1.7166000000000001,191.97233333333335,,2.9185
2011-07-12,177.04933333333335,18.349,9.284666666666666,26.479166666666668,17.1945,2.1178,195.39866666666668,,3.25
2011-07-13,177.16633333333334,17.569666666666667,9.433666666666667,25.301333333333332,15.868,2.0016,194.736,,3.1665
2011-07-14,177.773,17.333333333333332,10.5815,25.593333333333334,15.012,2.4417999999999997,195.106,,2.69
2011-07-15,176.04633333333334,15.681666666666667,10.978,23.421000000000003,12.443,2.1592,191.72799999999998,,2.9165
2011-07-16,175.45833333333334,14.666333333333332,8.562333333333333,15.798333333333332,7.236000000000001,2.1168,190.125,,3.104
2011-07-17,175.58333333333334,14.361333333333334,5.986,12.1805,6.194333333333334,1.7899999999999998,189.94466666666668,,3.125
2011-07-18,173.16666666666666,13.319333333333333,6.5856666666666674,15.339500000000001,8.753833333333333,1.8334,186.486,,2.952
2011-07-19,173.0956666666667,13.436,8.673499999999999,26.194666666666667,17.520833333333332,1.6764,186.53099999999998,,3.3335
2011-07-20,173.33333333333334,11.875333333333332,9.042166666666667,19.135666666666665,10.093333333333334,1.55,185.20833333333334,,3.208
2011-07-21,178.95833333333334,11.583333333333334,6.897166666666667,10.312,3.4146666666666667,1.5668,190.54166666666666,,2.6784999999999997
2011-07-22,182.933,15.319666666666665,9.646833333333333,13.013666666666666,3.3668333333333336,1.6583999999999999,198.25266666666667,,2.771
2011-07-23,183.917,16.125,12.274666666666667,17.54433333333333,5.269666666666667,2.3502,200.04166666666666,,3.3125
2011-07-24,184.0,15.860999999999999,10.631833333333333,13.1665,2.534666666666667,2.694,199.861,,3.854
2011-07-25,180.48633333333336,16.166666666666668,11.435666666666668,24.060666666666666,12.625166666666667,2.3166,196.65266666666665,,3.9175
2011-07-26,181.56199999999998,19.097333333333335,13.423833333333334,32.0,18.576333333333334,2.2556000000000003,200.65966666666668,,4.146
2011-07-27,180.18033333333332,21.46466666666667,14.166666666666666,37.893166666666666,23.726,2.0282,201.64566666666667,,4.396
2011-07-28,178.77366666666668,26.155666666666665,13.181,40.07816666666667,26.897000000000002,3.0,204.92933333333335,,4.1175
2011-07-29,179.90533333333335,21.375666666666664,14.768333333333333,32.24483333333333,17.4765,2.95,201.28066666666666,,4.8335
2011-07-30,179.639,15.860999999999999,12.464666666666666,21.6925,9.227833333333333,2.6332,195.49966666666668,,4.354
2011-07-31,181.48633333333336,13.152666666666667,7.354166666666667,10.125,2.7708333333333335,1.7302,194.639,,3.6455
2011-08-01,184.18033333333332,13.389000000000001,9.549833333333334,14.109166666666667,4.5595,2.117,197.56966666666668,,4.038
2011-08-02,185.053,15.050333333333333,12.743333333333334,22.00016666666667,9.256833333333335,2.7904,200.10333333333332,,4.5
2011-08-03,180.13866666666664,13.694666666666668,10.083499999999999,20.997333333333334,10.913666666666666,2.3794,193.83333333333334,,3.5
2011-08-04,177.97233333333335,15.291666666666666,8.9075,19.141000000000002,10.233666666666666,2.4,193.264,,2.9829999999999997
2011-08-05,175.57233333333332,13.444333333333333,9.103,19.3075,10.204500000000001,2.553,189.01666666666665,,2.8125
2011-08-06,175.79166666666666,13.722333333333333,8.9255,20.6635,11.738,2.3645,189.514,,3.0625
2011-08-07,174.81933333333333,12.305333333333332,8.020833333333334,13.958333333333334,5.9375,2.3425000000000002,187.125,,3.2085
2011-08-08,175.93066666666667,13.611333333333334,10.670499999999999,24.278833333333335,13.608333333333334,2.13525,189.54166666666666,,3.812
2011-08-09,175.35466666666665,13.346666666666666,10.8405,21.187666666666665,10.347333333333333,2.63325,188.70100000000002,,3.396
2011-08-10,176.02766666666665,14.430666666666667,13.801333333333332,24.197833333333335,10.396500000000001,2.7672499999999998,190.45833333333334,,3.8125
2011-08-11,178.31233333333333,18.155333333333335,13.635,24.861333333333334,11.226666666666667,2.86425,196.46766666666667,,3.498
2011-08-12,180.02533333333335,14.991666666666667,10.783000000000001,15.702666666666666,4.920000000000001,2.5625,195.01666666666665,,3.4585
2011-08-13,181.125,14.513666666666666,8.767166666666666,11.334833333333334,2.5676666666666668,2.32325,195.63866666666664,,4.0625
