date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,CH4_mean,NMHC_mean,THC_mean
2011-01-30,19.862,30.878,11.017,,9.792,181.304,13.696,195.0
2011-01-31,20.792,33.5,12.708,,10.854,183.909,14.5,198.409
2011-02-01,21.47,37.844,16.375,,12.958,179.478,15.043,194.522
2011-02-02,17.312,27.104,9.792,,9.938,179.5,14.714,194.214
2011-02-03,24.354,44.312,19.958,,11.167,182.043,16.522,198.565
2011-02-04,22.896,35.375,12.479,,12.416,182.391,16.87,199.261
2011-02-05,17.834,27.271,9.438,,15.104,184.391,15.087,199.478
2011-02-06,30.824,54.27,23.447,,23.104,183.391,24.043,207.435
2011-02-07,30.007,50.57,20.562,,21.438,184.522,27.391,211.913
2011-02-08,12.218,19.348,7.131,,12.317,181.522,12.696,194.217
2011-02-09,14.089,21.036,6.948,,11.526,182.25,12.35,194.6
2011-02-10,19.354,29.104,9.75,,11.98,180.348,14.913,195.261
2011-02-11,16.979,25.042,8.062,,11.479,181.174,14.565,195.739
2011-02-12,8.271,11.23,2.958,,9.375,179.522,9.913,189.435
2011-02-13,24.714,42.48,17.766,,13.292,184.174,19.435,203.609
2011-02-14,30.738,52.467,21.729,,16.292,180.913,22.348,203.261
2011-02-15,23.932,50.774,26.842,,17.542,183.391,18.304,201.696
2011-02-16,14.229,20.342,6.112,,9.146,179.13,11.87,191.0
2011-02-17,19.438,27.471,8.034,,11.333,180.435,13.087,193.522
2011-02-18,15.625,21.958,6.334,,10.416,181.217,11.087,192.304
2011-02-19,16.375,22.479,6.104,,12.292,182.087,13.304,195.391
2011-02-20,29.159,51.2,22.042,,15.895,185.348,21.826,207.174
2011-02-21,25.604,42.854,17.25,,17.139,182.609,19.522,202.13
2011-02-22,22.308,32.089,9.78,,15.882,181.455,22.227,203.682
2011-02-23,30.354,43.438,13.083,,17.458,179.522,29.913,209.435
2011-02-24,12.208,16.333,4.125,,23.188,184.261,13.0,197.261
2011-02-25,22.312,32.146,9.834,,13.23,180.261,15.739,196.0
2011-02-26,16.646,25.0,8.354,,11.917,183.609,13.174,196.783
2011-02-27,15.71,21.168,5.458,,12.022,180.636,12.318,192.955
2011-02-28,27.084,41.354,14.27,,13.646,183.304,17.957,201.261
2011-03-01,29.562,43.27,13.708,,28.334,182.174,22.565,204.739
2011-03-02,39.396,70.0,30.604,,17.271,186.565,27.391,213.957
2011-03-03,17.146,22.604,5.458,,15.188,181.909,11.955,193.864
2011-03-04,13.73,17.979,4.25,,12.688,180.609,11.435,192.043
2011-03-05,25.435,38.392,12.956,,10.131,178.429,15.952,194.381
2011-03-06,25.104,40.416,15.312,,12.958,183.217,21.957,205.174
2011-03-07,14.544,19.942,5.398,,12.27,180.739,14.0,194.739
2011-03-08,24.428,34.367,9.94,,17.01,180.87,18.652,199.522
2011-03-09,22.271,29.834,7.562,,22.042,180.957,19.043,200.0
2011-03-10,19.896,26.375,6.48,,11.834,180.652,14.13,194.783
2011-03-11,11.021,13.979,2.958,,11.562,178.609,11.217,189.826
2011-03-12,14.662,19.754,5.092,,11.625,180.522,12.217,192.739
2011-03-13,17.666,25.416,7.75,,7.562,180.591,13.636,194.227
2011-03-14,23.513,35.44,11.926,,12.5,180.87,17.348,198.217
2011-03-15,17.5,23.708,6.208,,19.583,181.739,13.087,194.826
2011-03-16,18.482,26.366,7.885,,20.52,181.826,18.304,200.13
2011-03-17,35.125,54.334,19.208,,31.333,182.696,24.522,207.217
2011-03-18,15.688,21.333,5.646,,26.0,180.522,18.087,198.609
2011-03-19,7.801,11.084,3.282,,10.021,179.652,8.87,188.522
2011-03-20,9.354,12.5,3.146,,7.812,177.435,9.391,186.826
2011-03-21,8.814,12.413,3.598,,15.395,179.391,9.739,189.13
2011-03-22,18.494,24.61,6.115,,28.335,179.818,16.227,196.045
2011-03-23,18.924,24.468,5.544,,28.646,179.522,14.696,194.217
2011-03-24,15.729,21.854,6.125,,5.146,178.13,13.087,191.217
2011-03-25,14.979,20.25,5.271,,7.166,180.957,13.826,194.783
2011-03-26,12.665,17.184,4.519,,12.604,180.783,12.043,192.826
2011-03-27,19.25,24.854,5.604,,18.188,181.913,17.13,199.043
2011-03-28,20.712,28.114,7.401,,23.666,179.957,18.043,198.0
2011-03-29,19.771,26.296,6.524,,22.392,182.091,18.227,200.318
2011-03-30,38.292,63.188,24.896,,31.854,185.696,34.522,220.217
2011-03-31,20.042,28.75,8.708,,23.729,178.435,17.217,195.652
2011-04-01,15.924,25.792,9.868,,19.479,178.087,16.913,195.0
2011-04-02,13.917,18.625,4.708,,21.604,177.522,12.696,190.217
2011-04-03,4.979,6.458,1.479,,12.562,176.696,8.304,185.0
2011-04-04,12.0,16.229,4.229,,8.229,177.565,12.348,189.913
2011-04-05,15.708,22.146,6.438,,15.458,175.913,13.391,189.304
2011-04-06,23.418,33.724,10.305,,20.232,180.087,21.783,201.87
2011-04-07,27.28,34.956,7.677,,32.37,182.136,26.045,208.182
2011-04-08,14.201,17.641,3.44,,18.0,178.667,18.833,197.5
2011-04-09,13.354,16.917,3.562,,18.584,177.13,19.609,196.739
2011-04-10,9.688,12.084,2.396,,18.646,179.0,16.565,195.565
2011-04-11,18.771,24.146,5.375,,21.75,178.217,17.13,195.348
2011-04-12,13.542,17.833,4.292,,19.604,179.348,13.652,193.0
2011-04-13,18.452,24.682,6.23,,36.334,178.478,17.522,196.0
2011-04-14,25.062,30.958,5.896,,40.667,180.522,26.478,207.0
2011-04-15,28.0,35.021,7.021,,52.084,181.13,32.609,213.739
2011-04-16,18.188,25.938,7.75,,30.792,177.609,20.435,198.043
2011-04-17,6.75,9.417,2.666,,14.333,177.826,10.391,188.217
2011-04-18,11.158,14.818,3.661,,15.021,176.957,13.043,190.0
2011-04-19,8.854,11.23,2.375,,10.958,175.565,13.13,188.696
2011-04-20,9.718,12.812,3.094,,7.343,177.909,13.773,191.682
2011-04-21,10.125,13.479,3.354,,14.416,177.522,14.783,192.304
2011-04-22,16.708,20.646,3.938,,15.395,177.13,16.304,193.435
2011-04-23,10.334,12.895,2.562,,24.396,175.565,15.0,190.565
2011-04-24,7.354,8.271,0.917,,11.875,178.043,12.696,190.739
2011-04-25,12.75,15.081,2.331,,18.208,177.091,13.955,191.045
2011-04-26,19.416,24.27,4.854,,21.416,171.571,19.333,190.905
2011-04-27,17.919,22.077,4.158,,42.488,176.435,24.783,201.217
2011-04-28,9.084,11.605,2.521,,19.104,177.391,12.348,189.739
2011-04-29,10.958,13.833,2.875,,10.458,180.409,11.909,192.318
2011-04-30,15.188,22.77,7.583,,24.334,175.591,14.364,189.955
2011-05-01,13.479,20.562,7.084,,38.98,178.783,23.522,202.304
2011-05-02,6.23,8.086,1.856,,16.27,179.565,9.783,189.348
2011-05-03,7.875,10.146,2.271,,13.729,184.5,13.909,198.409
2011-05-04,5.996,7.018,1.022,,22.021,176.522,11.913,188.435
2011-05-05,5.604,6.646,1.042,,15.521,178.087,10.174,188.261
2011-05-06,5.896,7.334,1.438,,12.312,178.773,12.5,191.273
2011-05-07,8.584,10.708,2.125,,23.542,176.13,15.391,191.522
2011-05-08,6.896,8.166,1.271,,22.416,177.13,12.261,189.391
2011-05-09,11.874,13.358,1.484,,14.195,178.174,18.043,196.217
2011-05-10,16.146,19.458,3.312,,15.958,178.652,18.609,197.261
2011-05-11,14.986,18.078,3.092,,17.729,182.727,19.955,202.682
2011-05-12,12.53,14.886,2.355,,12.978,173.35,19.0,192.35
2011-05-13,9.688,11.792,2.104,,57.342,171.2,11.733,182.933
2011-05-14,6.438,7.479,1.042,,40.188,178.478,10.826,189.304
2011-05-15,6.5,7.354,0.854,,22.916,177.409,12.818,190.227
2011-05-16,10.16,12.106,1.948,,26.884,171.333,20.095,191.429
2011-05-17,14.318,16.442,2.124,,33.0,180.636,19.818,200.455
2011-05-18,16.604,21.014,4.409,,15.125,183.045,18.136,201.182
2011-05-19,24.201,30.28,6.08,,35.85,187.462,32.231,219.692
2011-05-20,26.48,30.833,4.354,,40.77,181.478,32.087,213.565
2011-05-21,16.708,19.396,2.688,,39.167,177.913,25.957,203.87
2011-05-22,11.375,13.646,2.271,,20.75,179.739,23.0,202.739
2011-05-23,15.222,21.722,6.5,,11.75,178.227,17.227,195.455
2011-05-24,11.979,16.958,4.98,,16.084,179.13,17.435,196.565
2011-05-25,13.731,18.924,5.193,,18.125,177.0,21.826,198.826
2011-05-26,10.75,14.396,3.646,,15.562,175.391,16.217,191.609
2011-05-27,8.146,11.354,3.208,,19.184,176.13,19.348,195.478
2011-05-28,9.771,12.75,2.979,,17.77,174.522,22.913,197.435
2011-05-29,9.354,11.062,1.708,,10.083,175.478,24.522,200.0
2011-05-30,10.911,14.106,3.195,,5.792,174.13,20.217,194.348
2011-05-31,7.042,11.042,4.0,,23.5,178.478,15.0,193.478
2011-06-01,12.578,22.773,10.194,,34.404,175.478,19.522,195.0
2011-06-02,17.416,28.77,11.354,,42.979,179.091,25.909,205.0
2011-06-03,17.154,25.071,7.917,,30.833,179.174,26.435,205.609
2011-06-04,13.438,17.5,4.062,,32.292,179.174,23.739,202.913
2011-06-05,12.229,14.104,1.875,,57.646,181.0,22.826,203.826
2011-06-06,16.25,20.96,4.71,,37.256,184.609,22.348,206.957
2011-06-07,15.875,20.521,4.646,,35.833,176.826,20.522,197.348
2011-06-08,13.426,18.547,5.122,,32.52,178.13,23.087,201.217
2011-06-09,8.768,12.426,3.658,,14.38,175.667,19.476,195.143
2011-06-10,12.417,17.166,4.75,,27.375,178.565,21.913,200.478
2011-06-11,13.355,17.688,4.334,,28.416,178.652,22.739,201.391
2011-06-12,9.666,12.062,2.396,,22.938,178.174,16.478,194.652
2011-06-13,9.382,12.1,2.718,,23.48,177.636,18.455,196.091
2011-06-14,10.792,14.917,4.125,,17.062,177.957,16.783,194.739
2011-06-15,10.683,17.171,6.488,,8.812,177.522,18.0,195.522
2011-06-16,12.27,19.375,7.104,,13.584,178.913,18.565,197.478
2011-06-17,7.604,11.375,3.771,,13.084,174.348,23.957,198.304
2011-06-18,12.0,16.812,4.812,,18.083,177.478,22.0,199.478
2011-06-19,11.271,15.938,4.666,,18.708,180.304,18.696,199.0
2011-06-20,13.878,18.654,4.775,,23.229,182.304,21.043,203.348
2011-06-21,19.333,27.021,7.688,,39.834,190.043,28.348,218.391
2011-06-22,19.438,28.581,9.142,,26.333,180.13,27.652,207.783
2011-06-23,11.834,18.166,6.334,,15.979,174.13,20.478,194.609
2011-06-24,11.782,21.543,9.761,,9.862,177.5,21.45,198.95
2011-06-25,8.292,12.708,4.417,,8.688,178.696,13.913,192.609
2011-06-26,5.146,7.375,2.229,,8.229,173.957,11.565,185.522
2011-06-27,12.864,20.464,7.6,,11.688,176.87,20.043,196.913
2011-06-28,17.708,43.562,25.854,,21.804,186.773,28.636,215.409
2011-06-29,16.987,26.178,9.191,,25.958,184.522,28.565,213.087
2011-06-30,12.584,24.375,11.792,,18.688,176.043,25.087,201.13
2011-07-01,9.354,15.25,5.896,,11.875,169.87,18.435,188.304
2011-07-02,7.688,12.27,4.584,,18.708,169.652,15.739,185.391
2011-07-03,5.458,9.188,3.73,,14.479,168.826,15.826,184.652
2011-07-04,14.074,21.475,7.401,,24.834,175.478,23.043,198.522
2011-07-05,17.896,26.416,8.521,,14.896,181.478,24.174,205.652
2011-07-06,15.17,23.466,8.296,,17.292,184.087,21.739,205.826
2011-07-07,12.913,17.108,4.196,,27.282,180.87,20.652,201.522
2011-07-08,17.021,26.084,9.062,,37.125,185.0,29.783,214.783
2011-07-09,14.042,22.084,8.041,,31.583,173.826,22.261,196.087
2011-07-10,10.042,13.812,3.771,,29.229,175.87,21.783,197.652
2011-07-11,11.834,17.414,5.58,,25.375,176.87,20.913,197.783
2011-07-12,12.292,17.875,5.584,,31.416,174.957,23.609,198.565
2011-07-13,15.092,23.127,8.034,,29.396,178.087,24.565,202.652
2011-07-14,17.01,23.996,6.986,,30.0,176.348,24.043,200.391
2011-07-15,14.834,21.02,6.188,,22.604,174.0,20.87,194.87
2011-07-16,10.02,13.938,3.917,,35.875,173.348,19.0,192.348
2011-07-17,11.25,15.458,4.208,,41.854,179.0,22.174,201.174
2011-07-18,7.534,9.892,2.358,,26.562,174.696,16.696,191.391
2011-07-19,6.48,12.052,5.572,,20.188,167.652,17.348,185.0
2011-07-20,8.148,13.169,5.021,,13.125,171.565,15.696,187.261
2011-07-21,5.584,9.354,3.77,,14.438,174.304,12.522,186.826
2011-07-22,9.576,16.208,6.631,,12.047,174.818,22.091,196.909
2011-07-23,10.834,17.688,6.854,,9.375,176.0,26.13,202.13
2011-07-24,5.792,9.583,3.792,,9.771,173.826,13.913,187.739
2011-07-25,12.01,18.294,6.284,,21.938,173.652,28.609,202.261
2011-07-26,15.375,22.854,7.479,,27.771,176.043,22.043,198.087
2011-07-27,17.448,25.392,7.943,,33.604,178.826,24.174,203.0
2011-07-28,12.729,17.438,4.708,,22.559,176.174,20.261,196.435
2011-07-29,11.812,16.896,5.084,,25.458,176.455,20.5,196.955
2011-07-30,9.667,16.042,6.375,,13.167,173.652,16.217,189.87
2011-07-31,5.896,8.062,2.166,,17.812,176.043,14.13,190.174
2011-08-01,9.93,17.15,7.22,,14.875,175.13,18.696,193.826
2011-08-02,10.708,16.23,5.521,,20.458,175.826,17.391,193.217
2011-08-03,8.269,15.809,7.54,,17.458,171.391,16.348,187.739
2011-08-04,6.354,25.729,19.375,,14.354,168.304,16.043,184.348
2011-08-05,6.75,18.688,11.938,,17.362,166.739,18.261,185.0
2011-08-06,11.584,17.312,5.729,,25.938,172.652,19.435,192.087
2011-08-07,9.875,14.458,4.584,,33.354,175.739,20.739,196.478
2011-08-08,10.272,15.06,4.788,,41.271,168.87,19.13,188.0
2011-08-09,10.916,16.104,5.188,,30.625,171.696,20.87,192.565
2011-08-10,13.066,19.261,6.196,,34.262,173.87,23.957,197.826
2011-08-11,8.571,14.721,6.15,,18.834,173.136,19.909,193.045
2011-08-12,14.375,26.646,12.271,,38.23,179.043,22.348,201.391
2011-08-13,7.292,13.25,5.958,,42.479,174.522,16.174,190.696
2011-08-14,5.646,10.188,4.542,,44.562,175.783,17.957,193.739
2011-08-15,6.37,11.186,4.815,,40.02,174.304,20.87,195.174
2011-08-16,8.25,14.0,5.75,,33.021,178.217,21.087,199.304
2011-08-17,13.22,21.453,8.234,,43.708,181.043,23.0,204.043
2011-08-18,12.417,18.458,6.042,,41.688,181.087,23.174,204.261
2011-08-19,9.438,11.375,1.938,,8.792,178.957,16.783,195.739
2011-08-20,9.333,11.312,1.979,,11.396,178.957,16.522,195.478
2011-08-21,9.25,11.5,2.25,,8.729,176.217,15.696,191.913
2011-08-22,14.03,19.504,5.473,,8.52,177.652,18.565,196.217
2011-08-23,14.456,20.742,6.286,,14.317,178.478,24.217,202.696
2011-08-24,13.47,23.368,9.898,,28.592,182.348,22.913,205.261
2011-08-25,15.613,26.712,11.098,,23.23,176.905,26.333,203.238
2011-08-26,12.062,22.464,10.402,,13.562,174.652,23.565,198.217
2011-08-27,12.75,24.146,11.395,,13.062,180.391,20.348,200.739
2011-08-28,9.479,14.062,4.584,,10.104,174.087,16.13,190.217
2011-08-29,11.551,18.7,7.15,,11.978,175.261,16.13,191.391
2011-08-30,11.479,17.916,6.438,,9.792,172.304,17.696,190.0
2011-08-31,11.364,18.366,7.002,,13.083,172.609,18.217,190.826
2011-09-01,7.792,18.229,10.438,,19.604,170.0,19.522,189.522
2011-09-02,4.204,8.334,4.129,,21.104,166.696,13.348,180.043
2011-09-03,3.021,7.417,4.396,,25.875,165.478,12.522,178.0
2011-09-04,2.938,4.875,1.938,,23.5,168.913,11.13,180.043
2011-09-05,8.905,14.956,6.051,,18.835,171.304,17.043,188.348
2011-09-06,13.326,19.097,5.771,,7.726,176.87,16.217,193.087
2011-09-07,14.542,19.807,5.264,,12.916,180.391,17.652,198.043
2011-09-08,13.916,17.166,3.25,,17.312,180.696,18.13,198.826
2011-09-09,16.146,19.98,3.834,,32.875,182.522,23.348,205.87
2011-09-10,14.458,20.354,5.896,,19.75,178.652,20.0,198.652
2011-09-11,8.688,10.27,1.584,,18.208,177.565,15.826,193.391
2011-09-12,13.992,21.772,7.78,,27.334,175.043,24.087,199.13
2011-09-13,17.125,26.146,9.021,,28.042,177.217,26.435,203.652
2011-09-14,12.953,20.652,7.698,,16.396,174.609,20.522,195.13
2011-09-15,11.562,16.146,4.584,,29.396,174.087,19.391,193.478
2011-09-16,15.854,26.875,11.021,,47.27,175.0,25.957,200.957
2011-09-17,10.521,20.062,9.542,,19.938,172.739,22.913,195.652
2011-09-18,8.75,13.938,5.188,,18.625,173.087,20.043,193.13
2011-09-19,9.876,12.826,2.95,,9.875,175.696,14.261,189.957
2011-09-20,15.645,24.438,8.792,,6.0,175.957,16.609,192.565
2011-09-21,14.174,21.282,7.108,,5.046,173.739,15.043,188.783
2011-09-22,17.536,27.237,9.701,,9.946,179.714,19.286,199.0
2011-09-23,12.792,18.292,5.5,,8.854,177.609,16.13,193.739
2011-09-24,13.188,21.104,7.917,,8.292,177.522,18.13,195.652
2011-09-25,10.667,15.979,5.312,,8.396,175.87,15.0,190.87
2011-09-26,17.858,29.766,11.907,,13.604,176.826,21.565,198.391
2011-09-27,17.646,27.562,9.916,,14.083,179.0,24.826,203.826
2011-09-28,17.522,26.731,9.208,,15.916,177.087,19.565,196.652
2011-09-29,13.334,19.958,6.625,,10.052,174.652,17.261,191.913
2011-09-30,17.458,25.333,7.875,,18.979,176.739,21.609,198.348
2011-10-01,8.708,12.98,4.271,,7.708,177.087,11.609,188.696
2011-10-02,10.458,15.584,5.125,,7.708,175.696,11.652,187.348
2011-10-03,9.169,13.13,3.96,,8.041,177.304,12.87,190.174
2011-10-04,15.375,22.792,7.416,,10.229,176.913,14.826,191.739
2011-10-05,18.164,28.322,10.158,,13.688,176.957,18.652,195.609
2011-10-06,17.0,24.0,7.0,,9.604,174.652,17.826,192.478
2011-10-07,13.229,18.416,5.188,,18.375,177.391,14.087,191.478
2011-10-08,17.312,23.646,6.334,,30.312,178.0,16.783,194.783
2011-10-09,12.292,16.458,4.167,,24.5,180.364,15.409,195.773
2011-10-10,18.53,26.31,7.779,,31.375,177.227,18.318,195.545
2011-10-11,19.46,27.337,7.877,,25.264,181.364,19.091,200.455
2011-10-12,20.158,32.275,12.117,,15.416,180.174,19.391,199.565
2011-10-13,21.199,33.256,12.057,,22.195,179.174,25.609,204.783
2011-10-14,18.271,28.229,9.958,,39.0,180.364,22.864,203.227
2011-10-15,12.179,23.7,11.521,,24.917,177.478,23.87,201.348
2011-10-16,14.625,24.625,10.0,,19.979,177.783,17.478,195.261
2011-10-17,12.146,17.188,5.042,,22.25,178.391,15.913,194.304
2011-10-18,14.188,25.125,10.938,,12.834,178.826,16.565,195.391
2011-10-19,22.218,43.634,21.416,,18.604,179.261,23.087,202.348
2011-10-20,18.667,31.104,12.438,,20.208,177.478,21.87,199.348
2011-10-21,16.562,28.062,11.5,,20.104,176.261,22.652,198.913
2011-10-22,23.312,43.458,20.146,,20.229,179.435,30.261,209.696
2011-10-23,12.583,22.646,10.062,,14.875,179.478,22.696,202.174
2011-10-24,19.476,29.854,10.378,,12.667,177.913,20.826,198.739
2011-10-25,14.696,25.087,10.391,,13.775,178.136,19.864,198.0
2011-10-26,11.449,17.64,6.19,,11.875,177.471,10.706,188.176
2011-10-27,25.52,41.23,15.708,,19.312,180.143,28.357,208.5
2011-10-28,21.108,34.652,13.544,,18.956,177.364,20.136,197.5
2011-10-29,16.77,23.312,6.542,,16.042,177.87,18.478,196.348
2011-10-30,17.396,22.792,5.396,,24.438,178.261,18.435,196.696
2011-10-31,19.244,28.496,9.252,,21.625,177.478,20.696,198.174
2011-11-01,25.833,44.479,18.646,,21.729,180.304,24.174,204.478
2011-11-02,23.87,45.146,21.277,,26.23,177.87,24.739,202.609
2011-11-03,25.417,43.375,17.958,,23.875,181.0,27.87,208.87
2011-11-04,26.271,47.375,21.104,,25.688,178.87,23.043,201.913
2011-11-05,20.667,29.458,8.792,,37.25,178.913,22.87,201.783
2011-11-06,15.958,22.084,6.125,,41.75,179.261,18.783,198.043
2011-11-07,15.044,22.104,7.06,,10.854,178.565,18.435,197.0
2011-11-08,16.979,25.958,8.979,,8.938,177.174,17.565,194.739
2011-11-09,22.659,42.288,19.629,,11.617,179.818,21.727,201.545
2011-11-10,20.846,42.222,21.376,,12.542,179.696,20.565,200.261
2011-11-11,24.416,66.75,42.333,,21.354,181.261,31.217,212.478
2011-11-12,18.812,32.125,13.312,,21.396,180.0,21.087,201.087
2011-11-13,19.812,31.729,11.916,,18.375,182.174,22.739,204.913
2011-11-14,21.162,32.196,11.034,,25.312,181.957,19.826,201.783
2011-11-15,10.48,14.896,4.416,,10.334,177.609,10.87,188.478
2011-11-16,13.89,21.912,8.022,,9.479,177.783,13.913,191.696
2011-11-17,17.584,25.188,7.604,,8.104,179.217,14.522,193.739
2011-11-18,26.938,57.292,30.354,,16.875,180.87,26.87,207.739
2011-11-19,24.334,53.02,28.688,,30.938,182.478,29.696,212.174
2011-11-20,10.229,15.896,5.666,,12.604,181.87,14.957,196.826
2011-11-21,11.761,16.891,5.131,,6.644,178.318,10.909,189.227
2011-11-22,22.521,39.229,16.708,,9.146,184.4,28.4,212.8
2011-11-23,22.278,34.668,12.39,,12.708,179.217,20.043,199.261
2011-11-24,16.926,25.731,8.805,,13.952,180.13,13.391,193.522
2011-11-25,13.938,20.292,6.354,,10.979,178.609,11.696,190.304
2011-11-26,21.584,39.521,17.938,,13.084,180.261,18.522,198.783
2011-11-27,21.104,43.146,22.042,,16.771,181.348,20.304,201.652
2011-11-28,34.562,98.748,64.186,,28.174,185.818,39.045,224.864
2011-11-29,30.666,89.542,58.875,,37.875,188.348,45.565,233.913
2011-11-30,21.596,40.195,18.598,,16.542,182.043,21.522,203.565
2011-12-01,12.458,17.0,4.542,,10.25,178.826,12.13,190.957
2011-12-02,18.741,27.67,8.928,,10.458,179.95,16.9,196.85
2011-12-03,17.834,26.98,9.146,,7.27,175.783,16.261,192.043
2011-12-04,5.104,7.021,1.916,,6.375,180.043,8.043,188.087
2011-12-05,11.46,17.1,5.64,,8.812,179.304,10.348,189.652
2011-12-06,34.0,72.229,38.229,,16.294,183.913,29.652,213.565
2011-12-07,26.586,47.268,20.682,,14.062,182.435,25.913,208.348
2011-12-08,19.804,27.718,7.913,,12.246,181.652,16.217,197.87
2011-12-09,20.958,32.125,11.166,,9.084,182.174,17.304,199.478
2011-12-10,25.208,50.812,25.604,,9.792,182.435,19.913,202.348
2011-12-11,13.021,19.521,6.5,,7.77,180.565,11.565,192.13
2011-12-12,22.532,41.626,19.093,,10.688,181.304,19.304,200.609
2011-12-13,19.729,35.0,15.271,,9.229,181.652,15.913,197.565
2011-12-14,29.986,82.945,52.959,,16.416,185.217,28.043,213.261
2011-12-15,24.312,46.958,22.646,,13.021,183.696,22.13,205.826
2011-12-16,19.166,29.354,10.188,,8.604,181.478,16.043,197.522
2011-12-17,16.708,25.271,8.562,,8.542,180.913,11.826,192.739
2011-12-18,14.25,20.104,5.854,,6.916,179.739,11.522,191.261
2011-12-19,24.779,47.012,22.234,,9.586,181.826,16.957,198.783
2011-12-20,22.396,43.166,20.771,,8.792,181.391,19.0,200.391
2011-12-21,32.903,67.89,34.986,,14.875,184.913,23.783,208.696
2011-12-22,22.312,38.994,16.682,,15.38,178.238,18.952,197.19
2011-12-23,7.083,10.375,3.292,,6.167,180.043,9.783,189.826
2011-12-24,10.292,15.938,5.646,,7.938,180.043,10.217,190.261
2011-12-25,7.146,10.27,3.125,,6.208,180.217,8.217,188.435
2011-12-26,14.22,21.534,7.314,,5.896,180.913,11.739,192.652
2011-12-27,12.978,19.934,6.956,,7.256,179.318,13.455,192.773
2011-12-28,22.731,39.676,16.945,,10.104,181.174,15.261,196.435
2011-12-29,22.583,36.771,14.188,,13.916,178.913,16.043,194.957
2011-12-30,8.333,11.084,2.75,,10.0,178.522,8.783,187.304
2011-12-31,11.625,16.105,4.479,,14.312,182.0,11.174,193.174
2012-01-01,15.792,21.792,6.0,,8.438,184.13,12.0,196.13
2012-01-02,10.25,15.008,4.758,,7.958,179.783,9.043,188.826
2012-01-03,6.25,8.979,2.729,,5.584,180.217,6.652,186.87
2012-01-04,6.438,9.584,3.146,,5.125,179.348,7.609,186.957
2012-01-05,20.25,32.5,12.25,,7.562,183.043,14.826,197.87
2012-01-06,13.355,17.334,3.979,,7.646,181.304,10.043,191.348
2012-01-07,19.268,28.426,9.158,,9.916,181.652,15.13,196.783
2012-01-08,22.166,32.604,10.438,,9.812,183.043,15.826,198.87
2012-01-09,29.673,47.666,17.993,,12.044,184.273,21.273,205.545
2012-01-10,28.146,51.916,23.771,,9.458,185.174,15.522,200.696
2012-01-11,13.916,20.083,6.166,,6.916,182.087,10.957,193.043
2012-01-12,30.667,53.833,23.167,,12.854,185.304,19.261,204.565
2012-01-13,23.354,39.667,16.312,,22.396,189.652,20.348,210.0
2012-01-14,14.73,19.036,4.305,,22.75,179.174,11.261,190.435
2012-01-15,18.416,25.584,7.167,,10.354,184.391,12.87,197.261
2012-01-16,39.358,82.91,43.552,,16.487,186.783,24.261,211.043
2012-01-17,27.646,43.812,16.166,,11.792,184.391,16.348,200.739
2012-01-18,24.084,37.542,13.458,,8.438,182.435,15.174,197.609
2012-01-19,24.25,37.312,13.062,,9.958,184.217,16.13,200.348
2012-01-20,20.542,31.812,11.27,,8.062,184.957,14.826,199.783
