date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,NMHC_mean,SO2_mean,THC_mean,CO_mean
2015-07-21,81.5,64.812,45.0,21.273,36.236,14.963,16.257,25.816,34.1,30.023,27.0,177.913,17.652,2.896,195.565,3.902
2015-07-22,77.5,61.604,47.5,10.614,29.361,18.748,6.625,11.125,32.05,28.96,26.35,170.167,8.333,1.022,178.5,2.583
2015-07-23,92.0,77.396,64.0,16.153,38.431,22.278,8.552,15.24,29.5,27.383,25.3,171.125,11.833,1.375,182.958,3.375
2015-07-24,90.5,76.834,58.5,48.962,71.47,22.508,21.543,38.715,32.85,28.935,25.95,182.955,26.227,5.957,209.182,5.941
2015-07-25,89.0,74.229,58.5,39.286,53.79,14.504,27.958,52.052,32.65,29.56,26.05,182.25,32.125,8.174,214.375,6.354
2015-07-26,87.0,70.0,49.0,30.333,40.486,10.153,35.719,61.823,35.5,30.942,27.35,192.333,27.083,7.125,219.417,6.212
2015-07-27,84.5,68.271,54.0,34.306,43.472,9.167,31.396,55.646,34.6,31.012,27.6,198.783,22.565,6.875,221.348,4.843
2015-07-28,81.0,70.417,51.0,28.021,39.394,11.373,26.708,47.64,34.15,30.36,28.15,180.667,18.042,6.87,198.708,3.742
2015-07-29,81.0,69.646,59.0,26.903,32.194,5.292,26.573,43.364,32.15,29.988,28.05,184.583,12.25,9.458,196.833,3.48
2015-07-30,85.5,73.0,51.5,28.506,40.533,12.026,26.417,45.667,33.35,29.89,27.65,182.783,15.609,6.0,198.391,4.48
2015-07-31,87.0,71.0,49.5,26.745,38.116,11.371,31.85,53.576,34.4,30.577,27.3,179.545,17.818,3.272,197.364,4.708
2015-08-01,88.0,74.688,54.0,24.278,31.097,6.819,43.958,81.239,35.2,30.875,28.05,183.125,17.333,4.076,200.458,4.754
2015-08-02,83.5,70.979,56.0,17.18,21.319,4.139,34.844,59.615,34.15,30.654,28.15,181.696,18.522,4.095,200.217,4.306
2015-08-03,88.0,71.584,56.0,23.681,34.339,10.659,35.334,57.848,33.95,30.192,27.65,180.25,18.292,4.982,198.542,4.479
2015-08-04,77.0,68.646,55.5,20.412,34.65,14.238,24.588,38.467,34.15,30.498,28.05,177.125,14.917,3.125,192.042,4.074
2015-08-05,79.0,70.146,53.5,14.795,35.711,20.916,11.562,20.906,33.85,30.388,28.05,174.043,11.783,2.562,185.826,3.458
2015-08-06,78.5,68.771,55.5,18.162,37.418,19.257,11.5,21.771,35.05,30.962,28.0,175.667,15.667,3.891,191.333,3.479
2015-08-07,75.5,60.958,45.5,29.328,35.237,5.908,27.869,40.299,36.35,32.392,29.0,190.609,22.304,5.282,212.913,4.154
2015-08-08,80.5,71.062,58.0,12.986,16.069,3.083,20.073,32.438,31.45,28.31,25.75,184.522,10.652,2.312,195.174,2.518
2015-08-09,83.5,67.542,52.5,8.469,10.459,1.99,12.708,21.323,32.2,28.546,25.55,183.667,10.0,1.986,193.667,2.104
2015-08-10,87.0,78.167,67.5,14.292,24.486,10.194,13.823,25.771,31.55,28.515,26.85,179.875,9.0,2.584,188.875,2.417
2015-08-11,86.0,69.021,48.5,13.594,23.464,9.869,10.157,19.063,34.4,30.102,26.55,180.609,10.13,3.008,190.739,2.343
2015-08-12,87.5,72.979,57.5,19.518,29.857,10.339,16.927,30.396,32.65,29.406,27.35,183.792,13.375,3.913,197.167,3.312
2015-08-13,93.0,82.062,69.0,17.514,25.333,7.819,16.781,34.188,29.25,27.769,26.25,186.667,15.375,4.02,202.042,3.5
2015-08-14,89.5,80.438,66.5,14.865,18.236,3.371,15.213,29.139,31.15,27.854,25.55,188.15,13.7,2.066,201.85,3.196
2015-08-15,92.0,74.854,56.5,16.465,20.291,3.826,14.229,24.375,32.55,28.185,24.75,187.0,16.125,5.157,203.125,3.834
2015-08-16,91.5,76.438,60.5,11.208,12.597,1.389,15.344,27.573,32.2,28.419,25.8,185.167,11.042,3.35,196.208,2.916
2015-08-17,96.5,91.792,81.5,16.318,25.824,9.506,8.604,21.0,27.95,26.194,24.2,182.478,11.261,3.104,193.739,2.833
2015-08-18,85.5,75.042,64.0,19.234,35.439,16.205,8.551,15.473,30.7,28.531,27.15,181.083,11.125,1.435,192.208,4.077
2015-08-19,84.5,70.084,57.0,23.611,30.07,6.458,11.063,19.427,30.7,28.177,26.7,188.417,13.208,4.146,201.625,3.102
2015-08-20,94.5,85.625,78.5,39.236,54.611,15.375,17.438,34.552,27.8,26.646,25.45,201.304,18.739,5.521,220.043,4.388
2015-08-21,90.0,79.75,65.0,27.254,34.948,7.694,20.593,36.593,30.5,27.444,25.25,187.409,13.773,3.49,201.182,4.744
2015-08-22,84.0,75.0,62.0,15.305,30.653,15.347,14.99,28.125,32.0,29.212,26.95,175.417,11.5,2.958,186.917,4.062
2015-08-23,85.5,72.792,58.5,8.292,9.991,1.699,9.667,18.917,31.75,27.525,24.65,184.217,9.217,2.167,193.435,2.208
2015-08-24,74.5,66.146,54.0,12.972,17.009,4.037,7.562,19.077,28.65,25.015,22.4,186.458,9.5,1.956,195.958,2.27
2015-08-25,84.0,67.416,62.5,13.46,18.221,4.76,7.604,14.763,23.1,21.996,19.35,185.542,8.292,2.73,193.833,2.37
2015-08-26,96.0,93.396,88.0,17.458,25.347,7.889,3.5,11.104,21.25,20.025,18.4,187.261,13.174,1.188,200.435,2.968
2015-08-27,89.0,77.792,62.0,21.855,30.92,9.065,6.198,13.584,27.7,24.125,21.35,192.333,11.958,2.834,204.292,2.938
2015-08-28,93.0,80.958,75.5,16.159,23.143,6.983,7.546,13.85,23.25,22.279,20.55,186.913,10.391,1.434,197.304,2.671
2015-08-29,94.0,90.0,84.0,16.171,23.878,7.707,6.25,12.375,22.05,20.89,19.9,188.609,12.087,1.0,200.696,3.125
2015-08-30,95.0,89.584,83.0,15.197,17.96,2.762,6.615,12.688,22.6,21.777,21.1,190.0,10.875,2.456,200.875,2.771
2015-08-31,95.5,88.146,79.5,25.666,37.125,11.458,9.521,18.219,24.75,22.84,21.15,190.0,10.583,3.875,200.583,3.482
2015-09-01,94.5,89.666,85.0,37.847,67.583,29.736,16.552,30.052,25.85,24.194,22.25,197.696,20.304,9.812,218.0,5.211
2015-09-02,93.0,77.833,60.0,17.628,32.214,14.586,9.358,20.046,31.45,27.654,25.25,179.737,11.211,1.308,190.947,3.896
2015-09-03,89.5,71.646,57.5,28.168,39.031,10.863,14.234,22.057,30.45,26.696,24.3,189.0,15.059,3.738,204.059,4.405
2015-09-04,95.5,75.604,56.0,26.068,38.287,12.219,14.078,22.654,31.25,26.585,22.95,189.75,16.5,2.415,206.25,4.777
2015-09-05,83.0,67.583,51.0,20.017,23.306,3.289,15.917,24.375,29.55,26.154,23.9,196.125,12.5,3.413,208.625,3.729
2015-09-06,96.5,82.75,65.5,17.0,19.125,2.125,18.969,30.448,27.85,24.773,23.2,193.348,11.348,2.908,204.696,4.191
2015-09-07,98.5,91.417,78.5,23.583,37.556,13.972,7.479,15.542,26.9,23.825,21.4,188.0,13.0,1.958,201.0,4.134
2015-09-08,96.0,94.854,91.5,22.095,32.295,10.201,3.798,9.194,21.4,20.642,19.35,188.75,11.042,2.0,199.792,3.521
2015-09-09,98.5,96.083,86.5,20.583,32.639,12.056,5.281,13.927,25.1,22.781,19.4,187.13,8.913,1.82,196.043,3.584
2015-09-10,99.0,94.375,88.0,33.362,54.773,21.411,5.594,12.542,23.45,22.167,20.7,207.833,13.917,2.146,221.75,4.188
2015-09-11,93.0,74.479,56.5,25.468,38.133,12.665,7.995,14.113,28.85,24.679,20.85,187.818,14.591,2.524,202.409,4.0
2015-09-12,85.0,71.021,55.5,26.291,39.32,13.028,14.364,21.344,30.2,25.731,22.6,205.304,16.826,4.188,222.13,5.163
2015-09-13,88.5,74.666,61.5,13.764,18.833,5.069,14.802,22.042,27.3,25.106,23.75,187.375,9.75,1.854,197.125,3.882
2015-09-14,81.5,67.646,47.0,16.763,21.115,4.353,8.562,14.448,27.05,23.727,21.5,190.833,9.125,2.667,199.958,2.875
2015-09-15,78.0,64.166,51.0,20.278,25.278,5.0,10.427,14.0,26.85,23.229,20.95,189.565,8.478,4.072,198.043,2.896
2015-09-16,90.5,69.625,55.0,24.058,30.116,6.058,11.994,16.764,25.0,21.9,18.85,190.083,9.5,4.27,199.583,3.368
2015-09-17,96.5,93.708,86.5,21.355,28.329,6.975,4.229,7.979,19.0,18.319,16.75,189.292,11.0,1.126,200.292,3.229
2015-09-18,97.0,92.062,81.0,36.201,60.686,24.486,11.0,19.676,23.7,21.156,18.65,215.727,16.045,5.176,231.773,4.922
2015-09-19,93.0,69.812,48.5,26.514,35.181,8.666,17.281,25.417,28.95,24.885,21.3,193.25,19.167,3.875,212.417,4.094
2015-09-20,78.0,57.5,44.0,10.112,11.482,1.37,7.51,10.125,28.1,24.073,21.8,187.875,8.375,2.229,196.25,2.416
2015-09-21,81.0,66.416,49.5,13.625,15.875,2.25,10.724,15.136,27.55,23.667,21.25,191.522,11.478,3.655,203.0,2.479
2015-09-22,83.0,60.208,40.0,15.815,18.052,2.236,12.906,17.49,28.35,23.877,20.9,190.458,10.625,4.854,201.083,2.812
2015-09-23,80.5,58.083,42.0,17.869,20.525,2.656,15.094,19.384,27.65,23.638,21.0,194.75,11.917,4.212,206.667,3.492
2015-09-24,84.5,76.333,65.0,26.074,34.153,8.079,17.666,24.801,24.05,21.702,20.25,192.478,6.522,4.002,199.0,4.33
2015-09-25,95.5,94.229,88.0,22.433,30.419,7.986,7.396,12.601,19.9,18.329,17.0,188.429,7.857,1.239,196.286,3.522
2015-09-26,96.0,86.146,72.0,24.794,34.28,9.486,7.333,12.344,24.05,21.09,17.9,190.542,6.333,2.625,196.875,3.354
2015-09-27,94.0,85.812,74.5,20.764,28.556,7.792,8.958,14.927,24.25,22.16,20.85,191.174,9.652,2.964,200.826,3.875
2015-09-28,93.0,72.146,49.0,32.489,54.207,21.717,16.552,23.136,28.0,24.071,20.7,203.708,15.917,5.916,219.625,5.292
2015-09-29,52.0,40.312,31.0,18.583,24.993,6.41,12.057,13.645,27.2,23.929,21.15,189.917,8.875,1.166,198.792,3.094
2015-09-30,64.5,43.084,24.5,18.597,26.042,7.444,8.198,10.125,26.2,21.915,19.2,187.348,7.696,1.898,195.043,3.279
2015-10-01,95.0,72.458,56.5,25.625,42.556,16.931,13.367,21.433,23.05,20.448,17.1,190.955,15.091,2.491,206.045,4.122
2015-10-02,96.0,68.812,41.0,20.226,28.588,8.361,10.618,18.758,29.0,24.288,20.4,184.125,9.417,2.796,193.542,3.544
2015-10-03,82.0,63.729,54.5,33.083,43.472,10.389,17.625,24.75,26.35,22.96,20.0,193.304,19.391,5.66,212.696,5.542
2015-10-04,84.5,63.146,47.0,13.143,14.943,1.799,15.781,22.156,26.35,22.2,19.2,193.333,11.917,3.708,205.25,3.52
2015-10-05,60.0,50.396,43.5,16.011,21.883,5.872,8.958,10.812,20.4,18.633,17.25,188.417,7.417,2.852,195.833,2.729
2015-10-06,67.0,57.688,42.5,16.762,22.862,6.1,9.747,11.574,22.2,18.762,16.3,188.261,8.391,2.486,196.652,2.867
2015-10-07,70.0,48.812,30.0,13.316,17.63,4.314,7.62,8.875,22.3,18.385,15.1,186.458,7.667,1.458,194.125,2.364
2015-10-08,52.5,35.334,25.0,16.6,22.81,6.21,11.014,11.5,25.65,20.642,15.95,184.083,8.125,1.854,192.208,2.521
2015-10-09,78.0,50.188,32.5,28.503,41.251,12.748,19.432,23.977,25.55,20.938,16.25,189.7,12.5,2.604,202.2,4.625
2015-10-10,87.0,70.958,59.0,37.451,53.038,15.587,27.573,36.677,20.95,19.331,16.9,199.667,22.5,4.208,222.167,5.584
2015-10-11,97.0,80.042,59.0,17.16,22.113,4.954,12.416,17.625,21.7,19.917,17.75,189.708,11.708,1.358,201.417,3.896
2015-10-12,88.5,64.062,44.0,25.389,31.083,5.694,23.938,29.438,24.4,20.35,17.15,197.348,17.609,4.144,214.957,4.866
2015-10-13,82.5,55.25,40.5,32.361,44.694,12.333,15.364,18.834,24.15,20.35,16.55,196.542,18.375,3.562,214.917,4.133
2015-10-14,60.0,46.875,38.0,27.775,38.881,11.106,10.084,11.864,22.85,19.919,17.4,193.083,13.833,2.542,206.917,3.894
2015-10-15,76.0,58.562,44.5,25.875,33.986,8.111,15.229,18.354,22.95,19.883,16.55,194.957,12.913,3.99,207.87,3.5
2015-10-16,93.0,87.646,82.5,24.141,32.292,8.151,15.04,20.259,18.85,16.471,15.85,194.696,15.478,1.504,210.174,3.708
2015-10-17,94.0,87.312,78.0,19.945,26.828,6.883,14.139,21.986,20.35,18.062,16.2,193.706,14.706,1.695,208.412,3.583
2015-10-18,86.0,72.771,53.0,16.972,19.139,2.166,13.819,18.264,24.1,20.081,17.85,,,3.022,,3.145
2015-10-19,82.5,64.958,43.0,25.403,33.958,8.556,21.681,26.908,23.95,20.181,16.7,,,3.584,,3.837
2015-10-20,84.0,71.375,49.0,38.062,54.948,16.886,28.702,38.81,24.1,20.123,17.65,197.111,26.889,3.312,224.0,5.828
2015-10-21,83.5,67.125,47.5,25.458,32.819,7.361,19.979,25.896,19.95,18.317,17.3,195.75,16.083,2.562,211.833,3.979
2015-10-22,79.0,69.0,56.0,30.423,46.988,16.564,20.74,27.083,22.45,18.488,15.6,199.478,17.957,3.396,217.435,4.375
2015-10-23,75.5,68.958,59.5,25.509,33.202,7.693,13.542,17.554,21.15,18.723,16.8,197.136,10.273,3.75,207.409,3.502
2015-10-24,83.0,69.042,51.5,33.903,49.472,15.569,27.635,35.312,24.0,20.125,16.75,203.083,20.375,2.466,223.458,5.876
2015-10-25,44.5,32.208,25.0,5.847,7.139,1.292,9.521,11.51,20.45,16.879,14.25,192.217,4.087,1.0,196.304,2.348
2015-10-26,71.5,44.354,30.5,25.271,35.441,10.17,15.704,19.034,20.25,16.625,13.4,196.458,9.75,2.771,206.208,4.095
2015-10-27,84.5,66.0,47.0,30.959,54.889,23.93,20.229,25.292,24.0,19.027,13.3,202.333,18.042,3.514,220.375,4.771
2015-10-28,87.0,65.042,40.0,28.204,37.909,9.706,16.229,22.386,26.65,21.648,18.2,195.478,14.261,3.771,209.739,3.75
2015-10-29,75.5,66.208,56.5,23.597,32.653,9.056,12.521,17.906,19.7,18.058,16.8,194.917,10.417,4.78,205.333,3.25
2015-10-30,75.5,56.521,38.5,32.585,46.612,14.027,18.552,22.952,21.0,18.371,16.1,198.522,17.391,3.996,215.913,4.839
2015-10-31,67.0,60.521,51.5,16.764,23.069,6.305,9.427,11.531,16.4,15.119,13.95,193.0,9.739,2.604,202.739,3.516
2015-11-01,67.5,53.958,40.0,18.097,21.368,3.271,12.802,13.344,17.25,14.735,11.7,199.375,11.583,2.812,210.958,3.334
2015-11-02,92.5,84.292,60.0,33.011,49.627,16.616,18.242,22.004,15.95,13.677,10.4,201.792,18.792,3.822,220.583,4.798
2015-11-03,90.0,57.562,34.5,21.083,30.361,9.278,9.968,12.188,21.9,17.404,13.85,193.609,13.957,2.146,207.565,3.75
2015-11-04,78.0,57.146,39.5,28.312,40.708,12.395,9.625,10.49,19.95,16.285,12.0,200.917,12.875,3.542,213.792,4.014
2015-11-05,76.5,63.75,48.0,49.377,87.419,38.042,19.166,22.521,21.25,16.873,12.55,203.083,26.917,3.739,230.0,7.107
2015-11-06,76.0,60.021,40.0,37.627,52.536,14.909,20.728,24.071,22.35,17.879,13.65,198.5,20.409,3.504,218.909,4.892
2015-11-07,78.5,71.48,61.5,27.073,39.434,12.361,22.844,28.5,21.15,17.379,15.0,196.542,17.917,2.062,214.458,4.666
2015-11-08,97.5,89.312,78.5,21.764,29.028,7.264,19.615,26.281,18.3,15.994,15.35,199.25,15.5,1.676,214.75,4.834
2015-11-09,97.0,87.979,75.5,27.899,65.861,37.962,15.458,24.312,23.3,20.042,17.05,195.652,22.565,1.166,218.217,6.188
2015-11-10,94.0,86.0,73.5,24.291,39.399,15.108,9.307,14.037,18.65,17.285,15.75,195.167,14.75,2.23,209.917,4.29
2015-11-11,69.5,56.604,47.5,22.111,31.653,9.542,6.198,6.688,17.45,15.5,14.05,195.833,9.375,2.158,205.208,3.289
2015-11-12,65.0,59.542,52.5,20.403,27.472,7.069,7.552,8.761,16.65,14.354,13.15,191.261,7.174,1.943,198.435,2.968
2015-11-13,76.0,65.354,56.0,22.432,32.935,10.503,9.896,11.921,16.2,14.088,11.9,192.667,10.571,2.348,203.238,3.462
2015-11-14,96.0,87.646,79.0,21.542,32.667,11.125,11.104,13.125,14.35,13.688,13.25,194.833,14.417,1.087,209.25,3.792
2015-11-15,98.0,85.438,56.5,23.254,32.744,9.49,10.01,14.188,20.75,16.754,14.25,195.957,16.87,1.604,212.826,4.917
2015-11-16,87.0,71.104,55.5,34.347,61.819,27.472,8.864,11.636,21.85,17.846,14.1,200.25,12.792,5.521,213.042,4.916
2015-11-17,91.0,77.188,51.5,36.204,62.541,26.337,16.396,23.147,23.7,19.519,16.4,197.792,20.792,1.364,218.583,5.956
2015-11-18,94.5,87.125,67.0,27.181,48.07,20.889,19.635,27.74,20.95,17.638,15.15,194.826,17.478,2.888,212.304,4.688
2015-11-19,93.5,70.042,53.0,17.272,25.149,7.877,4.677,5.917,18.3,15.198,13.2,191.458,8.542,2.375,200.0,3.021
2015-11-20,77.5,71.98,63.0,31.232,50.76,19.528,10.898,14.18,15.65,14.683,13.5,195.174,17.478,1.682,212.652,4.541
2015-11-21,82.5,62.021,42.5,23.772,42.539,18.767,12.927,15.114,20.9,16.421,12.15,197.87,16.522,1.938,214.391,4.75
2015-11-22,70.0,64.312,58.0,13.889,17.083,3.194,16.125,18.292,15.55,14.308,13.2,196.917,11.667,1.916,208.583,4.104
2015-11-23,93.0,79.0,68.5,17.097,22.167,5.069,19.49,22.177,13.45,12.952,12.4,198.625,15.0,1.196,213.625,4.097
2015-11-24,94.0,71.146,40.5,25.722,48.486,22.764,14.51,18.135,18.4,14.879,12.5,199.609,12.783,2.398,212.391,4.416
2015-11-25,89.0,70.52,48.0,18.131,25.111,6.98,6.198,6.118,12.2,9.583,6.55,193.292,5.917,1.479,199.208,3.094
2015-11-26,91.0,85.5,76.0,24.833,43.764,18.93,7.021,7.698,11.45,9.279,6.5,196.958,12.083,0.92,209.042,4.562
2015-11-27,84.5,41.748,16.5,27.905,54.095,26.19,8.033,8.418,15.65,11.904,8.45,197.25,16.35,1.119,213.6,5.012
2015-11-28,63.5,49.146,27.5,43.293,83.151,39.858,17.509,17.161,15.8,11.423,6.7,207.708,29.833,4.608,237.542,7.923
2015-11-29,67.5,54.375,35.5,19.444,25.708,6.264,8.666,9.188,15.05,11.706,8.0,201.458,16.125,2.498,217.583,3.968
2015-11-30,72.5,63.604,54.5,29.861,52.241,22.38,16.865,17.026,14.55,11.34,8.6,201.565,19.174,2.926,220.739,5.309
2015-12-01,79.0,58.25,36.0,30.646,63.858,33.212,14.801,15.446,16.8,12.371,8.05,201.667,20.875,2.625,222.542,6.07
2015-12-02,86.0,64.062,52.5,31.264,45.153,13.889,15.927,16.719,11.95,10.677,9.7,197.417,18.417,1.608,215.833,4.604
2015-12-03,94.0,80.354,47.5,41.854,112.359,70.505,26.354,31.24,14.1,11.79,10.2,214.957,32.783,3.188,247.739,8.146
2015-12-04,50.5,39.708,29.5,23.859,44.871,21.013,10.336,10.376,13.55,10.908,8.3,193.455,9.773,1.652,203.227,5.413
2015-12-05,66.5,51.333,29.0,38.0,77.833,39.834,13.854,14.312,16.7,11.51,6.85,200.083,22.958,2.63,223.042,8.184
2015-12-06,61.5,41.562,32.5,18.417,26.444,8.028,8.042,8.781,14.0,11.798,9.4,196.913,11.391,1.354,208.304,3.966
2015-12-07,59.0,48.688,36.5,24.167,34.689,10.522,11.135,11.646,13.6,10.533,8.2,196.333,8.583,2.77,204.917,3.604
2015-12-08,65.5,55.75,44.5,26.087,37.284,11.198,12.159,11.858,11.4,9.219,7.65,196.917,10.333,1.996,207.25,3.886
2015-12-09,71.0,58.562,41.5,43.846,88.232,44.386,22.677,21.969,13.1,9.49,5.45,208.435,22.957,4.146,231.391,8.729
2015-12-10,93.0,66.125,49.5,57.606,146.522,88.915,54.479,54.855,12.8,10.262,7.15,232.364,56.864,4.81,289.227,11.584
2015-12-11,99.0,71.98,46.0,24.284,45.27,20.986,16.082,19.93,24.0,15.731,8.15,191.5,20.042,1.044,211.542,4.375
2015-12-12,65.5,52.542,42.0,17.264,22.111,4.847,8.438,10.062,16.1,13.429,11.55,194.391,9.0,2.445,203.391,4.242
2015-12-13,89.0,75.77,62.5,18.516,22.136,3.62,17.677,18.542,11.6,11.008,10.3,199.208,14.083,1.084,213.292,4.812
2015-12-14,83.0,71.938,64.0,21.778,30.194,8.417,15.792,19.032,13.7,12.265,11.45,194.625,9.958,2.428,204.583,4.146
2015-12-15,80.5,68.75,58.0,39.678,90.072,50.395,21.958,25.021,14.85,12.496,10.95,219.087,21.565,4.104,240.652,6.292
2015-12-16,81.0,70.062,55.5,42.586,92.449,49.864,33.484,36.888,18.45,14.075,10.35,205.167,32.083,4.708,237.25,7.633
2015-12-17,71.0,42.104,32.5,17.708,27.5,9.791,3.979,4.062,13.45,10.923,7.65,193.625,8.708,1.299,202.333,3.776
2015-12-18,45.5,36.188,27.0,20.579,31.665,11.086,5.867,5.086,12.65,9.227,6.1,194.95,11.15,1.272,206.1,3.87
2015-12-19,53.5,39.938,29.5,18.787,31.88,13.093,6.886,6.666,12.45,8.585,5.95,195.458,11.167,0.979,206.625,3.5
2015-12-20,53.5,41.604,27.5,26.083,39.917,13.833,13.052,12.292,11.7,8.598,4.95,202.5,12.875,3.271,215.375,4.792
2015-12-21,55.0,50.375,41.5,46.348,97.174,50.826,38.615,38.594,12.85,10.194,7.75,212.292,31.917,5.0,244.208,6.75
2015-12-22,52.0,40.812,33.0,19.254,26.482,7.228,8.435,8.638,15.7,11.883,9.3,192.167,9.375,1.583,201.542,3.714
2015-12-23,89.0,60.458,48.0,27.319,35.889,8.569,24.434,25.396,9.2,7.862,6.85,197.458,16.292,1.625,213.75,5.0
2015-12-24,88.0,77.875,61.5,26.986,41.139,14.153,17.875,20.208,15.9,10.935,6.7,194.125,12.042,2.32,206.167,4.396
2015-12-25,81.5,54.979,32.5,21.181,32.875,11.695,8.947,11.926,15.25,11.869,8.85,196.087,11.609,2.13,207.696,4.14
2015-12-26,50.5,44.396,39.5,22.514,37.611,15.097,7.198,7.583,13.6,9.967,7.05,195.667,11.625,2.334,207.292,5.125
2015-12-27,57.5,39.98,29.5,10.265,12.774,2.51,5.208,5.906,11.05,8.467,4.7,194.708,8.792,1.292,203.5,3.583
2015-12-28,50.0,35.5,25.5,27.242,41.808,14.567,9.833,8.948,10.75,7.258,3.95,196.174,11.478,2.372,207.652,4.239
2015-12-29,55.5,36.166,23.0,20.0,30.361,10.361,7.166,7.156,12.45,7.885,4.75,197.0,12.375,1.458,209.375,3.979
2015-12-30,57.0,38.812,30.5,17.806,22.111,4.306,7.864,7.604,11.4,8.419,6.35,196.708,8.458,2.354,205.167,3.146
2015-12-31,71.5,57.584,46.0,15.542,18.333,2.792,9.531,9.448,11.0,8.017,5.1,194.261,8.304,1.792,202.565,3.271
2016-01-01,62.5,48.188,33.0,27.061,34.175,7.115,16.948,17.448,14.15,9.519,4.95,205.917,17.875,1.75,223.792,4.875
2016-01-02,65.0,54.896,43.5,33.586,50.827,17.241,18.875,19.813,13.4,9.467,6.85,222.435,25.043,6.416,247.478,6.176
2016-01-03,69.5,45.667,31.0,16.639,20.431,3.792,12.708,13.906,14.45,9.821,5.7,203.708,16.708,1.452,220.417,4.292
2016-01-04,54.0,41.666,34.0,17.697,25.529,7.831,15.314,16.177,14.95,9.915,6.65,199.667,14.042,1.979,213.708,4.702
2016-01-05,40.5,33.458,27.5,10.736,14.611,3.875,7.084,8.073,10.85,7.69,5.1,195.174,10.304,1.084,205.478,2.938
2016-01-06,49.0,39.416,29.5,23.664,35.607,11.943,8.14,8.415,9.2,6.025,3.2,200.182,11.5,1.907,211.682,3.748
2016-01-07,51.5,44.625,36.5,40.653,62.011,21.357,21.604,20.708,9.55,6.254,2.75,205.875,23.292,2.312,229.167,5.666
2016-01-08,89.5,67.688,48.0,23.451,28.538,5.087,20.834,22.14,6.3,5.038,4.05,206.5,23.625,0.666,230.125,4.133
2016-01-09,86.5,73.312,56.5,19.236,29.028,9.792,4.188,5.531,11.25,8.483,5.5,201.5,12.875,0.853,214.375,3.812
2016-01-10,71.0,52.084,36.0,33.999,59.659,25.66,10.365,10.805,12.95,9.644,6.55,207.5,19.0,2.729,226.5,6.288
2016-01-11,52.0,38.792,29.0,25.889,40.57,14.681,6.823,7.417,11.35,8.423,6.0,197.609,15.739,1.875,213.348,4.104
2016-01-12,57.5,44.812,29.0,35.354,74.736,39.382,8.969,9.302,12.3,7.892,3.65,202.667,19.958,1.152,222.625,5.898
2016-01-13,52.5,42.167,32.5,28.618,50.481,21.864,10.942,11.316,12.5,8.219,5.0,197.571,14.571,1.74,212.143,4.866
2016-01-14,54.5,42.146,31.0,21.167,33.514,12.347,6.187,6.333,6.9,4.019,0.9,200.348,13.391,1.062,213.739,3.898
2016-01-15,51.0,36.98,24.5,12.903,16.945,4.042,4.695,4.458,5.45,2.365,-0.1,203.958,9.5,2.001,213.458,3.104
2016-01-16,52.5,37.25,16.5,27.361,46.736,19.375,6.302,6.104,9.05,4.446,-0.2,207.625,14.458,1.75,222.083,4.208
2016-01-17,60.5,45.334,28.0,26.697,43.502,16.806,6.446,6.327,11.35,7.112,3.45,196.957,11.957,3.479,208.913,3.758
2016-01-18,60.0,48.646,39.0,35.233,55.855,20.622,10.441,10.76,10.35,7.252,3.6,200.542,14.542,3.022,215.083,4.87
2016-01-19,50.0,39.77,30.5,25.902,36.362,10.461,13.972,13.719,11.45,7.779,5.2,197.208,12.875,1.146,210.083,4.292
2016-01-20,67.5,54.896,41.5,30.93,43.976,13.046,26.753,25.09,4.85,4.25,3.5,200.909,20.273,1.152,221.182,4.848
2016-01-21,68.5,44.521,29.0,18.125,24.542,6.417,12.385,12.114,11.05,7.154,3.55,197.292,11.958,1.75,209.25,3.646
2016-01-22,55.0,41.542,32.0,28.861,35.931,7.069,23.771,22.677,12.85,7.642,2.8,207.5,20.0,2.271,227.5,5.416
2016-01-23,44.5,29.584,19.0,16.0,22.167,6.167,7.667,6.917,8.75,5.062,2.3,197.435,9.783,2.958,207.217,3.375
2016-01-24,39.0,27.458,14.0,22.337,33.012,10.676,6.479,5.663,8.55,4.004,0.45,200.917,10.042,0.978,210.958,3.267
2016-01-25,41.0,28.521,17.0,21.545,32.121,10.576,7.375,6.63,9.9,5.323,1.85,200.542,9.417,2.854,209.958,3.33
2016-01-26,65.0,39.354,18.0,42.181,74.347,32.167,16.886,14.27,10.8,6.571,1.45,199.478,17.304,3.5,216.783,5.58
2016-01-27,65.5,47.958,40.0,36.972,67.925,30.952,14.898,15.332,15.8,10.719,4.9,195.818,19.591,1.364,215.409,5.738
2016-01-28,63.0,42.77,31.0,32.153,43.542,11.389,13.49,13.385,13.75,10.054,6.95,196.75,11.333,3.792,208.083,4.812
2016-01-29,68.0,54.188,47.0,29.819,38.167,8.347,20.969,20.875,12.25,9.498,6.65,221.783,16.565,2.75,238.348,5.0
2016-01-30,81.5,56.084,35.5,26.921,42.848,15.928,18.99,19.938,18.95,12.333,7.9,197.0,16.625,1.065,213.625,4.804
2016-01-31,40.5,30.416,21.5,14.875,20.268,5.394,6.21,5.686,10.8,7.229,4.0,194.542,4.833,1.0,199.375,2.944
