date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,NMHC_mean,SO2_mean,THC_mean,CO_mean
2011-01-01,66.0,53.584,47.0,25.514,34.042,8.528,20.146,21.26,10.0,6.498,3.5,199.583,17.417,1.979,217.0,5.421
2011-01-02,76.5,56.5,40.0,17.68,22.103,4.423,14.395,15.198,11.65,6.562,4.2,194.5,13.75,1.282,208.25,3.903
2011-01-03,47.0,40.542,29.0,10.475,13.052,2.577,5.021,5.323,12.0,6.942,4.5,188.75,9.292,0.896,198.042,3.125
2011-01-04,62.0,50.688,39.0,20.403,27.847,7.444,9.75,10.573,12.15,6.235,2.5,192.917,12.708,1.354,205.625,4.5
2011-01-05,51.5,40.75,27.5,21.759,36.136,14.377,6.617,7.818,11.05,5.977,2.05,193.217,12.391,1.0,205.609,4.478
2011-01-06,65.0,46.552,32.5,38.311,67.904,29.594,14.575,14.654,10.15,6.1,2.9,198.35,17.5,3.474,215.85,6.084
2011-01-07,55.0,40.833,27.0,18.597,27.986,9.389,6.083,7.031,10.55,6.231,3.55,195.833,9.917,1.0,205.75,3.642
2011-01-08,44.5,36.896,28.0,13.462,17.263,3.801,5.625,7.073,11.25,6.479,3.1,196.833,10.042,0.914,206.875,3.248
2011-01-09,76.0,52.229,41.0,32.389,49.926,17.538,19.188,19.396,10.75,6.706,3.2,203.0,15.167,3.604,218.167,5.625
2011-01-10,78.5,60.646,37.0,42.695,80.93,38.236,23.0,24.136,10.2,7.148,3.6,210.833,17.792,5.042,228.625,6.188
2011-01-11,75.0,58.854,38.5,30.653,58.361,27.709,18.938,20.427,11.5,6.192,2.15,195.8,16.95,1.892,212.75,5.354
2011-01-12,55.0,42.875,33.0,28.842,50.871,22.029,9.006,9.613,7.65,3.912,0.7,192.0,12.261,1.542,204.261,4.608
2011-01-13,64.5,49.292,37.5,45.075,102.812,57.736,18.385,20.061,11.65,6.056,0.85,196.455,23.409,3.37,219.864,7.59
2011-01-14,52.0,41.417,32.5,26.142,44.976,18.835,12.354,11.688,9.05,5.412,3.1,194.833,13.167,1.93,208.0,5.587
2011-01-15,51.0,46.354,42.0,26.933,38.715,11.783,15.605,15.177,6.0,4.398,2.05,202.458,16.375,2.167,218.833,5.666
2011-01-16,48.0,43.834,41.0,27.528,44.444,16.917,17.104,17.406,5.25,4.438,2.95,192.667,13.375,1.583,206.042,4.375
2011-01-17,62.0,47.125,36.5,29.431,47.0,17.569,13.604,14.636,8.35,4.981,2.8,195.542,10.542,3.108,206.083,3.916
2011-01-18,67.0,53.146,42.0,48.569,99.333,50.764,28.25,27.771,9.25,5.904,1.7,201.87,23.174,4.612,225.043,7.167
2011-01-19,77.5,58.875,52.0,32.165,55.788,23.622,26.17,27.139,10.25,6.525,3.25,194.542,17.0,2.874,211.542,5.096
2011-01-20,99.0,94.5,78.5,23.913,38.278,14.365,17.308,16.607,4.65,2.983,2.2,191.045,11.318,1.216,202.364,3.843
2011-01-21,99.0,91.854,76.0,23.34,37.346,14.005,11.458,11.208,3.7,3.331,2.9,191.0,12.667,0.542,203.667,3.916
2011-01-22,98.5,90.146,67.0,21.82,39.736,17.917,8.375,9.615,8.4,5.304,3.55,194.417,14.667,0.625,209.083,5.396
2011-01-23,99.0,90.604,56.0,39.945,136.347,96.403,17.125,18.76,8.95,5.1,0.85,216.958,28.208,2.626,245.167,9.667
2011-01-24,99.0,58.896,36.5,30.555,54.222,23.667,10.125,10.437,5.55,2.973,0.85,193.522,12.522,1.766,206.043,4.917
2011-01-25,92.0,62.438,34.0,42.347,100.278,57.931,22.562,22.354,9.15,4.277,0.15,200.0,24.75,2.542,224.75,7.475
2011-01-26,90.5,48.75,29.0,30.092,53.642,23.55,13.167,14.047,7.8,3.673,0.75,194.708,14.0,1.392,208.708,5.435
2011-01-27,69.5,52.812,31.0,38.759,90.068,51.309,18.566,19.272,9.5,4.006,-0.5,201.045,23.636,2.057,224.682,7.687
2011-01-28,67.5,47.834,33.5,27.375,49.445,22.07,16.125,17.406,7.65,3.215,0.55,196.208,15.792,1.5,212.0,5.5
2011-01-29,44.0,37.146,27.0,11.195,14.264,3.069,7.542,8.948,7.65,3.396,1.45,192.125,9.25,1.085,201.375,3.166
2011-01-30,40.5,35.812,30.0,25.833,43.264,17.431,7.104,9.771,8.1,4.292,1.6,191.609,9.565,2.324,201.174,4.458
2011-01-31,56.0,45.688,39.0,37.556,68.958,31.403,10.333,15.375,9.15,4.438,0.1,196.0,17.167,2.875,213.167,6.098
2011-02-01,60.5,46.625,35.5,32.193,68.557,36.365,19.067,16.833,12.0,6.371,0.8,191.792,13.375,2.256,205.167,6.82
2011-02-02,48.5,36.604,23.0,18.226,28.78,10.553,9.166,9.423,6.2,2.91,0.6,190.0,9.833,1.239,199.833,3.95
2011-02-03,52.0,37.383,24.5,39.519,78.737,39.218,15.422,14.384,7.15,3.208,-0.75,202.476,15.905,4.419,218.381,7.572
2011-02-04,57.5,38.979,23.0,39.403,81.597,42.195,17.229,17.229,11.05,5.775,-0.1,198.083,20.542,2.837,218.625,7.73
2011-02-05,80.5,46.771,35.0,24.292,31.18,6.889,17.104,17.656,8.35,6.054,3.25,195.783,13.696,4.135,209.478,5.25
2011-02-06,99.0,84.562,62.5,38.403,66.486,28.083,36.666,34.958,5.55,4.969,4.4,199.0,22.542,1.667,221.542,6.751
2011-02-07,99.0,96.854,90.0,41.744,95.627,53.884,32.396,35.406,12.05,7.883,5.35,198.125,25.042,1.886,223.167,8.657
2011-02-08,95.0,44.542,32.0,24.348,38.666,14.318,9.062,10.417,9.15,6.642,3.85,190.667,14.375,1.521,205.042,4.854
2011-02-09,41.5,30.354,18.0,29.139,50.478,21.338,9.0,8.895,9.95,5.242,1.0,190.458,12.875,2.021,203.333,4.441
2011-02-10,80.0,42.896,30.5,38.97,71.578,32.609,17.479,16.683,9.4,5.862,2.3,196.565,16.043,4.25,212.609,6.008
2011-02-11,84.5,48.042,30.0,22.722,31.708,8.986,13.146,14.24,9.45,5.875,2.25,191.652,9.826,1.763,201.478,4.562
2011-02-12,50.5,36.75,27.5,15.708,20.028,4.32,10.125,11.99,10.9,5.752,1.55,192.458,9.25,1.042,201.708,4.32
2011-02-13,60.5,45.125,35.5,37.235,62.544,25.309,19.521,20.032,10.5,6.212,2.4,194.417,11.708,4.339,206.125,5.265
2011-02-14,99.0,82.52,47.5,38.16,68.488,30.328,37.584,35.5,6.75,5.365,4.3,196.417,18.75,1.375,215.167,6.02
2011-02-15,97.0,65.479,39.0,33.181,67.236,34.056,29.208,29.636,12.25,7.708,5.3,199.042,18.0,2.292,217.042,6.479
2011-02-16,98.0,62.562,39.0,24.013,37.027,13.014,16.034,14.487,5.0,3.242,1.85,195.292,7.958,2.195,203.25,3.958
2011-02-17,99.0,72.979,32.0,32.062,51.203,19.141,24.312,22.537,9.5,4.471,1.95,191.682,14.955,2.061,206.636,4.978
2011-02-18,95.0,44.334,20.0,16.569,24.847,8.278,10.479,11.26,7.55,3.223,0.5,190.625,8.417,1.146,199.042,3.564
2011-02-19,59.0,40.188,25.0,21.693,29.33,7.637,14.166,12.844,8.15,3.896,-0.05,192.917,9.792,1.831,202.708,4.7
2011-02-20,67.0,48.0,24.0,42.808,73.402,30.594,20.188,19.938,10.35,6.212,1.1,200.042,18.583,3.625,218.625,6.916
2011-02-21,63.5,43.688,22.0,48.403,80.792,32.389,22.458,23.219,12.8,8.408,2.95,198.167,22.042,3.562,220.208,6.875
2011-02-22,74.5,63.75,57.0,28.069,38.314,10.245,22.633,27.841,10.4,8.006,6.25,195.083,9.792,6.084,204.875,4.758
2011-02-23,99.0,89.312,46.0,38.49,71.21,32.72,29.843,30.253,11.05,7.744,5.35,194.045,22.227,1.218,216.273,6.958
2011-02-24,74.0,43.125,23.0,29.173,39.183,10.01,25.354,29.142,16.4,11.512,8.2,194.25,12.708,4.088,206.958,5.456
2011-02-25,98.5,91.292,69.5,27.634,40.081,12.447,16.355,18.74,8.9,6.006,4.15,191.375,13.125,1.688,204.5,4.991
2011-02-26,68.0,51.104,34.0,16.273,21.785,5.512,9.084,10.656,8.45,5.733,4.0,191.25,9.708,2.25,200.958,3.854
2011-02-27,39.5,31.166,24.0,16.801,24.931,8.13,11.625,11.354,9.65,5.01,2.05,189.625,8.833,0.666,198.458,3.417
2011-02-28,58.5,44.354,34.0,25.042,36.93,11.889,12.25,12.135,6.7,3.844,0.55,193.833,9.5,2.884,203.333,3.792
2011-03-01,96.5,81.167,57.0,39.047,70.519,31.472,20.772,20.214,12.35,8.258,3.25,199.417,13.667,2.458,213.083,5.964
2011-03-02,98.5,92.958,79.5,35.951,73.419,37.468,18.924,19.723,9.45,7.154,4.3,190.143,15.0,2.45,205.143,5.913
2011-03-03,98.5,67.5,40.0,21.067,29.424,8.357,12.271,15.666,12.5,7.329,3.95,189.833,8.833,2.542,198.667,4.166
2011-03-04,96.0,68.48,57.0,14.749,17.79,3.042,17.0,17.927,6.2,5.438,4.1,191.042,8.083,2.146,199.125,3.666
2011-03-05,98.5,98.166,96.0,34.695,63.111,28.416,12.646,13.177,9.05,5.592,3.0,195.208,17.125,0.608,212.333,6.604
2011-03-06,98.5,93.5,73.5,43.819,106.945,63.125,26.042,33.24,14.95,11.348,8.55,247.174,26.609,3.854,273.783,8.646
2011-03-07,98.0,74.792,51.5,34.917,59.639,24.722,29.375,36.844,14.75,12.173,10.7,193.792,13.125,5.792,206.917,6.012
2011-03-08,87.0,69.52,54.5,26.866,37.873,11.007,16.64,19.819,10.6,9.373,7.7,192.083,9.875,1.638,201.958,4.828
2011-03-09,98.5,97.188,87.5,30.044,48.565,18.521,16.562,19.551,9.1,7.481,5.35,194.19,13.381,0.637,207.571,5.302
2011-03-10,98.5,87.666,70.0,20.889,28.33,7.442,5.167,7.271,7.25,5.179,2.4,190.826,9.696,1.188,200.522,4.23
2011-03-11,83.0,69.084,49.5,20.667,26.167,5.5,12.458,15.312,10.95,7.477,3.95,191.833,11.375,3.102,203.208,4.542
2011-03-12,69.0,38.52,20.5,23.917,42.139,18.222,7.021,8.573,11.25,7.173,3.25,189.5,9.833,0.979,199.333,4.438
2011-03-13,63.0,38.104,23.0,20.834,29.042,8.208,7.562,8.219,12.4,7.273,3.15,190.875,9.792,1.125,200.667,3.752
2011-03-14,74.5,56.25,40.0,34.33,50.743,16.413,14.041,14.583,10.7,7.421,3.3,193.083,11.583,3.506,204.667,4.684
2011-03-15,86.5,50.062,27.0,30.184,53.154,22.97,20.938,21.125,14.05,8.246,3.9,196.542,18.042,1.25,214.583,5.208
2011-03-16,67.5,43.86,24.5,29.227,44.971,15.743,17.448,19.435,11.25,7.754,3.55,189.955,10.773,2.022,200.727,4.962
2011-03-17,98.5,89.854,60.5,46.736,76.805,30.069,36.979,37.646,9.25,7.327,5.65,198.5,25.583,1.122,224.083,7.271
2011-03-18,98.5,93.416,80.5,34.625,59.014,24.389,33.958,38.104,11.7,9.496,6.85,200.375,22.583,2.688,222.958,7.375
2011-03-19,98.5,41.229,22.5,23.889,35.5,11.611,10.312,13.969,12.8,9.429,6.55,189.125,12.167,0.854,201.292,4.242
2011-03-20,51.0,36.875,27.0,27.035,35.676,8.641,14.23,17.271,12.5,8.573,4.6,189.625,12.708,2.593,202.333,4.492
2011-03-21,40.0,30.208,20.0,20.117,27.779,7.662,9.438,11.573,13.65,8.644,5.0,186.542,8.75,0.75,195.292,3.604
2011-03-22,48.5,39.879,34.0,64.742,140.862,76.12,32.251,35.973,13.65,9.943,4.7,208.6,38.333,4.662,246.933,8.924
2011-03-23,98.5,72.875,43.5,47.617,77.357,29.74,32.334,34.363,12.2,9.956,7.95,202.458,19.833,2.39,222.292,7.252
2011-03-24,98.5,86.125,43.0,37.944,62.736,24.792,13.584,15.323,9.75,8.212,7.15,189.875,17.667,1.152,207.542,6.521
2011-03-25,70.0,45.0,29.5,27.597,44.083,16.486,10.875,12.365,12.9,9.333,5.55,195.833,16.375,1.604,212.208,5.712
2011-03-26,43.0,33.562,25.0,26.153,37.766,11.613,10.896,11.302,12.15,8.4,4.65,191.13,9.913,1.63,201.043,4.392
2011-03-27,74.5,43.083,24.0,33.923,48.423,14.5,14.688,15.823,13.65,9.5,4.65,193.917,11.917,1.98,205.833,5.416
2011-03-28,74.5,54.979,38.0,44.47,73.082,28.611,30.916,35.29,17.05,11.008,6.3,204.083,22.125,4.917,226.208,6.604
2011-03-29,55.5,42.52,23.5,30.176,46.663,16.488,15.348,18.629,16.25,11.615,7.05,191.826,11.696,2.094,203.522,5.102
2011-03-30,66.0,56.958,46.0,27.353,45.971,18.618,11.542,16.672,18.3,14.867,11.7,188.625,9.458,0.856,198.083,5.09
2011-03-31,97.5,66.125,41.5,13.681,19.556,5.875,8.458,14.52,17.9,13.846,8.55,184.292,8.042,0.438,192.333,3.254
2011-04-01,72.5,53.583,38.0,31.736,45.625,13.889,16.104,18.104,15.5,11.462,6.35,191.042,12.542,2.964,203.583,5.333
2011-04-02,81.5,58.792,36.5,44.489,68.141,23.652,29.641,34.594,18.65,13.762,9.2,201.375,18.917,4.771,220.292,6.625
2011-04-03,75.0,54.646,38.5,13.389,15.5,2.111,10.976,13.854,9.45,8.154,7.5,190.125,11.042,1.896,201.167,3.216
2011-04-04,69.0,48.312,21.5,18.416,24.931,6.514,9.625,11.854,15.1,9.673,6.25,189.917,10.375,1.716,200.292,3.5
2011-04-05,66.5,42.52,26.5,34.417,49.75,15.333,14.354,15.571,15.35,10.388,4.4,191.857,12.714,3.198,204.571,5.0
2011-04-06,69.5,50.0,28.0,44.85,69.055,24.205,21.646,26.032,19.4,13.969,7.75,195.304,19.609,4.5,214.913,6.53
2011-04-07,77.0,62.625,45.5,33.464,54.667,21.203,16.494,19.463,19.5,15.427,11.0,188.458,18.25,1.392,206.708,5.435
2011-04-08,76.5,66.062,58.0,20.977,32.659,11.682,11.312,13.948,18.05,16.944,15.4,184.75,10.292,0.792,195.042,4.042
2011-04-09,98.0,91.0,73.0,21.431,33.361,11.931,10.688,17.094,17.6,16.229,12.75,186.208,13.667,1.0,199.875,4.291
2011-04-10,94.0,66.292,39.0,14.153,17.0,2.847,12.833,16.635,17.55,13.856,10.4,189.917,9.875,2.958,199.792,3.958
2011-04-11,98.0,76.229,48.0,33.347,53.014,19.667,23.979,30.386,19.05,14.135,8.85,223.583,17.833,4.694,241.417,6.021
2011-04-12,83.5,37.833,18.0,19.279,25.677,6.397,16.729,18.479,17.35,12.004,8.2,188.409,8.545,1.708,196.955,3.886
2011-04-13,67.0,49.23,29.5,41.181,61.5,20.319,22.521,26.438,20.75,14.462,7.8,194.833,18.125,4.43,212.958,6.271
2011-04-14,74.5,50.458,19.0,48.631,67.816,19.185,28.028,35.392,22.6,16.871,11.75,195.591,21.364,5.326,216.955,7.152
2011-04-15,95.5,62.479,46.0,30.139,46.778,16.639,24.188,29.552,21.55,18.096,14.6,184.292,11.958,2.396,196.25,5.206
2011-04-16,96.5,63.25,33.0,22.042,34.375,12.333,16.834,22.698,24.75,18.55,13.2,183.375,12.083,1.576,195.458,4.562
2011-04-17,77.5,47.938,35.5,13.347,15.958,2.611,13.562,16.625,17.35,13.888,10.3,187.792,9.292,2.368,197.083,3.542
2011-04-18,81.0,67.166,54.5,23.237,30.546,7.309,13.146,16.708,17.15,15.06,13.15,200.727,12.409,4.042,213.136,3.377
2011-04-19,98.0,81.416,29.5,22.361,33.833,11.472,8.479,11.364,18.7,11.712,8.15,187.75,13.792,1.002,201.542,3.875
2011-04-20,75.0,61.208,45.0,28.83,46.933,18.103,8.958,11.01,15.95,11.267,6.8,189.917,11.375,3.542,201.292,4.021
2011-04-21,91.0,78.438,62.5,29.063,42.332,13.269,12.304,15.63,15.8,12.59,9.45,194.476,15.0,4.239,209.476,3.876
2011-04-22,93.5,75.584,55.5,33.208,55.431,22.222,20.417,24.156,18.25,15.604,12.05,188.913,15.739,3.112,204.652,5.52
2011-04-23,98.0,95.938,87.5,20.903,32.972,12.069,9.48,19.917,17.85,16.29,14.95,185.458,14.875,1.801,200.333,4.334
2011-04-24,96.5,51.208,31.5,14.158,17.289,3.131,10.854,13.146,20.1,16.577,12.1,183.208,8.625,1.708,191.833,3.888
2011-04-25,94.0,56.479,29.5,30.361,43.264,12.903,15.854,18.906,19.9,15.325,10.75,188.083,10.333,3.818,198.417,4.875
2011-04-26,74.0,48.354,35.5,36.1,54.702,18.602,19.478,22.885,21.1,16.74,11.55,190.818,14.0,2.916,204.818,5.542
2011-04-27,97.5,76.438,56.5,22.0,31.903,9.903,31.167,40.385,23.1,19.988,16.85,186.667,13.792,1.646,200.458,5.024
2011-04-28,97.5,54.666,31.5,23.684,37.029,13.344,13.956,20.696,24.3,19.646,14.5,186.545,13.636,1.132,200.182,4.761
2011-04-29,81.5,49.542,36.0,20.694,25.306,4.611,12.208,15.49,18.85,15.594,12.5,190.833,13.792,3.494,204.625,4.125
2011-04-30,90.5,64.229,38.5,25.233,35.446,10.213,19.208,23.125,21.8,17.562,12.35,192.5,14.458,2.792,206.958,5.107
2011-05-01,98.0,76.646,56.5,12.889,17.0,4.111,14.25,18.938,20.2,18.219,15.55,187.0,12.625,0.848,199.625,3.584
2011-05-02,97.0,47.792,23.0,31.377,45.739,14.362,50.708,66.917,24.9,19.794,15.05,192.625,16.833,1.958,209.458,6.083
2011-05-03,98.0,71.812,47.5,19.319,22.611,3.292,31.916,49.042,18.25,16.258,14.1,193.417,15.792,2.208,209.208,4.162
2011-05-04,95.5,65.542,40.5,17.597,21.667,4.07,16.875,23.823,21.85,17.523,13.75,188.739,14.087,2.234,202.826,4.375
2011-05-05,85.5,67.771,51.0,13.194,14.986,1.792,14.98,20.625,17.0,15.473,13.5,188.667,13.5,2.381,202.167,3.562
2011-05-06,94.0,75.48,56.0,26.597,34.804,8.207,17.792,23.89,20.2,16.612,12.8,191.348,13.652,3.776,205.0,3.928
2011-05-07,97.5,93.854,83.5,35.722,51.264,15.542,19.25,29.698,18.15,17.004,15.7,215.625,20.083,6.054,235.708,5.042
2011-05-08,97.5,61.5,30.0,25.691,34.551,8.86,25.958,32.031,26.35,20.865,14.75,192.292,24.542,3.271,216.833,6.396
2011-05-09,80.0,52.896,33.0,32.292,48.056,15.764,22.229,28.386,23.05,19.892,16.3,191.333,16.667,2.625,208.0,6.144
2011-05-10,97.5,76.854,46.5,39.153,73.764,34.611,28.688,39.0,28.4,22.967,17.85,190.696,22.522,4.347,213.217,5.834
2011-05-11,97.5,96.52,91.0,33.722,42.861,9.139,9.646,16.698,16.6,14.944,14.1,201.417,13.833,3.646,215.25,3.979
2011-05-12,97.5,96.208,85.5,32.845,46.548,13.703,9.456,15.272,16.6,15.76,14.15,190.0,17.5,1.261,207.5,5.294
2011-05-13,97.5,83.875,64.5,34.459,59.819,25.361,15.729,26.844,24.8,20.177,16.3,189.458,17.833,3.696,207.292,6.0
2011-05-14,87.5,52.771,28.5,35.13,52.483,17.353,28.667,45.51,25.25,20.438,16.0,187.75,15.042,4.562,202.792,6.625
2011-05-15,60.5,36.02,19.0,18.847,24.097,5.25,15.916,20.99,25.05,20.64,15.6,186.708,10.417,1.958,197.125,4.415
2011-05-16,74.5,56.188,36.0,30.609,46.513,15.904,20.082,28.987,23.3,20.246,18.1,189.696,15.087,3.13,204.783,5.0
2011-05-17,96.5,79.354,55.5,35.792,54.5,18.708,23.25,31.521,22.05,18.308,15.4,190.042,21.083,2.102,211.125,5.979
2011-05-18,95.0,68.646,45.5,35.762,50.765,15.003,33.701,41.603,23.4,19.431,15.4,194.542,23.792,3.77,218.333,6.244
2011-05-19,85.0,60.062,37.0,40.607,63.078,22.471,32.251,39.716,25.1,21.054,15.8,193.083,24.583,2.913,217.667,6.804
2011-05-20,76.5,61.812,46.0,34.641,55.645,21.003,32.225,38.901,26.5,22.073,18.35,188.087,21.043,2.538,209.13,5.729
2011-05-21,86.0,69.646,52.0,25.903,41.903,16.0,24.417,30.625,26.65,22.748,19.45,184.958,18.667,1.958,203.625,5.114
2011-05-22,97.5,83.721,56.0,10.858,15.644,4.786,9.972,14.346,27.75,20.764,15.75,182.87,15.13,1.13,198.0,3.084
2011-05-23,93.5,73.771,52.5,22.144,30.43,8.286,9.312,12.964,18.55,15.879,13.5,188.292,14.75,1.688,203.042,3.375
2011-05-24,98.0,82.104,58.0,27.542,36.486,8.945,9.084,11.806,17.7,14.438,12.25,194.417,16.083,1.688,210.5,3.838
2011-05-25,92.0,62.792,34.0,41.824,78.982,37.158,18.271,22.927,23.35,18.567,13.2,196.417,24.583,4.283,221.0,7.84
2011-05-26,93.0,78.062,53.5,31.73,42.095,10.365,14.587,21.132,22.25,19.367,17.0,198.609,19.0,6.004,217.609,3.666
2011-05-27,97.5,81.792,63.5,33.975,45.408,11.432,14.114,19.142,20.45,18.665,17.2,210.792,23.125,5.152,233.917,4.005
2011-05-28,97.5,97.021,97.0,32.514,46.806,14.292,10.896,18.188,19.45,18.6,17.55,193.87,22.0,1.413,215.87,5.667
2011-05-29,97.0,97.0,97.0,17.612,21.47,3.858,3.542,8.646,18.9,18.148,16.65,188.542,15.125,1.792,203.667,3.5
2011-05-30,97.0,74.708,50.0,14.5,20.0,5.5,2.312,6.916,22.1,17.588,16.15,183.0,13.167,1.729,196.167,2.779
2011-05-31,65.5,57.708,52.0,16.055,23.278,7.222,12.77,17.583,18.15,15.46,12.45,186.583,10.917,2.208,197.5,2.812
2011-06-01,76.5,61.292,51.5,23.076,33.505,10.429,27.292,32.583,18.2,15.462,12.3,188.292,11.625,3.083,199.917,3.333
2011-06-02,97.5,93.48,78.5,38.526,79.016,40.491,30.964,41.275,17.3,16.294,15.3,211.652,25.739,5.482,237.391,5.544
2011-06-03,97.5,77.146,49.5,39.374,67.111,27.736,27.355,34.877,23.9,19.779,15.0,193.348,26.522,4.74,219.87,6.938
2011-06-04,95.5,76.021,54.0,26.985,42.126,15.141,28.562,36.729,25.65,22.24,18.95,184.583,21.042,2.8,205.625,6.146
2011-06-05,94.0,74.396,62.0,20.945,27.278,6.333,31.896,41.042,26.0,22.61,19.15,184.708,20.167,2.98,204.875,5.586
2011-06-06,97.0,67.916,36.0,32.944,43.097,10.153,30.25,37.708,28.25,23.094,18.1,188.333,21.375,3.698,209.708,5.479
2011-06-07,95.0,77.792,57.0,35.86,55.233,19.373,32.396,42.16,23.85,21.535,19.9,186.417,23.542,6.312,209.958,6.875
2011-06-08,97.0,83.416,66.0,28.153,36.069,7.917,9.979,16.26,22.5,19.954,17.6,187.042,17.75,2.938,204.792,4.1
2011-06-09,96.0,75.586,48.0,35.279,50.552,15.273,17.75,25.022,25.2,21.625,18.15,201.2,19.3,7.004,220.5,5.196
2011-06-10,95.0,85.812,75.0,30.506,55.806,25.3,17.354,24.281,24.9,22.798,20.45,183.125,21.042,3.696,204.167,6.146
2011-06-11,97.0,91.438,76.5,29.319,42.056,12.736,23.771,36.011,23.9,21.835,20.9,189.042,23.083,2.458,212.125,5.855
2011-06-12,95.5,78.494,45.0,29.958,35.125,5.167,33.0,44.315,26.2,23.006,20.9,197.3,30.5,4.763,227.8,7.792
2011-06-13,97.0,91.084,82.5,41.196,60.329,19.134,22.4,34.219,22.5,20.625,18.7,194.208,24.417,6.084,218.625,6.208
2011-06-14,97.0,82.0,68.0,35.528,52.444,16.917,18.146,28.167,23.35,21.373,19.75,192.458,21.875,5.916,214.333,5.208
2011-06-15,77.0,62.833,50.0,29.056,39.291,10.236,10.166,14.625,23.1,21.235,19.85,193.957,16.0,5.435,209.957,3.792
2011-06-16,97.0,82.916,71.5,36.835,57.874,21.039,14.892,22.88,23.2,21.031,18.4,203.739,21.957,8.159,225.696,5.456
2011-06-17,97.0,95.688,93.0,27.528,38.278,10.75,6.833,14.719,20.9,19.325,18.25,189.958,16.208,1.771,206.167,4.136
2011-06-18,97.0,89.271,72.0,33.264,50.167,16.903,12.438,21.542,22.25,20.16,18.7,215.583,21.583,4.759,237.167,5.542
2011-06-19,97.0,84.354,64.5,23.024,28.121,5.097,19.016,30.198,24.35,21.8,19.5,202.5,19.625,3.167,222.125,5.542
2011-06-20,96.5,87.208,72.0,30.083,56.944,26.861,10.083,19.031,25.9,23.569,21.25,187.083,19.75,2.729,206.833,5.688
2011-06-21,97.0,78.0,58.0,26.556,56.666,30.111,7.792,13.468,28.9,25.433,23.25,184.304,17.87,1.72,202.174,5.25
2011-06-22,94.5,73.312,50.0,49.153,75.54,26.386,25.771,37.771,31.75,27.19,22.6,191.958,35.792,6.824,227.75,8.334
2011-06-23,89.0,74.916,58.0,26.734,61.062,34.328,21.63,32.159,31.65,28.002,25.65,182.208,23.417,2.837,205.625,5.733
2011-06-24,84.5,71.042,55.0,15.333,37.528,22.195,16.264,21.444,32.15,28.729,26.0,175.739,13.304,0.5,189.043,4.084
2011-06-25,95.5,81.292,65.5,20.494,37.81,17.317,15.75,23.416,28.8,25.019,20.85,185.792,16.583,3.125,202.375,4.312
2011-06-26,97.0,94.562,86.0,19.597,24.542,4.944,20.458,30.729,23.05,21.46,20.2,194.792,16.417,2.021,211.208,4.176
2011-06-27,97.0,96.292,93.5,35.209,84.194,48.986,21.792,38.104,24.2,22.4,20.45,198.783,29.0,4.092,227.783,7.084
2011-06-28,97.0,76.854,53.5,41.674,87.059,45.385,26.104,40.771,32.5,27.44,23.0,192.75,33.25,5.462,226.0,6.75
2011-06-29,93.5,66.667,46.5,33.944,62.444,28.5,22.812,32.625,34.65,29.815,25.3,204.208,23.125,8.896,227.333,5.606
2011-06-30,94.5,69.208,44.0,33.167,58.722,25.556,21.416,28.586,34.25,28.96,25.95,191.25,23.333,6.365,214.583,6.178
2011-07-01,93.0,69.916,47.5,39.825,65.793,25.969,21.566,30.513,33.15,28.823,25.15,183.409,26.273,3.703,209.682,6.342
2011-07-02,94.5,80.729,61.0,22.125,34.611,12.486,21.416,30.271,30.45,27.165,25.1,185.458,18.417,4.666,203.875,4.456
2011-07-03,94.5,77.271,60.0,17.264,24.472,7.208,19.292,27.312,31.6,28.181,25.0,185.565,22.826,3.327,208.391,4.562
2011-07-04,88.5,73.812,55.5,15.665,33.613,17.948,26.458,37.364,33.0,29.198,26.8,177.417,16.208,1.064,193.625,3.792
2011-07-05,95.0,75.688,58.0,33.028,50.889,17.861,17.021,27.448,32.6,28.235,24.55,182.708,23.5,4.896,206.208,5.508
2011-07-06,86.0,68.084,47.5,31.036,44.604,13.567,24.125,32.138,32.1,28.344,26.05,194.208,26.458,3.82,220.667,5.521
2011-07-07,97.0,81.52,67.5,13.178,24.503,11.324,9.888,15.202,28.7,26.619,24.05,179.5,16.375,0.812,195.875,4.961
2011-07-08,81.5,74.146,61.0,22.414,64.927,42.514,13.102,19.388,31.2,28.654,26.85,180.19,22.19,2.007,202.381,6.329
2011-07-09,91.0,76.5,63.0,26.896,71.312,44.416,17.666,27.896,32.15,29.242,26.9,184.957,34.174,6.168,219.13,7.021
2011-07-10,92.5,73.584,52.5,14.55,28.705,14.154,11.854,17.542,32.95,29.212,26.2,180.75,21.5,3.517,202.25,5.584
2011-07-11,95.5,76.646,50.5,21.805,52.236,30.43,12.083,18.562,33.65,29.388,26.3,181.208,23.708,5.229,204.917,4.801
2011-07-12,94.5,78.792,60.0,17.25,47.486,30.236,10.688,16.677,32.35,28.806,26.35,180.083,19.792,3.223,199.875,5.188
2011-07-13,89.5,73.416,57.5,19.307,49.86,30.553,10.979,16.364,32.2,28.731,26.1,180.583,20.792,3.854,201.375,5.333
2011-07-14,87.5,70.958,48.5,21.422,51.509,30.087,11.792,17.731,33.05,28.958,25.85,181.917,22.0,3.976,203.917,5.283
