date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-17,187.917,3.0,9.188,17.24,33.282,16.042,2.0,9.891,8.6,4.717,1.9,197.104
2011-01-18,191.188,3.812,17.771,20.458,38.73,18.271,3.5,16.604,12.7,5.821,0.7,208.958
2011-01-19,189.885,3.233,14.299,20.297,38.224,17.926,3.292,8.666,12.9,7.167,2.1,204.184
2011-01-20,187.176,2.208,10.55,16.917,26.708,9.792,2.333,3.463,9.9,8.321,6.0,197.726
2011-01-21,187.938,2.562,11.146,17.458,28.792,11.333,1.875,3.416,10.4,8.488,7.5,199.084
2011-01-22,187.708,2.771,10.792,11.438,21.458,10.021,1.875,3.771,15.8,9.479,6.1,198.5
2011-01-23,187.875,3.208,11.25,12.25,28.854,16.604,2.167,6.833,15.2,9.212,4.7,199.125
2011-01-24,189.938,2.979,9.125,13.562,27.375,13.812,2.0,4.062,9.9,4.858,0.3,199.062
2011-01-25,187.584,2.354,4.333,7.229,12.584,5.354,1.958,4.604,8.9,4.517,1.7,191.916
2011-01-26,190.73,2.978,7.438,12.1,24.744,12.644,2.0,5.042,9.2,3.646,-1.3,198.166
2011-01-27,188.848,2.688,4.674,8.416,14.5,6.084,2.667,7.438,9.7,4.454,1.4,193.522
2011-01-28,189.646,3.25,6.75,11.02,19.084,8.062,3.0,13.375,10.9,4.8,2.0,196.396
2011-01-29,190.584,2.646,9.438,8.77,13.854,5.084,2.292,6.042,10.0,4.733,0.1,200.021
2011-01-30,189.604,2.521,6.042,11.312,23.396,12.084,1.875,4.938,10.2,4.433,0.3,195.646
2011-01-31,188.542,2.25,4.854,10.854,17.458,6.604,2.667,3.708,10.7,4.617,0.8,193.396
2011-02-01,190.542,3.938,11.084,14.021,31.938,17.917,3.875,10.958,11.0,4.238,-0.9,201.625
2011-02-02,190.413,2.579,4.978,9.618,15.958,6.34,2.304,3.627,5.5,1.612,-1.5,195.392
2011-02-03,192.725,2.562,6.518,11.979,23.992,12.013,2.292,4.917,6.8,1.858,-3.7,199.242
2011-02-04,189.938,2.084,3.834,5.25,9.416,4.167,2.958,7.896,9.2,5.254,1.8,193.77
2011-02-05,193.292,3.166,6.792,10.312,16.062,5.75,4.0,13.479,11.5,6.117,-0.4,200.083
2011-02-06,193.25,4.104,18.208,23.646,41.77,18.125,3.375,20.188,9.4,7.933,6.5,211.458
2011-02-07,184.583,2.666,8.979,10.938,21.708,10.771,2.417,11.958,17.3,13.438,9.4,193.562
2011-02-08,186.062,1.958,3.854,4.521,10.062,5.542,2.375,4.208,10.3,6.458,1.2,189.917
2011-02-09,188.392,2.022,4.294,6.48,12.416,5.938,1.75,4.02,7.5,3.4,-0.4,192.687
2011-02-10,188.517,2.312,5.26,9.766,18.228,8.462,1.75,4.021,11.0,5.25,0.8,193.777
2011-02-11,188.417,2.208,4.562,6.812,12.25,5.438,2.167,4.021,12.2,6.492,2.0,192.979
2011-02-12,190.042,2.23,4.854,6.208,9.229,3.021,2.75,7.188,13.4,7.433,2.7,194.896
2011-02-13,191.729,3.25,9.354,17.334,30.854,13.52,3.125,13.834,12.0,7.221,2.9,201.083
2011-02-14,190.354,3.562,13.666,24.25,41.834,17.584,1.792,14.5,8.8,7.688,5.4,204.021
2011-02-15,190.896,4.193,16.292,22.604,42.792,20.188,2.292,8.706,11.7,8.579,4.6,207.188
2011-02-16,191.664,3.644,14.34,19.792,36.711,16.919,2.739,15.831,10.1,7.475,5.4,206.004
2011-02-17,188.93,2.188,4.87,7.624,13.6,5.978,2.583,7.584,11.1,6.033,3.0,193.8
2011-02-18,191.771,2.334,5.292,7.917,13.542,5.625,2.0,3.708,8.2,3.871,-0.4,197.062
2011-02-19,195.938,2.688,7.396,11.396,16.562,5.166,2.75,4.75,10.2,3.538,-3.1,203.333
2011-02-20,195.979,3.146,10.916,17.417,28.27,10.854,3.167,9.416,11.1,5.258,-1.9,206.896
2011-02-21,191.958,2.896,10.25,17.666,29.542,11.875,3.208,9.334,12.8,7.846,-0.4,202.208
2011-02-22,192.73,3.104,10.854,16.417,23.584,7.166,5.083,22.917,14.7,10.604,7.5,203.584
2011-02-23,187.209,3.112,10.066,13.834,22.27,8.438,2.542,7.166,17.7,12.125,8.6,197.275
2011-02-24,193.668,3.667,12.233,16.505,25.75,9.244,4.333,18.333,16.4,11.808,6.8,205.902
2011-02-25,191.208,3.584,9.583,15.458,22.125,6.666,3.208,18.188,14.7,11.5,10.0,200.792
2011-02-26,192.584,2.854,8.208,11.792,16.48,4.688,2.5,8.75,12.2,8.896,5.1,200.792
2011-02-27,192.792,2.729,9.25,14.834,22.916,8.084,2.792,6.104,13.1,7.958,2.6,202.042
2011-02-28,195.438,2.604,10.125,19.854,27.542,7.688,3.625,9.146,11.8,7.483,3.4,205.562
2011-03-01,193.758,3.196,12.692,17.834,29.646,11.812,2.792,7.688,14.6,9.583,3.9,206.449
2011-03-02,191.782,4.084,16.52,26.404,47.58,21.176,2.333,7.166,11.2,9.004,5.9,208.302
2011-03-03,190.708,3.062,9.292,17.25,24.542,7.292,2.625,10.562,11.9,10.117,8.9,200.0
2011-03-04,193.77,3.104,6.271,11.354,14.396,3.042,3.292,19.458,9.5,8.017,7.1,200.042
2011-03-05,189.25,3.122,14.896,22.804,32.225,9.422,1.957,7.123,14.2,11.158,8.0,204.146
2011-03-06,187.208,3.646,12.479,18.0,34.792,16.792,3.292,9.43,22.9,17.004,12.4,199.688
2011-03-07,188.468,3.646,10.86,16.021,26.979,10.958,3.833,11.834,16.7,14.846,13.3,199.327
2011-03-08,192.875,3.872,16.958,22.312,36.583,14.271,4.5,18.166,16.3,13.6,11.3,209.833
2011-03-09,192.739,3.334,15.957,20.788,33.922,13.134,2.708,9.771,11.7,10.688,9.9,208.696
2011-03-10,191.708,2.958,7.917,13.729,20.854,7.125,1.792,4.854,10.5,9.438,7.8,199.625
2011-03-11,190.792,2.542,5.25,6.021,8.979,2.958,2.833,7.542,14.1,9.021,4.9,196.042
2011-03-12,191.167,2.188,3.375,5.98,9.083,3.104,2.083,6.188,10.7,6.067,1.5,194.542
2011-03-13,192.792,2.25,4.25,8.917,14.145,5.23,2.167,6.062,12.5,6.862,2.3,197.042
2011-03-14,190.666,2.312,3.84,11.479,20.562,9.084,3.083,8.75,14.0,8.021,1.5,194.506
2011-03-15,191.75,2.834,5.916,13.354,20.979,7.625,4.417,12.729,17.2,9.988,3.8,197.666
2011-03-16,192.532,2.854,9.428,16.63,25.642,9.012,3.957,11.462,13.5,8.954,3.6,201.96
2011-03-17,190.375,3.938,17.125,21.688,30.938,9.25,2.083,11.021,13.2,10.883,8.5,207.5
2011-03-18,188.125,3.521,9.75,11.812,16.729,4.916,1.917,7.25,15.4,12.654,9.5,197.875
2011-03-19,186.083,2.396,5.438,9.729,15.833,6.104,3.0,7.896,16.1,11.642,7.1,191.521
2011-03-20,186.875,2.104,5.104,8.854,14.416,5.562,2.708,4.327,16.7,10.083,3.3,191.979
2011-03-21,188.914,2.125,5.722,9.812,15.125,5.312,2.833,5.377,16.2,9.825,3.8,194.636
2011-03-22,188.208,2.188,6.208,9.479,15.812,6.333,3.292,8.041,20.7,12.783,2.6,194.417
2011-03-23,188.322,2.646,8.388,16.18,22.466,6.286,2.292,7.75,12.0,10.55,9.3,196.71
2011-03-24,185.666,2.396,5.48,7.958,11.333,3.375,2.542,3.938,17.2,13.412,8.1,191.146
2011-03-25,190.396,2.562,3.188,4.042,5.646,1.604,2.333,5.396,12.2,8.367,4.5,193.583
2011-03-26,193.021,2.479,3.625,8.0,11.75,3.75,2.292,4.896,14.1,8.129,3.5,196.646
2011-03-27,193.562,2.416,6.104,11.562,16.438,4.875,3.208,9.328,17.1,9.888,1.7,199.667
2011-03-28,191.998,3.042,6.824,14.312,21.75,7.438,4.792,22.312,18.9,12.217,5.6,198.822
2011-03-29,193.25,2.852,6.208,14.27,20.062,5.792,3.542,11.646,16.7,11.029,3.0,199.458
2011-03-30,190.133,2.688,8.96,13.954,21.7,7.746,3.625,14.02,19.5,14.329,7.0,199.093
2011-03-31,183.125,2.021,3.958,5.834,9.292,3.458,2.292,11.625,16.8,13.867,7.0,187.084
2011-04-01,190.812,2.792,15.688,13.688,19.958,6.271,3.81,12.524,16.1,10.854,4.2,206.5
2011-04-02,188.48,2.98,12.854,9.75,15.416,5.666,4.458,25.354,22.2,15.688,7.5,201.333
2011-04-03,187.062,2.896,8.958,8.084,10.792,2.708,3.708,20.062,14.6,11.858,6.9,196.021
2011-04-04,189.584,2.875,12.271,11.646,16.125,4.48,3.5,13.584,15.9,10.871,6.0,201.854
2011-04-05,190.438,2.666,13.0,13.729,20.146,6.416,3.625,11.22,14.8,9.829,3.3,203.438
2011-04-06,190.354,3.108,18.051,17.0,24.062,7.062,4.417,18.688,20.7,12.354,4.4,208.405
2011-04-07,188.672,2.854,15.553,17.503,28.292,10.789,4.083,14.521,21.6,14.871,8.5,204.226
2011-04-08,186.604,2.458,16.355,16.75,27.062,10.312,3.542,15.979,21.0,16.55,11.8,202.958
2011-04-09,183.729,2.562,13.458,13.48,19.771,6.292,2.542,12.333,20.1,16.158,13.7,197.188
2011-04-10,186.104,2.73,10.167,6.646,9.75,3.104,3.417,17.188,18.2,14.525,10.2,196.271
2011-04-11,186.188,3.312,10.083,11.52,18.5,6.979,5.25,31.083,21.8,15.204,8.6,196.271
2011-04-12,184.875,2.542,10.333,10.812,16.375,5.562,3.708,20.625,17.4,13.017,7.7,195.208
2011-04-13,187.504,2.873,10.221,13.125,19.584,6.458,4.25,21.062,21.8,13.838,5.1,197.725
2011-04-14,189.172,3.146,15.334,17.622,24.42,6.798,5.292,26.021,23.7,15.321,7.0,204.506
2011-04-15,186.146,2.562,13.193,14.855,22.562,7.708,4.792,23.917,23.0,16.25,10.2,199.339
2011-04-16,184.229,2.771,11.292,9.104,14.98,5.875,4.25,29.23,27.3,18.608,13.5,195.52
2011-04-17,186.167,2.229,8.271,5.562,8.229,2.666,3.792,19.604,19.7,15.708,11.7,194.438
2011-04-18,184.375,2.021,9.875,7.312,10.896,3.584,3.875,15.375,21.1,16.304,12.6,194.25
2011-04-19,183.73,2.416,8.104,8.125,13.646,5.52,3.208,8.146,18.8,14.575,11.0,191.834
2011-04-20,186.292,2.406,8.375,7.375,11.146,3.771,3.375,9.875,20.4,14.217,9.0,194.666
2011-04-21,187.784,2.584,12.587,11.55,17.804,6.253,4.708,14.417,19.1,15.517,11.6,200.371
2011-04-22,186.991,2.312,12.416,12.479,19.062,6.583,3.5,16.0,20.7,16.462,11.1,199.407
2011-04-23,182.646,2.125,9.167,8.916,12.77,3.854,2.125,15.334,18.3,15.954,13.5,191.812
2011-04-24,185.104,2.354,5.292,6.0,8.396,2.396,3.0,12.292,20.7,14.508,9.9,190.396
2011-04-25,188.625,2.625,7.958,11.542,17.48,5.938,3.0,15.083,19.2,13.462,7.7,196.584
2011-04-26,187.854,2.667,11.0,16.0,24.042,8.042,4.208,19.146,21.6,16.133,8.6,198.854
2011-04-27,182.416,2.314,9.48,8.229,12.5,4.271,3.667,37.02,24.0,20.083,17.7,191.896
2011-04-28,184.557,2.625,3.856,8.324,12.44,4.116,3.625,13.104,21.8,17.55,12.8,188.413
2011-04-29,188.866,2.334,3.796,7.792,11.834,4.042,3.167,8.938,21.6,15.804,9.9,192.661
2011-04-30,190.542,2.625,7.812,11.5,15.958,4.458,4.333,19.062,22.7,17.154,9.6,198.354
2011-05-01,187.084,2.208,7.688,8.229,11.125,2.896,2.708,15.292,18.5,16.925,15.0,194.771
2011-05-02,188.479,2.896,9.896,9.602,13.35,3.748,3.957,66.711,24.3,18.912,13.1,198.375
2011-05-03,190.875,3.042,9.666,9.312,12.52,3.208,4.667,64.375,21.3,17.771,13.0,200.542
2011-05-04,189.562,2.746,8.354,6.104,8.188,2.084,3.458,49.334,20.8,17.529,13.4,197.916
2011-05-05,189.487,2.688,9.979,7.479,10.146,2.666,3.833,38.562,21.3,17.438,13.5,199.466
2011-05-06,188.369,2.75,11.983,9.458,13.5,4.042,4.167,31.521,22.1,18.054,13.8,200.352
2011-05-07,184.229,2.021,9.958,9.834,13.229,3.396,3.75,17.188,23.6,19.412,16.1,194.188
2011-05-08,182.646,2.062,6.0,5.27,8.834,3.562,4.917,20.73,30.9,24.138,17.6,188.646
2011-05-09,186.125,2.792,10.229,12.604,18.688,6.084,6.042,34.604,26.6,21.121,14.8,196.354
2011-05-10,176.979,1.896,12.042,12.688,22.292,9.604,5.0,33.02,31.4,24.204,19.6,189.021
2011-05-11,183.854,2.624,16.479,19.166,25.188,6.021,3.0,8.416,21.8,17.067,15.8,200.334
2011-05-12,185.892,3.021,18.962,23.75,35.678,11.928,2.667,12.792,20.3,17.817,16.4,204.854
2011-05-13,182.536,2.062,5.612,9.084,15.708,6.625,3.917,28.938,27.3,22.704,18.8,188.146
2011-05-14,186.125,2.021,3.583,8.271,14.625,6.354,4.292,29.208,26.4,21.154,15.3,189.708
2011-05-15,189.604,2.042,6.312,8.792,12.062,3.27,4.917,22.854,24.3,19.554,12.0,195.916
2011-05-16,189.584,2.166,9.396,15.962,22.04,6.078,4.0,26.761,23.6,19.554,13.4,198.979
2011-05-17,187.75,2.23,10.792,15.896,22.5,6.604,3.042,28.292,23.1,18.583,14.7,198.542
2011-05-18,190.208,2.916,8.833,15.604,21.375,5.77,3.292,27.375,26.2,19.017,12.5,199.042
2011-05-19,187.79,2.438,12.39,14.613,20.206,5.592,3.458,31.396,26.3,19.8,12.0,200.18
2011-05-20,184.496,2.104,12.46,13.479,20.146,6.666,3.25,36.333,26.3,21.217,16.5,196.956
2011-05-21,181.375,2.021,10.875,9.646,15.25,5.604,2.917,27.916,27.9,23.254,18.2,192.25
2011-05-22,177.791,1.542,7.708,7.48,12.605,5.125,2.875,13.188,25.5,22.338,18.6,185.5
2011-05-23,185.562,2.188,15.375,13.333,17.292,3.958,3.333,11.708,20.4,17.642,14.0,200.938
2011-05-24,186.208,2.083,12.042,12.958,16.125,3.167,2.833,5.125,21.2,16.4,13.1,198.25
2011-05-25,187.854,2.172,13.583,13.75,19.584,5.833,3.708,13.875,24.0,18.988,13.7,201.438
2011-05-26,186.93,1.729,7.5,10.556,14.044,3.488,4.0,15.708,26.1,20.433,15.0,194.43
2011-05-27,184.536,1.666,10.824,14.979,18.0,3.02,4.208,12.334,21.3,19.608,18.0,195.358
2011-05-28,184.708,2.292,12.021,16.875,20.812,3.938,2.25,15.854,21.1,19.704,17.8,196.729
2011-05-29,181.92,1.916,8.932,9.354,12.166,2.812,2.0,17.604,22.8,20.983,19.5,190.852
2011-05-30,178.346,1.812,10.375,11.042,14.958,3.916,2.708,18.479,26.5,21.767,18.6,188.72
2011-05-31,183.479,2.042,12.562,14.792,19.979,5.188,3.042,9.562,22.3,18.008,14.3,196.042
2011-06-01,185.875,2.642,9.688,18.75,27.73,8.979,2.5,25.458,16.6,14.929,13.3,195.562
2011-06-02,184.297,2.396,12.204,16.556,25.478,8.922,2.091,12.699,18.1,16.683,15.2,196.502
2011-06-03,184.614,2.354,14.818,14.916,24.146,9.229,3.0,13.958,24.7,20.162,15.3,199.432
2011-06-04,183.916,2.479,14.229,9.312,17.042,7.729,3.167,33.688,27.7,22.738,17.4,198.146
2011-06-05,181.646,2.312,13.812,8.917,15.02,6.104,3.792,35.646,26.5,22.338,19.8,195.458
2011-06-06,183.0,2.333,35.375,12.125,19.771,7.646,3.792,30.125,27.8,23.012,16.7,218.375
2011-06-07,183.208,2.334,53.5,15.208,24.375,9.166,3.792,31.208,24.2,21.004,18.2,236.708
2011-06-08,180.562,2.192,58.084,13.0,20.083,7.084,3.875,14.229,27.7,22.783,20.0,238.646
2011-06-09,183.158,2.354,75.416,15.372,23.53,8.157,6.0,24.812,25.9,23.029,20.3,258.574
2011-06-10,184.892,2.188,71.413,14.312,21.979,7.667,3.583,25.896,27.6,23.808,19.7,256.305
2011-06-11,180.034,2.062,50.916,10.312,15.104,4.792,2.958,23.062,26.2,23.717,20.8,230.95
2011-06-12,190.666,2.792,11.583,12.271,15.771,3.5,3.833,27.562,26.2,23.375,19.2,202.25
2011-06-13,188.792,2.771,15.75,16.896,24.208,7.312,2.625,18.208,26.6,22.125,18.4,204.542
2011-06-14,191.921,2.666,16.154,13.26,22.35,9.09,3.391,30.178,27.9,23.383,18.8,208.076
2011-06-15,190.604,2.188,12.188,11.729,16.375,4.646,3.875,21.834,27.1,23.062,20.4,202.792
2011-06-16,190.659,2.666,14.084,16.325,23.658,7.334,3.25,20.584,23.3,20.712,18.9,204.742
2011-06-17,188.979,2.354,11.354,13.416,19.438,6.02,2.667,10.02,25.8,22.504,18.9,200.334
2011-06-18,186.98,2.75,10.491,13.688,18.792,5.104,3.083,17.666,23.0,21.454,20.4,197.471
2011-06-19,187.938,2.75,8.417,8.584,11.604,3.02,2.917,15.48,25.4,22.592,20.1,196.354
2011-06-20,185.584,2.375,15.312,18.084,26.416,8.334,2.25,15.521,24.6,22.638,21.2,200.896
2011-06-21,179.73,1.73,11.479,13.938,24.375,10.438,2.208,12.5,28.1,24.704,22.3,191.208
2011-06-22,181.896,2.214,12.146,16.334,27.5,11.166,3.667,23.0,33.4,27.812,21.8,194.042
2011-06-23,174.307,1.125,6.184,10.396,18.81,8.414,2.75,22.646,31.5,27.392,24.4,180.49
2011-06-24,173.417,1.084,4.625,7.021,12.855,5.834,2.0,21.663,32.3,27.779,25.5,178.042
2011-06-25,178.409,1.479,7.736,9.334,13.584,4.25,2.792,25.48,34.4,29.138,24.3,186.145
2011-06-26,181.688,1.229,5.458,9.208,11.438,2.229,2.917,26.52,30.6,26.375,23.8,187.146
2011-06-27,177.625,1.166,6.312,6.834,12.833,6.0,2.042,18.958,31.2,27.825,25.2,183.938
2011-06-28,175.916,1.208,6.916,9.271,14.104,4.834,2.917,20.479,34.8,29.696,26.4,182.833
2011-06-29,181.206,1.75,13.237,14.458,21.5,7.042,3.708,35.167,35.0,29.733,25.2,194.443
2011-06-30,183.396,2.021,12.481,15.172,19.69,4.518,3.875,43.188,34.8,29.467,24.8,195.876
2011-07-01,182.146,1.729,14.208,14.067,23.35,9.282,3.522,35.39,34.5,28.262,25.2,196.354
2011-07-02,181.435,2.146,8.398,9.188,14.292,5.104,3.042,23.438,33.1,28.225,23.8,189.834
2011-07-03,183.73,2.292,8.062,8.75,12.145,3.396,2.75,37.854,33.2,28.65,25.3,191.792
2011-07-04,175.166,1.521,4.801,6.858,12.112,5.254,2.333,39.834,32.5,28.683,23.9,179.968
2011-07-05,183.625,1.896,7.583,12.146,18.27,6.125,3.208,18.042,35.7,28.362,22.9,191.208
2011-07-06,189.583,2.299,13.084,11.146,15.896,4.75,4.208,29.438,31.7,26.733,21.3,202.666
2011-07-07,179.833,1.688,7.45,11.351,21.012,9.66,2.875,13.812,27.1,24.479,22.0,187.282
2011-07-08,178.646,1.52,8.104,10.334,23.708,13.375,1.917,20.292,32.4,27.954,24.2,186.75
2011-07-09,181.666,1.542,11.0,10.416,19.77,9.354,2.125,21.104,33.8,28.921,25.9,192.666
2011-07-10,181.062,1.5,7.542,6.958,12.875,5.916,2.208,14.062,33.9,29.196,24.7,188.604
2011-07-11,179.776,1.479,9.923,7.75,17.438,9.688,2.208,13.208,32.8,28.8,24.5,189.699
2011-07-12,180.312,1.479,9.646,7.938,18.708,10.771,2.042,11.229,32.3,28.521,24.7,189.958
2011-07-13,179.916,1.377,8.916,8.792,20.271,11.479,2.208,13.542,33.0,28.388,24.0,188.834
2011-07-14,180.526,1.5,8.316,9.446,19.562,10.116,2.583,10.25,33.6,28.692,24.2,188.842
2011-07-15,178.479,1.583,10.062,9.604,19.062,9.458,3.083,17.062,34.0,28.867,23.7,188.542
2011-07-16,177.583,1.354,7.52,8.604,13.771,5.166,3.125,18.396,32.7,29.171,25.5,185.104
2011-07-17,176.02,1.062,5.25,4.688,7.771,3.083,2.792,17.708,33.8,29.2,23.9,181.27
2011-07-18,174.438,1.021,7.034,4.542,8.354,3.812,2.167,17.312,31.8,29.079,26.0,181.472
2011-07-19,171.812,1.166,5.125,3.74,6.528,2.788,2.0,34.534,28.3,26.979,26.1,176.938
2011-07-20,172.415,1.108,5.948,4.896,7.021,2.125,2.25,28.292,26.7,25.8,25.3,178.362
2011-07-21,181.756,1.021,4.848,7.375,12.166,4.792,4.083,11.604,29.1,26.45,22.2,186.604
2011-07-22,184.458,1.333,7.25,9.875,13.104,3.229,4.958,14.146,29.1,24.254,21.2,191.708
2011-07-23,186.75,1.75,16.0,11.479,15.916,4.438,3.708,27.938,29.9,25.114,20.1,202.75
2011-07-24,184.833,1.521,6.229,7.458,9.521,2.062,2.542,32.75,28.2,25.958,23.9,191.062
2011-07-25,182.067,1.354,8.416,8.812,15.834,7.021,1.708,19.875,30.9,26.588,22.9,190.484
2011-07-26,183.75,1.542,9.938,11.688,23.104,11.416,1.583,18.104,27.1,24.625,23.2,193.688
2011-07-27,179.208,1.506,8.271,11.167,24.354,13.188,1.083,13.667,29.9,26.071,23.2,187.479
2011-07-28,177.976,2.104,11.108,14.72,27.976,13.256,1.583,20.229,30.1,27.317,25.4,189.084
2011-07-29,183.021,2.52,12.166,11.48,22.729,11.25,2.083,28.021,31.2,27.071,24.2,195.188
2011-07-30,182.229,2.458,10.5,10.77,17.188,6.416,1.833,29.604,31.4,25.846,23.8,192.729
2011-07-31,182.312,2.042,7.312,6.938,10.042,3.104,1.958,14.812,31.9,26.312,23.1,189.625
2011-08-01,185.984,2.625,10.38,10.032,14.66,4.628,2.739,25.074,31.4,27.417,23.7,196.364
2011-08-02,186.021,2.417,9.396,12.771,18.917,6.146,2.708,28.042,30.8,26.912,24.1,195.416
2011-08-03,181.416,1.768,9.625,8.958,15.334,6.375,2.5,22.375,31.9,28.154,24.0,191.042
2011-08-04,178.106,1.146,5.044,8.13,13.019,4.888,2.792,17.042,34.5,29.3,24.7,183.15
2011-08-05,176.73,1.48,6.312,10.062,17.854,7.792,1.667,14.334,31.0,26.858,25.4,183.042
2011-08-06,178.812,1.542,7.354,7.521,17.375,9.854,1.458,13.834,33.8,28.867,25.1,186.166
2011-08-07,177.188,1.479,5.75,6.979,10.688,3.708,1.75,20.834,33.0,28.788,25.8,182.938
2011-08-08,178.144,1.729,10.032,9.166,15.042,5.875,1.792,25.562,33.3,29.238,25.8,188.176
2011-08-09,177.98,1.604,7.021,10.875,17.812,6.938,2.083,23.0,33.3,29.283,25.7,185.0
2011-08-10,177.792,1.72,7.146,12.208,19.562,7.354,2.042,34.458,35.3,30.208,27.0,184.938
2011-08-11,177.876,1.812,18.884,9.267,15.962,6.695,3.083,35.479,38.0,31.346,26.2,196.762
2011-08-12,181.882,1.875,6.415,9.48,13.854,4.375,3.5,40.354,36.9,30.554,25.6,188.297
2011-08-13,183.271,1.896,6.708,6.125,8.438,2.312,2.5,37.812,32.8,28.929,26.1,189.979
2011-08-14,181.062,1.312,3.438,4.958,7.25,2.292,2.875,42.792,34.8,29.446,25.4,184.5
2011-08-15,179.264,1.25,3.856,5.792,9.062,3.271,2.625,32.812,34.4,29.446,25.4,183.12
2011-08-16,183.062,2.021,4.208,6.479,9.25,2.771,3.125,31.77,35.0,30.192,25.1,187.271
2011-08-17,181.208,1.761,5.666,11.12,16.353,5.233,2.783,36.844,35.0,30.412,26.1,186.875
2011-08-18,176.458,1.333,5.73,11.439,17.983,6.544,1.917,43.75,34.6,30.204,27.2,182.188
2011-08-19,181.839,1.812,9.074,13.562,19.812,6.25,1.417,27.292,31.5,27.704,23.8,190.913
2011-08-20,186.125,1.979,8.875,12.0,17.125,5.125,2.417,11.542,27.9,25.088,22.4,195.0
2011-08-21,188.146,2.375,8.666,10.27,14.104,3.834,1.667,18.062,26.7,23.992,22.0,196.812
2011-08-22,188.396,2.625,10.777,16.23,28.27,12.042,1.833,12.584,25.5,23.425,21.5,199.174
2011-08-23,184.962,1.875,10.345,12.292,23.021,10.73,1.333,28.708,31.4,27.029,23.7,195.307
2011-08-24,178.531,1.279,8.404,7.27,17.271,10.0,1.458,18.771,32.1,27.117,23.7,186.935
2011-08-25,181.61,1.854,10.566,14.558,31.146,16.587,1.167,10.221,28.4,25.804,24.6,192.176
2011-08-26,181.955,1.438,10.864,8.792,22.812,14.021,1.417,14.333,32.0,27.771,23.4,192.818
2011-08-27,182.446,1.875,11.23,11.188,17.75,6.562,1.75,12.812,32.0,27.562,24.5,193.675
2011-08-28,184.334,2.208,7.958,7.479,10.646,3.167,2.208,24.02,31.7,27.792,24.0,192.292
2011-08-29,184.73,2.5,10.333,11.083,14.979,3.896,3.125,24.938,33.8,28.992,24.8,195.062
2011-08-30,183.77,2.084,11.958,14.25,19.292,5.042,3.333,19.562,34.1,28.917,23.5,195.729
2011-08-31,175.542,1.193,10.98,11.171,17.731,6.56,1.875,15.688,31.8,27.9,25.4,186.52
2011-09-01,172.25,1.125,7.271,6.998,12.92,5.922,1.261,14.132,31.0,28.104,24.9,179.52
2011-09-02,175.14,1.021,3.947,5.062,8.229,3.167,1.125,33.582,29.6,27.617,26.7,179.087
2011-09-03,174.461,1.0,4.62,2.438,4.312,1.875,1.0,43.188,29.6,27.262,24.5,179.081
2011-09-04,176.312,1.208,5.208,5.521,9.084,3.562,1.083,23.417,26.8,25.179,23.7,181.52
2011-09-05,181.646,2.146,16.625,17.48,33.042,15.562,1.292,13.042,26.0,24.696,23.7,198.271
2011-09-06,184.75,1.812,8.875,9.208,18.312,9.104,2.333,12.05,30.7,25.704,21.8,193.625
2011-09-07,190.081,2.034,9.922,12.438,19.916,7.479,3.417,16.5,31.2,24.179,19.4,200.002
2011-09-08,191.176,1.854,9.978,12.345,17.388,5.044,3.125,22.354,30.3,24.75,18.6,201.155
