date,HUM_max,HUM_mean,HUM_min,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,NO2_mean,NOX_mean,NO_mean,PM25_mean
2014-11-19,72.0,48.333,31.0,1.0,10.396,17.2,10.725,4.6,6.25,6.667,0.417,10.333
2014-11-20,85.0,68.667,44.0,1.5,17.708,15.2,8.688,4.3,18.5,23.042,4.542,17.375
2014-11-21,93.0,73.583,46.0,1.917,25.5,18.7,9.408,2.4,18.458,35.583,17.125,26.917
2014-11-22,90.0,69.125,38.0,2.25,18.958,20.8,12.354,5.0,19.542,27.625,8.083,18.458
2014-11-23,90.0,66.5,38.0,1.083,12.938,22.0,13.321,6.5,9.542,11.583,2.042,13.833
2014-11-24,90.0,72.417,44.0,2.478,20.521,19.8,11.762,5.8,17.0,21.435,4.435,17.333
2014-11-25,95.0,91.708,87.0,1.083,25.229,13.2,11.862,9.9,25.875,32.708,6.833,20.167
2014-11-26,96.0,89.875,72.0,1.083,13.729,13.9,13.362,12.8,18.667,22.958,4.292,11.375
2014-11-27,87.0,61.667,38.0,0.833,8.27,20.1,13.692,8.0,7.458,8.0,0.542,7.375
2014-11-28,88.0,84.042,73.0,2.0,16.188,16.9,13.354,8.1,16.375,25.333,8.958,14.0
2014-11-29,97.0,83.333,65.0,1.292,13.23,18.2,16.204,13.8,9.292,10.667,1.375,8.167
2014-11-30,94.0,80.417,56.0,2.417,14.208,19.1,14.225,7.9,12.875,15.292,2.417,10.875
2014-12-01,96.0,85.917,55.0,0.609,11.688,15.5,13.917,11.2,8.783,10.043,1.261,8.167
2014-12-02,71.0,42.583,31.0,0.333,6.062,10.6,7.775,5.2,3.083,3.125,0.042,4.75
2014-12-03,77.0,50.625,35.0,0.792,6.416,11.9,7.525,4.7,4.0,4.292,0.292,6.25
2014-12-04,88.0,82.667,76.0,1.292,12.276,8.7,7.408,6.3,18.87,24.217,5.348,10.591
2014-12-05,76.0,52.087,34.0,0.188,4.562,10.9,6.926,4.2,3.792,3.958,0.167,5.875
2014-12-06,66.0,52.583,46.0,0.565,5.938,7.1,5.125,3.7,4.542,4.667,0.125,5.667
2014-12-07,80.0,60.333,48.0,0.375,3.5,9.3,6.212,2.3,4.167,4.417,0.25,4.542
2014-12-08,89.0,69.208,40.0,1.917,17.666,13.1,5.742,-0.3,20.913,29.609,8.696,17.125
2014-12-09,83.0,61.208,45.0,1.208,7.75,13.3,7.738,2.4,8.75,9.833,1.083,8.042
2014-12-10,74.0,57.958,44.0,3.208,17.084,12.0,6.954,2.2,20.0,24.917,4.917,15.5
2014-12-11,92.0,78.333,65.0,2.0,25.0,10.9,9.083,7.0,20.826,31.304,10.478,20.208
2014-12-12,72.0,62.917,52.0,0.958,12.125,10.6,8.646,5.8,5.875,6.0,0.125,8.75
2014-12-13,57.0,46.792,35.0,0.957,10.208,11.2,6.408,3.6,3.875,4.208,0.333,8.375
2014-12-14,55.0,48.208,41.0,0.5,8.958,8.3,5.375,2.9,3.083,3.333,0.25,6.0
2014-12-15,72.0,58.75,50.0,1.208,9.25,10.2,6.358,4.8,10.261,11.435,1.174,8.458
2014-12-16,92.0,75.458,51.0,1.417,15.042,7.9,5.321,4.0,20.042,28.708,8.667,11.375
2014-12-17,51.0,40.417,31.0,0.208,9.542,5.4,2.996,0.8,2.5,2.708,0.208,5.042
2014-12-18,80.0,67.583,50.0,0.333,0.833,4.0,2.062,0.8,3.917,4.167,0.25,3.708
2014-12-19,80.0,65.167,40.0,1.958,7.496,10.7,4.112,0.4,18.375,24.875,6.5,10.667
2014-12-20,94.0,81.875,71.0,1.565,16.0,9.5,6.117,1.6,19.417,33.0,13.583,13.625
2014-12-21,74.0,55.667,38.0,0.792,14.458,12.4,8.254,5.5,4.208,4.417,0.208,11.375
2014-12-22,56.0,44.667,33.0,0.625,4.956,8.7,5.179,2.6,4.773,5.091,0.318,5.167
2014-12-23,81.0,62.125,50.0,0.542,7.084,11.3,6.529,1.1,6.833,7.417,0.583,6.708
2014-12-24,86.0,69.292,47.0,1.708,22.076,12.2,5.896,-0.8,20.25,30.75,10.5,20.917
2014-12-25,76.0,63.333,45.0,1.667,9.688,11.5,7.517,4.1,8.125,8.292,0.167,8.75
2014-12-26,73.0,58.625,49.0,0.542,0.834,8.9,5.792,4.1,4.958,5.25,0.292,3.0
2014-12-27,69.0,50.0,33.0,1.348,5.542,10.8,4.879,-0.9,5.958,6.5,0.542,5.75
2014-12-28,81.0,64.292,45.0,2.792,26.5,7.8,3.454,-3.7,17.333,20.042,2.708,23.25
2014-12-29,92.0,76.333,56.0,1.708,13.274,13.6,7.842,5.0,7.043,7.391,0.348,9.958
2014-12-30,76.0,59.75,44.0,3.0,31.542,13.4,8.85,6.3,5.583,5.75,0.167,28.625
2014-12-31,78.0,56.875,30.0,2.292,25.562,14.2,8.921,5.7,6.0,6.458,0.458,22.042
2015-01-01,75.0,56.292,38.0,0.417,6.591,12.8,7.612,1.3,2.75,2.792,0.042,5.0
2015-01-02,86.0,71.917,48.0,1.5,17.841,13.7,5.788,-0.9,9.292,10.708,1.417,13.708
2015-01-03,90.0,76.875,52.0,1.458,29.938,15.1,7.908,2.3,12.25,14.5,2.25,22.958
2015-01-04,95.0,71.375,50.0,1.478,32.104,17.6,10.262,2.7,6.783,8.957,2.174,23.292
2015-01-05,82.0,63.292,50.0,1.542,35.087,14.4,10.896,7.2,5.182,5.318,0.136,27.364
2015-01-06,76.0,63.5,52.0,1.708,12.083,12.8,10.575,7.7,8.708,9.5,0.792,9.25
2015-01-07,75.0,60.917,49.0,0.625,8.458,11.6,8.817,6.0,4.958,5.292,0.333,4.417
2015-01-08,83.0,62.375,44.0,0.826,13.292,10.8,7.5,2.9,8.417,8.958,0.542,8.958
2015-01-09,60.0,52.833,41.0,0.5,5.7,12.9,8.062,5.0,4.458,4.75,0.292,3.708
2015-01-10,66.0,51.75,38.0,0.958,9.604,13.2,8.412,5.7,3.667,3.875,0.208,7.25
2015-01-11,73.0,61.958,44.0,0.826,13.521,12.8,8.146,5.2,5.174,5.348,0.174,11.333
2015-01-12,79.0,61.708,47.0,1.208,8.845,10.0,7.171,4.0,7.696,8.348,0.652,6.0
2015-01-13,76.0,58.167,39.0,1.625,9.042,12.0,6.438,0.5,9.958,12.542,2.583,6.042
2015-01-14,61.0,50.875,41.0,0.708,7.875,11.5,7.071,3.7,5.75,6.333,0.583,7.182
2015-01-15,73.0,53.25,38.0,0.708,6.777,11.7,6.492,2.0,3.75,4.042,0.292,8.5
2015-01-16,88.0,63.292,42.0,0.625,9.16,11.6,5.571,-0.6,5.958,6.417,0.458,8.667
2015-01-17,84.0,63.208,39.0,1.375,14.94,11.7,5.758,-1.2,13.833,15.875,2.042,12.5
2015-01-18,95.0,80.875,68.0,0.522,10.507,11.4,9.038,5.9,7.913,8.522,0.609,4.792
2015-01-19,57.0,44.667,33.0,0.292,6.326,7.3,3.838,0.9,2.667,3.0,0.333,4.333
2015-01-20,90.0,70.542,45.0,0.417,4.782,6.1,3.225,0.8,3.708,4.083,0.375,1.875
2015-01-21,80.0,62.5,45.0,1.208,5.216,10.2,5.625,2.8,6.75,7.25,0.5,2.917
2015-01-22,72.0,52.167,32.0,2.125,5.858,11.2,5.346,1.6,13.231,15.462,2.231,4.375
2015-01-23,80.0,61.25,45.0,2.0,14.304,4.6,2.921,1.3,,,,10.458
2015-01-24,60.0,37.333,18.0,1.25,10.533,4.1,1.146,-2.2,,,,9.625
2015-01-25,85.0,65.375,38.0,1.13,8.938,6.4,1.283,-3.3,,,,9.167
2015-01-26,83.0,57.583,37.0,1.125,14.812,10.0,4.108,-3.0,9.625,9.625,0.0,13.792
2015-01-27,83.0,62.292,40.0,1.708,21.625,12.9,6.083,-0.6,14.708,17.125,2.417,20.042
2015-01-28,87.0,63.625,40.0,1.958,27.41,14.8,7.762,-0.8,18.125,21.833,3.708,23.375
2015-01-29,95.0,85.208,60.0,1.375,31.416,9.0,7.942,6.6,25.667,30.667,5.0,20.042
2015-01-30,96.0,75.708,55.0,0.75,6.752,10.6,8.662,6.5,10.167,10.458,0.292,4.417
2015-01-31,69.0,54.375,38.0,1.5,13.27,13.2,8.308,5.2,5.375,5.375,0.0,10.053
2015-02-01,74.0,69.292,60.0,2.478,30.104,9.1,7.175,5.6,10.913,10.957,0.043,23.458
2015-02-02,80.0,54.167,35.0,1.0,9.792,13.5,6.921,2.9,9.609,10.522,0.913,7.348
2015-02-03,56.0,44.708,33.0,0.25,5.667,11.6,5.942,1.6,2.958,3.167,0.208,3.917
2015-02-04,75.0,53.833,35.0,1.208,12.512,12.8,5.854,-0.7,13.875,16.125,2.25,7.0
2015-02-05,88.0,60.625,37.0,0.958,16.834,14.0,6.8,0.7,13.417,14.125,0.708,12.583
2015-02-06,84.0,65.208,45.0,0.292,12.968,9.6,5.467,0.9,7.75,8.042,0.292,10.75
2015-02-07,72.0,48.708,28.0,0.292,4.92,11.5,5.358,-0.1,3.042,3.042,0.0,3.833
2015-02-08,78.0,56.25,31.0,2.217,12.984,9.1,3.3,-2.5,18.783,24.391,5.609,10.625
2015-02-09,74.0,63.0,52.0,1.292,15.042,11.4,6.417,3.0,4.708,4.833,0.125,14.667
2015-02-10,74.0,53.458,38.0,0.708,7.48,9.9,5.896,3.3,3.583,3.75,0.167,7.5
2015-02-11,80.0,52.875,28.0,1.917,14.834,13.0,5.95,0.3,10.542,12.083,1.542,10.333
2015-02-12,83.0,77.375,66.0,2.125,31.562,10.3,7.492,3.1,27.833,33.083,5.25,25.958
2015-02-13,99.0,86.292,73.0,2.333,45.104,15.0,10.292,7.1,27.833,43.708,15.875,24.042
2015-02-14,99.0,82.833,62.0,0.417,14.615,19.8,15.05,11.3,8.375,9.083,0.708,4.458
2015-02-15,83.0,61.917,46.0,0.174,5.979,11.5,7.879,3.7,3.818,4.045,0.227,4.792
2015-02-16,66.0,51.333,32.0,0.458,7.601,9.4,5.592,3.4,5.0,5.417,0.417,6.292
2015-02-17,75.0,63.042,43.0,0.417,8.35,9.7,5.767,3.1,4.167,4.417,0.25,6.708
2015-02-18,82.0,60.417,29.0,1.0,10.042,11.8,4.896,-1.0,12.125,15.417,3.292,7.167
2015-02-19,86.0,65.333,39.0,2.292,20.958,16.5,7.612,0.0,24.5,33.75,9.25,16.333
2015-02-20,96.0,87.917,75.0,1.042,25.208,8.9,7.442,5.7,21.667,26.042,4.375,16.0
2015-02-21,89.0,59.125,37.0,0.292,13.042,12.2,8.533,4.7,2.792,2.792,0.0,9.042
2015-02-22,70.0,55.375,44.0,1.304,9.896,10.1,7.3,4.5,8.87,9.304,0.435,7.625
2015-02-23,80.0,60.375,38.0,2.091,15.089,14.3,9.183,4.6,16.667,18.292,1.625,12.75
2015-02-24,64.0,47.083,34.0,0.833,13.826,11.8,7.008,3.3,2.875,2.875,0.0,8.708
2015-02-25,60.0,44.625,24.0,0.5,4.579,12.1,6.238,2.2,3.375,3.5,0.125,2.333
2015-02-26,68.0,53.542,33.0,1.125,17.875,11.3,6.062,2.3,4.875,5.083,0.208,17.042
2015-02-27,85.0,64.875,44.0,2.167,28.042,10.2,6.346,-0.6,9.75,10.958,1.208,22.375
2015-02-28,83.0,61.5,35.0,3.5,39.584,15.2,9.817,4.1,10.917,11.792,0.875,31.583
2015-03-01,76.0,59.958,44.0,0.167,7.772,6.8,3.404,0.7,3.333,3.625,0.292,7.458
2015-03-02,82.0,58.5,39.0,0.958,13.396,12.1,5.717,-0.5,7.833,8.875,1.042,12.25
2015-03-03,87.0,62.25,38.0,1.708,24.418,15.9,7.738,-1.2,15.87,20.087,4.217,19.565
2015-03-04,92.0,66.458,40.0,2.625,32.125,16.3,9.679,1.9,17.167,23.0,5.833,25.417
2015-03-05,86.0,74.875,54.0,2.417,42.646,16.7,11.879,7.4,16.833,20.417,3.583,31.917
2015-03-06,96.0,84.125,73.0,0.917,32.0,15.5,13.562,11.7,7.708,8.208,0.5,19.042
2015-03-07,98.0,94.708,87.0,0.478,25.522,17.1,14.725,11.3,20.739,26.391,5.652,13.833
2015-03-08,99.0,77.375,55.0,1.0,23.812,22.1,15.05,9.3,16.333,23.042,6.708,14.708
2015-03-09,94.0,80.917,62.0,0.958,24.854,12.9,10.833,8.2,11.708,12.333,0.625,12.375
2015-03-10,80.0,59.917,43.0,0.833,8.667,11.0,8.371,6.0,5.833,6.167,0.333,5.583
2015-03-11,68.0,50.958,35.0,0.875,8.604,14.0,8.6,4.8,6.143,6.571,0.429,4.5
2015-03-12,71.0,49.958,30.0,0.792,4.7,14.6,7.862,1.4,5.583,6.333,0.75,1.333
2015-03-13,87.0,60.625,37.0,2.583,12.762,13.5,7.979,1.7,13.25,15.292,2.042,9.208
2015-03-14,91.0,84.0,60.0,0.304,13.5,7.5,6.921,6.2,8.176,8.529,0.353,8.636
2015-03-15,69.0,54.292,39.0,0.5,16.208,13.4,8.742,4.7,3.958,4.208,0.25,14.667
2015-03-16,85.0,67.375,49.0,2.167,15.854,12.1,6.75,0.7,19.25,23.875,4.625,10.583
2015-03-17,90.0,65.875,30.0,1.625,17.708,21.4,11.138,2.7,15.25,21.792,6.542,12.958
2015-03-18,98.0,81.875,64.0,1.5,26.104,17.2,12.779,6.4,14.583,18.375,3.792,15.792
2015-03-19,99.0,81.792,61.0,0.792,17.2,21.2,15.671,11.5,5.625,6.708,1.083,8.875
2015-03-20,71.0,57.417,46.0,0.125,27.438,15.4,11.529,8.5,3.208,3.542,0.333,17.958
2015-03-21,57.0,47.875,34.0,0.435,6.272,16.5,10.171,6.7,3.294,3.412,0.118,2.792
2015-03-22,85.0,56.708,28.0,0.958,6.729,16.3,9.667,2.1,8.958,9.708,0.75,2.792
2015-03-23,86.0,60.5,34.0,1.583,24.208,20.0,12.721,6.2,13.5,13.833,0.333,17.292
2015-03-24,66.0,47.292,31.0,0.458,12.41,15.4,10.408,6.3,4.042,4.042,0.0,7.5
2015-03-25,59.0,48.583,38.0,0.375,3.952,12.9,8.358,5.2,3.208,3.208,0.0,1.5
2015-03-26,72.0,45.167,22.0,0.583,4.821,15.2,9.221,4.3,4.25,4.25,0.0,0.792
2015-03-27,85.0,62.375,34.0,2.042,14.916,15.4,8.867,1.0,12.167,14.583,2.417,11.875
2015-03-28,84.0,60.708,38.0,1.696,14.519,18.2,12.312,7.5,9.591,10.5,0.909,11.042
2015-03-29,83.0,59.833,34.0,2.417,20.479,16.2,12.2,4.5,9.667,10.792,1.125,17.958
2015-03-30,86.0,63.5,41.0,3.0,38.125,19.5,14.188,7.1,18.292,21.708,3.417,30.0
2015-03-31,84.0,54.542,28.0,3.208,35.562,20.8,15.167,8.3,17.167,19.958,2.792,27.042
2015-04-01,95.0,88.792,73.0,0.875,51.026,16.1,14.046,12.4,18.417,21.75,3.333,25.083
2015-04-02,85.0,76.75,71.0,1.583,13.004,14.0,12.429,8.9,7.13,7.957,0.826,10.261
2015-04-03,96.0,91.958,76.0,1.208,32.688,15.1,13.688,11.6,21.292,28.25,6.958,14.75
2015-04-04,98.0,83.375,67.0,1.913,23.604,22.1,16.642,13.9,14.75,18.792,4.042,9.958
2015-04-05,97.0,93.958,87.0,0.125,13.458,14.0,13.388,12.6,6.833,7.625,0.792,7.0
2015-04-06,96.0,86.375,68.0,2.167,17.546,21.3,16.346,13.2,21.739,28.217,6.478,8.958
2015-04-07,85.0,72.125,65.0,1.125,8.0,13.3,11.462,9.5,7.667,7.667,0.0,6.917
2015-04-08,88.0,74.333,61.0,0.958,11.021,11.2,8.896,7.0,7.75,8.083,0.333,9.375
2015-04-09,78.0,70.167,62.0,1.375,17.125,13.6,10.929,8.2,10.708,12.333,1.625,11.625
2015-04-10,94.0,80.25,64.0,1.083,25.188,11.4,10.492,9.8,14.75,15.542,0.792,15.958
2015-04-11,95.0,76.708,50.0,0.826,17.604,20.2,13.821,10.4,8.667,9.458,0.792,13.0
2015-04-12,80.0,69.667,56.0,1.708,16.438,17.5,13.992,10.9,10.292,11.958,1.667,12.833
2015-04-13,96.0,87.125,61.0,0.25,15.812,13.9,12.7,11.0,14.0,15.174,1.174,11.208
2015-04-14,98.0,96.125,95.0,0.667,21.416,15.1,14.104,13.0,13.87,16.565,2.696,9.333
2015-04-15,96.0,81.167,52.0,0.75,19.152,17.7,12.817,9.2,9.792,10.667,0.875,12.958
2015-04-16,88.0,65.542,36.0,2.75,35.812,22.2,15.254,7.5,13.917,15.583,1.667,29.292
2015-04-17,93.0,62.0,37.0,1.125,38.562,19.2,14.142,10.2,9.5,10.292,0.792,22.917
2015-04-18,83.0,58.417,30.0,1.913,31.416,18.4,12.642,5.1,11.458,13.5,2.042,16.542
2015-04-19,82.0,70.042,50.0,2.125,33.021,18.8,14.121,8.4,16.708,18.708,2.0,21.5
2015-04-20,99.0,93.875,85.0,0.417,33.829,20.6,17.762,15.6,4.043,4.957,0.913,13.792
2015-04-21,91.0,66.917,47.0,0.583,6.6,20.2,15.488,12.7,5.952,6.333,0.381,5.042
2015-04-22,89.0,73.0,49.0,1.125,17.479,20.4,16.258,13.0,11.833,13.875,2.042,13.167
2015-04-23,95.0,62.25,23.0,1.292,22.479,25.7,18.658,12.1,11.583,14.042,2.458,17.042
2015-04-24,90.0,73.25,54.0,2.458,35.333,21.4,18.129,15.6,9.833,10.625,0.792,24.625
2015-04-25,82.0,47.708,20.0,1.652,30.875,26.1,19.596,14.4,12.042,12.917,0.875,26.208
2015-04-26,88.0,72.958,55.0,1.875,37.854,22.1,17.233,12.4,7.5,8.125,0.625,28.042
2015-04-27,91.0,71.167,43.0,2.5,43.042,25.2,19.429,12.3,10.391,12.435,2.043,33.292
2015-04-28,93.0,80.958,68.0,2.875,50.0,22.1,19.371,15.1,11.958,15.708,3.75,35.333
2015-04-29,92.0,75.833,57.0,1.667,18.98,21.7,19.021,16.9,6.875,7.542,0.667,13.958
2015-04-30,91.0,73.25,46.0,1.0,12.646,23.5,18.667,14.2,7.292,8.75,1.458,9.167
2015-05-01,91.0,72.833,41.0,2.792,14.37,25.5,19.508,14.0,8.087,9.783,1.696,10.043
2015-05-02,96.0,75.583,50.0,3.87,19.146,25.4,19.8,13.9,7.25,8.958,1.708,12.0
2015-05-03,92.0,80.583,65.0,1.5,11.73,22.5,19.238,15.3,4.875,6.083,1.208,9.917
2015-05-04,97.0,91.5,72.0,0.958,16.163,20.2,18.9,17.0,3.913,4.609,0.696,10.958
2015-05-05,77.0,58.25,28.0,2.542,20.021,25.3,18.912,14.6,4.042,4.625,0.583,13.958
2015-05-06,88.0,73.458,53.0,2.167,22.104,23.1,17.896,12.2,6.708,7.708,1.0,14.25
2015-05-07,89.0,67.042,30.0,1.667,20.771,25.9,20.4,17.0,6.958,7.833,0.875,14.167
2015-05-08,90.0,64.833,36.0,1.375,18.604,27.9,21.688,15.5,9.458,10.5,1.042,16.833
2015-05-09,90.0,82.667,71.0,1.435,31.666,21.1,18.712,15.7,12.333,13.208,0.875,20.625
2015-05-10,81.0,49.75,33.0,1.0,19.333,25.2,19.288,14.8,5.167,5.583,0.417,15.458
2015-05-11,76.0,55.75,44.0,2.0,14.979,20.3,16.862,10.9,7.348,8.739,1.391,9.917
2015-05-12,99.0,87.458,76.0,0.375,25.22,20.6,18.358,16.9,4.696,5.609,0.913,10.875
2015-05-13,78.0,58.083,34.0,1.417,20.435,27.5,20.071,14.4,7.458,8.417,0.958,17.875
2015-05-14,86.0,64.458,31.0,1.917,28.042,27.0,20.142,12.8,13.542,15.708,2.167,24.917
2015-05-15,94.0,81.167,57.0,1.875,30.151,25.9,21.742,17.8,11.913,14.826,2.913,21.625
2015-05-16,97.0,85.125,72.0,0.522,31.02,22.8,20.425,17.2,9.792,11.125,1.333,20.792
2015-05-17,85.0,56.208,24.0,1.583,24.521,28.6,21.421,15.9,8.583,9.958,1.375,19.958
2015-05-18,92.0,81.5,70.0,1.75,36.146,22.6,19.671,16.2,6.174,7.913,1.739,25.125
2015-05-19,98.0,84.708,65.0,0.958,14.417,26.0,20.275,16.9,14.5,16.583,2.083,11.208
2015-05-20,94.0,62.917,34.0,1.667,22.0,31.2,21.733,14.2,13.125,16.5,3.375,16.375
2015-05-21,88.0,55.417,40.0,0.542,13.208,25.1,18.842,13.3,5.958,6.5,0.542,7.708
2015-05-22,84.0,64.417,45.0,3.125,16.167,23.9,18.554,12.3,13.625,16.5,2.875,13.417
2015-05-23,89.0,71.5,43.0,3.391,25.583,24.6,19.738,14.2,17.125,19.667,2.542,22.042
2015-05-24,86.0,65.292,42.0,1.792,11.333,25.7,20.492,17.2,6.417,7.208,0.792,8.75
2015-05-25,92.0,76.333,57.0,0.917,15.708,24.5,20.383,15.5,8.348,10.0,1.652,12.25
2015-05-26,93.0,62.583,32.0,1.375,17.833,32.1,23.446,16.0,12.75,15.458,2.708,13.708
2015-05-27,84.0,57.0,25.0,1.75,28.75,33.7,24.208,14.0,12.917,14.625,1.708,24.167
2015-05-28,87.0,78.25,68.0,1.708,33.792,24.7,22.246,20.9,7.75,8.75,1.0,26.5
2015-05-29,85.0,70.667,52.0,1.833,24.708,27.2,23.292,20.5,9.25,10.208,0.958,18.667
2015-05-30,92.0,58.75,33.0,1.565,30.458,33.5,26.35,18.2,10.542,11.667,1.125,26.875
2015-05-31,79.0,62.625,43.0,1.083,22.542,30.1,25.05,20.8,6.833,7.667,0.833,17.833
2015-06-01,85.0,75.292,62.0,1.708,21.167,25.7,22.2,19.0,6.304,7.565,1.261,14.583
2015-06-02,92.0,79.042,58.0,2.583,20.391,25.8,22.108,17.5,6.652,8.261,1.609,12.913
2015-06-03,98.0,87.87,66.0,0.667,18.701,23.1,21.374,19.4,7.917,9.375,1.458,11.583
2015-06-04,65.0,52.875,42.0,0.833,8.625,27.1,21.45,17.8,5.583,6.458,0.875,8.083
2015-06-05,93.0,80.45,61.0,1.118,12.54,19.5,16.41,14.2,17.917,21.708,3.792,10.583
2015-06-06,97.0,73.625,52.0,0.25,8.458,25.8,19.804,14.2,5.542,6.333,0.792,6.208
2015-06-07,84.0,75.0,51.0,1.0,11.834,23.2,20.546,18.6,3.667,4.625,0.958,8.542
2015-06-08,96.0,84.333,77.0,0.217,14.062,20.8,19.262,18.2,5.13,6.087,0.957,8.417
2015-06-09,97.0,88.875,81.0,0.042,8.562,22.5,20.317,18.4,11.958,13.958,2.0,6.208
2015-06-10,92.0,74.0,46.0,0.917,17.0,28.8,22.583,18.0,10.875,13.375,2.5,12.375
2015-06-11,98.0,92.625,86.0,0.083,32.458,21.6,20.4,18.9,7.708,9.083,1.375,16.583
2015-06-12,98.0,85.542,67.0,0.458,26.958,29.2,22.996,19.0,12.417,14.458,2.042,16.042
2015-06-13,93.0,68.667,42.0,0.917,47.084,31.4,25.017,19.9,10.583,12.083,1.5,33.667
2015-06-14,94.0,84.667,71.0,0.625,27.875,24.1,21.962,19.4,5.792,6.75,0.958,17.417
2015-06-15,97.0,77.333,54.0,0.652,30.062,29.2,23.792,19.0,10.227,12.136,1.909,19.875
2015-06-16,92.0,87.792,81.0,0.25,43.125,23.6,22.333,20.9,10.25,11.458,1.208,24.542
2015-06-17,95.0,80.208,61.0,0.708,25.375,26.6,22.979,20.5,7.417,8.5,1.083,14.167
2015-06-18,93.0,88.375,85.0,0.0,20.896,22.3,20.912,19.3,5.875,6.5,0.625,12.458
2015-06-19,91.0,78.5,66.0,0.417,15.48,25.4,22.192,20.0,10.417,12.0,1.583,9.583
2015-06-20,90.0,81.5,68.0,0.917,14.562,25.8,22.346,20.5,6.333,7.042,0.708,9.583
2015-06-21,98.0,91.708,86.0,0.125,14.354,21.4,20.212,18.7,3.625,4.292,0.667,8.958
2015-06-22,96.0,83.75,65.0,0.435,13.084,26.0,21.717,17.3,5.957,7.522,1.565,8.125
2015-06-23,95.0,82.417,59.0,0.083,25.396,27.9,23.217,20.7,6.043,7.174,1.13,16.667
2015-06-24,95.0,80.25,60.0,0.833,29.583,28.4,23.538,19.9,5.708,7.25,1.542,17.042
2015-06-25,92.0,79.167,63.0,0.25,23.208,27.4,24.129,22.3,4.875,6.333,1.458,13.667
2015-06-26,98.0,93.708,89.0,0.0,15.354,22.7,21.717,20.7,3.75,4.583,0.833,8.333
2015-06-27,98.0,82.125,71.0,0.042,12.167,26.4,22.975,20.9,5.875,6.833,0.958,5.125
2015-06-28,76.0,66.583,56.0,0.0,6.334,26.2,22.583,19.8,3.667,4.208,0.542,5.292
2015-06-29,84.0,73.875,66.0,0.609,12.458,24.8,21.929,19.7,7.913,9.304,1.391,8.917
2015-06-30,94.0,82.083,68.0,0.167,14.604,25.2,21.946,19.6,5.25,6.208,0.958,8.875
2015-07-01,99.0,93.333,84.0,0.208,12.365,23.8,21.471,19.0,9.522,10.913,1.391,8.174
2015-07-02,96.0,86.167,73.0,0.5,18.792,26.5,23.017,20.6,10.792,12.292,1.5,11.417
2015-07-03,99.0,93.917,84.0,1.0,19.0,23.5,21.933,19.9,10.042,11.333,1.292,11.25
2015-07-04,97.0,94.875,92.0,0.125,25.75,23.4,22.083,20.5,9.542,11.25,1.708,14.792
2015-07-05,98.0,94.5,89.0,0.208,25.146,21.8,20.592,19.3,6.333,6.75,0.417,16.167
2015-07-06,98.0,96.625,95.0,0.0,16.834,21.8,20.808,19.8,10.13,10.87,0.739,9.708
2015-07-07,99.0,96.667,95.0,0.125,24.771,23.1,21.883,20.7,11.458,12.292,0.833,9.542
2015-07-08,99.0,96.375,87.0,0.125,30.5,24.7,22.546,21.0,17.458,22.583,5.125,12.25
2015-07-09,99.0,95.0,90.0,0.792,18.833,25.5,23.1,22.2,12.333,16.625,4.292,9.913
2015-07-10,97.0,88.708,79.0,0.458,25.854,26.2,23.475,21.7,9.417,10.917,1.5,13.583
2015-07-11,98.0,85.042,64.0,1.167,36.75,29.7,25.371,20.8,9.083,11.542,2.458,16.875
2015-07-12,97.0,88.167,76.0,0.708,30.98,29.0,26.25,24.1,5.583,7.5,1.917,16.375
2015-07-13,99.0,85.833,75.0,0.522,23.364,31.1,28.012,25.4,2.696,5.13,2.435,8.958
2015-07-14,94.0,84.208,71.0,2.417,17.708,31.2,27.796,25.6,3.042,5.667,2.625,6.417
2015-07-15,95.0,80.0,60.0,0.708,14.771,32.3,28.012,24.7,2.957,5.522,2.565,5.208
2015-07-16,99.0,91.042,84.0,0.0,43.521,29.0,26.483,23.4,3.0,4.333,1.333,12.087
2015-07-17,94.0,90.542,87.0,2.042,51.333,26.8,26.008,25.1,0.417,1.333,0.917,14.5
2015-07-18,97.0,89.208,74.0,0.458,25.916,30.0,26.217,24.5,3.667,5.833,2.167,8.583
2015-07-19,97.0,85.667,72.0,0.5,22.084,30.5,27.2,24.6,6.333,11.958,5.625,10.75
2015-07-20,95.0,79.708,64.0,0.13,18.479,32.1,28.067,24.5,4.217,8.043,3.826,9.625
2015-07-21,92.0,82.042,70.0,4.417,17.375,30.4,27.254,25.2,3.417,5.917,2.5,6.583
2015-07-22,97.0,92.375,86.0,1.417,15.916,27.3,25.725,24.7,3.292,5.125,1.833,6.667
2015-07-23,99.0,90.292,79.0,0.0,12.104,28.3,25.971,24.0,6.083,8.542,2.458,7.583
2015-07-24,96.0,77.792,54.0,0.083,17.938,34.2,28.742,24.8,11.125,15.125,4.0,13.333
2015-07-25,96.0,75.25,53.0,0.208,19.542,34.7,29.825,25.1,8.875,13.833,4.958,15.208
2015-07-26,87.0,68.458,45.0,0.0,14.521,36.8,30.396,26.0,6.583,9.792,3.208,10.75
2015-07-27,90.0,76.625,62.0,0.087,19.907,33.3,29.425,24.8,4.478,6.87,2.391,12.042
2015-07-28,82.0,67.625,51.0,0.0,24.084,36.2,31.012,27.7,5.625,6.875,1.25,15.417
2015-07-29,87.0,73.25,49.0,0.417,32.562,36.4,30.642,26.9,10.043,12.043,2.0,19.833
