date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean
2011-01-01,9.661,12.458,2.797,,4.146
2011-01-02,3.547,4.667,1.12,,3.078
2011-01-03,4.79,6.211,1.421,,4.903
2011-01-04,4.141,5.427,1.286,,5.936
2011-01-05,9.474,15.781,6.307,,2.385
2011-01-06,15.862,28.676,12.814,,2.552
2011-01-07,10.366,19.085,8.719,,2.104
2011-01-08,10.693,15.516,4.823,,2.281
2011-01-09,10.214,15.724,5.51,,4.344
2011-01-10,17.958,33.35,15.392,,5.315
2011-01-11,9.782,17.917,8.135,,3.979
2011-01-12,19.307,38.724,19.417,,3.396
2011-01-13,12.574,25.991,13.417,,4.0
2011-01-14,8.375,12.677,4.302,,5.234
2011-01-15,7.76,11.583,3.823,,2.88
2011-01-16,10.396,17.151,6.755,,2.313
2011-01-17,15.891,30.196,14.306,,2.251
2011-01-18,21.818,45.469,23.651,,2.906
2011-01-19,16.073,29.708,13.635,,2.318
2011-01-20,9.927,13.708,3.781,,2.021
2011-01-21,12.016,17.99,5.974,,1.792
2011-01-22,9.995,14.833,4.838,,3.031
2011-01-23,6.042,8.542,2.5,,2.453
2011-01-24,8.969,11.894,2.925,,2.491
2011-01-25,8.298,11.675,3.377,,3.271
2011-01-26,7.205,9.452,2.247,,2.688
2011-01-27,13.599,21.495,7.896,,4.26
2011-01-28,10.51,14.927,4.417,,3.833
2011-01-29,9.771,14.193,4.422,,2.208
2011-01-30,9.354,15.062,5.708,,2.193
2011-01-31,12.369,19.757,7.388,,2.654
2011-02-01,11.446,19.347,7.9,,3.677
2011-02-02,6.162,8.214,2.052,,2.62
2011-02-03,14.406,23.479,9.073,,2.959
2011-02-04,11.156,17.87,6.714,,5.026
2011-02-05,10.135,14.167,4.031,,5.865
2011-02-06,16.573,22.151,5.578,,4.919
2011-02-07,9.599,13.943,4.344,,3.476
2011-02-08,5.003,7.878,2.875,,2.762
2011-02-09,9.755,16.927,7.172,,2.495
2011-02-10,9.508,14.012,4.504,,2.61
2011-02-11,8.281,12.359,4.078,,2.589
2011-02-12,8.245,11.448,3.203,,2.786
2011-02-13,17.557,24.12,6.562,,2.578
2011-02-14,16.198,22.807,6.609,,2.062
2011-02-15,9.563,13.669,4.106,,2.277
2011-02-16,11.891,20.0,8.109,,2.812
2011-02-17,9.012,15.65,6.638,,2.734
2011-02-18,5.474,7.438,1.964,,2.349
2011-02-19,8.516,12.448,3.932,,2.636
2011-02-20,14.779,24.599,9.82,,3.049
2011-02-21,23.917,43.344,19.427,,5.229
2011-02-22,17.328,23.714,6.386,,3.613
2011-02-23,14.417,22.651,8.234,,3.286
2011-02-24,11.479,15.677,4.198,,4.818
2011-02-25,10.224,13.443,3.219,,2.74
2011-02-26,4.313,6.104,1.792,,2.281
2011-02-27,9.141,13.552,4.411,,2.297
2011-02-28,14.274,23.653,9.379,,2.495
2011-03-01,22.614,38.802,16.188,,3.792
2011-03-02,18.187,30.354,12.166,,3.359
2011-03-03,7.729,10.943,3.214,,2.594
2011-03-04,9.625,12.422,2.797,,2.01
2011-03-05,19.182,31.198,12.016,,2.464
2011-03-06,21.635,42.448,20.812,,3.823
2011-03-07,14.222,23.308,9.086,,3.943
2011-03-08,18.891,33.016,14.125,,3.484
2011-03-09,16.646,24.838,8.193,,2.583
