date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,SO2_mean
2012-05-12,3.139,4.097,0.958,,6.656,0.292
2012-05-13,6.347,7.861,1.514,,11.76,1.229
2012-05-14,14.359,19.701,5.342,,24.594,2.456
2012-05-15,12.0,14.417,2.417,,13.667,0.812
2012-05-16,10.694,12.889,2.194,,29.635,2.729
2012-05-17,22.889,28.431,5.542,,56.0,3.688
2012-05-18,6.462,8.227,1.766,,23.667,1.042
2012-05-19,9.875,12.43,2.556,,25.198,2.396
2012-05-20,7.722,9.736,2.014,,30.333,2.25
2012-05-21,12.1,14.801,2.701,,27.448,2.348
2012-05-22,19.458,24.642,5.184,,29.979,2.854
2012-05-23,19.805,26.278,6.472,,33.531,2.396
2012-05-24,17.639,22.639,5.0,,31.129,3.729
2012-05-25,23.347,28.639,5.292,,49.625,4.0
2012-05-26,10.736,12.819,2.083,,26.979,2.542
2012-05-27,7.319,8.861,1.541,,30.75,2.5
2012-05-28,9.508,11.561,2.053,,25.601,1.196
2012-05-29,17.014,21.389,4.375,,43.136,2.75
2012-05-30,11.486,14.181,2.694,,20.084,2.312
2012-05-31,8.458,10.542,2.083,,41.24,1.438
2012-06-01,8.514,10.93,2.417,,27.26,1.438
2012-06-02,6.333,8.514,2.181,,28.333,1.292
2012-06-03,5.833,7.375,1.541,,20.0,1.542
2012-06-04,10.032,13.186,3.153,,22.936,2.087
2012-06-05,12.875,16.167,3.292,,20.875,1.438
2012-06-06,10.591,13.678,3.086,,18.704,1.63
2012-06-07,8.236,9.958,1.722,,24.708,1.812
2012-06-08,9.833,12.597,2.764,,31.458,1.604
2012-06-09,8.514,10.18,1.667,,14.792,0.542
2012-06-10,4.305,5.347,1.042,,12.562,0.416
2012-06-11,7.441,9.048,1.607,,14.792,1.739
2012-06-12,10.25,12.056,1.806,,14.396,1.52
2012-06-13,10.944,13.903,2.958,,17.656,1.562
2012-06-14,7.708,9.153,1.444,,19.354,1.854
2012-06-15,3.792,4.778,0.986,,20.354,1.479
2012-06-16,7.292,9.458,2.167,,15.281,0.562
2012-06-17,7.562,10.188,2.625,,8.614,0.938
2012-06-18,15.896,21.52,5.625,,19.646,2.0
2012-06-19,5.574,7.639,2.065,,25.26,0.938
2012-06-20,8.834,11.875,3.042,,11.615,1.084
2012-06-21,15.698,19.283,3.585,,18.391,1.958
2012-06-22,10.889,14.639,3.75,,15.094,0.916
2012-06-23,9.916,12.403,2.486,,10.146,1.688
2012-06-24,11.333,14.611,3.278,,28.062,2.416
2012-06-25,6.039,7.491,1.452,,20.844,1.218
2012-06-26,8.107,9.938,1.832,,21.938,1.938
2012-06-27,10.75,12.833,2.083,,28.25,2.208
2012-06-28,13.125,16.389,3.264,,23.156,2.021
2012-06-29,12.375,18.486,6.111,,25.339,2.896
2012-06-30,9.042,10.986,1.944,,31.062,2.0
2012-07-01,7.125,8.639,1.514,,22.758,0.771
2012-07-02,11.395,14.869,3.473,,21.055,2.152
2012-07-03,15.139,17.819,2.681,,24.325,1.771
2012-07-04,9.819,11.805,1.986,,20.82,2.021
2012-07-05,12.945,16.847,3.903,,23.788,2.604
2012-07-06,17.246,24.011,6.766,,24.926,1.63
2012-07-07,5.361,8.055,2.695,,10.438,0.938
2012-07-08,4.125,5.972,1.847,,16.969,1.625
2012-07-09,6.941,9.362,2.422,,23.052,1.913
2012-07-10,7.041,9.375,2.333,,28.719,1.646
2012-07-11,5.028,6.68,1.653,,20.677,0.938
2012-07-12,3.583,5.097,1.514,,20.115,0.625
2012-07-13,10.458,16.583,6.125,,33.302,1.916
2012-07-14,8.416,13.014,2.889,,31.913,1.354
2012-07-15,3.639,8.236,1.736,,18.854,0.292
2012-07-16,3.776,5.742,2.035,,16.406,0.892
2012-07-17,4.88,6.658,2.389,,20.375,0.834
2012-07-18,8.625,11.667,5.347,,25.604,1.688
2012-07-19,11.194,15.764,5.93,,24.896,2.375
2012-07-20,6.304,8.484,2.179,,26.323,1.708
2012-07-21,7.375,9.847,2.472,,14.281,0.77
2012-07-22,5.139,6.597,1.458,,19.772,1.083
2012-07-23,9.606,12.777,3.171,,27.559,2.935
2012-07-24,11.389,14.875,3.486,,40.51,3.208
2012-07-25,14.401,18.628,4.226,,42.608,3.729
2012-07-26,14.236,18.139,3.903,,47.528,4.214
2012-07-27,11.194,14.736,3.542,,46.469,3.354
2012-07-28,8.361,10.708,2.347,,43.375,3.792
2012-07-29,6.625,8.403,1.778,,49.135,2.416
2012-07-30,3.768,5.553,1.784,,14.333,1.434
2012-07-31,5.569,9.014,3.445,,17.292,1.375
2012-08-01,6.792,9.653,2.861,,18.542,1.5
2012-08-02,4.646,7.188,2.542,,17.816,1.854
2012-08-03,7.236,11.278,4.041,,20.258,2.601
2012-08-04,6.805,9.695,2.889,,19.172,1.66
2012-08-05,3.861,5.708,1.847,,14.708,1.562
2012-08-06,8.869,13.963,5.094,,16.476,1.091
2012-08-07,11.764,18.042,6.278,,20.794,2.133
2012-08-08,6.444,8.75,2.306,,21.448,2.23
2012-08-09,8.111,10.583,2.472,,24.875,2.416
2012-08-10,4.403,5.736,1.333,,28.365,1.938
2012-08-11,9.069,11.958,2.889,,29.573,1.521
2012-08-12,6.708,9.222,2.514,,19.708,1.188
2012-08-13,3.76,5.464,1.703,,20.781,1.108
2012-08-14,4.806,6.458,1.653,,15.177,0.666
2012-08-15,3.597,5.542,1.944,,13.886,0.788
2012-08-16,4.333,6.792,2.458,,15.364,1.188
2012-08-17,9.153,13.417,4.264,,27.677,2.479
2012-08-18,12.014,16.5,4.486,,21.344,1.542
2012-08-19,4.264,6.083,1.82,,12.614,0.75
2012-08-20,5.989,8.91,2.921,,22.964,2.087
2012-08-21,5.989,13.26,7.271,,15.271,1.312
2012-08-22,3.805,9.097,5.292,,15.166,1.646
2012-08-23,5.304,10.712,5.408,,13.741,1.344
2012-08-24,6.417,11.597,5.18,,12.177,1.229
2012-08-25,5.764,9.194,3.431,,21.865,2.938
2012-08-26,3.694,6.125,2.431,,14.917,2.312
2012-08-27,5.088,7.961,2.873,,17.187,1.913
2012-08-28,4.472,6.472,2.0,,15.177,1.875
2012-08-29,5.597,8.306,2.708,,14.323,1.75
2012-08-30,9.542,15.458,5.917,,21.865,2.312
2012-08-31,5.958,9.167,3.208,,16.771,2.208
2012-09-01,4.389,6.361,1.972,,12.583,1.917
2012-09-02,5.111,7.028,1.917,,13.042,1.688
2012-09-03,6.077,8.122,2.045,,10.972,1.5
2012-09-04,8.465,11.125,2.66,,17.514,1.02
2012-09-05,14.536,21.101,6.566,,40.334,2.812
2012-09-06,12.129,17.355,5.226,,33.304,2.065
2012-09-07,12.07,20.028,7.958,,29.069,1.938
2012-09-08,4.792,6.792,2.0,,18.042,1.188
2012-09-09,3.833,5.403,1.569,,11.819,0.625
2012-09-10,5.759,8.155,2.397,,12.25,1.5
2012-09-11,10.264,13.736,3.472,,12.125,1.562
2012-09-12,11.861,15.722,3.861,,16.125,2.312
2012-09-13,15.375,20.986,5.611,,27.708,3.021
2012-09-14,7.944,10.734,2.791,,23.419,2.0
2012-09-15,7.028,9.292,2.264,,13.416,1.312
2012-09-16,5.264,7.375,2.111,,14.43,1.604
2012-09-17,2.15,3.216,1.066,,19.792,0.934
2012-09-18,2.778,4.042,1.264,,20.042,0.854
2012-09-19,5.208,6.861,1.653,,19.153,1.667
2012-09-20,12.56,15.758,3.198,,28.391,2.792
2012-09-21,10.036,15.354,5.318,,21.003,1.834
2012-09-22,10.93,15.181,4.25,,27.75,2.23
2012-09-23,4.861,6.542,1.681,,19.125,1.0
2012-09-24,6.595,8.802,2.207,,7.972,0.718
2012-09-25,13.514,17.403,3.889,,15.01,2.514
2012-09-26,15.764,20.611,4.847,,16.306,1.913
2012-09-27,16.222,22.264,6.042,,23.042,2.292
2012-09-28,18.266,22.644,4.377,,19.667,3.197
2012-09-29,16.43,20.014,3.584,,30.302,3.166
2012-09-30,6.083,7.056,0.972,,27.375,0.542
2012-10-01,8.769,12.7,3.931,,9.351,0.652
2012-10-02,13.431,17.5,4.07,,10.438,1.375
2012-10-03,15.416,19.375,3.958,,13.385,3.062
2012-10-04,9.125,11.986,2.861,,12.99,1.104
2012-10-05,8.59,13.958,5.368,,11.487,0.63
2012-10-06,17.639,25.694,8.056,,24.729,2.5
2012-10-07,5.736,8.111,2.375,,14.24,0.938
2012-10-08,11.281,14.707,3.426,,14.323,2.478
2012-10-09,11.409,14.927,3.518,,16.373,2.938
2012-10-10,8.111,9.75,1.639,,13.771,1.417
2012-10-11,17.403,23.32,5.917,,24.24,2.562
2012-10-12,6.417,8.375,1.958,,13.208,1.062
2012-10-13,9.292,11.847,2.556,,12.886,1.979
2012-10-14,16.055,19.986,3.931,,29.927,2.979
2012-10-15,16.47,21.428,4.958,,28.427,2.782
2012-10-16,17.0,23.384,6.383,,28.677,3.146
2012-10-17,28.458,38.639,10.18,,37.031,1.958
2012-10-18,13.486,16.75,3.264,,11.875,1.166
2012-10-19,5.857,9.822,3.966,,10.542,1.042
2012-10-20,14.875,20.125,5.25,,16.448,2.458
2012-10-21,12.653,17.278,4.625,,26.99,3.354
2012-10-22,15.415,23.399,7.984,,30.792,1.804
2012-10-23,6.264,8.236,1.972,,10.323,0.334
2012-10-24,8.792,11.597,2.805,,10.458,0.5
2012-10-25,27.796,41.119,13.323,,19.083,1.416
2012-10-26,24.139,39.778,15.639,,26.896,1.375
2012-10-27,15.097,21.292,6.195,,29.802,1.208
2012-10-28,9.611,11.778,2.167,,16.479,0.708
2012-10-29,6.661,8.324,1.663,,9.156,0.782
2012-10-30,14.764,20.208,5.444,,14.312,2.25
2012-10-31,14.736,19.805,5.069,,11.886,0.833
2012-11-01,15.902,25.968,10.066,,16.956,1.125
2012-11-02,4.694,6.43,1.736,,11.208,0.301
2012-11-03,3.792,4.986,1.194,,13.833,0.416
2012-11-04,11.264,14.042,2.778,,17.073,0.646
2012-11-05,21.677,32.574,10.897,,31.99,2.478
2012-11-06,9.641,12.384,2.743,,22.599,1.308
2012-11-07,12.236,15.722,3.486,,18.155,2.629
2012-11-08,13.695,16.666,2.972,,23.188,1.584
2012-11-09,8.514,11.194,2.68,,24.151,0.91
2012-11-10,6.75,8.472,1.722,,11.864,0.75
2012-11-11,12.125,15.736,3.611,,14.771,0.938
2012-11-12,9.918,13.097,3.179,,18.027,1.587
2012-11-13,15.264,22.903,7.639,,22.994,2.521
2012-11-14,6.486,8.528,2.042,,12.069,2.312
2012-11-15,9.944,13.5,3.556,,5.116,1.688
2012-11-16,23.167,33.722,10.556,,12.427,2.792
2012-11-17,23.194,38.931,15.736,,21.114,1.562
2012-11-18,3.056,4.333,1.278,,12.094,1.312
2012-11-19,13.418,22.295,8.877,,15.531,2.282
2012-11-20,9.978,13.892,3.914,,15.594,2.0
2012-11-21,17.431,27.903,10.472,,11.333,1.625
2012-11-22,39.859,86.389,46.529,,37.052,4.958
2012-11-23,16.486,27.347,10.861,,25.49,1.972
2012-11-24,4.986,6.528,1.542,,9.271,1.375
2012-11-25,15.333,19.722,4.389,,13.823,2.146
2012-11-26,22.553,38.747,16.194,,20.269,1.261
2012-11-27,4.665,6.512,1.847,,5.625,0.979
2012-11-28,27.111,49.111,22.0,,17.966,2.71
2012-11-29,29.236,56.847,27.611,,33.26,3.375
2012-11-30,20.972,49.028,28.056,,32.676,2.043
2012-12-01,4.528,6.222,1.695,,6.069,1.292
2012-12-02,11.611,14.889,3.278,,11.853,1.638
2012-12-03,26.75,51.611,24.861,,22.081,2.019
2012-12-04,14.843,23.077,8.234,,17.269,0.804
2012-12-05,9.444,12.736,3.292,,8.686,1.449
2012-12-06,7.75,10.292,2.542,,11.083,1.479
2012-12-07,14.861,20.604,5.743,,10.73,1.491
2012-12-08,12.389,18.264,5.875,,18.389,1.75
2012-12-09,3.375,4.972,1.597,,8.491,1.699
2012-12-10,6.777,10.109,3.332,,5.007,0.774
2012-12-11,16.093,26.134,10.041,,9.389,1.37
2012-12-12,13.861,20.444,6.583,,8.002,1.676
2012-12-13,16.57,24.25,7.681,,10.1,2.153
2012-12-14,43.251,87.871,44.62,,30.323,4.458
2012-12-15,29.778,42.806,13.028,,28.721,1.186
2012-12-16,6.778,8.389,1.611,,11.302,0.958
2012-12-17,27.634,49.55,21.917,,22.188,1.652
2012-12-18,13.82,19.722,5.903,,18.26,0.896
2012-12-19,6.597,9.055,2.459,,4.354,0.334
2012-12-20,16.597,25.347,8.75,,8.168,0.978
2012-12-21,28.648,43.044,14.395,,17.161,1.335
2012-12-22,15.292,20.57,5.278,,14.052,0.729
2012-12-23,5.417,7.236,1.82,,14.281,0.792
2012-12-24,6.037,8.123,2.086,,8.01,1.044
2012-12-25,13.861,21.861,8.0,,11.958,1.896
2012-12-26,5.042,7.042,2.0,,6.36,1.405
2012-12-27,11.861,16.361,4.5,,5.225,2.564
2012-12-28,35.653,65.611,29.958,,32.104,2.521
2012-12-29,15.778,20.264,4.486,,15.432,0.94
2012-12-30,13.569,17.528,3.958,,17.694,0.104
2012-12-31,2.535,3.634,1.098,,7.583,0.391
2013-01-01,12.514,16.087,3.572,40.833,42.82,1.521
2013-01-02,4.0,5.458,1.458,12.917,16.083,1.312
2013-01-03,15.875,20.945,5.069,15.75,15.194,2.625
2013-01-04,10.166,14.361,4.195,13.958,14.722,1.854
2013-01-05,3.264,4.806,1.542,4.042,5.667,0.98
2013-01-06,11.931,16.705,4.775,5.5,7.104,2.282
2013-01-07,25.479,39.436,13.956,9.478,9.17,1.636
2013-01-08,35.639,64.097,28.458,21.125,29.584,1.125
2013-01-09,6.865,9.219,2.354,2.958,6.028,0.663
2013-01-10,6.986,10.0,3.014,2.417,3.676,0.657
2013-01-11,7.75,10.097,2.347,9.125,8.539,1.365
2013-01-12,11.347,15.444,4.097,20.125,20.396,2.125
2013-01-13,4.568,5.946,1.379,10.083,11.067,1.254
2013-01-14,17.597,23.486,5.889,6.542,6.152,1.61
2013-01-15,28.375,44.014,15.639,13.167,14.0,3.104
2013-01-16,16.667,22.042,5.375,5.083,7.053,1.908
2013-01-17,11.5,15.167,3.667,7.333,8.177,1.25
2013-01-18,15.028,18.903,3.875,18.667,19.219,3.208
2013-01-19,3.111,4.111,1.0,4.458,5.496,0.337
2013-01-20,19.749,26.203,6.455,15.542,16.125,1.826
2013-01-21,15.528,19.556,4.028,22.167,26.573,2.48
2013-01-22,6.75,8.486,1.736,9.208,10.182,1.312
2013-01-23,12.493,18.159,5.665,10.375,10.625,1.354
2013-01-24,34.43,61.611,27.18,18.5,19.584,5.667
2013-01-25,37.389,62.319,24.93,33.708,34.875,4.438
2013-01-26,14.555,22.361,7.806,23.0,33.11,0.974
2013-01-27,15.893,25.41,9.517,7.083,9.642,1.216
2013-01-28,32.597,58.667,26.069,22.833,21.332,3.782
2013-01-29,18.097,27.291,9.195,14.083,16.302,2.0
2013-01-30,43.944,89.097,45.153,25.375,28.206,3.459
2013-01-31,14.639,25.236,10.597,16.5,23.969,1.708
2013-02-01,31.806,48.125,16.319,18.083,22.961,4.292
2013-02-02,30.111,43.444,13.333,30.875,42.137,1.354
2013-02-03,29.99,55.433,25.443,21.958,36.944,1.588
2013-02-04,7.253,10.998,3.745,3.19,13.49,0.776
2013-02-05,4.764,6.82,2.055,3.583,5.062,1.028
2013-02-06,8.139,13.083,4.944,3.375,4.229,1.439
2013-02-07,14.042,21.226,7.185,6.125,6.892,2.136
2013-02-08,19.583,26.861,7.278,8.792,12.021,0.812
2013-02-09,3.597,5.875,2.278,1.417,4.906,0.146
2013-02-10,6.244,9.28,3.036,8.125,9.99,0.848
2013-02-11,5.153,7.625,2.472,3.5,4.448,0.521
2013-02-12,11.653,16.403,4.75,5.417,7.386,2.25
2013-02-13,9.236,12.5,3.264,2.875,5.172,0.896
2013-02-14,18.773,25.53,6.757,5.417,9.306,1.396
2013-02-15,8.486,10.903,2.417,1.667,4.847,0.0
2013-02-16,2.889,4.583,1.695,15.375,19.014,1.146
2013-02-17,9.811,13.788,3.977,28.043,32.577,2.76
2013-02-18,4.833,7.028,2.194,10.0,11.014,0.417
2013-02-19,6.458,8.667,2.209,7.542,8.5,0.604
2013-02-20,14.083,18.486,4.403,14.625,17.403,2.416
2013-02-21,6.069,8.153,2.083,10.542,10.361,0.979
2013-02-22,5.639,7.569,1.931,6.333,7.222,0.729
2013-02-23,7.264,9.333,2.07,11.708,12.012,1.458
2013-02-24,15.868,22.686,6.818,13.208,14.095,2.565
2013-02-25,21.319,30.195,8.875,47.792,46.531,3.562
2013-02-26,23.722,33.167,9.445,55.708,59.886,4.604
2013-02-27,15.5,18.708,3.208,20.292,41.438,0.604
2013-02-28,11.806,14.569,2.764,18.708,21.125,1.042
2013-03-01,25.653,32.403,6.75,38.625,43.584,2.646
2013-03-02,10.139,12.541,2.403,14.417,19.573,0.875
2013-03-03,7.079,9.114,2.034,5.833,7.281,0.494
2013-03-04,28.014,36.056,8.042,16.292,20.536,2.872
2013-03-05,21.278,27.958,6.681,16.208,27.199,0.585
2013-03-06,4.234,5.598,1.364,9.391,10.116,0.67
2013-03-07,8.089,11.574,3.486,9.292,11.333,0.696
2013-03-08,4.778,6.722,1.944,8.458,7.312,0.562
2013-03-09,6.639,8.889,2.25,13.208,12.573,1.042
2013-03-10,4.506,6.415,1.909,5.833,7.134,0.112
2013-03-11,15.236,20.875,5.639,7.875,6.62,1.164
2013-03-12,38.944,53.903,14.958,25.708,27.208,5.604
2013-03-13,28.004,42.01,14.005,28.167,42.899,0.942
2013-03-14,4.347,5.93,1.583,5.375,5.26,0.0
2013-03-15,8.555,10.445,1.889,14.375,14.667,0.438
2013-03-16,15.569,21.069,5.5,39.458,43.778,2.584
2013-03-17,16.237,21.26,5.022,58.708,73.673,3.976
2013-03-18,35.847,53.264,17.416,75.167,102.042,3.958
2013-03-19,7.805,9.583,1.778,17.708,22.938,1.666
2013-03-20,20.153,26.791,6.638,14.75,25.78,1.0
2013-03-21,3.43,5.028,1.597,4.708,6.896,0.416
2013-03-22,4.306,5.889,1.583,7.167,7.969,0.521
2013-03-23,9.084,11.319,2.236,17.208,19.698,2.396
2013-03-24,14.124,17.127,3.004,39.333,46.329,3.708
2013-03-25,34.764,44.792,10.028,42.167,47.354,4.666
2013-03-26,39.736,61.542,21.805,29.583,47.521,2.708
2013-03-27,19.917,28.167,8.25,17.667,31.271,2.062
2013-03-28,18.666,24.764,6.097,30.458,38.052,2.75
2013-03-29,23.833,31.75,7.917,33.542,38.021,2.375
2013-03-30,3.458,4.556,1.097,6.25,20.7,0.188
2013-03-31,4.692,6.336,1.644,16.792,19.752,0.522
2013-04-01,12.752,15.639,2.887,,21.25,2.304
2013-04-02,30.613,40.462,9.849,,42.344,3.417
2013-04-03,5.764,6.889,1.125,,17.0,0.688
2013-04-04,11.999,14.115,2.115,,26.562,2.438
2013-04-05,20.785,29.072,8.287,,37.587,3.375
2013-04-06,4.324,5.312,0.987,,18.208,0.625
2013-04-07,3.837,4.861,1.024,,7.427,0.688
2013-04-08,5.214,7.274,2.059,,10.582,0.092
2013-04-09,21.26,31.306,10.046,,23.782,1.168
2013-04-10,6.836,8.457,1.621,,18.198,0.334
2013-04-11,5.739,7.153,1.414,,16.271,0.354
2013-04-12,11.983,15.667,3.683,,23.864,0.688
2013-04-13,7.389,8.972,1.583,,15.458,0.188
2013-04-14,10.84,13.458,2.618,,30.323,0.891
2013-04-15,8.815,10.597,1.783,,28.958,2.935
2013-04-16,16.458,20.36,3.902,,24.465,4.167
2013-04-17,14.982,18.887,3.905,,62.0,1.798
2013-04-18,19.847,26.889,7.042,,28.305,2.396
2013-04-19,4.286,5.398,1.111,,14.625,0.334
2013-04-20,12.945,15.75,2.805,,19.5,2.125
2013-04-21,4.981,6.038,1.057,,12.292,0.708
2013-04-22,6.309,8.02,1.71,,12.278,0.456
2013-04-23,15.044,20.528,5.484,,19.986,1.896
2013-04-24,4.746,5.545,0.799,,25.153,0.688
2013-04-25,9.292,11.222,1.93,,21.111,1.312
2013-04-26,10.414,13.673,3.259,,27.486,1.146
2013-04-27,4.752,5.876,1.125,,14.5,0.25
2013-04-28,7.53,8.987,1.457,,13.166,1.354
2013-04-29,11.603,14.97,3.368,,23.153,1.652
2013-04-30,12.222,14.486,2.264,,31.181,0.63
2013-05-01,4.403,5.5,1.097,,15.153,0.104
2013-05-02,3.431,4.465,1.034,,5.597,0.104
2013-05-03,4.881,6.272,1.392,,5.847,0.688
2013-05-04,8.034,10.25,2.216,,13.541,1.334
2013-05-05,4.778,5.819,1.042,,25.181,0.588
2013-05-06,9.662,12.614,2.952,,31.958,1.239
2013-05-07,3.493,5.06,1.567,,9.866,0.108
2013-05-08,7.75,10.875,3.125,,7.592,0.609
2013-05-09,18.264,24.375,6.111,,20.049,2.854
2013-05-10,25.847,35.736,9.889,,42.75,3.333
2013-05-11,17.972,22.389,4.417,,22.348,0.708
2013-05-12,6.305,7.833,1.528,,26.12,1.438
2013-05-13,9.098,11.893,2.795,,25.848,1.348
2013-05-14,11.269,14.709,3.44,,35.03,2.417
2013-05-15,5.097,6.264,1.167,,21.542,1.662
2013-05-16,7.861,9.597,1.736,,28.646,0.52
2013-05-17,7.208,9.32,2.111,,19.073,0.916
2013-05-18,3.806,4.708,0.903,,18.0,0.542
2013-05-19,4.611,5.583,0.972,,13.891,0.271
2013-05-20,13.364,17.208,3.844,,13.635,1.435
2013-05-21,10.833,12.917,2.083,,36.792,1.02
2013-05-22,20.653,26.722,6.069,,47.916,3.438
2013-05-23,12.389,15.083,2.694,,26.063,1.958
2013-05-24,13.083,17.646,4.564,,24.281,2.271
2013-05-25,6.139,7.792,1.653,,31.562,0.792
2013-05-26,4.569,5.681,1.111,,23.854,0.77
2013-05-27,3.098,3.987,0.889,,17.646,1.282
2013-05-28,3.375,4.222,0.847,,14.927,1.062
2013-05-29,4.556,5.555,1.0,,14.167,0.646
2013-05-30,11.069,14.222,3.153,,16.479,1.146
2013-05-31,10.292,13.319,3.028,,22.0,1.229
2013-06-01,6.028,7.194,1.166,,25.583,1.166
2013-06-02,7.084,8.444,1.361,,25.938,2.25
2013-06-03,4.938,6.042,1.105,,19.406,1.348
2013-06-04,7.764,9.5,1.736,,31.01,1.833
2013-06-05,8.264,10.264,2.0,,23.636,1.104
2013-06-06,7.252,9.056,1.804,,22.765,1.666
2013-06-07,11.0,15.903,4.903,,25.82,2.392
2013-06-08,9.472,13.583,4.111,,29.344,1.208
2013-06-09,10.639,14.416,3.778,,24.833,1.834
2013-06-10,3.231,5.121,1.891,,15.323,1.217
2013-06-11,9.264,12.0,2.736,,22.229,1.292
2013-06-12,12.861,17.569,4.708,,31.302,1.354
2013-06-13,8.944,11.986,3.042,,18.208,1.916
2013-06-14,11.25,15.916,4.666,,22.386,2.688
2013-06-15,6.514,8.389,1.875,,17.073,1.292
2013-06-16,6.042,8.055,2.014,,14.229,1.75
2013-06-17,6.645,8.567,1.922,,27.267,1.392
2013-06-18,5.569,7.389,1.819,,40.111,1.854
2013-06-19,9.375,12.097,2.722,,27.917,1.333
2013-06-20,10.242,12.205,1.963,,9.904,0.75
2013-06-21,15.139,18.764,3.625,,12.56,1.75
2013-06-22,8.938,11.279,2.341,,14.396,1.152
2013-06-23,8.639,10.764,2.125,,20.938,1.354
2013-06-24,6.398,8.333,1.935,,24.146,0.891
2013-06-25,6.402,8.798,2.397,,26.136,1.125
2013-06-26,11.07,13.806,2.736,,16.438,0.771
2013-06-27,8.778,11.028,2.25,,13.062,1.438
2013-06-28,6.167,7.667,1.5,,19.125,1.896
2013-06-29,6.139,8.111,1.972,,19.636,0.98
2013-06-30,3.78,5.003,1.223,,17.302,0.862
2013-07-01,3.808,5.383,1.576,,14.359,1.892
2013-07-02,5.167,7.0,1.833,,15.375,1.834
2013-07-03,4.472,5.75,1.278,,18.656,1.146
2013-07-04,6.986,8.861,1.875,,18.542,1.104
2013-07-05,5.514,7.865,2.351,,30.404,1.042
2013-07-06,4.486,6.458,1.972,,27.208,0.646
2013-07-07,6.986,10.07,3.083,,24.788,1.375
2013-07-08,10.524,16.377,5.853,,31.078,2.34
2013-07-09,12.986,21.194,8.208,,38.114,2.75
2013-07-10,10.153,14.389,4.236,,43.01,3.0
2013-07-11,8.972,13.014,4.042,,42.456,2.729
2013-07-12,8.236,11.847,3.611,,42.323,3.0
2013-07-13,9.292,13.375,4.083,,28.103,3.214
2013-07-14,7.542,12.347,3.736,,20.51,2.021
2013-07-15,5.9,9.524,2.471,,15.896,0.456
2013-07-16,7.611,9.431,3.014,,18.656,1.271
2013-07-17,3.709,7.486,1.403,,21.396,0.771
2013-07-18,6.181,7.25,2.542,,22.458,0.458
2013-07-19,6.75,8.667,2.042,,11.993,0.729
2013-07-20,8.556,11.167,2.611,,22.854,1.333
2013-07-21,4.917,6.292,1.375,,23.979,0.916
2013-07-22,7.577,9.674,2.097,,33.979,1.413
2013-07-23,6.986,12.75,5.764,,17.344,0.479
2013-07-24,13.736,19.945,6.209,,26.448,1.188
2013-07-25,12.788,19.703,6.916,,47.41,1.312
2013-07-26,7.588,11.227,3.639,,41.835,1.166
2013-07-27,10.986,14.667,3.681,,47.632,1.666
2013-07-28,6.153,8.75,2.597,,52.641,0.938
2013-07-29,10.361,13.639,3.278,,43.687,0.796
2013-07-30,12.806,17.68,4.875,,57.821,1.229
2013-07-31,14.889,19.528,4.639,,45.959,2.062
2013-08-01,14.875,22.208,7.333,,40.771,1.458
2013-08-02,8.743,11.977,3.235,,26.792,0.792
2013-08-03,6.167,8.722,2.556,,12.073,0.916
2013-08-04,7.111,9.681,2.569,,23.344,1.0
2013-08-05,5.556,8.208,2.653,,25.99,2.022
2013-08-06,10.458,13.403,2.944,,20.302,2.229
2013-08-07,12.681,17.361,4.68,,39.01,2.271
2013-08-08,12.865,17.373,4.508,,46.134,2.576
2013-08-09,17.458,21.847,4.389,,64.156,4.146
2013-08-10,10.458,12.222,1.764,,67.416,3.708
2013-08-11,7.486,9.083,1.597,,52.823,3.25
2013-08-12,10.045,12.378,2.332,,39.778,2.619
2013-08-13,8.708,10.986,2.278,,42.854,2.5
2013-08-14,3.958,5.111,1.153,,59.521,1.917
2013-08-15,3.665,4.766,1.101,,61.818,1.334
2013-08-16,3.486,4.722,1.236,,47.552,1.438
2013-08-17,3.625,4.778,1.153,,31.333,1.292
2013-08-18,4.403,5.917,1.514,,25.75,1.166
2013-08-19,4.481,5.893,1.412,,29.584,0.855
2013-08-20,5.542,8.417,2.875,,18.458,0.834
2013-08-21,9.139,14.0,4.861,,26.492,1.678
2013-08-22,12.11,15.668,3.558,,33.566,2.667
2013-08-23,9.269,13.31,4.041,,28.481,2.479
2013-08-24,8.389,12.597,4.208,,17.294,1.334
2013-08-25,7.486,10.597,3.111,,21.719,0.625
2013-08-26,14.163,21.097,6.934,,25.458,1.701
2013-08-27,10.066,14.553,4.488,,16.747,1.503
2013-08-28,11.236,14.931,3.694,,14.362,2.396
2013-08-29,13.972,19.25,5.278,,27.234,2.5
2013-08-30,13.569,17.722,4.153,,38.104,2.625
2013-08-31,7.014,10.569,3.556,,29.698,1.417
2013-09-01,8.861,11.583,2.722,,19.0,2.667
2013-09-02,7.893,10.993,3.101,,16.583,1.615
2013-09-03,5.083,8.028,2.944,,20.148,1.625
2013-09-04,7.458,9.528,2.069,,19.307,1.146
2013-09-05,10.75,13.764,3.014,,21.554,1.566
2013-09-06,12.303,16.823,4.52,,16.215,2.208
2013-09-07,12.514,17.861,5.347,,24.616,2.125
2013-09-08,5.708,9.153,3.445,,12.361,0.458
2013-09-09,8.547,12.385,3.838,,22.087,1.565
2013-09-10,12.222,17.903,5.681,,29.228,1.604
2013-09-11,8.778,11.903,3.125,,29.942,2.312
