date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean
2011-04-17,2.208,4.128,5.707,1.579,21.333,3.774
2011-04-18,3.875,10.15,18.093,7.942,15.083,2.913
2011-04-19,3.292,8.412,15.379,6.966,7.875,3.245
2011-04-20,2.542,5.609,8.317,2.708,4.083,3.436
2011-04-21,9.609,9.213,26.869,17.655,13.0,3.518
2011-04-22,17.0,12.128,24.925,12.797,17.875,2.741
2011-04-23,15.125,4.658,6.732,2.074,9.333,2.984
2011-04-24,15.167,7.946,14.933,6.987,18.417,3.712
2011-04-25,15.333,11.051,29.528,18.477,17.625,4.062
2011-04-26,14.958,10.218,24.086,13.867,21.75,5.223
2011-04-27,15.292,7.402,12.351,4.95,18.875,2.924
2011-04-28,14.792,9.028,17.329,8.301,18.792,3.564
2011-04-29,14.75,7.31,19.201,11.891,16.708,3.597
2011-04-30,15.167,9.21,31.978,22.768,16.625,3.345
2011-05-01,14.167,4.446,7.39,2.943,16.417,2.532
2011-05-02,14.458,9.074,22.107,13.033,64.5,3.831
2011-05-03,15.542,9.94,29.671,19.731,56.292,2.583
2011-05-04,14.458,6.372,19.065,12.694,32.917,2.851
2011-05-05,14.417,7.95,37.592,29.643,24.167,3.278
2011-05-06,14.667,6.117,19.388,13.271,17.583,2.579
2011-05-07,14.25,4.443,7.042,2.599,3.042,2.421
2011-05-08,13.25,3.939,10.553,6.614,14.625,2.925
2011-05-09,14.167,6.148,26.691,20.542,28.917,3.668
2011-05-10,14.292,5.279,14.217,8.938,31.708,2.79
2011-05-11,13.833,3.635,7.858,4.223,10.435,1.575
2011-05-12,14.292,4.344,10.619,6.275,0.375,1.637
2011-05-13,14.042,5.54,8.345,2.806,18.792,3.758
2011-05-14,14.25,9.378,16.898,7.52,20.875,4.093
2011-05-15,14.25,8.86,31.711,22.851,22.875,4.557
2011-05-16,13.958,6.135,8.315,2.18,30.958,4.69
2011-05-17,14.0,8.157,21.408,13.251,35.208,3.62
2011-05-18,14.25,10.076,32.845,22.769,23.333,5.526
2011-05-19,14.0,6.884,15.664,8.78,26.083,4.125
2011-05-20,13.375,5.057,14.181,9.125,16.542,3.279
2011-05-21,12.708,3.578,6.03,2.452,8.708,2.824
2011-05-22,12.458,3.418,6.333,2.915,7.708,2.754
2011-05-23,13.958,6.085,11.377,5.292,3.167,1.795
2011-05-24,14.0,5.166,7.843,2.677,1.792,2.304
2011-05-25,13.708,5.923,9.502,3.579,7.083,2.995
2011-05-26,7.522,7.245,30.66,23.415,8.792,2.301
2011-05-27,1.667,6.696,15.93,9.235,0.75,1.921
2011-05-28,1.833,7.927,17.05,9.124,-0.667,1.466
2011-05-29,0.542,5.788,11.514,5.726,-2.042,1.63
2011-05-30,0.875,5.153,9.426,4.273,2.417,3.189
2011-05-31,0.667,5.901,22.545,16.645,5.583,3.308
2011-06-01,0.917,7.907,21.616,13.71,5.458,2.573
2011-06-02,6.043,5.674,26.147,20.474,21.917,3.044
2011-06-03,13.417,6.084,13.229,7.145,31.042,2.869
2011-06-04,13.208,4.832,26.084,21.252,24.375,2.786
2011-06-05,13.417,3.719,7.102,3.382,22.292,1.892
2011-06-06,12.792,6.299,29.345,23.046,23.167,2.714
2011-06-07,13.75,5.558,9.648,4.09,18.083,1.807
2011-06-08,13.583,5.772,8.625,2.853,1.583,1.776
2011-06-09,12.708,6.084,10.041,3.957,7.25,2.701
2011-06-10,13.417,6.04,10.483,4.443,20.792,2.565
2011-06-11,13.75,8.005,15.06,7.055,2.833,1.735
2011-06-12,13.333,5.56,10.452,4.892,5.875,1.89
2011-06-13,12.625,8.584,18.724,10.14,5.708,2.345
2011-06-14,13.792,6.195,19.262,13.066,33.917,2.539
2011-06-15,14.792,8.264,18.624,10.36,32.417,3.226
2011-06-16,15.042,7.96,12.716,4.757,5.0,1.854
2011-06-17,14.583,6.292,12.793,6.501,6.417,2.115
2011-06-18,15.125,6.784,10.974,4.191,5.167,1.984
2011-06-19,14.125,6.822,11.381,4.559,2.042,1.764
2011-06-20,13.875,8.095,13.033,4.938,1.125,1.658
2011-06-21,12.708,6.311,12.385,6.074,9.958,2.564
2011-06-22,12.333,4.37,11.137,6.768,23.583,3.086
2011-06-23,11.25,2.795,7.961,5.166,13.708,2.898
2011-06-24,11.333,2.486,7.118,4.633,12.792,2.448
2011-06-25,11.417,2.102,5.733,3.631,8.208,2.79
2011-06-26,10.708,1.406,3.317,1.912,12.125,1.479
2011-06-27,11.708,2.27,6.775,4.505,11.917,1.588
2011-06-28,12.25,2.804,7.721,4.917,11.625,2.988
2011-06-29,12.208,3.301,14.693,11.392,11.913,3.083
2011-06-30,12.292,4.172,8.908,4.736,16.042,3.37
2011-07-01,13.125,5.754,15.109,9.354,20.167,2.146
2011-07-02,13.0,5.296,30.839,25.543,37.125,3.151
2011-07-03,12.792,4.11,10.56,6.45,39.833,2.276
2011-07-04,11.5,3.827,7.947,4.12,29.542,2.652
2011-07-05,11.208,8.609,17.769,9.16,17.167,3.979
2011-07-06,11.917,8.488,29.639,21.151,16.292,2.382
2011-07-07,10.556,5.009,11.995,6.986,13.792,1.592
2011-07-08,5.739,3.079,9.342,6.263,12.0,1.923
2011-07-09,4.958,2.371,7.648,5.278,4.708,1.756
2011-07-10,3.375,2.06,5.828,3.768,5.083,2.356
2011-07-11,3.917,2.456,6.978,4.522,5.208,1.893
2011-07-12,4.875,2.511,9.328,6.817,4.0,1.777
2011-07-13,4.565,3.11,8.646,5.536,3.182,2.103
2011-07-14,3.542,2.75,7.341,4.591,4.5,2.312
2011-07-15,3.833,4.2,16.8,12.599,6.333,2.535
2011-07-16,3.917,3.438,12.558,9.12,9.625,2.473
2011-07-17,3.458,1.742,4.204,2.462,10.333,2.162
2011-07-18,3.833,2.45,7.565,5.115,4.292,1.37
2011-07-19,2.125,1.717,4.505,2.788,2.5,1.399
2011-07-20,4.087,3.973,9.436,5.462,3.25,2.318
2011-07-21,4.708,3.894,6.721,2.827,7.708,2.682
2011-07-22,7.167,5.121,7.89,2.77,9.208,1.688
2011-07-23,4.125,3.752,8.216,4.463,15.917,2.071
2011-07-24,3.958,2.801,5.212,2.411,25.375,2.504
2011-07-25,5.25,4.729,8.431,3.702,12.0,1.873
2011-07-26,4.75,3.728,7.224,3.496,8.292,1.831
2011-07-27,4.522,3.722,9.049,5.327,5.75,1.458
2011-07-28,4.375,3.201,9.038,5.837,8.375,1.779
2011-07-29,4.727,4.927,14.381,9.455,16.458,2.42
2011-07-30,5.333,4.807,18.394,13.587,12.708,2.477
2011-07-31,4.75,3.641,8.156,4.515,24.5,2.059
2011-08-01,5.708,4.537,7.768,3.231,23.0,2.172
2011-08-02,5.583,3.374,7.113,3.738,12.75,1.89
2011-08-03,3.783,2.365,6.443,4.078,6.565,2.112
2011-08-04,4.125,3.138,10.756,7.619,7.125,2.255
2011-08-05,4.25,3.538,11.856,8.317,7.708,1.939
2011-08-06,3.583,1.593,5.87,4.277,7.083,1.596
2011-08-07,2.875,1.723,5.829,4.105,5.292,1.958
2011-08-08,3.5,2.44,7.794,5.354,6.833,1.806
2011-08-09,4.0,3.307,8.005,4.698,10.125,2.062
2011-08-10,4.652,3.392,8.318,4.926,14.042,2.45
2011-08-11,4.208,5.7,20.472,14.772,21.792,2.742
2011-08-12,4.625,5.177,28.3,23.123,20.917,2.737
2011-08-13,4.125,4.015,20.709,16.695,21.083,2.58
2011-08-14,3.75,2.982,9.47,6.488,21.417,2.757
2011-08-15,3.958,3.411,8.647,5.237,16.833,2.513
2011-08-16,5.25,5.418,15.696,10.278,17.458,2.739
2011-08-17,4.522,4.247,25.427,21.18,19.333,4.959
2011-08-18,4.167,4.428,16.563,12.135,21.833,4.122
2011-08-19,5.75,8.028,13.883,5.855,11.333,2.71
2011-08-20,5.0,8.693,32.354,23.66,19.208,2.591
2011-08-21,4.958,6.095,29.14,23.045,21.333,1.391
2011-08-22,4.792,5.517,20.726,15.209,14.625,1.801
2011-08-23,4.667,4.839,17.938,13.1,12.917,1.608
2011-08-24,4.667,3.761,21.55,17.789,11.75,1.766
2011-08-25,5.708,4.348,15.719,11.371,4.167,1.192
2011-08-26,4.042,3.365,14.973,11.608,3.917,1.619
2011-08-27,3.917,3.411,32.178,28.767,6.542,2.002
2011-08-28,4.042,2.458,7.601,5.143,14.625,2.273
2011-08-29,4.042,5.108,35.91,30.802,12.917,2.485
2011-08-30,4.458,5.702,37.906,32.204,16.042,2.835
2011-08-31,5.217,5.87,21.403,15.533,15.375,2.81
2011-09-01,6.25,4.283,11.703,7.42,8.667,1.784
2011-09-02,4.542,5.909,16.077,10.169,0.167,1.389
2011-09-03,6.667,5.568,16.372,10.804,3.875,1.189
2011-09-04,5.083,4.57,18.436,13.866,5.625,1.692
2011-09-05,4.125,4.409,7.625,3.217,3.0,2.915
2011-09-06,5.25,6.036,11.437,5.402,5.458,3.452
2011-09-07,4.913,7.55,22.312,14.761,9.348,3.292
2011-09-08,5.0,6.402,13.393,6.991,17.625,3.338
2011-09-09,5.875,4.234,9.16,4.926,19.667,2.208
2011-09-10,5.542,2.892,7.941,5.049,8.917,2.048
2011-09-11,3.5,1.937,6.215,4.279,4.875,1.737
2011-09-12,5.25,3.512,9.308,5.796,5.625,2.047
2011-09-13,4.333,3.366,22.959,19.594,4.833,2.106
2011-09-14,4.652,4.151,17.869,13.718,4.545,2.333
2011-09-15,5.417,3.912,13.335,9.423,2.583,2.059
2011-09-16,6.125,2.872,8.788,5.916,0.375,1.344
2011-09-17,3.708,1.017,5.912,4.895,4.125,1.152
2011-09-18,2.958,0.843,4.91,4.067,4.208,1.169
2011-09-19,4.292,2.847,11.287,8.44,2.208,1.314
2011-09-20,4.833,1.746,5.32,3.574,1.833,1.169
2011-09-21,3.13,3.618,8.728,5.11,-1.5,2.327
2011-09-22,3.833,3.654,5.974,2.319,0.667,3.088
2011-09-23,4.042,4.228,7.157,2.928,3.458,3.276
2011-09-24,5.25,7.407,14.709,7.302,6.583,4.101
2011-09-25,5.25,7.363,22.628,15.265,7.583,2.886
2011-09-26,6.875,6.373,14.652,8.28,5.667,1.942
2011-09-27,5.833,6.218,17.814,11.596,5.625,2.803
2011-09-28,5.174,8.42,35.47,27.05,8.708,2.845
2011-09-29,6.25,7.884,37.513,29.63,11.083,2.782
2011-09-30,8.625,9.614,21.939,12.325,8.917,2.816
2011-10-01,5.083,4.948,10.169,5.221,11.042,3.227
2011-10-02,4.0,4.437,8.697,4.259,7.917,3.253
2011-10-03,3.875,3.365,4.987,1.622,6.5,3.52
2011-10-04,6.167,7.684,16.444,8.76,6.792,3.109
2011-10-05,6.0,8.486,16.515,8.03,6.333,2.055
2011-10-06,4.625,7.135,15.15,8.015,3.333,2.791
2011-10-07,6.542,8.965,26.48,17.515,31.458,3.866
2011-10-08,6.208,5.53,8.417,2.887,24.708,3.27
2011-10-09,5.083,3.222,4.967,1.745,26.208,3.135
2011-10-10,4.542,3.689,6.5,2.811,22.875,2.316
2011-10-11,5.833,6.763,11.803,5.039,26.875,3.043
2011-10-12,6.261,6.044,10.569,4.524,22.909,3.221
2011-10-13,7.542,6.613,13.444,6.831,21.458,1.993
2011-10-14,6.042,6.514,14.877,8.363,7.375,1.48
2011-10-15,7.292,7.672,29.957,22.284,2.125,1.672
2011-10-16,5.375,6.352,13.995,7.643,14.875,3.11
2011-10-17,6.708,9.843,42.062,32.22,19.375,3.698
2011-10-18,5.333,6.159,9.641,3.482,9.542,3.688
2011-10-19,6.043,8.498,18.164,9.666,11.125,3.462
2011-10-20,6.125,7.607,17.522,9.915,9.542,3.188
2011-10-21,7.958,9.657,18.014,8.357,6.833,2.257
2011-10-22,6.958,9.491,25.368,15.877,0.625,1.745
2011-10-23,4.958,5.106,14.335,9.229,1.0,2.27
2011-10-24,5.333,6.11,35.887,29.777,5.0,2.703
2011-10-25,4.708,6.147,26.63,20.483,12.958,3.078
2011-10-26,3.913,3.329,4.826,1.497,8.792,3.622
2011-10-27,5.625,9.678,43.764,34.085,6.125,3.28
2011-10-28,6.25,8.974,24.736,15.761,10.375,3.027
2011-10-29,6.375,9.021,39.829,30.807,11.333,2.753
2011-10-30,5.583,7.724,33.646,25.921,8.208,1.323
2011-10-31,4.792,5.816,14.827,9.01,4.25,2.528
2011-11-01,6.542,6.722,14.897,8.174,7.375,2.773
2011-11-02,6.739,7.343,13.368,6.025,6.292,2.051
2011-11-03,5.583,7.029,15.903,8.874,4.292,1.683
2011-11-04,6.875,7.496,39.052,31.556,5.292,1.984
2011-11-05,8.417,9.846,19.75,9.903,4.042,1.4
2011-11-06,6.375,4.912,18.893,13.981,3.542,1.352
2011-11-07,5.833,5.415,17.6,12.186,3.083,2.373
2011-11-08,5.708,6.069,25.279,19.21,6.792,2.937
2011-11-09,4.609,4.283,6.629,2.346,6.917,2.994
2011-11-10,6.125,7.108,13.781,6.672,8.292,2.754
2011-11-11,7.083,10.968,41.459,30.491,5.333,2.793
2011-11-12,6.458,8.084,53.806,45.721,5.208,2.436
2011-11-13,5.958,8.347,35.115,26.767,14.042,3.068
2011-11-14,7.375,9.703,14.772,5.069,32.917,4.881
2011-11-15,5.833,12.175,41.769,29.594,17.375,3.883
2011-11-16,6.043,11.23,29.769,18.54,12.182,4.78
2011-11-17,6.375,14.135,55.899,41.765,18.5,4.906
2011-11-18,8.542,9.76,25.742,15.983,17.417,2.211
2011-11-19,7.667,10.006,24.09,14.084,1.292,2.032
2011-11-20,4.875,6.145,13.919,7.775,10.333,3.312
2011-11-21,4.708,7.752,15.209,7.458,5.125,3.264
2011-11-22,5.875,11.398,33.876,22.479,3.125,3.352
2011-11-23,5.739,11.165,53.097,41.932,11.0,2.776
2011-11-24,5.917,9.735,20.151,10.416,6.708,3.419
2011-11-25,5.375,10.628,40.464,29.837,5.542,3.264
2011-11-26,6.208,10.549,38.126,27.578,9.583,3.497
2011-11-27,6.292,9.426,31.848,22.422,13.75,3.841
2011-11-28,7.0,10.09,34.172,24.082,12.958,2.376
2011-11-29,8.125,11.467,48.069,36.602,8.625,2.868
2011-11-30,7.565,10.127,40.423,30.296,9.292,2.798
2011-12-01,5.474,5.478,12.451,6.973,4.25,2.2
2011-12-02,7.375,6.838,15.31,8.472,1.667,2.32
2011-12-03,5.792,9.945,28.43,18.485,-0.583,2.519
2011-12-04,5.542,6.939,17.938,11.0,1.208,2.743
2011-12-05,6.167,8.01,26.058,18.047,7.542,3.239
2011-12-06,7.333,14.141,43.437,29.296,13.292,4.61
2011-12-07,8.826,13.735,34.489,20.754,13.542,3.318
2011-12-08,9.227,12.232,29.679,17.447,8.417,2.279
2011-12-09,5.542,6.732,12.718,5.985,5.708,2.567
2011-12-10,7.667,10.771,30.468,19.697,5.292,3.089
2011-12-11,6.583,8.171,15.986,7.815,9.167,2.922
2011-12-12,7.417,9.981,24.948,14.967,11.75,2.983
2011-12-13,8.75,11.402,26.024,14.621,16.333,3.04
2011-12-14,7.87,11.882,38.327,26.445,16.292,2.844
2011-12-15,8.25,13.301,33.75,20.448,21.375,4.354
2011-12-16,5.958,8.064,13.15,5.086,8.708,3.276
2011-12-17,7.458,10.8,17.731,6.931,5.875,3.704
2011-12-18,5.833,10.703,18.283,7.58,9.125,3.454
2011-12-19,6.917,13.315,24.577,11.262,10.0,3.824
2011-12-20,8.042,13.183,23.598,10.414,8.917,3.977
2011-12-21,8.217,14.102,23.043,8.941,18.5,4.831
2011-12-22,6.625,11.879,23.176,11.298,21.208,4.939
2011-12-23,5.708,9.218,20.825,11.607,3.792,3.481
2011-12-24,6.5,11.173,22.201,11.029,4.875,3.711
2011-12-25,4.667,6.898,11.282,4.384,4.167,3.143
2011-12-26,7.292,12.95,22.977,10.027,5.417,3.916
2011-12-27,6.833,12.713,27.053,14.34,4.667,3.362
2011-12-28,7.391,13.469,23.831,10.362,4.167,3.32
2011-12-29,7.25,11.704,18.702,6.999,13.708,4.463
2011-12-30,5.208,8.197,14.062,5.865,9.0,3.155
2011-12-31,5.458,10.571,26.034,15.463,2.917,3.082
2012-01-01,4.75,10.674,44.037,33.363,10.1,2.557
2012-01-02,5.125,9.734,49.259,39.526,19.175,3.479
2012-01-03,4.043,4.367,6.592,2.225,7.973,2.88
2012-01-04,5.208,5.19,8.681,3.491,2.922,2.497
2012-01-05,6.375,11.316,17.646,6.33,6.65,3.033
2012-01-06,5.125,8.115,12.061,3.946,9.583,3.325
2012-01-07,6.25,10.528,16.758,6.23,13.509,3.447
2012-01-08,6.833,11.399,18.178,6.779,16.375,4.059
2012-01-09,7.625,11.834,19.592,7.757,17.942,4.62
2012-01-10,6.348,10.326,17.476,7.15,10.317,3.999
2012-01-11,6.917,11.266,19.351,8.085,6.424,3.666
2012-01-12,5.708,14.007,26.321,12.315,12.094,4.795
2012-01-13,5.792,8.102,11.93,3.829,16.283,3.111
2012-01-14,4.167,3.867,5.952,2.085,6.816,2.772
2012-01-15,4.875,5.004,7.496,2.492,20.155,4.047
2012-01-16,6.833,9.145,16.138,6.993,19.091,3.818
2012-01-17,6.409,9.722,15.385,5.662,19.698,3.673
2012-01-18,4.917,4.776,6.735,1.959,5.665,2.788
2012-01-19,7.292,12.841,19.851,7.01,12.209,3.726
2012-01-20,6.292,8.464,12.002,3.538,16.085,3.525
2012-01-21,7.667,12.83,20.074,7.244,20.401,3.289
2012-01-22,5.917,7.333,13.5,6.166,7.866,2.275
2012-01-23,6.542,8.707,15.339,6.631,8.419,2.503
2012-01-24,7.0,12.491,26.424,13.934,12.314,3.508
2012-01-25,6.583,8.308,12.492,4.184,16.951,4.101
2012-01-26,6.167,8.058,11.504,3.445,16.832,5.95
2012-01-27,5.583,6.161,9.241,3.08,10.9,3.7
2012-01-28,7.125,10.248,16.911,6.663,11.775,3.653
2012-01-29,7.375,12.357,20.09,7.733,15.502,4.409
2012-01-30,6.917,10.278,15.34,5.061,28.249,5.608
2012-01-31,7.864,12.415,20.456,8.04,34.493,4.578
2012-02-01,9.458,15.201,25.58,10.378,34.358,2.896
2012-02-02,6.75,10.812,17.875,7.063,10.534,2.848
2012-02-03,5.292,6.392,9.654,3.262,11.101,3.081
2012-02-04,7.333,10.276,16.244,5.968,11.71,2.17
2012-02-05,7.0,8.69,13.967,5.277,16.71,2.732
2012-02-06,7.708,8.22,13.087,4.867,9.543,2.542
2012-02-07,7.348,9.417,17.891,8.474,19.358,4.054
2012-02-08,3.833,3.255,5.307,2.052,7.55,3.301
2012-02-09,6.125,5.531,8.775,3.244,11.875,3.211
2012-02-10,6.208,7.397,10.459,3.062,15.209,3.831
2012-02-11,6.167,9.009,13.237,4.228,22.434,4.763
2012-02-12,8.292,18.833,46.155,27.322,21.377,3.398
2012-02-13,5.375,5.461,7.42,1.96,16.108,3.345
2012-02-14,6.652,10.631,23.155,12.524,14.408,3.494
2012-02-15,6.167,8.722,13.418,4.696,11.976,2.583
2012-02-16,5.25,5.44,9.667,4.226,13.808,2.75
2012-02-17,5.625,7.345,16.946,9.601,10.376,2.601
2012-02-18,7.083,12.283,23.545,11.262,7.436,1.858
2012-02-19,5.125,7.693,10.961,3.268,6.985,1.857
2012-02-20,6.417,11.002,19.758,8.757,11.344,2.823
2012-02-21,6.652,11.454,20.016,8.562,19.341,4.886
2012-02-22,7.583,12.21,17.487,5.277,20.375,4.953
2012-02-23,7.583,14.195,20.047,5.852,25.758,5.167
2012-02-24,4.042,6.496,8.485,1.989,11.284,4.009
2012-02-25,6.417,11.224,18.059,6.834,11.476,4.693
2012-02-26,6.833,14.449,29.418,14.97,16.811,3.315
2012-02-27,6.042,9.084,18.592,9.508,11.261,3.034
2012-02-28,6.565,12.345,25.806,13.461,13.952,3.978
2012-03-01,8.0,15.867,40.386,24.52,15.559,2.658
2012-03-02,4.083,2.578,3.832,1.254,17.673,2.962
2012-03-03,5.042,3.766,5.321,1.556,16.488,3.128
2012-03-04,5.458,9.764,21.95,12.186,18.298,5.137
2012-03-05,7.292,14.657,30.36,15.703,33.908,6.364
2012-03-06,6.167,14.066,52.458,38.391,24.009,6.081
2012-03-07,6.348,13.828,54.587,40.758,15.59,5.439
2012-03-08,7.042,15.85,63.585,47.736,27.731,6.828
2012-03-09,8.375,17.576,46.398,28.822,54.504,8.147
2012-03-10,6.708,10.516,35.402,24.885,37.197,4.445
2012-03-11,4.792,4.916,7.993,3.077,10.523,3.614
2012-03-12,5.917,10.686,44.223,33.537,13.684,3.798
2012-03-13,8.083,13.551,26.083,12.533,16.252,2.591
2012-03-14,,3.173,4.334,1.161,11.05,2.699
2012-03-15,,9.135,19.691,10.556,12.342,3.064
2012-03-16,,12.72,40.031,27.311,20.89,4.429
2012-03-17,,10.518,29.991,19.473,28.398,4.322
2012-03-18,,8.095,14.551,6.456,23.935,2.32
2012-03-19,,11.825,26.579,14.754,28.315,4.096
2012-03-20,,11.224,21.433,10.209,32.581,2.418
2012-03-21,,5.974,9.437,3.463,7.058,3.029
2012-03-22,,10.082,26.347,16.264,12.734,3.352
2012-03-23,,9.187,21.307,12.12,18.3,3.185
2012-03-24,,8.388,10.773,2.385,25.25,3.803
2012-03-25,,7.716,10.658,2.941,23.582,4.025
2012-03-26,,6.493,8.763,2.271,11.856,3.678
