date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,190.775,4.233,98.0,83.384,53.434,7.521,6.352,8.082,1.73,5.169,16.838,0.54,5.657,8.916,4.547,-0.186,198.296
2011-01-02,189.162,4.22,98.0,89.917,71.012,6.203,4.409,5.886,1.477,3.699,22.306,0.466,4.963,5.171,3.208,1.357,195.365
2011-01-03,190.827,4.206,98.0,89.605,73.422,5.949,6.255,8.276,2.021,4.388,4.434,0.417,5.032,4.429,2.273,0.657,196.777
2011-01-04,189.358,4.554,98.428,92.262,79.85,6.58,5.824,8.292,2.468,5.797,25.017,1.272,7.274,5.015,1.821,0.201,195.939
2011-01-05,191.994,4.148,97.572,87.499,68.428,7.011,6.37,9.032,2.662,6.884,4.572,0.522,8.16,4.129,1.74,0.229,199.005
2011-01-06,193.675,6.192,98.428,93.845,83.711,9.722,12.541,18.34,5.799,5.462,10.434,1.092,5.976,4.201,2.062,0.116,203.397
2011-01-07,194.052,5.365,97.572,91.663,77.879,7.656,10.104,13.845,3.74,5.921,9.156,0.727,6.31,3.399,1.392,0.201,201.708
2011-01-08,193.233,4.518,98.428,92.079,72.983,7.349,8.096,11.147,3.05,3.67,2.428,0.427,4.259,4.573,1.621,0.286,200.582
2011-01-09,191.518,4.082,97.283,85.887,65.434,7.884,6.103,8.133,2.03,6.183,5.434,0.975,8.379,7.784,4.546,0.958,199.401
2011-01-10,193.626,7.288,97.572,88.661,74.555,10.261,11.382,16.838,5.456,10.503,2.711,2.172,11.489,7.116,4.384,1.286,203.887
2011-01-11,189.968,4.787,98.0,89.214,70.723,6.574,6.615,9.356,2.741,8.342,9.006,1.451,8.663,5.473,2.0,-1.557,196.543
2011-01-12,191.217,5.365,95.717,78.936,58.145,9.064,10.253,14.523,4.27,4.31,2.145,0.968,4.332,3.701,0.977,-2.114,200.28
2011-01-13,189.603,5.696,97.572,90.609,76.572,9.068,9.078,12.547,3.469,7.694,12.861,1.333,7.918,6.743,3.599,1.057,198.671
2011-01-14,192.117,6.027,98.428,84.043,59.289,8.36,7.283,10.553,3.27,8.217,4.572,1.382,7.936,4.987,1.972,-0.101,200.476
2011-01-15,192.491,4.8,98.0,91.233,63.133,7.958,6.002,8.328,2.326,7.589,6.572,0.918,7.214,4.874,2.024,0.515,200.45
2011-01-16,189.767,4.57,92.855,71.825,57.867,7.783,8.72,12.14,3.42,10.679,0.0,1.696,11.469,4.628,2.698,0.072,197.549
2011-01-17,189.599,4.712,90.994,75.746,64.017,7.762,10.565,14.777,4.212,8.202,0.0,1.379,8.289,4.442,2.715,-0.213,197.361
2011-01-18,192.499,6.108,94.994,78.224,43.422,10.723,15.581,24.799,9.219,6.892,1.711,1.777,7.684,9.214,3.528,-2.028,203.223
2011-01-19,190.457,4.429,90.416,72.981,59.428,6.684,13.548,20.543,6.994,7.26,0.0,2.025,7.423,9.357,6.888,3.255,197.141
2011-01-20,189.259,6.02,91.012,80.979,67.723,8.369,13.373,18.198,4.825,9.782,2.861,1.93,11.594,9.213,6.969,5.27,197.629
2011-01-21,190.211,5.42,95.717,86.89,69.723,7.61,11.318,15.577,4.258,7.105,0.428,0.969,7.999,8.942,6.178,4.257,197.821
2011-01-22,189.023,4.656,94.861,81.572,60.566,7.985,8.345,11.833,3.488,3.083,2.145,0.534,4.478,10.443,6.981,3.84,197.007
2011-01-23,188.899,4.395,95.861,91.842,87.156,6.175,5.541,7.978,2.436,5.806,5.717,0.883,6.011,5.571,1.897,-0.643,195.074
2011-01-24,189.977,5.318,97.572,84.878,70.867,6.104,6.501,9.621,3.12,5.61,3.717,1.451,6.389,2.686,0.726,-0.915,196.081
2011-01-25,190.138,5.947,98.0,91.577,75.283,7.556,6.33,9.296,2.966,4.88,13.289,1.839,7.314,2.514,0.811,-0.743,197.693
2011-01-26,192.41,5.69,97.572,92.3,76.139,7.7,8.87,13.043,4.173,5.947,14.728,1.868,6.32,1.658,-0.393,-1.829,200.11
2011-01-27,192.885,6.375,98.428,94.108,83.434,9.072,9.614,13.733,4.12,8.98,14.717,2.695,10.61,2.814,1.318,0.257,201.957
2011-01-28,190.803,4.444,98.428,87.71,75.728,6.595,5.944,8.306,2.362,8.99,2.0,1.593,9.043,1.386,-0.047,-1.086,197.398
2011-01-29,189.275,3.951,98.0,89.708,74.422,6.658,5.031,6.903,1.873,6.207,5.717,0.986,5.743,0.215,-0.866,-2.028,195.933
2011-01-30,190.293,4.788,97.145,84.388,58.133,7.313,7.578,11.215,3.637,6.863,4.145,1.515,6.105,2.215,0.17,-1.499,197.606
2011-01-31,191.462,5.056,98.0,89.831,66.006,8.83,10.706,15.416,4.711,6.664,9.295,1.259,7.662,3.215,-0.051,-3.685,200.293
2011-02-01,189.104,4.792,97.572,76.387,52.289,7.269,5.246,7.27,2.024,10.532,13.717,1.968,11.537,4.414,1.605,-1.242,196.373
2011-02-02,191.076,4.635,97.572,75.388,46.439,6.784,4.835,7.204,2.369,8.134,10.15,1.392,8.231,0.242,-1.25,-2.228,197.86
2011-02-03,191.944,5.493,98.0,89.735,68.561,9.051,8.406,12.673,4.267,4.0,8.994,1.476,5.537,2.315,-0.235,-3.714,200.994
2011-02-04,190.532,7.473,98.0,90.764,78.012,8.3,6.718,9.394,2.677,11.413,15.295,2.007,14.405,3.299,1.777,0.257,198.832
2011-02-05,193.236,5.56,97.572,82.321,55.139,9.021,10.405,13.982,3.577,11.599,0.572,0.997,12.343,6.158,2.68,0.158,202.257
2011-02-06,198.344,9.323,98.428,89.745,65.156,16.389,27.802,50.855,23.053,21.964,6.289,2.413,24.392,7.141,3.443,-0.299,214.733
2011-02-07,195.909,10.181,98.428,96.214,87.566,14.831,18.466,29.338,10.872,9.923,24.0,2.187,13.891,6.386,4.605,1.272,210.74
2011-02-08,190.549,4.992,98.428,87.973,66.0,7.671,4.737,7.047,2.31,4.025,8.711,1.415,6.743,2.957,0.777,-1.014,198.221
2011-02-09,190.975,5.477,97.572,88.745,70.277,8.432,6.555,9.584,3.029,3.487,7.717,1.359,6.285,2.443,0.305,-1.228,199.408
2011-02-10,192.04,7.049,98.428,94.829,84.0,9.202,9.438,13.847,4.409,4.853,12.723,1.471,7.186,2.272,1.215,0.3,201.242
2011-02-11,191.935,5.827,98.0,83.546,60.861,7.613,5.736,7.865,2.13,7.13,3.717,1.102,8.988,3.586,1.372,-0.955,199.548
2011-02-12,192.219,4.209,95.717,82.807,64.584,7.025,6.872,8.959,2.087,9.196,1.572,1.135,11.244,2.999,1.219,-1.372,199.245
2011-02-13,193.816,5.738,98.0,85.07,57.711,9.821,17.126,23.648,6.521,9.476,1.717,1.963,11.203,4.8,1.659,-0.914,203.637
2011-02-14,195.538,7.577,98.428,94.329,85.717,16.159,21.854,33.701,11.847,11.51,0.0,2.054,13.596,6.214,3.862,1.529,211.697
2011-02-15,192.404,6.027,95.145,82.871,64.301,9.896,11.422,14.938,3.516,14.853,2.428,2.005,18.705,6.114,2.995,-0.642,202.3
2011-02-16,190.205,12.656,94.145,70.973,46.85,7.861,9.626,13.491,3.865,6.363,2.717,2.095,7.134,5.615,2.053,-1.428,198.067
2011-02-17,191.318,5.196,98.0,92.511,79.723,7.744,8.738,12.566,3.828,5.447,19.301,1.672,8.189,2.228,0.282,-1.457,199.062
2011-02-18,192.072,4.203,97.572,86.33,65.439,6.707,6.136,11.173,5.036,6.745,5.434,0.984,8.714,0.886,-1.399,-3.257,198.779
2011-02-19,193.825,4.595,98.428,82.309,55.711,8.199,7.418,9.951,2.533,5.681,2.572,1.005,6.326,3.428,0.159,-3.214,202.023
2011-02-20,193.222,5.849,98.428,83.416,59.272,10.713,10.529,15.13,4.602,6.042,3.428,1.757,7.888,6.244,2.753,-0.043,203.936
2011-02-21,192.913,6.501,94.139,75.33,55.85,9.468,13.761,20.117,6.357,10.624,0.855,2.288,13.541,8.299,4.914,2.743,202.382
2011-02-22,192.297,5.277,95.283,76.1,53.572,5.668,13.122,17.468,4.347,20.359,0.0,4.443,22.402,8.387,4.844,0.93,197.966
2011-02-23,195.228,10.04,98.428,93.956,81.867,11.713,16.528,24.481,7.953,18.979,17.289,2.14,24.667,9.242,6.598,4.685,206.941
2011-02-24,192.443,6.081,94.572,75.058,54.711,6.778,9.017,11.819,2.802,26.639,0.0,3.507,27.564,8.372,5.748,3.557,199.221
2011-02-25,191.496,5.849,95.289,88.438,76.723,6.769,11.006,14.025,3.019,13.388,4.428,1.708,15.391,5.199,4.006,2.355,198.266
2011-02-26,191.56,4.56,97.145,88.201,71.884,5.112,6.645,8.345,1.699,10.368,5.006,0.705,11.572,3.155,1.066,-0.786,196.673
2011-02-27,191.958,4.652,93.578,78.932,49.283,4.915,6.413,8.621,2.208,8.909,1.145,1.198,10.251,1.872,-0.294,-2.572,196.874
2011-02-28,191.821,4.926,84.994,61.895,38.711,4.918,8.653,10.77,2.117,9.073,0.0,1.964,9.641,4.7,1.46,-2.757,196.739
2011-03-01,190.808,5.318,93.578,80.439,62.994,7.502,13.341,18.801,5.46,11.222,0.0,1.896,14.709,10.058,6.197,2.64,198.311
2011-03-02,188.626,4.787,95.861,88.507,77.728,5.638,10.796,14.387,3.592,8.845,6.717,1.77,12.234,7.242,5.701,4.371,194.265
2011-03-03,190.576,5.287,93.723,77.61,60.006,5.208,5.894,7.627,1.733,15.283,0.0,1.359,16.932,8.486,5.548,3.899,195.784
2011-03-04,190.589,3.783,95.289,76.232,57.0,4.543,5.163,6.315,1.152,10.826,5.0,0.974,12.785,7.802,5.088,3.243,195.132
2011-03-05,191.828,5.548,98.0,95.549,91.0,6.935,13.907,18.024,4.117,5.358,14.133,1.459,8.125,9.314,7.39,5.313,198.764
