date,NO2_mean,NOX_mean,NO_mean,SPM_mean
2011-01-01,6.917,8.667,1.75,10.625
2011-01-02,4.792,6.458,1.667,8.0
2011-01-03,4.739,6.391,1.652,1.542
2011-01-04,6.417,10.125,3.708,5.792
2011-01-05,6.208,10.708,4.5,2.417
2011-01-06,9.5,15.273,5.773,4.783
2011-01-07,10.375,17.125,6.75,4.833
2011-01-08,6.333,8.5,2.167,4.917
2011-01-09,11.25,16.792,5.542,9.5
2011-01-10,16.609,30.913,14.304,12.792
2011-01-11,13.792,26.25,12.458,13.417
2011-01-12,12.083,20.25,8.167,6.792
2011-01-13,10.417,19.292,8.875,7.5
2011-01-14,11.375,18.833,7.458,13.375
2011-01-15,10.75,16.125,5.375,12.917
2011-01-16,19.292,40.042,20.75,13.25
2011-01-17,11.957,17.261,5.304,17.042
2011-01-18,14.708,22.667,7.958,18.792
2011-01-19,16.458,30.75,14.292,15.417
2011-01-20,10.417,18.125,7.708,4.083
2011-01-21,17.208,34.333,17.125,9.417
2011-01-22,10.167,16.417,6.25,7.583
2011-01-23,,,,11.208
2011-01-24,,,,5.917
2011-01-25,,,,5.25
2011-01-26,,,,5.167
2011-01-27,,,,6.5
2011-01-28,,,,12.917
2011-01-29,,,,12.5
2011-01-30,,,,7.792
2011-01-31,,,,4.458
2011-02-01,,,,11.25
2011-02-02,,,,5.833
2011-02-03,,,,5.958
2011-02-04,,,,8.167
2011-02-05,,,,14.125
2011-02-06,,,,21.292
2011-02-07,,,,10.364
2011-02-08,15.273,26.364,11.091,12.125
2011-02-09,8.208,15.792,7.583,4.625
2011-02-10,10.458,19.5,9.042,8.208
2011-02-11,8.5,13.125,4.625,8.333
2011-02-12,4.75,6.5,1.75,9.417
2011-02-13,17.875,29.5,11.625,18.333
2011-02-14,17.435,31.565,14.13,23.625
2011-02-15,15.625,33.833,18.208,9.542
2011-02-16,18.375,34.333,15.958,17.417
2011-02-17,14.0,23.583,9.583,13.917
2011-02-18,7.0,11.458,4.458,6.625
2011-02-19,3.833,5.583,1.75,7.833
2011-02-20,6.917,11.083,4.167,8.333
2011-02-21,12.565,18.652,6.087,12.75
2011-02-22,19.75,31.292,11.542,26.583
2011-02-23,15.0,30.417,15.417,15.833
2011-02-24,12.273,18.409,6.136,17.417
2011-02-25,13.0,21.75,8.75,13.542
2011-02-26,8.333,12.542,4.208,12.917
2011-02-27,9.292,16.458,7.167,10.087
2011-02-28,16.217,23.348,7.13,12.333
2011-03-01,12.167,20.625,8.458,1.083
2011-03-02,19.167,41.458,22.292,8.25
2011-03-03,13.458,20.25,6.792,12.292
2011-03-04,11.875,17.125,5.25,22.792
2011-03-05,21.958,51.75,29.792,9.833
2011-03-06,16.609,32.826,16.217,9.792
2011-03-07,17.125,31.333,14.208,21.348
2011-03-08,15.167,27.333,12.167,24.0
2011-03-09,16.917,33.917,17.0,13.917
