date,CO_mean,PM25_mean,SPM_mean
2013-03-13,7.042,32.0,59.083
2013-03-14,3.125,3.583,3.958
2013-03-15,3.125,6.042,8.083
2013-03-16,3.792,16.042,16.958
2013-03-17,4.958,24.042,29.583
2013-03-18,4.909,26.478,32.875
2013-03-19,3.958,24.708,31.125
2013-03-20,5.375,17.917,31.5
2013-03-21,2.417,4.542,6.625
2013-03-22,2.417,6.583,6.125
2013-03-23,3.0,10.708,12.833
2013-03-24,3.958,18.125,20.333
2013-03-25,3.565,17.917,19.958
2013-03-26,4.125,19.565,24.917
2013-03-27,3.792,12.0,23.875
2013-03-28,4.167,20.75,25.083
2013-03-29,4.167,22.833,29.792
2013-03-30,3.5,11.083,25.625
2013-03-31,2.136,6.136,5.318
2013-04-01,4.0,16.25,18.5
2013-04-02,5.087,18.0,27.0
2013-04-03,3.292,4.125,8.375
2013-04-04,3.5,8.375,10.583
2013-04-05,3.792,18.0,22.87
2013-04-06,3.792,14.833,33.458
2013-04-07,2.708,2.25,5.708
2013-04-08,2.458,6.375,6.917
2013-04-09,3.609,15.5,17.958
2013-04-10,3.583,17.0,19.25
2013-04-11,3.417,11.417,11.458
2013-04-12,3.667,13.833,14.667
2013-04-13,3.667,9.625,10.792
2013-04-14,3.792,17.583,20.0
2013-04-15,3.5,20.292,24.292
2013-04-16,4.217,21.958,28.5
2013-04-17,4.083,23.583,33.042
2013-04-18,3.417,16.333,22.25
2013-04-19,3.208,14.375,19.833
2013-04-20,3.583,15.125,16.208
2013-04-21,3.042,3.292,7.167
2013-04-22,3.292,9.636,13.25
2013-04-23,3.696,17.231,20.0
2013-04-24,4.333,14.458,23.625
2013-04-25,3.917,12.792,17.333
2013-04-26,3.826,16.478,21.875
2013-04-27,3.167,8.75,9.208
2013-04-28,3.667,12.875,13.833
2013-04-29,3.708,15.833,18.125
2013-04-30,4.174,20.083,25.417
2013-05-01,3.25,13.292,18.5
2013-05-02,2.792,4.043,4.833
2013-05-03,3.458,7.542,7.292
2013-05-04,3.5,10.667,11.833
2013-05-05,3.625,14.25,16.542
2013-05-06,3.583,18.833,22.0
2013-05-07,2.043,4.917,7.542
2013-05-08,2.625,6.25,4.875
2013-05-09,3.833,17.625,21.043
2013-05-10,4.125,20.417,25.417
2013-05-11,4.458,13.542,23.208
2013-05-12,3.5,7.458,13.375
2013-05-13,3.5,14.375,20.208
2013-05-14,3.565,20.625,25.583
2013-05-15,3.125,22.0,28.167
2013-05-16,3.083,20.333,24.125
2013-05-17,3.167,16.792,19.833
2013-05-18,3.333,20.667,25.458
2013-05-19,2.833,11.708,16.0
2013-05-20,2.958,9.333,14.625
2013-05-21,3.739,18.833,26.458
2013-05-22,3.875,31.292,42.0
2013-05-23,4.25,31.917,40.958
2013-05-24,3.125,12.542,16.167
2013-05-25,3.75,19.833,24.833
2013-05-26,3.458,22.333,29.542
2013-05-27,3.261,20.042,26.458
2013-05-28,3.217,16.333,22.542
2013-05-29,3.167,8.833,12.5
2013-05-30,3.478,7.909,14.478
2013-05-31,3.542,12.667,23.583
2013-06-01,3.625,15.208,19.167
2013-06-02,3.292,13.5,19.583
2013-06-03,3.708,17.125,25.042
2013-06-04,3.913,22.125,31.792
2013-06-05,3.292,23.333,34.875
2013-06-06,3.375,21.083,28.625
2013-06-07,3.792,18.083,24.667
2013-06-08,3.5,19.208,27.417
2013-06-09,3.458,23.75,31.792
2013-06-10,3.583,24.667,36.957
2013-06-11,3.783,15.625,22.958
2013-06-12,3.25,7.792,14.792
2013-06-13,3.125,4.458,7.625
2013-06-14,3.25,7.708,12.75
2013-06-15,3.208,12.542,20.542
2013-06-16,2.708,5.333,9.75
2013-06-17,3.292,14.417,26.417
2013-06-18,3.565,23.667,41.0
2013-06-19,3.625,20.208,40.0
2013-06-20,3.75,7.458,11.75
2013-06-21,4.083,9.208,14.875
2013-06-22,3.333,7.917,11.0
2013-06-23,3.917,13.792,20.75
2013-06-24,4.375,22.75,37.917
2013-06-25,3.696,16.25,26.917
2013-06-26,4.5,15.542,26.875
2013-06-27,3.474,7.312,16.45
2013-06-28,2.75,15.417,17.292
2013-06-29,2.667,18.208,18.875
2013-06-30,2.208,19.125,20.625
2013-07-01,2.292,15.25,17.0
2013-07-02,2.783,17.333,16.75
2013-07-03,3.125,17.292,18.0
2013-07-04,3.5,14.958,18.87
2013-07-05,3.167,16.375,28.208
2013-07-06,3.708,18.333,25.708
2013-07-07,2.75,21.208,40.208
2013-07-08,3.208,26.375,40.083
2013-07-09,3.348,38.13,62.696
2013-07-10,3.125,44.75,84.375
2013-07-11,2.875,43.083,89.667
2013-07-12,3.167,40.0,68.75
2013-07-13,3.625,34.333,51.625
2013-07-14,2.875,17.125,22.792
2013-07-15,2.167,11.958,17.042
2013-07-16,2.696,21.25,28.125
2013-07-17,2.917,18.667,30.625
2013-07-18,2.375,13.167,15.0
2013-07-19,2.583,15.0,23.167
2013-07-20,2.792,17.0,25.292
2013-07-21,2.583,22.667,36.5
2013-07-22,3.208,26.042,46.667
2013-07-23,3.217,24.583,40.167
2013-07-24,3.75,25.542,49.458
2013-07-25,3.375,21.583,34.458
2013-07-26,3.292,29.208,48.792
2013-07-27,3.125,27.583,39.792
2013-07-28,3.417,23.542,34.958
2013-07-29,4.375,28.0,56.542
2013-07-30,3.652,24.25,36.792
2013-07-31,3.958,33.583,57.542
2013-08-01,4.0,35.375,69.125
2013-08-02,3.542,21.667,33.667
2013-08-03,2.875,13.833,20.25
2013-08-04,2.833,16.292,25.625
2013-08-05,2.917,16.167,27.083
2013-08-06,3.217,18.167,32.292
2013-08-07,2.833,19.833,28.792
2013-08-08,3.167,31.0,50.739
2013-08-09,3.958,44.958,100.375
2013-08-10,3.875,45.5,77.458
2013-08-11,3.417,37.0,65.833
2013-08-12,3.542,36.917,65.042
2013-08-13,3.652,36.0,65.042
2013-08-14,3.75,40.792,57.542
2013-08-15,3.208,36.75,61.417
2013-08-16,3.458,36.167,64.833
2013-08-17,3.042,24.208,39.917
2013-08-18,2.375,14.625,22.333
2013-08-19,2.625,16.708,24.667
2013-08-20,2.565,16.125,25.25
2013-08-21,2.417,15.75,26.542
2013-08-22,2.875,21.125,37.083
2013-08-23,3.417,28.208,51.5
2013-08-24,4.208,19.583,28.667
2013-08-25,3.917,15.25,23.667
2013-08-26,3.583,17.083,17.417
2013-08-27,3.565,13.333,19.625
2013-08-28,3.542,16.708,17.333
2013-08-29,4.087,25.875,31.0
2013-08-30,3.458,27.125,36.625
2013-08-31,2.958,17.792,27.833
2013-09-01,2.25,8.583,13.333
2013-09-02,2.833,10.375,14.458
2013-09-03,2.217,11.0,12.875
2013-09-04,2.375,6.083,10.167
2013-09-05,2.727,9.682,14.591
2013-09-06,2.875,15.25,18.125
2013-09-07,3.708,23.083,38.792
2013-09-08,2.708,14.75,25.083
2013-09-09,2.75,10.435,12.304
2013-09-10,3.609,18.708,22.292
2013-09-11,3.292,16.708,22.25
2013-09-12,3.417,19.25,26.792
2013-09-13,4.125,27.0,42.833
2013-09-14,3.75,22.583,35.0
2013-09-15,2.583,9.208,13.792
2013-09-16,1.25,3.208,7.292
2013-09-17,2.826,14.417,12.625
2013-09-18,3.583,20.565,21.0
2013-09-19,3.708,24.417,25.042
2013-09-20,3.792,27.792,29.0
2013-09-21,3.542,23.958,23.625
2013-09-22,3.167,26.292,27.75
2013-09-23,2.125,14.75,19.333
2013-09-24,2.609,15.417,15.542
2013-09-25,3.417,16.875,19.833
2013-09-26,1.75,8.417,6.042
2013-09-27,2.739,10.826,7.875
2013-09-28,3.208,16.167,13.958
2013-09-29,3.208,15.917,15.125
2013-09-30,3.375,20.042,20.917
2013-10-01,5.043,21.458,30.5
2013-10-02,3.875,17.875,27.042
2013-10-03,3.042,16.417,17.042
2013-10-04,2.75,9.458,8.792
2013-10-05,4.292,11.083,11.875
2013-10-06,3.083,10.125,8.292
2013-10-07,3.042,12.75,11.261
2013-10-08,2.87,14.5,11.875
2013-10-09,2.75,11.042,8.708
2013-10-10,3.417,13.375,12.167
2013-10-11,3.208,11.833,11.5
2013-10-12,2.458,12.792,8.417
2013-10-13,2.5,11.875,8.75
2013-10-14,3.75,21.875,17.417
2013-10-15,4.522,22.208,32.542
2013-10-16,1.875,2.167,2.875
2013-10-17,2.75,7.913,3.708
2013-10-18,3.208,13.792,9.208
2013-10-19,3.375,13.833,15.0
2013-10-20,3.5,6.792,9.167
2013-10-21,3.875,10.25,8.958
2013-10-22,2.565,5.542,5.458
2013-10-23,2.167,5.667,3.625
2013-10-24,3.167,9.042,9.333
2013-10-25,3.455,7.375,8.833
2013-10-26,2.417,4.5,3.792
2013-10-27,3.125,9.875,8.167
2013-10-28,4.458,18.083,16.708
2013-10-29,5.826,24.5,36.542
2013-10-30,4.708,18.0,26.917
2013-10-31,5.333,28.083,27.875
2013-11-01,6.042,31.542,32.292
2013-11-02,6.25,34.5,34.708
2013-11-03,5.917,36.333,39.083
2013-11-04,4.042,21.708,31.417
2013-11-05,5.143,23.958,23.143
2013-11-06,4.917,25.417,24.083
2013-11-07,6.417,24.542,39.667
2013-11-08,5.292,18.75,21.348
2013-11-09,5.292,22.042,18.958
2013-11-10,4.542,19.125,22.667
2013-11-11,3.0,6.167,4.833
2013-11-12,4.043,9.625,6.708
2013-11-13,3.542,10.708,8.458
2013-11-14,4.125,16.125,15.0
2013-11-15,6.75,20.25,31.875
2013-11-16,5.083,17.917,18.0
2013-11-17,5.625,23.667,26.417
2013-11-18,5.333,26.826,27.542
2013-11-19,4.957,15.042,12.125
2013-11-20,5.958,18.875,15.792
2013-11-21,6.083,17.875,12.75
2013-11-22,6.292,17.208,13.792
2013-11-23,5.125,15.583,12.375
2013-11-24,5.875,22.375,22.208
2013-11-25,7.708,27.667,31.208
2013-11-26,3.522,8.458,10.458
2013-11-27,4.708,13.958,11.25
2013-11-28,4.25,13.375,12.583
2013-11-29,5.667,13.167,9.958
2013-11-30,6.625,18.708,13.542
2013-12-01,5.917,23.083,22.167
2013-12-02,7.5,27.0,23.958
2013-12-03,7.739,28.917,25.542
2013-12-04,6.833,26.708,27.0
2013-12-05,6.708,27.375,25.958
2013-12-06,7.833,28.708,28.0
2013-12-07,7.792,21.542,18.0
2013-12-08,4.042,12.708,9.208
2013-12-09,6.5,28.0,26.565
2013-12-10,5.304,16.87,17.208
2013-12-11,5.625,16.125,12.917
2013-12-12,5.417,12.826,8.958
2013-12-13,5.292,12.5,9.792
2013-12-14,4.958,11.542,7.792
2013-12-15,3.458,9.25,5.333
2013-12-16,2.667,7.833,4.375
2013-12-17,5.652,22.167,19.708
2013-12-18,6.625,25.583,28.458
2013-12-19,8.042,22.875,30.25
2013-12-20,6.292,12.667,11.5
2013-12-21,5.583,10.958,10.458
2013-12-22,3.542,7.458,5.167
2013-12-23,5.792,23.792,20.708
2013-12-24,4.783,17.458,16.417
2013-12-25,5.458,19.625,14.708
2013-12-26,7.913,39.87,43.292
2013-12-27,5.708,30.952,31.458
2013-12-28,4.75,10.917,6.167
2013-12-29,6.583,15.875,11.542
2013-12-30,7.542,,19.375
2013-12-31,6.913,,20.75
2014-01-01,2.875,6.5,4.292
2014-01-02,4.208,8.083,6.292
2014-01-03,3.875,7.25,2.792
2014-01-04,5.792,11.875,9.167
2014-01-05,8.625,21.625,22.625
2014-01-06,9.043,28.625,39.739
2014-01-07,3.0,4.792,1.625
2014-01-08,3.875,9.5,6.917
2014-01-09,3.5,7.042,4.5
2014-01-10,4.625,7.625,6.333
2014-01-11,4.368,14.444,9.263
2014-01-12,2.5,3.917,4.208
2014-01-13,4.87,12.125,10.917
2014-01-14,7.625,24.833,34.5
2014-01-15,8.708,34.875,59.667
2014-01-16,6.417,13.667,13.083
2014-01-17,5.542,12.292,12.417
2014-01-18,3.167,6.833,5.208
2014-01-19,5.542,13.167,11.833
2014-01-20,7.174,20.875,22.583
2014-01-21,6.556,23.556,24.222
2014-01-27,4.1,14.0,7.3
2014-01-28,3.042,6.542,2.833
2014-01-29,6.375,15.708,16.25
2014-01-30,8.292,24.25,32.625
2014-01-31,3.875,10.25,15.333
2014-02-01,2.125,6.583,3.708
2014-02-02,4.292,8.958,8.083
2014-02-03,4.304,10.917,10.0
2014-02-04,5.292,15.833,17.25
2014-02-05,7.458,19.042,26.5
2014-02-06,5.292,14.391,14.75
2014-02-07,6.5,13.167,15.208
2014-02-08,7.292,29.625,36.917
2014-02-09,4.0,10.458,9.583
2014-02-10,5.13,9.708,8.0
2014-02-11,6.667,17.478,16.5
2014-02-12,6.875,22.917,24.667
2014-02-13,3.875,10.417,9.958
2014-02-14,4.875,9.333,6.864
2014-02-15,4.958,14.625,14.792
2014-02-16,4.958,10.542,11.792
2014-02-17,7.0,21.167,31.087
2014-02-18,7.083,17.417,25.625
2014-02-19,4.958,8.292,11.333
2014-02-20,3.875,6.208,5.25
2014-02-21,5.042,10.375,13.292
2014-02-22,4.292,13.5,16.458
2014-02-23,5.0,12.0,13.083
2014-02-24,4.957,14.917,18.417
2014-02-25,4.375,26.75,35.208
2014-02-26,6.417,21.5,32.625
2014-02-27,3.667,9.667,10.833
2014-02-28,4.083,13.083,14.542
2014-03-01,4.417,12.667,15.917
2014-03-02,2.958,8.333,6.292
2014-03-03,5.304,17.0,19.667
2014-03-04,3.75,7.083,9.875
2014-03-05,4.167,13.583,13.417
2014-03-06,4.125,11.583,12.375
2014-03-07,5.292,10.25,14.875
2014-03-08,3.958,6.333,8.167
2014-03-09,5.458,9.208,12.667
2014-03-10,2.87,4.208,1.917
2014-03-11,2.958,5.625,4.75
2014-03-12,3.792,11.542,9.083
2014-03-13,4.625,18.417,20.208
2014-03-14,4.542,20.542,21.542
2014-03-15,5.0,20.208,24.708
2014-03-16,5.75,22.375,39.75
2014-03-17,4.652,15.458,21.208
2014-03-18,4.5,16.917,22.125
2014-03-19,5.125,13.125,28.75
2014-03-20,4.25,7.25,7.75
2014-03-21,4.25,19.958,24.208
2014-03-22,4.125,20.0,28.708
2014-03-23,3.478,14.792,20.13
2014-03-24,2.522,4.708,6.125
2014-03-25,2.542,7.417,5.792
2014-03-26,3.792,11.167,14.458
2014-03-27,4.5,16.583,14.958
2014-03-28,4.542,18.083,19.292
2014-03-29,4.583,20.25,24.25
2014-03-30,4.25,18.458,21.625
2014-03-31,3.826,24.875,29.875
2014-04-01,3.304,13.583,15.875
2014-04-02,3.417,14.0,16.042
2014-04-03,3.583,7.875,13.208
2014-04-04,2.917,5.333,10.083
2014-04-05,2.75,6.0,6.292
2014-04-06,2.292,7.583,7.375
2014-04-07,3.083,10.083,10.917
2014-04-08,3.81,17.364,19.864
2014-04-09,4.333,25.375,30.696
2014-04-10,3.958,25.083,29.458
2014-04-11,3.125,13.917,16.083
2014-04-12,3.417,16.75,17.667
2014-04-13,3.5,19.542,21.417
2014-04-14,3.583,18.875,22.583
2014-04-15,3.391,18.333,23.708
2014-04-16,4.333,27.458,35.875
2014-04-17,5.292,45.542,59.292
2014-04-18,5.333,36.652,66.542
2014-04-19,4.25,17.458,33.292
2014-04-20,3.542,6.708,12.417
2014-04-21,3.667,7.833,14.833
2014-04-22,3.348,8.125,11.5
2014-04-23,3.375,15.75,21.042
2014-04-24,3.667,19.375,23.125
2014-04-25,3.542,20.375,25.5
2014-04-26,3.708,18.292,24.833
2014-04-27,3.333,19.458,22.458
2014-04-28,3.333,16.667,20.792
2014-04-29,3.043,15.042,21.75
2014-04-30,4.0,9.25,20.625
2014-05-01,3.583,13.208,19.458
2014-05-02,3.625,15.167,18.833
2014-05-03,3.333,19.917,23.458
2014-05-04,3.0,15.5,20.583
2014-05-05,3.208,15.375,19.708
2014-05-06,3.043,10.5,14.125
2014-05-07,3.125,14.708,17.458
2014-05-08,3.208,17.667,22.208
2014-05-09,2.667,12.167,11.417
2014-05-10,2.167,10.042,9.292
2014-05-11,2.75,11.75,12.208
2014-05-12,3.042,13.792,13.042
2014-05-13,3.217,10.5,11.583
2014-05-14,3.5,19.5,21.667
2014-05-15,3.458,15.708,23.25
2014-05-16,2.417,10.667,11.391
2014-05-17,3.292,10.458,10.417
2014-05-18,3.125,8.833,10.125
2014-05-19,3.667,14.25,18.5
2014-05-20,3.87,22.625,27.75
2014-05-21,2.833,9.208,16.583
2014-05-22,2.667,6.875,8.167
2014-05-23,2.917,9.125,12.042
2014-05-24,2.917,14.917,20.5
2014-05-25,3.542,23.167,30.875
2014-05-26,3.333,19.417,28.292
2014-05-27,2.957,9.458,17.542
2014-05-28,3.333,19.917,26.917
2014-05-29,3.417,24.875,34.125
2014-05-30,3.417,29.5,37.292
2014-05-31,3.458,35.542,46.417
2014-06-01,3.208,32.5,40.042
2014-06-02,3.542,36.208,45.583
2014-06-03,4.435,44.708,57.667
2014-06-04,4.208,46.667,59.667
2014-06-05,3.667,14.292,27.292
2014-06-06,3.25,5.792,17.773
2014-06-07,2.708,3.542,7.625
2014-06-08,2.917,8.417,10.375
2014-06-09,2.917,12.917,19.792
2014-06-10,3.217,16.75,24.625
2014-06-11,3.542,12.417,19.583
2014-06-12,3.375,10.333,13.167
2014-06-13,2.625,8.708,10.458
2014-06-14,2.708,9.792,9.083
2014-06-15,2.667,13.25,15.542
2014-06-16,3.579,20.733,30.444
2014-06-17,3.957,28.958,35.917
2014-06-18,4.083,30.958,42.083
2014-06-19,3.333,20.208,25.13
2014-06-20,3.167,22.75,30.833
2014-06-21,3.292,21.042,30.542
2014-06-22,2.875,9.042,14.167
2014-06-23,3.042,11.708,13.348
2014-06-24,3.0,11.792,16.625
2014-06-25,3.0,12.625,14.167
2014-06-26,3.042,17.292,20.083
2014-06-27,3.25,14.917,18.125
2014-06-28,3.417,9.25,14.083
2014-06-29,2.708,8.826,10.0
2014-06-30,3.042,15.333,21.542
2014-07-01,2.913,16.625,20.5
2014-07-02,3.125,20.167,27.583
2014-07-03,3.375,25.625,35.125
2014-07-04,2.917,6.583,8.375
2014-07-05,3.333,4.458,4.75
2014-07-06,2.792,7.833,10.917
2014-07-07,3.667,7.25,14.333
2014-07-08,3.609,17.0,20.458
2014-07-09,3.542,19.125,30.833
2014-07-10,2.458,4.167,7.875
2014-07-11,2.75,13.083,16.792
2014-07-12,2.792,14.667,21.75
2014-07-13,3.458,15.458,22.5
2014-07-14,3.625,20.875,27.75
2014-07-15,4.0,21.042,27.792
2014-07-16,3.792,29.625,45.792
2014-07-17,2.875,27.261,36.667
2014-07-18,3.375,35.417,48.875
2014-07-19,3.917,22.708,31.625
2014-07-20,2.958,9.583,14.583
2014-07-21,2.917,15.333,19.833
2014-07-22,2.87,25.333,35.042
2014-07-23,3.333,35.417,43.792
2014-07-24,3.833,36.375,45.125
2014-07-25,3.708,29.458,38.25
2014-07-26,3.792,39.125,55.208
2014-07-27,2.583,24.583,33.25
2014-07-28,3.417,14.364,14.792
2014-07-29,3.739,17.167,21.652
2014-07-30,3.333,25.458,31.792
2014-07-31,3.5,27.292,35.083
2014-08-01,2.792,18.217,25.5
2014-08-02,2.917,12.583,17.458
2014-08-03,2.333,11.583,17.208
2014-08-04,2.417,7.75,12.042
2014-08-05,2.435,12.773,11.792
2014-08-06,2.417,12.652,16.583
2014-08-07,2.5,12.375,19.0
2014-08-08,3.227,13.273,21.318
2014-08-09,2.708,8.625,12.917
2014-08-10,2.125,4.75,7.667
2014-08-11,2.542,10.917,12.583
2014-08-12,4.087,10.042,15.75
2014-08-13,3.458,17.167,19.5
2014-08-14,3.833,21.75,32.875
2014-08-15,2.75,13.792,18.125
2014-08-16,2.292,9.792,14.292
2014-08-17,2.542,6.708,10.042
2014-08-18,2.5,10.043,12.833
2014-08-19,2.043,11.292,14.583
2014-08-20,2.667,15.958,24.542
2014-08-21,2.667,16.125,24.25
2014-08-22,2.333,16.458,26.417
2014-08-23,2.542,6.417,9.417
2014-08-24,2.417,7.792,10.583
2014-08-25,2.917,12.0,15.375
2014-08-26,3.0,17.826,25.333
2014-08-27,3.417,4.708,7.917
2014-08-28,3.917,9.042,11.333
2014-08-29,3.625,8.833,11.0
2014-08-30,2.917,5.708,7.167
2014-08-31,3.208,9.417,9.042
2014-09-01,3.417,4.542,7.375
2014-09-02,2.957,9.208,8.75
2014-09-03,3.0,12.125,15.542
2014-09-04,3.208,15.583,22.333
2014-09-05,3.458,11.875,18.917
2014-09-06,3.0,14.625,18.75
2014-09-07,2.75,6.5,9.792
2014-09-08,3.167,8.083,10.5
2014-09-09,3.174,14.417,13.625
2014-09-10,3.375,15.625,19.625
2014-09-11,3.458,15.375,22.208
2014-09-12,3.333,13.375,16.958
2014-09-13,3.167,12.208,13.667
2014-09-14,3.333,12.25,13.958
2014-09-15,3.167,12.583,14.5
2014-09-16,3.087,14.708,17.958
2014-09-17,3.0,16.375,18.792
2014-09-18,1.875,7.208,7.875
2014-09-19,3.292,12.125,12.667
2014-09-20,3.833,16.917,21.458
2014-09-21,3.292,14.125,16.042
2014-09-22,3.125,14.583,15.5
2014-09-23,3.0,16.042,17.208
2014-09-24,3.5,18.958,21.875
2014-09-25,3.083,6.583,10.417
2014-09-26,2.167,6.542,7.542
2014-09-27,2.5,7.875,10.25
2014-09-28,2.542,12.417,13.125
2014-09-29,3.25,18.083,21.583
2014-09-30,3.522,22.667,26.217
2014-10-01,3.375,19.667,23.708
2014-10-02,3.167,16.417,22.042
2014-10-03,2.958,16.625,19.583
2014-10-04,2.75,12.375,16.292
2014-10-05,3.458,4.208,10.292
2014-10-06,2.458,2.958,2.333
2014-10-07,2.652,6.667,5.042
2014-10-08,3.292,11.667,13.583
2014-10-09,2.917,11.083,14.25
2014-10-10,3.458,13.583,14.958
2014-10-11,4.125,19.667,22.542
2014-10-12,3.542,20.792,23.333
2014-10-13,3.375,14.833,21.167
2014-10-14,1.826,2.583,2.208
2014-10-15,3.25,5.75,8.833
2014-10-16,3.545,12.833,8.0
2014-10-17,3.25,11.583,11.458
2014-10-18,3.708,15.792,18.417
2014-10-19,4.042,17.0,20.167
2014-10-20,4.333,21.667,27.958
2014-10-21,4.348,19.5,32.083
2014-10-22,3.875,7.333,11.208
2014-10-23,3.042,4.042,3.958
2014-10-24,3.375,9.542,8.667
2014-10-25,3.625,11.583,13.458
2014-10-26,3.917,12.333,13.375
2014-10-27,2.625,10.417,10.913
2014-10-28,3.261,9.792,10.333
2014-10-29,4.5,14.083,15.917
2014-10-30,4.667,17.875,19.75
2014-10-31,4.667,22.458,28.083
2014-11-01,3.667,10.083,16.333
2014-11-02,3.75,9.167,15.75
2014-11-03,2.917,6.125,8.458
2014-11-04,4.348,11.875,12.083
2014-11-05,4.957,16.826,18.13
2014-11-06,4.0,13.75,16.125
2014-11-07,3.125,11.167,11.167
2014-11-08,4.5,23.375,28.417
2014-11-09,5.0,27.042,37.917
2014-11-10,3.542,16.292,24.25
2014-11-11,5.304,19.375,24.708
2014-11-12,5.5,23.042,29.333
2014-11-13,3.783,10.25,13.348
2014-11-14,4.5,8.792,7.458
2014-11-15,4.333,10.375,9.5
2014-11-16,4.042,11.792,14.5
2014-11-17,4.875,17.583,20.5
2014-11-18,4.0,13.292,13.917
2014-11-19,3.958,14.125,14.708
2014-11-20,5.75,24.833,34.542
2014-11-21,6.167,18.875,23.833
2014-11-22,6.167,16.583,20.833
2014-11-23,4.75,16.083,19.875
2014-11-24,5.292,21.542,25.125
2014-11-25,6.609,27.083,43.667
2014-11-26,5.292,8.917,17.333
2014-11-27,4.75,8.917,13.783
2014-11-28,5.458,12.042,14.708
2014-11-29,6.458,12.75,20.042
2014-11-30,5.958,13.125,16.833
2014-12-01,6.833,16.0,26.667
2014-12-02,3.957,4.208,3.375
2014-12-03,4.708,7.917,8.292
2014-12-04,6.417,20.208,35.167
2014-12-05,5.5,18.792,26.0
2014-12-06,5.417,9.458,7.208
2014-12-07,4.583,8.875,6.083
2014-12-08,5.292,14.375,15.042
2014-12-09,4.565,12.708,14.708
2014-12-10,5.5,19.417,21.5
2014-12-11,10.667,34.25,51.25
2014-12-12,7.875,16.125,16.542
2014-12-13,6.042,11.167,11.667
2014-12-14,5.083,7.708,7.208
2014-12-15,5.417,10.375,11.417
2014-12-16,6.727,16.0,24.0
2014-12-17,2.667,2.042,1.042
2014-12-18,2.833,3.958,1.542
2014-12-19,6.833,12.833,13.75
2014-12-20,7.708,26.375,36.75
2014-12-21,5.833,14.792,15.667
2014-12-22,5.167,7.625,6.542
2014-12-23,5.435,10.708,6.333
2014-12-24,7.958,17.917,21.125
2014-12-25,7.125,17.917,17.208
2014-12-26,5.042,9.583,9.478
2014-12-27,5.125,12.125,8.583
2014-12-28,7.0,24.042,29.208
2014-12-29,7.0,23.5,32.875
2014-12-30,6.696,17.25,18.5
2014-12-31,6.375,18.875,20.667
2015-01-01,4.833,11.708,
2015-01-02,5.667,12.208,
2015-01-03,7.0,18.125,
2015-01-04,8.833,22.833,
2015-01-05,8.348,24.917,
2015-01-06,8.708,22.958,
2015-01-07,6.125,18.875,
2015-01-08,6.375,12.455,
2015-01-09,6.833,13.792,
2015-01-10,4.542,10.958,
2015-01-11,5.875,12.522,
2015-01-12,7.522,26.625,
2015-01-13,8.708,21.542,
2015-01-14,7.25,14.958,
2015-01-15,6.792,13.458,
2015-01-16,5.542,12.667,
2015-01-17,5.417,21.583,
2015-01-18,8.833,11.75,
2015-01-19,4.391,6.75,
2015-01-20,4.375,7.458,
2015-01-21,5.5,9.833,
2015-01-22,5.125,9.958,
2015-01-23,4.625,11.167,
2015-01-24,3.667,11.167,
2015-01-25,5.333,9.458,
2015-01-26,8.174,16.042,
2015-01-27,7.75,18.292,
2015-01-28,8.75,20.958,
2015-01-29,8.417,27.083,
2015-01-30,6.417,12.333,
2015-01-31,4.75,10.833,
2015-02-01,6.458,15.917,
2015-02-02,3.739,10.625,
2015-02-03,3.5,9.0,
2015-02-04,4.875,17.167,
2015-02-05,6.75,18.083,
2015-02-06,4.667,15.542,
2015-02-07,3.083,6.5,
2015-02-08,5.125,11.708,
2015-02-09,6.261,13.917,
2015-02-10,2.958,8.375,
2015-02-11,4.875,14.375,
2015-02-12,6.667,22.292,
2015-02-13,5.667,18.792,
2015-02-14,4.625,10.458,
2015-02-15,3.625,3.333,
2015-02-16,4.565,7.542,
2015-02-17,4.25,8.458,
2015-02-18,5.125,12.167,
2015-02-19,5.458,16.792,
2015-02-20,6.333,16.625,
2015-02-21,3.5,7.708,
2015-02-22,4.083,9.708,
2015-02-23,5.348,15.125,
2015-02-24,3.75,14.75,
2015-02-25,4.417,9.5,
2015-02-26,5.208,13.667,
2015-02-27,6.125,21.958,
2015-02-28,5.5,30.708,
2015-03-01,2.478,4.75,
2015-03-02,4.125,8.75,
2015-03-03,4.208,13.5,
2015-03-04,5.25,21.583,
2015-03-05,5.208,25.5,
2015-03-06,4.583,26.083,
2015-03-07,5.875,15.125,
2015-03-08,4.5,16.182,
2015-03-09,5.083,13.875,
2015-03-10,3.583,6.917,
2015-03-11,4.958,10.958,
2015-03-12,4.583,14.75,
2015-03-13,4.083,15.333,
2015-03-14,5.208,11.625,
2015-03-15,3.565,10.792,
2015-03-16,4.958,16.333,
2015-03-17,4.458,14.708,
2015-03-18,3.75,11.708,
2015-03-19,4.333,7.375,
2015-03-20,2.75,14.167,
2015-03-21,3.375,9.917,
2015-03-22,3.565,10.917,
2015-03-23,4.333,17.417,
2015-03-24,3.13,9.208,
2015-03-25,3.167,8.5,
2015-03-26,3.208,6.583,
2015-03-27,3.542,14.208,
2015-03-28,4.333,14.417,
2015-03-29,4.217,14.958,
2015-03-30,4.5,21.25,
2015-03-31,4.833,24.167,
2015-04-01,4.042,23.208,
2015-04-02,4.042,9.957,
2015-04-03,5.083,14.708,
2015-04-04,4.5,9.458,
2015-04-05,4.375,8.25,
2015-04-06,4.958,13.333,
2015-04-07,3.522,4.125,
