date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean
2011-01-01,14.75,19.958,5.208,,14.875
2011-01-02,10.958,15.125,4.167,,8.833
2011-01-03,14.667,19.417,4.75,,5.958
2011-01-04,11.042,14.625,3.583,,6.833
2011-01-05,17.217,26.348,9.13,,7.417
2011-01-06,23.958,45.208,21.25,,15.458
2011-01-07,19.833,44.167,24.333,,9.208
2011-01-08,15.583,22.583,7.0,,11.625
2011-01-09,19.167,40.333,21.167,,15.0
2011-01-10,21.0,40.417,19.417,,18.292
2011-01-11,13.083,21.25,8.167,,10.083
2011-01-12,21.13,39.565,18.435,,11.375
2011-01-13,22.292,44.417,22.125,,14.542
2011-01-14,14.667,24.375,9.708,,12.167
2011-01-15,16.833,24.583,7.75,,17.208
2011-01-16,21.958,46.083,24.125,,20.792
2011-01-17,21.25,34.125,12.875,,13.292
2011-01-18,26.583,56.458,29.875,,23.417
2011-01-19,14.522,27.043,12.522,,19.458
2011-01-20,5.5,7.083,1.583,,12.625
2011-01-21,5.833,7.542,1.708,,6.125
2011-01-22,6.083,11.167,5.083,,4.875
2011-01-23,11.417,29.417,18.0,,11.167
2011-01-24,15.0,22.304,7.304,,13.261
2011-01-25,18.542,39.708,21.167,,12.792
2011-01-26,14.087,20.087,6.0,,9.083
2011-01-27,19.417,36.083,16.667,,13.375
2011-01-28,13.292,20.625,7.333,,13.542
2011-01-29,11.042,13.583,2.542,,7.583
2011-01-30,18.25,27.625,9.375,,9.417
2011-01-31,16.792,24.5,7.708,,10.958
2011-02-01,15.208,27.958,12.75,,9.75
2011-02-02,3.739,5.652,1.913,,8.167
2011-02-03,20.583,41.292,20.708,,12.375
2011-02-04,15.667,40.708,25.042,,14.5
2011-02-05,13.292,16.583,3.292,,18.458
2011-02-06,20.583,27.083,6.5,,34.25
2011-02-07,19.417,31.833,12.417,,24.625
2011-02-08,8.625,15.042,6.417,,8.208
2011-02-09,11.696,15.609,3.913,,6.208
2011-02-10,17.636,27.045,9.409,,10.292
2011-02-11,11.792,14.333,2.542,,10.333
2011-02-12,13.083,16.25,3.167,,9.917
2011-02-13,18.667,26.375,7.708,,15.042
2011-02-14,22.083,33.292,11.208,,34.375
2011-02-15,15.458,28.0,12.542,,35.0
2011-02-16,17.826,23.087,5.261,,20.25
2011-02-17,11.792,16.542,4.75,,18.0
2011-02-18,9.042,12.0,2.958,,9.042
2011-02-19,14.583,17.542,2.958,,9.375
2011-02-20,22.708,32.667,9.958,,14.667
2011-02-21,19.042,27.458,8.417,,18.958
2011-02-22,10.833,13.542,2.708,,25.542
2011-02-23,16.435,21.304,4.87,,36.333
2011-02-24,9.75,12.167,2.417,,19.522
2011-02-25,8.292,9.875,1.583,,13.417
2011-02-26,7.667,10.125,2.458,,11.0
2011-02-27,8.333,13.5,5.167,,9.75
2011-02-28,14.0,21.875,7.875,,13.042
2011-03-01,19.0,31.348,12.348,,12.875
2011-03-02,15.125,22.583,7.458,,18.583
2011-03-03,6.792,14.042,7.25,,11.417
2011-03-04,3.75,4.958,1.208,,14.417
2011-03-05,12.333,15.625,3.292,,10.25
2011-03-06,14.083,17.542,3.458,,25.375
2011-03-07,9.208,11.333,2.125,,22.167
2011-03-08,10.0,12.0,2.0,,20.875
2011-03-09,5.818,7.455,1.636,,10.565
2011-03-10,1.625,3.083,1.458,,3.333
2011-03-11,2.292,3.625,1.333,,8.75
2011-03-12,6.917,10.5,3.583,,6.792
2011-03-13,6.708,9.167,2.458,,4.167
2011-03-14,13.208,18.542,5.333,,10.208
2011-03-15,11.739,21.217,9.478,,16.417
2011-03-16,15.667,17.958,2.292,,19.083
2011-03-17,23.042,27.333,4.292,,32.792
2011-03-18,14.083,19.083,5.0,,30.292
2011-03-19,4.0,5.0,1.0,,10.25
2011-03-20,7.167,8.5,1.333,,14.542
2011-03-21,9.167,11.792,2.625,,8.458
2011-03-22,26.174,39.087,12.913,,26.667
2011-03-23,19.917,30.167,10.25,,37.565
2011-03-24,6.833,8.583,1.75,,5.542
2011-03-25,6.5,7.5,1.0,,6.917
2011-03-26,13.042,16.083,3.042,,8.625
2011-03-27,14.917,18.208,3.292,,15.5
2011-03-28,14.917,19.5,4.583,,17.917
2011-03-29,12.435,14.391,1.957,,15.542
2011-03-30,20.75,30.583,9.833,,23.25
2011-03-31,4.792,5.958,1.167,,23.417
2011-04-01,15.583,20.042,4.458,,16.917
2011-04-02,13.5,20.625,7.125,,25.667
2011-04-03,5.333,6.625,1.292,,13.208
2011-04-04,6.042,8.708,2.667,,8.917
2011-04-05,16.542,21.375,4.833,,13.042
2011-04-06,17.625,22.708,5.083,,18.167
2011-04-07,20.783,29.609,8.826,,28.333
2011-04-08,16.667,25.208,8.542,,24.333
2011-04-09,8.917,10.708,1.792,,18.375
2011-04-10,2.375,3.792,1.417,,18.25
2011-04-11,7.75,10.625,2.875,,25.333
2011-04-12,5.478,7.913,2.435,,14.708
2011-04-13,20.417,28.625,8.208,,23.125
2011-04-14,18.217,22.348,4.13,,30.333
2011-04-15,18.083,22.5,4.417,,33.792
2011-04-16,9.792,14.667,4.875,,23.5
2011-04-17,3.583,4.667,1.083,,14.917
2011-04-18,4.75,6.125,1.375,,17.708
2011-04-19,7.042,8.375,1.333,,8.125
2011-04-20,7.125,8.708,1.583,,5.167
2011-04-21,7.522,9.13,1.609,,17.958
2011-04-22,11.292,12.875,1.583,,33.833
2011-04-23,6.125,7.375,1.25,,18.417
2011-04-24,2.833,3.833,1.0,,9.042
2011-04-25,8.125,10.833,2.708,,14.083
2011-04-26,14.591,17.864,3.273,,16.227
2011-04-27,11.667,15.542,3.875,,38.25
2011-04-28,3.348,4.435,1.087,,14.125
2011-04-29,3.083,3.917,0.833,,12.042
2011-04-30,12.083,13.75,1.667,,26.667
2011-05-01,7.75,9.0,1.25,,24.167
2011-05-02,4.042,5.208,1.167,,69.125
2011-05-03,7.375,8.667,1.292,,43.167
2011-05-04,3.292,4.417,1.125,,28.25
2011-05-05,3.217,4.174,0.957,,18.917
2011-05-06,4.417,5.625,1.208,,20.125
2011-05-07,9.667,11.333,1.667,,23.875
2011-05-08,5.25,7.292,2.042,,23.333
2011-05-09,8.792,10.333,1.542,,20.625
2011-05-10,14.042,16.667,2.625,,38.833
2011-05-11,6.833,8.292,1.458,,18.792
2011-05-12,6.13,7.478,1.348,,12.708
2011-05-13,6.727,9.045,2.318,,18.375
2011-05-14,6.917,8.75,1.833,,38.333
2011-05-15,5.75,6.833,1.083,,21.125
2011-05-16,12.208,13.75,1.542,,30.667
2011-05-17,9.292,10.542,1.25,,36.625
2011-05-18,10.292,12.333,2.042,,29.375
2011-05-19,13.739,16.043,2.304,,35.917
2011-05-20,13.792,15.833,2.042,,44.708
2011-05-21,9.583,12.0,2.417,,47.792
2011-05-22,5.417,6.417,1.0,,32.5
2011-05-23,6.833,8.375,1.542,,13.292
2011-05-24,6.458,7.875,1.417,,9.5
2011-05-25,11.708,13.542,1.833,,21.625
2011-05-26,7.435,8.913,1.478,,24.583
2011-05-27,7.0,8.571,1.571,,19.696
2011-05-28,5.167,6.583,1.417,,14.458
2011-05-29,2.417,3.667,1.25,,5.542
2011-05-30,0.75,1.917,1.167,,3.167
2011-05-31,1.792,3.208,1.417,,13.417
2011-06-01,3.417,4.917,1.5,,30.167
2011-06-02,12.333,16.667,4.333,,30.708
2011-06-03,7.522,9.783,2.261,,23.75
2011-06-04,8.292,10.875,2.583,,41.875
2011-06-05,3.0,4.25,1.25,,52.292
2011-06-06,4.208,5.708,1.5,,39.875
2011-06-07,8.542,10.042,1.5,,39.792
2011-06-08,9.417,13.458,4.042,,20.958
2011-06-09,8.042,9.875,1.833,,26.25
2011-06-10,9.905,11.81,1.905,,47.417
2011-06-11,5.125,6.625,1.5,,39.583
2011-06-12,3.25,4.625,1.375,,40.833
2011-06-13,3.75,5.125,1.375,,33.708
2011-06-14,3.625,4.875,1.25,,19.333
2011-06-15,4.913,6.391,1.478,,13.0
2011-06-16,9.0,12.5,3.5,,21.125
2011-06-17,2.87,4.174,1.304,,10.917
2011-06-18,5.458,6.958,1.5,,24.625
2011-06-19,4.0,5.625,1.625,,21.125
2011-06-20,9.458,11.5,2.042,,43.542
2011-06-21,13.667,19.417,5.75,,34.667
