date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,87.0,67.333,43.0,6.333,6.958,0.625,6.75,1.042,16.5,58.0,2.917,-31.0
2011-01-02,87.0,56.625,28.0,2.87,2.913,0.043,1.625,0.583,12.708,74.0,16.25,-27.0
2011-01-03,72.0,50.708,22.0,3.292,3.375,0.083,-0.417,0.333,11.667,59.0,3.0,-39.0
2011-01-04,83.0,55.917,31.0,5.13,9.87,4.739,1.167,0.917,14.583,49.0,3.208,-27.0
2011-01-05,76.0,64.5,46.0,6.875,13.0,6.125,1.042,0.917,12.5,19.0,-14.875,-39.0
2011-01-06,75.0,56.417,31.0,10.7,14.55,3.85,3.208,0.789,15.136,56.0,-0.833,-50.0
2011-01-07,75.0,53.625,29.0,4.917,5.667,0.75,0.375,0.167,13.292,42.0,-1.417,-35.0
2011-01-08,74.0,53.458,30.0,4.739,4.87,0.13,-0.042,0.417,12.833,43.0,-9.583,-49.0
2011-01-09,74.0,55.708,32.0,6.417,6.583,0.167,1.875,0.818,13.958,56.0,-0.542,-48.0
2011-01-10,80.0,62.958,35.0,11.75,14.792,3.042,6.125,0.833,19.042,60.0,10.958,-32.0
2011-01-11,82.0,58.667,36.0,8.167,11.125,2.958,5.042,0.455,20.167,56.0,2.792,-27.0
2011-01-12,66.0,47.125,25.0,7.417,9.417,2.0,1.333,0.542,16.5,24.0,-25.375,-62.0
2011-01-13,67.0,48.625,25.0,8.833,12.667,3.833,2.5,0.727,12.833,83.0,6.792,-59.0
2011-01-14,64.0,43.417,27.0,5.417,6.542,1.125,5.5,1.125,16.542,36.0,-6.042,-38.0
2011-01-15,72.0,57.125,33.0,5.913,6.261,0.348,7.542,0.909,17.375,36.0,-10.083,-48.0
2011-01-16,76.0,55.208,37.0,9.375,14.5,5.125,6.875,0.417,18.167,31.0,-5.792,-37.0
2011-01-17,69.0,51.0,29.0,6.375,8.208,1.833,4.208,0.273,15.417,54.0,0.167,-32.0
2011-01-18,70.0,54.667,30.0,11.375,13.25,1.875,9.958,0.917,20.458,65.0,0.708,-41.0
2011-01-19,75.0,56.875,40.0,9.042,12.208,3.167,6.583,1.136,19.625,75.0,25.083,-24.0
2011-01-20,96.0,88.75,80.0,6.167,10.167,4.0,4.455,0.5,19.091,11.0,1.083,-6.0
2011-01-21,100.0,95.583,85.0,7.25,8.417,1.167,0.625,0.0,13.0,10.0,0.208,-10.0
2011-01-22,100.0,98.167,90.0,5.348,6.217,0.87,-0.333,0.0,12.458,43.0,17.25,2.0
2011-01-23,100.0,81.917,54.0,6.75,9.958,3.208,0.542,0.083,12.583,55.0,13.5,-7.0
2011-01-24,93.0,64.625,47.0,6.217,8.174,1.957,3.565,0.304,15.261,13.0,-12.042,-35.0
2011-01-25,85.0,61.417,21.0,8.625,10.708,2.083,1.667,0.417,13.792,47.0,-7.833,-47.0
2011-01-26,76.0,49.667,26.0,4.708,6.667,1.958,1.958,0.667,11.208,15.0,-26.042,-71.0
2011-01-27,81.0,64.417,40.0,7.292,12.167,4.875,5.667,0.917,14.208,18.0,-29.0,-70.0
2011-01-28,91.0,55.417,27.0,3.375,3.958,0.583,4.708,0.818,14.5,1.0,-30.167,-62.0
2011-01-29,77.0,51.875,20.0,2.652,2.739,0.087,2.5,0.625,14.292,13.0,-29.5,-71.0
2011-01-30,83.0,58.458,33.0,6.833,9.417,2.583,3.542,0.667,15.167,9.0,-31.542,-69.0
2011-01-31,77.0,53.75,23.0,7.542,10.333,2.792,3.0,0.792,14.583,41.0,-25.667,-74.0
2011-02-01,82.0,52.792,28.0,7.905,11.857,3.952,2.417,0.857,13.1,49.0,-13.583,-73.0
2011-02-02,81.0,43.042,21.0,3.417,5.292,1.875,1.625,0.833,13.429,-1.0,-25.75,-49.0
2011-02-03,83.0,53.458,28.0,6.583,8.542,1.958,2.417,0.792,12.875,23.0,-31.667,-82.0
2011-02-04,75.0,47.833,23.0,6.125,6.667,0.542,5.5,1.364,15.042,63.0,-0.583,-68.0
2011-02-05,84.0,60.25,32.0,5.174,5.348,0.174,8.625,1.25,18.25,57.0,4.167,-39.0
2011-02-06,100.0,81.083,54.0,9.583,12.792,3.208,11.625,1.0,23.875,61.0,13.833,-33.0
2011-02-07,100.0,98.5,89.0,9.583,15.25,5.667,1.375,0.25,17.5,84.0,48.75,27.0
