date,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SPM_mean
2012-06-22,1.375,2.375,1.0,4.458,,
2012-06-23,1.417,2.417,1.0,3.958,,
2012-06-24,1.625,2.625,1.0,6.083,,
2012-06-25,1.458,2.458,1.0,7.875,,
2012-06-26,1.435,2.435,1.0,10.364,,
2012-06-27,3.391,4.391,1.0,13.875,,
2012-06-28,3.083,4.125,1.042,15.25,,
2012-06-29,2.417,3.542,1.125,16.542,,
2012-06-30,3.042,4.125,1.083,13.708,,
2012-07-01,1.667,2.667,1.0,7.0,,
2012-07-02,1.5,2.5,1.0,9.25,,
2012-07-03,4.625,5.792,1.167,7.458,,
2012-07-04,2.25,3.333,1.083,9.083,,
2012-07-05,2.958,4.0,1.042,9.917,,
2012-07-06,2.739,4.174,1.435,6.25,,
2012-07-07,1.333,2.333,1.0,9.167,,
2012-07-08,1.125,2.083,0.958,7.583,,
2012-07-09,1.542,2.542,1.0,8.417,,
2012-07-10,2.391,3.478,1.087,11.958,,
2012-07-11,2.75,3.792,1.042,8.435,,
2012-07-12,1.542,2.542,1.0,18.083,,
2012-07-13,2.833,3.917,1.083,28.826,,
2012-07-14,2.708,3.875,1.167,15.75,,
2012-07-15,1.739,2.87,1.13,14.0,,
2012-07-16,1.25,2.25,1.0,5.5,,
2012-07-17,1.833,2.917,1.083,8.5,,
2012-07-18,2.042,3.333,1.292,7.417,,
2012-07-19,2.583,3.708,1.125,11.833,,
2012-07-20,2.458,3.625,1.167,10.75,,
2012-07-21,1.708,2.708,1.0,13.417,,
2012-07-22,1.542,2.542,1.0,11.333,,
2012-07-23,2.208,3.208,1.0,16.792,,
2012-07-24,2.273,3.318,1.045,22.182,,
2012-07-25,2.208,3.292,1.083,27.833,,
2012-07-26,1.792,2.833,1.042,32.333,,
2012-07-27,2.0,3.083,1.083,33.375,,
2012-07-28,1.75,2.75,1.0,23.208,,
2012-07-29,1.917,2.917,1.0,18.75,,
2012-07-30,2.917,3.917,1.0,25.7,,
2012-07-31,3.5,4.75,1.25,10.391,,
2012-08-01,1.75,2.833,1.083,7.375,,
2012-08-02,2.0,3.13,1.13,10.667,,
2012-08-03,2.75,3.917,1.167,12.708,,
2012-08-04,2.708,3.792,1.083,14.208,,
2012-08-05,1.917,3.042,1.125,7.833,,
2012-08-06,2.042,3.167,1.125,5.917,,
2012-08-07,2.435,3.565,1.13,5.833,,
2012-08-08,2.042,3.417,1.375,5.875,,
2012-08-09,1.958,3.042,1.083,5.958,,
2012-08-10,2.125,3.208,1.083,11.0,,
2012-08-11,2.13,3.13,1.0,17.5,,
2012-08-12,2.458,3.542,1.083,22.208,,
2012-08-13,2.292,3.375,1.083,15.75,,
2012-08-14,1.917,2.917,1.0,5.125,,
2012-08-15,1.708,2.875,1.167,6.625,,
2012-08-16,1.708,2.75,1.042,8.958,,
2012-08-17,1.792,2.958,1.167,11.5,,
2012-08-18,2.417,3.667,1.25,10.875,,
2012-08-19,1.75,2.75,1.0,5.75,,
2012-08-20,3.13,4.304,1.174,8.25,,
2012-08-21,4.087,5.261,1.174,8.458,,
2012-08-22,2.958,4.25,1.292,6.542,,
2012-08-23,3.0,4.5,1.5,7.167,,
2012-08-24,3.25,4.708,1.458,8.125,,
2012-08-25,2.542,3.792,1.25,8.208,,
2012-08-26,2.417,3.625,1.208,13.083,,
2012-08-27,1.833,3.042,1.208,6.792,,
2012-08-28,2.417,3.417,1.0,5.304,,
2012-08-29,1.957,3.043,1.087,3.889,,
2012-08-30,2.75,4.167,1.417,9.111,,
2012-08-31,1.833,2.958,1.125,8.125,,
2012-09-01,1.542,2.542,1.0,3.042,,
2012-09-02,1.208,2.25,1.042,4.458,,
2012-09-03,2.042,3.125,1.083,2.917,,
2012-09-04,1.957,3.0,1.043,7.522,,
2012-09-05,2.833,4.125,1.292,14.417,,
2012-09-06,2.0,3.083,1.083,8.042,,
2012-09-07,1.739,2.957,1.217,8.792,,
2012-09-08,3.083,4.125,1.042,8.208,,
2012-09-09,2.167,3.167,1.0,4.75,,
2012-09-10,2.292,3.375,1.083,4.292,,
2012-09-11,1.625,2.583,0.958,2.708,,
2012-09-12,2.208,3.458,1.25,5.417,,
2012-09-13,2.875,4.042,1.167,12.292,,
2012-09-14,2.875,4.083,1.208,14.958,,
2012-09-15,4.042,5.292,1.25,7.875,,
2012-09-16,1.87,3.0,1.13,8.208,,
2012-09-17,1.292,2.292,1.0,4.217,,
2012-09-18,2.75,3.917,1.167,1.708,,
2012-09-19,1.696,2.826,1.13,11.792,,
2012-09-20,2.458,3.625,1.167,13.333,,
2012-09-21,2.333,3.375,1.042,13.708,,
2012-09-22,2.208,3.333,1.125,12.958,,
2012-09-23,1.542,2.542,1.0,8.417,,
2012-09-24,2.208,3.292,1.083,5.208,,
2012-09-25,1.826,3.0,1.174,6.273,,
2012-09-26,2.125,3.292,1.167,5.792,,
2012-09-27,2.458,3.75,1.292,5.217,,
2012-09-28,2.75,3.875,1.125,6.917,,
2012-09-29,2.958,4.125,1.167,8.25,,
2012-09-30,2.792,3.792,1.0,6.542,,
2012-10-01,2.125,3.125,1.0,2.75,,
2012-10-02,2.261,3.391,1.13,3.25,,
2012-10-03,1.375,2.875,1.5,3.458,,
2012-10-04,1.043,2.043,1.0,3.875,,
2012-10-05,2.375,3.667,1.292,3.375,,
2012-10-06,3.25,4.667,1.417,6.167,,
2012-10-07,1.542,2.625,1.083,5.667,,
2012-10-08,2.208,3.458,1.25,3.292,,
2012-10-09,2.375,3.875,1.5,3.917,,
2012-10-10,3.542,4.875,1.333,8.783,,
2012-10-11,2.875,3.917,1.042,14.958,,
2012-10-12,2.417,3.542,1.125,4.333,,
2012-10-13,2.261,3.739,1.478,8.167,,
2012-10-14,2.5,3.667,1.167,13.25,,
2012-10-15,1.958,3.875,1.917,13.435,,
2012-10-16,3.522,5.043,1.522,10.25,,
2012-10-17,4.083,5.125,1.042,11.125,,
2012-10-18,2.375,3.5,1.125,6.292,,
2012-10-19,2.958,4.083,1.125,7.625,,
2012-10-20,3.25,4.667,1.417,12.917,,
2012-10-21,3.25,4.458,1.208,19.708,,
2012-10-22,3.0,4.087,1.087,18.458,,
2012-10-23,2.208,3.208,1.0,6.375,,
2012-10-24,3.375,4.583,1.208,7.208,,
2012-10-25,4.167,5.542,1.375,10.958,,
2012-10-26,5.333,7.083,1.75,14.583,,
2012-10-27,4.333,6.0,1.667,13.958,,
2012-10-28,2.042,3.042,1.0,8.917,,
2012-10-29,2.292,3.292,1.0,7.875,,
2012-10-30,3.455,4.773,1.318,7.583,,
2012-10-31,3.174,4.304,1.13,4.167,,
2012-11-01,2.958,4.208,1.25,7.542,,
2012-11-02,1.875,2.875,1.0,10.125,,
2012-11-03,3.25,4.333,1.083,11.083,,
2012-11-04,2.833,4.083,1.25,7.167,,
2012-11-05,4.792,5.833,1.042,7.292,,
2012-11-06,4.826,6.087,1.261,12.917,,
2012-11-07,5.208,6.25,1.042,14.375,,
2012-11-08,5.458,6.667,1.208,17.5,,
2012-11-09,4.13,5.391,1.261,19.5,,
2012-11-10,3.75,4.833,1.083,8.375,,
2012-11-11,2.75,3.75,1.0,0.25,,
2012-11-12,5.292,6.958,1.667,15.208,,
2012-11-13,3.435,4.435,1.0,15.045,,
2012-11-14,2.375,3.417,1.042,5.833,,
2012-11-15,2.042,3.0,0.958,3.292,,
2012-11-16,5.417,7.125,1.708,3.75,,
2012-11-17,4.864,5.818,0.955,6.682,,
2012-11-18,2.13,3.13,1.0,9.125,,
2012-11-19,4.125,5.375,1.25,10.125,,
2012-11-20,2.958,3.958,1.0,9.792,,
2012-11-21,3.875,5.167,1.292,5.375,,
2012-11-22,6.0,8.5,2.5,9.417,,
2012-11-23,5.125,8.542,3.417,10.708,,
2012-11-24,2.875,4.0,1.125,3.792,,
2012-11-25,4.042,5.458,1.417,2.167,,
2012-11-26,4.542,5.625,1.083,5.042,,
2012-11-27,3.591,4.864,1.273,4.364,,
2012-11-28,5.778,7.056,1.278,4.833,,
2012-11-29,8.542,12.5,3.958,13.875,,
2012-11-30,7.167,10.583,3.417,6.708,,
2012-12-01,1.708,2.708,1.0,3.125,,
2012-12-02,3.25,4.333,1.083,2.417,,
2012-12-03,5.292,7.792,2.5,2.542,,
2012-12-04,4.0,5.095,1.095,8.292,,
2012-12-05,4.25,5.333,1.083,6.375,,
2012-12-06,2.87,4.0,1.13,4.75,,
2012-12-07,4.458,5.958,1.5,5.833,,
2012-12-08,3.333,4.333,1.0,8.75,,
2012-12-09,2.087,3.087,1.0,3.292,,
2012-12-10,2.087,3.217,1.13,1.458,,
2012-12-11,4.25,5.458,1.208,-0.458,,
2012-12-12,7.167,9.083,1.917,1.625,,
2012-12-13,8.125,11.875,3.75,4.042,,
2012-12-14,10.0,12.958,2.958,7.875,,
2012-12-15,7.739,11.435,3.696,3.292,,
2012-12-16,2.333,3.292,0.958,9.25,,
2012-12-17,6.375,8.75,2.375,13.167,,
2012-12-18,2.5,3.375,0.875,5.739,,
2012-12-19,5.391,6.783,1.391,3.958,,
2012-12-20,4.542,6.0,1.458,4.0,,
2012-12-21,6.375,8.042,1.667,5.375,,
2012-12-22,4.583,6.0,1.417,8.333,,
2012-12-23,2.417,3.417,1.0,10.958,,
2012-12-24,5.522,7.261,1.739,2.25,,
2012-12-25,7.13,10.13,3.0,8.864,,
2012-12-26,2.458,3.458,1.0,3.708,,
2012-12-27,6.5,9.792,3.292,3.708,,
2012-12-28,9.417,12.167,2.75,3.75,,
2012-12-29,11.667,17.417,5.75,5.333,,
2012-12-30,8.542,13.708,5.167,4.458,,
2012-12-31,2.0,2.875,0.875,4.917,,
2013-01-01,5.208,6.458,1.25,21.833,,
2013-01-02,3.25,4.208,0.958,12.958,,
2013-01-03,3.667,4.875,1.208,8.875,,
2013-01-04,3.458,4.5,1.042,10.208,,
2013-01-05,3.917,5.208,1.292,5.667,,
2013-01-06,6.13,8.217,2.087,5.667,,
2013-01-07,5.348,7.261,1.913,8.125,,
2013-01-08,8.708,12.208,3.5,14.5,,
2013-01-09,1.947,3.0,1.053,5.125,,
2013-01-10,2.458,3.625,1.167,3.333,,
2013-01-11,4.042,5.083,1.042,10.875,,
2013-01-12,2.958,3.958,1.0,16.458,,
2013-01-13,3.583,4.583,1.0,9.458,,
2013-01-14,6.292,8.667,2.375,5.792,,
2013-01-15,7.957,10.435,2.478,5.478,,
2013-01-16,4.875,6.458,1.583,5.25,,
2013-01-17,5.375,6.583,1.208,8.5,,
2013-01-18,3.208,4.167,0.958,9.375,,
2013-01-19,2.25,3.208,0.958,8.875,,
2013-01-20,5.0,6.292,1.292,12.417,,
2013-01-21,4.435,5.565,1.13,19.522,,
2013-01-22,3.542,4.75,1.208,9.333,,
2013-01-23,6.125,8.333,2.208,10.333,,
2013-01-24,8.043,10.522,2.478,13.417,,
2013-01-25,6.208,7.417,1.208,14.375,,
2013-01-26,1.625,2.583,0.958,15.417,,
2013-01-27,4.167,5.5,1.333,6.125,,
2013-01-28,5.0,6.917,1.917,10.417,,
2013-01-29,4.25,5.583,1.333,12.5,,
2013-01-30,6.25,7.292,1.042,10.375,,
2013-01-31,3.167,4.167,1.0,12.917,,
2013-02-01,6.833,8.5,1.667,13.583,,
2013-02-02,4.609,5.739,1.13,18.167,,
2013-02-03,3.625,5.375,1.75,17.625,,
2013-02-04,1.304,2.348,1.043,3.375,,
2013-02-05,1.167,1.958,0.792,4.25,,
2013-02-06,7.5,9.458,1.958,4.792,,
2013-02-07,4.042,5.25,1.208,4.5,,
2013-02-08,4.25,6.0,1.75,2.5,,
2013-02-09,1.042,1.875,0.833,3.208,,
2013-02-10,1.167,2.042,0.875,8.083,,
2013-02-11,0.913,1.739,0.826,5.167,,
2013-02-12,3.958,5.167,1.208,4.125,,
2013-02-13,1.375,2.208,0.833,4.292,,
2013-02-14,3.292,4.417,1.125,5.5,,
2013-02-15,1.0,1.867,0.867,1.8,,
2013-02-17,4.0,5.333,1.333,19.667,,
2013-02-18,1.25,2.083,0.833,11.042,,
2013-02-19,1.875,2.75,0.875,9.458,,
2013-02-20,3.913,5.174,1.261,10.25,,
2013-02-21,4.875,6.625,1.75,13.708,,
2013-02-22,3.292,4.417,1.125,8.583,,
2013-02-23,2.75,3.792,1.042,9.875,,
2013-02-24,3.833,5.292,1.458,11.083,,
2013-02-25,6.375,7.917,1.542,46.208,,
2013-02-26,6.333,8.0,1.667,48.958,,
2013-02-27,4.333,5.417,1.083,16.958,,
2013-02-28,1.875,2.833,0.958,20.958,,
2013-03-01,3.609,4.739,1.13,19.917,,
2013-03-02,2.708,3.667,0.958,10.917,,
2013-03-03,2.208,3.167,0.958,8.667,,
2013-03-04,5.391,6.783,1.391,5.708,,
2013-03-05,4.417,5.5,1.083,11.917,,
2013-03-06,1.625,2.625,1.0,11.0,,
2013-03-07,3.333,4.417,1.083,6.542,,
2013-03-08,3.5,4.542,1.042,7.625,,
2013-03-09,2.833,3.833,1.0,13.792,,
2013-03-10,1.087,2.043,0.957,6.833,,
2013-03-11,3.958,5.042,1.083,8.75,,
2013-03-12,5.833,7.083,1.25,26.792,,
2013-03-13,4.458,5.708,1.25,5.75,,
2013-03-14,1.667,2.625,0.958,7.042,,
2013-03-15,4.458,5.417,0.958,18.5,,
2013-03-16,4.333,5.333,1.0,36.583,,
2013-03-17,5.522,6.826,1.304,38.565,,
2013-03-18,3.833,4.833,1.0,26.875,,
2013-03-19,2.652,3.696,1.043,15.0,,
2013-03-20,4.083,5.125,1.042,8.375,,
2013-03-21,1.292,2.25,0.958,6.292,,
2013-03-22,2.292,3.375,1.083,7.75,,
2013-03-23,4.0,5.083,1.083,23.875,,
2013-03-24,5.542,6.75,1.208,35.083,,
2013-03-25,8.083,9.458,1.375,22.043,,
2013-03-26,5.083,6.083,1.0,12.958,,
2013-03-27,2.125,3.125,1.0,12.333,,
2013-03-28,3.87,5.043,1.174,20.5,,
2013-03-29,3.375,4.333,0.958,15.75,,
2013-03-30,1.625,2.542,0.917,6.417,,
2013-03-31,1.458,2.417,0.958,12.542,,
2013-04-01,3.375,4.417,1.042,8.167,,
2013-04-02,4.773,5.773,1.0,13.957,,
2013-04-03,1.958,2.833,0.875,17.0,,
2013-04-04,3.75,4.792,1.042,15.958,,
2013-04-05,4.875,6.042,1.167,18.25,,
2013-04-06,2.708,3.708,1.0,6.875,,
2013-04-07,1.125,1.875,0.75,5.125,,
2013-04-08,3.042,4.042,1.0,11.542,,
2013-04-09,3.833,4.917,1.083,12.9,,
2013-04-10,2.75,3.708,0.958,10.615,,
2013-04-11,3.652,4.652,1.0,14.25,,
2013-04-12,3.0,3.958,0.958,9.792,,
2013-04-13,2.917,3.917,1.0,12.333,,
2013-04-14,4.5,5.458,0.958,21.0,,
2013-04-15,2.542,3.458,0.917,10.583,,
2013-04-16,4.696,5.739,1.043,23.958,,
2013-04-17,2.875,3.875,1.0,25.5,,
2013-04-18,2.0,2.833,0.833,10.417,,
2013-04-19,1.958,2.833,0.875,12.917,,
2013-04-20,2.739,3.783,1.043,7.917,,
2013-04-21,1.458,2.292,0.833,3.5,,
2013-04-22,3.042,4.167,1.125,9.125,,
2013-04-23,4.583,5.625,1.042,9.87,,
2013-04-24,3.458,4.458,1.0,5.208,,
2013-04-25,3.833,4.917,1.083,14.167,,
2013-04-26,3.0,3.958,0.958,15.208,,
2013-04-27,3.042,4.042,1.0,11.542,,
2013-04-28,2.917,4.083,1.167,8.958,,
2013-04-29,3.696,4.696,1.0,18.458,,
2013-04-30,3.167,4.167,1.0,10.25,,
2013-05-01,1.217,2.13,0.913,3.913,,
2013-05-02,1.917,2.833,0.917,3.958,,
2013-05-03,1.833,2.833,1.0,4.875,,
2013-05-04,2.542,3.542,1.0,9.667,,
2013-05-05,2.542,3.583,1.042,18.542,,
2013-05-06,2.5,3.5,1.0,21.792,,
2013-05-07,1.0,1.833,0.833,6.958,,
2013-05-08,2.043,3.043,1.0,3.833,,
2013-05-09,3.25,4.417,1.167,8.375,,
2013-05-10,4.292,5.417,1.125,9.292,,
2013-05-11,3.5,4.5,1.0,11.333,,
2013-05-12,2.833,3.917,1.083,14.708,,
2013-05-13,3.478,4.522,1.043,28.708,,
2013-05-14,3.458,4.5,1.042,36.417,,
2013-05-15,2.905,3.857,0.952,23.708,,
2013-05-16,1.5,2.708,1.208,20.792,,
2013-05-17,2.13,3.043,0.913,6.5,,
2013-05-18,2.833,3.792,0.958,15.917,,
2013-05-19,2.875,3.875,1.0,5.75,,
2013-05-20,1.792,2.792,1.0,3.417,,
2013-05-21,2.667,3.708,1.042,20.042,,
2013-05-22,2.75,3.833,1.083,26.708,,
2013-05-23,2.625,3.625,1.0,17.0,,
2013-05-24,2.75,3.792,1.042,8.542,,
2013-05-25,3.042,4.042,1.0,15.875,,
2013-05-26,2.391,3.391,1.0,16.417,,
2013-05-27,3.043,4.0,0.957,13.696,,
2013-05-28,2.375,3.375,1.0,6.5,,
2013-05-29,2.25,3.292,1.042,2.917,,
2013-05-30,2.833,3.833,1.0,22.125,,
2013-05-31,3.0,4.125,1.125,17.583,,
2013-06-01,3.708,4.708,1.0,13.625,,
2013-06-02,2.708,3.708,1.0,13.458,,
2013-06-03,1.833,2.792,0.958,13.417,,
2013-06-04,2.0,3.043,1.043,12.042,,
2013-06-05,2.375,3.375,1.0,11.042,,
2013-06-06,3.0,4.042,1.042,14.042,,
2013-06-07,2.0,3.0,1.0,13.208,,
2013-06-08,1.583,2.583,1.0,10.348,,
2013-06-09,2.417,3.417,1.0,13.583,,
2013-06-10,3.261,4.261,1.0,14.667,,
2013-06-11,1.958,2.958,1.0,6.417,,
2013-06-12,2.333,3.333,1.0,6.833,,
2013-06-13,1.905,2.952,1.048,11.792,,
2013-06-14,1.708,2.708,1.0,14.542,,
2013-06-15,2.208,3.208,1.0,10.0,,
2013-06-16,1.083,2.083,1.0,5.125,,
2013-06-17,1.75,2.792,1.042,9.625,,
2013-06-18,2.917,3.917,1.0,12.042,,
2013-06-19,2.75,3.833,1.083,5.917,,
2013-06-20,3.083,4.167,1.083,1.583,,
2013-06-21,3.542,4.583,1.042,2.542,,
2013-06-22,1.957,2.957,1.0,5.333,,
2013-06-23,1.542,2.542,1.0,8.375,,
2013-06-24,2.0,3.0,1.0,7.875,,
2013-06-25,2.304,3.391,1.087,8.609,,
2013-06-26,3.25,4.25,1.0,6.083,,
2013-06-27,1.583,2.583,1.0,12.0,,
2013-06-28,2.25,3.458,1.208,12.042,,
2013-06-29,2.125,3.125,1.0,11.875,,
2013-06-30,2.458,3.458,1.0,11.833,,
2013-07-01,3.043,4.043,1.0,8.708,,
2013-07-02,3.375,4.458,1.083,8.652,,
2013-07-03,2.25,3.208,0.958,6.542,,
2013-07-04,3.583,4.792,1.208,7.167,,
2013-07-05,2.792,3.917,1.125,10.565,,
2013-07-06,2.333,3.5,1.167,13.792,,
2013-07-07,2.417,3.5,1.083,10.583,,
2013-07-08,2.458,3.583,1.125,13.875,,
2013-07-09,2.174,3.304,1.13,14.542,,
2013-07-10,2.478,3.565,1.087,17.042,,
2013-07-11,2.667,3.75,1.083,18.542,,
2013-07-12,2.5,3.542,1.042,23.217,,
2013-07-13,2.0,3.042,1.042,18.083,,
2013-07-14,1.75,2.833,1.083,10.833,,
2013-07-15,1.25,2.25,1.0,7.375,,
2013-07-16,2.5,3.542,1.042,8.958,,
2013-07-17,2.458,3.542,1.083,18.333,,
2013-07-18,1.583,2.625,1.042,9.792,,
2013-07-19,1.522,2.522,1.0,3.958,,
2013-07-20,2.25,3.333,1.083,4.583,,
2013-07-21,2.0,3.0,1.0,9.208,,
2013-07-22,2.13,3.217,1.087,15.182,,
2013-07-23,1.833,3.167,1.333,10.25,,
2013-07-24,3.25,4.417,1.167,14.25,,
2013-07-25,2.417,3.458,1.042,27.667,,
2013-07-26,2.958,4.0,1.042,31.5,,
2013-07-27,2.083,3.083,1.0,35.208,,
2013-07-28,1.783,2.783,1.0,31.708,,
2013-07-29,2.917,4.083,1.167,15.875,,
2013-07-30,2.333,3.583,1.25,26.826,,
2013-07-31,2.458,3.625,1.167,19.75,,
2013-08-01,1.625,2.625,1.0,15.292,,
2013-08-02,1.375,2.375,1.0,10.542,,
2013-08-03,1.5,2.542,1.042,4.417,,
2013-08-04,1.917,2.917,1.0,8.542,,
2013-08-05,2.5,3.542,1.042,14.667,,
2013-08-06,1.818,2.955,1.136,17.25,,
2013-08-07,1.458,2.542,1.083,17.875,,
2013-08-08,1.75,2.833,1.083,23.0,,
2013-08-09,2.25,3.417,1.167,29.25,,
2013-08-10,2.083,3.083,1.0,30.25,,
2013-08-11,1.667,2.708,1.042,34.042,,
2013-08-12,1.875,2.958,1.083,31.833,,
2013-08-13,1.958,3.042,1.083,27.0,,
2013-08-14,1.75,2.75,1.0,28.783,,
2013-08-15,2.0,3.0,1.0,27.917,,
2013-08-16,2.625,3.833,1.208,33.75,,
2013-08-17,2.625,3.667,1.042,22.833,,
2013-08-18,1.958,2.958,1.0,16.333,,
2013-08-19,2.708,3.75,1.042,13.458,,
2013-08-20,3.087,4.174,1.087,12.682,,
2013-08-21,2.458,3.708,1.25,13.917,,
2013-08-22,2.125,3.208,1.083,15.333,,
2013-08-23,2.292,3.5,1.208,8.167,,
2013-08-24,1.565,2.696,1.13,4.333,,
2013-08-25,1.292,2.292,1.0,7.458,,
2013-08-26,2.125,3.292,1.167,6.208,,
2013-08-27,1.833,2.833,1.0,4.208,,
2013-08-28,1.583,2.583,1.0,8.208,,
2013-08-29,3.292,4.292,1.0,22.25,,
2013-08-30,2.958,4.083,1.125,15.042,,
2013-08-31,2.417,3.458,1.042,13.083,,
2013-09-01,1.958,3.0,1.042,7.208,,
2013-09-02,3.565,4.783,1.217,1.667,,
2013-09-03,2.913,4.217,1.304,3.25,,
2013-09-04,2.542,3.542,1.0,0.417,,
2013-09-05,1.917,2.958,1.042,2.542,,
2013-09-06,1.958,3.042,1.083,3.792,,
2013-09-07,1.875,3.208,1.333,4.625,,
2013-09-08,1.458,2.5,1.042,0.792,,
2013-09-09,2.375,3.625,1.25,3.958,,
2013-09-10,2.458,3.75,1.292,7.292,,
2013-09-11,2.783,3.783,1.0,14.958,,
2013-09-12,2.542,3.667,1.125,28.25,,
2013-09-13,3.042,4.125,1.083,29.25,,
2013-09-14,3.0,4.045,1.045,23.091,,
2013-09-15,1.583,2.542,0.958,4.458,,
2013-09-16,1.0,1.958,0.958,5.375,,
2013-09-17,2.083,3.292,1.208,5.625,,
2013-09-18,2.545,3.818,1.273,2.222,,
2013-09-19,2.583,3.792,1.208,,,
2013-09-20,3.522,4.522,1.0,17.833,,
2013-09-21,3.5,4.625,1.125,14.625,,
2013-09-22,1.792,2.833,1.042,18.042,,
2013-09-23,2.25,3.458,1.208,17.125,,
2013-09-24,3.0,4.125,1.125,14.583,,
2013-09-25,1.792,3.0,1.208,8.609,,
2013-09-26,1.0,1.958,0.958,2.833,,
2013-09-27,2.333,3.375,1.042,6.542,,
2013-09-28,2.5,3.458,0.958,7.042,,
2013-09-29,2.783,3.783,1.0,9.917,,
2013-09-30,3.458,4.458,1.0,9.917,,
2013-10-01,2.435,3.652,1.217,10.958,,
2013-10-02,2.542,4.333,1.792,7.792,,
2013-10-03,1.667,2.708,1.042,6.0,,
2013-10-04,2.625,4.208,1.583,5.542,,
2013-10-05,4.208,5.458,1.25,10.667,,
2013-10-06,2.5,3.708,1.208,8.25,,
2013-10-07,2.667,4.208,1.542,5.0,,
2013-10-08,3.783,4.87,1.087,7.292,,
2013-10-09,2.125,3.125,1.0,3.304,,
2013-10-10,3.208,4.417,1.208,3.583,,
2013-10-11,3.125,4.25,1.125,6.917,,
2013-10-12,1.792,2.833,1.042,7.625,,
2013-10-13,2.261,3.304,1.043,6.478,,
2013-10-14,2.875,3.958,1.083,7.208,,
2013-10-15,4.083,5.292,1.208,9.542,,
2013-10-16,0.957,1.957,1.0,6.522,,
2013-10-17,2.391,3.522,1.13,6.333,,
2013-10-18,3.333,4.667,1.333,5.792,,
2013-10-19,3.208,4.458,1.25,7.083,,
2013-10-20,3.167,4.292,1.125,3.917,,
2013-10-21,3.083,4.625,1.542,2.667,,
2013-10-22,3.125,4.667,1.542,3.917,,
2013-10-23,4.208,5.583,1.375,4.391,,
2013-10-24,5.458,6.875,1.417,4.833,,
2013-10-25,2.375,3.375,1.0,3.042,,
2013-10-26,1.261,2.261,1.0,11.083,,
2013-10-27,2.167,3.083,0.917,14.696,,
2013-10-28,3.208,4.792,1.583,11.125,,
2013-10-29,4.348,5.87,1.522,11.542,,
2013-10-30,4.875,6.417,1.542,18.792,,
2013-10-31,4.917,6.5,1.583,19.292,,
2013-11-01,4.0,5.417,1.417,14.708,,
2013-11-02,3.875,5.625,1.75,11.542,,
2013-11-03,3.583,4.833,1.25,21.125,,
2013-11-04,2.957,3.957,1.0,18.792,,
2013-11-05,4.167,5.583,1.417,16.708,,
2013-11-06,4.833,6.167,1.333,16.583,,
2013-11-07,4.375,5.458,1.083,20.958,,
2013-11-08,3.583,4.833,1.25,13.792,,
2013-11-09,4.292,6.042,1.75,8.458,,
2013-11-10,2.875,3.875,1.0,8.333,,
2013-11-11,1.708,2.667,0.958,4.667,,
2013-11-12,2.217,3.087,0.87,2.174,,
2013-11-13,2.783,3.87,1.087,4.417,,
2013-11-14,5.25,7.167,1.917,6.167,,
2013-11-15,6.708,8.417,1.708,7.792,,
2013-11-16,4.917,7.083,2.167,16.333,,
2013-11-17,5.25,6.417,1.167,23.208,,
2013-11-18,3.417,4.708,1.292,7.042,,
2013-11-19,4.0,5.083,1.083,6.042,,
2013-11-20,3.875,4.958,1.083,11.583,,
2013-11-21,4.542,5.75,1.208,8.875,,
2013-11-22,5.913,7.652,1.739,7.125,,
2013-11-23,4.333,6.208,1.875,5.625,,
2013-11-24,4.042,5.333,1.292,14.125,,
2013-11-25,5.125,6.208,1.083,13.125,,
2013-11-26,3.043,4.174,1.13,7.417,,
2013-11-27,4.708,5.875,1.167,9.417,,
2013-11-28,3.708,5.167,1.458,6.292,,
2013-11-29,3.125,4.542,1.417,3.875,,
2013-11-30,4.333,5.583,1.25,7.167,,
2013-12-01,3.478,4.522,1.043,10.25,,
2013-12-02,6.0,7.75,1.75,15.583,,
2013-12-03,6.857,8.762,1.905,9.333,,
2013-12-04,6.375,8.958,2.583,9.167,,
2013-12-05,6.958,9.25,2.292,14.708,,
2013-12-06,5.75,7.917,2.167,23.167,,
2013-12-07,2.625,3.667,1.042,3.667,,
2013-12-08,3.25,4.375,1.125,4.875,,
2013-12-09,5.522,7.391,1.87,8.13,,
2013-12-10,2.391,3.391,1.0,8.0,,
2013-12-11,3.667,5.0,1.333,10.292,,
2013-12-12,2.958,4.25,1.292,5.208,,
2013-12-13,3.458,4.792,1.333,5.583,,
2013-12-14,3.042,4.042,1.0,6.583,,
2013-12-15,1.458,2.458,1.0,7.292,,
2013-12-16,2.542,3.542,1.0,7.0,,
2013-12-17,4.958,6.583,1.625,6.708,,
2013-12-18,8.417,10.292,1.875,4.458,,
2013-12-19,3.913,5.348,1.435,3.333,,
2013-12-20,3.458,5.125,1.667,7.375,,
2013-12-21,1.292,2.25,0.958,4.667,,
2013-12-22,1.125,2.083,0.958,5.708,,
2013-12-23,4.417,5.625,1.208,4.792,,
2013-12-24,2.875,3.958,1.083,6.583,,
2013-12-25,6.333,8.095,1.762,9.348,,
2013-12-26,6.833,8.708,1.875,7.625,,
2013-12-27,2.625,3.583,0.958,11.542,,
2013-12-28,3.348,4.391,1.043,3.583,,
2013-12-29,5.292,7.125,1.833,5.25,,
2013-12-30,4.833,6.333,1.5,11.542,,
2013-12-31,5.75,7.25,1.5,18.583,,
2014-01-01,1.391,2.087,0.696,4.167,52.0,
