date,CO_mean
2011-01-01,8.917
2011-01-02,5.417
2011-01-03,6.375
2011-01-04,6.522
2011-01-05,6.75
2011-01-06,10.958
2011-01-07,6.125
2011-01-08,9.0
2011-01-09,8.625
2011-01-10,11.667
2011-01-11,9.792
2011-01-12,8.75
2011-01-13,9.042
2011-01-14,7.667
2011-01-15,6.542
2011-01-16,9.458
2011-01-17,8.083
2011-01-18,11.0
2011-01-19,11.0
2011-01-20,9.417
2011-01-21,8.583
2011-01-22,10.5
2011-01-23,7.667
2011-01-24,5.417
2011-01-25,6.125
2011-01-26,6.083
2011-01-27,8.875
2011-01-28,8.167
2011-01-29,8.542
2011-01-30,9.042
2011-01-31,7.708
2011-02-01,8.125
2011-02-02,5.583
2011-02-03,9.5
2011-02-04,7.875
2011-02-05,12.958
2011-02-06,12.043
2011-02-07,8.125
2011-02-08,5.083
2011-02-09,5.958
2011-02-10,7.083
2011-02-11,6.167
2011-02-12,7.083
2011-02-13,10.417
2011-02-14,14.083
2011-02-15,10.125
2011-02-16,7.125
2011-02-17,6.333
2011-02-18,7.083
2011-02-19,8.292
2011-02-20,9.875
2011-02-21,11.833
2011-02-22,11.5
2011-02-23,8.75
2011-02-24,6.833
2011-02-25,8.75
2011-02-26,5.75
2011-02-27,7.208
2011-02-28,10.208
2011-03-01,9.75
2011-03-02,8.833
2011-03-03,7.417
2011-03-04,9.667
2011-03-05,12.833
2011-03-06,13.333
2011-03-07,9.565
2011-03-08,10.75
2011-03-09,11.125
2011-03-10,6.458
2011-03-11,5.083
2011-03-12,4.792
2011-03-13,6.292
2011-03-14,11.667
2011-03-15,8.0
2011-03-16,10.917
2011-03-17,13.542
2011-03-18,12.083
2011-03-19,4.792
2011-03-20,6.375
2011-03-21,5.917
2011-03-22,10.208
2011-03-23,10.375
2011-03-24,7.292
2011-03-25,5.208
2011-03-26,5.042
2011-03-27,11.0
2011-03-28,8.667
2011-03-29,11.667
2011-03-30,10.292
2011-03-31,6.417
2011-04-01,10.625
2011-04-02,7.583
2011-04-03,4.583
2011-04-04,5.792
2011-04-05,9.75
2011-04-06,8.417
2011-04-07,8.174
2011-04-08,11.583
2011-04-09,8.042
2011-04-10,9.5
2011-04-11,7.375
2011-04-12,8.667
2011-04-13,12.333
2011-04-14,11.042
2011-04-15,10.167
2011-04-16,6.458
2011-04-17,9.833
2011-04-18,7.208
2011-04-19,7.375
2011-04-20,4.792
2011-04-21,9.792
2011-04-22,13.5
2011-04-23,9.042
2011-04-24,10.292
2011-04-25,10.208
2011-04-26,10.792
2011-04-27,9.083
2011-04-28,6.083
2011-04-29,9.542
2011-04-30,12.208
2011-05-01,11.0
2011-05-02,7.167
2011-05-03,10.833
2011-05-04,8.917
2011-05-05,9.458
2011-05-06,8.292
2011-05-07,7.917
2011-05-08,12.083
2011-05-09,8.958
2011-05-10,11.833
2011-05-11,11.583
2011-05-12,10.583
2011-05-13,8.217
2011-05-14,6.958
2011-05-15,9.917
2011-05-16,8.5
2011-05-17,11.417
2011-05-18,10.125
2011-05-19,8.667
2011-05-20,9.625
2011-05-21,9.75
2011-05-22,8.833
2011-05-23,7.083
2011-05-24,11.458
2011-05-25,12.208
2011-05-26,8.667
2011-05-27,8.083
2011-05-28,10.75
2011-05-29,7.583
2011-05-30,4.333
2011-05-31,10.0
2011-06-01,11.583
2011-06-02,10.875
2011-06-03,12.261
2011-06-04,10.583
2011-06-05,13.375
2011-06-06,10.708
2011-06-07,11.958
2011-06-08,12.458
2011-06-09,11.792
2011-06-10,14.625
2011-06-11,8.458
2011-06-12,12.417
2011-06-13,8.583
2011-06-14,7.542
2011-06-15,11.5
2011-06-16,10.375
2011-06-17,13.125
2011-06-18,10.833
2011-06-19,11.542
2011-06-20,11.75
2011-06-21,7.917
2011-06-22,8.958
2011-06-23,7.708
2011-06-24,4.083
2011-06-25,8.125
2011-06-26,9.417
2011-06-27,5.75
2011-06-28,6.042
2011-06-29,9.375
2011-06-30,8.75
2011-07-01,11.958
2011-07-02,7.208
2011-07-03,8.083
2011-07-04,8.292
2011-07-05,12.083
2011-07-06,13.043
2011-07-07,11.375
2011-07-08,8.667
2011-07-09,9.042
2011-07-10,9.417
2011-07-11,10.167
2011-07-12,9.75
2011-07-13,9.917
2011-07-14,8.667
2011-07-15,7.833
2011-07-16,10.833
2011-07-17,6.125
2011-07-18,9.0
2011-07-19,5.417
2011-07-20,5.25
2011-07-21,4.667
2011-07-22,11.333
2011-07-23,8.542
2011-07-24,8.375
2011-07-25,10.5
2011-07-26,8.375
2011-07-27,6.917
2011-07-28,8.583
2011-07-29,8.958
2011-07-30,9.583
2011-07-31,9.375
2011-08-01,8.458
2011-08-02,9.583
2011-08-03,10.0
2011-08-04,9.917
2011-08-05,10.696
2011-08-06,8.583
2011-08-07,9.083
2011-08-08,8.75
2011-08-09,9.667
2011-08-10,9.667
2011-08-11,10.833
2011-08-12,7.792
2011-08-13,9.75
2011-08-14,7.083
2011-08-15,6.042
2011-08-16,9.958
2011-08-17,7.5
2011-08-18,7.042
2011-08-19,6.083
2011-08-20,9.625
2011-08-21,7.125
2011-08-22,7.958
2011-08-23,11.625
2011-08-24,10.208
2011-08-25,10.75
2011-08-26,10.958
2011-08-27,8.708
2011-08-28,10.375
2011-08-29,8.583
2011-08-30,10.417
2011-08-31,8.792
2011-09-01,5.333
2011-09-07,12.167
2011-09-08,9.958
2011-09-09,10.0
2011-09-10,12.5
2011-09-11,8.917
2011-09-12,9.125
2011-09-13,11.208
2011-09-14,11.304
