date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean
2013-01-01,15.292,19.333,4.042,24.917,32.333
2013-01-02,12.583,15.583,3.0,12.417,19.625
2013-01-03,14.958,20.083,5.125,10.083,13.042
2013-01-04,9.625,13.458,3.833,9.5,13.458
2013-01-05,10.625,13.083,2.458,4.417,7.5
2013-01-06,15.909,27.455,11.545,4.87,7.348
2013-01-07,21.792,32.792,11.0,7.875,11.708
2013-01-08,28.458,45.375,16.917,8.875,11.958
2013-01-09,6.375,7.708,1.333,2.208,3.875
2013-01-10,6.0,7.083,1.083,0.958,3.375
2013-01-11,16.208,22.208,6.0,11.083,11.958
2013-01-12,14.833,20.625,5.792,17.917,21.25
2013-01-13,9.0,11.043,2.043,8.167,12.042
2013-01-14,17.917,28.333,10.417,5.042,7.917
2013-01-15,15.167,22.417,7.25,4.739,6.783
2013-01-16,14.375,19.708,5.333,6.458,8.625
2013-01-17,12.792,18.75,5.958,7.375,11.042
2013-01-18,13.125,17.542,4.417,17.542,20.875
2013-01-19,5.167,6.0,0.833,4.667,7.083
2013-01-20,23.739,32.696,8.957,12.958,17.0
2013-01-21,18.167,26.125,7.958,19.261,23.5
2013-01-22,13.042,16.625,3.583,13.583,16.167
2013-01-23,21.75,33.583,11.833,13.958,17.667
2013-01-24,23.792,33.958,10.167,16.875,19.083
2013-01-25,31.167,44.5,13.333,20.958,26.375
2013-01-26,10.5,11.958,1.458,12.042,14.875
2013-01-27,9.087,10.87,1.783,6.292,10.0
2013-01-28,26.458,43.0,16.542,17.375,20.875
2013-01-29,20.208,25.917,5.708,16.565,20.833
2013-01-30,36.667,76.167,39.5,20.0,22.1
2013-01-31,13.25,21.625,8.375,16.333,14.6
2013-02-01,24.917,34.833,9.917,15.083,20.833
2013-02-02,18.417,24.333,5.917,20.0,24.958
2013-02-03,,,,21.522,26.773
2013-02-04,,,,1.792,2.833
2013-02-05,,,,2.667,4.583
2013-02-06,,,,4.875,6.125
2013-02-07,,,,2.375,6.208
2013-02-08,,,,3.083,4.917
2013-02-09,,,,2.792,4.708
2013-02-10,,,,8.261,9.458
2013-02-11,,,,3.042,5.917
2013-02-12,,,,7.4,7.958
2013-02-13,,,,,5.542
2013-02-14,35.6,51.5,15.9,8.455,8.458
2013-02-15,13.375,16.083,2.708,3.833,5.042
2013-02-16,7.083,8.167,1.083,18.875,25.625
2013-02-17,14.609,22.783,8.174,25.042,28.125
2013-02-18,5.083,6.458,1.375,10.417,12.417
2013-02-19,5.917,7.708,1.792,8.435,11.042
2013-02-20,13.375,18.333,4.958,12.75,14.583
2013-02-21,10.208,13.167,2.958,12.75,13.125
2013-02-22,14.458,18.458,4.0,9.625,12.667
2013-02-23,10.542,12.542,2.0,12.125,13.375
2013-02-24,14.217,19.957,5.739,12.565,14.5
2013-02-25,17.333,24.5,7.167,41.625,45.583
2013-02-26,15.375,19.792,4.417,50.667,56.208
2013-02-27,16.667,20.667,4.0,17.125,20.125
2013-02-28,6.583,7.792,1.208,21.583,23.333
2013-03-01,11.542,14.042,2.5,28.75,32.083
2013-03-02,6.125,7.0,0.875,8.25,9.125
2013-03-03,8.222,10.056,1.833,6.583,8.458
2013-03-04,13.333,17.0,3.667,7.417,10.125
2013-03-05,9.095,11.524,2.429,8.583,9.957
2013-03-06,4.5,5.375,0.875,10.0,11.042
2013-03-07,8.542,11.875,3.333,7.292,8.667
2013-03-08,6.75,8.5,1.75,7.0,10.708
2013-03-09,8.625,10.375,1.75,12.875,14.708
2013-03-10,4.261,5.348,1.087,6.958,7.333
2013-03-11,14.375,18.208,3.833,9.435,11.917
2013-03-12,19.167,25.125,5.958,15.458,19.125
2013-03-13,17.292,25.75,8.458,10.5,13.417
2013-03-14,3.542,4.333,0.792,6.417,6.292
2013-03-15,9.083,10.917,1.833,15.0,16.708
2013-03-16,12.375,15.042,2.667,34.625,41.042
2013-03-17,20.174,23.304,3.13,44.348,54.292
2013-03-18,18.083,24.0,5.917,33.625,41.958
2013-03-19,7.458,9.125,1.667,16.417,21.292
2013-03-20,10.792,12.792,2.0,5.417,7.125
2013-03-21,3.542,4.125,0.583,5.208,5.667
2013-03-22,6.542,8.083,1.542,6.333,8.208
2013-03-23,12.25,14.917,2.667,18.917,22.208
2013-03-24,21.348,25.0,3.652,41.958,48.458
2013-03-25,19.917,23.917,4.0,27.826,31.652
2013-03-26,22.708,29.458,6.75,16.75,21.042
2013-03-27,11.542,16.75,5.208,13.875,19.167
2013-03-28,16.958,20.625,3.667,24.708,29.5
2013-03-29,15.708,19.25,3.542,17.5,22.208
2013-03-30,7.167,8.667,1.5,7.417,9.75
2013-03-31,5.913,6.913,1.0,14.458,19.292
2013-04-01,11.217,13.609,2.391,11.583,16.375
