date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,200.913,5.625,22.13,24.625,41.875,17.25,9.5,,223.043
2011-01-02,196.565,4.043,11.043,13.565,21.348,7.783,10.375,,207.609
2011-01-03,196.87,4.0,10.696,17.042,29.167,12.125,14.292,,207.565
2011-01-04,196.0,4.375,9.478,11.75,17.375,5.625,20.708,,205.478
2011-01-05,196.174,4.458,14.783,22.042,41.958,19.917,7.083,,210.957
2011-01-06,201.826,6.174,36.391,35.217,100.043,64.826,13.217,,238.217
2011-01-07,197.174,4.125,20.13,20.292,36.792,16.5,4.292,,217.304
2011-01-08,200.565,4.833,18.478,20.625,36.25,15.625,6.167,,219.043
2011-01-09,204.435,6.13,24.478,26.826,58.652,31.826,14.75,,228.913
2011-01-10,205.391,8.083,39.522,39.208,117.292,78.083,26.333,,244.913
2011-01-11,200.435,5.958,25.957,27.208,75.542,48.333,20.75,,226.391
2011-01-12,197.652,4.25,22.478,28.375,58.958,30.583,5.625,,220.13
2011-01-13,202.545,6.667,36.318,33.25,107.167,73.917,14.217,,238.864
2011-01-14,197.391,4.542,18.739,15.875,22.75,6.875,16.542,,216.13
2011-01-15,196.913,4.25,16.522,20.083,33.833,13.75,8.75,,213.435
2011-01-16,195.217,3.696,14.696,24.043,35.174,11.13,9.167,,209.913
2011-01-17,197.0,4.917,22.087,30.083,75.625,45.542,11.292,,219.087
2011-01-18,198.826,5.375,25.957,36.833,97.542,60.708,9.375,,224.783
2011-01-19,198.222,4.043,27.222,32.391,65.652,33.261,10.391,,225.444
2011-01-20,190.4,3.792,30.8,25.25,36.458,11.208,3.0,,221.2
2011-01-21,189.826,3.792,20.348,22.375,29.792,7.417,8.167,,210.174
2011-01-22,193.565,5.375,27.609,24.75,48.292,23.542,7.125,,221.174
2011-01-23,192.826,3.87,18.13,19.391,34.348,14.957,1.417,,210.957
2011-01-24,192.391,3.708,16.565,22.708,45.083,22.375,3.542,,208.957
2011-01-25,192.826,4.292,15.435,21.833,37.125,15.292,13.292,,208.261
2011-01-26,194.826,4.083,21.826,26.25,50.125,23.875,6.083,,216.652
2011-01-27,196.217,5.75,24.522,33.13,73.957,40.826,18.826,,220.739
2011-01-28,196.87,6.042,28.87,27.625,54.625,27.0,16.25,,225.739
2011-01-29,191.739,3.375,11.739,16.542,22.25,5.708,5.542,,203.478
2011-01-30,196.522,5.0,23.174,28.913,57.0,28.087,6.958,,219.696
2011-01-31,192.783,4.458,46.043,28.708,57.0,28.292,6.125,,238.826
2011-02-01,196.565,5.783,35.957,33.833,90.0,56.167,16.25,,232.522
2011-02-02,193.13,3.667,16.0,21.625,39.125,17.5,7.25,,209.13
2011-02-03,198.652,6.5,25.391,33.261,75.957,42.696,12.652,,224.043
2011-02-04,196.522,5.542,25.609,26.583,56.208,29.625,21.333,,222.13
2011-02-05,197.043,6.042,21.565,29.0,49.583,20.583,30.792,,218.609
2011-02-06,191.304,4.304,14.609,23.522,27.435,3.913,21.417,,205.913
2011-02-07,193.826,5.708,23.435,24.292,46.292,22.0,8.5,,217.261
2011-02-08,191.217,3.417,17.696,14.458,23.0,8.542,6.125,,208.913
2011-02-09,193.409,4.739,18.182,24.917,49.5,24.583,10.13,,211.591
2011-02-10,193.05,4.75,19.75,28.583,70.708,42.125,10.417,,212.8
2011-02-11,191.609,4.25,14.957,20.083,34.958,14.875,10.5,,206.565
2011-02-12,192.87,4.333,14.304,20.75,31.333,10.583,10.542,,207.174
2011-02-13,192.652,4.542,16.609,28.913,51.652,22.739,12.5,,209.261
2011-02-14,193.565,5.87,28.13,32.792,67.917,35.125,11.708,,221.696
2011-02-15,194.174,5.083,25.087,21.667,40.833,19.167,12.917,,219.261
2011-02-16,192.609,4.625,22.435,29.083,57.625,28.542,10.217,,215.043
2011-02-17,190.565,3.75,14.783,16.25,25.542,9.292,8.208,,205.348
2011-02-18,193.696,4.167,14.217,20.833,35.708,14.875,7.083,,207.913
2011-02-19,195.0,4.875,16.826,25.417,42.917,17.5,10.625,,211.826
2011-02-20,196.696,5.957,25.522,36.391,84.174,47.783,11.958,,222.217
2011-02-21,199.0,7.667,37.435,47.958,129.458,81.5,22.25,,236.435
2011-02-22,192.826,5.208,21.783,31.625,59.5,27.875,19.792,,214.609
2011-02-23,190.913,4.583,17.609,20.25,32.542,12.292,10.375,,208.522
2011-02-24,192.5,4.0,12.591,18.583,24.583,6.0,24.565,,205.091
2011-02-25,195.652,5.958,23.739,31.792,54.875,23.083,19.875,,219.391
2011-02-26,192.0,3.042,9.348,11.208,15.917,4.708,7.292,,201.348
2011-02-27,192.652,3.696,10.565,23.435,37.13,13.696,9.917,,203.217
2011-02-28,191.435,3.958,13.217,30.958,65.333,34.375,8.292,,204.652
2011-03-01,190.13,4.125,18.435,31.833,54.583,22.75,10.083,,208.565
2011-03-02,191.522,4.478,23.13,26.0,41.783,15.783,9.348,,214.652
2011-03-03,190.957,3.583,7.783,11.625,13.875,2.25,14.083,,198.739
2011-03-04,191.391,3.75,9.522,15.042,17.833,2.792,13.292,,200.913
2011-03-05,189.522,4.435,16.043,24.13,33.522,9.391,0.667,,205.565
2011-03-06,197.174,6.458,30.13,34.667,62.375,27.708,10.333,,227.304
2011-03-07,195.174,5.75,13.739,20.917,29.25,8.333,25.417,,208.913
2011-03-08,194.783,6.583,17.87,27.0,44.167,17.167,27.0,,212.652
2011-03-09,193.045,5.5,17.636,29.75,45.167,15.417,17.304,,210.682
2011-03-10,191.87,3.958,10.739,13.792,19.75,5.958,10.125,,202.609
2011-03-11,190.522,3.625,8.609,13.125,18.167,5.042,11.375,,199.13
2011-03-12,193.391,4.0,10.217,17.87,27.261,9.391,11.125,,203.609
2011-03-13,192.391,3.917,10.261,25.208,41.542,16.333,9.792,,202.652
2011-03-14,196.13,5.792,24.435,40.208,81.083,40.875,12.5,,220.565
2011-03-15,194.261,4.875,17.522,26.625,62.875,36.25,15.0,,211.783
2011-03-16,192.0,3.583,14.826,27.833,45.167,17.333,9.87,,206.826
