date,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-01-01,21.917,30.458,8.542,4.0
2011-01-02,7.565,9.304,1.739,4.208
2011-01-03,11.458,14.292,2.833,3.708
2011-01-04,9.087,11.087,2.0,6.591
2011-01-05,14.167,19.208,5.042,2.667
2011-01-06,28.625,57.0,28.375,3.708
2011-01-07,10.5,13.875,3.375,2.625
2011-01-08,17.083,23.583,6.5,2.917
2011-01-09,19.696,30.87,11.174,4.5
2011-01-10,35.083,72.875,37.792,5.217
2011-01-11,16.625,27.208,10.583,4.75
2011-01-12,20.875,32.333,11.458,3.208
2011-01-13,23.083,47.542,24.458,4.125
2011-01-14,11.792,16.125,4.333,4.792
2011-01-15,12.458,16.542,4.083,3.667
2011-01-16,15.478,19.217,3.739,3.042
2011-01-17,23.5,42.167,18.667,3.348
2011-01-18,31.792,60.917,29.125,4.083
2011-01-19,27.875,39.833,11.958,3.708
2011-01-20,23.208,30.333,7.125,2.958
2011-01-21,24.5,31.5,7.0,3.208
2011-01-22,19.75,29.625,9.875,3.042
2011-01-23,10.304,13.087,2.783,2.667
2011-01-24,12.542,18.125,5.583,2.318
2011-01-25,13.417,18.542,5.125,4.125
2011-01-26,13.917,18.833,4.917,3.042
2011-01-27,23.833,37.833,14.0,4.667
2011-01-28,16.417,23.75,7.333,4.417
2011-01-29,10.083,11.75,1.667,2.833
2011-01-30,23.652,37.087,13.435,2.826
2011-01-31,20.125,30.667,10.542,2.792
2011-02-01,22.5,40.75,18.25,4.25
2011-02-02,9.25,11.792,2.542,3.0
2011-02-03,23.792,39.667,15.875,3.333
2011-02-04,23.958,41.0,17.042,5.125
2011-02-05,21.417,28.0,6.583,7.583
2011-02-06,25.091,32.727,7.636,6.13
2011-02-07,18.0,23.875,5.875,3.625
2011-02-08,11.333,15.833,4.5,2.875
2011-02-09,15.333,21.875,6.542,3.083
2011-02-10,19.625,35.333,15.708,4.417
2011-02-11,8.292,10.833,2.542,2.833
2011-02-12,12.875,15.833,2.958,3.208
2011-02-13,26.043,34.609,8.565,3.458
2011-02-14,28.542,46.958,18.417,3.217
2011-02-15,20.333,31.417,11.083,3.208
2011-02-16,22.583,32.417,9.833,3.542
2011-02-17,11.5,15.167,3.667,3.333
2011-02-18,10.083,12.833,2.75,2.625
2011-02-19,14.583,19.542,4.958,2.917
2011-02-20,29.304,46.13,16.826,3.826
2011-02-21,39.875,69.458,29.583,5.333
2011-02-22,22.667,28.833,6.167,5.083
2011-02-23,22.583,37.583,15.0,4.125
2011-02-24,11.833,13.458,1.625,5.167
2011-02-25,18.375,24.333,5.958,3.375
2011-02-26,7.5,8.5,1.0,2.667
2011-02-27,13.609,17.565,3.957,2.783
2011-02-28,17.542,27.417,9.875,3.292
2011-03-01,25.542,32.042,6.5,4.125
2011-03-02,24.333,37.708,13.375,3.652
2011-03-03,9.619,10.762,1.143,3.409
2011-03-04,14.125,16.125,2.0,2.375
2011-03-05,24.773,33.182,8.409,2.435
2011-03-06,35.042,55.417,20.375,5.167
2011-03-07,15.458,17.333,1.875,4.958
2011-03-08,19.75,29.5,9.75,5.292
2011-03-09,22.625,26.167,3.542,3.417
2011-03-10,10.792,12.25,1.458,3.0
2011-03-11,9.542,11.292,1.75,4.0
2011-03-12,12.13,15.565,3.435,2.87
2011-03-13,11.917,14.75,2.833,2.75
2011-03-14,29.625,38.125,8.5,4.542
2011-03-15,20.583,26.75,6.167,4.542
2011-03-16,23.5,30.667,7.167,4.167
2011-03-17,31.25,51.125,19.875,4.167
2011-03-18,27.083,53.75,26.667,4.375
2011-03-19,8.609,10.174,1.565,3.0
2011-03-20,16.583,21.75,5.167,3.583
2011-03-21,12.458,14.625,2.167,3.917
2011-03-22,29.5,41.875,12.375,5.917
2011-03-23,25.0,29.542,4.542,3.542
2011-03-24,15.875,19.333,3.458,3.667
2011-03-25,7.292,8.5,1.208,3.375
2011-03-26,10.435,13.304,2.87,2.818
