date,NO2_mean,NOX_mean,NO_mean,PM25_mean
2015-01-01,,,,12.208
2015-01-02,,,,19.417
2015-01-03,,,,24.875
2015-01-04,,,,29.208
2015-01-05,,,,42.417
2015-01-06,,,,27.833
2015-01-07,,,,14.458
2015-01-08,15.3,17.6,2.3,16.958
2015-01-09,11.667,13.667,2.0,10.167
2015-01-10,12.458,15.208,2.75,15.042
2015-01-11,14.667,16.792,2.125,22.417
2015-01-12,9.25,10.417,1.167,9.125
2015-01-13,15.25,19.208,3.958,11.348
2015-01-14,12.333,17.375,5.042,11.625
2015-01-15,15.583,19.167,3.583,13.667
2015-01-16,15.087,18.783,3.696,16.0
2015-01-17,8.875,10.375,1.5,13.083
2015-01-18,8.708,9.833,1.125,6.917
2015-01-19,5.429,6.524,1.095,8.0
2015-01-20,7.0,8.609,1.609,7.091
2015-01-21,8.458,10.292,1.833,6.917
2015-01-22,8.833,10.667,1.833,7.5
2015-01-23,12.583,15.333,2.75,15.208
2015-01-24,3.917,4.708,0.792,14.917
2015-01-25,15.261,18.391,3.13,15.167
2015-01-26,17.458,22.292,4.833,19.304
2015-01-27,18.792,21.875,3.083,28.25
2015-01-28,28.208,35.292,7.083,35.458
2015-01-29,16.1,17.05,0.95,16.941
2015-01-30,5.083,5.667,0.583,
2015-01-31,7.75,8.708,0.958,
2015-02-01,14.957,16.826,1.87,7.111
2015-02-02,8.667,10.25,1.583,4.542
2015-02-03,11.609,14.609,3.0,4.667
2015-02-04,21.167,27.417,6.25,12.0
2015-02-05,23.458,29.958,6.5,23.4
2015-02-06,15.0,18.875,3.875,20.0
2015-02-07,4.875,5.792,0.917,6.042
2015-02-08,14.696,18.739,4.043,11.333
2015-02-09,7.167,8.083,0.917,17.083
2015-02-10,8.333,10.542,2.208,9.875
2015-02-11,11.417,13.958,2.542,11.792
2015-02-12,9.696,11.217,1.522,14.208
2015-02-13,8.708,9.917,1.208,12.292
2015-02-14,7.542,8.292,0.75,11.083
2015-02-15,4.75,6.25,1.5,7.042
2015-02-16,8.696,10.174,1.478,10.783
2015-02-17,8.375,10.25,1.875,11.417
2015-02-18,16.208,20.208,4.0,14.417
2015-02-19,17.542,22.292,4.75,17.958
2015-02-20,13.583,15.0,1.417,14.625
2015-02-21,3.609,4.565,0.957,13.125
2015-02-22,12.167,14.083,1.917,13.708
2015-02-23,21.333,26.833,5.5,20.739
2015-02-24,4.542,5.208,0.667,15.125
2015-02-25,8.0,9.833,1.833,10.042
2015-02-26,12.375,15.0,2.625,23.625
2015-02-27,13.333,14.792,1.458,39.25
2015-02-28,9.625,10.375,0.75,39.292
2015-03-01,5.364,6.227,0.864,14.5
2015-03-02,20.833,24.875,4.042,24.042
2015-03-03,19.958,24.083,4.125,25.833
2015-03-04,16.333,18.292,1.958,26.0
2015-03-05,11.583,12.417,0.833,30.25
2015-03-06,5.625,6.208,0.583,20.708
2015-03-07,8.75,10.208,1.458,14.375
2015-03-08,10.625,13.167,2.542,16.083
2015-03-09,6.417,7.042,0.625,13.667
2015-03-10,4.652,5.348,0.696,11.708
2015-03-11,6.417,7.333,0.917,11.125
2015-03-12,7.125,8.917,1.792,8.708
2015-03-13,6.083,6.75,0.667,10.292
2015-03-14,6.708,7.292,0.583,12.083
2015-03-15,5.217,5.913,0.696,18.708
2015-03-16,14.292,16.417,2.125,12.958
2015-03-17,18.417,21.167,2.75,17.583
2015-03-18,17.208,19.417,2.208,18.583
2015-03-19,7.87,9.0,1.13,12.75
2015-03-20,3.0,3.417,0.417,22.167
2015-03-21,2.625,2.875,0.25,6.875
2015-03-22,13.125,15.708,2.583,11.25
2015-03-23,13.75,16.375,2.625,17.783
2015-03-24,4.208,4.958,0.75,10.708
2015-03-25,4.458,5.333,0.875,5.75
2015-03-26,7.583,8.833,1.25,8.25
2015-03-27,6.917,7.792,0.875,12.958
2015-03-28,11.0,12.478,1.478,16.125
2015-03-29,17.783,21.043,3.261,28.417
2015-03-30,16.083,17.542,1.458,32.333
2015-03-31,13.542,14.667,1.125,33.917
2015-04-01,10.667,12.333,1.667,18.375
2015-04-02,4.0,5.333,1.333,10.5
2015-04-03,12.087,15.87,3.783,8.708
2015-04-04,4.042,5.208,1.167,4.583
2015-04-05,3.667,4.792,1.125,3.167
2015-04-06,6.792,8.167,1.375,2.958
2015-04-07,2.833,3.708,0.875,8.652
2015-04-08,3.792,5.083,1.292,11.292
2015-04-09,6.0,7.708,1.708,12.292
2015-04-10,6.417,7.833,1.417,11.5
2015-04-11,4.792,6.208,1.417,11.625
2015-04-12,3.478,4.652,1.174,13.25
2015-04-13,3.458,4.792,1.333,5.417
2015-04-14,6.913,8.522,1.609,3.833
2015-04-15,8.125,9.5,1.375,14.583
2015-04-16,10.833,12.042,1.208,35.0
2015-04-17,7.625,9.292,1.667,22.667
2015-04-18,10.083,12.042,1.958,23.458
2015-04-19,6.958,8.125,1.167,23.5
2015-04-20,7.042,9.083,2.042,13.348
2015-04-21,2.826,3.652,0.826,5.625
2015-04-22,7.417,9.167,1.75,13.833
2015-04-23,10.875,12.375,1.5,21.917
2015-04-24,11.125,13.042,1.917,23.917
2015-04-25,5.667,6.792,1.125,26.083
2015-04-26,7.625,8.958,1.333,27.792
2015-04-27,10.583,12.25,1.667,34.542
2015-04-28,11.913,13.696,1.783,31.625
2015-04-29,4.208,5.167,0.958,13.375
2015-04-30,4.826,6.0,1.174,11.333
2015-05-01,8.333,9.542,1.208,13.083
2015-05-02,9.292,10.792,1.5,16.292
2015-05-03,3.0,4.083,1.083,10.292
2015-05-04,3.458,4.667,1.208,7.625
2015-05-05,2.708,3.75,1.042,14.042
2015-05-06,4.083,5.167,1.083,17.083
2015-05-07,8.75,9.958,1.208,15.083
2015-05-08,6.667,7.833,1.167,15.833
2015-05-09,13.087,15.217,2.13,20.792
2015-05-10,3.5,4.5,1.0,15.458
2015-05-11,7.0,11.5,4.5,11.875
2015-05-12,5.783,7.696,1.913,11.174
2015-05-13,8.7,10.05,1.35,23.583
2015-05-14,11.458,12.958,1.5,24.25
2015-05-15,10.333,12.458,2.125,23.708
2015-05-16,5.083,6.125,1.042,19.667
2015-05-17,3.958,5.042,1.083,19.958
2015-05-18,8.833,12.292,3.458,23.542
2015-05-19,7.583,9.792,2.208,10.913
2015-05-20,6.917,8.875,1.958,18.792
2015-05-21,3.833,4.917,1.083,10.667
2015-05-22,11.25,13.375,2.125,15.833
2015-05-23,10.667,12.167,1.5,19.292
2015-05-24,4.417,5.333,0.917,16.667
2015-05-25,7.125,8.667,1.542,17.0
2015-05-26,10.174,11.87,1.696,18.083
2015-05-27,14.917,16.25,1.333,25.167
2015-05-28,8.208,9.5,1.292,31.75
2015-05-29,4.25,5.5,1.25,17.792
2015-05-30,10.417,11.792,1.375,24.0
2015-05-31,3.917,5.0,1.083,20.375
2015-06-01,5.167,6.333,1.167,20.542
2015-06-02,6.875,8.333,1.458,21.583
2015-06-03,7.583,9.042,1.458,10.667
2015-06-04,4.042,5.125,1.083,8.458
2015-06-05,8.417,10.375,1.958,7.0
2015-06-06,3.917,5.25,1.333,4.625
2015-06-07,3.375,4.333,0.958,11.348
2015-06-08,5.042,7.958,2.917,7.667
2015-06-09,14.045,17.545,3.5,5.333
2015-06-10,10.417,12.75,2.333,12.708
2015-06-11,12.75,24.375,11.625,15.792
2015-06-12,6.708,8.417,1.708,19.542
2015-06-13,9.792,11.583,1.792,37.208
2015-06-14,7.083,8.167,1.083,23.292
2015-06-15,9.792,11.583,1.792,19.13
2015-06-16,16.043,19.0,2.957,27.13
2015-06-17,5.917,7.083,1.167,24.292
2015-06-18,5.208,8.083,2.875,9.0
2015-06-19,3.667,4.75,1.083,6.875
2015-06-20,5.667,7.25,1.583,14.167
2015-06-21,3.0,4.042,1.042,10.625
2015-06-22,6.542,7.833,1.292,14.667
2015-06-23,8.636,10.273,1.636,22.957
2015-06-24,8.5,10.0,1.5,23.625
2015-06-25,5.125,6.75,1.625,20.739
2015-06-26,5.304,6.739,1.435,5.958
2015-06-27,6.917,8.292,1.375,7.625
2015-06-28,2.167,3.125,0.958,5.958
2015-06-29,4.696,6.304,1.609,8.5
2015-06-30,6.667,9.625,2.958,11.958
2015-07-01,7.042,8.625,1.583,6.458
2015-07-02,12.565,14.652,2.087,17.5
2015-07-03,7.625,9.167,1.542,15.5
2015-07-04,11.708,13.583,1.875,19.667
2015-07-05,4.292,5.375,1.083,19.625
