date,NO2_mean,NOX_mean,NO_mean,SPM_mean
2011-01-01,16.708,19.75,3.042,12.458
2011-01-02,5.125,5.458,0.333,14.542
2011-01-03,9.042,9.75,0.708,17.625
2011-01-04,6.25,6.792,0.542,24.667
2011-01-05,18.0,23.833,5.833,8.583
2011-01-06,25.0,48.826,23.826,15.542
2011-01-07,5.667,6.542,0.875,6.083
2011-01-08,12.333,15.75,3.417,9.292
2011-01-09,18.292,26.208,7.917,17.5
2011-01-10,31.458,53.625,22.167,34.667
2011-01-11,16.0,25.042,9.042,25.042
2011-01-12,20.478,32.478,12.0,9.87
2011-01-13,22.333,40.667,18.333,16.042
2011-01-14,12.458,14.292,1.833,22.583
2011-01-15,9.652,12.913,3.261,13.792
2011-01-16,10.75,13.375,2.625,13.792
2011-01-17,18.583,26.542,7.958,12.833
2011-01-18,24.0,34.81,10.81,14.583
2011-01-19,21.042,26.083,5.042,10.875
2011-01-20,11.375,12.5,1.125,6.625
2011-01-21,13.083,14.875,1.792,9.583
2011-01-22,12.75,16.542,3.792,7.167
2011-01-23,9.125,11.042,1.917,2.542
2011-01-24,13.652,17.652,4.0,5.75
2011-01-25,15.522,19.87,4.348,17.0
2011-01-26,18.75,25.583,6.833,8.083
2011-01-27,23.167,33.167,10.0,21.917
2011-01-28,17.958,24.542,6.583,17.833
2011-01-29,11.708,14.25,2.542,8.042
2011-01-30,22.958,45.917,22.958,9.875
2011-01-31,20.208,30.0,9.792,9.5
2011-02-01,15.833,20.958,5.125,16.833
2011-02-02,6.348,7.957,1.609,7.0
2011-02-03,27.542,46.167,18.625,13.333
2011-02-04,16.333,23.583,7.25,20.708
2011-02-05,16.333,19.292,2.958,36.833
2011-02-06,24.792,31.417,6.625,25.833
2011-02-07,17.0,24.667,7.667,11.625
2011-02-08,7.696,9.913,2.217,7.174
2011-02-09,13.583,17.667,4.083,11.292
2011-02-10,20.833,35.792,14.958,11.542
2011-02-11,9.435,12.348,2.913,10.167
2011-02-12,11.542,13.083,1.542,11.0
2011-02-13,24.125,28.208,4.083,15.792
