date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean
2011-01-01,4.208,20.958,34.667,13.708,,12.417
2011-01-02,4.167,12.292,25.083,12.792,,13.708
2011-01-03,4.042,16.958,34.292,17.333,,13.25
2011-01-04,4.042,12.292,26.25,13.958,,18.333
2011-01-05,3.917,26.667,67.167,40.5,,9.042
2011-01-06,5.417,38.292,113.75,75.458,,13.25
2011-01-07,3.522,22.292,61.542,39.25,,8.917
2011-01-08,4.25,21.833,48.5,26.667,,9.667
2011-01-09,4.792,26.5,58.5,32.0,,13.833
2011-01-10,7.042,42.208,126.542,84.333,,24.792
2011-01-11,4.958,29.542,90.5,60.958,,20.333
2011-01-12,4.75,39.167,118.333,79.167,,11.174
2011-01-13,5.625,38.417,126.25,87.833,,15.958
2011-01-14,5.875,31.083,88.208,57.125,,19.708
2011-01-15,4.333,23.042,50.542,27.5,,11.833
2011-01-16,4.0,32.958,90.375,57.417,,11.0
2011-01-17,3.833,31.5,76.375,44.875,,13.583
2011-01-18,5.042,44.095,124.429,80.333,,12.087
2011-01-19,4.875,43.417,117.208,73.792,,11.25
2011-01-20,4.5,40.5,104.208,63.708,,8.708
2011-01-21,4.917,38.75,106.667,67.917,,12.417
2011-01-22,4.083,24.0,53.167,29.167,,10.125
2011-01-23,3.792,25.875,73.75,47.875,,7.958
2011-01-24,3.458,29.167,85.75,56.583,,8.958
2011-01-25,4.652,30.458,81.708,51.25,,14.167
2011-01-26,3.875,32.958,91.75,58.792,,8.75
2011-01-27,5.167,34.958,95.875,60.917,,16.125
2011-01-28,4.583,32.583,80.333,47.75,,16.125
2011-01-29,3.542,19.833,39.917,20.083,,9.042
2011-01-30,4.958,35.042,107.625,72.583,,9.792
2011-01-31,4.5,39.625,120.667,81.042,,10.75
2011-02-01,5.208,34.667,105.917,71.25,,15.708
2011-02-02,3.375,24.25,63.875,39.625,,10.417
2011-02-03,5.304,37.167,103.042,65.875,,12.667
2011-02-04,5.458,31.583,80.375,48.792,,15.458
2011-02-05,5.583,25.708,45.458,19.75,,28.667
2011-02-06,6.458,44.625,107.917,63.292,,24.167
2011-02-07,5.917,36.833,105.667,68.833,,14.208
2011-02-08,3.625,24.083,64.125,40.042,,8.957
2011-02-09,4.375,31.583,85.833,54.25,,11.417
2011-02-10,4.458,36.0,103.917,67.917,,11.125
