date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,THC_mean
2011-01-01,190.417,13.0,11.375,12.708,1.333,1.042,203.417
2011-01-02,187.708,11.583,7.522,8.739,1.217,1.167,199.292
2011-01-03,190.609,10.217,11.042,12.958,1.917,1.043,200.826
2011-01-04,191.75,7.958,5.625,6.708,1.083,2.75,199.708
2011-01-05,192.208,10.75,13.958,18.875,4.917,1.0,202.958
2011-01-06,194.625,19.958,29.75,52.417,22.667,1.565,214.583
2011-01-07,193.458,20.0,22.333,40.25,17.917,1.708,213.458
2011-01-08,193.375,12.333,13.083,16.417,3.333,1.125,205.708
2011-01-09,192.667,13.708,18.391,21.739,3.348,1.833,206.375
2011-01-10,196.174,26.261,27.25,51.208,23.958,1.783,222.435
2011-01-11,193.667,21.167,23.042,49.583,26.542,3.208,214.833
2011-01-12,193.75,14.375,18.625,25.208,6.583,1.208,208.125
2011-01-13,191.955,17.773,22.0,34.167,12.167,1.957,209.727
2011-01-14,192.375,16.042,21.625,33.417,11.792,2.083,208.417
2011-01-15,192.708,12.917,16.375,18.708,2.333,1.708,205.625
2011-01-16,189.417,11.667,17.435,21.348,3.913,1.708,201.083
2011-01-17,189.174,15.391,17.708,21.5,3.792,1.174,204.565
2011-01-18,192.333,20.125,22.583,30.667,8.083,1.625,212.458
2011-01-19,192.125,20.958,21.75,37.583,15.833,2.0,213.083
2011-01-20,187.042,15.667,12.792,15.083,2.292,1.087,202.708
2011-01-21,186.958,12.542,12.792,15.333,2.542,1.542,199.5
2011-01-22,188.375,16.833,12.5,15.917,3.417,1.5,205.208
2011-01-23,191.583,20.917,16.652,31.913,15.261,1.708,212.5
2011-01-24,191.348,14.348,13.5,15.708,2.208,1.13,205.696
2011-01-25,190.917,13.375,12.5,14.833,2.333,1.167,204.292
2011-01-26,192.417,14.292,13.25,15.333,2.083,1.125,206.708
2011-01-27,192.583,13.958,12.625,14.833,2.208,1.696,206.542
2011-01-28,192.75,15.125,15.958,18.833,2.875,2.958,207.875
2011-01-29,191.833,13.333,10.417,12.625,2.208,1.292,205.167
2011-01-30,193.917,18.958,20.913,30.043,9.13,1.25,212.875
2011-01-31,192.0,12.174,19.042,27.417,8.375,1.13,204.174
2011-02-01,191.75,13.958,15.875,24.125,8.25,2.458,205.708
2011-02-02,192.708,8.875,10.292,11.625,1.333,1.083,201.583
2011-02-03,194.667,14.917,23.458,33.625,10.167,1.478,209.583
2011-02-04,192.833,12.5,15.917,21.375,5.458,1.375,205.333
2011-02-05,194.083,14.583,18.625,21.583,2.958,1.917,208.667
2011-02-06,193.333,17.292,30.565,48.826,18.261,3.0,210.625
2011-02-07,190.565,22.783,19.083,33.333,14.25,1.522,213.348
2011-02-08,189.792,13.917,9.875,11.792,1.917,1.0,203.708
2011-02-09,190.045,11.773,10.125,11.792,1.667,1.0,201.818
2011-02-10,189.833,14.792,19.417,28.375,8.958,2.522,204.625
2011-02-11,190.708,15.625,19.25,24.625,5.375,1.125,206.333
2011-02-12,190.625,13.208,13.167,15.25,2.083,1.667,203.833
2011-02-13,191.5,15.583,21.565,33.043,11.478,3.042,207.083
2011-02-14,190.043,20.348,28.208,40.167,11.958,2.133,210.391
2011-02-15,190.167,18.167,22.458,33.417,10.958,1.783,208.333
2011-02-16,189.583,16.208,22.375,27.375,5.0,2.0,205.792
2011-02-17,190.25,13.542,12.292,16.375,4.083,1.208,203.792
2011-02-18,191.25,10.458,7.625,8.917,1.292,1.0,201.708
2011-02-19,191.708,11.708,10.0,11.5,1.5,1.0,203.417
2011-02-20,194.042,17.125,24.652,34.87,10.217,1.125,211.167
2011-02-21,192.913,18.435,28.625,41.333,12.708,1.292,211.348
2011-02-22,189.0,34.75,19.167,22.292,3.125,1.696,223.75
2011-02-23,188.391,37.87,28.25,50.042,21.792,1.958,226.261
2011-02-24,189.875,23.542,16.583,19.167,2.583,1.875,213.417
2011-02-25,188.583,22.958,17.542,19.792,2.25,1.478,211.542
2011-02-26,188.417,14.875,10.25,11.417,1.167,1.0,203.292
2011-02-27,189.208,15.542,11.875,13.625,1.75,1.042,204.75
2011-02-28,190.375,14.375,18.4,19.5,1.1,1.0,204.75
2011-03-01,191.522,23.522,22.792,36.417,13.625,1.292,215.043
2011-03-02,191.0,28.25,31.708,62.333,30.625,2.417,219.25
2011-03-03,188.5,14.542,15.0,16.083,1.083,1.217,203.042
2011-03-04,191.583,12.5,13.208,14.708,1.5,8.042,204.083
2011-03-05,187.792,29.583,27.783,36.174,8.391,10.208,217.375
2011-03-06,187.833,28.375,21.625,49.667,28.042,1.458,216.208
2011-03-07,189.375,22.917,21.625,27.583,5.958,1.783,212.292
2011-03-08,190.217,16.783,21.333,24.833,3.5,1.25,207.0
2011-03-09,190.091,17.545,22.0,25.833,3.833,1.565,207.636
2011-03-10,190.917,14.125,9.042,10.083,1.042,1.0,205.042
2011-03-11,191.125,20.083,8.042,9.042,1.0,1.0,211.208
2011-03-12,192.708,11.958,10.0,11.043,1.043,1.0,204.667
2011-03-13,195.625,15.167,18.917,22.958,4.042,1.083,210.792
2011-03-14,194.375,17.083,21.292,23.458,2.167,1.083,211.458
2011-03-15,188.913,14.609,16.167,17.375,1.208,1.75,203.522
2011-03-16,190.292,15.75,21.417,25.042,3.625,1.682,206.042
2011-03-17,190.875,29.167,37.208,56.0,18.792,1.818,220.042
2011-03-18,188.917,23.833,25.625,34.75,9.125,1.5,212.75
2011-03-19,189.0,15.125,14.348,17.043,2.696,1.583,204.125
2011-03-20,187.167,13.25,14.083,15.875,1.792,1.333,200.417
2011-03-21,187.625,10.875,18.208,20.292,2.083,1.125,198.5
2011-03-22,187.957,18.696,21.583,27.375,5.792,2.125,206.652
2011-03-23,185.333,18.625,24.625,27.042,2.417,1.458,203.958
2011-03-24,184.875,18.417,15.167,21.167,6.0,1.591,203.292
2011-03-25,187.833,9.25,3.375,4.375,1.0,1.0,197.083
2011-03-26,189.833,15.417,10.565,11.739,1.174,1.0,205.25
2011-03-27,192.0,16.458,24.333,29.0,4.667,1.333,208.458
2011-03-28,189.864,15.273,19.792,25.0,5.208,1.75,205.136
2011-03-29,189.826,14.174,12.542,14.25,1.708,1.0,204.0
2011-03-30,188.792,12.458,11.667,13.083,1.417,1.0,201.25
2011-03-31,183.75,8.917,5.583,6.583,1.0,1.045,192.667
2011-04-01,188.708,11.375,22.667,31.5,8.833,1.0,200.083
2011-04-02,187.792,10.917,21.583,29.083,7.5,1.25,198.708
2011-04-03,186.375,6.667,12.667,14.042,1.375,1.042,193.042
2011-04-04,187.458,12.542,16.609,18.652,2.043,1.125,200.0
2011-04-05,187.217,9.522,19.792,22.542,2.75,1.391,196.739
2011-04-06,189.458,16.5,30.75,46.542,15.792,1.25,205.958
2011-04-07,188.25,15.0,26.625,37.458,10.833,1.208,203.25
2011-04-08,185.292,8.042,7.875,8.875,1.0,1.0,193.333
2011-04-09,185.667,10.792,12.667,15.875,3.208,1.0,196.458
2011-04-10,187.833,10.25,9.292,11.625,2.333,1.0,198.083
2011-04-11,188.375,12.917,17.957,21.565,3.609,1.542,201.292
2011-04-12,188.217,6.87,10.917,12.292,1.375,1.0,195.087
2011-04-13,189.583,13.5,22.583,28.125,5.542,1.042,203.083
2011-04-14,190.429,16.476,32.542,42.708,10.167,5.708,206.905
2011-04-15,187.708,12.25,19.458,24.042,4.583,1.13,199.958
2011-04-16,186.375,11.458,17.208,20.333,3.125,1.458,197.833
2011-04-17,194.5,6.417,9.083,10.292,1.208,1.333,200.917
2011-04-18,185.5,10.208,11.565,13.478,1.913,1.167,195.708
2011-04-19,186.696,10.13,10.458,11.667,1.208,1.0,196.826
2011-04-20,190.0,14.5,20.792,24.792,4.0,1.0,204.5
2011-04-21,189.542,11.0,14.167,16.875,2.708,1.958,200.542
2011-04-22,189.792,14.875,19.542,23.75,4.208,1.13,204.667
2011-04-23,184.458,11.125,9.333,10.75,1.417,1.0,195.583
2011-04-24,187.042,9.583,7.167,8.875,1.708,1.25,196.625
2011-04-25,188.583,11.792,14.435,16.609,2.174,1.0,200.375
2011-04-26,186.957,8.783,17.25,20.333,3.083,1.13,195.739
2011-04-27,184.292,4.417,3.917,4.917,1.0,1.0,188.708
2011-04-28,183.708,5.667,6.333,7.375,1.042,1.0,189.375
2011-04-29,186.042,8.042,11.417,12.625,1.208,1.0,194.083
2011-04-30,186.542,7.375,10.792,12.292,1.5,1.125,193.917
2011-05-01,183.375,6.583,7.417,8.417,1.0,1.0,189.958
2011-05-02,185.042,14.083,17.043,19.522,2.478,1.5,199.125
2011-05-03,188.217,11.87,14.5,15.75,1.25,2.522,200.087
2011-05-04,187.167,11.292,8.333,9.542,1.208,1.333,198.458
2011-05-05,188.625,12.958,13.083,14.5,1.417,1.875,201.583
2011-05-06,189.083,17.292,13.792,15.417,1.625,1.13,206.375
2011-05-07,185.458,14.375,17.25,18.708,1.458,1.458,199.833
2011-05-08,186.625,13.542,12.5,14.083,1.583,1.083,200.167
2011-05-09,188.333,17.75,24.652,26.739,2.087,2.917,206.083
2011-05-10,179.957,12.348,17.542,21.583,4.042,1.565,192.304
2011-05-11,185.375,15.25,18.917,20.542,1.625,1.0,200.625
2011-05-12,187.364,19.136,26.833,32.625,5.792,1.583,206.5
2011-05-13,182.583,16.083,14.542,25.5,10.958,1.522,198.667
2011-05-14,183.708,8.125,9.625,13.0,3.375,1.417,191.833
2011-05-15,184.75,9.792,12.125,14.042,1.917,1.417,194.542
2011-05-16,184.583,12.042,16.174,19.304,3.13,1.25,196.625
2011-05-17,187.739,17.957,26.833,31.208,4.375,1.304,205.696
2011-05-18,189.458,17.458,24.875,31.667,6.792,1.875,206.917
2011-05-19,189.208,16.708,20.875,24.125,3.25,1.333,205.917
2011-05-20,187.417,16.833,23.792,28.542,4.75,1.739,204.25
2011-05-21,185.917,20.75,19.625,25.125,5.5,1.75,206.667
2011-05-22,181.792,11.833,9.5,11.875,2.375,1.083,193.625
2011-05-23,187.125,14.917,9.261,10.522,1.261,1.0,202.042
2011-05-24,185.0,14.826,15.958,17.875,1.917,3.391,199.826
2011-05-25,186.167,14.333,20.917,24.75,3.833,1.708,200.5
2011-05-26,184.667,19.333,23.125,28.542,5.417,3.292,204.0
2011-05-27,183.167,15.167,19.125,21.167,2.042,1.261,198.333
2011-05-28,183.125,13.708,16.542,18.958,2.417,1.167,196.833
2011-05-29,183.667,12.0,13.25,14.708,1.458,1.0,195.667
2011-05-30,180.25,13.792,14.565,16.739,2.174,1.167,194.042
2011-05-31,186.13,15.435,17.708,21.167,3.458,1.565,201.565
2011-06-01,188.417,15.0,18.292,21.917,3.625,1.5,203.417
2011-06-02,187.083,17.333,28.625,37.5,8.875,1.208,204.417
2011-06-03,186.75,19.042,22.25,31.75,9.5,1.522,205.792
2011-06-04,186.75,16.25,15.292,19.333,4.042,1.292,203.0
2011-06-05,185.0,14.125,10.875,12.208,1.333,1.25,199.125
2011-06-06,185.375,16.292,17.0,20.261,3.261,1.542,201.667
2011-06-07,186.348,16.522,24.75,30.25,5.5,1.652,202.87
2011-06-08,184.083,20.208,17.833,19.458,1.625,1.75,204.292
2011-06-09,185.217,14.304,15.458,16.875,1.417,2.417,199.522
2011-06-10,184.167,18.083,17.667,21.542,3.875,2.217,202.25
2011-06-11,178.667,12.833,9.375,11.375,2.0,1.5,191.5
2011-06-12,185.625,14.042,16.25,18.917,2.667,2.375,199.667
2011-06-13,185.583,27.125,26.652,31.174,4.522,2.5,212.708
2011-06-14,188.348,25.696,24.208,35.708,11.5,1.87,214.043
2011-06-15,186.583,20.708,16.833,18.417,1.583,5.708,207.292
2011-06-16,186.083,21.042,23.208,30.5,7.292,4.333,207.125
2011-06-17,185.167,17.917,17.708,19.792,2.083,2.522,203.083
2011-06-18,186.833,17.5,18.875,21.5,2.625,2.125,204.333
2011-06-19,187.667,15.792,12.542,14.625,2.083,1.792,203.458
2011-06-20,185.958,20.083,18.696,22.217,3.522,1.125,206.042
2011-06-21,180.261,19.609,14.875,24.375,9.5,1.391,199.87
2011-06-22,180.375,21.5,16.125,23.333,7.208,1.792,201.875
2011-06-23,176.167,18.917,11.667,17.708,6.042,1.708,195.083
2011-06-24,174.167,13.375,5.167,6.917,1.75,1.0,187.542
2011-06-25,176.208,17.708,9.875,19.25,9.375,2.333,193.917
2011-06-26,180.167,14.75,7.042,8.875,1.833,1.958,194.917
2011-06-27,176.042,14.958,4.87,8.435,3.565,1.0,191.0
2011-06-28,175.087,15.609,10.25,17.167,6.917,1.913,190.696
2011-06-29,177.583,18.5,17.75,29.333,11.583,2.667,196.083
2011-06-30,179.875,17.875,25.708,30.917,5.208,3.708,197.75
2011-07-01,178.625,21.0,19.25,25.167,5.917,2.783,199.625
2011-07-02,179.792,16.333,11.5,16.208,4.708,1.667,196.125
2011-07-03,178.917,14.25,8.792,10.25,1.458,2.167,193.167
2011-07-04,176.25,14.208,5.087,6.261,1.174,1.0,190.458
2011-07-05,181.957,23.87,13.125,15.667,2.542,2.087,205.826
2011-07-06,187.458,20.458,15.083,17.042,1.958,1.958,207.917
2011-07-07,181.083,20.958,11.625,15.0,3.375,1.042,202.042
2011-07-08,177.625,23.25,11.292,21.375,10.083,1.565,200.875
2011-07-09,177.375,19.583,10.917,17.125,6.208,1.542,196.958
2011-07-10,179.875,20.375,11.167,18.083,6.917,2.167,200.25
2011-07-11,178.5,18.417,8.609,13.609,5.0,1.5,196.917
2011-07-12,179.826,21.043,9.75,20.792,11.042,1.217,200.87
2011-07-13,179.458,23.042,10.75,21.792,11.042,1.417,202.5
2011-07-14,179.364,21.773,13.5,23.667,10.167,2.167,201.136
2011-07-15,177.696,19.261,15.0,24.083,9.083,1.087,196.957
