date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,THC_mean
2011-03-26,192.292,4.542,7.833,40.917,95.167,54.25,2.125,200.125
2011-03-27,192.292,4.833,10.333,45.083,109.625,64.542,2.696,202.625
2011-03-28,189.864,3.217,10.636,41.875,83.625,41.75,3.667,200.5
2011-03-29,191.25,3.417,11.167,47.958,97.667,49.708,2.042,202.417
2011-03-30,189.542,3.417,15.375,45.708,95.5,49.792,1.625,204.917
2011-03-31,184.739,2.75,14.304,26.174,41.261,15.087,1.0,199.043
2011-04-01,185.261,3.25,13.13,46.292,99.042,52.75,3.0,198.391
2011-04-02,184.333,3.75,14.917,35.087,64.217,29.13,3.667,199.25
2011-04-03,184.917,3.125,9.5,16.708,23.583,6.875,2.708,194.417
2011-04-04,186.25,2.667,9.625,26.042,49.083,23.042,3.333,195.875
2011-04-05,186.375,2.917,11.167,36.333,80.583,44.25,3.739,197.542
2011-04-06,186.333,4.0,14.708,44.458,97.375,52.917,3.542,201.042
2011-04-07,184.583,3.522,17.792,45.958,102.667,56.708,3.542,202.375
2011-04-08,183.826,3.083,17.304,40.75,82.458,41.708,2.875,201.13
2011-04-09,183.583,3.958,26.75,26.043,46.957,20.913,2.417,210.333
2011-04-10,185.583,3.792,16.042,16.875,28.542,11.667,2.75,201.625
2011-04-11,185.375,4.375,17.917,41.458,91.208,49.75,4.792,203.292
2011-04-12,185.042,2.708,11.917,35.917,67.292,31.375,5.0,196.958
2011-04-13,186.375,3.75,18.667,46.875,100.875,54.0,4.125,205.042
2011-04-14,187.0,3.609,23.864,46.87,96.348,49.478,7.083,210.864
2011-04-15,185.261,3.833,21.696,44.783,100.348,55.565,4.417,206.957
2011-04-16,185.0,3.708,18.958,28.261,48.522,20.261,3.542,203.958
2011-04-17,186.458,3.0,13.708,18.875,27.958,9.083,3.042,200.167
2011-04-18,185.167,2.625,12.708,22.292,36.042,13.75,3.417,197.875
2011-04-19,185.375,3.208,16.375,40.417,78.792,38.375,3.348,201.75
2011-04-20,187.958,3.833,14.833,38.792,86.958,48.167,4.208,202.792
2011-04-21,187.375,3.348,15.0,33.417,72.792,39.375,4.208,202.375
2011-04-22,185.174,3.625,17.13,38.565,88.391,49.826,3.833,202.304
2011-04-23,182.75,3.375,16.917,29.87,49.522,19.652,2.125,199.667
2011-04-24,185.083,3.042,15.0,24.333,40.083,15.75,2.292,200.083
2011-04-25,186.25,3.458,19.542,45.375,108.417,63.042,2.75,205.792
2011-04-26,185.208,3.5,15.583,47.208,97.875,50.667,4.0,200.792
2011-04-27,183.417,4.083,15.667,37.667,78.042,40.375,2.625,199.083
2011-04-28,183.0,2.826,14.792,36.667,68.042,31.375,2.417,197.792
2011-04-29,186.87,2.083,11.87,26.174,47.0,20.826,4.042,198.739
2011-04-30,187.167,2.75,20.125,28.13,48.783,20.652,3.833,207.292
2011-05-01,184.5,2.875,18.792,25.042,38.25,13.208,1.958,203.292
2011-05-02,185.375,2.833,15.917,24.333,39.375,15.042,3.208,201.292
2011-05-03,186.833,3.125,16.375,17.917,24.583,6.667,3.435,203.208
2011-05-04,186.542,3.417,16.875,17.708,25.75,8.042,2.792,203.417
2011-05-05,187.542,3.478,16.458,21.125,32.125,11.0,4.542,204.0
2011-05-06,186.739,3.625,16.391,29.391,51.261,21.87,4.458,203.13
2011-05-07,182.917,2.583,13.458,24.652,42.478,17.826,6.083,196.375
2011-05-08,183.583,2.792,15.0,20.75,32.5,11.75,3.125,198.583
2011-05-09,185.792,3.333,16.375,42.5,77.292,34.792,4.875,202.167
2011-05-10,179.042,3.5,22.792,32.125,86.75,54.625,3.913,201.833
2011-05-11,184.125,3.0,19.708,26.542,37.083,10.542,2.333,203.833
2011-05-12,188.227,4.227,24.045,29.792,53.333,23.542,2.652,212.273
2011-05-13,185.609,3.833,24.913,32.261,72.826,40.565,3.917,210.522
2011-05-14,187.5,3.25,17.25,31.522,59.913,28.391,3.833,204.75
2011-05-15,188.667,3.083,16.667,22.125,30.167,8.042,3.875,205.333
2011-05-16,187.917,4.083,18.625,44.625,94.875,50.25,3.417,206.542
2011-05-17,187.375,4.125,21.542,41.25,94.833,53.583,3.913,208.917
2011-05-18,188.917,3.833,28.958,35.958,73.292,37.333,4.542,217.875
2011-05-19,189.042,3.826,22.542,48.75,97.875,49.125,4.167,211.583
2011-05-20,183.13,3.333,32.913,34.478,71.0,36.522,3.792,216.043
2011-05-21,181.917,2.958,17.042,20.261,44.043,23.783,4.25,198.958
2011-05-22,179.917,2.875,17.5,15.625,30.792,15.167,2.583,197.417
2011-05-23,185.875,2.542,14.625,26.333,41.458,15.125,2.458,200.5
2011-05-24,184.542,1.792,12.167,27.833,46.208,18.375,3.913,196.708
2011-05-25,185.292,2.625,15.833,35.208,83.792,48.583,5.042,201.125
2011-05-26,185.083,2.478,13.542,29.667,56.333,26.667,4.958,198.625
2011-05-27,183.87,2.792,16.435,34.522,68.739,34.217,9.667,200.304
2011-05-28,183.25,3.333,20.083,24.087,35.174,11.087,5.375,203.333
2011-05-29,182.875,3.292,19.625,16.125,25.75,9.625,1.958,202.5
2011-05-30,179.958,2.958,19.0,29.958,54.917,24.958,2.917,198.958
2011-05-31,183.583,2.542,18.25,30.667,62.875,32.208,3.609,201.833
2011-06-01,186.125,2.792,17.75,28.667,71.458,42.792,3.375,203.875
2011-06-02,183.042,3.348,17.708,35.667,100.167,64.5,3.75,200.75
2011-06-03,182.826,3.333,20.609,29.87,76.174,46.304,4.042,203.435
2011-06-04,183.375,3.875,19.75,22.826,46.0,23.174,3.583,203.125
2011-06-05,183.208,3.542,19.75,18.583,28.917,10.333,2.917,202.958
2011-06-06,183.167,3.167,20.792,35.292,66.0,30.708,3.458,203.958
2011-06-07,183.167,3.708,20.375,39.042,82.833,43.792,4.957,203.542
2011-06-08,182.667,2.75,23.792,33.333,55.833,22.5,3.792,206.458
2011-06-09,182.955,3.522,22.409,39.917,75.333,35.417,4.667,205.364
2011-06-10,183.174,3.417,23.913,34.348,77.043,42.696,4.667,207.087
2011-06-11,179.792,3.125,20.625,20.957,43.696,22.739,2.625,200.417
2011-06-12,186.125,3.875,24.375,20.708,30.833,10.125,3.667,210.5
2011-06-13,184.875,3.583,30.958,31.625,63.5,31.875,3.125,215.833
2011-06-14,185.542,3.583,24.75,34.0,76.833,42.833,4.913,210.292
2011-06-15,186.625,2.625,19.75,29.458,51.5,22.042,4.458,206.375
2011-06-16,185.042,3.087,20.667,27.875,51.792,23.917,3.458,205.708
2011-06-17,184.217,2.917,17.217,28.0,44.478,16.478,2.917,201.435
2011-06-18,184.958,4.042,18.167,22.826,37.174,14.348,2.875,203.125
2011-06-19,185.583,3.833,18.375,16.875,24.708,7.833,2.625,203.958
2011-06-20,182.5,3.5,21.083,32.417,67.292,34.875,2.958,203.583
2011-06-21,180.292,3.375,26.375,29.583,94.542,64.958,3.043,206.667
2011-06-22,180.583,3.25,22.625,27.667,61.917,34.25,4.292,203.208
2011-06-23,177.208,2.478,22.333,23.708,68.75,45.042,3.542,199.542
2011-06-24,175.522,2.5,21.565,20.652,69.783,49.13,2.542,197.087
2011-06-25,178.083,2.125,18.708,12.087,29.739,17.652,3.792,196.792
2011-06-26,179.958,3.0,18.333,12.667,25.5,12.833,2.542,198.292
2011-06-27,176.708,3.0,16.75,15.792,72.875,57.083,2.333,193.458
2011-06-28,175.792,2.292,16.417,18.25,63.083,44.833,2.826,192.208
2011-06-29,177.875,2.875,18.292,27.042,55.917,28.875,3.833,196.167
2011-06-30,178.75,3.0,18.208,34.875,63.875,29.0,4.958,196.958
2011-07-01,176.609,3.208,15.522,26.391,66.043,39.652,4.458,192.13
2011-07-02,178.333,3.0,14.333,18.435,38.043,19.609,3.583,192.667
2011-07-03,177.458,3.167,13.75,17.333,25.042,7.708,3.917,191.208
2011-07-04,175.042,3.333,21.0,26.542,66.792,40.25,2.625,196.042
2011-07-05,179.062,3.208,19.688,29.208,47.042,17.833,3.522,198.75
2011-07-06,183.667,3.875,18.083,33.833,61.542,27.708,4.083,201.75
2011-07-07,177.917,3.174,16.833,27.292,69.0,41.708,2.417,194.75
2011-07-08,174.0,2.417,21.304,19.174,58.043,38.87,2.5,195.304
2011-07-09,172.25,1.958,14.25,10.261,20.043,9.783,3.375,186.5
2011-07-10,173.208,2.333,16.333,10.5,20.583,10.083,2.75,189.542
2011-07-11,173.875,2.75,20.958,14.333,46.125,31.792,2.625,194.833
2011-07-12,175.583,3.25,19.917,18.25,75.667,57.417,2.913,195.5
2011-07-13,176.333,3.0,18.625,17.792,66.917,49.125,2.958,194.958
2011-07-14,177.182,2.13,20.545,18.25,59.417,41.167,3.833,197.727
2011-07-15,173.818,2.208,18.409,19.696,56.478,36.783,3.625,192.227
2011-07-16,173.833,2.833,19.083,19.0,44.957,25.957,3.417,192.917
2011-07-17,172.958,2.5,16.542,9.333,27.333,18.0,2.417,189.5
2011-07-18,170.75,2.208,15.333,9.417,33.75,24.333,3.125,186.083
2011-07-19,171.417,3.0,16.917,18.333,87.792,69.458,3.13,188.333
2011-07-20,172.5,2.708,15.667,21.625,70.708,49.083,2.458,188.167
2011-07-21,177.75,1.565,15.042,12.583,20.042,7.458,2.292,192.792
2011-07-22,183.174,1.792,15.043,18.435,27.87,9.435,2.625,198.217
2011-07-23,183.542,2.75,19.25,20.565,37.391,16.826,4.792,202.792
2011-07-24,182.25,3.625,17.5,19.375,27.958,8.583,3.917,199.75
2011-07-25,179.292,3.792,17.458,24.667,76.75,52.083,3.708,196.75
2011-07-26,180.208,4.167,18.292,25.542,83.667,58.125,3.652,198.5
2011-07-27,179.0,4.25,19.478,23.458,87.917,64.458,3.5,198.478
2011-07-28,177.696,3.652,25.217,20.25,76.542,56.292,6.083,202.913
2011-07-29,179.174,4.375,28.043,29.043,78.696,49.652,4.167,207.217
2011-07-30,178.75,4.0,19.083,23.913,54.696,30.783,3.75,197.833
2011-07-31,181.292,2.833,12.833,13.917,23.958,10.042,2.292,194.125
2011-08-01,183.875,3.25,15.167,21.083,38.75,17.667,3.292,199.042
2011-08-02,183.833,3.875,18.0,23.917,55.542,31.625,4.739,201.833
2011-08-03,178.458,2.792,16.042,16.917,42.208,25.292,3.333,194.5
2011-08-04,176.625,2.174,15.0,15.625,41.667,26.042,3.75,191.625
2011-08-05,174.217,2.5,15.0,15.609,46.609,31.0,4.667,189.217
2011-08-06,173.208,2.75,15.583,14.261,40.565,26.304,3.667,188.792
2011-08-07,173.125,3.0,13.458,13.083,29.5,16.417,3.458,186.583
2011-08-08,174.042,3.667,14.667,22.167,65.208,43.042,2.917,188.708
2011-08-09,173.542,3.375,14.083,21.542,56.583,35.042,3.435,187.625
2011-08-10,174.5,3.958,15.417,27.0,59.292,32.292,3.417,189.917
2011-08-11,176.364,2.913,17.318,24.458,57.333,32.875,4.458,193.682
2011-08-12,178.826,2.917,18.391,20.708,38.333,17.625,3.458,197.217
2011-08-13,180.375,3.542,14.833,17.478,26.217,8.739,3.167,195.208
2011-08-14,177.5,3.167,14.417,10.167,16.458,6.292,2.542,191.917
2011-08-15,175.792,3.042,16.917,11.375,23.042,11.667,2.25,192.708
2011-08-16,179.5,3.583,15.083,13.542,25.833,12.292,2.609,194.583
2011-08-17,179.458,3.958,18.208,23.25,49.042,25.792,2.708,197.667
2011-08-18,175.75,3.478,23.292,26.792,65.875,39.083,3.333,199.042
2011-08-19,180.0,3.375,18.957,28.333,64.0,35.667,2.875,198.957
2011-08-20,182.208,3.125,13.167,22.348,44.304,21.957,3.917,195.375
2011-08-21,183.917,3.208,13.375,15.125,22.292,7.167,2.083,197.292
2011-08-22,184.583,4.25,19.917,26.75,63.375,36.625,3.5,204.5
2011-08-23,180.875,4.25,22.125,27.667,77.292,49.625,4.043,203.0
2011-08-24,173.696,3.0,16.609,15.458,60.792,45.333,3.625,190.304
2011-08-25,176.25,2.739,19.0,19.625,67.5,47.875,5.792,195.25
2011-08-26,174.652,2.667,16.391,16.792,60.917,44.125,4.542,191.043
2011-08-27,179.208,3.125,14.667,19.435,41.478,22.043,3.208,193.875
2011-08-28,180.625,3.042,13.583,12.333,22.875,10.542,2.75,194.208
2011-08-29,181.708,3.667,16.083,25.5,46.833,21.333,4.5,197.792
2011-08-30,181.208,3.208,16.458,24.667,43.667,19.0,4.348,197.667
2011-08-31,175.083,3.417,14.667,18.458,53.083,34.625,5.458,189.75
2011-09-01,171.792,2.043,14.208,13.875,58.167,44.292,4.25,186.0
2011-09-02,174.304,2.042,14.13,13.708,46.917,33.208,3.75,188.435
2011-09-03,174.708,2.833,15.0,20.478,83.565,63.087,2.708,189.708
2011-09-04,175.167,2.208,16.083,12.5,28.917,16.417,2.5,191.25
2011-09-05,175.667,3.208,16.042,20.75,68.833,48.083,3.25,191.708
2011-09-06,179.583,2.917,17.667,26.25,72.583,46.333,4.174,197.25
2011-09-07,184.042,2.958,16.625,32.333,64.875,32.542,4.375,200.667
2011-09-08,184.875,2.652,17.458,36.5,72.792,36.292,4.042,202.333
2011-09-09,180.696,3.125,14.826,30.125,72.458,42.333,3.792,195.522
2011-09-10,180.174,3.375,11.609,16.565,55.565,39.0,2.792,191.783
2011-09-11,177.083,2.5,10.083,10.458,30.875,20.417,2.625,187.167
2011-09-12,177.458,2.75,11.708,18.0,71.375,53.375,3.583,189.167
2011-09-13,177.875,2.708,9.25,18.25,67.042,48.792,3.565,187.125
2011-09-14,178.5,2.875,12.25,20.667,75.542,54.875,3.208,190.75
2011-09-15,176.917,2.522,9.792,18.792,67.708,48.917,7.25,186.708
2011-09-16,175.087,2.542,15.565,17.043,64.0,46.957,7.542,190.652
2011-09-17,172.917,2.958,13.583,12.696,52.522,39.826,2.333,186.5
2011-09-18,175.458,2.75,13.292,8.583,28.917,20.333,2.208,188.75
2011-09-19,175.958,3.0,17.167,15.625,41.042,25.417,2.375,193.125
2011-09-20,172.875,3.583,16.875,18.292,76.417,58.125,2.348,189.75
2011-09-21,173.667,2.958,13.167,17.75,65.25,47.5,2.417,186.833
2011-09-22,179.042,2.696,18.458,23.5,99.667,76.167,4.083,197.5
2011-09-23,183.609,1.875,12.0,19.609,45.304,25.696,5.833,195.609
2011-09-24,185.833,2.042,13.792,19.087,40.0,20.913,5.833,199.625
2011-09-25,187.375,2.0,11.125,16.042,23.917,7.875,2.708,198.5
2011-09-26,186.917,2.75,16.625,28.625,68.708,40.083,3.75,203.542
2011-09-27,185.417,2.542,13.625,26.375,75.833,49.458,4.304,199.042
2011-09-28,185.583,2.375,17.0,31.667,73.792,42.125,4.792,202.583
2011-09-29,185.0,2.783,14.25,42.875,86.042,43.167,3.458,199.25
2011-09-30,181.087,3.542,17.217,38.13,82.087,43.957,2.625,198.304
2011-10-01,184.083,3.25,14.875,23.043,39.217,16.174,3.25,198.958
2011-10-02,185.917,3.375,15.417,19.042,30.25,11.208,3.542,201.333
2011-10-03,185.333,2.792,13.833,31.542,64.708,33.167,5.167,199.167
2011-10-04,185.208,2.292,15.458,29.375,63.667,34.292,7.0,200.667
2011-10-05,183.708,2.958,15.5,31.292,71.958,40.667,7.292,199.208
2011-10-06,183.458,3.261,22.833,29.333,84.958,55.625,4.292,206.292
2011-10-07,186.043,3.0,17.261,28.696,75.652,46.957,4.208,203.304
2011-10-08,186.5,2.875,17.0,24.565,45.087,20.522,4.75,203.5
2011-10-09,186.625,2.75,11.083,11.667,15.667,4.0,2.875,197.708
2011-10-10,185.375,3.208,15.75,24.292,45.875,21.583,2.958,201.125
2011-10-11,185.667,3.667,22.875,37.583,87.5,49.917,4.391,208.542
2011-10-12,187.708,4.375,20.875,40.5,86.042,45.542,5.25,208.583
2011-10-13,188.0,4.957,27.682,44.083,89.708,45.625,5.542,215.682
2011-10-14,185.174,3.917,16.913,37.304,86.522,49.217,4.75,202.087
2011-10-15,181.292,4.25,18.583,25.217,56.957,31.739,2.958,199.875
2011-10-16,182.625,3.75,18.75,24.208,44.167,19.958,2.35,201.375
2011-10-17,185.958,4.167,15.625,37.042,92.792,55.75,,201.583
2011-10-18,187.292,4.375,15.917,33.333,91.333,58.0,,203.208
2011-10-19,188.542,3.542,15.542,28.167,60.667,32.5,,204.083
2011-10-20,186.083,2.348,11.458,23.625,42.417,18.792,,197.542
2011-10-21,183.217,2.833,17.348,25.565,43.739,18.174,,200.565
2011-10-22,182.625,5.125,26.042,29.478,64.783,35.304,,208.667
2011-10-23,180.625,4.0,17.792,21.667,39.333,17.667,,198.417
2011-10-24,183.042,4.292,19.833,25.833,72.083,46.25,,202.875
2011-10-25,184.042,4.75,24.208,37.458,117.792,80.333,,208.25
2011-10-26,185.583,3.333,14.417,26.458,59.833,33.375,,200.0
2011-10-27,186.833,2.87,17.125,33.583,78.0,44.417,,203.958
2011-10-28,185.048,3.227,16.19,30.952,75.524,44.571,,201.238
2011-10-29,184.583,3.5,13.5,29.522,61.565,32.043,,198.083
2011-10-30,183.75,3.375,10.25,19.333,31.917,12.583,,194.0
2011-10-31,182.583,3.75,13.333,30.5,83.75,53.25,,195.917
2011-11-01,184.917,3.625,13.333,34.75,88.333,53.583,,198.25
2011-11-02,184.833,4.417,18.25,37.458,85.5,48.042,,203.083
2011-11-03,183.5,3.435,19.458,33.458,86.792,53.333,,202.958
2011-11-04,183.174,3.375,17.696,30.087,74.13,44.043,,200.87
2011-11-05,183.458,5.042,21.125,33.913,66.0,32.087,,204.583
2011-11-06,180.125,4.208,16.792,16.625,38.25,21.625,,196.917
2011-11-07,181.667,4.792,17.292,27.792,69.917,42.125,,198.958
2011-11-08,184.75,4.542,19.5,30.167,64.75,34.583,,204.25
2011-11-09,185.318,3.917,14.273,33.958,89.417,55.458,,199.591
2011-11-10,188.458,3.217,16.458,29.875,85.792,55.917,,204.917
2011-11-11,183.913,2.792,10.435,27.609,67.478,39.87,,194.348
2011-11-12,183.583,4.375,14.167,22.957,66.696,43.739,,197.75
2011-11-13,184.333,4.958,18.292,18.625,47.0,28.375,,202.625
2011-11-14,184.5,4.667,14.792,30.917,84.417,53.5,,199.292
2011-11-15,186.333,4.708,15.417,32.417,92.625,60.208,,201.75
2011-11-16,186.25,3.792,12.458,33.083,85.083,52.0,,198.708
2011-11-17,187.625,4.304,20.417,42.0,126.292,84.292,,208.042
2011-11-18,187.304,5.5,26.435,41.826,114.435,72.609,,213.739
2011-11-19,181.833,4.583,21.792,31.696,78.0,46.304,,203.625
2011-11-20,183.708,4.625,23.458,22.083,55.25,33.167,,207.167
2011-11-21,185.083,3.083,14.333,35.042,102.583,67.542,,199.417
2011-11-22,186.042,3.583,14.167,34.375,94.958,60.583,,200.208
2011-11-23,184.917,4.0,16.542,31.25,87.583,56.333,,201.458
2011-11-24,185.833,2.696,15.208,39.708,125.542,85.833,,201.042
2011-11-25,186.304,3.042,15.565,35.957,114.522,78.565,,201.87
2011-11-26,186.875,3.417,13.417,26.87,61.87,35.0,,200.292
2011-11-27,186.083,3.958,14.292,22.583,49.75,27.167,,200.375
2011-11-28,186.125,6.0,22.417,39.125,151.792,112.667,,208.542
2011-11-29,183.667,5.458,21.333,40.125,129.75,89.625,,205.0
2011-11-30,183.0,5.958,22.042,37.292,128.958,91.667,,205.042
2011-12-01,186.833,2.261,15.458,25.792,56.792,31.0,,202.292
2011-12-02,186.304,1.875,14.043,21.087,43.304,22.217,,200.348
2011-12-03,185.0,4.417,18.583,25.609,68.522,42.913,,203.583
2011-12-04,184.0,2.75,9.542,16.875,34.625,17.75,,193.542
2011-12-05,186.333,3.708,13.833,32.375,105.875,73.5,,200.167
2011-12-06,187.833,3.583,14.458,32.75,102.208,69.458,3.4,202.292
2011-12-07,185.875,3.792,13.583,28.333,90.292,61.958,4.25,199.458
2011-12-08,189.091,4.217,17.182,33.667,128.0,94.333,4.042,206.273
2011-12-09,190.217,4.042,11.739,29.174,99.87,70.696,4.375,201.957
2011-12-10,190.333,3.417,13.042,29.435,75.043,45.609,3.0,203.375
2011-12-11,188.208,3.25,9.0,20.958,41.792,20.833,2.458,197.208
2011-12-12,188.958,4.833,15.75,38.25,129.75,91.5,3.417,204.708
2011-12-13,190.75,5.0,17.625,34.833,126.583,91.75,3.913,208.375
2011-12-14,189.875,4.75,13.833,30.083,85.458,55.375,5.583,203.708
2011-12-15,188.0,4.261,17.292,36.167,134.917,98.75,4.708,205.292
2011-12-16,188.826,3.708,14.609,38.739,142.087,103.348,3.542,203.435
2011-12-17,191.0,3.542,13.958,28.696,91.261,62.565,3.417,204.958
2011-12-18,190.375,3.333,10.667,22.625,60.25,37.625,3.208,201.042
2011-12-19,188.958,4.167,17.125,38.708,139.042,100.333,4.0,206.083
2011-12-20,189.625,4.667,17.417,39.167,147.708,108.542,5.522,207.042
2011-12-21,189.833,5.042,14.958,34.458,118.583,84.125,4.375,204.792
2011-12-22,189.833,5.0,19.833,41.542,148.833,107.292,5.625,209.667
2011-12-23,189.0,4.417,23.391,34.043,117.826,83.783,4.833,212.391
2011-12-24,188.542,3.792,12.583,27.13,75.217,48.087,3.0,201.125
2011-12-25,189.417,3.792,14.875,24.208,55.958,31.75,2.625,204.292
2011-12-26,188.833,3.75,11.083,36.125,110.292,74.167,2.917,199.917
