date,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-01-01,5.792,6.792,1.0,1.167
2011-01-02,3.292,4.292,1.0,1.75
2011-01-03,2.625,3.625,1.0,1.0
2011-01-04,4.667,5.667,1.0,3.083
2011-01-05,5.6,6.95,1.35,1.0
2011-01-06,10.5,11.75,1.25,1.125
2011-01-07,9.208,11.042,1.833,1.167
2011-01-08,9.833,10.833,1.0,1.25
2011-01-09,7.958,9.0,1.042,1.958
2011-01-10,15.958,18.708,2.75,2.042
2011-01-11,8.125,9.25,1.125,2.208
2011-01-12,13.409,16.091,2.682,3.571
2011-01-13,8.417,9.542,1.125,1.75
2011-01-14,8.292,9.375,1.083,2.458
2011-01-15,8.583,9.833,1.25,1.583
2011-01-16,17.292,22.042,4.75,1.917
2011-01-17,14.958,19.542,4.583,1.042
2011-01-18,23.083,40.25,17.167,2.125
2011-01-19,17.818,28.045,10.227,1.81
2011-01-20,8.167,10.292,2.125,1.0
2011-01-21,9.792,10.792,1.0,1.0
2011-01-22,10.833,12.167,1.333,1.0
2011-01-23,11.304,13.348,2.043,1.13
2011-01-24,11.125,12.958,1.833,1.167
2011-01-25,8.042,9.5,1.458,1.417
2011-01-26,11.409,13.364,1.955,1.762
2011-01-27,8.583,9.583,1.0,2.25
2011-01-28,8.75,9.75,1.0,2.583
2011-01-29,5.875,7.333,1.458,1.333
2011-01-30,10.75,12.917,2.167,1.417
2011-01-31,10.583,11.958,1.375,1.417
2011-02-01,15.542,18.958,3.417,3.292
2011-02-02,8.238,9.81,1.571,1.792
2011-02-03,7.917,9.625,1.708,1.167
2011-02-04,6.417,7.542,1.125,1.958
2011-02-05,8.167,9.208,1.042,2.792
2011-02-06,22.75,32.417,9.667,3.125
2011-02-07,10.583,13.208,2.625,1.167
2011-02-08,4.75,6.042,1.292,1.208
2011-02-09,6.417,7.625,1.208,1.042
2011-02-10,6.458,7.5,1.042,1.0
2011-02-11,4.375,5.458,1.083,1.0
2011-02-12,6.5,7.5,1.0,1.208
2011-02-13,17.708,21.792,4.083,2.333
2011-02-14,29.625,37.833,8.208,1.833
2011-02-15,22.304,28.652,6.348,1.958
2011-02-16,15.833,23.833,8.0,1.917
2011-02-17,6.583,8.542,1.958,1.25
2011-02-18,5.458,8.917,3.458,1.167
2011-02-19,7.125,9.542,2.417,1.75
2011-02-20,12.958,15.375,2.417,1.875
2011-02-21,11.958,13.667,1.708,1.417
2011-02-22,12.25,14.333,2.083,2.625
2011-02-23,11.391,12.957,1.565,1.0
2011-02-24,16.0,19.583,3.583,3.167
2011-02-25,10.833,11.917,1.083,1.875
2011-02-26,6.5,7.542,1.042,1.125
2011-02-27,10.167,15.292,5.125,1.417
2011-02-28,15.25,17.708,2.458,1.667
2011-03-01,21.19,35.429,14.238,1.857
2011-03-02,26.375,42.25,15.875,2.042
2011-03-03,11.125,13.917,2.792,1.208
2011-03-04,7.5,9.75,2.25,1.625
2011-03-05,15.833,18.208,2.375,1.083
2011-03-06,15.292,18.0,2.708,1.167
2011-03-07,11.542,15.167,3.625,1.667
2011-03-08,13.045,18.0,4.955,1.238
2011-03-09,10.875,14.25,3.375,1.083
2011-03-10,8.583,10.875,2.292,1.0
2011-03-11,7.125,10.583,3.458,1.417
2011-03-12,4.667,8.542,3.875,1.0
2011-03-13,5.625,10.667,5.042,1.0
2011-03-14,8.667,12.792,4.125,1.25
2011-03-15,16.818,21.727,4.909,2.571
2011-03-16,21.5,27.636,6.136,2.739
2011-03-17,20.708,21.708,1.0,1.083
2011-03-18,12.5,14.167,1.667,1.0
2011-03-19,5.375,6.375,1.0,1.0
2011-03-20,6.083,7.083,1.0,1.042
2011-03-21,6.375,7.458,1.083,1.042
2011-03-22,7.182,8.182,1.0,1.476
2011-03-23,18.909,20.318,1.409,1.292
2011-03-24,8.333,10.583,2.25,1.0
2011-03-25,4.208,6.75,2.542,1.0
2011-03-26,6.125,10.25,4.125,1.083
2011-03-27,10.333,13.792,3.458,1.375
2011-03-28,14.042,16.083,2.042,2.667
2011-03-29,16.045,19.409,3.364,1.905
2011-03-30,15.042,17.583,2.542,1.625
2011-03-31,2.792,4.458,1.667,1.0
2011-04-01,17.875,20.708,2.833,1.917
2011-04-02,11.625,12.708,1.083,1.917
2011-04-03,7.833,8.833,1.0,1.375
2011-04-04,13.875,16.208,2.333,1.333
2011-04-05,19.458,23.125,3.667,1.708
2011-04-06,23.792,29.958,6.167,1.792
2011-04-07,20.773,28.864,8.091,1.286
2011-04-08,19.125,23.5,4.375,1.083
2011-04-09,7.833,8.917,1.083,1.0
2011-04-10,8.083,9.375,1.292,1.083
2011-04-11,13.917,15.833,1.917,2.042
2011-04-12,12.292,13.583,1.292,1.042
2011-04-13,15.708,18.917,3.208,1.708
2011-04-14,22.091,30.318,8.227,2.238
2011-04-15,18.625,22.5,3.875,2.333
2011-04-16,9.458,11.042,1.583,1.0
2011-04-17,3.75,4.75,1.0,1.0
2011-04-18,7.458,8.917,1.458,1.125
2011-04-19,6.5,7.583,1.083,1.0
2011-04-20,9.792,11.167,1.375,1.417
2011-04-21,15.409,19.818,4.409,2.571
2011-04-22,18.875,23.625,4.75,1.708
2011-04-23,7.25,8.375,1.125,1.0
2011-04-24,6.375,7.375,1.0,1.0
2011-04-25,10.917,12.208,1.292,1.042
2011-04-26,15.625,17.083,1.458,1.625
2011-04-27,5.875,6.875,1.0,1.0
2011-04-28,8.182,9.182,1.0,1.143
2011-04-29,7.208,8.208,1.0,1.042
2011-04-30,13.25,14.917,1.667,1.75
2011-05-01,10.667,11.75,1.083,1.083
2011-05-02,9.417,11.042,1.625,1.042
2011-05-03,13.708,15.25,1.542,2.167
2011-05-04,7.875,9.0,1.125,1.458
2011-05-05,9.909,11.318,1.409,1.571
2011-05-06,13.583,15.917,2.333,1.375
2011-05-07,7.833,9.042,1.208,1.083
2011-05-08,6.167,7.25,1.083,1.75
2011-05-09,13.542,15.583,2.042,2.833
