date,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,99.0,96.54166666666667,91.0,7.0,-18.583333333333332,-46.0
2011-01-02,99.0,98.75,98.0,-21.0,-43.0,-60.0
2011-01-03,99.0,98.41666666666667,98.0,-43.0,-51.208333333333336,-60.0
2011-01-04,98.0,98.0,98.0,-57.0,-64.58333333333333,-70.0
2011-01-05,98.0,98.0,98.0,-54.0,-63.375,-72.0
2011-01-06,99.0,98.54166666666667,98.0,-37.0,-47.333333333333336,-59.0
2011-01-07,99.0,98.16666666666667,98.0,-46.0,-61.083333333333336,-72.0
2011-01-08,98.0,98.0,98.0,-35.0,-59.666666666666664,-70.0
2011-01-09,99.0,97.95833333333333,90.0,-28.0,-33.0,-39.0
2011-01-10,99.0,99.0,99.0,-12.0,-29.791666666666668,-39.0
2011-01-11,99.0,98.70833333333333,98.0,-30.0,-51.0,-98.0
2011-01-12,98.0,98.0,98.0,-60.0,-79.20833333333333,-102.0
2011-01-13,99.0,98.625,98.0,-33.0,-48.916666666666664,-62.0
2011-01-14,99.0,99.0,99.0,-43.0,-47.708333333333336,-53.0
2011-01-15,99.0,99.0,99.0,-36.0,-44.791666666666664,-59.0
2011-01-16,99.0,96.16666666666667,86.0,-6.0,-40.958333333333336,-76.0
2011-01-17,99.0,87.91666666666667,62.0,-31.0,-45.208333333333336,-70.0
2011-01-18,91.0,67.375,33.0,16.0,-6.875,-36.0
2011-01-19,99.0,83.33333333333333,50.0,21.0,-0.7916666666666666,-20.0
2011-01-20,99.0,99.0,99.0,9.0,-1.4583333333333333,-23.0
2011-01-21,99.0,99.0,99.0,11.0,0.625,-11.0
2011-01-22,99.0,94.20833333333333,69.0,26.0,1.125,-13.0
2011-01-23,99.0,98.875,98.0,-9.0,-30.708333333333332,-63.0
2011-01-24,98.0,98.0,98.0,-67.0,-76.08333333333333,-88.0
2011-01-25,98.0,98.0,98.0,-73.0,-89.5,-100.0
2011-01-26,98.0,98.0,98.0,-73.0,-83.95833333333333,-94.0
2011-01-27,98.0,98.0,98.0,-57.0,-71.04166666666667,-91.0
2011-01-28,98.0,98.0,98.0,-53.0,-65.5,-82.0
2011-01-29,98.0,98.0,98.0,-72.0,-82.95833333333333,-91.0
2011-01-30,98.0,98.0,98.0,-62.0,-74.66666666666667,-87.0
2011-01-31,98.0,98.0,98.0,-64.0,-75.20833333333333,-85.0
2011-02-01,99.0,98.25,98.0,-42.0,-67.04166666666667,-93.0
2011-02-02,98.0,98.0,98.0,-94.0,-105.66666666666667,-114.0
2011-02-03,98.0,98.0,98.0,-82.0,-95.33333333333333,-111.0
2011-02-04,98.0,98.0,98.0,-53.0,-69.20833333333333,-88.0
2011-02-05,99.0,98.20833333333333,98.0,-15.0,-45.291666666666664,-64.0
2011-02-06,99.0,99.0,99.0,68.0,22.708333333333332,-16.0
2011-02-07,99.0,99.0,99.0,72.0,4.0,-45.0
2011-02-08,99.0,98.125,98.0,-51.0,-75.83333333333333,-106.0
2011-02-09,98.0,98.0,98.0,-72.0,-90.04166666666667,-115.0
2011-02-10,99.0,98.125,98.0,-46.0,-67.16666666666667,-85.0
2011-02-11,99.0,98.29166666666667,98.0,-48.0,-61.666666666666664,-72.0
2011-02-12,98.0,98.0,98.0,-58.0,-68.25,-76.0
2011-02-13,99.0,83.95833333333333,25.0,26.0,-17.541666666666668,-72.0
2011-02-14,99.0,98.79166666666667,97.0,29.0,3.5833333333333335,-15.0
2011-02-15,99.0,98.66666666666667,98.0,-12.0,-33.791666666666664,-73.0
2011-02-16,99.0,93.08333333333333,77.0,-29.0,-62.666666666666664,-94.0
2011-02-17,98.0,98.0,98.0,-66.0,-76.95833333333333,-93.0
2011-02-18,98.0,98.0,98.0,-86.0,-97.04166666666667,-109.0
2011-02-19,98.0,98.0,98.0,-69.0,-83.70833333333333,-106.0
2011-02-20,98.0,89.875,49.0,-36.0,-53.291666666666664,-79.0
2011-02-21,99.0,91.875,47.0,-10.0,-29.291666666666668,-42.0
2011-02-22,99.0,95.5,79.0,19.0,-4.5,-43.0
2011-02-23,99.0,99.0,99.0,75.0,25.958333333333332,-26.0
2011-02-24,99.0,94.41666666666667,71.0,39.0,-2.5,-39.0
2011-02-25,99.0,98.91666666666667,98.0,48.0,-1.2916666666666667,-43.0
