date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2011-01-01,191.792,5.333,11.958,13.792,24.5,10.708,15.917,203.75
2011-01-02,191.0,4.261,9.522,7.5,13.208,5.708,11.708,200.522
2011-01-03,189.25,4.708,9.792,11.375,19.458,8.083,15.292,199.042
2011-01-04,190.375,4.958,9.208,9.208,15.583,6.375,23.833,199.583
2011-01-05,187.583,3.833,9.083,12.25,21.667,9.417,10.375,196.667
2011-01-06,190.875,4.417,11.958,19.875,44.5,24.625,14.375,202.833
2011-01-07,191.583,3.625,9.542,13.583,25.5,11.917,8.917,201.125
2011-01-08,192.333,4.042,10.083,10.958,19.458,8.5,10.958,202.417
2011-01-09,192.5,5.167,13.125,17.875,36.833,18.958,17.958,205.625
2011-01-10,191.375,5.583,13.25,24.565,51.043,26.478,23.333,204.625
2011-01-11,190.625,5.125,10.833,17.958,35.292,17.333,26.083,201.458
2011-01-12,188.652,4.304,11.087,22.917,51.125,28.208,11.167,199.739
2011-01-13,188.609,4.167,21.435,19.875,45.5,25.625,17.25,210.043
2011-01-14,189.333,5.708,16.792,18.708,33.458,14.75,28.458,206.125
2011-01-15,186.833,3.875,12.25,10.833,18.208,7.375,14.0,199.083
2011-01-16,186.667,4.167,11.417,21.75,49.542,27.792,14.5,198.083
2011-01-17,185.708,4.417,12.917,24.167,57.375,33.208,13.167,198.625
2011-01-18,187.458,5.167,16.75,24.667,67.417,42.75,17.833,204.208
2011-01-19,186.458,5.792,19.375,27.042,76.083,49.042,21.208,205.833
2011-01-20,183.708,4.917,13.0,28.348,66.174,37.826,9.5,196.708
2011-01-21,184.875,5.042,14.167,24.958,55.333,30.375,11.333,199.042
2011-01-22,186.478,3.391,9.261,9.542,16.25,6.708,10.417,195.739
2011-01-23,188.375,3.917,8.667,11.875,24.708,12.833,9.208,197.042
2011-01-24,188.913,3.957,8.783,16.667,35.75,19.083,10.917,197.696
2011-01-25,190.083,4.625,8.333,17.5,36.542,19.042,17.375,198.417
2011-01-26,191.125,4.208,9.542,18.667,39.042,20.375,11.917,200.667
2011-01-27,192.167,4.792,9.333,14.708,28.75,14.042,21.875,201.5
2011-01-28,192.375,4.875,10.042,17.25,29.167,11.917,22.25,202.417
2011-01-29,191.167,3.792,7.917,9.667,17.125,7.458,9.958,199.083
2011-01-30,191.875,4.375,10.125,20.957,45.739,24.783,11.542,202.0
2011-01-31,190.0,4.417,9.792,18.417,37.917,19.5,11.25,199.792
2011-02-01,190.478,5.435,14.565,22.125,56.458,34.333,19.75,205.043
2011-02-02,188.917,3.708,9.083,13.25,26.292,13.042,11.708,198.0
2011-02-03,190.542,4.625,10.208,17.917,39.5,21.583,13.708,200.75
2011-02-04,190.0,4.5,10.5,16.583,33.542,16.958,19.083,200.5
2011-02-05,192.292,5.25,11.958,16.125,25.708,9.583,28.458,204.25
2011-02-06,190.75,6.125,15.583,30.375,70.5,40.125,32.292,206.333
2011-02-07,187.833,5.348,16.542,18.083,40.792,22.708,14.667,204.375
2011-02-08,188.042,3.696,11.792,13.583,27.208,13.625,10.833,199.833
2011-02-09,189.875,3.833,11.125,13.957,26.522,12.565,12.833,201.0
2011-02-10,190.125,4.208,12.958,21.625,42.917,21.292,13.542,203.083
2011-02-11,188.957,3.958,9.696,14.083,23.708,9.625,12.583,198.652
2011-02-12,189.625,3.833,7.833,9.167,15.042,5.875,12.292,197.458
2011-02-13,190.25,4.917,13.708,26.708,54.792,28.083,19.0,203.958
2011-02-14,188.5,5.333,16.792,28.125,63.833,35.708,13.125,205.292
2011-02-15,189.208,4.75,11.833,19.75,36.125,16.375,19.25,201.042
2011-02-16,188.292,4.208,10.083,18.333,35.25,16.917,15.208,198.375
2011-02-17,187.625,4.292,9.75,16.667,32.833,16.167,13.75,197.375
2011-02-18,189.667,3.609,8.0,11.375,21.75,10.375,8.542,197.667
2011-02-19,191.292,4.167,9.875,13.087,22.565,9.478,11.458,201.167
2011-02-20,191.083,4.5,12.0,23.625,46.583,22.958,13.957,203.083
2011-02-21,188.304,4.625,13.304,23.042,49.542,26.5,16.333,201.609
2011-02-22,188.208,5.208,13.667,24.167,40.625,16.458,25.875,201.875
2011-02-23,186.5,5.583,15.208,25.75,53.708,27.958,18.458,201.708
2011-02-24,187.542,4.917,11.208,18.667,27.667,9.0,33.417,198.75
2011-02-25,187.792,5.0,14.833,19.0,34.25,15.25,27.333,202.625
2011-02-26,186.958,3.5,7.75,7.25,11.292,4.042,11.875,194.708
2011-02-27,188.917,3.75,8.083,13.792,24.917,11.125,14.292,197.0
2011-02-28,189.583,3.87,10.292,21.708,36.5,14.792,15.0,199.875
2011-03-01,187.125,4.625,15.458,21.708,47.25,25.542,15.292,202.583
2011-03-02,192.174,5.708,25.609,30.208,74.833,44.625,22.0,217.783
2011-03-03,189.083,3.792,8.875,12.167,19.542,7.375,15.958,197.958
2011-03-04,187.417,4.958,13.167,17.625,25.917,8.292,26.0,200.583
2011-03-05,188.739,4.391,13.652,31.391,54.435,23.043,12.739,202.391
2011-03-06,189.708,4.75,17.0,22.708,49.375,26.667,17.333,206.708
2011-03-07,192.708,4.583,11.167,18.125,29.417,11.292,29.5,203.875
2011-03-08,192.917,5.083,11.583,22.208,36.208,14.0,31.083,204.5
2011-03-09,190.722,4.85,10.444,18.7,35.5,16.8,23.7,201.167
2011-03-10,189.522,3.667,10.217,7.0,10.333,3.333,13.0,199.739
2011-03-11,189.042,3.625,8.5,8.208,12.667,4.458,16.208,197.542
2011-03-12,191.875,3.458,7.333,12.5,23.042,10.542,13.913,199.208
2011-03-13,192.375,3.583,7.792,17.708,31.583,13.875,12.917,200.167
2011-03-14,191.708,3.708,8.625,18.208,33.958,15.75,12.458,200.333
2011-03-15,192.083,3.792,9.25,18.542,35.75,17.208,19.542,201.333
