date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean
2011-01-01,2.083,13.625,25.0,11.375,13.083,27.917
2011-01-02,2.583,16.625,35.417,18.792,6.125,17.833
2011-01-03,3.333,23.833,58.5,34.667,6.167,19.875
2011-01-04,2.696,17.174,37.391,20.217,10.25,24.125
2011-01-05,3.292,30.792,75.833,45.042,9.0,19.042
2011-01-06,4.125,36.542,119.125,82.583,15.333,27.5
2011-01-07,3.042,26.583,69.042,42.458,8.875,19.958
2011-01-08,3.167,25.25,59.542,34.292,11.958,23.292
2011-01-09,2.875,23.292,51.25,27.958,11.333,25.875
2011-01-10,4.417,37.292,113.292,76.0,15.042,29.5
2011-01-11,2.333,17.913,43.087,25.174,9.5,20.333
2011-01-12,3.417,30.917,81.333,50.417,9.333,22.583
2011-01-13,2.958,24.708,71.875,47.167,8.083,21.958
2011-01-14,3.042,20.542,53.083,32.542,7.542,20.167
2011-01-15,3.0,19.5,46.458,26.958,10.917,24.667
2011-01-16,2.458,21.5,54.917,33.417,10.375,24.625
2011-01-17,2.583,24.875,64.875,40.0,8.042,23.167
2011-01-18,4.826,37.783,130.391,92.609,17.333,32.292
2011-01-19,4.625,36.0,129.292,93.292,20.375,33.083
2011-01-20,3.375,30.708,78.167,47.458,9.958,22.625
2011-01-21,3.417,28.792,67.792,39.0,13.708,23.958
2011-01-22,3.708,30.583,67.417,36.833,22.708,31.042
2011-01-23,3.042,22.667,60.75,38.083,10.667,20.458
2011-01-24,2.333,21.083,49.292,28.208,4.625,17.792
2011-01-25,1.5,12.478,17.739,5.261,3.958,15.875
2011-01-26,2.917,27.583,59.125,31.542,8.833,18.917
2011-01-27,3.167,27.0,63.13,36.13,10.318,22.391
2011-01-28,2.875,22.917,50.542,27.625,10.083,17.5
2011-01-29,2.583,23.917,41.083,17.167,8.417,17.25
2011-01-30,3.208,32.542,71.25,38.708,10.458,19.917
2011-01-31,3.125,33.208,76.083,42.875,9.25,19.167
2011-02-01,2.174,16.783,29.522,12.739,5.833,16.292
2011-02-02,3.458,29.792,68.792,39.0,8.875,18.333
2011-02-03,3.0,29.375,69.875,40.5,10.25,21.042
2011-02-04,1.75,11.958,18.708,6.75,7.667,18.875
2011-02-05,3.542,29.125,56.417,27.292,15.0,28.292
2011-02-06,4.958,41.833,103.0,61.167,24.917,36.958
2011-02-07,4.708,35.0,94.667,59.667,9.292,21.583
2011-02-08,1.875,15.478,36.304,20.826,3.773,19.042
2011-02-09,2.042,15.833,31.625,15.792,3.0,15.0
2011-02-10,3.125,29.292,75.542,46.25,7.667,23.292
2011-02-11,2.667,20.875,46.833,25.958,6.75,20.0
2011-02-12,2.5,18.167,36.583,18.417,7.792,21.458
2011-02-13,3.375,28.625,74.125,45.5,11.167,25.417
2011-02-14,4.208,35.5,98.583,63.083,22.958,34.333
2011-02-15,3.348,25.522,62.261,36.739,19.792,31.083
2011-02-16,2.875,24.25,58.208,33.958,7.458,23.833
2011-02-17,2.625,21.792,49.625,27.833,5.042,20.625
2011-02-18,3.042,21.542,52.542,31.0,6.875,20.583
2011-02-19,3.042,24.542,51.167,26.625,10.917,25.958
2011-02-20,3.375,33.292,75.042,41.75,12.917,29.042
2011-02-21,3.125,31.375,77.875,46.5,15.292,33.625
2011-02-22,3.375,31.087,66.652,35.565,18.083,40.625
2011-02-23,3.167,28.917,66.292,37.375,16.75,34.708
2011-02-24,3.292,28.417,56.292,27.875,25.625,49.75
2011-02-25,3.625,26.417,61.375,34.958,16.917,32.875
2011-02-26,2.833,21.167,43.833,22.667,8.542,23.625
2011-02-27,2.87,23.818,55.727,31.909,11.304,26.708
2011-02-28,3.375,31.458,76.333,44.875,10.542,30.125
2011-03-01,4.292,39.542,117.667,78.125,23.333,38.542
2011-03-02,3.5,29.292,95.417,66.125,15.75,31.25
2011-03-03,2.542,21.083,41.75,20.667,9.0,24.792
2011-03-04,2.625,20.0,35.583,15.583,16.042,34.042
2011-03-05,4.25,37.167,94.833,57.667,10.583,26.833
2011-03-06,3.208,25.208,67.0,41.792,6.75,24.792
2011-03-07,2.792,22.217,45.261,23.043,17.125,40.417
2011-03-08,3.292,26.292,54.0,27.708,23.708,49.833
2011-03-09,4.333,35.542,91.25,55.708,17.25,39.0
2011-03-10,3.0,23.958,49.375,25.417,2.208,19.042
2011-03-11,1.792,10.958,19.542,8.583,7.083,24.75
2011-03-12,2.417,18.5,40.917,22.417,4.333,20.375
2011-03-13,2.542,28.667,63.292,34.625,6.292,24.875
2011-03-14,2.174,23.391,48.565,25.174,9.458,30.75
2011-03-15,2.25,21.875,43.458,21.583,13.792,36.292
2011-03-16,2.083,23.875,46.875,23.0,12.792,37.083
2011-03-17,2.333,20.0,35.167,15.167,5.826,24.25
2011-03-18,3.375,23.958,56.292,32.333,9.083,24.875
2011-03-19,2.167,18.667,39.833,21.167,3.375,21.125
2011-03-20,2.0,20.292,41.125,20.833,8.25,29.167
2011-03-21,2.333,26.174,51.652,25.478,7.292,27.75
2011-03-22,2.167,28.083,57.917,29.833,10.333,33.625
2011-03-23,3.458,40.958,85.75,44.792,18.0,37.75
2011-03-24,3.042,26.333,55.333,29.0,3.667,22.75
2011-03-25,1.792,13.042,23.542,10.5,6.0,21.125
2011-03-26,2.083,22.625,43.625,21.0,8.792,25.167
2011-03-27,2.043,29.609,57.087,27.478,10.174,30.083
2011-03-28,2.304,21.609,37.217,15.609,18.292,35.583
2011-03-29,2.25,26.333,51.417,25.083,16.667,37.167
2011-03-30,1.0,11.292,14.792,3.5,10.625,31.833
2011-03-31,2.167,18.333,34.167,15.833,2.792,15.792
2011-04-01,2.542,29.583,71.042,41.458,,21.875
2011-04-02,2.167,21.917,38.875,16.958,,24.5
2011-04-03,1.833,13.333,24.708,11.375,,14.125
2011-04-04,2.542,26.783,54.348,27.565,,15.292
2011-04-05,2.75,35.667,75.958,40.292,,20.333
2011-04-06,3.0,38.174,81.609,43.435,,21.292
2011-04-07,1.792,24.667,43.792,19.125,,20.417
2011-04-08,1.0,10.542,14.708,4.167,,12.708
2011-04-09,1.875,14.042,25.667,11.625,,7.125
2011-04-10,2.75,20.667,36.333,15.667,,28.667
2011-04-11,2.667,26.042,50.292,24.25,,33.417
2011-04-12,2.542,27.292,52.25,24.958,,27.792
2011-04-13,2.652,31.565,63.391,31.826,,26.625
2011-04-14,3.167,41.0,80.625,39.625,,32.875
2011-04-15,1.917,27.333,47.292,19.958,,29.083
