date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,87.0,69.625,43.0,16.958,24.375,7.417,16.167,7.0,-0.933,-5.9
2011-01-02,95.0,87.542,73.0,10.625,14.458,3.833,9.75,2.4,-1.1,-4.7
2011-01-03,95.0,78.25,57.0,9.542,11.833,2.292,4.917,3.2,-1.562,-6.5
2011-01-04,96.0,81.958,72.0,9.625,12.292,2.667,10.792,1.9,-1.404,-3.8
2011-01-05,96.0,80.0,54.0,10.333,13.583,3.25,7.25,1.6,-2.075,-5.4
2011-01-06,90.0,72.833,45.0,16.957,23.696,6.739,7.583,4.3,-1.829,-8.1
2011-01-07,89.0,67.208,35.0,5.417,6.083,0.667,3.375,3.1,-0.583,-4.8
2011-01-08,89.0,73.5,45.0,10.792,13.208,2.417,7.625,3.1,-2.667,-7.7
2011-01-09,88.0,73.167,48.0,16.75,29.708,12.958,15.125,7.3,-1.246,-7.4
2011-01-10,93.0,77.375,47.0,21.542,40.458,18.917,14.167,6.2,-0.062,-4.8
2011-01-11,93.0,74.792,55.0,12.625,32.667,20.042,9.5,3.5,-1.275,-3.8
2011-01-12,86.0,66.958,44.0,10.583,13.667,3.083,4.958,1.4,-3.354,-6.7
2011-01-13,84.0,69.667,42.0,17.25,30.708,13.458,9.708,5.8,-2.017,-9.6
2011-01-14,90.0,68.375,48.0,7.042,9.042,2.0,9.167,2.6,-0.85,-2.7
2011-01-15,92.0,71.708,43.0,5.75,7.75,2.0,7.667,5.2,0.196,-3.0
2011-01-16,77.0,66.5,55.0,6.417,8.667,2.25,11.0,1.3,-0.617,-2.3
2011-01-17,81.0,63.125,41.0,9.542,13.042,3.5,9.5,3.4,-0.471,-4.7
2011-01-18,84.0,63.833,34.0,21.583,36.417,14.833,13.792,6.9,-1.421,-7.8
2011-01-19,99.0,70.909,46.0,21.625,45.333,23.708,19.25,6.1,0.058,-6.6
2011-01-20,94.0,80.364,75.0,9.125,11.958,2.833,9.042,2.2,0.771,-0.2
2011-01-21,100.0,96.824,92.0,17.75,22.958,5.208,9.792,2.2,0.679,-0.4
2011-01-22,100.0,93.231,82.0,17.833,28.25,10.417,15.833,5.7,2.058,0.4
2011-01-23,99.0,72.318,54.0,4.958,6.875,1.917,4.375,5.5,1.783,-1.6
2011-01-24,84.0,66.958,42.0,9.458,13.583,4.125,6.25,2.3,-1.575,-3.8
2011-01-25,92.0,71.083,43.0,16.542,26.042,9.5,8.0,2.4,-1.712,-5.9
2011-01-26,96.0,79.333,60.0,10.458,14.0,3.542,5.875,-0.2,-3.042,-6.8
2011-01-27,93.0,84.917,74.0,17.833,26.417,8.583,11.333,0.8,-3.788,-7.9
2011-01-28,98.0,76.5,54.0,5.208,6.833,1.625,8.208,0.2,-2.733,-4.8
2011-01-29,87.0,71.792,50.0,4.375,5.75,1.375,5.583,0.6,-3.254,-6.1
