date,NO2_mean,NOX_mean,NO_mean,PM25_mean
2014-01-01,3.083,6.333,3.25,2.208
2014-01-02,6.875,13.167,6.292,1.667
2014-01-03,5.042,10.208,5.167,1.833
2014-01-04,10.958,18.375,7.417,6.875
2014-01-05,14.75,24.5,9.75,14.917
2014-01-06,17.333,33.292,15.958,7.958
2014-01-07,7.739,17.261,9.522,1.208
2014-01-08,8.083,18.333,10.25,5.435
2014-01-09,10.792,23.167,12.375,2.75
2014-01-10,10.375,19.792,9.417,1.625
2014-01-11,5.333,9.0,3.667,2.792
2014-01-12,4.542,9.958,5.417,1.625
2014-01-13,9.292,19.083,9.792,2.625
2014-01-14,19.913,40.0,20.087,10.208
2014-01-15,22.083,44.667,22.583,8.292
2014-01-16,13.708,24.0,10.292,10.417
2014-01-17,10.333,18.792,8.458,4.625
2014-01-18,8.917,13.75,4.833,2.792
2014-01-19,16.75,33.542,16.792,7.333
2014-01-20,9.125,15.667,6.542,13.208
2014-01-21,11.043,17.739,6.696,14.125
2014-01-22,16.792,29.542,12.75,6.833
2014-01-23,7.917,15.5,7.583,0.875
2014-01-24,12.083,20.542,8.458,4.958
2014-01-25,15.458,22.417,6.958,12.667
2014-01-26,17.875,26.0,8.125,17.542
2014-01-27,13.167,23.375,10.208,8.917
2014-01-28,7.261,17.13,9.87,0.25
2014-01-29,11.958,19.292,7.333,4.792
2014-01-30,16.375,26.792,10.417,9.625
2014-01-31,6.417,12.75,6.333,0.167
2014-02-01,3.208,7.125,3.917,1.792
2014-02-02,8.0,16.75,8.75,3.375
2014-02-03,11.167,21.458,10.292,5.125
2014-02-04,13.826,23.435,9.609,7.375
2014-02-05,16.087,25.87,9.783,18.739
2014-02-06,11.208,20.75,9.542,3.417
2014-02-07,12.042,18.417,6.375,6.833
2014-02-08,11.667,17.792,6.125,12.625
2014-02-09,5.792,13.083,7.292,2.833
2014-02-10,11.625,22.042,10.417,3.875
2014-02-11,10.826,16.304,5.478,13.458
2014-02-12,11.625,17.958,6.333,16.292
2014-02-13,7.0,14.708,7.708,2.75
2014-02-14,7.375,14.042,6.667,5.042
2014-02-15,4.25,7.792,3.542,4.875
2014-02-16,11.667,19.5,7.833,4.792
2014-02-17,10.833,13.542,2.708,11.792
2014-02-18,18.696,31.652,12.957,9.125
2014-02-19,10.75,19.458,8.708,0.333
2014-02-20,11.083,20.0,8.917,0.5
2014-02-21,8.208,11.0,2.792,5.917
2014-02-22,10.458,12.5,2.042,16.667
2014-02-23,15.042,26.542,11.5,14.625
2014-02-24,13.417,22.792,9.375,23.083
2014-02-25,11.217,19.522,8.304,14.75
2014-02-26,9.583,12.542,2.958,10.5
2014-02-27,9.417,17.833,8.417,4.167
2014-02-28,8.917,15.458,6.542,11.0
2014-03-01,8.333,11.625,3.292,6.833
2014-03-02,7.917,15.792,7.875,6.875
2014-03-03,8.958,12.292,3.333,10.667
2014-03-04,8.087,14.478,6.391,3.292
2014-03-05,10.682,18.136,7.455,4.957
2014-03-06,10.208,13.625,3.417,6.417
2014-03-07,5.875,7.458,1.583,5.25
2014-03-08,8.875,13.417,4.542,5.667
2014-03-09,7.667,10.708,3.042,0.25
2014-03-10,6.583,14.292,7.708,-1.25
2014-03-11,4.043,7.913,3.87,1.417
2014-03-12,3.5,6.417,2.917,6.125
2014-03-13,6.958,12.667,5.708,11.458
2014-03-14,9.0,14.25,5.25,10.167
2014-03-15,8.083,9.417,1.333,13.042
2014-03-16,11.875,16.458,4.583,16.792
2014-03-17,14.25,19.875,5.625,15.333
2014-03-18,12.348,15.348,3.0,17.833
2014-03-19,13.708,22.25,8.542,8.375
2014-03-20,12.625,21.167,8.542,6.667
2014-03-21,8.292,11.458,3.167,15.042
2014-03-22,7.5,10.375,2.875,19.583
2014-03-23,10.0,17.083,7.083,11.042
2014-03-24,6.792,14.417,7.625,1.875
2014-03-25,6.261,12.696,6.435,3.417
2014-03-26,9.625,15.958,6.333,6.708
2014-03-27,14.625,22.417,7.792,7.375
2014-03-28,13.958,19.625,5.667,12.583
2014-03-29,10.625,14.542,3.917,13.792
2014-03-30,14.25,21.208,6.958,18.542
