date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2011-01-01,199.261,6.083,22.087,28.042,48.833,20.792,18.75,221.348
2011-01-02,193.826,3.826,11.174,16.478,29.217,12.739,12.5,205.0
2011-01-03,192.696,3.917,11.826,21.708,33.208,11.5,12.458,204.522
2011-01-04,196.391,4.304,10.261,18.826,30.565,11.739,17.864,206.652
2011-01-05,195.739,4.792,15.913,32.167,69.583,37.417,14.583,211.652
2011-01-06,197.783,4.625,16.391,42.75,88.292,45.542,17.083,214.174
2011-01-07,194.957,3.958,11.913,27.5,65.667,38.167,13.833,206.87
2011-01-08,195.565,4.375,15.391,24.667,39.333,14.667,14.75,210.957
2011-01-09,194.87,4.913,15.957,32.043,64.0,31.957,17.583,210.826
2011-01-10,200.435,6.708,32.826,44.208,121.667,77.458,29.708,233.261
2011-01-11,196.478,5.667,20.304,33.417,92.167,58.75,20.083,216.783
2011-01-12,193.913,3.75,15.696,31.333,62.167,30.833,14.458,209.609
2011-01-13,193.261,5.0,18.304,37.15,108.55,71.4,18.261,211.565
2011-01-14,194.522,5.0,16.435,26.958,60.958,34.0,15.958,210.957
2011-01-15,195.13,4.917,16.435,25.208,49.75,24.542,16.667,211.565
2011-01-16,195.043,4.913,19.13,42.043,102.522,60.478,20.167,214.174
2011-01-17,193.913,4.292,18.783,40.625,100.25,59.625,21.0,212.696
2011-01-18,197.478,6.957,36.087,44.955,118.136,73.182,33.542,233.565
2011-01-19,193.609,6.667,35.696,42.5,115.75,73.25,34.5,229.304
2011-01-20,192.304,4.917,21.174,35.792,82.667,46.875,15.167,213.478
2011-01-21,192.565,5.167,17.696,29.75,64.417,34.667,14.417,210.261
2011-01-22,192.696,4.25,13.826,19.5,32.875,13.375,11.708,206.522
2011-01-23,195.739,4.652,17.348,23.565,56.522,32.957,11.958,213.087
2011-01-24,191.87,3.458,12.87,24.083,60.875,36.792,12.917,204.739
2011-01-25,191.696,4.0,13.174,21.333,46.833,25.5,16.917,204.87
2011-01-26,192.826,4.208,12.826,26.042,63.042,37.0,12.125,205.652
2011-01-27,195.087,4.87,16.826,27.739,57.043,29.304,21.5,211.913
2011-01-28,195.217,4.417,12.348,24.417,39.75,15.333,19.625,207.565
2011-01-29,195.304,4.125,10.13,16.25,26.833,10.583,13.167,205.435
2011-01-30,195.609,4.739,17.217,31.696,80.13,48.435,15.292,212.826
2011-01-31,195.696,5.125,22.913,30.417,74.958,44.542,15.5,218.609
2011-02-01,196.0,5.217,20.636,26.565,82.261,55.696,17.591,216.636
2011-02-02,194.13,4.167,15.217,26.5,59.417,32.917,15.333,209.348
2011-02-03,199.13,6.75,30.565,39.625,108.708,69.083,22.042,229.696
2011-02-04,198.217,6.583,21.696,28.5,76.5,48.0,23.875,219.913
2011-02-05,195.0,5.5,16.522,24.292,39.25,14.958,30.958,211.522
2011-02-06,194.609,7.13,25.739,38.652,98.652,60.0,24.708,220.348
2011-02-07,194.304,6.083,17.217,31.708,76.0,44.292,15.5,211.522
2011-02-08,191.522,3.208,8.348,19.667,43.25,23.583,14.375,199.87
2011-02-09,190.652,3.292,9.391,23.458,53.083,29.625,14.667,200.043
2011-02-10,191.87,3.875,13.957,26.0,51.125,25.125,17.458,205.826
2011-02-11,191.739,4.125,10.87,20.958,38.0,17.042,16.625,202.609
2011-02-12,194.261,4.5,12.217,18.042,28.917,10.875,15.417,206.478
2011-02-13,192.522,4.522,18.391,29.087,58.913,29.826,17.583,210.913
2011-02-14,194.348,6.792,31.87,36.417,109.583,73.167,19.25,226.217
2011-02-15,195.391,5.833,18.957,25.0,35.0,10.0,22.667,214.348
2011-02-16,191.217,3.917,10.913,,,,19.208,202.13
2011-02-17,191.0,3.375,9.652,20.5,34.0,13.5,14.565,200.652
2011-02-18,193.783,3.833,9.087,20.75,40.667,19.917,13.708,202.87
2011-02-19,194.13,4.0,11.391,18.667,28.583,9.917,15.792,205.522
2011-02-20,196.364,4.864,20.727,31.591,65.955,34.364,18.667,217.091
2011-02-21,191.348,4.25,16.261,32.545,68.0,35.455,22.0,207.609
2011-02-22,198.435,6.042,31.957,42.708,83.5,40.792,34.375,230.391
2011-02-23,192.913,6.333,22.565,33.083,74.542,41.458,25.5,215.478
2011-02-24,194.565,5.167,14.304,34.042,62.25,28.208,41.208,208.87
2011-02-25,194.478,5.417,15.957,30.833,55.917,25.083,30.958,210.435
2011-02-26,194.435,3.667,9.913,14.5,21.958,7.458,17.042,204.348
2011-02-27,194.261,3.609,9.696,24.913,50.391,25.478,17.667,203.957
2011-02-28,195.174,4.75,18.783,34.792,61.625,26.833,20.833,213.957
2011-03-01,195.826,6.917,38.087,44.083,107.708,63.625,22.125,233.913
2011-03-02,196.409,6.913,33.727,36.478,98.87,62.391,25.045,230.136
2011-03-03,192.739,3.875,9.0,20.125,33.0,12.875,24.667,201.739
2011-03-04,196.652,6.304,19.304,28.708,46.083,17.375,28.875,215.957
2011-03-05,195.652,7.435,37.087,48.652,115.261,66.609,16.125,232.739
2011-03-06,197.957,7.208,35.13,38.833,99.042,60.208,19.292,233.087
2011-03-07,197.043,5.5,13.957,27.417,49.667,22.25,40.25,211.0
2011-03-08,195.565,6.417,20.0,40.833,77.75,36.917,37.333,215.565
2011-03-09,194.043,5.25,15.261,33.125,67.417,34.292,28.083,209.304
2011-03-10,191.261,3.917,10.87,19.375,35.042,15.667,16.208,202.13
2011-03-11,190.783,3.333,7.652,11.583,18.667,7.083,15.333,198.435
2011-03-12,192.87,3.522,8.565,21.565,41.826,20.261,16.833,201.435
2011-03-13,192.609,3.417,9.913,25.25,49.708,24.458,20.083,202.522
2011-03-14,195.174,4.833,21.304,37.708,70.125,32.417,23.167,216.478
2011-03-15,194.826,4.0,15.391,29.292,55.5,26.208,24.125,210.217
2011-03-16,193.261,3.917,18.913,29.917,58.292,28.375,23.25,212.174
2011-03-17,194.478,6.917,29.217,38.167,83.875,45.708,19.708,223.696
2011-03-18,197.565,6.292,24.783,24.417,47.292,22.875,13.458,222.348
2011-03-19,193.087,3.0,7.826,19.0,35.0,16.0,17.375,200.913
2011-03-20,192.174,3.458,10.13,24.625,41.75,17.125,17.875,202.304
2011-03-21,193.609,3.542,11.87,28.083,53.0,24.917,18.458,205.478
2011-03-22,198.0,4.542,22.0,38.083,73.708,35.625,25.5,220.0
2011-03-23,,4.708,,34.417,57.583,23.167,19.917,
2011-03-24,,4.167,,22.708,41.25,18.542,10.625,
2011-03-25,,3.583,,10.042,15.708,5.667,14.75,
2011-03-26,,3.522,,22.348,44.913,22.565,15.917,
2011-03-27,,4.583,,35.083,62.5,27.417,24.417,
2011-03-28,,4.417,,34.75,68.0,33.25,29.545,
2011-03-29,,3.625,,27.125,40.25,13.125,24.792,
2011-03-30,,4.0,,30.125,59.292,29.167,22.3,
2011-03-31,,3.25,,16.167,25.208,9.042,18.167,
2011-04-01,192.13,4.783,21.609,38.818,64.727,25.909,24.227,213.739
2011-04-02,191.217,7.208,21.478,29.292,46.833,17.542,33.25,212.696
2011-04-03,189.696,2.917,7.043,11.625,18.0,6.375,17.375,196.739
2011-04-04,191.0,2.957,11.087,26.13,50.304,24.174,17.083,202.087
2011-04-05,190.739,3.583,15.435,30.667,56.5,25.833,24.333,206.174
2011-04-06,191.478,3.833,23.174,37.167,58.958,21.792,30.333,214.652
2011-04-07,189.957,3.375,18.217,31.042,52.75,21.708,25.5,208.174
2011-04-08,187.304,2.25,13.478,18.5,25.542,7.042,21.875,200.783
2011-04-09,187.913,3.375,12.913,20.375,34.833,14.458,22.792,200.826
2011-04-10,190.783,4.458,11.739,20.792,26.542,5.75,42.167,202.522
2011-04-11,192.565,4.391,16.957,32.739,60.783,28.043,40.167,209.522
2011-04-12,191.087,3.375,19.217,28.583,47.917,19.333,37.25,210.304
2011-04-13,191.783,4.5,47.652,45.292,74.917,29.625,39.708,239.435
2011-04-14,191.391,4.5,28.783,43.458,70.083,26.625,41.833,220.174
2011-04-15,196.043,4.909,34.609,41.727,63.682,21.955,41.458,230.652
2011-04-16,190.522,3.833,12.609,21.0,38.833,17.833,34.208,203.13
2011-04-17,189.739,3.458,10.043,14.875,20.5,5.625,24.458,199.783
2011-04-18,190.435,4.0,26.609,31.783,59.13,27.348,28.875,217.043
2011-04-19,189.391,3.583,17.043,28.583,55.333,26.75,15.833,206.435
2011-04-20,188.696,2.792,9.0,19.5,37.875,18.375,11.417,197.696
2011-04-21,190.87,4.375,25.174,34.792,67.708,32.917,21.0,216.043
2011-04-22,193.435,6.208,31.826,45.333,84.75,39.417,32.042,225.261
2011-04-23,186.696,2.917,11.043,14.75,18.917,4.167,17.167,197.739
2011-04-24,191.304,3.667,11.087,16.792,22.875,6.083,19.458,202.391
2011-04-25,192.545,4.304,21.773,33.348,60.565,27.217,23.875,214.318
2011-04-26,191.391,4.125,24.087,32.333,51.625,19.292,28.875,215.478
2011-04-27,187.783,2.833,10.957,12.792,24.208,11.417,38.75,198.739
2011-04-28,189.826,3.875,12.261,32.5,54.625,22.125,21.583,202.087
2011-04-29,192.0,3.917,14.609,27.208,40.542,13.333,19.375,206.609
2011-04-30,191.304,4.667,17.739,29.417,51.958,22.542,27.5,209.043
2011-05-01,188.087,2.917,14.261,15.5,19.292,3.792,19.792,202.348
2011-05-02,191.0,4.182,12.261,24.524,44.667,20.143,147.636,203.261
2011-05-03,193.913,5.667,17.261,28.5,43.458,14.958,139.792,211.174
2011-05-04,189.826,4.167,13.261,18.375,26.625,8.25,65.75,203.087
2011-05-05,193.043,3.583,12.348,20.917,29.375,8.458,29.0,205.391
2011-05-06,192.609,3.667,13.913,23.333,34.25,10.917,45.417,206.522
2011-05-07,186.783,3.583,24.261,24.958,38.333,13.375,25.333,211.043
2011-05-08,193.348,3.917,14.696,18.083,22.292,4.208,36.667,208.043
2011-05-09,192.391,4.174,17.783,27.565,38.652,11.087,47.0,210.174
2011-05-10,192.174,5.083,31.304,34.25,63.375,29.125,37.583,223.478
2011-05-11,190.739,4.542,32.13,42.042,73.958,31.917,14.917,222.87
2011-05-12,192.217,5.5,37.739,37.792,87.583,49.792,14.208,229.957
2011-05-13,190.0,3.625,17.565,29.458,50.0,20.542,74.917,207.565
2011-05-14,193.739,4.083,17.87,28.292,42.5,14.208,61.958,211.609
2011-05-15,191.955,3.75,13.364,18.25,23.042,4.792,41.0,205.318
2011-05-16,190.043,3.565,16.565,27.826,49.522,21.696,41.958,206.609
2011-05-17,192.087,3.391,22.217,28.0,39.261,11.261,38.542,214.304
2011-05-18,192.957,3.792,19.565,36.0,58.25,22.25,31.083,212.522
2011-05-19,190.696,3.875,18.522,33.458,48.792,15.333,38.917,209.217
2011-05-20,189.913,4.0,24.435,37.25,54.708,17.458,48.083,214.348
2011-05-21,189.391,4.125,19.826,27.5,40.583,13.083,41.125,209.217
2011-05-22,186.565,3.292,12.13,16.083,23.75,7.667,16.208,198.696
2011-05-23,190.826,4.087,24.087,34.87,75.87,41.0,20.125,214.913
2011-05-24,188.957,3.625,23.0,34.833,54.167,19.333,15.25,211.957
2011-05-25,190.261,4.208,20.304,33.542,50.5,16.958,24.167,210.565
2011-05-26,192.0,2.958,15.783,25.5,34.167,8.667,21.375,207.783
2011-05-27,189.609,3.917,17.739,36.042,62.542,26.5,25.667,207.348
2011-05-28,189.783,5.583,21.261,36.125,69.625,33.5,18.375,211.043
2011-05-29,186.043,2.917,13.435,12.042,17.542,5.5,11.458,199.478
2011-05-30,186.87,2.0,8.13,14.652,27.522,12.87,13.125,195.0
2011-05-31,187.478,2.708,11.739,25.167,44.333,19.167,15.708,199.217
2011-06-01,189.696,3.042,12.826,17.542,26.542,9.0,23.5,202.522
2011-06-02,190.609,4.043,24.304,29.609,56.261,26.652,14.455,214.913
2011-06-03,189.826,4.625,27.348,38.917,74.917,36.0,30.833,217.174
2011-06-04,192.0,4.875,25.0,28.542,42.625,14.083,52.75,217.0
2011-06-05,191.0,4.208,17.739,20.417,25.458,5.042,48.75,208.739
2011-06-06,190.13,4.0,21.391,35.913,57.696,21.783,36.708,211.522
