date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,,,,12.208,13.958,1.75,,0.167,,,,
2011-01-02,,,,5.708,6.708,1.0,,0.125,,,,
2011-01-03,,,,8.208,9.083,0.875,,0.0,,,,
2011-01-04,,,,8.565,9.739,1.174,,1.042,,,,
2011-01-05,,,,16.273,20.182,3.909,,0.545,,,,
2011-01-06,,,,23.125,31.292,8.167,,1.333,,,,
2011-01-07,,,,17.292,22.042,4.75,,1.292,,,,
2011-01-08,,,,13.917,15.833,1.917,,1.375,,,,
2011-01-09,,,,14.583,17.75,3.167,,1.625,,,,
2011-01-10,,,,25.333,47.792,22.458,,1.875,,,,
2011-01-11,,,,15.667,28.0,12.333,,2.045,,,,
2011-01-12,,,,15.75,21.875,6.125,,1.625,,,,
2011-01-13,,,,19.958,35.375,15.417,,2.25,,,,
2011-01-14,,,,12.0,14.958,2.958,,3.125,,,,
2011-01-15,,,,10.5,12.5,2.0,,1.458,,,,
2011-01-16,,,,23.083,33.958,10.875,,2.083,,,,
2011-01-17,,,,26.25,51.667,25.417,,1.958,,,,
2011-01-18,,,,26.381,52.762,26.381,,1.818,,,,
2011-01-19,,,,33.458,81.5,48.042,,1.833,,,,
2011-01-20,,,,28.583,43.208,14.625,,1.167,,,,
2011-01-21,,,,21.625,27.208,5.583,,1.0,,,,
2011-01-22,,,,11.708,13.792,2.083,,0.708,,,,
2011-01-23,,,,18.292,36.667,18.375,,0.0,,,,
2011-01-24,,,,14.792,20.375,5.583,,0.0,,,,
2011-01-25,,,,20.19,24.714,4.524,,0.273,,,,
2011-01-26,,,,15.875,19.958,4.083,,0.208,,,,
2011-01-27,,,,22.958,37.542,14.583,,0.5,,,,
2011-01-28,,,,14.458,17.208,2.75,,0.708,,,,
2011-01-29,,,,6.083,7.083,1.0,,0.0,,,,
2011-01-30,,,,17.208,23.167,5.958,,0.167,,,,
2011-01-31,,,,22.792,32.917,10.125,,0.083,,,,
2011-02-01,,,,17.143,34.333,17.19,,1.0,,,,
2011-02-02,,,,13.292,16.125,2.833,,0.958,,,,
2011-02-03,,,,26.917,48.958,22.042,,1.417,,,,
2011-02-04,,,,15.333,21.958,6.625,,1.875,,,,
2011-02-05,,,,12.5,14.5,2.0,,2.0,,,,
2011-02-06,,,,27.708,57.625,29.917,,1.417,,,,
2011-02-07,,,,21.091,42.773,21.682,,1.682,,,,
2011-02-08,,,,8.478,10.478,2.0,,1.417,,,,
2011-02-09,,,,13.083,17.792,4.708,,1.208,,,,
2011-02-10,,,,17.667,28.125,10.458,,1.333,,,,
2011-02-11,,,,13.333,15.917,2.583,,1.375,,,,
2011-02-12,,,,9.167,10.667,1.5,,1.375,,,,
2011-02-13,,,,25.208,35.542,10.333,,1.5,,,,
2011-02-14,,,,31.0,69.25,38.25,,1.167,,,,
2011-02-15,,,,21.476,33.762,12.286,,2.0,,,,
2011-02-16,,,,18.208,22.125,3.917,,1.917,,,,
2011-02-17,,,,12.375,15.208,2.833,,1.75,,,,
2011-02-18,,,,9.458,10.875,1.417,,1.333,,,,
2011-02-19,,,,10.0,11.375,1.375,,1.375,,,,
2011-02-20,,,,18.708,26.0,7.292,,1.417,,,,
2011-02-21,,,,29.222,46.111,16.889,,2.042,,,,
2011-02-22,,,,21.7,23.4,1.7,,2.273,,,,
2011-02-23,,,,21.609,28.739,7.13,,1.792,,,,
2011-02-24,,,,18.625,21.75,3.125,,4.25,,,,
2011-02-25,,,,21.042,26.917,5.875,,2.333,,,,
2011-02-26,,,,6.292,7.583,1.292,,1.375,,,,
2011-02-27,,,,5.292,6.625,1.333,,1.167,,,,
2011-02-28,,,,17.958,22.125,4.167,,1.833,,,,
2011-03-01,,,,31.917,51.25,19.333,,3.292,,,,
2011-03-02,,,,27.375,50.042,22.667,,1.875,,,,
2011-03-03,,,,9.0,10.667,1.667,,2.458,,,,
2011-03-04,,,,16.625,18.792,2.167,,1.75,,,,
2011-03-05,,,,32.208,51.792,19.583,,1.542,,,,
2011-03-06,,,,32.773,64.818,32.045,,3.227,,,,
2011-03-07,,,,15.652,17.652,2.0,,3.208,,,,
2011-03-08,,,,28.917,34.833,5.917,,3.917,,,,
2011-03-09,,,,23.208,26.333,3.125,,1.792,,,,
2011-03-10,,,,9.042,10.167,1.125,,1.583,,,,
2011-03-11,,,,5.167,5.875,0.708,,2.208,,,,
2011-03-12,,,,7.292,8.208,0.917,,1.0,,,,
2011-03-13,,,,11.25,13.458,2.208,,1.292,,,,
2011-03-14,,,,21.762,26.524,4.762,,1.222,,,,
2011-03-15,,,,17.458,22.875,5.417,,0.545,,,,
2011-03-16,,,,18.25,25.25,7.0,,1.083,,,,
2011-03-17,,,,19.625,24.5,4.875,,0.083,,,,
2011-03-18,,,,17.75,26.5,8.75,,0.0,,,,
2011-03-19,,,,6.125,7.333,1.208,,0.167,,,,
2011-03-20,,,,12.625,15.375,2.75,,0.667,,,,
2011-03-21,,,,10.0,11.652,1.652,,0.417,,,,
2011-03-22,,,,16.636,20.955,4.318,,1.364,,,,
2011-03-23,,,,27.542,33.75,6.208,,0.458,,,,
2011-03-24,,,,16.5,21.583,5.083,,0.083,,,,
2011-03-25,,,,5.042,5.708,0.667,,0.167,,,,
2011-03-26,,,,10.75,12.875,2.125,,0.542,,,,
2011-03-27,,,,21.542,25.333,3.792,,0.833,,,,
2011-03-28,,,,17.174,21.478,4.304,,1.333,,,,
2011-03-29,,,,19.583,24.375,4.792,,1.0,,,,
2011-03-30,,,,15.409,19.727,4.318,,1.091,,,,
2011-03-31,,,,4.833,5.708,0.875,,0.167,,,,
2011-04-01,,,,16.958,19.833,2.875,,1.042,,,,
2011-04-02,,,,9.792,10.708,0.917,,1.5,,,,
2011-04-03,,,,4.875,5.208,0.333,,1.0,,,,
2011-04-04,,,,8.875,10.167,1.292,,0.625,,,,
2011-04-05,,,,16.75,19.208,2.458,,1.75,,,,
2011-04-06,,,,18.045,19.818,1.773,,1.571,,,,
2011-04-07,,,,13.583,16.583,3.0,,1.042,,,,
2011-04-08,,,,11.833,13.583,1.75,,0.833,,,,
2011-04-09,,,,8.333,9.833,1.5,,0.542,,,,
2011-04-10,,,,8.708,9.875,1.167,,1.292,,,,
2011-04-11,,,,12.458,14.792,2.333,,1.667,,,,
2011-04-12,,,,9.125,10.958,1.833,,0.833,,,,
2011-04-13,,,,24.273,28.364,4.091,,1.952,,,,
2011-04-14,,,,22.042,25.25,3.208,,2.708,,,,
2011-04-15,,,,14.292,16.333,2.042,,1.833,,,,
2011-04-16,,,,9.625,12.0,2.375,,0.958,,,,
2011-04-17,,,,5.5,6.083,0.583,,0.958,,,,
2011-04-18,,,,9.042,10.792,1.75,,0.792,,,,
2011-04-19,,,,10.727,11.727,1.0,,0.5,,,,
2011-04-20,,,,7.917,9.167,1.25,,0.696,,,,
2011-04-21,,,,17.708,24.083,6.375,,1.417,,,,
2011-04-22,,,,14.375,16.875,2.5,,1.0,,,,
2011-04-23,,,,5.75,6.583,0.833,,0.25,,,,
2011-04-24,,,,5.833,6.958,1.125,,0.958,,,,
2011-04-25,,,,16.917,21.417,4.5,,0.917,,,,
