date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2018-01-01,88.0,68.333,38.0,3.667,4.792,1.125,4.708,5.0,8.9,2.308,-3.2
2018-01-02,95.0,71.792,39.0,3.75,4.667,0.917,4.25,4.0,8.9,3.217,-1.2
2018-01-03,91.0,60.708,34.0,3.042,3.667,0.625,2.917,2.375,8.7,4.367,0.1
2018-01-04,79.0,54.292,30.0,4.304,5.652,1.348,5.375,4.5,9.4,3.85,-1.9
2018-01-05,97.0,77.25,59.0,8.375,10.083,1.708,9.333,9.667,9.3,5.925,2.6
2018-01-06,77.0,49.583,38.0,3.167,3.917,0.75,5.208,3.708,6.6,4.042,-0.7
2018-01-07,87.0,55.667,32.0,6.625,8.417,1.792,5.458,4.5,9.0,3.742,0.0
2018-01-08,95.0,74.042,47.0,12.458,22.458,10.0,12.292,12.875,10.0,3.962,-1.8
2018-01-09,90.0,61.042,34.0,7.0,8.5,1.5,4.5,3.625,6.3,3.121,-2.6
2018-01-10,90.0,66.208,47.0,18.167,26.792,8.625,8.25,7.292,5.3,0.508,-5.9
2018-01-11,81.0,58.042,33.0,9.826,11.783,1.957,7.375,6.375,10.8,5.812,-0.5
2018-01-12,94.0,72.583,48.0,18.917,26.5,7.583,12.25,12.167,7.2,3.1,-0.7
2018-01-13,95.0,71.958,33.0,5.625,8.917,3.292,7.417,6.333,11.5,2.854,-3.0
2018-01-14,94.0,70.708,33.0,6.542,10.083,3.542,5.375,5.125,10.5,2.35,-4.0
2018-01-15,100.0,86.792,45.0,10.833,19.167,8.333,5.708,5.792,11.4,4.562,-2.0
2018-01-16,100.0,72.292,36.0,15.917,21.708,5.792,15.958,15.083,9.6,4.829,-0.9
2018-01-17,81.0,62.958,45.0,9.708,12.833,3.125,9.542,8.167,8.7,5.1,-0.1
2018-01-18,83.0,54.083,34.0,5.783,7.087,1.304,5.667,5.083,7.8,4.238,-0.8
2018-01-19,92.0,69.833,41.0,9.375,12.958,3.583,7.292,6.958,9.6,2.796,-3.4
2018-01-20,97.0,90.75,81.0,10.042,13.125,3.083,9.708,8.0,7.2,4.225,-0.7
2018-01-21,91.0,70.542,46.0,9.542,12.583,3.042,5.696,4.043,7.0,3.767,-0.5
2018-01-22,95.0,69.625,32.0,12.625,18.583,5.958,5.667,5.792,8.7,3.833,-1.6
2018-01-23,92.0,74.25,43.0,12.625,18.542,5.917,11.5,12.333,10.3,2.579,-3.4
2018-01-24,89.0,50.417,31.0,6.708,9.083,2.375,6.958,6.0,7.3,4.596,1.2
