date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean
2011-01-01,25.417,35.917,10.5,,0.833
2011-01-02,14.087,21.739,7.652,,0.217
2011-01-03,11.625,13.167,1.542,,0.625
2011-01-04,13.667,15.917,2.25,,2.083
2011-01-05,17.25,22.875,5.625,,0.375
2011-01-06,25.609,35.043,9.435,,0.913
2011-01-07,14.75,17.042,2.292,,0.5
2011-01-08,16.125,19.083,2.958,,0.75
2011-01-09,19.0,24.87,5.87,,1.435
2011-01-10,32.25,51.833,19.583,,1.625
2011-01-11,23.458,40.292,16.833,,1.542
2011-01-12,18.958,24.042,5.083,,0.917
2011-01-13,26.292,48.708,22.417,,1.5
2011-01-14,13.75,16.875,3.125,,1.875
2011-01-15,11.792,13.5,1.708,,1.083
2011-01-16,25.826,32.348,6.522,,1.435
2011-01-17,27.833,37.75,9.917,,0.958
2011-01-18,44.333,89.625,45.292,,3.333
2011-01-19,44.958,94.042,49.083,,1.75
2011-01-20,32.773,47.318,14.545,,0.261
2011-01-21,27.583,34.833,7.25,,0.208
2011-01-22,15.667,19.208,3.542,,0.583
2011-01-23,22.571,31.238,8.667,,0.714
2011-01-24,18.375,23.917,5.542,,1.25
2011-01-25,21.0,32.75,11.75,,1.042
2011-01-26,17.5,24.833,7.333,,0.417
2011-01-27,23.789,34.526,10.737,,1.125
2011-01-28,19.125,22.542,3.417,,1.583
2011-01-29,12.5,13.667,1.167,,1.0
2011-01-30,20.826,27.565,6.739,,0.913
2011-01-31,22.167,27.917,5.75,,0.792
2011-02-01,26.917,61.792,34.875,,1.167
2011-02-02,16.833,22.208,5.375,,0.292
2011-02-03,31.682,52.682,21.0,,0.542
2011-02-04,24.875,50.208,25.333,,1.042
2011-02-05,17.083,19.125,2.042,,1.583
2011-02-06,35.87,61.348,25.478,,0.696
2011-02-07,24.5,40.625,16.125,,0.417
2011-02-08,10.958,13.792,2.833,,0.458
2011-02-09,15.792,21.917,6.125,,0.625
2011-02-10,20.542,32.5,11.958,,0.833
2011-02-11,11.958,14.083,2.125,,1.083
2011-02-12,9.417,10.625,1.208,,1.083
2011-02-13,29.609,38.087,8.478,,1.13
2011-02-14,37.958,74.25,36.292,,0.083
2011-02-15,28.667,54.292,25.625,,1.083
2011-02-16,17.958,21.958,4.0,,1.375
2011-02-17,16.043,21.783,5.739,,1.292
2011-02-18,10.958,12.625,1.667,,0.958
2011-02-19,12.083,14.292,2.208,,1.042
2011-02-20,25.174,33.217,8.043,,1.174
2011-02-21,31.417,47.625,16.208,,1.667
2011-02-22,30.0,36.792,6.792,,2.25
2011-02-23,26.348,35.783,9.435,,1.083
2011-02-24,32.333,41.833,9.5,,3.636
2011-02-25,25.125,29.792,4.667,,1.333
2011-02-26,9.417,10.167,0.75,,1.042
2011-02-27,13.696,15.826,2.13,,1.0
2011-02-28,26.333,30.875,4.542,,1.375
2011-03-01,40.5,57.708,17.208,,4.083
2011-03-02,32.545,57.591,25.045,,0.478
2011-03-03,12.042,13.333,1.292,,0.833
2011-03-04,26.625,30.583,3.958,,0.625
2011-03-05,46.087,76.261,30.174,,0.043
2011-03-06,37.292,64.083,26.792,,0.833
2011-03-07,19.458,21.375,1.917,,1.875
2011-03-08,32.5,39.125,6.625,,4.25
2011-03-09,23.625,25.792,2.167,,1.167
2011-03-10,12.167,13.375,1.208,,0.583
2011-03-11,8.0,9.042,1.042,,1.292
2011-03-12,14.391,17.957,3.565,,0.13
2011-03-13,15.125,18.5,3.375,,0.708
2011-03-14,25.125,29.458,4.333,,1.375
2011-03-15,22.792,31.917,9.125,,1.5
2011-03-16,23.174,28.522,5.348,,1.565
2011-03-17,36.875,54.25,17.375,,0.917
2011-03-18,23.875,32.208,8.333,,1.042
2011-03-19,11.609,14.348,2.739,,0.391
2011-03-20,11.125,12.625,1.5,,0.667
2011-03-21,11.958,13.708,1.75,,0.708
2011-03-22,29.542,41.625,12.083,,1.958
2011-03-23,35.958,45.375,9.417,,0.667
2011-03-24,22.875,34.083,11.208,,0.292
2011-03-25,7.375,8.125,0.75,,0.375
2011-03-26,12.957,15.696,2.739,,0.826
2011-03-27,23.917,29.167,5.25,,1.5
2011-03-28,27.542,40.583,13.042,,2.125
2011-03-29,24.833,29.667,4.833,,2.125
2011-03-30,33.042,48.458,15.417,,2.375
2011-03-31,10.417,11.708,1.292,,0.75
2011-04-01,28.917,36.917,8.0,,3.542
2011-04-02,19.958,24.583,4.625,,1.792
2011-04-03,6.375,6.792,0.417,,1.125
2011-04-04,11.524,13.095,1.571,,1.0
2011-04-05,18.0,20.958,2.958,,2.25
2011-04-06,28.708,37.583,8.875,,2.667
2011-04-07,22.208,27.458,5.25,,1.75
2011-04-08,17.375,19.875,2.5,,1.0
2011-04-09,11.792,14.417,2.625,,0.5
2011-04-10,11.167,11.75,0.583,,2.292
2011-04-11,21.304,28.783,7.478,,2.174
2011-04-12,12.792,14.083,1.292,,1.333
2011-04-13,39.208,50.25,11.042,,5.667
2011-04-14,36.917,49.792,12.875,,4.75
2011-04-15,27.292,32.917,5.625,,3.292
2011-04-16,15.375,18.833,3.458,,1.208
2011-04-17,9.25,10.375,1.125,,2.042
2011-04-18,19.304,24.783,5.478,,2.261
2011-04-19,15.458,18.208,2.75,,0.375
2011-04-20,10.833,13.333,2.5,,0.167
2011-04-21,23.75,29.458,5.708,,3.167
2011-04-22,25.182,30.545,5.364,,1.348
2011-04-23,9.375,10.417,1.042,,0.167
2011-04-24,11.25,11.958,0.708,,0.792
2011-04-25,25.13,31.435,6.304,,1.444
2011-04-26,24.833,30.833,6.0,,1.708
2011-04-27,13.25,15.708,2.458,,0.792
2011-04-28,15.875,18.458,2.583,,0.375
2011-04-29,13.333,14.458,1.125,,0.5
2011-04-30,19.792,24.125,4.333,,1.833
2011-05-01,9.667,10.125,0.458,,0.0
2011-05-02,11.348,12.696,1.348,,0.609
2011-05-03,19.458,21.375,1.917,,2.167
2011-05-04,13.667,15.167,1.5,,1.292
2011-05-05,13.292,14.625,1.333,,2.083
2011-05-06,14.417,16.167,1.75,,0.913
2011-05-07,15.542,17.292,1.75,,3.375
2011-05-08,11.0,11.667,0.667,,2.208
2011-05-09,17.522,19.261,1.739,,2.522
2011-05-10,27.958,40.042,12.083,,1.958
2011-05-11,22.333,25.458,3.125,,0.0
2011-05-12,25.333,37.208,11.875,,0.125
2011-05-13,13.091,14.455,1.364,,0.739
2011-05-14,16.25,18.792,2.542,,1.625
2011-05-15,15.375,17.125,1.75,,2.75
2011-05-16,14.478,16.348,1.87,,1.435
2011-05-17,22.167,24.208,2.042,,1.167
2011-05-18,28.208,33.708,5.5,,3.25
2011-05-19,25.375,32.542,7.167,,3.958
2011-05-20,24.083,28.167,4.083,,4.0
2011-05-21,17.833,20.125,2.292,,2.292
2011-05-22,9.75,11.083,1.333,,0.625
2011-05-23,25.478,33.87,8.391,,1.0
2011-05-24,19.708,22.792,3.083,,1.833
2011-05-25,22.833,26.083,3.25,,2.75
2011-05-26,18.0,21.542,3.542,,0.917
