date,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-01-01,17.292,22.042,4.75,0.0
2011-01-02,10.833,14.458,3.625,0.0
2011-01-03,9.625,10.625,1.0,0.375
2011-01-04,8.783,9.174,0.391,1.348
2011-01-05,13.25,13.917,0.667,0.0
2011-01-06,26.5,36.25,9.75,0.042
2011-01-07,15.583,18.375,2.792,0.0
2011-01-08,17.375,21.958,4.583,0.0
2011-01-09,20.583,26.583,6.0,0.333
2011-01-10,31.375,70.417,39.042,0.375
2011-01-11,20.143,43.619,23.476,0.048
2011-01-12,19.542,27.042,7.5,0.0
2011-01-13,23.583,50.75,27.167,0.25
2011-01-14,12.5,14.875,2.375,1.25
2011-01-15,12.042,13.625,1.583,0.125
2011-01-16,26.167,33.667,7.5,0.292
2011-01-17,29.792,50.708,20.917,0.5
2011-01-18,37.391,87.565,50.174,0.522
2011-01-19,42.958,108.542,65.583,0.5
2011-01-20,34.542,52.75,18.208,0.0
2011-01-21,27.083,37.792,10.708,0.0
2011-01-22,12.917,16.625,3.708,0.0
2011-01-23,19.0,36.375,17.375,0.208
2011-01-24,17.083,20.0,2.917,0.458
2011-01-25,19.652,23.957,4.304,2.174
2011-01-26,21.25,28.208,6.958,0.25
2011-01-27,26.125,54.375,28.25,0.667
2011-01-28,19.708,23.083,3.375,0.875
2011-01-29,11.1,11.4,0.3,0.0
2011-01-30,,,,0.0
2011-01-31,26.778,45.111,18.333,0.2
2011-02-01,22.783,50.957,28.174,0.652
2011-02-02,14.042,16.083,2.042,0.208
2011-02-03,31.455,63.955,32.5,0.208
2011-02-04,20.833,40.75,19.917,0.917
2011-02-05,13.792,16.833,3.042,0.792
2011-02-06,33.667,59.917,26.25,0.458
2011-02-07,21.667,41.583,19.917,0.125
2011-02-08,8.391,8.957,0.565,0.045
2011-02-09,14.542,19.583,5.042,0.5
2011-02-10,21.583,34.375,12.792,0.125
2011-02-11,13.208,16.542,3.333,0.083
2011-02-12,9.75,10.625,0.875,0.083
2011-02-13,31.625,43.5,11.875,0.292
