date,NO2_mean,NOX_mean,NO_mean,PM25_mean
2011-01-01,25.583,44.625,19.042,
2011-01-02,12.261,19.957,7.696,
2011-01-03,16.958,25.708,8.75,
2011-01-04,15.667,22.458,6.792,
2011-01-05,19.833,32.167,12.333,
2011-01-06,26.227,43.682,17.455,
2011-01-07,16.333,23.75,7.417,
2011-01-08,17.042,21.917,4.875,
2011-01-09,18.739,26.087,7.348,
2011-01-10,33.444,65.389,31.944,
2011-01-11,22.042,45.125,23.083,
2011-01-12,21.083,32.25,11.167,
2011-01-13,24.565,49.304,24.739,
2011-01-14,16.0,26.125,10.125,
2011-01-15,15.167,20.667,5.5,
2011-01-16,24.478,38.13,13.652,
2011-01-17,25.0,39.167,14.167,
2011-01-18,39.783,86.783,47.0,
2011-01-19,39.042,76.958,37.917,
2011-01-20,29.087,44.957,15.87,
2011-01-21,26.917,39.625,12.708,
2011-01-22,15.542,19.917,4.375,
2011-01-23,20.261,34.696,14.435,
2011-01-24,20.042,33.375,13.333,
2011-01-25,18.333,30.042,11.708,
2011-01-26,18.125,28.875,10.75,
2011-01-27,25.478,48.565,23.087,
2011-01-28,22.042,32.667,10.625,
2011-01-29,11.25,14.042,2.792,
2011-01-30,22.783,39.652,16.87,
2011-01-31,26.167,40.708,14.542,
2011-02-01,25.083,59.625,34.542,
2011-02-02,21.208,32.583,11.375,
2011-02-03,35.864,69.091,33.227,
2011-02-04,25.625,58.917,33.292,
2011-02-05,17.875,23.167,5.292,
2011-02-06,32.522,55.217,22.696,
2011-02-07,25.458,42.083,16.625,
2011-02-08,13.75,21.25,7.5,
2011-02-09,15.708,25.458,9.75,
2011-02-10,20.696,33.217,12.522,
2011-02-11,13.917,18.25,4.333,
2011-02-12,10.958,13.583,2.625,
2011-02-13,27.783,40.391,12.609,
2011-02-14,34.083,77.208,43.125,
2011-02-15,26.375,52.292,25.917,
2011-02-16,18.708,26.667,7.958,
2011-02-17,16.227,25.5,9.273,
2011-02-18,11.958,15.5,3.542,
2011-02-19,14.667,17.958,3.292,
2011-02-20,29.739,45.652,15.913,
2011-02-21,29.958,45.417,15.458,
2011-02-22,34.125,52.333,18.208,
2011-02-23,26.208,40.875,14.667,
2011-02-24,24.667,30.167,5.5,
2011-02-25,24.083,30.875,6.792,
2011-02-26,11.167,13.0,1.833,
2011-02-27,13.652,17.87,4.217,
2011-02-28,28.25,38.25,10.0,
2011-03-01,37.042,56.833,19.792,
2011-03-02,33.0,69.045,36.045,
2011-03-03,12.167,15.417,3.25,
2011-03-04,27.75,36.25,8.5,
2011-03-05,43.304,79.87,36.565,
2011-03-06,34.125,67.125,33.0,
2011-03-07,15.792,19.875,4.083,
2011-03-08,28.75,37.458,8.708,
2011-03-09,24.957,32.043,7.087,
2011-03-10,11.667,14.958,3.292,
2011-03-11,8.375,10.208,1.833,
2011-03-12,15.348,21.348,6.0,
2011-03-13,15.875,21.042,5.167,
2011-03-14,30.5,41.75,11.25,
2011-03-15,22.75,30.583,7.833,
2011-03-16,26.0,37.087,11.087,
2011-03-17,36.375,62.75,26.375,
2011-03-18,24.25,36.25,12.0,
2011-03-19,11.304,15.174,3.87,
2011-03-20,14.208,17.417,3.208,
2011-03-21,13.0,16.042,3.042,
2011-03-22,27.417,39.625,12.208,
2011-03-23,34.913,47.609,12.696,
2011-03-24,21.458,29.708,8.25,
2011-03-25,8.458,10.125,1.667,
2011-03-26,13.391,18.565,5.174,
2011-03-27,25.792,34.625,8.833,
2011-03-28,27.167,41.25,14.083,
2011-03-29,27.583,37.0,9.417,
2011-03-30,29.652,45.478,15.826,
2011-03-31,13.083,16.708,3.625,
2011-04-01,35.773,47.909,12.136,
2011-04-02,21.667,27.083,5.417,
2011-04-03,8.75,10.542,1.792,
2011-04-04,13.348,16.043,2.696,
2011-04-05,23.125,29.0,5.875,
2011-04-06,31.167,41.208,10.042,
2011-04-07,30.0,42.042,12.042,
2011-04-08,21.261,27.391,6.13,
2011-04-09,16.417,21.75,5.333,
2011-04-10,13.917,14.75,0.833,
2011-04-11,21.957,29.435,7.478,
2011-04-12,16.25,19.458,3.208,
2011-04-13,41.708,55.333,13.625,
2011-04-14,37.917,51.625,13.708,
2011-04-15,39.391,50.304,10.913,
2011-04-16,16.333,21.708,5.375,
2011-04-17,12.083,14.125,2.042,
2011-04-18,26.87,38.696,11.826,
2011-04-19,20.0,26.292,6.292,
2011-04-20,12.125,16.042,3.917,
2011-04-21,29.125,41.458,12.333,
2011-04-22,42.0,63.957,21.957,
2011-04-23,13.042,16.0,2.958,
2011-04-24,13.417,15.042,1.625,
2011-04-25,29.087,43.261,14.174,
2011-04-26,36.167,49.75,13.583,
2011-04-27,16.542,22.958,6.417,
2011-04-28,21.583,28.292,6.708,
2011-04-29,17.958,20.833,2.875,
2011-04-30,28.5,37.833,9.333,
2011-05-01,16.75,19.833,3.083,
2011-05-02,15.826,21.043,5.217,
2011-05-03,25.917,31.417,5.5,
2011-05-04,16.042,18.708,2.667,
2011-05-05,16.833,19.583,2.75,
2011-05-06,24.042,32.0,7.958,
2011-05-07,21.917,28.333,6.417,
2011-05-08,13.167,14.208,1.042,
2011-05-09,29.174,36.913,7.739,
2011-05-10,32.292,54.167,21.875,
2011-05-11,30.875,43.875,13.0,
2011-05-12,30.292,56.5,26.208,
2011-05-13,17.13,22.565,5.435,
2011-05-14,20.583,26.625,6.042,
2011-05-15,17.25,19.875,2.625,
2011-05-16,27.13,35.739,8.609,
2011-05-17,28.125,34.708,6.583,
2011-05-18,28.792,34.708,5.917,
2011-05-19,33.708,43.208,9.5,
2011-05-20,32.318,40.409,8.091,
2011-05-21,21.542,26.708,5.167,
2011-05-22,11.0,15.417,4.417,
2011-05-23,26.261,40.957,14.696,
2011-05-24,29.417,41.458,12.042,
2011-05-25,33.792,46.833,13.042,
2011-05-26,25.125,35.458,10.333,
2011-05-27,29.696,41.0,11.304,
2011-05-28,28.0,39.833,11.833,
2011-05-29,10.208,13.042,2.833,
2011-05-30,9.957,13.217,3.261,
2011-05-31,20.5,31.083,10.583,
2011-06-01,22.375,40.458,18.083,
2011-06-02,30.25,45.375,15.125,
2011-06-03,35.091,53.227,18.136,
2011-06-04,28.667,38.583,9.917,
2011-06-05,19.958,23.833,3.875,
2011-06-06,21.478,26.522,5.043,
2011-06-07,29.667,46.167,16.5,
2011-06-08,27.0,34.708,7.708,
2011-06-09,24.833,33.042,8.208,
2011-06-10,31.348,45.87,14.522,
2011-06-11,15.917,22.042,6.125,
2011-06-12,12.792,14.542,1.75,
2011-06-13,18.826,25.13,6.304,
2011-06-14,13.125,16.833,3.708,
2011-06-15,24.75,34.625,9.875,
2011-06-16,24.167,33.125,8.958,
2011-06-17,34.087,49.913,15.826,
2011-06-18,20.583,27.333,6.75,
2011-06-19,22.667,31.042,8.375,
2011-06-20,23.391,34.174,10.783,
2011-06-21,33.458,52.167,18.708,
2011-06-22,34.042,47.125,13.083,
2011-06-23,28.458,49.917,21.458,
2011-06-24,20.522,34.652,14.13,
2011-06-25,13.625,20.833,7.208,
2011-06-26,4.208,7.542,3.333,
2011-06-27,8.783,17.261,8.478,
2011-06-28,20.833,31.458,10.625,
2011-06-29,13.75,19.833,6.083,
2011-06-30,19.167,30.083,10.917,
2011-07-01,19.091,26.545,7.455,
2011-07-02,18.875,27.542,8.667,
2011-07-03,15.708,20.0,4.292,
2011-07-04,21.565,34.609,13.043,
2011-07-05,15.792,20.25,4.458,
2011-07-06,22.625,32.583,9.958,
2011-07-07,15.625,25.167,9.542,
2011-07-08,28.565,49.478,20.913,
2011-07-09,25.125,38.125,13.0,
2011-07-10,9.208,13.042,3.833,
2011-07-11,13.739,28.435,14.696,
2011-07-12,16.417,31.167,14.75,
2011-07-13,15.667,27.458,11.792,
2011-07-14,18.833,32.333,13.5,
2011-07-15,22.348,31.0,8.652,
2011-07-16,16.958,24.875,7.917,
2011-07-17,9.875,14.667,4.792,
2011-07-18,7.304,12.522,5.217,
2011-07-19,7.75,15.208,7.458,
2011-07-20,13.417,20.583,7.167,
2011-07-21,22.708,37.0,14.292,
2011-07-22,26.957,47.087,20.13,
2011-07-23,16.792,22.25,5.458,
2011-07-24,15.458,19.333,3.875,
2011-07-25,24.652,36.217,11.565,
2011-07-26,20.417,33.292,12.875,
2011-07-27,20.667,31.125,10.458,
2011-07-28,17.667,33.75,16.083,
2011-07-29,12.652,23.565,10.913,
2011-07-30,12.917,17.917,5.0,
2011-07-31,11.375,13.625,2.25,
2011-08-01,24.435,39.696,15.261,
2011-08-02,25.75,35.708,9.958,
2011-08-03,20.167,34.167,14.0,
2011-08-04,23.917,37.75,13.833,
2011-08-05,13.565,22.652,9.087,
2011-08-06,15.208,22.042,6.833,
2011-08-07,15.083,18.833,3.75,
2011-08-08,29.348,39.565,10.217,
2011-08-09,29.083,40.333,11.25,
2011-08-10,27.417,34.5,7.083,
2011-08-11,15.125,21.875,6.75,
2011-08-12,15.727,20.091,4.364,
2011-08-13,14.25,18.25,4.0,
2011-08-14,12.667,15.042,2.375,
2011-08-15,17.0,22.261,5.261,
2011-08-16,21.917,28.375,6.458,
2011-08-17,29.375,38.0,8.625,
2011-08-18,27.958,40.75,12.792,
2011-08-19,18.87,26.261,7.391,
2011-08-20,19.5,24.458,4.958,
2011-08-21,18.583,22.0,3.417,
2011-08-22,23.609,33.826,10.217,
2011-08-23,12.458,19.292,6.833,
2011-08-24,15.792,31.792,16.0,
2011-08-25,12.583,26.417,13.833,
2011-08-26,22.609,41.739,19.13,
2011-08-27,17.25,32.542,15.292,
2011-08-28,15.542,20.292,4.75,
2011-08-29,30.478,40.739,10.261,
2011-08-30,27.417,35.042,7.625,
2011-08-31,18.667,28.375,9.708,
2011-09-01,12.0,25.583,13.583,
