date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean
2011-01-01,16.958,24.083,7.125,,21.917
2011-01-02,10.652,15.304,4.652,,9.333
2011-01-03,6.542,7.25,0.708,,8.958
2011-01-04,5.917,6.375,0.458,,24.208
2011-01-05,7.652,8.826,1.174,,7.087
2011-01-06,20.458,27.458,7.0,,9.458
2011-01-07,9.792,11.625,1.833,,7.667
2011-01-08,11.333,13.083,1.75,,6.333
2011-01-09,16.087,21.217,5.13,,15.208
2011-01-10,28.75,45.125,16.375,,25.458
2011-01-11,18.958,37.083,18.125,,19.708
2011-01-12,14.333,18.667,4.333,,6.292
2011-01-13,24.375,47.708,23.333,,18.542
2011-01-14,12.167,14.75,2.583,,12.875
2011-01-15,10.25,12.042,1.792,,7.0
2011-01-16,19.652,24.522,4.87,,15.375
2011-01-17,25.13,37.348,12.217,,13.833
2011-01-18,32.75,72.417,39.667,,28.708
2011-01-19,40.292,91.583,51.292,,39.833
2011-01-20,25.583,33.792,8.208,,21.375
2011-01-21,23.333,30.208,6.875,,20.625
2011-01-22,12.208,15.417,3.208,,11.417
2011-01-23,14.0,24.304,10.304,,10.375
2011-01-24,11.042,13.917,2.875,,6.417
2011-01-25,9.792,11.708,1.917,,10.25
2011-01-26,9.792,12.083,2.292,,4.625
2011-01-27,17.167,26.083,8.917,,15.042
2011-01-28,16.708,21.042,4.333,,19.5
2011-01-29,5.042,5.667,0.625,,5.208
2011-01-30,16.609,20.783,4.174,,7.708
2011-01-31,18.75,23.792,5.042,,9.292
2011-02-01,20.304,45.261,24.957,,15.227
2011-02-02,8.083,9.667,1.583,,6.0
2011-02-03,21.792,34.458,12.667,,13.417
2011-02-04,19.167,38.0,18.833,,23.583
2011-02-05,11.75,13.458,1.708,,21.417
2011-02-06,30.783,57.739,26.957,,40.25
2011-02-07,20.667,36.917,16.25,,19.417
2011-02-08,7.125,8.875,1.75,,5.833
2011-02-09,10.083,12.458,2.375,,10.958
2011-02-10,15.0,21.083,6.083,,15.125
2011-02-11,9.458,12.083,2.625,,8.917
2011-02-12,7.583,8.75,1.167,,9.875
2011-02-13,26.783,34.391,7.609,,18.625
2011-02-14,34.458,63.333,28.875,,24.208
2011-02-15,25.042,45.667,20.625,,28.333
2011-02-16,18.083,23.042,4.958,,7.375
2011-02-17,10.417,12.667,2.25,,9.958
2011-02-18,7.875,9.417,1.542,,5.625
2011-02-19,7.708,9.208,1.5,,7.417
2011-02-20,23.087,30.0,6.913,,11.042
2011-02-21,25.174,40.739,15.565,,18.083
2011-02-22,19.417,24.167,4.75,,32.833
2011-02-23,24.542,31.75,7.208,,36.083
2011-02-24,22.958,26.125,3.167,,39.125
2011-02-25,24.167,28.5,4.333,,37.125
2011-02-26,7.125,7.5,0.375,,10.25
2011-02-27,7.957,9.348,1.391,,10.458
2011-02-28,17.208,20.542,3.333,,16.167
2011-03-01,30.391,41.217,10.826,,35.174
2011-03-02,30.042,71.333,41.292,,41.583
2011-03-03,9.333,10.5,1.167,,13.958
2011-03-04,18.917,21.708,2.792,,32.458
2011-03-05,33.217,54.391,21.174,,26.917
2011-03-06,23.583,46.958,23.375,,25.958
2011-03-07,13.167,14.958,1.792,,30.667
2011-03-08,21.25,25.375,4.125,,24.125
2011-03-09,19.417,22.375,2.958,,27.167
2011-03-10,10.25,12.167,1.917,,17.083
2011-03-11,2.958,3.792,0.833,,10.333
2011-03-12,7.478,8.957,1.478,,10.667
2011-03-13,10.333,12.25,1.917,,9.042
2011-03-14,19.833,23.417,3.583,,13.875
2011-03-15,20.917,34.583,13.667,,21.583
2011-03-16,15.043,19.261,4.217,,17.542
2011-03-17,16.875,22.042,5.167,,25.542
2011-03-18,18.958,23.792,4.833,,28.958
2011-03-19,5.087,6.13,1.043,,10.458
2011-03-20,8.458,10.042,1.583,,14.583
2011-03-21,5.25,6.208,0.958,,11.083
2011-03-22,20.542,28.792,8.25,,19.542
2011-03-23,24.625,29.458,4.833,,29.417
2011-03-24,14.0,15.917,1.917,,14.708
2011-03-25,2.917,3.292,0.375,,11.792
2011-03-26,7.783,9.652,1.87,,10.292
2011-03-27,17.458,21.042,3.583,,18.917
2011-03-28,22.917,33.208,10.292,,30.292
2011-03-29,17.208,21.042,3.833,,16.875
2011-03-30,21.792,30.333,8.542,,25.708
2011-03-31,5.583,6.625,1.042,,13.208
2011-04-01,19.5,23.208,3.708,,19.708
2011-04-02,17.75,21.292,3.542,,24.083
2011-04-03,7.25,7.75,0.5,,12.375
2011-04-04,9.818,10.909,1.091,,7.696
2011-04-05,13.292,14.875,1.583,,19.667
2011-04-06,20.667,23.667,3.0,,27.042
2011-04-07,18.083,20.667,2.583,,24.583
2011-04-08,7.792,8.083,0.292,,27.667
2011-04-09,10.417,11.667,1.25,,26.083
2011-04-10,9.125,9.5,0.375,,37.417
2011-04-11,15.348,17.522,2.174,,37.333
2011-04-12,8.708,9.25,0.542,,26.833
2011-04-13,25.292,29.167,3.875,,32.833
2011-04-14,22.917,27.25,4.333,,40.708
2011-04-15,18.75,20.833,2.083,,39.875
2011-04-16,12.083,15.042,2.958,,46.458
2011-04-17,4.875,5.458,0.583,,24.375
2011-04-18,8.524,10.333,1.81,,29.667
2011-04-19,9.083,10.875,1.792,,12.917
2011-04-20,6.042,7.417,1.375,,4.708
2011-04-21,15.208,20.417,5.208,,17.917
2011-04-22,13.792,16.042,2.25,,23.792
2011-04-23,3.625,4.167,0.542,,18.625
2011-04-24,7.083,8.167,1.083,,16.833
2011-04-25,17.304,21.0,3.696,,20.042
2011-04-26,13.958,17.333,3.375,,33.5
2011-04-27,3.792,3.917,0.125,,53.542
2011-04-28,9.792,10.5,0.708,,21.042
2011-04-29,9.75,10.5,0.75,,15.167
2011-04-30,11.125,12.917,1.792,,25.0
2011-05-01,5.375,5.417,0.042,,28.792
2011-05-02,6.957,7.957,1.0,,117.625
2011-05-03,13.167,14.792,1.625,,107.625
2011-05-04,11.333,13.167,1.833,,53.333
2011-05-05,9.542,10.708,1.167,,27.0
2011-05-06,7.478,8.304,0.826,,46.043
2011-05-07,5.25,5.708,0.458,,23.917
2011-05-08,9.792,11.125,1.333,,41.25
2011-05-09,11.478,12.826,1.348,,43.0
2011-05-10,16.25,20.792,4.542,,54.667
2011-05-11,12.875,14.0,1.125,,13.125
2011-05-12,14.25,16.917,2.667,,14.542
2011-05-13,9.125,10.458,1.333,,72.458
2011-05-14,11.5,13.5,2.0,,37.833
2011-05-15,9.667,11.333,1.667,,35.167
2011-05-16,7.826,8.565,0.739,,39.667
2011-05-17,14.167,15.333,1.167,,40.833
2011-05-18,16.087,18.217,2.13,,28.25
2011-05-19,14.667,15.833,1.167,,37.542
2011-05-20,13.625,15.25,1.625,,52.042
2011-05-21,12.083,13.542,1.458,,42.792
2011-05-22,7.042,7.75,0.708,,23.417
2011-05-23,19.609,23.087,3.478,,24.333
2011-05-24,9.667,10.833,1.167,,12.792
2011-05-25,11.542,12.875,1.333,,26.25
2011-05-26,11.125,12.583,1.458,,19.917
2011-05-27,9.5,10.167,0.667,,22.792
2011-05-28,23.042,26.125,3.083,,36.792
2011-05-29,9.458,11.458,2.0,,24.708
2011-05-30,5.826,6.652,0.826,,20.75
2011-05-31,5.833,6.75,0.917,,13.75
2011-06-01,6.167,6.958,0.792,,33.417
2011-06-02,9.565,10.522,0.957,,22.0
2011-06-03,18.833,25.542,6.708,,43.708
2011-06-04,12.042,13.75,1.708,,62.583
2011-06-05,11.25,12.0,0.75,,48.125
2011-06-06,11.783,12.609,0.826,,37.417
2011-06-07,13.375,14.875,1.5,,36.955
2011-06-08,9.792,11.333,1.542,,32.875
2011-06-09,6.792,6.958,0.167,,24.417
2011-06-10,10.792,11.5,0.708,,40.125
2011-06-11,9.667,11.0,1.333,,25.792
2011-06-12,11.625,12.208,0.583,,32.375
2011-06-13,11.609,12.652,1.043,,20.583
2011-06-14,11.917,12.5,0.583,,25.5
2011-06-15,10.917,12.375,1.458,,21.958
2011-06-16,13.043,14.522,1.478,,26.917
2011-06-17,13.5,14.542,1.042,,20.0
2011-06-18,9.5,9.625,0.125,,23.167
2011-06-19,9.5,10.083,0.583,,39.0
2011-06-20,6.391,7.087,0.696,,18.417
2011-06-21,8.958,10.458,1.5,,20.708
2011-06-22,17.208,25.167,7.958,,32.833
2011-06-23,9.609,13.739,4.13,,37.417
2011-06-24,5.042,8.125,3.083,,26.792
2011-06-25,5.833,8.0,2.167,,29.167
2011-06-26,1.375,3.208,1.833,,24.958
2011-06-27,3.217,5.043,1.826,,25.958
2011-06-28,9.625,13.125,3.5,,29.542
2011-06-29,13.75,16.958,3.208,,27.292
2011-06-30,16.042,23.375,7.333,,40.083
2011-07-01,11.333,14.75,3.417,,24.75
2011-07-02,9.333,11.167,1.833,,25.75
2011-07-03,7.917,9.167,1.25,,43.042
2011-07-04,7.591,8.818,1.227,,43.261
