date,CO_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean
2011-01-06,16.429,,,,9.571
2011-01-07,15.087,6.5,7.682,1.182,2.833
2011-01-08,15.417,7.375,8.708,1.333,3.875
2011-01-09,16.583,10.25,12.958,2.708,6.667
2011-01-10,17.75,20.208,27.458,7.25,10.042
2011-01-11,16.833,10.625,16.542,5.917,10.708
2011-01-12,15.708,7.792,10.375,2.583,2.583
2011-01-13,16.87,16.565,25.652,9.087,8.478
2011-01-14,17.087,9.391,10.826,1.435,5.667
2011-01-15,16.542,8.417,9.625,1.208,5.75
2011-01-16,17.042,17.833,23.125,5.292,7.542
2011-01-17,17.0,24.375,38.292,13.917,9.0
2011-01-18,18.542,34.375,49.875,15.5,15.75
2011-01-19,19.375,35.75,67.375,31.625,19.333
2011-01-20,17.333,22.708,34.125,11.417,11.125
2011-01-21,17.174,19.043,22.87,3.826,8.0
2011-01-22,16.292,8.417,10.083,1.667,3.667
2011-01-23,17.125,16.25,21.167,4.917,4.083
2011-01-24,16.042,11.792,14.25,2.458,2.25
2011-01-25,16.583,16.083,18.417,2.333,6.333
2011-01-26,15.667,9.625,11.292,1.667,3.875
2011-01-27,16.75,21.083,54.25,33.167,10.042
2011-01-28,16.087,11.783,14.13,2.348,12.5
2011-01-29,15.25,4.125,5.125,1.0,6.042
2011-01-30,15.542,10.5,11.917,1.417,3.292
2011-01-31,15.391,16.261,20.391,4.13,5.318
2011-02-01,15.667,20.167,44.5,24.333,9.042
2011-02-02,14.208,10.833,11.958,1.125,4.125
2011-02-03,15.875,25.708,47.042,21.333,7.042
2011-02-04,15.87,16.522,24.609,8.087,12.958
2011-02-05,15.917,10.25,11.375,1.125,15.25
2011-02-06,17.25,24.125,37.125,13.0,21.25
2011-02-07,16.625,17.875,33.208,15.333,9.708
2011-02-08,14.0,4.708,5.667,0.958,3.208
2011-02-09,14.667,9.667,13.875,4.208,3.333
2011-02-10,15.125,13.417,17.958,4.542,6.25
2011-02-11,14.739,8.261,9.522,1.261,6.25
2011-02-12,14.75,5.458,6.417,0.958,4.583
2011-02-13,15.545,19.0,20.727,1.727,9.565
2011-02-14,17.0,26.292,50.125,23.833,12.125
2011-02-15,16.333,19.375,28.625,9.25,14.042
2011-02-16,14.708,11.042,12.042,1.0,7.0
2011-02-17,14.75,8.542,10.208,1.667,4.292
2011-02-18,8.333,7.13,9.565,2.435,4.417
2011-02-19,5.0,6.917,7.917,1.0,6.375
2011-02-20,3.727,18.091,19.682,1.591,5.864
2011-02-21,,22.792,27.792,5.0,7.958
2011-02-22,,33.833,47.625,13.792,15.292
2011-02-23,,18.208,21.958,3.75,19.625
2011-02-24,,27.25,38.75,11.5,17.708
2011-02-25,,15.609,17.609,2.0,19.917
2011-02-26,,4.875,5.833,0.958,3.625
2011-02-27,,4.5,5.5,1.0,4.333
2011-02-28,,23.208,34.542,11.333,1.917
2011-03-01,,35.292,60.0,24.708,9.667
2011-03-02,,22.917,40.25,17.333,9.958
2011-03-03,,5.957,7.043,1.087,3.042
2011-03-04,,16.167,17.25,1.083,8.75
2011-03-05,,31.417,43.042,11.625,28.458
2011-03-06,,26.125,62.458,36.333,44.708
2011-03-07,,8.417,9.417,1.0,53.625
2011-03-08,,25.208,28.083,2.875,49.136
2011-03-09,,14.5,15.5,1.0,13.75
2011-03-10,,5.783,6.783,1.0,5.833
2011-03-11,,4.542,5.583,1.042,5.75
2011-03-12,,6.208,7.167,0.958,3.792
2011-03-13,,6.375,7.333,0.958,5.375
2011-03-14,,15.583,19.542,3.958,7.208
2011-03-15,,16.13,21.87,5.739,8.348
2011-03-16,,34.375,46.625,12.25,8.833
2011-03-17,,36.174,64.261,28.087,13.5
2011-03-18,,17.708,28.125,10.417,9.0
2011-03-19,,3.913,4.913,1.0,4.087
2011-03-20,,5.792,6.792,1.0,3.583
2011-03-21,,4.458,5.417,0.958,4.833
2011-03-22,,16.917,19.042,2.125,7.458
2011-03-23,,27.458,45.292,17.833,14.333
2011-03-24,,13.913,23.652,9.739,6.292
2011-03-25,,6.417,8.833,2.417,4.083
2011-03-26,,5.333,6.25,0.917,5.25
2011-03-27,,16.75,21.083,4.333,10.0
2011-03-28,,18.75,24.958,6.208,14.792
2011-03-29,,13.375,14.625,1.25,13.524
2011-03-30,,49.636,71.909,22.273,8.522
2011-03-31,,16.783,20.13,3.348,6.792
2011-04-01,15.458,37.792,50.417,12.625,9.792
2011-04-02,14.917,12.208,16.625,4.417,14.708
2011-04-03,14.292,4.167,8.167,4.0,4.625
2011-04-04,13.833,5.708,9.708,4.0,4.208
2011-04-05,14.957,30.0,34.217,4.217,9.208
2011-04-06,15.792,34.208,39.167,4.958,12.0
2011-04-07,15.375,40.292,51.083,10.792,11.333
2011-04-08,15.083,47.25,73.792,26.542,11.375
2011-04-09,14.583,21.042,28.375,7.333,9.708
2011-04-10,15.75,13.5,15.042,1.542,14.417
2011-04-11,15.833,16.375,18.333,1.958,15.667
2011-04-12,14.522,7.043,8.522,1.478,11.042
2011-04-13,16.167,40.708,54.25,13.542,17.333
2011-04-14,16.458,42.708,50.292,7.583,19.292
2011-04-15,13.174,27.696,31.783,4.087,18.348
2011-04-16,11.75,11.875,16.333,4.458,16.917
2011-04-17,11.042,15.167,16.833,1.667,8.875
2011-04-18,10.833,28.458,34.542,6.083,12.833
2011-04-19,11.304,12.043,13.565,1.522,5.458
2011-04-20,10.5,5.208,6.667,1.458,2.333
2011-04-21,11.208,36.958,47.0,10.042,8.792
2011-04-22,11.458,37.125,46.417,9.292,12.417
2011-04-23,10.375,25.708,31.5,5.792,8.167
2011-04-24,11.292,7.958,9.5,1.542,9.25
2011-04-25,12.208,24.875,37.292,12.417,11.958
2011-04-26,11.217,36.565,44.348,7.783,16.458
2011-04-27,10.375,37.292,51.958,14.667,26.583
2011-04-28,7.696,11.609,14.304,2.696,9.348
2011-04-29,4.333,7.708,9.375,1.667,9.75
2011-04-30,5.125,27.583,35.125,7.542,14.333
2011-05-01,5.583,15.708,17.042,1.333,12.958
2011-05-02,6.333,5.75,6.708,0.958,32.417
2011-05-03,7.783,19.696,20.783,1.087,35.667
2011-05-04,6.125,7.792,8.708,0.917,18.917
2011-05-05,6.583,18.417,19.458,1.042,13.083
2011-05-06,6.208,27.583,30.125,2.542,18.25
2011-05-07,6.167,34.333,42.5,8.167,12.542
