date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,200.13,18.043,13.417,17.292,3.875,,25.25,218.174
2011-01-02,197.609,9.652,7.696,10.783,3.087,,10.542,207.261
2011-01-03,191.304,5.0,6.25,6.708,0.458,,5.083,196.304
2011-01-04,193.304,3.913,4.458,4.667,0.208,,23.042,197.217
2011-01-05,193.087,4.522,6.292,6.792,0.5,,1.958,197.609
2011-01-06,195.455,14.773,20.522,28.957,8.435,,22.609,210.227
2011-01-07,192.565,7.13,9.958,10.917,0.958,,7.0,199.696
2011-01-08,194.043,12.0,13.875,15.708,1.833,,5.458,206.043
2011-01-09,195.826,12.565,14.87,18.565,3.696,,13.875,208.391
2011-01-10,197.783,24.913,24.292,51.042,26.75,,20.458,222.696
2011-01-11,195.826,19.913,15.292,41.792,26.5,,14.625,215.739
2011-01-12,192.13,10.304,12.125,16.417,4.292,,2.917,202.435
2011-01-13,195.478,22.826,20.792,54.708,33.917,,15.458,218.304
2011-01-14,194.609,7.652,9.792,11.083,1.292,,13.333,202.261
2011-01-15,193.391,7.304,8.875,9.792,0.917,,10.792,200.696
2011-01-16,194.0,17.0,19.609,25.522,5.913,,14.125,211.0
2011-01-17,194.783,23.304,21.417,42.792,21.375,,17.875,218.087
2011-01-18,197.304,32.565,24.5,72.833,48.333,,27.792,229.87
2011-01-19,196.0,39.435,30.208,72.667,42.458,,30.417,235.435
2011-01-20,191.043,22.043,23.625,30.583,6.958,,14.708,213.087
2011-01-21,192.739,20.435,20.292,26.833,6.542,,19.875,213.174
2011-01-22,192.826,11.522,11.417,14.042,2.625,,9.708,204.348
2011-01-23,193.652,11.565,13.478,20.652,7.174,,7.208,205.217
2011-01-24,192.727,7.636,10.565,12.522,1.957,,3.792,200.364
2011-01-25,193.043,7.478,10.208,11.208,1.0,,11.667,200.522
2011-01-26,193.087,8.217,13.292,15.208,1.917,,7.125,201.304
2011-01-27,196.043,14.87,19.083,40.25,21.167,,16.375,210.913
2011-01-28,196.304,14.739,17.375,28.417,11.042,,22.125,211.043
2011-01-29,193.739,3.043,5.542,5.542,0.0,,4.875,196.783
